Month,Department Family,Entity,Date,Expense Type,Supplier,Transaction Number,amount
44136,DEPARTMENT OF HEALTH,KINGSTON HOSPITAL NHS TRUST,30-Sep-20,TRANSPORT EXPENSES,UK0496163501 : Falck UK Ambulance Service Ltd,SIN003909,43513.35
44136,DEPARTMENT OF HEALTH,KINGSTON HOSPITAL NHS TRUST,31-Oct-20,CLINICAL SUPPLIES & SERVICES,UK0519023401 : InHealth Ltd,SD262936KIN,185209.75
44136,DEPARTMENT OF HEALTH,KINGSTON HOSPITAL NHS TRUST,09-Nov-20,PREMISES & FIXED PLANT,UK0691240601 : Roothings Builders Ltd,RBL720,34452
44136,DEPARTMENT OF HEALTH,KINGSTON HOSPITAL NHS TRUST,01-Oct-20,CLINICAL SUPPLIES & SERVICES,UK0839315001 : Synergy Health Managed Services Ltd,30011838,68394.79
44136,DEPARTMENT OF HEALTH,KINGSTON HOSPITAL NHS TRUST,19-Oct-20,CLINICAL SUPPLIES & SERVICES,UK0956718601 : Siemens Healthcare Ltd,1051089102,200934.47
44136,DEPARTMENT OF HEALTH,KINGSTON HOSPITAL NHS TRUST,28-Sep-20,CLINICAL SUPPLIES & SERVICES,UK0956718601 : Siemens Healthcare Ltd,1051087747,203886.17
44136,DEPARTMENT OF HEALTH,KINGSTON HOSPITAL NHS TRUST,30-Oct-20,CLINICAL SUPPLIES & SERVICES,UK1088171501 : SCCL T/A NHS Supply Chain ROARP,121130882,71323.65
44136,DEPARTMENT OF HEALTH,KINGSTON HOSPITAL NHS TRUST,13-Nov-20,CLINICAL SUPPLIES & SERVICES,UK1088171501 : SCCL T/A NHS Supply Chain ROARP,1121139986,62937.43
44136,DEPARTMENT OF HEALTH,KINGSTON HOSPITAL NHS TRUST,23-Oct-20,CLINICAL SUPPLIES & SERVICES,UK1088171501 : SCCL T/A NHS Supply Chain ROARP,1121126449,103382.92
44136,DEPARTMENT OF HEALTH,KINGSTON HOSPITAL NHS TRUST,06-Nov-20,CLINICAL SUPPLIES & SERVICES,UK1088171501 : SCCL T/A NHS Supply Chain ROARP,1121135307,68422.26
44136,DEPARTMENT OF HEALTH,KINGSTON HOSPITAL NHS TRUST,20-Nov-20,CLINICAL SUPPLIES & SERVICES,UK1088171501 : SCCL T/A NHS Supply Chain ROARP,1121145196,76416.68
44136,DEPARTMENT OF HEALTH,KINGSTON HOSPITAL NHS TRUST,23-Nov-20,PREMISES & FIXED PLANT,WPS00E504301 : Royal Bor of Kingston Upon Tha,1233041/DEC20,144172
44136,DEPARTMENT OF HEALTH,KINGSTON HOSPITAL NHS TRUST,15-Oct-20,CLINICAL SUPPLIES & SERVICES,WPS0NBA03301 : NHS Blood & Transplant exc BPL,892108,72066.82
44136,DEPARTMENT OF HEALTH,KINGSTON HOSPITAL NHS TRUST,16-Nov-20,CLINICAL SUPPLIES & SERVICES,WPS0NBA03301 : NHS Blood & Transplant exc BPL,892640,72066.82
