Month,Department Family,Entity,Date,Expense Type,Supplier,Transaction Number,amount
44197,DEPARTMENT OF HEALTH,KINGSTON HOSPITAL NHS TRUST,11-NOV-2020 ,CAPITAL SCHEME,UK0208136901 : Dell Corporation Ltd,7402661789,91007.4
44197,DEPARTMENT OF HEALTH,KINGSTON HOSPITAL NHS TRUST,11-NOV-2020 ,CAPITAL SCHEME,UK0208136901 : Dell Corporation Ltd,7402661790,85307.4
44197,DEPARTMENT OF HEALTH,KINGSTON HOSPITAL NHS TRUST,26-NOV-2020 ,CAPITAL SCHEME,UK0208136901 : Dell Corporation Ltd,7402665608,51332.9
44197,DEPARTMENT OF HEALTH,KINGSTON HOSPITAL NHS TRUST,11-NOV-2020 ,CAPITAL SCHEME,UK0208136901 : Dell Corporation Ltd,7402661788,42653.7
44197,DEPARTMENT OF HEALTH,KINGSTON HOSPITAL NHS TRUST,18-DEC-2020 ,COMPUTER MAINTENANCE - APPLICATION,UK0217499001 : Softcat Ltd,INV02779587,157126.8
44197,DEPARTMENT OF HEALTH,KINGSTON HOSPITAL NHS TRUST,23-DEC-2020 ,PREMISES & FIXED PLANT,UK0266583701 : Maintel Europe Ltd,12568013,31173.48
44197,DEPARTMENT OF HEALTH,KINGSTON HOSPITAL NHS TRUST,08-JAN-2021 ,PREMISES & FIXED PLANT,UK0279833401 : Corona Energy Retail 4 Ltd,15793680,100225.21
44197,DEPARTMENT OF HEALTH,KINGSTON HOSPITAL NHS TRUST,28-JUL-2020 ,CAPITAL SCHEME,UK0304095501 : KPS Southern Ltd,10231,74748.9
44197,DEPARTMENT OF HEALTH,KINGSTON HOSPITAL NHS TRUST,13-JAN-2021 ,INTERIM STAFF CHARGES,UK0315610301 : Pulse Healthcare Ltd,5279074,36680.92
44197,DEPARTMENT OF HEALTH,KINGSTON HOSPITAL NHS TRUST,30-DEC-2020 ,CLINICAL SUPPLIES & SERVICES,UK0340255601 : Aquilant Endoscopy,88606355,109466.98
44197,DEPARTMENT OF HEALTH,KINGSTON HOSPITAL NHS TRUST,29-SEP-2020 ,CLINICAL SUPPLIES & SERVICES,UK0343068601 : Wassenburg Ltd,150-S4016167,34238.77
44197,DEPARTMENT OF HEALTH,KINGSTON HOSPITAL NHS TRUST,31-DEC-2020 ,CLINICAL SUPPLIES & SERVICES,UK0478525001 : 4Ways Healthcare,4WHC/09211191,54075.58
44197,DEPARTMENT OF HEALTH,KINGSTON HOSPITAL NHS TRUST,30-NOV-2020 ,CLINICAL SUPPLIES & SERVICES,UK0478525001 : 4Ways Healthcare,4WHC/08210655,55221.02
44197,DEPARTMENT OF HEALTH,KINGSTON HOSPITAL NHS TRUST,31-DEC-2020 ,TRANSPORT EXPENSES,UK0496163501 : Falck UK Ambulance Service Ltd,26347,74225.62
44197,DEPARTMENT OF HEALTH,KINGSTON HOSPITAL NHS TRUST,31-DEC-2020 ,CLINICAL SUPPLIES & SERVICES,UK0519023401 : InHealth Ltd,SD268751KIN,174544.51
44197,DEPARTMENT OF HEALTH,KINGSTON HOSPITAL NHS TRUST,31-AUG-2020 ,CLINICAL SUPPLIES & SERVICES,UK0519023401 : InHealth Ltd,IHLIN0025708,42226.4
44197,DEPARTMENT OF HEALTH,KINGSTON HOSPITAL NHS TRUST,27-NOV-2020 ,CLINICAL SUPPLIES & SERVICES,UK0519023401 : InHealth Ltd,IHLIN0027518,37464
44197,DEPARTMENT OF HEALTH,KINGSTON HOSPITAL NHS TRUST,30-SEP-2020 ,CLINICAL SUPPLIES & SERVICES,UK0519023401 : InHealth Ltd,IHLIN0026362,42226.4
44197,DEPARTMENT OF HEALTH,KINGSTON HOSPITAL NHS TRUST,31-OCT-2020 ,CLINICAL SUPPLIES & SERVICES,UK0519023401 : InHealth Ltd,IHLIN0027122,42226.4
44197,DEPARTMENT OF HEALTH,KINGSTON HOSPITAL NHS TRUST,09-OCT-2020 ,PREMISES & FIXED PLANT,UK0577117901 : Ensigna Construction Ltd,3861,25200
44197,DEPARTMENT OF HEALTH,KINGSTON HOSPITAL NHS TRUST,05-JAN-2021 ,PREMISES & FIXED PLANT,UK0691240601 : Roothings Builders Ltd,RBL751,25620
44197,DEPARTMENT OF HEALTH,KINGSTON HOSPITAL NHS TRUST,28-AUG-2020 ,MISCELLANEOUS EXPENDITURE,UK0709117401 : Richmond Hill Hotel (Operations) Ltd,8332,39812.56
44197,DEPARTMENT OF HEALTH,KINGSTON HOSPITAL NHS TRUST,01-DEC-2020 ,CLINICAL SUPPLIES & SERVICES,UK0839315001 : Synergy Health Managed Services Ltd,30011980,73768.69
44197,DEPARTMENT OF HEALTH,KINGSTON HOSPITAL NHS TRUST,01-JAN-2021 ,CONSULTANCY,UK1023092001 : P2G Management Ltd,PML0050,27712.8
44197,DEPARTMENT OF HEALTH,KINGSTON HOSPITAL NHS TRUST,18-DEC-2020 ,CLINICAL SUPPLIES & SERVICES,UK1088171501 : SCCL T/A NHS Supply Chain ROARP,1121164401,81073.59
44197,DEPARTMENT OF HEALTH,KINGSTON HOSPITAL NHS TRUST,25-DEC-2020 ,CLINICAL SUPPLIES & SERVICES,UK1088171501 : SCCL T/A NHS Supply Chain ROARP,1121168457,91393.28
44197,DEPARTMENT OF HEALTH,KINGSTON HOSPITAL NHS TRUST,22-JAN-2021 ,CLINICAL SUPPLIES & SERVICES,UK1088171501 : SCCL T/A NHS Supply Chain ROARP,1121183117,68337.53
44197,DEPARTMENT OF HEALTH,KINGSTON HOSPITAL NHS TRUST,08-JAN-2021 ,CLINICAL SUPPLIES & SERVICES,UK1088171501 : SCCL T/A NHS Supply Chain ROARP,1121174426,70116.03
44197,DEPARTMENT OF HEALTH,KINGSTON HOSPITAL NHS TRUST,15-JAN-2021 ,CLINICAL SUPPLIES & SERVICES,UK1088171501 : SCCL T/A NHS Supply Chain ROARP,1121179006,74216.03
44197,DEPARTMENT OF HEALTH,KINGSTON HOSPITAL NHS TRUST,01-JAN-2021 ,CLINICAL SUPPLIES & SERVICES,UK1088171501 : SCCL T/A NHS Supply Chain ROARP,1121170498,57688.09
44197,DEPARTMENT OF HEALTH,KINGSTON HOSPITAL NHS TRUST,25-NOV-2020 ,CAPITAL SCHEME,UK1088171502 : SCCL T/A NHS Supply Chain (Capital),9521001353,25318.69
44197,DEPARTMENT OF HEALTH,KINGSTON HOSPITAL NHS TRUST,30-DEC-2020 ,CLINICAL SUPPLIES & SERVICES,UKSC15196501 : Karl Storz Endoscopy (UK) Ltd,6020077455,57598.8
44197,DEPARTMENT OF HEALTH,KINGSTON HOSPITAL NHS TRUST,31-DEC-2020 ,CURRENT LIABILITIES,WPS00T145001 : NHS PENSIONS,2000004069,30177.93
44197,DEPARTMENT OF HEALTH,KINGSTON HOSPITAL NHS TRUST,15-JAN-2021 ,CLINICAL SUPPLIES & SERVICES,WPS0NBA03301 : NHS Blood & Transplant exc BPL,893933,72066.82
44197,DEPARTMENT OF HEALTH,KINGSTON HOSPITAL NHS TRUST,15-DEC-2020 ,CLINICAL SUPPLIES & SERVICES,WPS0NBA03301 : NHS Blood & Transplant exc BPL,893402,72066.82
