Month,Department Family,Entity,Date,Expense Type,Supplier,Transaction Number,amount
44256,DEPARTMENT OF HEALTH,KINGSTON HOSPITAL NHS TRUST,12-FEB-2021 ,PREMISES & FIXED PLANT,UK0479435601 : Prime Care Solutions (Kingston) Ltd,SIN000058,540480
44256,DEPARTMENT OF HEALTH,KINGSTON HOSPITAL NHS TRUST,31-MAY-2020 ,TRANSPORT EXPENSES,UK0496163501 : Falck UK Ambulance Service Ltd,SIN003704,34761.61
44256,DEPARTMENT OF HEALTH,KINGSTON HOSPITAL NHS TRUST,31-DEC-2020 ,TRANSPORT EXPENSES,UK0496163501 : Falck UK Ambulance Service Ltd,SIN004082,43503.88
44256,DEPARTMENT OF HEALTH,KINGSTON HOSPITAL NHS TRUST,31-JAN-2021 ,TRANSPORT EXPENSES,UK0496163501 : Falck UK Ambulance Service Ltd,SIN004161,42225.88
44256,DEPARTMENT OF HEALTH,KINGSTON HOSPITAL NHS TRUST,10-MAR-2021 ,CAPITAL SCHEME,UK0518583601 : Isosec Ltd,1819416,78000
44256,DEPARTMENT OF HEALTH,KINGSTON HOSPITAL NHS TRUST,28-FEB-2021 ,CLINICAL SUPPLIES & SERVICES,UK0519023401 : InHealth Ltd,SD273499KIN,154959.34
44256,DEPARTMENT OF HEALTH,KINGSTON HOSPITAL NHS TRUST,31-JAN-2021 ,CLINICAL SUPPLIES & SERVICES,UK0519023401 : InHealth Ltd,SD271015KIN,128907.02
44256,DEPARTMENT OF HEALTH,KINGSTON HOSPITAL NHS TRUST,31-DEC-2020 ,CLINICAL SUPPLIES & SERVICES,UK0519023401 : InHealth Ltd,IHLIN0028383,41962.4
44256,DEPARTMENT OF HEALTH,KINGSTON HOSPITAL NHS TRUST,30-NOV-2020 ,CLINICAL SUPPLIES & SERVICES,UK0519023401 : InHealth Ltd,IHLIN0027844,41962.4
44256,DEPARTMENT OF HEALTH,KINGSTON HOSPITAL NHS TRUST,31-JAN-2021 ,CLINICAL SUPPLIES & SERVICES,UK0519023401 : InHealth Ltd,IHLIN0029105,41962.4
44256,DEPARTMENT OF HEALTH,KINGSTON HOSPITAL NHS TRUST,28-FEB-2021 ,CLINICAL SUPPLIES & SERVICES,UK0519023401 : InHealth Ltd,IHLIN0029619,41962.4
44256,DEPARTMENT OF HEALTH,KINGSTON HOSPITAL NHS TRUST,08-DEC-2020 ,PREMISES & FIXED PLANT,UK0577117901 : Ensigna Construction Ltd,4059,102094.2
44256,DEPARTMENT OF HEALTH,KINGSTON HOSPITAL NHS TRUST,15-MAR-2021 ,PREMISES & FIXED PLANT,UK0590336401 : The New Victoria Hospital Ltd,KHLEASEMAR21,25381.92
44256,DEPARTMENT OF HEALTH,KINGSTON HOSPITAL NHS TRUST,19-MAR-2021 ,PREMISES & FIXED PLANT,UK0691240601 : Roothings Builders Ltd,RBL813,59025.71
44256,DEPARTMENT OF HEALTH,KINGSTON HOSPITAL NHS TRUST,12-FEB-2021 ,PREMISES & FIXED PLANT,UK0691240601 : Roothings Builders Ltd,RBL775,38349.6
44256,DEPARTMENT OF HEALTH,KINGSTON HOSPITAL NHS TRUST,19-MAR-2021 ,PREMISES & FIXED PLANT,UK0691240601 : Roothings Builders Ltd,RBL814,77994
44256,DEPARTMENT OF HEALTH,KINGSTON HOSPITAL NHS TRUST,09-MAR-2021 ,PREMISES & FIXED PLANT,UK0691240601 : Roothings Builders Ltd,RBL804,25056
44256,DEPARTMENT OF HEALTH,KINGSTON HOSPITAL NHS TRUST,03-MAR-2021 ,PREMISES & FIXED PLANT,UK0691240601 : Roothings Builders Ltd,RBL801,44904
44256,DEPARTMENT OF HEALTH,KINGSTON HOSPITAL NHS TRUST,01-MAR-2021 ,CAPITAL SCHEME,UK0783074301 : ToukanEyes Ltd T/A ToukanLabs,INV-0078,39399.6
44256,DEPARTMENT OF HEALTH,KINGSTON HOSPITAL NHS TRUST,09-MAR-2021 ,CLINICAL SUPPLIES & SERVICES,UK0787689501 : Biotest UK Ltd,3950017192,39000
44256,DEPARTMENT OF HEALTH,KINGSTON HOSPITAL NHS TRUST,12-MAR-2021 ,CONSULTANCY,UK0822669101 : Amanda Super Consulting Ltd,297,25600
44256,DEPARTMENT OF HEALTH,KINGSTON HOSPITAL NHS TRUST,01-JAN-2021 ,CLINICAL SUPPLIES & SERVICES,UK0839315001 : Synergy Health Managed Services Ltd,30012052,74963.08
44256,DEPARTMENT OF HEALTH,KINGSTON HOSPITAL NHS TRUST,01-FEB-2021 ,CLINICAL SUPPLIES & SERVICES,UK0839315001 : Synergy Health Managed Services Ltd,30012130,64962.8
44256,DEPARTMENT OF HEALTH,KINGSTON HOSPITAL NHS TRUST,16-MAR-2021 ,MANAGEMENT CONSULTANCY,UK0895713301 : Redshaw Advisors Ltd,10466,159659
44256,DEPARTMENT OF HEALTH,KINGSTON HOSPITAL NHS TRUST,15-FEB-2021 ,CLINICAL SUPPLIES & SERVICES,UK0956718601 : Siemens Healthcare Ltd,1051094270,203886.17
44256,DEPARTMENT OF HEALTH,KINGSTON HOSPITAL NHS TRUST,24-FEB-2021 ,CLINICAL SUPPLIES & SERVICES,UK0966095201 : Medinet Clinical Services Ltd,N327,354060
44256,DEPARTMENT OF HEALTH,KINGSTON HOSPITAL NHS TRUST,24-FEB-2021 ,CLINICAL SUPPLIES & SERVICES,UK0966095201 : Medinet Clinical Services Ltd,N321,106613.33
44256,DEPARTMENT OF HEALTH,KINGSTON HOSPITAL NHS TRUST,24-FEB-2021 ,CLINICAL SUPPLIES & SERVICES,UK0966095201 : Medinet Clinical Services Ltd,N323,106613.33
44256,DEPARTMENT OF HEALTH,KINGSTON HOSPITAL NHS TRUST,05-MAR-2021 ,CLINICAL SUPPLIES & SERVICES,UK1088171501 : SCCL T/A NHS Supply Chain ROARP,1121208701,48829.7
44256,DEPARTMENT OF HEALTH,KINGSTON HOSPITAL NHS TRUST,02-MAR-2021 ,CLINICAL SUPPLIES & SERVICES,UK1088171501 : SCCL T/A NHS Supply Chain ROARP,1121211047,79121.08
44256,DEPARTMENT OF HEALTH,KINGSTON HOSPITAL NHS TRUST,26-FEB-2021 ,CLINICAL SUPPLIES & SERVICES,UK1088171501 : SCCL T/A NHS Supply Chain ROARP,1121204254,57396.01
44256,DEPARTMENT OF HEALTH,KINGSTON HOSPITAL NHS TRUST,27-JAN-2021 ,CAPITAL SCHEME,UK1173239001 : Kinetic-ID Ltd,SI-00000175/1,45798
44256,DEPARTMENT OF HEALTH,KINGSTON HOSPITAL NHS TRUST,22-DEC-2020 ,AUDIT FEES,UKOC30154001 : KPMG LLP,5502187694,59400
44256,DEPARTMENT OF HEALTH,KINGSTON HOSPITAL NHS TRUST,15-FEB-2021 ,CLINICAL SUPPLIES & SERVICES,WPS0NBA03301 : NHS Blood & Transplant exc BPL,89446,72066.82
