Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount
31/08/2020,ME-PMS GP Pension EEs Adjs - PMS,PRC DELEGATED CO-COMMISSIONING,GRAHAM PRACTICE,33484943,"-1,255.52"
31/08/2020,C&M-PMS Voluntary Levy,PRC DELEGATED CO-COMMISSIONING,E12 HEALTH CENTRE,33484941,-104.29
31/08/2020,C&M-PMS Voluntary Levy,PRC DELEGATED CO-COMMISSIONING,GRAHAM PRACTICE,33484943,-84.75
31/08/2020,C&M-PMS Voluntary Levy,PRC DELEGATED CO-COMMISSIONING,DR AMSHAH & PARTNER STRATFORD VILLAGE SURGERY,33484931,-78.84
31/08/2020,C&M-PMS Prem Clinical Waste,PRC DELEGATED CO-COMMISSIONING,SHREWSBURY ROAD SURGERY,33484957,48.53
31/08/2020,C&M-PMS Prem Water Rates,PRC DELEGATED CO-COMMISSIONING,SHREWSBURY ROAD SURGERY,33484957,78.75
31/08/2020,C&M-PMS Prem Clinical Waste,PRC DELEGATED CO-COMMISSIONING,E12 HEALTH CENTRE,33484942,79.67
31/08/2020,C&M-PMS DES Minor Surgery,PRC DELEGATED CO-COMMISSIONING,ROYAL DOCKS MEDICAL PRACTICE,33484955,99.05
31/08/2020,C&M-PMS Prem Water Rates,PRC DELEGATED CO-COMMISSIONING,E12 HEALTH CENTRE,33484942,161.37
31/08/2020,C&M-PMS Prem Water Rates,PRC DELEGATED CO-COMMISSIONING,ST BARTHOLOMEWS SURGERY,33484959,231.6
31/08/2020,C&M-PMS DES Minor Surgery,PRC DELEGATED CO-COMMISSIONING,DR MSJ KHAN - BOLEYN MEDICAL CENTRE,33484971,308.14
31/08/2020,C&M-PMS Prem Clinical Waste,PRC DELEGATED CO-COMMISSIONING,DR MSJ KHAN - BOLEYN MEDICAL CENTRE,33484971,381.45
31/08/2020,C&M-PMS Prem Water Rates,PRC DELEGATED CO-COMMISSIONING,BALAAM STREET PRACTICE,33484926,381.97
31/08/2020,C&M-PMS Prem Water Rates,PRC DELEGATED CO-COMMISSIONING,ROYAL DOCKS MEDICAL PRACTICE,33484955,416.35
31/08/2020,ME - PMS GP Prior Year ERs,PRC DELEGATED CO-COMMISSIONING,TOLLGATE MEDICAL CENTRE,33484965,472
31/08/2020,C&M-PMS DES Minor Surgery,PRC DELEGATED CO-COMMISSIONING,GLEN ROAD MEDICAL CENTRE,33484946,473.22
31/08/2020,C&M-PMS Prem Water Rates,PRC DELEGATED CO-COMMISSIONING,DR I BASU & DR SK BASU,33484934,540.28
31/08/2020,C&M-PMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,GLEN ROAD MEDICAL CENTRE,33484946,544.67
31/08/2020,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,DR G KUGAPALA & PARTNER,33484936,584.46
31/08/2020,ME-PMS GP Pension EEs Adjs - PMS,PRC DELEGATED CO-COMMISSIONING,ROYAL DOCKS MEDICAL PRACTICE,33484955,619.2
31/08/2020,C&M-APMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,EAST LONDON NHS FOUNDATION TRUST,33484924,622.54
31/08/2020,C&M-PMS DES Minor Surgery,PRC DELEGATED CO-COMMISSIONING,UPTON LANE MEDICAL CENTRE,33484967,682.31
31/08/2020,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,PROJECT SURGERY,33484951,701.69
31/08/2020,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,BALAAM STREET PRACTICE,33484926,857.83
31/08/2020,C&M-APMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,AT MEDICS (LUCAS AVENUE),33484973,905.19
31/08/2020,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,DR I BASU & DR SK BASU,33484934,910.08
31/08/2020,ME-PMS GP Prior Year EEs,PRC DELEGATED CO-COMMISSIONING,TOLLGATE MEDICAL CENTRE,33484965,976.95
31/08/2020,C&M-PMS DES Learn Dsblty Hlth Chk,PRC DELEGATED CO-COMMISSIONING,PROJECT SURGERY,33484951,980
31/08/2020,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,STRATFORD HEALTH CENTRE,33484961,"1,021.79"
31/08/2020,C&M-PMS PCO Doctors Ret Scheme,PRC DELEGATED CO-COMMISSIONING,DR YI PATEL & PARTNERS,33484940,"1,076.88"
31/08/2020,C&M-PMS DES Minor Surgery,PRC DELEGATED CO-COMMISSIONING,TOLLGATE MEDICAL CENTRE,33484965,"1,089.50"
31/08/2020,C&M-APMS Contract KPIs,PRC DELEGATED CO-COMMISSIONING,AT MEDICS (LUCAS AVENUE),33484973,"1,100.00"
31/08/2020,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,UPTON LANE MEDICAL CENTRE,33484967,"1,107.18"
31/08/2020,C&M-PMS DES Learn Dsblty Hlth Chk,PRC DELEGATED CO-COMMISSIONING,DR I BASU & DR SK BASU,33484934,"1,120.00"
31/08/2020,C&M-PMS DES Learn Dsblty Hlth Chk,PRC DELEGATED CO-COMMISSIONING,GRAHAM PRACTICE,33484944,"1,120.00"
31/08/2020,ME-PMS GP Pension ERs Adjs - PMS,PRC DELEGATED CO-COMMISSIONING,ROYAL DOCKS MEDICAL PRACTICE,33484955,"1,167.48"
31/08/2020,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,GLEN ROAD MEDICAL CENTRE,33484946,"1,169.59"
31/08/2020,C&M-PCN DES PHARMACY TECHNICIANS,PRC DELEGATED CO-COMMISSIONING,STRATFORD HEALTH CENTRE,33484961,"1,351.26"
31/08/2020,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,NEWHAM MEDICAL CENTRE,33484949,"1,372.19"
31/08/2020,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,CUSTOM HOUSE SURGERY,33484930,"1,401.86"
31/08/2020,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,DR MSJ KHAN - BOLEYN MEDICAL CENTRE,33484971,"1,434.28"
31/08/2020,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,ST BARTHOLOMEWS SURGERY,33484959,"1,437.59"
31/08/2020,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,ROYAL DOCKS MEDICAL PRACTICE,33484955,"1,466.59"
31/08/2020,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,DR AMSHAH & PARTNER STRATFORD VILLAGE SURGERY,33484932,"1,473.84"
31/08/2020,C&M-PMS Prem Water Rates,PRC DELEGATED CO-COMMISSIONING,STAR LANE MEDICAL CENTRE,33484963,"1,488.30"
31/08/2020,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,CLAREMONT CLINIC,33484928,"1,557.41"
31/08/2020,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,GRAHAM PRACTICE,33484944,"1,559.97"
31/08/2020,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,SANGAM GP SURGERY,33484953,"1,603.23"
31/08/2020,C&M-PMS DES Minor Surgery,PRC DELEGATED CO-COMMISSIONING,ST BARTHOLOMEWS SURGERY,33484959,"1,661.76"
31/08/2020,C&M-PMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,SHREWSBURY ROAD SURGERY,33484957,"1,746.12"
31/08/2020,C&M-PMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,PROJECT SURGERY,33484951,"1,773.33"
31/08/2020,C&M-PMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,DR I BASU & DR SK BASU,33484934,"1,788.08"
31/08/2020,C&M-APMS PCN DES Clinical Director,PRC DELEGATED CO-COMMISSIONING,AT MEDICS (LUCAS AVENUE),33484973,"1,888.57"
31/08/2020,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,E12 HEALTH CENTRE,33484942,"1,955.82"
31/08/2020,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,SHREWSBURY ROAD SURGERY,33484957,"2,007.63"
31/08/2020,C&M-PMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,SANGAM GP SURGERY,33484953,"2,109.27"
31/08/2020,C&M-APMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,AT MEDICS ALBERT ROAD,33484969,"2,139.65"
31/08/2020,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,DR YI PATEL & PARTNERS,33484940,"2,174.62"
31/08/2020,C&M-PMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,TOLLGATE MEDICAL CENTRE,33484965,"2,218.67"
31/08/2020,C&M-PMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,E12 HEALTH CENTRE,33484942,"2,396.68"
31/08/2020,C&M-PMS Baseline Adjustment,PRC DELEGATED CO-COMMISSIONING,DR I BASU & DR SK BASU,33484934,"2,457.46"
31/08/2020,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,TOLLGATE MEDICAL CENTRE,33484965,"2,483.81"
31/08/2020,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,PROJECT SURGERY,33484951,"2,515.87"
31/08/2020,C&M-PMS DES Learn Dsblty Hlth Chk,PRC DELEGATED CO-COMMISSIONING,STRATFORD HEALTH CENTRE,33484961,"2,520.00"
31/08/2020,C&M-PMS PCN DES Clinical Director,PRC DELEGATED CO-COMMISSIONING,GRAHAM PRACTICE,33484944,"2,557.56"
31/08/2020,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,EAST LONDON NHS FOUNDATION TRUST,33484924,"2,575.28"
31/08/2020,C&M-APMS PCN DES Clinical Director,PRC DELEGATED CO-COMMISSIONING,AT MEDICS ALBERT ROAD,33484969,"2,593.79"
31/08/2020,C&M-APMS Contract KPIs,PRC DELEGATED CO-COMMISSIONING,AT MEDICS ALBERT ROAD,33484969,"2,600.15"
31/08/2020,C&M-PMS PCN DES Soc Prescribing,PRC DELEGATED CO-COMMISSIONING,STRATFORD HEALTH CENTRE,33484961,"2,601.73"
31/08/2020,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,DR G KUGAPALA & PARTNER,33484936,"2,678.50"
31/08/2020,C&M-PMS Baseline Adjustment,PRC DELEGATED CO-COMMISSIONING,PROJECT SURGERY,33484951,"2,787.40"
31/08/2020,C&M-PMS PCN DES Clinical Director,PRC DELEGATED CO-COMMISSIONING,DR AMSHAH & PARTNER STRATFORD VILLAGE SURGERY,33484932,"2,902.02"
31/08/2020,C&M-PMS DES Learn Dsblty Hlth Chk,PRC DELEGATED CO-COMMISSIONING,SANGAM GP SURGERY,33484953,"2,940.00"
31/08/2020,C&M-PMS PCN DES Clinical Director,PRC DELEGATED CO-COMMISSIONING,STAR LANE MEDICAL CENTRE,33484963,"2,994.43"
31/08/2020,C&M-PMS Prem Water Rates,PRC DELEGATED CO-COMMISSIONING,DR MSJ KHAN - BOLEYN MEDICAL CENTRE,33484971,"2,997.54"
31/08/2020,C&M-PMS Baseline Adjustment,PRC DELEGATED CO-COMMISSIONING,E12 HEALTH CENTRE,33484942,"2,999.66"
31/08/2020,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,STAR LANE MEDICAL CENTRE,33484963,"3,032.97"
31/08/2020,C&M-PMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,DR KALHORO & PARTNER,33484938,"3,041.67"
31/08/2020,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,"2
AT MEDICS (LUCAS AVENUE)",33484973,"3,061.75"
31/08/2020,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,BALAAM STREET PRACTICE,33484926,"3,137.66"
31/08/2020,C&M-PMS Baseline Adjustment,PRC DELEGATED CO-COMMISSIONING,DR G KUGAPALA & PARTNER,33484936,"3,238.26"
31/08/2020,C&M-PMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,DR AMSHAH & PARTNER STRATFORD VILLAGE SURGERY,33484932,"3,347.17"
31/08/2020,C&M-PMS DES Learn Dsblty Hlth Chk,PRC DELEGATED CO-COMMISSIONING,UPTON LANE MEDICAL CENTRE,33484967,"3,360.00"
31/08/2020,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,DR KALHORO & PARTNER,33484938,"3,360.79"
31/08/2020,C&M-PMS Baseline Adjustment,PRC DELEGATED CO-COMMISSIONING,STRATFORD HEALTH CENTRE,33484961,"3,391.69"
31/08/2020,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,STRATFORD HEALTH CENTRE,33484961,"3,439.77"
31/08/2020,C&M-PMS PCN DES Clinical Director,PRC DELEGATED CO-COMMISSIONING,STRATFORD HEALTH CENTRE,33484961,"3,450.02"
31/08/2020,C&M-PMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,DR I BASU & DR SK BASU,33484934,"3,483.33"
31/08/2020,C&M-PMS DES Minor Surgery,PRC DELEGATED CO-COMMISSIONING,STAR LANE MEDICAL CENTRE,33484963,"3,576.63"
31/08/2020,C&M-PMS DES Minor Surgery,PRC DELEGATED CO-COMMISSIONING,DR YI PATEL & PARTNERS,33484940,"3,763.71"
31/08/2020,C&M-APMS DES Extended Hours Access,PRC DELEGATED CO-COMMISSIONING,AT MEDICS (LUCAS AVENUE),33484973,"3,792.84"
31/08/2020,C&M-APMS PCN DES PCN support,LOCAL ENHANCED SERVICES,AT MEDICS (LUCAS AVENUE),33484973,"3,923.63"
31/08/2020,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,GLEN ROAD MEDICAL CENTRE,33484946,"3,926.10"
31/08/2020,C&M-PMS Baseline Adjustment,PRC DELEGATED CO-COMMISSIONING,DR YI PATEL & PARTNERS,33484940,"3,988.71"
31/08/2020,C&M-PMS PCO Other,PRC DELEGATED CO-COMMISSIONING,GLEN ROAD MEDICAL CENTRE,33484946,"4,299.00"
31/08/2020,ME-PMS GP Pension EEs Adjs - PMS,PRC DELEGATED CO-COMMISSIONING,NEWHAM MEDICAL CENTRE,33484949,"4,324.36"
31/08/2020,C&M-PMS Prem Actual Rent,PRC DELEGATED CO-COMMISSIONING,SHREWSBURY ROAD SURGERY,33484957,"4,429.20"
31/08/2020,C&M-PMS Baseline Adjustment,PRC DELEGATED CO-COMMISSIONING,BALAAM STREET PRACTICE,33484926,"4,510.09"
31/08/2020,C&M-PMS PCO Other,PRC DELEGATED CO-COMMISSIONING,DR AMSHAH & PARTNER STRATFORD VILLAGE SURGERY,33484932,"4,526.00"
31/08/2020,C&M-PMS Baseline Adjustment,PRC DELEGATED CO-COMMISSIONING,DR AMSHAH & PARTNER STRATFORD VILLAGE SURGERY,33484932,"4,542.73"
31/08/2020,ME-PMS GP Pension ERs Adjs - PMS,PRC DELEGATED CO-COMMISSIONING,NEWHAM MEDICAL CENTRE,33484949,"4,606.24"
31/08/2020,C&M-PMS Baseline Adjustment,PRC DELEGATED CO-COMMISSIONING,DR KALHORO & PARTNER,33484938,"4,636.49"
31/08/2020,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,DR I BASU & DR SK BASU,33484934,"4,829.30"
31/08/2020,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,UPTON LANE MEDICAL CENTRE,33484967,"4,868.35"
31/08/2020,C&M-PMS Baseline Adjustment,PRC DELEGATED CO-COMMISSIONING,UPTON LANE MEDICAL CENTRE,33484967,"4,908.43"
31/08/2020,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,DR AMSHAH & PARTNER STRATFORD VILLAGE SURGERY,33484932,"4,958.31"
31/08/2020,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,ROYAL DOCKS MEDICAL PRACTICE,33484955,"4,997.06"
31/08/2020,C&M-PMS PCO Other,PRC DELEGATED CO-COMMISSIONING,UPTON LANE MEDICAL CENTRE,33484967,"5,013.00"
31/08/2020,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,DR MSJ KHAN - BOLEYN MEDICAL CENTRE,33484971,"5,090.37"
31/08/2020,C&M-PMS Baseline Adjustment,PRC DELEGATED CO-COMMISSIONING,ROYAL DOCKS MEDICAL PRACTICE,33484955,"5,108.93"
31/08/2020,C&M-PMS DES Extended Hours Access,PRC DELEGATED CO-COMMISSIONING,GRAHAM PRACTICE,33484944,"5,136.38"
31/08/2020,C&M-APMS DES Extended Hours Access,PRC DELEGATED CO-COMMISSIONING,AT MEDICS ALBERT ROAD,33484969,"5,209.13"
31/08/2020,C&M-PMS PCN DES PCN support,LOCAL ENHANCED SERVICES,GRAHAM PRACTICE,33484944,"5,313.50"
31/08/2020,C&M-PMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,CLAREMONT CLINIC,33484928,"5,364.33"
31/08/2020,C&M-APMS PCN DES PCN support,LOCAL ENHANCED SERVICES,AT MEDICS ALBERT ROAD,33484969,"5,388.75"
31/08/2020,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,NEWHAM MEDICAL CENTRE,33484949,"5,454.96"
31/08/2020,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,AT MEDICS ALBERT ROAD,33484969,"5,523.94"
31/08/2020,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,ST BARTHOLOMEWS SURGERY,33484959,"5,783.61"
31/08/2020,C&M-PMS DES Extended Hours Access,PRC DELEGATED CO-COMMISSIONING,DR AMSHAH & PARTNER STRATFORD VILLAGE SURGERY,33484932,"5,828.15"
31/08/2020,C&M-PMS Baseline Adjustment,PRC DELEGATED CO-COMMISSIONING,ST BARTHOLOMEWS SURGERY,33484959,"5,984.62"
31/08/2020,C&M-PMS Prem Actual Rent,PRC DELEGATED CO-COMMISSIONING,SANGAM GP SURGERY,33484953,"5,991.67"
31/08/2020,C&M-PMS DES Extended Hours Access,PRC DELEGATED CO-COMMISSIONING,STAR LANE MEDICAL CENTRE,33484963,"6,013.75"
31/08/2020,C&M-PMS PCN DES PCN support,LOCAL ENHANCED SERVICES,DR AMSHAH & PARTNER STRATFORD VILLAGE SURGERY,33484932,"6,029.13"
31/08/2020,C&M-PMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,UPTON LANE MEDICAL CENTRE,33484967,"6,145.83"
31/08/2020,C&M-PMS PCN DES PCN support,LOCAL ENHANCED SERVICES,STAR LANE MEDICAL CENTRE,33484963,"6,221.13"
31/08/2020,C&M-PMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,GLEN ROAD MEDICAL CENTRE,33484946,"6,375.00"
31/08/2020,C&M-PMS PCO Locum Sickness,PRC DELEGATED CO-COMMISSIONING,DR YI PATEL & PARTNERS,33484940,"6,400.00"
31/08/2020,C&M-PMS DES Minor Surgery,PRC DELEGATED CO-COMMISSIONING,SHREWSBURY ROAD SURGERY,33484957,"6,463.86"
31/08/2020,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,CLAREMONT CLINIC,33484928,"6,663.70"
31/08/2020,C&M-PMS Prem Cost Rent,PRC DELEGATED CO-COMMISSIONING,CUSTOM HOUSE SURGERY,33484930,"6,714.25"
31/08/2020,C&M-PMS Baseline Adjustment,PRC DELEGATED CO-COMMISSIONING,SHREWSBURY ROAD SURGERY,33484957,"6,733.05"
31/08/2020,C&M-PMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,NEWHAM MEDICAL CENTRE,33484949,"6,782.75"
31/08/2020,C&M-PMS DES Extended Hours Access,PRC DELEGATED CO-COMMISSIONING,STRATFORD HEALTH CENTRE,33484961,"6,928.71"
31/08/2020,C&M-PMS PCN DES PCN support,LOCAL ENHANCED SERVICES,STRATFORD HEALTH CENTRE,33484961,"7,167.63"
31/08/2020,C&M-PMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,STRATFORD HEALTH CENTRE,33484961,"7,450.00"
31/08/2020,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,SANGAM GP SURGERY,33484953,"7,631.83"
31/08/2020,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,GRAHAM PRACTICE,33484944,"7,677.46"
31/08/2020,C&M-PMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,BALAAM STREET PRACTICE,33484926,"7,905.78"
31/08/2020,ME-PMS GP Pension ERs Adjs - PMS,PRC DELEGATED CO-COMMISSIONING,STAR LANE MEDICAL CENTRE,33484963,"7,952.64"
31/08/2020,ME-PMS GP Pension EEs-PMS,PRC DELEGATED CO-COMMISSIONING,STAR LANE MEDICAL CENTRE,33484963,"7,981.31"
31/08/2020,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,DR YI PATEL & PARTNERS,33484940,"8,232.14"
31/08/2020,C&M-PMS Baseline Adjustment,PRC DELEGATED CO-COMMISSIONING,GRAHAM PRACTICE,33484944,"8,271.49"
31/08/2020,C&M-PMS PCO Other,PRC DELEGATED CO-COMMISSIONING,SHREWSBURY ROAD SURGERY,33484957,"8,759.00"
31/08/2020,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,E12 HEALTH CENTRE,33484942,"8,798.50"
31/08/2020,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,SHREWSBURY ROAD SURGERY,33484957,"8,957.91"
31/08/2020,C&M-PMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,DR AMSHAH & PARTNER STRATFORD VILLAGE SURGERY,33484932,"8,994.33"
31/08/2020,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,TOLLGATE MEDICAL CENTRE,33484965,"9,098.00"
31/08/2020,C&M-APMS PCN DES Clin Pharmacist,PRC DELEGATED CO-COMMISSIONING,AT MEDICS ALBERT ROAD,33484969,"9,278.34"
31/08/2020,C&M-PMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,DR MSJ KHAN - BOLEYN MEDICAL CENTRE,33484971,"9,872.55"
31/08/2020,C&M-PMS Baseline Adjustment,PRC DELEGATED CO-COMMISSIONING,TOLLGATE MEDICAL CENTRE,33484965,"10,555.70"
31/08/2020,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,STAR LANE MEDICAL CENTRE,33484963,"10,597.68"
31/08/2020,C&M-PMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,DR YI PATEL & PARTNERS,33484940,"12,819.16"
31/08/2020,C&M-PMS Contract KPIs,PRC DELEGATED CO-COMMISSIONING,DR G KUGAPALA & PARTNER,33484936,"13,834.86"
31/08/2020,C&M-PMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,TOLLGATE MEDICAL CENTRE,33484965,"14,491.67"
31/08/2020,C&M-PMS Contract KPIs,PRC DELEGATED CO-COMMISSIONING,DR R CHATTERJEE & DR AS KHAN,33484975,"15,608.08"
31/08/2020,C&M-PMS Contract KPIs,PRC DELEGATED CO-COMMISSIONING,PROJECT SURGERY,33484951,"17,085.28"
31/08/2020,C&M-PMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,STAR LANE MEDICAL CENTRE,33484963,"17,441.67"
31/08/2020,C&M-PMS Prem Actual Rent,PRC DELEGATED CO-COMMISSIONING,BALAAM STREET PRACTICE,33484926,"18,745.88"
31/08/2020,C&M-PMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,ROYAL DOCKS MEDICAL PRACTICE,33484955,"19,194.95"
31/08/2020,C&M-PMS Contract KPIs,PRC DELEGATED CO-COMMISSIONING,BALAAM STREET PRACTICE,33484926,"21,061.18"
31/08/2020,C&M-PMS Contract KPIs,PRC DELEGATED CO-COMMISSIONING,DR I BASU & DR SK BASU,33484934,"22,033.00"
31/08/2020,C&M-PMS Prem Actual Rent,PRC DELEGATED CO-COMMISSIONING,ST BARTHOLOMEWS SURGERY,33484959,"22,500.00"
31/08/2020,C&M-PMS Contract KPIs,PRC DELEGATED CO-COMMISSIONING,STRATFORD HEALTH CENTRE,33484961,"24,741.28"
31/08/2020,C&M-PMS Contract KPIs,PRC DELEGATED CO-COMMISSIONING,UPTON LANE MEDICAL CENTRE,33484967,"27,173.13"
31/08/2020,C&M-PMS Contract KPIs,PRC DELEGATED CO-COMMISSIONING,DR KALHORO & PARTNER,33484938,"28,461.44"
