Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount
30/09/2020,C&M-PMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,DR AMSHAH & PARTNER STRATFORD VILLAGE SURGERY,33818020,"3,347.17"
30/09/2020,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,DR AMSHAH & PARTNER STRATFORD VILLAGE SURGERY,33818020,"4,958.31"
30/09/2020,ME - PMS GP Prior Year ERs,PRC DELEGATED CO-COMMISSIONING,DR AMSHAH & PARTNER STRATFORD VILLAGE SURGERY,33818020,516.97
30/09/2020,ME-PMS GP Prior Year EEs,PRC DELEGATED CO-COMMISSIONING,DR AMSHAH & PARTNER STRATFORD VILLAGE SURGERY,33818020,173.19
30/09/2020,C&M-PMS Baseline Adjustment,PRC DELEGATED CO-COMMISSIONING,DR I BASU & DR SK BASU,33818022,728.91
30/09/2020,C&M-PMS Contract KPIs,PRC DELEGATED CO-COMMISSIONING,DR I BASU & DR SK BASU,33818022,"7,441.90"
30/09/2020,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,DR I BASU & DR SK BASU,33818022,"49,078.73"
30/09/2020,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,DR I BASU & DR SK BASU,33818022,910.08
30/09/2020,C&M-PMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,DR I BASU & DR SK BASU,33818022,"3,483.33"
30/09/2020,C&M-PMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,DR I BASU & DR SK BASU,33818022,"1,788.08"
30/09/2020,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,DR I BASU & DR SK BASU,33818022,"4,829.30"
30/09/2020,C&M-PMS Baseline Adjustment,PRC DELEGATED CO-COMMISSIONING,DR G KUGAPALA & PARTNER,33818024,960.5
30/09/2020,C&M-PMS Contract KPIs,PRC DELEGATED CO-COMMISSIONING,DR G KUGAPALA & PARTNER,33818024,"4,779.24"
30/09/2020,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,DR G KUGAPALA & PARTNER,33818024,"32,273.39"
30/09/2020,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,DR G KUGAPALA & PARTNER,33818024,584.46
30/09/2020,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,DR G KUGAPALA & PARTNER,33818024,"2,678.50"
30/09/2020,C&M-PMS Baseline Adjustment,PRC DELEGATED CO-COMMISSIONING,DR KALHORO & PARTNER,33818026,"1,375.23"
30/09/2020,C&M-PMS Contract KPIs,PRC DELEGATED CO-COMMISSIONING,DR KALHORO & PARTNER,33818026,"9,592.44"
30/09/2020,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,DR KALHORO & PARTNER,33818026,"63,836.05"
30/09/2020,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,DR KALHORO & PARTNER,33818026,"1,173.08"
30/09/2020,C&M-PMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,DR KALHORO & PARTNER,33818026,"3,041.67"
30/09/2020,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,DR KALHORO & PARTNER,33818026,"3,360.79"
30/09/2020,C&M-PMS Baseline Adjustment,PRC DELEGATED CO-COMMISSIONING,DR YI PATEL & PARTNERS,33818028,"1,183.09"
30/09/2020,C&M-PMS Contract KPIs,PRC DELEGATED CO-COMMISSIONING,DR YI PATEL & PARTNERS,33818028,"17,782.25"
30/09/2020,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,DR YI PATEL & PARTNERS,33818028,"118,272.54"
30/09/2020,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,DR YI PATEL & PARTNERS,33818028,"2,174.62"
30/09/2020,C&M-PMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,DR YI PATEL & PARTNERS,33818028,"12,819.16"
30/09/2020,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,DR YI PATEL & PARTNERS,33818028,"8,232.14"
30/09/2020,C&M-PMS GP Statutory Levy,PRC DELEGATED CO-COMMISSIONING,E12 HEALTH CENTRE,33818029,"-2,178.49"
30/09/2020,C&M-PMS Voluntary Levy,PRC DELEGATED CO-COMMISSIONING,E12 HEALTH CENTRE,33818029,-120.6
30/09/2020,ME - PMS GP Prior Year ERs,PRC DELEGATED CO-COMMISSIONING,E12 HEALTH CENTRE,33818029,"-25,304.89"
30/09/2020,ME-PMS GP Pension EEs-PMS,PRC DELEGATED CO-COMMISSIONING,E12 HEALTH CENTRE,33818029,"-3,003.35"
30/09/2020,ME-PMS GP Pension ERs Adjs - PMS,PRC DELEGATED CO-COMMISSIONING,E12 HEALTH CENTRE,33818029,"-3,634.04"
30/09/2020,ME-PMS GP Prior Year EEs,PRC DELEGATED CO-COMMISSIONING,E12 HEALTH CENTRE,33818029,"-17,881.21"
30/09/2020,C&M-PMS Baseline Adjustment,PRC DELEGATED CO-COMMISSIONING,E12 HEALTH CENTRE,33818030,889.73
30/09/2020,C&M-PMS Contract KPIs,PRC DELEGATED CO-COMMISSIONING,E12 HEALTH CENTRE,33818030,"15,993.07"
30/09/2020,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,E12 HEALTH CENTRE,33818030,"105,119.86"
30/09/2020,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,E12 HEALTH CENTRE,33818030,"1,955.82"
30/09/2020,C&M-PMS Prem Actual Rent,PRC DELEGATED CO-COMMISSIONING,E12 HEALTH CENTRE,33818030,"30,829.01"
30/09/2020,C&M-PMS Prem Clinical Waste,PRC DELEGATED CO-COMMISSIONING,E12 HEALTH CENTRE,33818030,79.67
30/09/2020,C&M-PMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,E12 HEALTH CENTRE,33818030,"2,396.68"
30/09/2020,C&M-PMS Prem Water Rates,PRC DELEGATED CO-COMMISSIONING,E12 HEALTH CENTRE,33818030,161.37
30/09/2020,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,E12 HEALTH CENTRE,33818030,"8,798.50"
30/09/2020,C&M-PMS Baseline Adjustment,PRC DELEGATED CO-COMMISSIONING,GRAHAM PRACTICE,33818032,"2,453.41"
30/09/2020,C&M-PMS Contract KPIs,PRC DELEGATED CO-COMMISSIONING,GRAHAM PRACTICE,33818032,"12,756.12"
30/09/2020,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,GRAHAM PRACTICE,33818032,"84,183.20"
30/09/2020,C&M-PMS DES Extended Hours Access,PRC DELEGATED CO-COMMISSIONING,GRAHAM PRACTICE,33818032,"5,136.38"
30/09/2020,C&M-PMS PCN DES Clinical Director,PRC DELEGATED CO-COMMISSIONING,GRAHAM PRACTICE,33818032,"2,557.56"
30/09/2020,C&M-PMS PCN DES PCN support,LOCAL ENHANCED SERVICES,GRAHAM PRACTICE,33818032,"5,313.50"
30/09/2020,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,GRAHAM PRACTICE,33818032,"1,559.97"
30/09/2020,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,GRAHAM PRACTICE,33818032,"7,677.46"
30/09/2020,C&M-PMS Contract KPIs,PRC DELEGATED CO-COMMISSIONING,GLEN ROAD MEDICAL CENTRE,33818034,"9,563.94"
30/09/2020,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,GLEN ROAD MEDICAL CENTRE,33818034,"63,304.09"
30/09/2020,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,GLEN ROAD MEDICAL CENTRE,33818034,"1,169.59"
30/09/2020,C&M-PMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,GLEN ROAD MEDICAL CENTRE,33818034,"6,375.00"
30/09/2020,C&M-PMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,GLEN ROAD MEDICAL CENTRE,33818034,544.67
30/09/2020,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,GLEN ROAD MEDICAL CENTRE,33818034,"3,926.10"
30/09/2020,C&M-PMS Baseline Adjustment,PRC DELEGATED CO-COMMISSIONING,MARKET STREET HEALTH GROUP,33818036,"2,033.13"
30/09/2020,C&M-PMS Contract KPIs,PRC DELEGATED CO-COMMISSIONING,MARKET STREET HEALTH GROUP,33818036,"15,941.04"
30/09/2020,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,MARKET STREET HEALTH GROUP,33818036,"99,725.47"
30/09/2020,C&M-PMS DES Extended Hours Access,PRC DELEGATED CO-COMMISSIONING,MARKET STREET HEALTH GROUP,33818036,"8,181.63"
30/09/2020,C&M-PMS PCN DES Clinical Director,PRC DELEGATED CO-COMMISSIONING,MARKET STREET HEALTH GROUP,33818036,"4,073.89"
30/09/2020,C&M-PMS PCN DES PCN support,LOCAL ENHANCED SERVICES,MARKET STREET HEALTH GROUP,33818036,"8,463.75"
30/09/2020,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,MARKET STREET HEALTH GROUP,33818036,"1,949.46"
30/09/2020,C&M-PMS Prem Cost Rent,PRC DELEGATED CO-COMMISSIONING,MARKET STREET HEALTH GROUP,33818036,"14,565.92"
30/09/2020,C&M-PMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,MARKET STREET HEALTH GROUP,33818036,"1,507.40"
30/09/2020,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,MARKET STREET HEALTH GROUP,33818036,"9,759.59"
30/09/2020,C&M-PMS Contract KPIs,PRC DELEGATED CO-COMMISSIONING,NEWHAM MEDICAL CENTRE,33818038,"11,220.64"
30/09/2020,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,NEWHAM MEDICAL CENTRE,33818038,"74,865.40"
30/09/2020,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,NEWHAM MEDICAL CENTRE,33818038,"1,372.19"
30/09/2020,C&M-PMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,NEWHAM MEDICAL CENTRE,33818038,"6,782.75"
30/09/2020,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,NEWHAM MEDICAL CENTRE,33818038,"5,454.96"
30/09/2020,C&M-PMS Baseline Adjustment,PRC DELEGATED CO-COMMISSIONING,PROJECT SURGERY,33818040,826.77
30/09/2020,C&M-PMS Contract KPIs,PRC DELEGATED CO-COMMISSIONING,PROJECT SURGERY,33818040,"5,737.82"
30/09/2020,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,PROJECT SURGERY,33818040,"36,457.09"
30/09/2020,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,PROJECT SURGERY,33818040,701.69
30/09/2020,C&M-PMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,PROJECT SURGERY,33818040,"1,773.33"
30/09/2020,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,PROJECT SURGERY,33818040,"2,515.87"
30/09/2020,C&M-PMS Contract KPIs,PRC DELEGATED CO-COMMISSIONING,SANGAM GP SURGERY,33818042,"13,109.86"
30/09/2020,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,SANGAM GP SURGERY,33818042,"87,373.57"
30/09/2020,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,SANGAM GP SURGERY,33818042,"1,603.23"
30/09/2020,C&M-PMS Prem Actual Rent,PRC DELEGATED CO-COMMISSIONING,SANGAM GP SURGERY,33818042,"5,991.67"
30/09/2020,C&M-PMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,SANGAM GP SURGERY,33818042,"2,109.27"
30/09/2020,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,SANGAM GP SURGERY,33818042,"7,631.83"
30/09/2020,C&M-PMS Baseline Adjustment,PRC DELEGATED CO-COMMISSIONING,ROYAL DOCKS MEDICAL PRACTICE,33818044,"1,515.36"
30/09/2020,C&M-PMS Contract KPIs,PRC DELEGATED CO-COMMISSIONING,ROYAL DOCKS MEDICAL PRACTICE,33818044,"11,992.52"
30/09/2020,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,ROYAL DOCKS MEDICAL PRACTICE,33818044,"79,496.79"
30/09/2020,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,ROYAL DOCKS MEDICAL PRACTICE,33818044,"1,466.59"
30/09/2020,C&M-PMS Prem Actual Rent,PRC DELEGATED CO-COMMISSIONING,ROYAL DOCKS MEDICAL PRACTICE,33818044,"11,269.38"
30/09/2020,C&M-PMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,ROYAL DOCKS MEDICAL PRACTICE,33818044,"3,838.99"
30/09/2020,C&M-PMS Prem Water Rates,PRC DELEGATED CO-COMMISSIONING,ROYAL DOCKS MEDICAL PRACTICE,33818044,83.27
30/09/2020,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,ROYAL DOCKS MEDICAL PRACTICE,33818044,"4,997.06"
30/09/2020,ME - PMS GP Prior Year ERs,PRC DELEGATED CO-COMMISSIONING,ROYAL DOCKS MEDICAL PRACTICE,33818044,142.8
30/09/2020,ME-PMS GP Prior Year EEs,PRC DELEGATED CO-COMMISSIONING,ROYAL DOCKS MEDICAL PRACTICE,33818044,864.07
30/09/2020,C&M-PMS Baseline Adjustment,PRC DELEGATED CO-COMMISSIONING,SHREWSBURY ROAD SURGERY,33818046,"1,997.09"
30/09/2020,C&M-PMS Contract KPIs,PRC DELEGATED CO-COMMISSIONING,SHREWSBURY ROAD SURGERY,33818046,"16,416.74"
30/09/2020,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,SHREWSBURY ROAD SURGERY,33818046,"107,481.26"
30/09/2020,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,SHREWSBURY ROAD SURGERY,33818046,"2,007.63"
30/09/2020,C&M-PMS Prem Actual Rent,PRC DELEGATED CO-COMMISSIONING,SHREWSBURY ROAD SURGERY,33818046,"4,429.20"
30/09/2020,C&M-PMS Prem Clinical Waste,PRC DELEGATED CO-COMMISSIONING,SHREWSBURY ROAD SURGERY,33818046,48.53
30/09/2020,C&M-PMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,SHREWSBURY ROAD SURGERY,33818046,"1,746.12"
30/09/2020,C&M-PMS Prem Water Rates,PRC DELEGATED CO-COMMISSIONING,SHREWSBURY ROAD SURGERY,33818046,78.75
30/09/2020,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,SHREWSBURY ROAD SURGERY,33818046,"8,957.91"
30/09/2020,C&M-PMS Baseline Adjustment,PRC DELEGATED CO-COMMISSIONING,ST BARTHOLOMEWS SURGERY,33818048,"1,775.10"
30/09/2020,C&M-PMS Contract KPIs,PRC DELEGATED CO-COMMISSIONING,ST BARTHOLOMEWS SURGERY,33818048,"11,755.43"
30/09/2020,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,ST BARTHOLOMEWS SURGERY,33818048,"77,300.12"
30/09/2020,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,ST BARTHOLOMEWS SURGERY,33818048,"1,437.59"
30/09/2020,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,ST BARTHOLOMEWS SURGERY,33818048,"5,783.61"
30/09/2020,C&M-PMS Baseline Adjustment,PRC DELEGATED CO-COMMISSIONING,STRATFORD HEALTH CENTRE,33818050,"1,006.01"
30/09/2020,C&M-PMS Contract KPIs,PRC DELEGATED CO-COMMISSIONING,STRATFORD HEALTH CENTRE,33818050,"8,355.38"
30/09/2020,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,STRATFORD HEALTH CENTRE,33818050,"55,374.54"
30/09/2020,C&M-PMS DES Extended Hours Access,PRC DELEGATED CO-COMMISSIONING,STRATFORD HEALTH CENTRE,33818050,"4,626.83"
30/09/2020,C&M-PMS PCN DES Clinical Director,PRC DELEGATED CO-COMMISSIONING,STRATFORD HEALTH CENTRE,33818050,"2,303.84"
30/09/2020,C&M-PMS PCN DES PCN support,LOCAL ENHANCED SERVICES,STRATFORD HEALTH CENTRE,33818050,"4,786.38"
30/09/2020,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,STRATFORD HEALTH CENTRE,33818050,"1,021.79"
30/09/2020,C&M-PMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,STRATFORD HEALTH CENTRE,33818050,"7,450.00"
30/09/2020,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,STRATFORD HEALTH CENTRE,33818050,"3,439.77"
30/09/2020,C&M-PMS Contract KPIs,PRC DELEGATED CO-COMMISSIONING,STAR LANE MEDICAL CENTRE,33818052,"24,801.14"
30/09/2020,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,STAR LANE MEDICAL CENTRE,33818052,"164,360.21"
30/09/2020,C&M-PMS DES Extended Hours Access,PRC DELEGATED CO-COMMISSIONING,STAR LANE MEDICAL CENTRE,33818052,"6,013.75"
30/09/2020,C&M-PMS PCN DES Clinical Director,PRC DELEGATED CO-COMMISSIONING,STAR LANE MEDICAL CENTRE,33818052,"2,994.43"
30/09/2020,C&M-PMS PCN DES PCN support,LOCAL ENHANCED SERVICES,STAR LANE MEDICAL CENTRE,33818052,"6,221.13"
30/09/2020,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,STAR LANE MEDICAL CENTRE,33818052,"3,032.97"
