Date,Expense Type,Expense area,Supplier,Transaction,Amount
30/11/2020,C&M-APMS PCN DES Clinical Director,"PRC DELEGATED CO-
COMMISSIONING",AT MEDICS (LUCAS AVENUE),34513722,"1,888.57"
30/11/2020,C&M-PMS QOF Aspiration,"PRC DELEGATED CO-
COMMISSIONING",AT MEDICS (LUCAS AVENUE),34513722,"3,061.75"
30/11/2020,C&M-APMS DES Extended Hours Access,"PRC DELEGATED CO-
COMMISSIONING",AT MEDICS (LUCAS AVENUE),34513722,"3,792.84"
30/11/2020,C&M-APMS PCN DES PCN support,LOCAL ENHANCED SERVICES,AT MEDICS (LUCAS AVENUE),34513722,"3,923.63"
30/11/2020,C&M-APMS Contract Value,"PRC DELEGATED CO-
COMMISSIONING",AT MEDICS (LUCAS AVENUE),34513722,"103,454.66"
30/11/2020,C&M-APMS PCN DES Participation,"PRC DELEGATED CO-
COMMISSIONING",AT MEDICS ALBERT ROAD,34513718,"2,139.65"
30/11/2020,C&M-APMS PCN DES Clinical Director,"PRC DELEGATED CO-
COMMISSIONING",AT MEDICS ALBERT ROAD,34513718,"2,593.79"
30/11/2020,C&M-APMS Contract KPIs,"PRC DELEGATED CO-
COMMISSIONING",AT MEDICS ALBERT ROAD,34513718,"2,634.47"
30/11/2020,C&M-APMS Prem Rates,"PRC DELEGATED CO-
COMMISSIONING",AT MEDICS ALBERT ROAD,34513718,"4,156.25"
30/11/2020,C&M-APMS DES Extended Hours Access,"PRC DELEGATED CO-
COMMISSIONING",AT MEDICS ALBERT ROAD,34513718,"5,209.13"
30/11/2020,C&M-APMS PCN DES PCN support,LOCAL ENHANCED SERVICES,AT MEDICS ALBERT ROAD,34513718,"5,388.75"
30/11/2020,C&M-PMS QOF Aspiration,"PRC DELEGATED CO-
COMMISSIONING",AT MEDICS ALBERT ROAD,34513718,"5,523.94"
30/11/2020,C&M-APMS Prem Actual Rent,"PRC DELEGATED CO-
COMMISSIONING",AT MEDICS ALBERT ROAD,34513718,"24,712.20"
30/11/2020,C&M-APMS Contract Value,"PRC DELEGATED CO-
COMMISSIONING",AT MEDICS ALBERT ROAD,34513718,"133,212.82"
30/11/2020,C&M-PMS PCN DES Participation,"PRC DELEGATED CO-
COMMISSIONING",BALAAM STREET PRACTICE,34513636,857.83
30/11/2020,C&M-PMS Prem Rates,"PRC DELEGATED CO-
COMMISSIONING",BALAAM STREET PRACTICE,34513636,953.77
30/11/2020,C&M-PMS Baseline Adjustment,"PRC DELEGATED CO-
COMMISSIONING",BALAAM STREET PRACTICE,34513636,"1,337.74"
30/11/2020,C&M-PMS QOF Aspiration,"PRC DELEGATED CO-
COMMISSIONING",BALAAM STREET PRACTICE,34513636,"3,137.66"
30/11/2020,C&M-PMS Prem Actual Rent,"PRC DELEGATED CO-
COMMISSIONING",BALAAM STREET PRACTICE,34513636,"3,749.18"
30/11/2020,C&M-PMS Contract KPIs,"PRC DELEGATED CO-
COMMISSIONING",BALAAM STREET PRACTICE,34513636,"7,014.61"
30/11/2020,C&M-PMS Contract Value,"PRC DELEGATED CO-
COMMISSIONING",BALAAM STREET PRACTICE,34513636,"45,725.87"
30/11/2020,C&M-GMS Prem Water Rates,"PRC DELEGATED CO-
COMMISSIONING",BIRCHDALE ROAD MEDICAL CENTRE,34660854,115.93
30/11/2020,C&M-GMS DES Learn Dsblty Hlth Chk,"PRC DELEGATED CO-
COMMISSIONING",BIRCHDALE ROAD MEDICAL CENTRE,34660854,420
30/11/2020,C&M-GMS PCN DES Participation,"PRC DELEGATED CO-
COMMISSIONING",BIRCHDALE ROAD MEDICAL CENTRE,34660854,454.17
30/11/2020,C&M-GMS Prem Rates,"PRC DELEGATED CO-
COMMISSIONING",BIRCHDALE ROAD MEDICAL CENTRE,34660854,"1,497.00"
30/11/2020,C&M-GMS Other Baseline Adjustment,"PRC DELEGATED CO-
COMMISSIONING",BIRCHDALE ROAD MEDICAL CENTRE,34660854,"2,140.63"
30/11/2020,C&M-GMS QOF Aspiration,"PRC DELEGATED CO-
COMMISSIONING",BIRCHDALE ROAD MEDICAL CENTRE,34660854,"2,288.94"
30/11/2020,C&M-GMS Prem Notional Rent,"PRC DELEGATED CO-
COMMISSIONING",BIRCHDALE ROAD MEDICAL CENTRE,34660854,"4,202.50"
30/11/2020,C&M-GMS Global Sum,"PRC DELEGATED CO-
COMMISSIONING",BIRCHDALE ROAD MEDICAL CENTRE,34660854,"24,635.62"
30/11/2020,C&M-PMS Prem Water Rates,"PRC DELEGATED CO-
COMMISSIONING",CLAREMONT CLINIC,34513641,477.58
30/11/2020,C&M-PMS DES Minor Surgery,"PRC DELEGATED CO-
COMMISSIONING",CLAREMONT CLINIC,34513641,616.28
30/11/2020,C&M-PMS PCN DES Participation,"PRC DELEGATED CO-
COMMISSIONING",CLAREMONT CLINIC,34513641,"1,557.41"
30/11/2020,C&M-PMS Prem Rates,"PRC DELEGATED CO-
COMMISSIONING",CLAREMONT CLINIC,34513641,"5,364.33"
30/11/2020,C&M-PMS QOF Aspiration,"PRC DELEGATED CO-
COMMISSIONING",CLAREMONT CLINIC,34513641,"6,663.70"
30/11/2020,C&M-PMS Contract KPIs,"PRC DELEGATED CO-
COMMISSIONING",CLAREMONT CLINIC,34513641,"12,735.18"
30/11/2020,C&M-PMS Prem Actual Rent,"PRC DELEGATED CO-
COMMISSIONING",CLAREMONT CLINIC,34513641,"48,750.00"
30/11/2020,C&M-PMS Contract Value,"PRC DELEGATED CO-
COMMISSIONING",CLAREMONT CLINIC,34513641,"84,641.81"
30/11/2020,C&M-PMS PCN DES Participation,"PRC DELEGATED CO-
COMMISSIONING",CUMBERLAND MEDICAL CENTRE,34513726,652.11
30/11/2020,C&M-PMS Prem Rates,"PRC DELEGATED CO-
COMMISSIONING",CUMBERLAND MEDICAL CENTRE,34513726,"2,037.58"
30/11/2020,C&M-PMS QOF Aspiration,"PRC DELEGATED CO-
COMMISSIONING",CUMBERLAND MEDICAL CENTRE,34513726,"2,520.46"
30/11/2020,C&M-PMS Prem Notional Rent,"PRC DELEGATED CO-
COMMISSIONING",CUMBERLAND MEDICAL CENTRE,34513726,"4,808.34"
30/11/2020,C&M-PMS Contract KPIs,"PRC DELEGATED CO-
COMMISSIONING",CUMBERLAND MEDICAL CENTRE,34513726,"5,332.40"
30/11/2020,C&M-PMS Contract Value,"PRC DELEGATED CO-
COMMISSIONING",CUMBERLAND MEDICAL CENTRE,34513726,"34,657.18"
30/11/2020,C&M-PMS PCN DES Participation,"PRC DELEGATED CO-
COMMISSIONING",CUSTOM HOUSE SURGERY,34513646,"1,401.86"
30/11/2020,C&M-PMS Baseline Adjustment,"PRC DELEGATED CO-
COMMISSIONING",CUSTOM HOUSE SURGERY,34513646,"3,736.45"
30/11/2020,C&M-PMS QOF Aspiration,"PRC DELEGATED CO-
COMMISSIONING",CUSTOM HOUSE SURGERY,34513646,"5,682.39"
30/11/2020,C&M-PMS Prem Cost Rent,"PRC DELEGATED CO-
COMMISSIONING",CUSTOM HOUSE SURGERY,34513646,"6,714.25"
30/11/2020,C&M-PMS Contract KPIs,"PRC DELEGATED CO-
COMMISSIONING",CUSTOM HOUSE SURGERY,34513646,"11,463.25"
30/11/2020,C&M-PMS Contract Value,"PRC DELEGATED CO-
COMMISSIONING",CUSTOM HOUSE SURGERY,34513646,"76,039.60"
30/11/2020,C&M-PMS Baseline Adjustment,"PRC DELEGATED CO-
COMMISSIONING",DR AMSHAH & PARTNER STRATFORD VILLAGE SURGERY,34513650,"1,347.42"
30/11/2020,C&M-PMS PCN DES Participation,"PRC DELEGATED CO-
COMMISSIONING",DR AMSHAH & PARTNER STRATFORD VILLAGE SURGERY,34513650,"1,473.84"
30/11/2020,C&M-PMS PCN DES Clinical Director,"PRC DELEGATED CO-
COMMISSIONING",DR AMSHAH & PARTNER STRATFORD VILLAGE SURGERY,34513650,"2,902.02"
30/11/2020,C&M-PMS Prem Rates,"PRC DELEGATED CO-
COMMISSIONING",DR AMSHAH & PARTNER STRATFORD VILLAGE SURGERY,34513650,"3,347.17"
30/11/2020,C&M-PMS QOF Aspiration,"PRC DELEGATED CO-
COMMISSIONING",DR AMSHAH & PARTNER STRATFORD VILLAGE SURGERY,34513650,"4,958.31"
30/11/2020,C&M-PMS DES Extended Hours Access,"PRC DELEGATED CO-
COMMISSIONING",DR AMSHAH & PARTNER STRATFORD VILLAGE SURGERY,34513650,"5,828.15"
30/11/2020,C&M-PMS PCN DES PCN support,LOCAL ENHANCED SERVICES,DR AMSHAH & PARTNER STRATFORD VILLAGE SURGERY,34513650,"6,029.13"
30/11/2020,C&M-PMS Prem Notional Rent,"PRC DELEGATED CO-
COMMISSIONING",DR AMSHAH & PARTNER STRATFORD VILLAGE SURGERY,34513650,"8,994.33"
30/11/2020,C&M-PMS Contract KPIs,"PRC DELEGATED CO-
COMMISSIONING",DR AMSHAH & PARTNER STRATFORD VILLAGE SURGERY,34513650,"12,051.85"
30/11/2020,C&M-PMS Contract Value,"PRC DELEGATED CO-
COMMISSIONING",DR AMSHAH & PARTNER STRATFORD VILLAGE SURGERY,34513650,"79,107.33"
30/11/2020,C&M-GMS DES Minor Surgery,"PRC DELEGATED CO-
COMMISSIONING",DR AZAD PRACTICE ACCOUNT,34660856,176.08
30/11/2020,C&M-GMS PCN DES Participation,"PRC DELEGATED CO-
COMMISSIONING",DR AZAD PRACTICE ACCOUNT,34660856,"1,168.62"
30/11/2020,C&M-GMS Other Baseline Adjustment,"PRC DELEGATED CO-
COMMISSIONING",DR AZAD PRACTICE ACCOUNT,34660856,"5,507.98"
30/11/2020,C&M-GMS Prem Actual Rent,"PRC DELEGATED CO-
COMMISSIONING",DR AZAD PRACTICE ACCOUNT,34660856,"24,120.30"
30/11/2020,C&M-GMS Global Sum,"PRC DELEGATED CO-
COMMISSIONING",DR AZAD PRACTICE ACCOUNT,34660856,"63,673.71"
30/11/2020,C&M-PMS PCN DES Participation,"PRC DELEGATED CO-
COMMISSIONING",DR G KUGAPALA & PARTNER,34513665,584.46
30/11/2020,C&M-PMS Baseline Adjustment,"PRC DELEGATED CO-
COMMISSIONING",DR G KUGAPALA & PARTNER,34513665,960.5
30/11/2020,C&M-PMS QOF Aspiration,"PRC DELEGATED CO-
COMMISSIONING",DR G KUGAPALA & PARTNER,34513665,"2,678.50"
30/11/2020,C&M-PMS Contract KPIs,"PRC DELEGATED CO-
COMMISSIONING",DR G KUGAPALA & PARTNER,34513665,"4,779.24"
30/11/2020,C&M-PMS Prem Actual Rent,"PRC DELEGATED CO-
COMMISSIONING",DR G KUGAPALA & PARTNER,34513665,"5,675.00"
30/11/2020,C&M-PMS Contract Value,"PRC DELEGATED CO-
COMMISSIONING",DR G KUGAPALA & PARTNER,34513665,"33,005.25"
30/11/2020,C&M-PMS Baseline Adjustment,"PRC DELEGATED CO-
COMMISSIONING",DR I BASU & DR SK BASU,34513659,728.91
30/11/2020,C&M-PMS PCN DES Participation,"PRC DELEGATED CO-
COMMISSIONING",DR I BASU & DR SK BASU,34513659,910.08
30/11/2020,C&M-PMS Prem Rates,"PRC DELEGATED CO-
COMMISSIONING",DR I BASU & DR SK BASU,34513659,"1,788.08"
30/11/2020,C&M-PMS Prem Notional Rent,"PRC DELEGATED CO-
COMMISSIONING",DR I BASU & DR SK BASU,34513659,"3,483.33"
30/11/2020,C&M-PMS QOF Aspiration,"PRC DELEGATED CO-
COMMISSIONING",DR I BASU & DR SK BASU,34513659,"4,829.30"
30/11/2020,C&M-PMS Contract KPIs,"PRC DELEGATED CO-
COMMISSIONING",DR I BASU & DR SK BASU,34513659,"7,441.90"
30/11/2020,C&M-PMS Contract Value,"PRC DELEGATED CO-
COMMISSIONING",DR I BASU & DR SK BASU,34513659,"49,544.87"
30/11/2020,C&M-PMS PCN DES Participation,"PRC DELEGATED CO-
COMMISSIONING",DR KALHORO & PARTNER,34542317,"1,173.08"
30/11/2020,C&M-PMS Baseline Adjustment,"PRC DELEGATED CO-
COMMISSIONING",DR KALHORO & PARTNER,34542317,"1,375.23"
30/11/2020,C&M-PMS Prem Notional Rent,"PRC DELEGATED CO-
COMMISSIONING",DR KALHORO & PARTNER,34542317,"3,041.67"
30/11/2020,C&M-PMS QOF Aspiration,"PRC DELEGATED CO-
COMMISSIONING",DR KALHORO & PARTNER,34542317,"3,360.79"
30/11/2020,ME-PMS GP Pension EEs Adjs - PMS,"PRC DELEGATED CO-
COMMISSIONING",DR KALHORO & PARTNER,34542317,"6,048.00"
30/11/2020,ME-PMS GP Pension ERs Adjs - PMS,"PRC DELEGATED CO-
COMMISSIONING",DR KALHORO & PARTNER,34542317,"6,442.24"
30/11/2020,C&M-PMS Contract KPIs,"PRC DELEGATED CO-
COMMISSIONING",DR KALHORO & PARTNER,34542317,"9,592.44"
30/11/2020,C&M-PMS Contract Value,"PRC DELEGATED CO-
COMMISSIONING",DR KALHORO & PARTNER,34542317,"63,959.05"
30/11/2020,C&M-GMS PCN DES Participation,"PRC DELEGATED CO-
COMMISSIONING",DR KNIGHT,34660861,"1,321.16"
30/11/2020,C&M- PCN DES CARE HOME PREMIUM,"PRC DELEGATED CO-
COMMISSIONING",DR KNIGHT,34660861,"1,612.50"
30/11/2020,C&M-GMS PCN DES Clinical Director,"PRC DELEGATED CO-
COMMISSIONING",DR KNIGHT,34660861,"2,902.02"
30/11/2020,C&M-GMS QOF Aspiration,"PRC DELEGATED CO-
COMMISSIONING",DR KNIGHT,34660861,"4,182.00"
30/11/2020,C&M-GMS DES Extended Hours Access,"PRC DELEGATED CO-
COMMISSIONING",DR KNIGHT,34660861,"5,828.15"
30/11/2020,C&M-GMS PCN DES PCN support,LOCAL ENHANCED SERVICES,DR KNIGHT,34660861,"6,029.13"
30/11/2020,C&M-GMS Other Baseline Adjustment,"PRC DELEGATED CO-
COMMISSIONING",DR KNIGHT,34660861,"6,240.68"
30/11/2020,C&M-GMS Global Sum,"PRC DELEGATED CO-
COMMISSIONING",DR KNIGHT,34660861,"70,095.02"
30/11/2020,C&M-PMS PCN DES Participation,"PRC DELEGATED CO-
COMMISSIONING",DR R CHATTERJEE & DR AS KHAN,34513724,637.11
30/11/2020,C&M-PMS Prem Notional Rent,"PRC DELEGATED CO-
COMMISSIONING",DR R CHATTERJEE & DR AS KHAN,34513724,"2,058.33"
30/11/2020,C&M-PMS QOF Aspiration,"PRC DELEGATED CO-
COMMISSIONING",DR R CHATTERJEE & DR AS KHAN,34513724,"2,610.11"
30/11/2020,C&M-PMS Contract KPIs,"PRC DELEGATED CO-
COMMISSIONING",DR R CHATTERJEE & DR AS KHAN,34513724,"5,209.74"
30/11/2020,C&M-PMS Contract Value,"PRC DELEGATED CO-
COMMISSIONING",DR R CHATTERJEE & DR AS KHAN,34513724,"34,977.15"
30/11/2020,C&M-GMS Prem Clinical Waste,"PRC DELEGATED CO-
COMMISSIONING",DR SAMUEL & DR KHAN,34660865,55.91
30/11/2020,C&M-GMS Prem Water Rates,"PRC DELEGATED CO-
COMMISSIONING",DR SAMUEL & DR KHAN,34660865,142.28
30/11/2020,C&M-GMS DES Learn Dsblty Hlth Chk,"PRC DELEGATED CO-
COMMISSIONING",DR SAMUEL & DR KHAN,34660865,420
30/11/2020,C&M-GMS Prem Rates,"PRC DELEGATED CO-
COMMISSIONING",DR SAMUEL & DR KHAN,34660865,"1,033.81"
30/11/2020,C&M-GMS PCN DES Participation,"PRC DELEGATED CO-
COMMISSIONING",DR SAMUEL & DR KHAN,34660865,"1,393.09"
30/11/2020,C&M-GMS PCN DES Clinical Director,"PRC DELEGATED CO-
COMMISSIONING",DR SAMUEL & DR KHAN,34660865,"2,902.02"
30/11/2020,C&M-GMS QOF Aspiration,"PRC DELEGATED CO-
COMMISSIONING",DR SAMUEL & DR KHAN,34660865,"4,726.01"
30/11/2020,C&M-GMS DES Extended Hours Access,"PRC DELEGATED CO-
COMMISSIONING",DR SAMUEL & DR KHAN,34660865,"5,828.15"
30/11/2020,C&M-GMS PCN DES PCN support,LOCAL ENHANCED SERVICES,DR SAMUEL & DR KHAN,34660865,"6,029.13"
30/11/2020,C&M-GMS Other Baseline Adjustment,"PRC DELEGATED CO-
COMMISSIONING",DR SAMUEL & DR KHAN,34660865,"6,565.96"
30/11/2020,C&M-GMS Prem Actual Rent,"PRC DELEGATED CO-
COMMISSIONING",DR SAMUEL & DR KHAN,34660865,"15,308.01"
30/11/2020,C&M-GMS Global Sum,"PRC DELEGATED CO-
COMMISSIONING",DR SAMUEL & DR KHAN,34660865,"73,882.07"
30/11/2020,C&M-PMS DES OOAR in hrs urgentcare,"PRC DELEGATED CO-
COMMISSIONING",DR YI PATEL & PARTNERS,34542318,15.87
30/11/2020,C&M-PMS PCO Doctors Ret Scheme,"PRC DELEGATED CO-
COMMISSIONING",DR YI PATEL & PARTNERS,34542318,"1,153.80"
30/11/2020,C&M-PMS Baseline Adjustment,"PRC DELEGATED CO-
COMMISSIONING",DR YI PATEL & PARTNERS,34542318,"1,183.09"
30/11/2020,C&M-PMS PCN DES Participation,"PRC DELEGATED CO-
COMMISSIONING",DR YI PATEL & PARTNERS,34542318,"2,174.62"
30/11/2020,C&M-PMS DES Minor Surgery,"PRC DELEGATED CO-
COMMISSIONING",DR YI PATEL & PARTNERS,34542318,"2,817.28"
30/11/2020,C&M-PMS Prem Rates,"PRC DELEGATED CO-
COMMISSIONING",DR YI PATEL & PARTNERS,34542318,"3,524.50"
30/11/2020,C&M-PMS QOF Aspiration,"PRC DELEGATED CO-
COMMISSIONING",DR YI PATEL & PARTNERS,34542318,"8,232.14"
30/11/2020,C&M-PMS Prem Notional Rent,"PRC DELEGATED CO-
COMMISSIONING",DR YI PATEL & PARTNERS,34542318,"13,394.16"
30/11/2020,C&M-PMS Contract KPIs,"PRC DELEGATED CO-
COMMISSIONING",DR YI PATEL & PARTNERS,34542318,"17,782.25"
30/11/2020,C&M-PMS Contract Value,"PRC DELEGATED CO-
COMMISSIONING",DR YI PATEL & PARTNERS,34542318,"114,546.35"
30/11/2020,C&M-GMS DES Learn Dsblty Hlth Chk,"PRC DELEGATED CO-
COMMISSIONING",DRS PR DUBAL & N PATEL,34660867,560
30/11/2020,C&M-GMS PCN DES Participation,"PRC DELEGATED CO-
COMMISSIONING",DRS PR DUBAL & N PATEL,34660867,947.89
30/11/2020,C&M-GMS Prem Rates,"PRC DELEGATED CO-
COMMISSIONING",DRS PR DUBAL & N PATEL,34660867,"1,522.94"
30/11/2020,C&M-GMS QOF Aspiration,"PRC DELEGATED CO-
COMMISSIONING",DRS PR DUBAL & N PATEL,34660867,"4,346.84"
30/11/2020,C&M-GMS Other Baseline Adjustment,"PRC DELEGATED CO-
COMMISSIONING",DRS PR DUBAL & N PATEL,34660867,"4,467.63"
30/11/2020,C&M-GMS Prem Actual Rent,"PRC DELEGATED CO-
COMMISSIONING",DRS PR DUBAL & N PATEL,34660867,"5,676.67"
30/11/2020,C&M-GMS Global Sum,"PRC DELEGATED CO-
COMMISSIONING",DRS PR DUBAL & N PATEL,34660867,"51,402.19"
30/11/2020,C&M-PMS Prem Clinical Waste,"PRC DELEGATED CO-
COMMISSIONING",E12 HEALTH CENTRE,34513668,79.67
30/11/2020,C&M-PMS Prem Water Rates,"PRC DELEGATED CO-
COMMISSIONING",E12 HEALTH CENTRE,34513668,161.37
30/11/2020,C&M-PMS Baseline Adjustment,"PRC DELEGATED CO-
COMMISSIONING",E12 HEALTH CENTRE,34513668,889.73
30/11/2020,C&M-PMS PCN DES Participation,"PRC DELEGATED CO-
COMMISSIONING",E12 HEALTH CENTRE,34513668,"1,955.82"
30/11/2020,C&M-PMS Prem Rates,"PRC DELEGATED CO-
COMMISSIONING",E12 HEALTH CENTRE,34513668,"2,396.68"
30/11/2020,C&M-PMS QOF Aspiration,"PRC DELEGATED CO-
COMMISSIONING",E12 HEALTH CENTRE,34513668,"8,798.50"
30/11/2020,C&M-PMS Contract KPIs,"PRC DELEGATED CO-
COMMISSIONING",E12 HEALTH CENTRE,34513668,"15,993.07"
30/11/2020,C&M-PMS Prem Actual Rent,"PRC DELEGATED CO-
COMMISSIONING",E12 HEALTH CENTRE,34513668,"30,829.01"
30/11/2020,C&M-PMS Contract Value,"PRC DELEGATED CO-
COMMISSIONING",E12 HEALTH CENTRE,34513668,"104,949.67"
30/11/2020,ME-PMS GP Pension ERs Adjs - PMS,"PRC DELEGATED CO-
COMMISSIONING",ESSEX LODGE,34519761,757.65
30/11/2020,ME-PMS GP Pension EEs Adjs - PMS,"PRC DELEGATED CO-
COMMISSIONING",ESSEX LODGE,34519761,763.98
30/11/2020,C&M-PMS DES Minor Surgery,"PRC DELEGATED CO-
COMMISSIONING",ESSEX LODGE,34519761,"1,144.52"
30/11/2020,C&M-PMS PCN DES Participation,"PRC DELEGATED CO-
COMMISSIONING",ESSEX LODGE,34519761,"1,850.32"
30/11/2020,C&M-PMS Prem Rates,"PRC DELEGATED CO-
COMMISSIONING",ESSEX LODGE,34519761,"2,901.33"
30/11/2020,C&M-PMS QOF Aspiration,"PRC DELEGATED CO-
COMMISSIONING",ESSEX LODGE,34519761,"7,455.30"
30/11/2020,C&M-PMS Prem Notional Rent,"PRC DELEGATED CO-
COMMISSIONING",ESSEX LODGE,34519761,"12,597.50"
30/11/2020,C&M-PMS Contract KPIs,"PRC DELEGATED CO-
COMMISSIONING",ESSEX LODGE,34519761,"15,130.42"
30/11/2020,C&M-PMS Contract Value,"PRC DELEGATED CO-
COMMISSIONING",ESSEX LODGE,34519761,"100,940.44"
30/11/2020,C&M-GMS Prem Clinical Waste,"PRC DELEGATED CO-
COMMISSIONING",FOREST PRACTICE (THE),34660886,43.38
30/11/2020,C&M-GMS Prem Water Rates,"PRC DELEGATED CO-
COMMISSIONING",FOREST PRACTICE (THE),34660886,67.2
30/11/2020,C&M-GMS DES Learn Dsblty Hlth Chk,"PRC DELEGATED CO-
COMMISSIONING",FOREST PRACTICE (THE),34660886,140
30/11/2020,C&M-GMS Prem Rates,"PRC DELEGATED CO-
COMMISSIONING",FOREST PRACTICE (THE),34660886,538.6
30/11/2020,C&M-GMS PCN DES Participation,"PRC DELEGATED CO-
COMMISSIONING",FOREST PRACTICE (THE),34660886,"1,083.94"
30/11/2020,C&M-GMS Prem Actual Rent,"PRC DELEGATED CO-
COMMISSIONING",FOREST PRACTICE (THE),34660886,"4,525.00"
30/11/2020,C&M-GMS QOF Aspiration,"PRC DELEGATED CO-
COMMISSIONING",FOREST PRACTICE (THE),34660886,"4,628.16"
30/11/2020,C&M-GMS Other Baseline Adjustment,"PRC DELEGATED CO-
COMMISSIONING",FOREST PRACTICE (THE),34660886,"5,108.85"
30/11/2020,C&M-GMS Global Sum,"PRC DELEGATED CO-
COMMISSIONING",FOREST PRACTICE (THE),34660886,"58,081.66"
30/11/2020,C&M-PMS DES Minor Surgery,"PRC DELEGATED CO-
COMMISSIONING",GLEN ROAD MEDICAL CENTRE,34513676,88.04
30/11/2020,C&M-PMS PCN DES Participation,"PRC DELEGATED CO-
COMMISSIONING",GLEN ROAD MEDICAL CENTRE,34513676,"1,169.59"
30/11/2020,C&M-PMS Contract KPIs,"PRC DELEGATED CO-
COMMISSIONING",GLEN ROAD MEDICAL CENTRE,34513676,"9,563.94"
30/11/2020,C&M-PMS Contract Value,"PRC DELEGATED CO-
COMMISSIONING",GLEN ROAD MEDICAL CENTRE,34513676,"62,999.26"
30/11/2020,C&M-PMS PCN DES Participation,"PRC DELEGATED CO-
COMMISSIONING",GRAHAM PRACTICE,34513672,"1,559.97"
30/11/2020,C&M-PMS Baseline Adjustment,"PRC DELEGATED CO-
COMMISSIONING",GRAHAM PRACTICE,34513672,"2,453.41"
30/11/2020,C&M-PMS PCN DES Clinical Director,"PRC DELEGATED CO-
COMMISSIONING",GRAHAM PRACTICE,34513672,"2,557.56"
30/11/2020,C&M-PMS DES Extended Hours Access,"PRC DELEGATED CO-
COMMISSIONING",GRAHAM PRACTICE,34513672,"5,136.38"
30/11/2020,C&M-PMS PCN DES PCN support,LOCAL ENHANCED SERVICES,GRAHAM PRACTICE,34513672,"5,313.50"
30/11/2020,C&M-PMS QOF Aspiration,"PRC DELEGATED CO-
COMMISSIONING",GRAHAM PRACTICE,34513672,"7,677.46"
30/11/2020,C&M-PMS Contract KPIs,"PRC DELEGATED CO-
COMMISSIONING",GRAHAM PRACTICE,34513672,"12,756.12"
30/11/2020,C&M-PMS Contract Value,"PRC DELEGATED CO-
COMMISSIONING",GRAHAM PRACTICE,34513672,"83,510.72"
30/11/2020,Hcare Srv Rec Fdtn Trust-Over/ Under Performance,ACUTE COMMISSIONING,HOMERTON UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,34634809,"-213,655.00"
30/11/2020,C&M-GMS PCN DES Participation,"PRC DELEGATED CO-
COMMISSIONING",LEYTONSTONE HIGH ROAD,34660871,"1,204.53"
30/11/2020,C&M-GMS Prem Notional Rent,"PRC DELEGATED CO-
COMMISSIONING",LEYTONSTONE HIGH ROAD,34660871,"2,145.83"
30/11/2020,C&M-GMS QOF Aspiration,"PRC DELEGATED CO-
COMMISSIONING",LEYTONSTONE HIGH ROAD,34660871,"3,078.07"
30/11/2020,C&M-GMS Other Baseline Adjustment,"PRC DELEGATED CO-
COMMISSIONING",LEYTONSTONE HIGH ROAD,34660871,"5,677.21"
30/11/2020,C&M-GMS Global Sum,"PRC DELEGATED CO-
COMMISSIONING",LEYTONSTONE HIGH ROAD,34660871,"59,490.53"
30/11/2020,C&M- PCN DES CARE HOME PREMIUM,"PRC DELEGATED CO-
COMMISSIONING",LIBERTY BRIDGE ROAD PRACTICE,34519763,585
