Date,Expense Type,Expense area,Supplier,Transaction Number,Amount
30/06/2020,C&M-APMS PCN DES Clinical Director,PRC DELEGATED CO-COMMISSIONING,AT MEDICS ALBERT ROAD,32674034,"2,593.79"
30/06/2020,C&M-APMS Contract KPIs,PRC DELEGATED CO-COMMISSIONING,AT MEDICS ALBERT ROAD,32674034,"2,600.15"
30/06/2020,C&M-PMS DES Minor Surgery,PRC DELEGATED CO-COMMISSIONING,DR YI PATEL & PARTNERS,32674004,"2,773.26"
30/06/2020,C&M-PMS PCN DES Clinical Director,PRC DELEGATED CO-COMMISSIONING,DR AMSHAH & PARTNER STRATFORD VILLAGE SURGERY,32673996,"2,902.02"
30/06/2020,C&M-PMS PCN DES Clinical Director,PRC DELEGATED CO-COMMISSIONING,STAR LANE MEDICAL CENTRE,32674026,"2,994.43"
30/06/2020,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,STAR LANE MEDICAL CENTRE,32674026,"3,032.97"
30/06/2020,C&M-PMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,DR KALHORO & PARTNER,32674002,"3,041.67"
30/06/2020,C&M-PMS DES Learn Dsblty Hlth Chk,PRC DELEGATED CO-COMMISSIONING,DR YI PATEL & PARTNERS,32674004,"3,220.00"
30/06/2020,ME-PMS GP Pension EEs-PMS,PRC DELEGATED CO-COMMISSIONING,DR MSJ KHAN - BOLEYN MEDICAL CENTRE,32674036,"3,355.86"
30/06/2020,C&M-PMS DES Learn Dsblty Hlth Chk,PRC DELEGATED CO-COMMISSIONING,ST BARTHOLOMEWS SURGERY,32674022,"3,360.00"
30/06/2020,ME - PMS GP Prior Year ERs,PRC DELEGATED CO-COMMISSIONING,SHREWSBURY ROAD SURGERY,32674020,"3,369.51"
30/06/2020,C&M-PMS DES Extended Hours Access,PRC DELEGATED CO-COMMISSIONING,STRATFORD HEALTH CENTRE,32674024,"3,475.89"
30/06/2020,C&M-PMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,DR I BASU & DR SK BASU,32673998,"3,483.33"
30/06/2020,C&M-PMS PCN DES PCN support,LOCAL ENHANCED SERVICES,STRATFORD HEALTH CENTRE,32674024,"3,595.75"
30/06/2020,C&M-PMS PCN DES Clinical Director,PRC DELEGATED CO-COMMISSIONING,MARKET STREET HEALTH GROUP,32674012,"4,073.89"
30/06/2020,ME-PMS GP Prior Year EEs,PRC DELEGATED CO-COMMISSIONING,SHREWSBURY ROAD SURGERY,32674020,"4,135.24"
30/06/2020,C&M-PMS DES Learn Dsblty Hlth Chk,PRC DELEGATED CO-COMMISSIONING,MARKET STREET HEALTH GROUP,32674012,"4,480.00"
30/06/2020,C&M-PMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,MARKET STREET HEALTH GROUP,32674012,"4,522.20"
30/06/2020,C&M-PMS QOF Achievement,PRC DELEGATED CO-COMMISSIONING,DR KALHORO & PARTNER,32674002,"4,679.33"
30/06/2020,C&M-PMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,CUMBERLAND MEDICAL CENTRE,32674041,"4,808.34"
30/06/2020,C&M-PMS DES Extended Hours Access,PRC DELEGATED CO-COMMISSIONING,GRAHAM PRACTICE,32674008,"5,136.38"
30/06/2020,C&M-APMS DES Extended Hours Access,PRC DELEGATED CO-COMMISSIONING,AT MEDICS ALBERT ROAD,32674034,"5,209.13"
30/06/2020,C&M-PMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,SHREWSBURY ROAD SURGERY,32674020,"5,238.38"
30/06/2020,C&M-PMS PCN DES PCN support,LOCAL ENHANCED SERVICES,GRAHAM PRACTICE,32674008,"5,313.50"
30/06/2020,C&M-PMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,CLAREMONT CLINIC,32673992,"5,364.33"
30/06/2020,C&M-APMS PCN DES PCN support,LOCAL ENHANCED SERVICES,AT MEDICS ALBERT ROAD,32674034,"5,388.75"
30/06/2020,C&M-PMS DES Minor Surgery,PRC DELEGATED CO-COMMISSIONING,SHREWSBURY ROAD SURGERY,32674020,"5,514.46"
30/06/2020,C&M-PMS DES Extended Hours Access,PRC DELEGATED CO-COMMISSIONING,DR AMSHAH & PARTNER STRATFORD VILLAGE SURGERY,32673996,"5,828.15"
30/06/2020,C&M-PMS DES Extended Hours Access,PRC DELEGATED CO-COMMISSIONING,STAR LANE MEDICAL CENTRE,32674026,"6,013.75"
30/06/2020,C&M-PMS PCN DES PCN support,LOCAL ENHANCED SERVICES,DR AMSHAH & PARTNER STRATFORD VILLAGE SURGERY,32673996,"6,029.13"
30/06/2020,C&M-PMS PCO Other,PRC DELEGATED CO-COMMISSIONING,NEWHAM MEDICAL CENTRE,32674013,"6,031.00"
30/06/2020,C&M-PMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,"2
CUMBERLAND MEDICAL CENTRE",32674041,"6,112.78"
30/06/2020,C&M-PMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,UPTON LANE MEDICAL CENTRE,32674030,"6,145.83"
30/06/2020,C&M-PMS PCN DES PCN support,LOCAL ENHANCED SERVICES,STAR LANE MEDICAL CENTRE,32674026,"6,221.13"
30/06/2020,C&M-PMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,GLEN ROAD MEDICAL CENTRE,32674010,"6,375.00"
30/06/2020,C&M-PMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,NEWHAM MEDICAL CENTRE,32674013,"6,782.75"
30/06/2020,C&M-PMS PCN DES Clin Pharmacist,PRC DELEGATED CO-COMMISSIONING,STAR LANE MEDICAL CENTRE,32674026,"6,900.33"
30/06/2020,C&M-PMS PCO Other,PRC DELEGATED CO-COMMISSIONING,SANGAM GP SURGERY,32674017,"6,974.00"
30/06/2020,C&M-PMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,STRATFORD HEALTH CENTRE,32674024,"7,450.00"
30/06/2020,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,PROJECT SURGERY,32674015,"7,547.60"
30/06/2020,ME-PMS GP Prior Year EEs,PRC DELEGATED CO-COMMISSIONING,E12 HEALTH CENTRE,32674006,"7,557.10"
30/06/2020,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,EAST LONDON NHS FOUNDATION TRUST,32673988,"7,725.89"
30/06/2020,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,DR R CHATTERJEE & DR AS KHAN,32674039,"7,830.36"
30/06/2020,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,DR G KUGAPALA & PARTNER,32674000,"8,035.46"
30/06/2020,ME - PMS GP Prior Year ERs,PRC DELEGATED CO-COMMISSIONING,E12 HEALTH CENTRE,32674006,"8,049.68"
30/06/2020,C&M-PMS DES Extended Hours Access,PRC DELEGATED CO-COMMISSIONING,MARKET STREET HEALTH GROUP,32674012,"8,181.63"
30/06/2020,C&M-PMS Prem Actual Rent,PRC DELEGATED CO-COMMISSIONING,SANGAM GP SURGERY,32674017,"8,391.67"
30/06/2020,C&M-PMS PCN DES PCN support,LOCAL ENHANCED SERVICES,MARKET STREET HEALTH GROUP,32674012,"8,463.75"
30/06/2020,C&M-PMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,DR AMSHAH & PARTNER STRATFORD VILLAGE SURGERY,32673996,"8,994.33"
30/06/2020,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,BALAAM STREET PRACTICE,32673990,"9,413.00"
30/06/2020,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,DR KALHORO & PARTNER,32674002,"10,082.32"
30/06/2020,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,STRATFORD HEALTH CENTRE,32674024,"10,319.25"
30/06/2020,C&M-PMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,DR YI PATEL & PARTNERS,32674004,"10,833.33"
30/06/2020,C&M-PMS QOF Achievement,PRC DELEGATED CO-COMMISSIONING,CUMBERLAND MEDICAL CENTRE,32674041,"11,441.82"
30/06/2020,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,GLEN ROAD MEDICAL CENTRE,32674010,"11,778.31"
30/06/2020,C&M-PMS QOF Achievement,PRC DELEGATED CO-COMMISSIONING,EAST LONDON NHS FOUNDATION TRUST,32673988,"12,747.00"
30/06/2020,C&M-PMS QOF Achievement,PRC DELEGATED CO-COMMISSIONING,DR G KUGAPALA & PARTNER,32674000,"13,120.29"
30/06/2020,C&M-PMS Prem Actual Rent,PRC DELEGATED CO-COMMISSIONING,SHREWSBURY ROAD SURGERY,32674020,"13,287.60"
30/06/2020,C&M-PMS QOF Achievement,PRC DELEGATED CO-COMMISSIONING,DR R CHATTERJEE & DR AS KHAN,32674039,"13,632.78"
30/06/2020,C&M-APMS Contract KPIs,PRC DELEGATED CO-COMMISSIONING,LANTERN HEALTH CIC,32674032,"14,439.62"
30/06/2020,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,DR I BASU & DR SK BASU,32673998,"14,487.89"
30/06/2020,C&M-PMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,TOLLGATE MEDICAL CENTRE,32674028,"14,491.67"
30/06/2020,C&M-PMS Prem Cost Rent,PRC DELEGATED CO-COMMISSIONING,MARKET STREET HEALTH GROUP,32674012,"14,565.92"
30/06/2020,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,UPTON LANE MEDICAL CENTRE,32674030,"14,604.99"
30/06/2020,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,DR AMSHAH & PARTNER STRATFORD VILLAGE SURGERY,32673996,"14,874.93"
30/06/2020,C&M-PMS QOF Achievement,PRC DELEGATED CO-COMMISSIONING,PROJECT SURGERY,32674015,"14,875.89"
30/06/2020,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,ROYAL DOCKS MEDICAL PRACTICE,32674019,"14,991.21"
30/06/2020,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,DR MSJ KHAN - BOLEYN MEDICAL CENTRE,32674036,"15,271.07"
30/06/2020,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,NEWHAM MEDICAL CENTRE,32674013,"16,364.90"
30/06/2020,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,AT MEDICS ALBERT ROAD,32674034,"16,571.84"
30/06/2020,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,CUSTOM HOUSE SURGERY,32673994,"17,047.16"
30/06/2020,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,ST BARTHOLOMEWS SURGERY,32674022,"17,350.87"
30/06/2020,C&M-PMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,STAR LANE MEDICAL CENTRE,32674026,"17,441.67"
30/06/2020,C&M-PMS QOF Achievement,PRC DELEGATED CO-COMMISSIONING,GLEN ROAD MEDICAL CENTRE,32674010,"17,530.86"
30/06/2020,C&M-APMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,LANTERN HEALTH CIC,32674032,"17,928.17"
30/06/2020,C&M-PMS QOF Achievement,PRC DELEGATED CO-COMMISSIONING,BALAAM STREET PRACTICE,32673990,"18,938.16"
30/06/2020,C&M-PMS QOF Achievement,PRC DELEGATED CO-COMMISSIONING,STRATFORD HEALTH CENTRE,32674024,"18,965.84"
30/06/2020,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,CLAREMONT CLINIC,32673992,"19,991.05"
30/06/2020,C&M-PMS PCO Locum Adop/Pat/Mat,PRC DELEGATED CO-COMMISSIONING,DR AMSHAH & PARTNER STRATFORD VILLAGE SURGERY,32673996,"20,145.90"
30/06/2020,C&M-PMS QOF Achievement,PRC DELEGATED CO-COMMISSIONING,UPTON LANE MEDICAL CENTRE,32674030,"21,090.93"
30/06/2020,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,SANGAM GP SURGERY,32674017,"22,895.46"
30/06/2020,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,GRAHAM PRACTICE,32674008,"23,032.32"
30/06/2020,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,LANTERN HEALTH CIC,32674032,"23,251.44"
30/06/2020,C&M-PMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,UPTON LANE MEDICAL CENTRE,32674030,"23,389.99"
30/06/2020,C&M-PMS QOF Achievement,PRC DELEGATED CO-COMMISSIONING,ROYAL DOCKS MEDICAL PRACTICE,32674019,"23,813.62"
30/06/2020,C&M-PMS QOF Achievement,PRC DELEGATED CO-COMMISSIONING,DR I BASU & DR SK BASU,32673998,"24,480.49"
30/06/2020,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,DR YI PATEL & PARTNERS,32674004,"24,696.38"
30/06/2020,C&M-PMS QOF Achievement,PRC DELEGATED CO-COMMISSIONING,DR AMSHAH & PARTNER STRATFORD VILLAGE SURGERY,32673996,"25,202.65"
30/06/2020,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,E12 HEALTH CENTRE,32674006,"26,395.47"
30/06/2020,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,SHREWSBURY ROAD SURGERY,32674020,"26,873.77"
30/06/2020,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,TOLLGATE MEDICAL CENTRE,32674028,"27,294.05"
30/06/2020,C&M-PMS QOF Achievement,PRC DELEGATED CO-COMMISSIONING,CUSTOM HOUSE SURGERY,32673994,"27,884.00"
30/06/2020,C&M-PMS QOF Achievement,PRC DELEGATED CO-COMMISSIONING,ST BARTHOLOMEWS SURGERY,32674022,"27,962.00"
