Department Family,Entity,Date Paid,Expense Type,Expenses Area,Supplier Name,Transaction Reference,Amount
Department of Health,Imperial College Healthcare NHS Trust,05/05/2020,Cy Auc -Addns- It Eqpt-Addns,Capital Summary,Insight Direct (Uk) Ltd,4185336,"117,220.93"
Department of Health,Imperial College Healthcare NHS Trust,05/05/2020,Cy Auc -Addns- It Eqpt-Addns,Capital Summary,Insight Direct (Uk) Ltd,4185337,"55,620.00"
Department of Health,Imperial College Healthcare NHS Trust,05/05/2020,Cy Auc -Addns- It Eqpt-Addns,Capital Summary,Insight Direct (Uk) Ltd,4185342,"195,818.79"
Department of Health,Imperial College Healthcare NHS Trust,05/05/2020,Cy Auc -Addns- It Eqpt-Addns,Capital Summary,Insight Direct (Uk) Ltd,4185347,"38,934.00"
Department of Health,Imperial College Healthcare NHS Trust,05/05/2020,Ext Contr Laundry,Estates Directorate,Synergy Health Managed Services Ltd,4187277,"43,051.15"
Department of Health,Imperial College Healthcare NHS Trust,05/05/2020,Ext Contr Laundry,Estates Directorate,Synergy Health Managed Services Ltd,4187278,"46,261.32"
Department of Health,Imperial College Healthcare NHS Trust,05/05/2020,Ext Contr Laundry,Estates Directorate,Synergy Health Managed Services Ltd,4187279,"56,411.47"
Department of Health,Imperial College Healthcare NHS Trust,05/05/2020,Fp10s,Div Of Women & Clin Support,Nhs Business Services Authority,4187062,"30,022.79"
Department of Health,Imperial College Healthcare NHS Trust,05/05/2020,Jac - Stock,Balance Sheet St Marys,Baxter Healthcare Ltd,4188173,"43,560.00"
Department of Health,Imperial College Healthcare NHS Trust,05/05/2020,Jac - Stock,Balance Sheet St Marys,Janssen-Cilag Ltd,4186764,"57,507.84"
Department of Health,Imperial College Healthcare NHS Trust,05/05/2020,Jac - Stock,Balance Sheet St Marys,Polar Speed Distribution Ltd,4186421,"26,649.00"
Department of Health,Imperial College Healthcare NHS Trust,05/05/2020,Jac - Stock,Balance Sheet St Marys,Qualasept Ltd,4186474,"42,290.40"
Department of Health,Imperial College Healthcare NHS Trust,05/05/2020,Jac - Stock,Balance Sheet St Marys,Qualasept Ltd,4186476,"66,762.24"
Department of Health,Imperial College Healthcare NHS Trust,05/05/2020,Jac - Stock,Balance Sheet St Marys,Roche Products Ltd,4188440,"51,942.17"
Department of Health,Imperial College Healthcare NHS Trust,05/05/2020,Laboratory Culture Media,Pathology,Dhl Supply Chain  (Former Excel),29180,"37,044.00"
Department of Health,Imperial College Healthcare NHS Trust,05/05/2020,Laboratory Equipment,Pathology,Promega Uk Ltd,29151,"40,443.00"
Department of Health,Imperial College Healthcare NHS Trust,05/05/2020,Laboratory Test Kits,Pathology,Becton Dickinson Uk Ltd,29172,"126,304.05"
Department of Health,Imperial College Healthcare NHS Trust,05/05/2020,Laboratory Test Kits,Pathology,Becton Dickinson Uk Ltd,29192,"71,092.80"
Department of Health,Imperial College Healthcare NHS Trust,05/05/2020,Laboratory Test Kits,Pathology,Cepheid Uk Ltd,29127,"57,420.00"
Department of Health,Imperial College Healthcare NHS Trust,05/05/2020,Med & Prof Fees (Imaging Cons),Ichnt Balance Sheet,Lindo Wing Radiology Llp,4187375,"149,546.38"
Department of Health,Imperial College Healthcare NHS Trust,05/05/2020,Med & Surg Equip General,Div Of Women & Clin Support,Lloyds Retail Chemists Ltd,4176491,"4,260,613.98"
Department of Health,Imperial College Healthcare NHS Trust,05/05/2020,Med & Surg Equip Leases,Estates Directorate,Arjo Uk Ltd,4185257,"93,429.47"
Department of Health,Imperial College Healthcare NHS Trust,05/05/2020,Other Research Exp - Non-Pay,Rd Surgery & Cancer Division,Imperial College London,4173473,"93,155.00"
Department of Health,Imperial College Healthcare NHS Trust,05/05/2020,Other Research Exp - Non-Pay,Rd Surgery & Cancer Division,Medical Research Council,4185232,"35,880.00"
Department of Health,Imperial College Healthcare NHS Trust,05/05/2020,Other Research Exp - Pay,Rd Surgery & Cancer Division,Imperial College London,4171086,"63,808.00"
Department of Health,Imperial College Healthcare NHS Trust,05/05/2020,Other Transport Costs,Office Of Chief Executive,Starcross Trading Ltd T/A Bears,4169672,"39,825.00"
Department of Health,Imperial College Healthcare NHS Trust,05/05/2020,Other Transport Costs,Office Of Chief Executive,Starcross Trading Ltd T/A Bears,4169673,"32,400.00"
Department of Health,Imperial College Healthcare NHS Trust,05/05/2020,Other Transport Costs,Office Of Chief Executive,Starcross Trading Ltd T/A Bears,4173516,"27,000.00"
Department of Health,Imperial College Healthcare NHS Trust,05/05/2020,Rent,Human Resources,Imperial College Healthcare Charity,4187122,"25,000.00"
Department of Health,Imperial College Healthcare NHS Trust,05/05/2020,Season Ticket Cr Abellio,Ichnt Balance Sheet,Abellio Transport Holdings Ltd,4145532,"41,102.00"
Department of Health,Imperial College Healthcare NHS Trust,05/05/2020,Season Ticket Cr Abellio,Ichnt Balance Sheet,Abellio Transport Holdings Ltd,4150953,"27,424.25"
Department of Health,Imperial College Healthcare NHS Trust,05/05/2020,Season Ticket Cr Abellio,Ichnt Balance Sheet,Abellio Transport Holdings Ltd,4161881,"29,975.90"
Department of Health,Imperial College Healthcare NHS Trust,05/05/2020,Supplies Issues Recharges,Ichnt Balance Sheet,Supply Chain Coordination Ltd (Sccl) ( 101),4172657,"89,528.45"
Department of Health,Imperial College Healthcare NHS Trust,05/05/2020,Supplies Issues Recharges,Ichnt Balance Sheet,Supply Chain Coordination Ltd (Sccl) ( 101),4181564,"104,293.91"
Department of Health,Imperial College Healthcare NHS Trust,05/05/2020,Supplies Issues Recharges,Ichnt Balance Sheet,Supply Chain Coordination Ltd (Sccl) ( 101),4181566,"54,819.89"
Department of Health,Imperial College Healthcare NHS Trust,05/05/2020,Supplies Issues Recharges,Ichnt Balance Sheet,Supply Chain Coordination Ltd (Sccl) ( 101),4184798,"98,710.64"
Department of Health,Imperial College Healthcare NHS Trust,05/05/2020,Supplies Issues Recharges,Ichnt Balance Sheet,Supply Chain Coordination Ltd (Sccl) ( 101),4184799,"74,634.27"
Department of Health,Imperial College Healthcare NHS Trust,05/05/2020,Supplies Issues Recharges,Ichnt Balance Sheet,Supply Chain Coordination Ltd (Sccl) ( 101),4184800,"69,324.17"
Department of Health,Imperial College Healthcare NHS Trust,07/05/2020,Acton Housing Association,Ichnt Balance Sheet,A2dominion Housing Group Ltd,4189069,"212,428.64"
Department of Health,Imperial College Healthcare NHS Trust,07/05/2020,Agency Estates & Maint'Nce,Estates Directorate,Reed,4189040,"49,359.82"
Department of Health,Imperial College Healthcare NHS Trust,07/05/2020,Agency Nursing: Qualified,Div Of Med & Integrated Care,Reed,4187762,"92,019.53"
Department of Health,Imperial College Healthcare NHS Trust,07/05/2020,Agency Nursing: Qualified,Div Of Med & Integrated Care,Reed,4189051,"43,388.14"
Department of Health,Imperial College Healthcare NHS Trust,07/05/2020,Agency Nursing: Qualified,"Div Of Surg, Cardiov & Cancer",Reed,4187762,"168,182.76"
Department of Health,Imperial College Healthcare NHS Trust,07/05/2020,Agency Nursing: Qualified,"Div Of Surg, Cardiov & Cancer",Reed,4189051,"189,694.45"
Department of Health,Imperial College Healthcare NHS Trust,07/05/2020,Agency Nursing: Qualified,Div Of Women & Clin Support,Reed,4187762,"39,392.45"
Department of Health,Imperial College Healthcare NHS Trust,07/05/2020,Books  Journals & Subscr,Office Of Chief Executive,Foundation Trust Network,4181863,"25,038.00"
Department of Health,Imperial College Healthcare NHS Trust,07/05/2020,Computer Maintenance,Information & Comms Technology,Cerner Ltd,4190166,"52,800.00"
Department of Health,Imperial College Healthcare NHS Trust,07/05/2020,Computer Software/License,Div Of Women & Clin Support,Clevermed Ltd,4185549,"32,729.77"
Department of Health,Imperial College Healthcare NHS Trust,07/05/2020,Computer Software/License,Estates Directorate,Innovise Software Ltd,4172696,"35,712.00"
Department of Health,Imperial College Healthcare NHS Trust,07/05/2020,Cy Auc -Addns- P & M-Purchased,Capital Summary,Supply Chain Coordination Ltd (Sccl) ( 905),4190286,"82,933.46"
Department of Health,Imperial College Healthcare NHS Trust,07/05/2020,Cy Auc -Addns- P & M-Purchased,Capital Summary,Supply Chain Coordination Ltd (Sccl) ( 905),4190287,"393,026.40"
Department of Health,Imperial College Healthcare NHS Trust,07/05/2020,Cy Auc -Addns- P & M-Purchased,Capital Summary,Supply Chain Coordination Ltd (Sccl) ( 905),4190288,"47,606.87"
Department of Health,Imperial College Healthcare NHS Trust,07/05/2020,Cy Auc -Addns- P & M-Purchased,Capital Summary,Supply Chain Coordination Ltd (Sccl) ( 905),4190289,"393,026.40"
Department of Health,Imperial College Healthcare NHS Trust,07/05/2020,Cy Auc -Addns- P & M-Purchased,Capital Summary,Supply Chain Coordination Ltd (Sccl) ( 905),4190291,"150,255.70"
Department of Health,Imperial College Healthcare NHS Trust,07/05/2020,Ext Contr Logistics,Finance Directorate,Eleanor Hospital Logistics Ltd,4188797,"154,313.76"
Department of Health,Imperial College Healthcare NHS Trust,07/05/2020,Laboratory Chemicals/ Reagents,Pathology,Life Technologies Ltd,29290,"204,864.00"
Department of Health,Imperial College Healthcare NHS Trust,07/05/2020,Other Research Exp - Non-Pay,Rd Medical Directorate,Imperial College London,4173029,"250,000.00"
Department of Health,Imperial College Healthcare NHS Trust,07/05/2020,Other Research Exp - Pay,Rd Medical Directorate,Imperial College London,4169826,"99,856.00"
Department of Health,Imperial College Healthcare NHS Trust,07/05/2020,Other Research Exp - Pay,Rd Medical Directorate,Imperial College London,4170900,"60,790.00"
Department of Health,Imperial College Healthcare NHS Trust,07/05/2020,Other Research Exp - Pay,Rd Medical Directorate,Imperial College London,4187093,"59,110.25"
Department of Health,Imperial College Healthcare NHS Trust,07/05/2020,Other Research Exp - Pay,Rdwomen And Children Division,Imperial College London,4172749,"38,782.22"
Department of Health,Imperial College Healthcare NHS Trust,07/05/2020,Printing Costs,Medical Director Summary,Service Point Trad Divison Paragon Group Uk,4184086,"42,660.00"
Department of Health,Imperial College Healthcare NHS Trust,07/05/2020,Sewerage,Estates Directorate,Castle Water Ltd,4186930,"31,944.76"
Department of Health,Imperial College Healthcare NHS Trust,07/05/2020,Srvcsrecd-Other Nhs,Rd Medical Directorate,Imperial College London,4173752,"61,000.00"
Department of Health,Imperial College Healthcare NHS Trust,07/05/2020,Thames Valley Housing Assoc,Ichnt Balance Sheet,Metropolitan Thames Valley,4189070,"106,523.68"
Department of Health,Imperial College Healthcare NHS Trust,07/05/2020,Water,Estates Directorate,Castle Water Ltd,4186930,"46,916.92"
Department of Health,Imperial College Healthcare NHS Trust,07/05/2020,Other Transport Costs,Pandemic Planning,Starcross Trading Ltd T/A Bears,4172724,"60,575.00"
Department of Health,Imperial College Healthcare NHS Trust,12/05/2020,Acton Housing Association,Ichnt Balance Sheet,A2dominion Housing Group Ltd,4190827,"216,661.02"
Department of Health,Imperial College Healthcare NHS Trust,12/05/2020,Agency Estates & Maint'Nce,Estates Directorate,Reed,4191930,"33,481.75"
Department of Health,Imperial College Healthcare NHS Trust,12/05/2020,Bldg/Eng Equip Maint/Rep,Estates Directorate,Cbre Managed Services Ltd,4191891,"219,060.76"
Department of Health,Imperial College Healthcare NHS Trust,12/05/2020,Clinical Managed Service Contr,Pathology,Abbott Laboratories Ltd,21830,"595,658.97"
Department of Health,Imperial College Healthcare NHS Trust,12/05/2020,Clinical Managed Service Contr,Pathology,Abbott Laboratories Ltd,27659,"245,109.68"
Department of Health,Imperial College Healthcare NHS Trust,12/05/2020,Clinical Managed Service Contr,Pathology,Abbott Laboratories Ltd,27822,"285,484.88"
Department of Health,Imperial College Healthcare NHS Trust,12/05/2020,Clinical Managed Service Contr,Pathology,Abbott Laboratories Ltd,28472,"189,936.36"
Department of Health,Imperial College Healthcare NHS Trust,12/05/2020,Clinical Managed Service Contr,Pathology,Abbott Laboratories Ltd,28557,"42,704.41"
Department of Health,Imperial College Healthcare NHS Trust,12/05/2020,Computer Software/License,Information & Comms Technology,Optimus It Infra Ltd,4173487,"152,966.40"
Department of Health,Imperial College Healthcare NHS Trust,12/05/2020,Contr Other External,Div Of Women & Clin Support,Alliance Medical Radiopharmacy Limited,4183934,"64,800.00"
Department of Health,Imperial College Healthcare NHS Trust,12/05/2020,Cy Auc -Addns-Bd Purchased,Capital Summary,Cbre Managed Services Ltd,4190802,"2,373,837.05"
Department of Health,Imperial College Healthcare NHS Trust,12/05/2020,Cy Auc -Addns-Bd Purchased,Capital Summary,Cbre Managed Services Ltd,4191891,"35,940.88"
Department of Health,Imperial College Healthcare NHS Trust,12/05/2020,Cy Auc -Addns- P & M-Purchased,Capital Summary,Bemrosebooth Paragon Limited,4185554,"214,086.00"
Department of Health,Imperial College Healthcare NHS Trust,12/05/2020,Dialysers,Div Of Med & Integrated Care,Nxstage Medical Uk Ltd,4172708,"34,819.80"
Department of Health,Imperial College Healthcare NHS Trust,12/05/2020,Drugs Pbr Excluded,"Div Of Surg, Cardiov & Cancer",Healthcare At Home Ltd,4187070,"29,345.00"
Department of Health,Imperial College Healthcare NHS Trust,12/05/2020,Drugs Pbr Excluded,"Div Of Surg, Cardiov & Cancer",Healthcare At Home Ltd,4188970,"30,845.00"
Department of Health,Imperial College Healthcare NHS Trust,12/05/2020,Ext Contract - Patient Travel,Pandemic Planning,Starcross Trading Ltd T/A Bears,4173939,"44,675.00"
Department of Health,Imperial College Healthcare NHS Trust,12/05/2020,Ext Contract - Patient Travel,Pandemic Planning,Starcross Trading Ltd T/A Bears,4175624,"39,150.00"
Department of Health,Imperial College Healthcare NHS Trust,12/05/2020,Ext Contract - Patient Travel,Pandemic Planning,Starcross Trading Ltd T/A Bears,4177533,"64,230.00"
Department of Health,Imperial College Healthcare NHS Trust,12/05/2020,Ext Contract - Patient Travel,Pandemic Planning,Starcross Trading Ltd T/A Bears,4181485,"43,740.00"
Department of Health,Imperial College Healthcare NHS Trust,12/05/2020,Ext Contract - Patient Travel,Pandemic Planning,Starcross Trading Ltd T/A Bears,4181486,"104,741.50"
Department of Health,Imperial College Healthcare NHS Trust,12/05/2020,Jac - Stock,Balance Sheet St Marys,Aah Pharmaceuticals Limited,4189778,"48,523.68"
Department of Health,Imperial College Healthcare NHS Trust,12/05/2020,Jac - Stock,Balance Sheet St Marys,Baxter Healthcare Ltd,4189624,"38,442.00"
Department of Health,Imperial College Healthcare NHS Trust,12/05/2020,Jac - Stock,Balance Sheet St Marys,Mawdsleys-Brooks & Co Ltd,4189670,"46,560.00"
Department of Health,Imperial College Healthcare NHS Trust,12/05/2020,Jac - Stock,Balance Sheet St Marys,Roche Products Ltd,4191674,"50,197.61"
Department of Health,Imperial College Healthcare NHS Trust,12/05/2020,Minor Works,Nursing Directorate,Cbre Managed Services Ltd,4190802,"89,709.57"
Department of Health,Imperial College Healthcare NHS Trust,12/05/2020,Other Research Exp - Pay,Rd Medical Directorate,Imperial College London,4172694,"65,915.00"
Department of Health,Imperial College Healthcare NHS Trust,12/05/2020,Rent,Div Of Med & Integrated Care,Nhs Property Services Ltd,4165222,"30,430.74"
Department of Health,Imperial College Healthcare NHS Trust,12/05/2020,Thames Valley Housing Assoc,Ichnt Balance Sheet,Metropolitan Thames Valley,4190828,"107,447.38"
Department of Health,Imperial College Healthcare NHS Trust,14/05/2020,Blood Products,Pathology,Nhs Blood And Transplant,28496,"66,563.51"
Department of Health,Imperial College Healthcare NHS Trust,14/05/2020,Blood Products,Pathology,Nhs Blood And Transplant,28499,"329,433.15"
Department of Health,Imperial College Healthcare NHS Trust,14/05/2020,Blood Products,Pathology,Nhs Blood And Transplant,28501,"164,673.89"
Department of Health,Imperial College Healthcare NHS Trust,14/05/2020,Blood Products,Pathology,Nhs Blood And Transplant,28877,"329,433.15"
Department of Health,Imperial College Healthcare NHS Trust,14/05/2020,Blood Products,Pathology,Nhs Blood And Transplant,28878,"164,673.89"
Department of Health,Imperial College Healthcare NHS Trust,14/05/2020,Blood Products,Pathology,Nhs Blood And Transplant,28882,"66,563.51"
Department of Health,Imperial College Healthcare NHS Trust,14/05/2020,Clinical Managed Service Contr,Pathology,Abbott Laboratories Ltd,24332,"287,120.50"
Department of Health,Imperial College Healthcare NHS Trust,14/05/2020,Computer Software/License,Div Of Women & Clin Support,Siemens Healthcare Ltd,4191889,"30,960.00"
Department of Health,Imperial College Healthcare NHS Trust,14/05/2020,Computer Software/License,Estates Directorate,Avoira Ltd,4190300,"31,872.00"
Department of Health,Imperial College Healthcare NHS Trust,14/05/2020,Computer Software/License,Information & Comms Technology,Patients Know Best Limited,4176455,"336,450.00"
Department of Health,Imperial College Healthcare NHS Trust,14/05/2020,Contr Other External,Estates Directorate,Cbre Managed Services Ltd,4187682,"752,926.20"
Department of Health,Imperial College Healthcare NHS Trust,14/05/2020,Cy Auc -Addns-Bd Purchased,Capital Summary,Shj Hospital Pipelines Ltd,4178216,"240,000.00"
Department of Health,Imperial College Healthcare NHS Trust,14/05/2020,Cy Auc -Addns- It Eqpt-Addns,Capital Summary,Cdw Ltd,4191986,"239,397.48"
Department of Health,Imperial College Healthcare NHS Trust,14/05/2020,Cy Auc -Addns- P & M-Purchased,Capital Summary,Fujifilm Sonosite Ltd,4186194,"52,082.16"
Department of Health,Imperial College Healthcare NHS Trust,14/05/2020,Dialysers,Div Of Med & Integrated Care,Baxter Healthcare Ltd,4173021,"143,244.63"
Department of Health,Imperial College Healthcare NHS Trust,14/05/2020,Dialysers,Div Of Med & Integrated Care,Baxter Healthcare Ltd,4187580,"77,731.18"
Department of Health,Imperial College Healthcare NHS Trust,14/05/2020,Dialysers,Div Of Med & Integrated Care,Nxstage Medical Uk Ltd,4187509,"28,027.56"
Department of Health,Imperial College Healthcare NHS Trust,14/05/2020,Equip Maint Contracts,Estates Directorate,Cbre Managed Services Ltd,4185572,"36,616.07"
Department of Health,Imperial College Healthcare NHS Trust,14/05/2020,Equip Maint Contracts,Pathology,Hitachi High-Technologies Europe Gmbh,28943,"30,496.80"
Department of Health,Imperial College Healthcare NHS Trust,14/05/2020,Gas,Estates Directorate,Corona Energy,4192903,"120,179.00"
Department of Health,Imperial College Healthcare NHS Trust,14/05/2020,Gas,Estates Directorate,Corona Energy,4192921,"48,600.23"
Department of Health,Imperial College Healthcare NHS Trust,14/05/2020,Gas,Estates Directorate,Corona Energy,4192924,"57,721.66"
Department of Health,Imperial College Healthcare NHS Trust,14/05/2020,Gas,Estates Directorate,Corona Energy,4192925,"48,116.20"
Department of Health,Imperial College Healthcare NHS Trust,14/05/2020,Jac - Stock,Balance Sheet St Marys,Bayer Plc,4192598,"32,392.19"
Department of Health,Imperial College Healthcare NHS Trust,14/05/2020,Jac - Stock,Balance Sheet St Marys,Csl Behring Uk Ltd,4192629,"63,210.00"
Department of Health,Imperial College Healthcare NHS Trust,14/05/2020,Laboratory Equipment,Pathology,Promega Uk Ltd,29342,"32,383.20"
Department of Health,Imperial College Healthcare NHS Trust,14/05/2020,Laboratory Test Kits,Pathology,Cepheid Uk Ltd,29352,"34,452.00"
Department of Health,Imperial College Healthcare NHS Trust,14/05/2020,Med & Surg Equip General,Div Of Women & Clin Support,Resmed (Uk) Ltd,4111466,"39,678.24"
Department of Health,Imperial College Healthcare NHS Trust,14/05/2020,Med & Surg Equip General,Pandemic Planning,Medacx Limited,4191921,"46,200.00"
Department of Health,Imperial College Healthcare NHS Trust,14/05/2020,Other Research Exp - Non-Pay,Rd Medical Directorate,Royal Brompton And Harefield Nhs Ft,4168095,"192,060.24"
Department of Health,Imperial College Healthcare NHS Trust,14/05/2020,Other Transport Costs,Office Of Chief Executive,Starcross Trading Ltd T/A Bears,4192857,"78,425.00"
Department of Health,Imperial College Healthcare NHS Trust,14/05/2020,Other Transport Costs,Pathology,Dhl Supply Chain  (Former Excel),29354,"132,708.08"
Department of Health,Imperial College Healthcare NHS Trust,14/05/2020,Other Transport Costs,Pathology,Dhl Supply Chain  (Former Excel),29357,"70,303.82"
Department of Health,Imperial College Healthcare NHS Trust,14/05/2020,Season Ticket Cr Abellio,Ichnt Balance Sheet,Abellio Transport Holdings Ltd,4190794,"43,604.90"
Department of Health,Imperial College Healthcare NHS Trust,14/05/2020,Service Charge,"Div Of Surg, Cardiov & Cancer",Parkside Hospital,4156028,"48,396.24"
Department of Health,Imperial College Healthcare NHS Trust,19/05/2020,Bldg/Eng Equip Maint/Rep,Div Of Med & Integrated Care,Cbre Managed Services Ltd,4194287,"89,191.00"
Department of Health,Imperial College Healthcare NHS Trust,19/05/2020,Bldg/Eng Equip Maint/Rep,Estates Directorate,Cbre Managed Services Ltd,4194287,"228,900.12"
Department of Health,Imperial College Healthcare NHS Trust,19/05/2020,Car Salary Sacrifice,Ichnt Balance Sheet,Tuskerdirect Ltd,4190348,"61,680.34"
Department of Health,Imperial College Healthcare NHS Trust,19/05/2020,Childcare Voucher (Kids Unltd),Ichnt Balance Sheet,Sodexo Motivation Solutions Uk Ltd,4178555,"39,596.00"
Department of Health,Imperial College Healthcare NHS Trust,19/05/2020,Childcare Voucher (Kids Unltd),Ichnt Balance Sheet,Sodexo Motivation Solutions Uk Ltd,4187096,"37,911.00"
Department of Health,Imperial College Healthcare NHS Trust,19/05/2020,Cleaning Equipment,Estates Directorate,Vermop Uk Ltd,4175024,"156,789.50"
Department of Health,Imperial College Healthcare NHS Trust,19/05/2020,Clinical Managed Service Contr,Pathology,Abbott Laboratories Ltd,29501,"285,834.82"
Department of Health,Imperial College Healthcare NHS Trust,19/05/2020,Clinical Managed Service Contr,Pathology,Beckman Coulter Uk Ltd,29377,"54,280.76"
Department of Health,Imperial College Healthcare NHS Trust,19/05/2020,Clinical Managed Service Contr,Pathology,Beckman Coulter Uk Ltd,29378,"50,444.80"
Department of Health,Imperial College Healthcare NHS Trust,19/05/2020,Computer Maintenance,"Div Of Surg, Cardiov & Cancer",Taunton And Somerset Nhs Trust,4190748,"45,997.00"
Department of Health,Imperial College Healthcare NHS Trust,19/05/2020,Computer Maintenance,Information & Comms Technology,Cerner Ltd,4149597,"52,800.00"
Department of Health,Imperial College Healthcare NHS Trust,19/05/2020,Computer Maintenance,Information & Comms Technology,Cerner Ltd,4186103,"104,092.96"
Department of Health,Imperial College Healthcare NHS Trust,19/05/2020,Computer Maintenance,Information & Comms Technology,Cerner Ltd,4187962,"53,745.12"
Department of Health,Imperial College Healthcare NHS Trust,19/05/2020,Computer Maintenance,Information & Comms Technology,Cerner Ltd,4188843,"40,308.84"
Department of Health,Imperial College Healthcare NHS Trust,19/05/2020,Computer Software/License,Div Of Women & Clin Support,Icnh Limited T/A Dr Doctor,4187713,"60,000.00"
Department of Health,Imperial College Healthcare NHS Trust,19/05/2020,Computer Software/License,Information & Comms Technology,Cerner Ltd,4186101,"304,125.13"
Department of Health,Imperial College Healthcare NHS Trust,19/05/2020,Computer Software/License,Information & Comms Technology,Cerner Ltd,4187957,"288,402.32"
Department of Health,Imperial College Healthcare NHS Trust,19/05/2020,Consultancy Fees,Estates Directorate,Knight Security Limited,4194179,"34,881.60"
Department of Health,Imperial College Healthcare NHS Trust,19/05/2020,Cy Auc -Addns- It Eqpt-Addns,Capital Summary,Cdw Ltd,4187586,"696,953.76"
Department of Health,Imperial College Healthcare NHS Trust,19/05/2020,Cy Auc -Addns- It Eqpt-Addns,Capital Summary,Sdx Services Ltd,4189898,"98,940.00"
Department of Health,Imperial College Healthcare NHS Trust,19/05/2020,Decontamination Services,Estates Directorate,Ihss Limited,4192020,"356,269.39"
Department of Health,Imperial College Healthcare NHS Trust,19/05/2020,Decontamination Services,Estates Directorate,Ihss Limited,4192024,"356,269.39"
Department of Health,Imperial College Healthcare NHS Trust,19/05/2020,Decontamination Services,Estates Directorate,Ihss Limited,4192026,"356,269.39"
Department of Health,Imperial College Healthcare NHS Trust,19/05/2020,Dist Award - Local Cea,Div Of Med & Integrated Care,Imperial College London,4194011,"138,099.85"
Department of Health,Imperial College Healthcare NHS Trust,19/05/2020,Dist Award - Nat Cea,Div Of Med & Integrated Care,Imperial College London,4194011,"102,728.81"
Department of Health,Imperial College Healthcare NHS Trust,19/05/2020,Dist Award - Nat Cea,"Div Of Surg, Cardiov & Cancer",Imperial College London,4194011,"75,003.13"
Department of Health,Imperial College Healthcare NHS Trust,19/05/2020,Dist Award - Nat Cea,Div Of Women & Clin Support,Imperial College London,4194011,"36,766.19"
Department of Health,Imperial College Healthcare NHS Trust,19/05/2020,Dist Award - Nat Cea,Medical Director Summary,Imperial College London,4194011,"44,107.75"
Department of Health,Imperial College Healthcare NHS Trust,19/05/2020,Ic Pay Recharge In: Med,Div Of Med & Integrated Care,Imperial College London,4194011,"152,766.08"
Department of Health,Imperial College Healthcare NHS Trust,19/05/2020,Ic Pay Recharge In: Med,"Div Of Surg, Cardiov & Cancer",Imperial College London,4194011,"396,628.70"
Department of Health,Imperial College Healthcare NHS Trust,19/05/2020,Ic Pay Recharge In: Med,Div Of Women & Clin Support,Imperial College London,4194011,"79,733.50"
Department of Health,Imperial College Healthcare NHS Trust,19/05/2020,Ic Pay Recharge In: Med,Pathology,Imperial College London,29474,"36,701.24"
Department of Health,Imperial College Healthcare NHS Trust,19/05/2020,Items Pending Investigation,Ichnt Balance Sheet,Taunton And Somerset Nhs Trust,4183138,"45,997.00"
