Department Family,Entity,Date Paid,Expense Type,Expenses Area,Supplier Name,Transaction Reference,Amount
Department of Health,Imperial College Healthcare NHS Trust,07/01/2021,Supplies Issues Recharges,Ichnt Balance Sheet,Supply Chain Coordination Ltd (Sccl) ( 101),4313707,60633.74
Department of Health,Imperial College Healthcare NHS Trust,07/01/2021,Supplies Issues Recharges,Ichnt Balance Sheet,Supply Chain Coordination Ltd (Sccl) ( 101),4313708,66582.52
Department of Health,Imperial College Healthcare NHS Trust,12/01/2021,Agency Estates & Maint'Nce,Estates Directorate,Reed,4316771,60769.09
Department of Health,Imperial College Healthcare NHS Trust,12/01/2021,Agency Nursing: Qualified,Div Of Med & Integrated Care,Reed,4316771,77137.61
Department of Health,Imperial College Healthcare NHS Trust,12/01/2021,Agency Nursing: Qualified,"Div Of Surg, Cardiov & Cancer",Reed,4316771,290271.5
Department of Health,Imperial College Healthcare NHS Trust,12/01/2021,Car Salary Sacrifice,Ichnt Balance Sheet,Tuskerdirect Ltd,4298983,70899.1
Department of Health,Imperial College Healthcare NHS Trust,12/01/2021,Cleaning Materials,Estates Directorate,Synergy Health Managed Services Ltd,4316555,49775.32
Department of Health,Imperial College Healthcare NHS Trust,12/01/2021,Clinical Managed Service Contr,Pathology,Genmed.Me Ltd,34353,152515.6
Department of Health,Imperial College Healthcare NHS Trust,12/01/2021,Clinical Managed Service Contr,Pathology,Genmed.Me Ltd,34354,152515.6
Department of Health,Imperial College Healthcare NHS Trust,12/01/2021,Clinical Managed Service Contr,Pathology,Genmed.Me Ltd,34355,152515.6
Department of Health,Imperial College Healthcare NHS Trust,12/01/2021,Clinical Managed Service Contr,Pathology,Genmed.Me Ltd,34356,152515.6
Department of Health,Imperial College Healthcare NHS Trust,12/01/2021,Cy Auc -Addns-Bd Purchased,Capital Summary,Amber Group Limited,4309066,35636.03
Department of Health,Imperial College Healthcare NHS Trust,12/01/2021,Cy Auc -Addns-Bd Purchased,Capital Summary,Cuffe  Plc,4310387,37746.8
Department of Health,Imperial College Healthcare NHS Trust,12/01/2021,Cy Auc -Addns- P & M-Purchased,Capital Summary,Ge Medical Systems Limited,4307344,103115.57
Department of Health,Imperial College Healthcare NHS Trust,12/01/2021,Cy Auc -Addns- P & M-Purchased,Capital Summary,Supply Chain Coordination Ltd (Sccl) ( 905),4315708,30625
Department of Health,Imperial College Healthcare NHS Trust,12/01/2021,Drugs Pbr Excluded,"Div Of Surg, Cardiov & Cancer",Healthcare At Home Ltd,4312292,45127
Department of Health,Imperial College Healthcare NHS Trust,12/01/2021,Drugs Pbr Excluded,"Div Of Surg, Cardiov & Cancer",Healthcare At Home Ltd,4314565,26377
Department of Health,Imperial College Healthcare NHS Trust,12/01/2021,Ext Contract - Patient Travel,Estates Directorate,Dhl Supply Chain  (Former Excel),4248502,56757.7
Department of Health,Imperial College Healthcare NHS Trust,12/01/2021,Ext Contract - Patient Travel,Estates Directorate,Dhl Supply Chain  (Former Excel),4248504,49291.19
Department of Health,Imperial College Healthcare NHS Trust,12/01/2021,Ext Contract - Patient Travel,Estates Directorate,Dhl Supply Chain  (Former Excel),4299540,45341.43
Department of Health,Imperial College Healthcare NHS Trust,12/01/2021,Ext Contract - Patient Travel,Estates Directorate,Dhl Supply Chain  (Former Excel),4299543,64414.51
Department of Health,Imperial College Healthcare NHS Trust,12/01/2021,Ext Contract - Patient Travel,Estates Directorate,Dhl Supply Chain  (Former Excel),4299544,55356.31
Department of Health,Imperial College Healthcare NHS Trust,12/01/2021,Ext Contract - Patient Travel,Estates Directorate,Dhl Supply Chain  (Former Excel),4299546,54834.08
Department of Health,Imperial College Healthcare NHS Trust,12/01/2021,Ext Contract - Patient Travel,Estates Directorate,Dhl Supply Chain  (Former Excel),4299547,61054.38
Department of Health,Imperial College Healthcare NHS Trust,12/01/2021,Ext Contract - Patient Travel,Estates Directorate,Dhl Supply Chain  (Former Excel),4299549,45968.08
Department of Health,Imperial College Healthcare NHS Trust,12/01/2021,Ext Contr Laundry,Estates Directorate,Synergy Health Managed Services Ltd,4316558,59022.61
Department of Health,Imperial College Healthcare NHS Trust,12/01/2021,Ext Contr Laundry,Estates Directorate,Synergy Health Managed Services Ltd,4316560,65371.69
Department of Health,Imperial College Healthcare NHS Trust,12/01/2021,Ext Contr Laundry,Estates Directorate,Synergy Health Managed Services Ltd,4316561,60641.25
Department of Health,Imperial College Healthcare NHS Trust,12/01/2021,Med & Surg Equip Repair,Estates Directorate,Ge Medical Systems Limited,4315387,720872.4
Department of Health,Imperial College Healthcare NHS Trust,12/01/2021,Other Research Exp - Pay,Rdwomen And Children Division,Imperial College London,4299462,75902.45
Department of Health,Imperial College Healthcare NHS Trust,12/01/2021,Other Transport Costs,Estates Directorate,Falck Uk Ambulance Service Limited,4314560,58311.5
Department of Health,Imperial College Healthcare NHS Trust,12/01/2021,Services Received - Nhsts,Div Of Med & Integrated Care,University Hospitals Birmingham Nhs Ft,4295521,44490
Department of Health,Imperial College Healthcare NHS Trust,12/01/2021,Supplies Issues Recharges,Ichnt Balance Sheet,Supply Chain Coordination Ltd (Sccl) ( 101),4276271,190364.66
Department of Health,Imperial College Healthcare NHS Trust,12/01/2021,Supplies Issues Recharges,Ichnt Balance Sheet,Supply Chain Coordination Ltd (Sccl) ( 101),4304627,111501.86
Department of Health,Imperial College Healthcare NHS Trust,12/01/2021,Supplies Issues Recharges,Ichnt Balance Sheet,Supply Chain Coordination Ltd (Sccl) ( 101),4313706,73012.11
Department of Health,Imperial College Healthcare NHS Trust,14/01/2021,Agency Nursing: Qualified,"Div Of Surg, Cardiov & Cancer",Reed,4317762,109598.55
Department of Health,Imperial College Healthcare NHS Trust,14/01/2021,Clinical Managed Service Contr,Pathology,Abbott Laboratories Ltd,33709,178149.47
Department of Health,Imperial College Healthcare NHS Trust,14/01/2021,Clinical Managed Service Contr,Pathology,Abbott Laboratories Ltd,33710,221369.44
Department of Health,Imperial College Healthcare NHS Trust,14/01/2021,Clinical Managed Service Contr,Pathology,Abbott Laboratories Ltd,33714,31432.32
Department of Health,Imperial College Healthcare NHS Trust,14/01/2021,Clinical Managed Service Contr,Pathology,Abbott Laboratories Ltd,4317742,77330.3
Department of Health,Imperial College Healthcare NHS Trust,14/01/2021,Computer Software/License,Finance Directorate,Caci Ltd,4317783,43054.34
Department of Health,Imperial College Healthcare NHS Trust,14/01/2021,Dialysers,Div Of Med & Integrated Care,Baxter Healthcare Ltd,4313622,112341.71
Department of Health,Imperial College Healthcare NHS Trust,14/01/2021,Dialysers,Div Of Med & Integrated Care,Baxter Healthcare Ltd,4313623,197648.77
Department of Health,Imperial College Healthcare NHS Trust,14/01/2021,Dialysers,Div Of Med & Integrated Care,Nxstage Medical Uk Ltd,4313582,40745.08
Department of Health,Imperial College Healthcare NHS Trust,14/01/2021,Drugs Nhs,Div Of Women & Clin Support,Nhs Business Services Authority,4308799,40930.03
Department of Health,Imperial College Healthcare NHS Trust,14/01/2021,Electricity,Estates Directorate,Edf Energy Customer Plc,4317745,218026.52
Department of Health,Imperial College Healthcare NHS Trust,14/01/2021,Electricity,Estates Directorate,Edf Energy Customer Plc,4317750,43819.73
Department of Health,Imperial College Healthcare NHS Trust,14/01/2021,Electricity,Estates Directorate,Edf Energy Customer Plc,4317751,97931.23
Department of Health,Imperial College Healthcare NHS Trust,14/01/2021,Electricity,Estates Directorate,Edf Energy Customer Plc,4317756,350427.06
Department of Health,Imperial College Healthcare NHS Trust,14/01/2021,Ext Contr Logistics,Finance Directorate,Eleanor Hospital Logistics Ltd,4317077,35929.44
Department of Health,Imperial College Healthcare NHS Trust,14/01/2021,Jac - Stock,Balance Sheet St Marys,Qualasept Ltd,4315873,346023.78
Department of Health,Imperial College Healthcare NHS Trust,14/01/2021,Laboratory Equipment,Pathology,Promega Uk Ltd,34226,32354.4
Department of Health,Imperial College Healthcare NHS Trust,14/01/2021,Med & Surg Equip Repair,Div Of Women & Clin Support,Ge Medical Systems Limited,4275611,38400
Department of Health,Imperial College Healthcare NHS Trust,14/01/2021,Other Transport Costs,Estates Directorate,Dhl Supply Chain  (Former Excel),4316894,32990.78
Department of Health,Imperial College Healthcare NHS Trust,14/01/2021,Other Transport Costs,Estates Directorate,Falck Uk Ambulance Service Limited,4314551,1445875.07
Department of Health,Imperial College Healthcare NHS Trust,14/01/2021,Postage & Carriage,Div Of Women & Clin Support,Xerox (Uk) Ltd,4316494,50137.9
Department of Health,Imperial College Healthcare NHS Trust,14/01/2021,Prostheses,"Div Of Surg, Cardiov & Cancer",Blatchford Limited,4316790,49430.51
Department of Health,Imperial College Healthcare NHS Trust,14/01/2021,Protective Clothing,Pandemic Planning,Full Support Healthcare Ltd,4309042,115750.8
Department of Health,Imperial College Healthcare NHS Trust,19/01/2021,Agency Nursing: Qualified,Div Of Med & Integrated Care,Reed,4317818,58845.49
Department of Health,Imperial College Healthcare NHS Trust,19/01/2021,Agency Nursing: Qualified,Div Of Med & Integrated Care,Reed,4319953,34686.21
Department of Health,Imperial College Healthcare NHS Trust,19/01/2021,Agency Nursing: Qualified,"Div Of Surg, Cardiov & Cancer",Reed,4317818,263987.31
Department of Health,Imperial College Healthcare NHS Trust,19/01/2021,Agency Nursing: Qualified,"Div Of Surg, Cardiov & Cancer",Reed,4319953,108786
Department of Health,Imperial College Healthcare NHS Trust,19/01/2021,Bldg/Eng Equip Maint/Rep,Estates Directorate,Cbre Managed Services Ltd,4318065,165101.34
Department of Health,Imperial College Healthcare NHS Trust,19/01/2021,Childcare Voucher (Kids Unltd),Ichnt Balance Sheet,Sodexo Motivation Solutions Uk Ltd,4312893,31970.5
Department of Health,Imperial College Healthcare NHS Trust,19/01/2021,Clinical Managed Service Contr,Pathology,Abbott Laboratories Ltd,34380,228323.21
Department of Health,Imperial College Healthcare NHS Trust,19/01/2021,Clinical Managed Service Contr,Pathology,Genmed.Me Ltd,34661,116189.57
Department of Health,Imperial College Healthcare NHS Trust,19/01/2021,Computer Software/License,Div Of Women & Clin Support,Vwr International Ltd,4313004,83729.76
Department of Health,Imperial College Healthcare NHS Trust,19/01/2021,Computer Software/License,Information & Comms Technology,Cdw Ltd,4309581,65581.37
Department of Health,Imperial College Healthcare NHS Trust,19/01/2021,Computer Software/License,Information & Comms Technology,Patients Know Best Limited,4312944,336450
Department of Health,Imperial College Healthcare NHS Trust,19/01/2021,Contr Other External,Div Of Women & Clin Support,Alliance Medical Radiopharmacy Limited,4318730,65541.6
Department of Health,Imperial College Healthcare NHS Trust,19/01/2021,Contr Refuse & Clin Waste,Estates Directorate,Grundon Waste Management Ltd,4316971,30424.28
Department of Health,Imperial College Healthcare NHS Trust,19/01/2021,Cy Auc -Addns-Bd Purchased,Capital Summary,Cbre Managed Services Ltd,4318065,143819.05
Department of Health,Imperial College Healthcare NHS Trust,19/01/2021,Cy Auc -Addns-Bd Purchased,Capital Summary,Cuffe  Plc,4316222,46882.86
Department of Health,Imperial College Healthcare NHS Trust,19/01/2021,Cy Auc -Addns- It Eqpt-Addns,Capital Summary,Cdw Ltd,4319219,129187.76
Department of Health,Imperial College Healthcare NHS Trust,19/01/2021,Cy Auc -Addns- It Eqpt-Addns,Capital Summary,Cdw Ltd,4319222,57500
Department of Health,Imperial College Healthcare NHS Trust,19/01/2021,Cy Auc -Addns- It Eqpt-Addns,Capital Summary,Cdw Ltd,4319225,151500
Department of Health,Imperial College Healthcare NHS Trust,19/01/2021,Cy Auc -Addns- It Eqpt-Addns,Capital Summary,Cdw Ltd,4319228,86329.92
Department of Health,Imperial College Healthcare NHS Trust,19/01/2021,Cy Auc -Addns- It Eqpt-Addns,Capital Summary,Cdw Ltd,4319233,283981.94
Department of Health,Imperial College Healthcare NHS Trust,19/01/2021,Cy Auc -Addns- P & M-Purchased,Capital Summary,Gama Healthcare Ltd,4315621,114000
Department of Health,Imperial College Healthcare NHS Trust,19/01/2021,Cy Auc -Addns- P & M-Purchased,Capital Summary,Gama Healthcare Ltd,4315692,91200
Department of Health,Imperial College Healthcare NHS Trust,19/01/2021,Cy Auc -Addns- P & M-Purchased,Capital Summary,Siemens Healthcare Ltd,4292336,158400
Department of Health,Imperial College Healthcare NHS Trust,19/01/2021,Cy Auc -Addns- P & M-Purchased,Capital Summary,Siemens Healthcare Ltd,4292338,158400
Department of Health,Imperial College Healthcare NHS Trust,19/01/2021,Cy Auc -Addns- P & M-Purchased,Capital Summary,Siemens Healthcare Ltd,4292339,158400
Department of Health,Imperial College Healthcare NHS Trust,19/01/2021,Cy Auc -Addns- P & M-Purchased,Capital Summary,Siemens Healthcare Ltd,4292340,181800
Department of Health,Imperial College Healthcare NHS Trust,19/01/2021,Cy Auc -Addns- P & M-Purchased,Capital Summary,Siemens Healthcare Ltd,4292341,158400
Department of Health,Imperial College Healthcare NHS Trust,19/01/2021,Ext Contr Logistics,Finance Directorate,Eleanor Hospital Logistics Ltd,4201454,31900.44
Department of Health,Imperial College Healthcare NHS Trust,19/01/2021,Gas,Estates Directorate,Corona Energy,4318082,85416
Department of Health,Imperial College Healthcare NHS Trust,19/01/2021,Gas,Estates Directorate,Corona Energy,4318084,193537.28
Department of Health,Imperial College Healthcare NHS Trust,19/01/2021,Gas,Estates Directorate,Corona Energy,4318096,92155.94
Department of Health,Imperial College Healthcare NHS Trust,19/01/2021,Gas,Estates Directorate,Corona Energy,4318102,77625.23
Department of Health,Imperial College Healthcare NHS Trust,19/01/2021,Jac - Stock,Balance Sheet St Marys,Csl Behring Uk Ltd,4319754,69300
Department of Health,Imperial College Healthcare NHS Trust,19/01/2021,Jac - Stock,Balance Sheet St Marys,Csl Behring Uk Ltd,4319757,149100
Department of Health,Imperial College Healthcare NHS Trust,19/01/2021,Jac - Stock,Balance Sheet St Marys,Ith Pharma Lyd,4319771,47042.76
Department of Health,Imperial College Healthcare NHS Trust,19/01/2021,Lease Charges,Information & Comms Technology,Xerox (Uk) Ltd,4317139,47504.23
Department of Health,Imperial College Healthcare NHS Trust,19/01/2021,Lease Charges,Information & Comms Technology,Xerox (Uk) Ltd,4317141,31120.25
Department of Health,Imperial College Healthcare NHS Trust,19/01/2021,Med & Surg Equip General,"Div Of Surg, Cardiov & Cancer",Karl Storz Endoscopy (Uk) Ltd,4317013,67990.8
Department of Health,Imperial College Healthcare NHS Trust,19/01/2021,Med & Surg Equip Leases,"Div Of Surg, Cardiov & Cancer",Tp Leasing Ltd,4316543,53670.58
Department of Health,Imperial College Healthcare NHS Trust,19/01/2021,Minor Works,Pandemic Planning,Cbre Managed Services Ltd,4318065,94538.5
Department of Health,Imperial College Healthcare NHS Trust,19/01/2021,Organ Donor Expenses,"Div Of Surg, Cardiov & Cancer",The Anthony Nolan Trust,4313575,26780
Department of Health,Imperial College Healthcare NHS Trust,19/01/2021,Other Gen Supplies & Srv,Pathology,Imperial College Projects Limited,4318803,371497.2
Department of Health,Imperial College Healthcare NHS Trust,19/01/2021,Other Research Exp - Non-Pay,Rd Medical Directorate,Royal Brompton And Harefield Nhs Ft,4318701,194464
Department of Health,Imperial College Healthcare NHS Trust,19/01/2021,Other Research Exp - Non-Pay,Rd Medical Directorate,West London  Nhs Trust,4253480,47483.5
Department of Health,Imperial College Healthcare NHS Trust,19/01/2021,Other Research Exp - Non-Pay,Rd Medical Directorate,West London  Nhs Trust,4281837,47483
Department of Health,Imperial College Healthcare NHS Trust,19/01/2021,Other Research Exp - Non-Pay,Rd Medical Directorate,West London  Nhs Trust,4318215,47483
Department of Health,Imperial College Healthcare NHS Trust,19/01/2021,Other Research Exp - Pay,Rd Medicine Division,West London  Nhs Trust,4244216,61780
Department of Health,Imperial College Healthcare NHS Trust,19/01/2021,Other Transport Costs,Pathology,Dhl Supply Chain  (Former Excel),34153,32358.4
Department of Health,Imperial College Healthcare NHS Trust,19/01/2021,Postage & Carriage,Pathology,Dhl Supply Chain  (Former Excel),34565,71168.15
Department of Health,Imperial College Healthcare NHS Trust,19/01/2021,Postage & Carriage,Pathology,Dhl Supply Chain  (Former Excel),34566,133683.53
Department of Health,Imperial College Healthcare NHS Trust,19/01/2021,Transcription Services,"Div Of Surg, Cardiov & Cancer",Dictate It Ltd,4318107,33653.01
Department of Health,Imperial College Healthcare NHS Trust,20/01/2021,Income Tax Paye,Ichnt Balance Sheet,Hmrc Government Employers Account,4317686,18409029.44
Department of Health,Imperial College Healthcare NHS Trust,21/01/2021,Clinical Managed Service Contr,"Div Of Surg, Cardiov & Cancer",Blatchford Limited,4318537,49430.51
Department of Health,Imperial College Healthcare NHS Trust,21/01/2021,Computer Hardware Purch,Information & Comms Technology,Optimus It Infra Ltd,4298988,95597.08
Department of Health,Imperial College Healthcare NHS Trust,21/01/2021,Computer Software/License,Information & Comms Technology,Mbi Healthcare Technologies Limited,4292184,38400
Department of Health,Imperial College Healthcare NHS Trust,21/01/2021,Computer Software/License,Information & Comms Technology,Optimus It Infra Ltd,4298991,54612
Department of Health,Imperial College Healthcare NHS Trust,21/01/2021,Computer Software/License,Information & Comms Technology,Optimus It Infra Ltd,4298992,89581.2
Department of Health,Imperial College Healthcare NHS Trust,21/01/2021,Computer Software/License,Information & Comms Technology,Optimus It Infra Ltd,4298994,47841.3
Department of Health,Imperial College Healthcare NHS Trust,21/01/2021,Cy Auc -Addns-Bd Purchased,Capital Summary,Temple Lifts Ltd [Cs],4302316,75500.18
Department of Health,Imperial College Healthcare NHS Trust,21/01/2021,Cy Auc -Addns- It Eqpt-Addns,Capital Summary,Xiel Ltd,4309054,67619.13
Department of Health,Imperial College Healthcare NHS Trust,21/01/2021,Cy Auc -Addns- P & M-Purchased,Capital Summary,Gama Healthcare Ltd,4315693,114000
Department of Health,Imperial College Healthcare NHS Trust,21/01/2021,Ic Library Expenditure,Medical Director Summary,Imperial College London,4296235,100178.39
Department of Health,Imperial College Healthcare NHS Trust,21/01/2021,Ic Library Expenditure,Medical Director Summary,Imperial College London,4298525,100178.39
Department of Health,Imperial College Healthcare NHS Trust,21/01/2021,Ic Pay Recharge In: Med,Private Patients Directorate,Imperial College London,4298540,40443.81
Department of Health,Imperial College Healthcare NHS Trust,21/01/2021,Med & Surg Equip Leases,"Div Of Surg, Cardiov & Cancer",Intuitive Surgical Ltd,4318122,52506.79
Department of Health,Imperial College Healthcare NHS Trust,21/01/2021,Other Research Exp - Non-Pay,Rd Medical Directorate,Chelsea And  Westminster Hospital Nhs Ft,4319250,434193
Department of Health,Imperial College Healthcare NHS Trust,21/01/2021,Other Research Exp - Non-Pay,Rd Medical Directorate,Imperial College Healthcare Charity,4319083,50000
Department of Health,Imperial College Healthcare NHS Trust,21/01/2021,Other Research Exp - Pay,Rdwomen And Children Division,Imperial College London,4298523,66749.55
Department of Health,Imperial College Healthcare NHS Trust,21/01/2021,Purch Hcare Independent Sector,Div Of Med & Integrated Care,London Central & West Unscheduled Care Collab,4321670,392444.2
Department of Health,Imperial College Healthcare NHS Trust,21/01/2021,Rates,Estates Directorate,London Borough Hammersmith & Fulham,4321976,199500
Department of Health,Imperial College Healthcare NHS Trust,21/01/2021,Rates,Estates Directorate,London Borough Hammersmith & Fulham,4321977,212800
Department of Health,Imperial College Healthcare NHS Trust,26/01/2021,Acton Housing Association,Ichnt Balance Sheet,A2dominion Housing Group Ltd,4323350,211539.64
Department of Health,Imperial College Healthcare NHS Trust,26/01/2021,Car Salary Sacrifice,Ichnt Balance Sheet,Tuskerdirect Ltd,4313688,69826
Department of Health,Imperial College Healthcare NHS Trust,26/01/2021,Clinical Managed Service Contr,Pathology,Abbott Laboratories Ltd,34206,285908.77
Department of Health,Imperial College Healthcare NHS Trust,26/01/2021,Clinical Managed Service Contr,Pathology,Abbott Laboratories Ltd,34209,281915.46
