Department Family,Entity,Date Paid,Expense Type,Expenses Area,Supplier Name,Transaction Reference,Amount
Department of Health,Imperial College Healthcare NHS Trust,04/03/2021,Ext Contr Laundry,Estates Directorate,Synergy Health Managed Services Ltd,4344994,"48,922.75"
Department of Health,Imperial College Healthcare NHS Trust,04/03/2021,Ext Contr Laundry,Estates Directorate,Synergy Health Managed Services Ltd,4344995,"62,496.64"
Department of Health,Imperial College Healthcare NHS Trust,04/03/2021,Home Electronics Cr,Ichnt Balance Sheet,Northumbria Healthcare Nhs Foundation Trust,4304278,"33,581.15"
Department of Health,Imperial College Healthcare NHS Trust,04/03/2021,Home Electronics Cr,Ichnt Balance Sheet,Northumbria Healthcare Nhs Foundation Trust,4308996,"31,989.93"
Department of Health,Imperial College Healthcare NHS Trust,04/03/2021,Home Electronics Cr,Ichnt Balance Sheet,Northumbria Healthcare Nhs Foundation Trust,4340599,"25,666.72"
Department of Health,Imperial College Healthcare NHS Trust,04/03/2021,Home Electronics Cr,Ichnt Balance Sheet,Northumbria Healthcare Nhs Foundation Trust,4343574,"29,734.83"
Department of Health,Imperial College Healthcare NHS Trust,04/03/2021,Ic Pay Recharge In: Med,"Div Of Surg, Cardiov & Cancer",Imperial College London,4344973,"31,261.85"
Department of Health,Imperial College Healthcare NHS Trust,04/03/2021,Ic Pay Recharge In: Med,Pathology,Imperial College London,35653,"32,755.25"
Department of Health,Imperial College Healthcare NHS Trust,04/03/2021,Ic Pay Recharge In: Med,Private Patients Directorate,Imperial College London,4330813,"29,647.53"
Department of Health,Imperial College Healthcare NHS Trust,04/03/2021,Other Gen Supplies & Srv,Pathology,Imperial College Projects Limited,35558,"81,055.20"
Department of Health,Imperial College Healthcare NHS Trust,04/03/2021,Postage & Carriage,Div Of Women & Clin Support,Xerox (Uk) Ltd,4345009,"44,438.32"
Department of Health,Imperial College Healthcare NHS Trust,04/03/2021,Purch Hcare Independent Sector,Pandemic Planning,King Edward Vii'S Hospital,4344241,"73,887.71"
Department of Health,Imperial College Healthcare NHS Trust,04/03/2021,Purch Hcare Independent Sector,Pandemic Planning,King Edward Vii'S Hospital,4344242,"61,037.67"
Department of Health,Imperial College Healthcare NHS Trust,04/03/2021,Supplies Issues Recharges,Ichnt Balance Sheet,Supply Chain Coordination Ltd (Sccl) ( 101),4304628,"180,949.64"
Department of Health,Imperial College Healthcare NHS Trust,04/03/2021,Supplies Issues Recharges,Ichnt Balance Sheet,Supply Chain Coordination Ltd (Sccl) ( 101),4309186,"168,831.59"
Department of Health,Imperial College Healthcare NHS Trust,04/03/2021,Supplies Issues Recharges,Ichnt Balance Sheet,Supply Chain Coordination Ltd (Sccl) ( 101),4312243,"111,472.79"
Department of Health,Imperial College Healthcare NHS Trust,04/03/2021,Supplies Issues Recharges,Ichnt Balance Sheet,Supply Chain Coordination Ltd (Sccl) ( 101),4312244,"144,730.10"
Department of Health,Imperial College Healthcare NHS Trust,04/03/2021,Supplies Issues Recharges,Ichnt Balance Sheet,Supply Chain Coordination Ltd (Sccl) ( 101),4312245,"149,992.00"
Department of Health,Imperial College Healthcare NHS Trust,04/03/2021,Supplies Issues Recharges,Ichnt Balance Sheet,Supply Chain Coordination Ltd (Sccl) ( 101),4316977,"91,024.81"
Department of Health,Imperial College Healthcare NHS Trust,04/03/2021,Supplies Issues Recharges,Ichnt Balance Sheet,Supply Chain Coordination Ltd (Sccl) ( 101),4316980,"170,320.25"
Department of Health,Imperial College Healthcare NHS Trust,04/03/2021,Supplies Issues Recharges,Ichnt Balance Sheet,Supply Chain Coordination Ltd (Sccl) ( 101),4319255,"150,664.03"
Department of Health,Imperial College Healthcare NHS Trust,04/03/2021,Supplies Issues Recharges,Ichnt Balance Sheet,Supply Chain Coordination Ltd (Sccl) ( 101),4319256,"136,738.14"
Department of Health,Imperial College Healthcare NHS Trust,04/03/2021,Supplies Issues Recharges,Ichnt Balance Sheet,Supply Chain Coordination Ltd (Sccl) ( 101),4319257,"177,866.16"
Department of Health,Imperial College Healthcare NHS Trust,04/03/2021,Supplies Issues Recharges,Ichnt Balance Sheet,Supply Chain Coordination Ltd (Sccl) ( 101),4323473,"135,998.05"
Department of Health,Imperial College Healthcare NHS Trust,04/03/2021,Supplies Issues Recharges,Ichnt Balance Sheet,Supply Chain Coordination Ltd (Sccl) ( 101),4323474,"168,706.32"
Department of Health,Imperial College Healthcare NHS Trust,04/03/2021,Supplies Issues Recharges,Ichnt Balance Sheet,Supply Chain Coordination Ltd (Sccl) ( 101),4323475,"89,849.37"
Department of Health,Imperial College Healthcare NHS Trust,04/03/2021,Supplies Issues Recharges,Ichnt Balance Sheet,Supply Chain Coordination Ltd (Sccl) ( 101),4327776,"125,090.00"
Department of Health,Imperial College Healthcare NHS Trust,04/03/2021,Supplies Issues Recharges,Ichnt Balance Sheet,Supply Chain Coordination Ltd (Sccl) ( 101),4327778,"127,357.05"
Department of Health,Imperial College Healthcare NHS Trust,04/03/2021,Supplies Issues Recharges,Ichnt Balance Sheet,Supply Chain Coordination Ltd (Sccl) ( 101),4327779,"133,304.57"
Department of Health,Imperial College Healthcare NHS Trust,04/03/2021,Supplies Issues Recharges,Ichnt Balance Sheet,Supply Chain Coordination Ltd (Sccl) ( 101),4332637,"121,564.76"
Department of Health,Imperial College Healthcare NHS Trust,04/03/2021,Supplies Issues Recharges,Ichnt Balance Sheet,Supply Chain Coordination Ltd (Sccl) ( 101),4332639,"137,437.61"
Department of Health,Imperial College Healthcare NHS Trust,04/03/2021,Supplies Issues Recharges,Ichnt Balance Sheet,Supply Chain Coordination Ltd (Sccl) ( 101),4332640,"108,342.95"
Department of Health,Imperial College Healthcare NHS Trust,04/03/2021,Supplies Issues Recharges,Ichnt Balance Sheet,Supply Chain Coordination Ltd (Sccl) ( 101),4336692,"135,205.52"
Department of Health,Imperial College Healthcare NHS Trust,04/03/2021,Supplies Issues Recharges,Ichnt Balance Sheet,Supply Chain Coordination Ltd (Sccl) ( 101),4336693,"93,420.91"
Department of Health,Imperial College Healthcare NHS Trust,04/03/2021,Supplies Issues Recharges,Ichnt Balance Sheet,Supply Chain Coordination Ltd (Sccl) ( 101),4336696,"119,262.41"
Department of Health,Imperial College Healthcare NHS Trust,04/03/2021,Supplies Issues Recharges,Ichnt Balance Sheet,Supply Chain Coordination Ltd (Sccl) ( 101),4344213,"109,451.24"
Department of Health,Imperial College Healthcare NHS Trust,04/03/2021,Supplies Issues Recharges,Ichnt Balance Sheet,Supply Chain Coordination Ltd (Sccl) ( 101),4344214,"105,751.27"
Department of Health,Imperial College Healthcare NHS Trust,04/03/2021,Supplies Issues Recharges,Ichnt Balance Sheet,Supply Chain Coordination Ltd (Sccl) ( 101),4344215,"147,023.25"
Department of Health,Imperial College Healthcare NHS Trust,09/03/2021,Acton Housing Association,Ichnt Balance Sheet,A2dominion Housing Group Ltd,4348326,"203,192.69"
Department of Health,Imperial College Healthcare NHS Trust,09/03/2021,Cy Auc -Addns- It Eqpt-Addns,Capital Summary,European Electronique Ltd,4345440,"148,556.76"
Department of Health,Imperial College Healthcare NHS Trust,09/03/2021,Cy Auc -Addns- P & M-Purchased,Capital Summary,Canon Medical Systems Ltd,4343855,"75,000.00"
Department of Health,Imperial College Healthcare NHS Trust,09/03/2021,Cy Auc -Addns- P & M-Purchased,Capital Summary,Siemens Healthcare Ltd,4325745,"158,400.00"
Department of Health,Imperial College Healthcare NHS Trust,09/03/2021,Cy Auc -Addns- P & M-Purchased,Capital Summary,Siemens Healthcare Ltd,4325749,"158,400.00"
Department of Health,Imperial College Healthcare NHS Trust,09/03/2021,Cy Auc -Addns- P & M-Purchased,Capital Summary,Siemens Healthcare Ltd,4325750,"181,800.00"
Department of Health,Imperial College Healthcare NHS Trust,09/03/2021,Cy Auc -Addns- P & M-Purchased,Capital Summary,Siemens Healthcare Ltd,4344202,"2,555,928.00"
Department of Health,Imperial College Healthcare NHS Trust,09/03/2021,Cy Auc -Addns- P & M-Purchased,Capital Summary,Supply Chain Coordination Ltd (Sccl) ( 905),4345552,"174,599.98"
Department of Health,Imperial College Healthcare NHS Trust,09/03/2021,Cy Auc -Addns- Prof Fee)-Purch,Capital Summary,Fred Pilbrow And Partners Limited,4347254,"49,632.00"
Department of Health,Imperial College Healthcare NHS Trust,09/03/2021,Dialysers,Div Of Med & Integrated Care,Baxter Healthcare Ltd,4344208,"112,683.11"
Department of Health,Imperial College Healthcare NHS Trust,09/03/2021,Dist Award - Local Cea,Div Of Med & Integrated Care,Imperial College London,4345525,"32,687.77"
Department of Health,Imperial College Healthcare NHS Trust,09/03/2021,Dist Award - Nat Cea,Div Of Med & Integrated Care,Imperial College London,4345525,"102,724.80"
Department of Health,Imperial College Healthcare NHS Trust,09/03/2021,Ic Pay Recharge In: Med,Div Of Med & Integrated Care,Imperial College London,4345525,"149,314.22"
Department of Health,Imperial College Healthcare NHS Trust,09/03/2021,Ic Pay Recharge In: Med,"Div Of Surg, Cardiov & Cancer",Imperial College London,4345525,"438,906.41"
Department of Health,Imperial College Healthcare NHS Trust,09/03/2021,Ic Pay Recharge In: Med,Div Of Women & Clin Support,Imperial College London,4345525,"118,145.91"
Department of Health,Imperial College Healthcare NHS Trust,09/03/2021,Ic Pay Recharge In: Med,Medical Director Summary,Imperial College London,4345525,"57,315.22"
Department of Health,Imperial College Healthcare NHS Trust,09/03/2021,Ic Pay Recharge In: Med,Private Patients Directorate,Imperial College London,4234477,"54,319.86"
Department of Health,Imperial College Healthcare NHS Trust,09/03/2021,Ic Pay Recharge In: Med,Private Patients Directorate,Imperial College London,4298524,"58,102.95"
Department of Health,Imperial College Healthcare NHS Trust,09/03/2021,Isotopes,Div Of Women & Clin Support,Curium Pharma Uk Ltd,4344155,"72,714.00"
Department of Health,Imperial College Healthcare NHS Trust,09/03/2021,Jac - Stock,Balance Sheet St Marys,Bayer Plc,4346794,"67,521.74"
Department of Health,Imperial College Healthcare NHS Trust,09/03/2021,Jac - Stock,Balance Sheet St Marys,Janssen-Cilag Ltd,4345951,"57,283.20"
Department of Health,Imperial College Healthcare NHS Trust,09/03/2021,Lab Equip Maint / Repairs,Div Of Women & Clin Support,Becton Dickinson Uk Ltd,4343760,"30,327.78"
Department of Health,Imperial College Healthcare NHS Trust,09/03/2021,Laboratory Equipment,Pathology,Analytik Jena Uk Ltd,35259,"36,360.00"
Department of Health,Imperial College Healthcare NHS Trust,09/03/2021,Med & Surg Equip Leases,Estates Directorate,Arjo Uk Ltd,4344079,"92,868.47"
Department of Health,Imperial College Healthcare NHS Trust,09/03/2021,Med & Surg Equip Repair,Estates Directorate,Ge Medical Systems Limited,4345324,"727,888.80"
Department of Health,Imperial College Healthcare NHS Trust,09/03/2021,Other Research Exp - Non-Pay,Rd Medical Directorate,London North West Univ Healthcare Nhs Trust,4342255,"377,266.00"
Department of Health,Imperial College Healthcare NHS Trust,09/03/2021,Other Transport Costs,Estates Directorate,Falck Uk Ambulance Service Limited,4344484,"1,445,875.07"
Department of Health,Imperial College Healthcare NHS Trust,09/03/2021,Provisions,Estates Directorate,Brakes Bros Ltd,4335152,"177,703.49"
Department of Health,Imperial College Healthcare NHS Trust,09/03/2021,Supplies Issues Recharges,Ichnt Balance Sheet,Nhs Supply Chain (Maintenance 201),4250491,"75,778.26"
Department of Health,Imperial College Healthcare NHS Trust,09/03/2021,Supplies Issues Recharges,Ichnt Balance Sheet,Nhs Supply Chain (Maintenance 201),4252317,"103,387.59"
Department of Health,Imperial College Healthcare NHS Trust,09/03/2021,Thames Valley Housing Assoc,Ichnt Balance Sheet,Metropolitan Thames Valley,4348327,"99,887.97"
Department of Health,Imperial College Healthcare NHS Trust,11/03/2021,Agency Estates & Maint'Nce,Estates Directorate,Reed Specialist Recruitment Ltd,4350458,"75,616.26"
Department of Health,Imperial College Healthcare NHS Trust,11/03/2021,Agency Nursing: Qualified,Div Of Med & Integrated Care,Reed Specialist Recruitment Ltd,4350458,"44,660.40"
Department of Health,Imperial College Healthcare NHS Trust,11/03/2021,Agency Nursing: Qualified,"Div Of Surg, Cardiov & Cancer",Reed Specialist Recruitment Ltd,4350458,"420,876.03"
Department of Health,Imperial College Healthcare NHS Trust,11/03/2021,Clinical Managed Service Contr,Pathology,Abbott Laboratories Ltd,4348328,"65,292.40"
Department of Health,Imperial College Healthcare NHS Trust,11/03/2021,Computer Software/License,Information & Comms Technology,Isosec Limited,4030475,"30,096.00"
Department of Health,Imperial College Healthcare NHS Trust,11/03/2021,Cy Auc -Addns- P & M-Purchased,Capital Summary,Mri Devices Ltd,4348299,"75,000.00"
Department of Health,Imperial College Healthcare NHS Trust,11/03/2021,Cy Auc -Addns- P & M-Purchased,Capital Summary,Supply Chain Coordination Ltd (Sccl) ( 905),4334102,"30,625.00"
Department of Health,Imperial College Healthcare NHS Trust,11/03/2021,Dialysers,Div Of Med & Integrated Care,Nxstage Medical Uk Ltd,4344071,"39,219.92"
Department of Health,Imperial College Healthcare NHS Trust,11/03/2021,Ext Contr Logistics,Finance Directorate,Eleanor Hospital Logistics Ltd,4329390,"160,597.78"
Department of Health,Imperial College Healthcare NHS Trust,11/03/2021,Ext Contr Logistics,Finance Directorate,Eleanor Hospital Logistics Ltd,4333680,"34,460.40"
Department of Health,Imperial College Healthcare NHS Trust,11/03/2021,Ext Contr Logistics,Finance Directorate,Eleanor Hospital Logistics Ltd,4345179,"160,597.78"
Department of Health,Imperial College Healthcare NHS Trust,11/03/2021,Jac - Stock,Balance Sheet St Marys,Alexion Pharma Uk Ltd,4349395,"30,240.00"
Department of Health,Imperial College Healthcare NHS Trust,11/03/2021,Jac - Stock,Balance Sheet St Marys,Alexion Pharma Uk Ltd,4349396,"30,240.00"
Department of Health,Imperial College Healthcare NHS Trust,11/03/2021,Jac - Stock,Balance Sheet St Marys,Csl Behring Uk Ltd,4348507,"49,770.00"
Department of Health,Imperial College Healthcare NHS Trust,11/03/2021,Jac - Stock,Balance Sheet St Marys,Janssen-Cilag Ltd,4349289,"44,928.00"
Department of Health,Imperial College Healthcare NHS Trust,11/03/2021,Jac - Stock,Balance Sheet St Marys,Qualasept Ltd,4347825,"123,581.04"
Department of Health,Imperial College Healthcare NHS Trust,11/03/2021,Jac - Stock,Balance Sheet St Marys,Qualasept Ltd,4347826,"207,711.78"
Department of Health,Imperial College Healthcare NHS Trust,11/03/2021,Jac - Stock,Balance Sheet St Marys,Roche Products Ltd,4347893,"50,223.77"
Department of Health,Imperial College Healthcare NHS Trust,11/03/2021,Lease Rents,Div Of Med & Integrated Care,Hayes Cottage Renal Unit Ltd,4338651,"306,033.00"
Department of Health,Imperial College Healthcare NHS Trust,11/03/2021,Lease Rents,"Div Of Surg, Cardiov & Cancer",Shawbrook Asset Finance,4347753,"40,143.56"
Department of Health,Imperial College Healthcare NHS Trust,11/03/2021,Materials - Building,Press & Communications,East Thames Signs Limited,4347540,"30,240.00"
Department of Health,Imperial College Healthcare NHS Trust,11/03/2021,Med & Surg Equip General,"Div Of Surg, Cardiov & Cancer",Societe Generale Equipment Finance Ltd,4265323,"43,753.81"
Department of Health,Imperial College Healthcare NHS Trust,11/03/2021,Other Research Exp - Pay,Rd Surgery & Cancer Division,Imperial College London,4331887,"29,084.48"
Department of Health,Imperial College Healthcare NHS Trust,11/03/2021,Purch Hcare Independent Sector,Div Of Med & Integrated Care,London Central & West Unscheduled Care Collab,4322852,"36,708.96"
Department of Health,Imperial College Healthcare NHS Trust,11/03/2021,Purch Hcare Independent Sector,Div Of Med & Integrated Care,London Central & West Unscheduled Care Collab,4322855,"36,791.84"
Department of Health,Imperial College Healthcare NHS Trust,11/03/2021,Purch Hcare Independent Sector,Div Of Med & Integrated Care,London Central & West Unscheduled Care Collab,4322858,"36,760.76"
Department of Health,Imperial College Healthcare NHS Trust,11/03/2021,Purch Hcare Independent Sector,Div Of Med & Integrated Care,London Central & West Unscheduled Care Collab,4322862,"36,993.86"
Department of Health,Imperial College Healthcare NHS Trust,11/03/2021,Purch Hcare Independent Sector,Div Of Med & Integrated Care,London Central & West Unscheduled Care Collab,4322865,"37,014.58"
Department of Health,Imperial College Healthcare NHS Trust,11/03/2021,Purch Hcare Independent Sector,Div Of Med & Integrated Care,London Central & West Unscheduled Care Collab,4322868,"37,123.36"
Department of Health,Imperial College Healthcare NHS Trust,11/03/2021,Purch Hcare Independent Sector,Div Of Med & Integrated Care,London Central & West Unscheduled Care Collab,4342288,"392,444.20"
Department of Health,Imperial College Healthcare NHS Trust,11/03/2021,Purch Hcare Independent Sector,Div Of Med & Integrated Care,London Central & West Unscheduled Care Collab,4350622,"392,444.20"
Department of Health,Imperial College Healthcare NHS Trust,11/03/2021,Purch Hcare Independent Sector,Div Of Med & Integrated Care,London Central & West Unscheduled Care Collab,4350640,"26,812.28"
Department of Health,Imperial College Healthcare NHS Trust,16/03/2021,Computer Software/License,Div Of Women & Clin Support,Icnh Limited T/A Dr Doctor,4340457,"104,588.40"
Department of Health,Imperial College Healthcare NHS Trust,16/03/2021,Computer Software/License,Information & Comms Technology,Ukcloud Ltd,4318152,"176,381.39"
Department of Health,Imperial College Healthcare NHS Trust,16/03/2021,Computer Software/License,Information & Comms Technology,Ukcloud Ltd,4347514,"54,766.60"
Department of Health,Imperial College Healthcare NHS Trust,16/03/2021,Cy Auc -Addns- It Eqpt-Addns,Capital Summary,Atos It Services Uk Ltd,4351645,"148,302.25"
Department of Health,Imperial College Healthcare NHS Trust,16/03/2021,Cy Auc -Addns- P & M-Purchased,Capital Summary,Baxter Healthcare Ltd,4351610,"182,914.39"
Department of Health,Imperial College Healthcare NHS Trust,16/03/2021,Cy Auc -Addns- P & M-Purchased,Capital Summary,Siemens Healthcare Ltd,4350438,"142,200.00"
Department of Health,Imperial College Healthcare NHS Trust,16/03/2021,Decontamination Services,Estates Directorate,Ihss Limited,4351729,"365,016.66"
Department of Health,Imperial College Healthcare NHS Trust,16/03/2021,Decontamination Services,Estates Directorate,Ihss Limited,4351732,"365,016.66"
Department of Health,Imperial College Healthcare NHS Trust,16/03/2021,Decontamination Services,Estates Directorate,Ihss Limited,4351733,"365,016.66"
Department of Health,Imperial College Healthcare NHS Trust,16/03/2021,Dialysers,Div Of Med & Integrated Care,Baxter Healthcare Ltd,4344210,"173,012.72"
Department of Health,Imperial College Healthcare NHS Trust,16/03/2021,Dialysers,Div Of Med & Integrated Care,Baxter Healthcare Ltd,4344211,"104,604.34"
Department of Health,Imperial College Healthcare NHS Trust,16/03/2021,Gas,Estates Directorate,Corona Energy,4352662,"33,166.70"
Department of Health,Imperial College Healthcare NHS Trust,16/03/2021,Gas,Estates Directorate,Corona Energy,4352664,"187,194.42"
Department of Health,Imperial College Healthcare NHS Trust,16/03/2021,Gas,Estates Directorate,Corona Energy,4352669,"79,526.12"
Department of Health,Imperial College Healthcare NHS Trust,16/03/2021,Gas,Estates Directorate,Corona Energy,4352693,"85,854.10"
Department of Health,Imperial College Healthcare NHS Trust,16/03/2021,Interpreting Services,Div Of Women & Clin Support,Oncall Interpreters Ltd [Cw],4315748,"38,618.42"
Department of Health,Imperial College Healthcare NHS Trust,16/03/2021,Jac - Stock,Balance Sheet St Marys,Alloga Uk Ltd,4352002,"41,400.00"
Department of Health,Imperial College Healthcare NHS Trust,16/03/2021,Jac - Stock,Balance Sheet St Marys,Bayer Plc,4351973,"131,393.66"
Department of Health,Imperial College Healthcare NHS Trust,16/03/2021,Jac - Stock,Balance Sheet St Marys,Roche Products Ltd,4350926,"78,069.60"
Department of Health,Imperial College Healthcare NHS Trust,16/03/2021,Laboratory Equipment,Pathology,Biomerieux Uk Ltd,35769,"65,625.60"
Department of Health,Imperial College Healthcare NHS Trust,16/03/2021,Nhs Pay Recharge In: Med,Finance Directorate,Royal Free London Nhs Foundation Trust,4344273,"158,861.65"
Department of Health,Imperial College Healthcare NHS Trust,16/03/2021,Other Miscellaneous,Div Of Med & Integrated Care,London Central & West Unscheduled Care Collab,4260760,"460,080.00"
Department of Health,Imperial College Healthcare NHS Trust,16/03/2021,Other Miscellaneous,Human Resources,Sodexo Motivation Solutions Uk Ltd,4344344,"29,816.33"
Department of Health,Imperial College Healthcare NHS Trust,18/03/2021,Agency Estates & Maint'Nce,Estates Directorate,Reed Specialist Recruitment Ltd,4353446,"83,519.68"
Department of Health,Imperial College Healthcare NHS Trust,18/03/2021,Agency Nursing: Qualified,Div Of Med & Integrated Care,Reed Specialist Recruitment Ltd,4353446,"43,380.19"
