Department Family,Entity,Date Paid,Expense Type,Expenses Area,Supplier Name,Transaction Reference,Amount
Department of Health,Imperial College Healthcare NHS Trust,14/04/2020,Computer Software/License,Human Resources,Softcat Plc,4167374,240800.4
Department of Health,Imperial College Healthcare NHS Trust,14/04/2020,Computer Software/License,Information & Comms Technology,Optimus It Infra Ltd,4146076,110702.1
Department of Health,Imperial College Healthcare NHS Trust,14/04/2020,Computer Software/License,Office Of Chief Executive,Cdw Ltd,4172929,83130.72
Department of Health,Imperial College Healthcare NHS Trust,14/04/2020,Consultancy Fees,Estates Directorate,The Retearn Group Limited,4176458,131772
Department of Health,Imperial College Healthcare NHS Trust,14/04/2020,Consultancy Fees,Human Resources,Tpc Health Ltd,4173153,52200
Department of Health,Imperial College Healthcare NHS Trust,14/04/2020,Cy Auc -Addns-Bd Purchased,Capital Summary,Cuffe  Plc,4173156,126163.2
Department of Health,Imperial College Healthcare NHS Trust,14/04/2020,Cy Auc -Addns-Bd Purchased,Capital Summary,Forest Gate Construction Ltd,4168175,262927.65
Department of Health,Imperial College Healthcare NHS Trust,14/04/2020,Cy Auc -Addns- It Eqpt-Addns,Capital Summary,Cdw Ltd,4174329,651721.9
Department of Health,Imperial College Healthcare NHS Trust,14/04/2020,Cy Auc -Addns- It Eqpt-Addns,Capital Summary,European Electronique Ltd,4167822,221880
Department of Health,Imperial College Healthcare NHS Trust,14/04/2020,Cy Auc -Addns- P & M-Purchased,Capital Summary,Baxter Healthcare Ltd,4172444,66960
Department of Health,Imperial College Healthcare NHS Trust,14/04/2020,Cy Auc -Addns- P & M-Purchased,Capital Summary,Bright Technologies,4172604,56400
Department of Health,Imperial College Healthcare NHS Trust,14/04/2020,Electricity,Estates Directorate,Edf Energy Customer Plc,4176958,41011.78
Department of Health,Imperial College Healthcare NHS Trust,14/04/2020,Electricity,Estates Directorate,Edf Energy Customer Plc,4176964,327777.98
Department of Health,Imperial College Healthcare NHS Trust,14/04/2020,Electricity,Estates Directorate,Edf Energy Customer Plc,4176965,116025.19
Department of Health,Imperial College Healthcare NHS Trust,14/04/2020,Electricity,Estates Directorate,Edf Energy Customer Plc,4176970,91002.28
Department of Health,Imperial College Healthcare NHS Trust,14/04/2020,Ext Contr Logistics,Finance Directorate,Eleanor Hospital Logistics Ltd,4173708,154313.76
Department of Health,Imperial College Healthcare NHS Trust,14/04/2020,Items Pending Investigation,Ichnt Balance Sheet,Curium Pharma Uk Ltd,4155566,64836
Department of Health,Imperial College Healthcare NHS Trust,14/04/2020,Jac - Stock,Balance Sheet St Marys,Csl Behring Uk Ltd,4175935,173040
Department of Health,Imperial College Healthcare NHS Trust,14/04/2020,Med & Surg Equip General,"Div Of Surg, Cardiov & Cancer",Ambu Limited,4172248,36013.14
Department of Health,Imperial College Healthcare NHS Trust,14/04/2020,Other Research Exp - Non-Pay,Rd Medical Directorate,The Hillingdon Hospital Nhs Foundation Trust,4169801,68212
Department of Health,Imperial College Healthcare NHS Trust,14/04/2020,Other Research Exp - Non-Pay,Rd Medical Directorate,The West London Research Network Cic,4176640,48674.08
Department of Health,Imperial College Healthcare NHS Trust,14/04/2020,Other Research Exp - Non-Pay,Rd Medical Directorate,West London  Nhs Trust,4172808,49961
Department of Health,Imperial College Healthcare NHS Trust,14/04/2020,Other Research Exp - Pay,Rd Medicine Division,Imperial College London,4172811,37015.01
Department of Health,Imperial College Healthcare NHS Trust,14/04/2020,Phone Instal & Maint,Information & Comms Technology,M&S Medicom,4174212,47224.2
Department of Health,Imperial College Healthcare NHS Trust,14/04/2020,Phone Instal & Maint,Information & Comms Technology,Netcall Telecom Limited,4171415,115022.4
Department of Health,Imperial College Healthcare NHS Trust,14/04/2020,Postage & Carriage,Div Of Women & Clin Support,Xerox (Uk) Ltd,4172998,45364.97
Department of Health,Imperial College Healthcare NHS Trust,14/04/2020,Staff Recruitment Costs,Human Resources,King'S College Hospital Nhs Foundation Trust,4173932,42716.61
Department of Health,Imperial College Healthcare NHS Trust,14/04/2020,Staff Recruitment Costs,Human Resources,King'S College Hospital Nhs Foundation Trust,4173935,40350
Department of Health,Imperial College Healthcare NHS Trust,16/04/2020,Blood Products,Pathology,Nhs Blood And Transplant,27361,59850.56
Department of Health,Imperial College Healthcare NHS Trust,16/04/2020,Computer Maintenance,Information & Comms Technology,Cdw Ltd,4177264,61992
Department of Health,Imperial College Healthcare NHS Trust,16/04/2020,Consultancy Fees,Estates Directorate,Knight Security Limited,4171634,30518.86
Department of Health,Imperial College Healthcare NHS Trust,16/04/2020,Contr Other External,Estates Directorate,Cbre Managed Services Ltd,4177164,754548
Department of Health,Imperial College Healthcare NHS Trust,16/04/2020,Cy Auc -Addns- It Eqpt-Addns,Capital Summary,4 Way Solutions Ltd,4173929,36726
Department of Health,Imperial College Healthcare NHS Trust,16/04/2020,Cy Auc -Addns- It Eqpt-Addns,Capital Summary,Cdw Ltd,4174029,42821.28
Department of Health,Imperial College Healthcare NHS Trust,16/04/2020,Dialysers,Div Of Med & Integrated Care,Baxter Healthcare Ltd,4155697,59611.38
Department of Health,Imperial College Healthcare NHS Trust,16/04/2020,Dialysers,Div Of Med & Integrated Care,Baxter Healthcare Ltd,4162990,135604.06
Department of Health,Imperial College Healthcare NHS Trust,16/04/2020,Drugs Nhs,Div Of Women & Clin Support,Nhs Business Services Authority,4175584,35155.54
Department of Health,Imperial College Healthcare NHS Trust,16/04/2020,Ext Contract - Patient Travel,Estates Directorate,Hats Group Ltd,4178134,48900
Department of Health,Imperial College Healthcare NHS Trust,16/04/2020,Items Pending Investigation,Ichnt Balance Sheet,Williams Building Company (22) Limited,4178518,65421.6
Department of Health,Imperial College Healthcare NHS Trust,16/04/2020,Med & Surg Equip General,"Div Of Surg, Cardiov & Cancer",Karl Storz Endoscopy (Uk) Ltd,4174405,67990.8
Department of Health,Imperial College Healthcare NHS Trust,16/04/2020,Other Managed Service Contract,Div Of Women & Clin Support,Petals,4159962,30000
Department of Health,Imperial College Healthcare NHS Trust,16/04/2020,Srvcsrecd-Other Nhs,Pathology,Micropathology Ltd,28505,35506
Department of Health,Imperial College Healthcare NHS Trust,16/04/2020,Staff Uniforms & Clothing,Estates Directorate,Mwuk T/A Alexandra,4175437,76065.19
Department of Health,Imperial College Healthcare NHS Trust,20/04/2020,Income Tax Paye,Ichnt Balance Sheet,Hmrc Government Employers Account,4180410,17121712.36
Department of Health,Imperial College Healthcare NHS Trust,21/04/2020,Car Salary Sacrifice,Ichnt Balance Sheet,Tuskerdirect Ltd,4139541,64450.35
Department of Health,Imperial College Healthcare NHS Trust,21/04/2020,Car Salary Sacrifice,Ichnt Balance Sheet,Tuskerdirect Ltd,4173949,60863.99
Department of Health,Imperial College Healthcare NHS Trust,21/04/2020,Computer Software/License,Information & Comms Technology,Optimus It Infra Ltd,4174198,168626.4
Department of Health,Imperial College Healthcare NHS Trust,21/04/2020,Computer Software/License,Pandemic Planning,Visionable Ltd,4171502,57000
Department of Health,Imperial College Healthcare NHS Trust,21/04/2020,Cy Auc -Addns- P & M-Purchased,Capital Summary,Optima Medical Ltd,4165277,198116.39
Department of Health,Imperial College Healthcare NHS Trust,21/04/2020,Dist Award - Nat Cea,Div Of Med & Integrated Care,Imperial College London,4179692,100220.96
Department of Health,Imperial College Healthcare NHS Trust,21/04/2020,Dist Award - Nat Cea,"Div Of Surg, Cardiov & Cancer",Imperial College London,4179692,75418.33
Department of Health,Imperial College Healthcare NHS Trust,21/04/2020,Dist Award - Nat Cea,Div Of Women & Clin Support,Imperial College London,4179692,35883.48
Department of Health,Imperial College Healthcare NHS Trust,21/04/2020,Dist Award - Nat Cea,Medical Director Summary,Imperial College London,4179692,31117.04
Department of Health,Imperial College Healthcare NHS Trust,21/04/2020,Ext Contract - Patient Travel,Pandemic Planning,Hats Group Ltd,4178189,59700
Department of Health,Imperial College Healthcare NHS Trust,21/04/2020,Ext Contract - Patient Travel,Pandemic Planning,Hats Group Ltd,4181585,43500
Department of Health,Imperial College Healthcare NHS Trust,21/04/2020,Gas,Estates Directorate,Corona Energy,4179625,79416.41
Department of Health,Imperial College Healthcare NHS Trust,21/04/2020,Gas,Estates Directorate,Corona Energy,4179626,54994.39
Department of Health,Imperial College Healthcare NHS Trust,21/04/2020,Gas,Estates Directorate,Corona Energy,4179627,77448.95
Department of Health,Imperial College Healthcare NHS Trust,21/04/2020,Gas,Estates Directorate,Corona Energy,4179628,177231.44
Department of Health,Imperial College Healthcare NHS Trust,21/04/2020,Ic Pay Recharge In: Med,Div Of Med & Integrated Care,Imperial College London,4179692,148622.24
Department of Health,Imperial College Healthcare NHS Trust,21/04/2020,Ic Pay Recharge In: Med,"Div Of Surg, Cardiov & Cancer",Imperial College London,4179692,349812.27
Department of Health,Imperial College Healthcare NHS Trust,21/04/2020,Ic Pay Recharge In: Med,"Div Of Surg, Cardiov & Cancer",Imperial College London,4179693,90576.97
Department of Health,Imperial College Healthcare NHS Trust,21/04/2020,Ic Pay Recharge In: Med,Div Of Women & Clin Support,Imperial College London,4179692,76149.41
Department of Health,Imperial College Healthcare NHS Trust,21/04/2020,Ic Pay Recharge In: Med,Pathology,Imperial College London,28833,36701.56
Department of Health,Imperial College Healthcare NHS Trust,21/04/2020,Ic Pay Rechge In: Admin & Mgmt,Medical Director Summary,Imperial College London,4172292,28240.16
Department of Health,Imperial College Healthcare NHS Trust,21/04/2020,Isotopes,Div Of Women & Clin Support,Curium Pharma Uk Ltd,4172397,55248
Department of Health,Imperial College Healthcare NHS Trust,21/04/2020,Jac - Stock,Balance Sheet St Marys,Csl Behring Uk Ltd,4180533,58800
Department of Health,Imperial College Healthcare NHS Trust,21/04/2020,Jac - Stock,Balance Sheet St Marys,Janssen-Cilag Ltd,4178822,71884.8
Department of Health,Imperial College Healthcare NHS Trust,21/04/2020,Jac - Stock,Balance Sheet St Marys,Roche Products Ltd,4180619,30391.25
Department of Health,Imperial College Healthcare NHS Trust,21/04/2020,Med & Surg Equip General,Rd Surgery & Cancer Division,Medtronic Ltd,4167235,36000
Department of Health,Imperial College Healthcare NHS Trust,21/04/2020,Med & Surg Equip Leases,"Div Of Surg, Cardiov & Cancer",Tp Leasing Ltd,4174195,53670.58
Department of Health,Imperial College Healthcare NHS Trust,21/04/2020,Med & Surg Equip Repair,Estates Directorate,Ge Medical Systems Limited,4179987,717862.8
Department of Health,Imperial College Healthcare NHS Trust,21/04/2020,Nhs Pay Recharge In: Med,Div Of Med & Integrated Care,West Hertfordshire Hospitals Nhs Trust,4169504,29196
Department of Health,Imperial College Healthcare NHS Trust,21/04/2020,Other Research Exp - Non-Pay,Rd Medical Directorate,Chelsea And  Westminster Hospital Nhs Ft,4180970,472199
Department of Health,Imperial College Healthcare NHS Trust,21/04/2020,Other Research Exp - Non-Pay,Rd Medical Directorate,Imperial College London,4167478,129449.28
Department of Health,Imperial College Healthcare NHS Trust,21/04/2020,Other Research Exp - Pay,Rd Medical Directorate,Imperial College London,4141265,301287.49
Department of Health,Imperial College Healthcare NHS Trust,21/04/2020,Other Research Exp - Pay,Rd Medicine Division,Imperial College London,4172766,34697.24
Department of Health,Imperial College Healthcare NHS Trust,21/04/2020,Patients Appl: Purchase,"Div Of Surg, Cardiov & Cancer",Blatchford Limited,4177219,59455.26
Department of Health,Imperial College Healthcare NHS Trust,21/04/2020,Staff Location/Bleeps,Information & Comms Technology,Multitone Electronics Plc,4177202,66615
Department of Health,Imperial College Healthcare NHS Trust,21/04/2020,Supplies Issues Recharges,Ichnt Balance Sheet,Supply Chain Coordination Ltd (Sccl) ( 101),4167997,212842.55
Department of Health,Imperial College Healthcare NHS Trust,21/04/2020,Supplies Issues Recharges,Ichnt Balance Sheet,Supply Chain Coordination Ltd (Sccl) ( 101),4167999,169563.71
Department of Health,Imperial College Healthcare NHS Trust,21/04/2020,Supplies Issues Recharges,Ichnt Balance Sheet,Supply Chain Coordination Ltd (Sccl) ( 101),4168000,136628.31
Department of Health,Imperial College Healthcare NHS Trust,21/04/2020,Supplies Issues Recharges,Ichnt Balance Sheet,Supply Chain Coordination Ltd (Sccl) ( 101),4172656,164112.44
Department of Health,Imperial College Healthcare NHS Trust,21/04/2020,Supplies Issues Recharges,Ichnt Balance Sheet,Supply Chain Coordination Ltd (Sccl) ( 101),4172658,121563.9
Department of Health,Imperial College Healthcare NHS Trust,21/04/2020,Supplies Issues Recharges,Ichnt Balance Sheet,Supply Chain Coordination Ltd (Sccl) ( 101),4173433,40827.89
Department of Health,Imperial College Healthcare NHS Trust,21/04/2020,Supplies Issues Recharges,Ichnt Balance Sheet,Supply Chain Coordination Ltd (Sccl) ( 101),4173434,31759.11
Department of Health,Imperial College Healthcare NHS Trust,21/04/2020,Supplies Issues Recharges,Ichnt Balance Sheet,Supply Chain Coordination Ltd (Sccl) ( 101),4173435,41512.88
Department of Health,Imperial College Healthcare NHS Trust,21/04/2020,Supplies Issues Recharges,Ichnt Balance Sheet,Supply Chain Coordination Ltd (Sccl) ( 101),4175587,64354.44
Department of Health,Imperial College Healthcare NHS Trust,21/04/2020,Supplies Issues Recharges,Ichnt Balance Sheet,Supply Chain Coordination Ltd (Sccl) ( 101),4175588,58174.39
Department of Health,Imperial College Healthcare NHS Trust,21/04/2020,Supplies Issues Recharges,Ichnt Balance Sheet,Supply Chain Coordination Ltd (Sccl) ( 101),4175590,102734.73
Department of Health,Imperial College Healthcare NHS Trust,21/04/2020,Supplies Issues Recharges,Ichnt Balance Sheet,Supply Chain Coordination Ltd (Sccl) ( 101),4178357,144128.56
Department of Health,Imperial College Healthcare NHS Trust,21/04/2020,Supplies Issues Recharges,Ichnt Balance Sheet,Supply Chain Coordination Ltd (Sccl) ( 101),4178358,81596.5
Department of Health,Imperial College Healthcare NHS Trust,21/04/2020,Supplies Issues Recharges,Ichnt Balance Sheet,Supply Chain Coordination Ltd (Sccl) ( 101),4178359,89056.78
Department of Health,Imperial College Healthcare NHS Trust,21/04/2020,Taxi & Other Vehicle Hire,Estates Directorate,Dhl Supply Chain  (Former Excel),4130607,81344.61
Department of Health,Imperial College Healthcare NHS Trust,21/04/2020,Taxi & Other Vehicle Hire,Estates Directorate,Dhl Supply Chain  (Former Excel),4152377,84441.69
Department of Health,Imperial College Healthcare NHS Trust,21/04/2020,Taxi & Other Vehicle Hire,Estates Directorate,Dhl Supply Chain  (Former Excel),4163334,77760.91
Department of Health,Imperial College Healthcare NHS Trust,23/04/2020,Cleaning Equipment,Estates Directorate,Vermop Uk Ltd,4175025,156789.5
Department of Health,Imperial College Healthcare NHS Trust,23/04/2020,Clinical Managed Service Contr,"Div Of Surg, Cardiov & Cancer",Blatchford Limited,4155257,30020.83
Department of Health,Imperial College Healthcare NHS Trust,23/04/2020,Clinical Managed Service Contr,"Div Of Surg, Cardiov & Cancer",Blatchford Limited,4169616,30020.83
Department of Health,Imperial College Healthcare NHS Trust,23/04/2020,Clinical Managed Service Contr,"Div Of Surg, Cardiov & Cancer",Medtronic Ltd,4182906,584231.26
Department of Health,Imperial College Healthcare NHS Trust,23/04/2020,Clinical Managed Service Contr,"Div Of Surg, Cardiov & Cancer",Medtronic Ltd,4182917,1252061.26
Department of Health,Imperial College Healthcare NHS Trust,23/04/2020,Clinical Managed Service Contr,"Div Of Surg, Cardiov & Cancer",Medtronic Ltd,4182918,1452409.01
Department of Health,Imperial College Healthcare NHS Trust,23/04/2020,Clinical Managed Service Contr,"Div Of Surg, Cardiov & Cancer",Medtronic Ltd,4182919,1175187.79
Department of Health,Imperial College Healthcare NHS Trust,23/04/2020,Cy Auc -Addns- Prof Fee)-Purch,Capital Summary,Building Design Partnership Ltd,4181855,57121.34
Department of Health,Imperial College Healthcare NHS Trust,23/04/2020,Ext Contr Catering,Div Of Med & Integrated Care,Sodexo Limited,4182925,51343.76
Department of Health,Imperial College Healthcare NHS Trust,23/04/2020,Ext Contr Catering,Div Of Med & Integrated Care,Sodexo Limited,4182931,51343.78
Department of Health,Imperial College Healthcare NHS Trust,23/04/2020,Ext Contr Catering,Estates Directorate,Sodexo Limited,4182925,30523.17
Department of Health,Imperial College Healthcare NHS Trust,23/04/2020,Ext Contr Catering,Estates Directorate,Sodexo Limited,4182931,33586.46
Department of Health,Imperial College Healthcare NHS Trust,23/04/2020,Ext Contr Domestics,Div Of Med & Integrated Care,Sodexo Limited,4182925,45660.26
Department of Health,Imperial College Healthcare NHS Trust,23/04/2020,Ext Contr Domestics,Div Of Med & Integrated Care,Sodexo Limited,4182931,45902.28
Department of Health,Imperial College Healthcare NHS Trust,23/04/2020,Hospitality,Estates Directorate,Sodexo Limited,4182928,286830
Department of Health,Imperial College Healthcare NHS Trust,23/04/2020,Hospitality,Estates Directorate,Sodexo Limited,4182929,270174
Department of Health,Imperial College Healthcare NHS Trust,23/04/2020,Hospitality,Estates Directorate,Sodexo Limited,4182932,318670.8
Department of Health,Imperial College Healthcare NHS Trust,23/04/2020,Ic Pay Recharge In: Med,Private Patients Directorate,Imperial College London,4176484,37434.34
Department of Health,Imperial College Healthcare NHS Trust,23/04/2020,Isotopes,Div Of Women & Clin Support,Curium Pharma Uk Ltd,4174298,63336
Department of Health,Imperial College Healthcare NHS Trust,23/04/2020,Other Research Exp - Pay,Rd Medical Directorate,Imperial College London,4174244,96753.82
Department of Health,Imperial College Healthcare NHS Trust,23/04/2020,Srvcsrecd-Other Nhs,Pathology,Public Health England,4175593,42420.8
Department of Health,Imperial College Healthcare NHS Trust,28/04/2020,Agency Estates & Maint'Nce,Estates Directorate,Reed,4183143,39736.86
Department of Health,Imperial College Healthcare NHS Trust,28/04/2020,Agency Nursing: Qualified,Div Of Med & Integrated Care,Reed,4184647,52494.68
Department of Health,Imperial College Healthcare NHS Trust,28/04/2020,Agency Nursing: Qualified,"Div Of Surg, Cardiov & Cancer",Reed,4184647,73183.46
Department of Health,Imperial College Healthcare NHS Trust,28/04/2020,Cleaning Equipment,Estates Directorate,Nilfisk Ltd,4174606,35502
Department of Health,Imperial College Healthcare NHS Trust,28/04/2020,Computer Software/License,"Div Of Surg, Cardiov & Cancer",Philips Healthcare,4183080,58017.91
Department of Health,Imperial College Healthcare NHS Trust,28/04/2020,Consultancy Fees,"Div Of Surg, Cardiov & Cancer",Acumentice Limited,4184664,140949
Department of Health,Imperial College Healthcare NHS Trust,28/04/2020,Consultancy Fees,Office Of Chief Executive,The Boston Consulting Group Uk Llp,4183188,285600
Department of Health,Imperial College Healthcare NHS Trust,28/04/2020,Cy Auc -Addns-Bd Purchased,Capital Summary,Forest Gate Construction Ltd,4184712,142960.74
Department of Health,Imperial College Healthcare NHS Trust,28/04/2020,Cy Auc -Addns- It Eqpt-Addns,Capital Summary,Philips Healthcare,4184629,431548.8
Department of Health,Imperial College Healthcare NHS Trust,28/04/2020,Cy Auc -Addns- Prof Fee)-Purch,Capital Summary,The Boston Consulting Group Uk Llp,4183190,294000
Department of Health,Imperial College Healthcare NHS Trust,28/04/2020,Drugs Pbr Excluded,"Div Of Surg, Cardiov & Cancer",Healthcare At Home Ltd,4180967,26375
Department of Health,Imperial College Healthcare NHS Trust,28/04/2020,Drugs Pbr Excluded,"Div Of Surg, Cardiov & Cancer",Healthcare At Home Ltd,4181471,39125
Department of Health,Imperial College Healthcare NHS Trust,28/04/2020,Jac - Stock,Balance Sheet St Marys,Alexion Pharma Uk Ltd,4183550,60480
Department of Health,Imperial College Healthcare NHS Trust,28/04/2020,Jac - Stock,Balance Sheet St Marys,Amgen Ltd,4183522,48408
Department of Health,Imperial College Healthcare NHS Trust,28/04/2020,Jac - Stock,Balance Sheet St Marys,Bms Pharmaceuticals Ltd (0034),4185121,67506.6
Department of Health,Imperial College Healthcare NHS Trust,28/04/2020,Other Research Exp - Non-Pay,Rd Medical Directorate,The Hillingdon Hospital Nhs Foundation Trust,4169787,63712
Department of Health,Imperial College Healthcare NHS Trust,28/04/2020,Purch Hcare Independent Sector,Div Of Med & Integrated Care,London Central & West Unscheduled Care Collab,4184650,452524.25
Department of Health,Imperial College Healthcare NHS Trust,28/04/2020,Rent,Div Of Med & Integrated Care,Nhs Property Services Ltd,4137795,78000
Department of Health,Imperial College Healthcare NHS Trust,28/04/2020,Rent,Div Of Med & Integrated Care,Nhs Property Services Ltd,4165225,59295.94
Department of Health,Imperial College Healthcare NHS Trust,28/04/2020,Transcription Services,"Div Of Surg, Cardiov & Cancer",Dictate It Ltd,4184076,34698.53
