Department Family,Entity,Date Paid,Expense Type,Expenses Area,Supplier Name,Transaction Reference,Amount
Department of Health,Imperial College Healthcare NHS Trust,02/06/2020,Electricity,Estates Directorate,Edf Energy Customer Plc,4199137,314773.57
Department of Health,Imperial College Healthcare NHS Trust,02/06/2020,Electricity,Estates Directorate,Edf Energy Customer Plc,4199152,327777.98
Department of Health,Imperial College Healthcare NHS Trust,02/06/2020,Electricity,Estates Directorate,Edf Energy Customer Plc,4199153,91002.28
Department of Health,Imperial College Healthcare NHS Trust,02/06/2020,Electricity,Estates Directorate,Edf Energy Customer Plc,4199154,41016.04
Department of Health,Imperial College Healthcare NHS Trust,02/06/2020,Electricity,Estates Directorate,Edf Energy Customer Plc,4199156,116025.19
Department of Health,Imperial College Healthcare NHS Trust,02/06/2020,Electricity,Estates Directorate,Edf Energy Customer Plc,4199164,99611.76
Department of Health,Imperial College Healthcare NHS Trust,02/06/2020,Electricity,Estates Directorate,Edf Energy Customer Plc,4199165,37063.9
Department of Health,Imperial College Healthcare NHS Trust,02/06/2020,Electricity,Estates Directorate,Edf Energy Customer Plc,4199168,213922.32
Department of Health,Imperial College Healthcare NHS Trust,02/06/2020,Equip Maint Contracts,Estates Directorate,Cbre Managed Services Ltd,4197726,36616.07
Department of Health,Imperial College Healthcare NHS Trust,02/06/2020,Equip Maint Contracts,Pathology,Thermo Fisher Scientific,29426,36534.42
Department of Health,Imperial College Healthcare NHS Trust,02/06/2020,Ic Pay Recharge In: Med,"Div Of Surg, Cardiov & Cancer",Imperial College London,4183130,25000
Department of Health,Imperial College Healthcare NHS Trust,02/06/2020,Items Pending Investigation,Ichnt Balance Sheet,6 Point 6 Ltd,4158861,38910
Department of Health,Imperial College Healthcare NHS Trust,02/06/2020,Jac - Stock,Balance Sheet St Marys,Aah Pharmaceuticals Limited,4200186,33966.58
Department of Health,Imperial College Healthcare NHS Trust,02/06/2020,Laboratory Test Kits,Pathology,Cepheid Uk Ltd,29698,34452
Department of Health,Imperial College Healthcare NHS Trust,02/06/2020,Med & Surg Equip Leases,Div Of Med & Integrated Care,De Lage Landen Leasing Limited,4176567,34236.3
Department of Health,Imperial College Healthcare NHS Trust,02/06/2020,Med & Surg Equip Leases,Estates Directorate,Arjo Uk Ltd,4134643,93429.47
Department of Health,Imperial College Healthcare NHS Trust,02/06/2020,Med & Surg Equip Leases,Estates Directorate,Arjo Uk Ltd,4198638,93429.47
Department of Health,Imperial College Healthcare NHS Trust,02/06/2020,Med & Surg Maint Contract,"Div Of Surg, Cardiov & Cancer",Varian Medical Systems Uk Ltd,4194062,97023.6
Department of Health,Imperial College Healthcare NHS Trust,02/06/2020,Other Gen Supplies & Srv,Pandemic Planning,Toffeln,4190391,102630
Department of Health,Imperial College Healthcare NHS Trust,02/06/2020,Other Gen Supplies & Srv,Pandemic Planning,Toffeln,4191402,186600
Department of Health,Imperial College Healthcare NHS Trust,02/06/2020,Other Research Exp - Non-Pay,Rd Medical Directorate,London Ambulance Service Nhs Trust,4169823,38178
Department of Health,Imperial College Healthcare NHS Trust,02/06/2020,Other Research Exp - Pay,Rd Medical Directorate,Imperial College London,4172372,58698.2
Department of Health,Imperial College Healthcare NHS Trust,02/06/2020,Other Research Exp - Pay,Rd Medical Directorate,Imperial College London,4187736,55616.62
Department of Health,Imperial College Healthcare NHS Trust,02/06/2020,Other Research Exp - Pay,Rd Medical Directorate,Imperial College London,4189007,79627.32
Department of Health,Imperial College Healthcare NHS Trust,02/06/2020,Other Research Exp - Pay,Rd Medicine Division,Imperial College London,4193700,36896
Department of Health,Imperial College Healthcare NHS Trust,02/06/2020,Other Research Exp - Pay,Rd Surgery & Cancer Division,Imperial College London,4194236,45419
Department of Health,Imperial College Healthcare NHS Trust,02/06/2020,Other Research Exp - Pay,Rdwomen And Children Division,Imperial College London,4172731,121600.36
Department of Health,Imperial College Healthcare NHS Trust,02/06/2020,Other Research Exp - Pay,Rdwomen And Children Division,Imperial College London,4174269,91948.67
Department of Health,Imperial College Healthcare NHS Trust,02/06/2020,Other Research Exp - Pay,Rdwomen And Children Division,Imperial College London,4174283,46043.41
Department of Health,Imperial College Healthcare NHS Trust,02/06/2020,Protective Clothing,Pandemic Planning,Cmt Equipment Ltd T/A Cmt Group,4199776,76500
Department of Health,Imperial College Healthcare NHS Trust,02/06/2020,Protective Clothing,Pandemic Planning,Dunelm ( Soft Furnishings ) Ltd,4199783,202950
Department of Health,Imperial College Healthcare NHS Trust,02/06/2020,Purch Hcare Independent Sector,Div Of Med & Integrated Care,London Central & West Unscheduled Care Collab,4200698,452524.25
Department of Health,Imperial College Healthcare NHS Trust,02/06/2020,Services Received - Nhsts,"Div Of Surg, Cardiov & Cancer",Chelsea And  Westminster Hospital Nhs Ft,4199222,40378.06
Department of Health,Imperial College Healthcare NHS Trust,02/06/2020,Supplies Issues Recharges,Ichnt Balance Sheet,Supply Chain Coordination Ltd (Sccl) ( 101),4187994,82539.83
Department of Health,Imperial College Healthcare NHS Trust,02/06/2020,Thames Valley Housing Assoc,Ichnt Balance Sheet,Metropolitan Thames Valley,4199607,208575.53
Department of Health,Imperial College Healthcare NHS Trust,03/06/2020,Med & Surg Equip General,Pandemic Planning,Stream Republic Ltd,4202122,61320
Department of Health,Imperial College Healthcare NHS Trust,04/06/2020,Cy Auc -Addns-Bd Purchased,Capital Summary,Alarm Communication Limited,4200910,38022.28
Department of Health,Imperial College Healthcare NHS Trust,04/06/2020,Cy Auc -Addns-Bd Purchased,Capital Summary,Alarm Communication Limited,4200911,35551.48
Department of Health,Imperial College Healthcare NHS Trust,04/06/2020,Cy Auc -Addns-Bd Purchased,Capital Summary,Cuffe  Plc,4202096,36767.5
Department of Health,Imperial College Healthcare NHS Trust,04/06/2020,Dialysers,Div Of Med & Integrated Care,Baxter Healthcare Ltd,4199991,155119.45
Department of Health,Imperial College Healthcare NHS Trust,04/06/2020,Ext Contr Hotel Srvcs - Pp,Pandemic Planning,Hilton London Metropole,4199608,39270
Department of Health,Imperial College Healthcare NHS Trust,04/06/2020,Ext Contr Logistics,Finance Directorate,Eleanor Hospital Logistics Ltd,4201005,154313.76
Department of Health,Imperial College Healthcare NHS Trust,04/06/2020,Med & Surg Equip General,Pandemic Planning,Bates Office Services Ltd,4201920,62500
Department of Health,Imperial College Healthcare NHS Trust,04/06/2020,Med & Surg Equip General,Pandemic Planning,Bates Office Services Ltd,4201921,25000
Department of Health,Imperial College Healthcare NHS Trust,04/06/2020,Med & Surg Equip General,Pandemic Planning,Bates Office Services Ltd,4201923,62500
Department of Health,Imperial College Healthcare NHS Trust,04/06/2020,Med & Surg Equip General,Pandemic Planning,Bates Office Services Ltd,4201924,81250
Department of Health,Imperial College Healthcare NHS Trust,04/06/2020,Med & Surg Equip Repair,Estates Directorate,Ge Medical Systems Limited,4201941,743102.4
Department of Health,Imperial College Healthcare NHS Trust,04/06/2020,Med & Surg Equip Repair,Estates Directorate,Ge Medical Systems Limited,4202055,720105.6
Department of Health,Imperial College Healthcare NHS Trust,04/06/2020,Nhs Pay Recharge In: Med,Div Of Women & Clin Support,Great Ormond Street Hosp For Children Nhs Ft,4174174,43336.89
Department of Health,Imperial College Healthcare NHS Trust,04/06/2020,Organ Donor Expenses,"Div Of Surg, Cardiov & Cancer",The Anthony Nolan Trust,4196153,40418.48
Department of Health,Imperial College Healthcare NHS Trust,04/06/2020,Organ Donor Expenses,"Div Of Surg, Cardiov & Cancer",The Anthony Nolan Trust,4196223,32030
Department of Health,Imperial College Healthcare NHS Trust,04/06/2020,Other Research Exp - Non-Pay,Rd Medicine Division,Imperial College London,4200626,36565.56
Department of Health,Imperial College Healthcare NHS Trust,04/06/2020,Services Received - Nhsts,"Div Of Surg, Cardiov & Cancer",London North West Univ Healthcare Nhs Trust,4199029,46704.94
Department of Health,Imperial College Healthcare NHS Trust,04/06/2020,Srvcsrecd-Other Nhs,Div Of Women & Clin Support,Central & North West London Nhs Ft,4134371,55612
Department of Health,Imperial College Healthcare NHS Trust,04/06/2020,Srvcsrecd-Other Nhs,Div Of Women & Clin Support,Central & North West London Nhs Ft,4163178,53635
Department of Health,Imperial College Healthcare NHS Trust,08/06/2020,Items Pending Investigation,Ichnt Balance Sheet,Xerox (Uk) Ltd,3965706,114125.66
Department of Health,Imperial College Healthcare NHS Trust,09/06/2020,Agency Estates & Maint'Nce,Estates Directorate,Reed,4203771,31382.45
Department of Health,Imperial College Healthcare NHS Trust,09/06/2020,Agency Nursing: Qualified,Div Of Med & Integrated Care,Reed,4199193,40298.37
Department of Health,Imperial College Healthcare NHS Trust,09/06/2020,Agency Nursing: Qualified,"Div Of Surg, Cardiov & Cancer",Reed,4199193,114365.4
Department of Health,Imperial College Healthcare NHS Trust,09/06/2020,Computer Maintenance,Information & Comms Technology,Cerner Ltd,4202184,53745.12
Department of Health,Imperial College Healthcare NHS Trust,09/06/2020,Computer Software/License,Information & Comms Technology,Cerner Ltd,4202177,288402.32
Department of Health,Imperial College Healthcare NHS Trust,09/06/2020,Consultancy Fees,Estates Directorate,The Retearn Group Limited,4202521,71976
Department of Health,Imperial College Healthcare NHS Trust,09/06/2020,Cy Auc -Addns- It Eqpt-Addns,Capital Summary,Cisco Systems Finance International,4203471,286381.46
Department of Health,Imperial College Healthcare NHS Trust,09/06/2020,Cy Auc -Addns- It Eqpt-Addns,Capital Summary,Gecko Technologies Ltd,4199987,124800
Department of Health,Imperial College Healthcare NHS Trust,09/06/2020,Cy Auc -Addns- P & M-Purchased,Capital Summary,Supply Chain Coordination Ltd (Sccl) ( 905),4204438,592652.32
Department of Health,Imperial College Healthcare NHS Trust,09/06/2020,Dialysers,Div Of Med & Integrated Care,Baxter Healthcare Ltd,4200002,71399.73
Department of Health,Imperial College Healthcare NHS Trust,09/06/2020,Dialysers,Div Of Med & Integrated Care,Nxstage Medical Uk Ltd,4199824,33203.64
Department of Health,Imperial College Healthcare NHS Trust,09/06/2020,Electricity,Estates Directorate,Edf Energy Customer Plc,4204581,37369.88
Department of Health,Imperial College Healthcare NHS Trust,09/06/2020,Electricity,Estates Directorate,Edf Energy Customer Plc,4204582,111095.37
Department of Health,Imperial College Healthcare NHS Trust,09/06/2020,Electricity,Estates Directorate,Edf Energy Customer Plc,4204585,326152.3
Department of Health,Imperial College Healthcare NHS Trust,09/06/2020,Electricity,Estates Directorate,Edf Energy Customer Plc,4204589,256480.08
Department of Health,Imperial College Healthcare NHS Trust,09/06/2020,Ext Contr Logistics,Pandemic Planning,Eleanor Hospital Logistics Ltd,4193711,85369.33
Department of Health,Imperial College Healthcare NHS Trust,09/06/2020,Jac - Stock,Balance Sheet St Marys,Aah Pharmaceuticals Limited,4202592,32349.12
Department of Health,Imperial College Healthcare NHS Trust,09/06/2020,Jac - Stock,Balance Sheet St Marys,Alexion Pharma Uk Ltd,4203807,60480
Department of Health,Imperial College Healthcare NHS Trust,09/06/2020,Jac - Stock,Balance Sheet St Marys,Alliance Healthcare (Distribution) Ltd,4203628,54648
Department of Health,Imperial College Healthcare NHS Trust,09/06/2020,Jac - Stock,Balance Sheet St Marys,Alliance Healthcare (Distribution) Ltd,4203824,38994.88
Department of Health,Imperial College Healthcare NHS Trust,09/06/2020,Jac - Stock,Balance Sheet St Marys,Baxter Healthcare Ltd,4203007,50154
Department of Health,Imperial College Healthcare NHS Trust,09/06/2020,Jac - Stock,Balance Sheet St Marys,Baxter Healthcare Ltd,4204157,37842.24
Department of Health,Imperial College Healthcare NHS Trust,09/06/2020,Jac - Stock,Balance Sheet St Marys,Csl Behring Uk Ltd,4203544,77280
Department of Health,Imperial College Healthcare NHS Trust,09/06/2020,Jac - Stock,Balance Sheet St Marys,Csl Behring Uk Ltd,4204211,67200
Department of Health,Imperial College Healthcare NHS Trust,09/06/2020,Jac - Stock,Balance Sheet St Marys,Hameln Pharmaceuticals Ltd,4203815,35790.6
Department of Health,Imperial College Healthcare NHS Trust,09/06/2020,Jac - Stock,Balance Sheet St Marys,Janssen-Cilag Ltd,4203521,53913.6
Department of Health,Imperial College Healthcare NHS Trust,09/06/2020,Jac - Stock,Balance Sheet St Marys,Jazz Pharmaceuticals Uk Limited [Ph],4203032,31224.1
Department of Health,Imperial College Healthcare NHS Trust,09/06/2020,Jac - Stock,Balance Sheet St Marys,Polar Speed Distribution Ltd,4202713,53298
Department of Health,Imperial College Healthcare NHS Trust,09/06/2020,Jac - Stock,Balance Sheet St Marys,Qualasept Ltd,4203543,34451.28
Department of Health,Imperial College Healthcare NHS Trust,09/06/2020,Jac - Stock,Balance Sheet St Marys,Roche Products Ltd,4202499,35089.42
Department of Health,Imperial College Healthcare NHS Trust,09/06/2020,Med & Surg Maint Contract,"Div Of Surg, Cardiov & Cancer",Karl Storz Endoscopy (Uk) Ltd,4198997,49434
Department of Health,Imperial College Healthcare NHS Trust,09/06/2020,Other Research Exp - Non-Pay,Rd Medical Directorate,Imperial College London,4199495,1502656
Department of Health,Imperial College Healthcare NHS Trust,09/06/2020,Other Research Exp - Non-Pay,Rd Medicine Division,Imperial College London,4140532,422134
Department of Health,Imperial College Healthcare NHS Trust,09/06/2020,Purch Hcare Independent Sector,Div Of Med & Integrated Care,Omnes Healthcare Ltd,4202167,30178.37
Department of Health,Imperial College Healthcare NHS Trust,09/06/2020,Rent,Div Of Med & Integrated Care,Nhs Property Services Ltd,4137768,89726.68
Department of Health,Imperial College Healthcare NHS Trust,09/06/2020,Rent,Estates Directorate,Metropolitan Thames Valley,4202166,47211.66
Department of Health,Imperial College Healthcare NHS Trust,09/06/2020,Staff Recruitment Costs,Human Resources,King'S College Hospital Nhs Foundation Trust,4173933,31168.65
Department of Health,Imperial College Healthcare NHS Trust,09/06/2020,Staff Recruitment Costs,Human Resources,King'S College Hospital Nhs Foundation Trust,4173934,40000
Department of Health,Imperial College Healthcare NHS Trust,09/06/2020,Staff Recruitment Costs,Human Resources,King'S College Hospital Nhs Foundation Trust,4204419,37850
Department of Health,Imperial College Healthcare NHS Trust,09/06/2020,Staff Recruitment Costs,Human Resources,King'S College Hospital Nhs Foundation Trust,4204421,34898.32
Department of Health,Imperial College Healthcare NHS Trust,09/06/2020,Supplies Issues Recharges,Ichnt Balance Sheet,Supply Chain Coordination Ltd (Sccl) ( 101),4200003,52857.66
Department of Health,Imperial College Healthcare NHS Trust,09/06/2020,Supplies Issues Recharges,Ichnt Balance Sheet,Supply Chain Coordination Ltd (Sccl) ( 101),4200005,63075.29
Department of Health,Imperial College Healthcare NHS Trust,09/06/2020,Supplies Issues Recharges,Ichnt Balance Sheet,Supply Chain Coordination Ltd (Sccl) ( 101),4200006,78560.94
Department of Health,Imperial College Healthcare NHS Trust,11/06/2020,Books  Journals & Subscr,Office Of Chief Executive,Care Quality Commission,4181622,791769
Department of Health,Imperial College Healthcare NHS Trust,11/06/2020,Books  Journals & Subscr,Office Of Chief Executive,Imperial College London,4195096,120806.32
Department of Health,Imperial College Healthcare NHS Trust,11/06/2020,Childcare Voucher (Kids Unltd),Ichnt Balance Sheet,Sodexo Motivation Solutions Uk Ltd,4201929,35594
Department of Health,Imperial College Healthcare NHS Trust,11/06/2020,Computer Software/License,Information & Comms Technology,Oracle Corporation Uk Ltd,4167310,81417.6
Department of Health,Imperial College Healthcare NHS Trust,11/06/2020,Consultancy Fees,Estates Directorate,Knight Security Limited,4205564,48473.86
Department of Health,Imperial College Healthcare NHS Trust,11/06/2020,Cy Auc -Addns- Prof Fee)-Purch,Capital Summary,Aecom,4201905,30000
Department of Health,Imperial College Healthcare NHS Trust,11/06/2020,Drugs Pbr Excluded,"Div Of Surg, Cardiov & Cancer",Healthcare At Home Ltd,4202955,26375
Department of Health,Imperial College Healthcare NHS Trust,11/06/2020,Laboratory Test Kits,Pathology,Cepheid Uk Ltd,29948,34452
Department of Health,Imperial College Healthcare NHS Trust,11/06/2020,Other Gen Supplies & Srv,Pandemic Planning,Toffeln,4191947,55980
Department of Health,Imperial College Healthcare NHS Trust,11/06/2020,Other Research Exp - Non-Pay,Rd Medical Directorate,Imperial College London,4204876,1502656
Department of Health,Imperial College Healthcare NHS Trust,11/06/2020,Printing Costs,Estates Directorate,Technical Initiatives Uk Ltd [Cs],4199895,47460
Department of Health,Imperial College Healthcare NHS Trust,11/06/2020,Protective Clothing,Pandemic Planning,Cmt Equipment Ltd T/A Cmt Group,4199772,154224
Department of Health,Imperial College Healthcare NHS Trust,11/06/2020,Protective Clothing,Pandemic Planning,Herida Healthcare Ltd,4204091,70146
Department of Health,Imperial College Healthcare NHS Trust,11/06/2020,Supplies Issues Recharges,Ichnt Balance Sheet,Supply Chain Coordination Ltd (Sccl) ( 101),4199451,70897.75
Department of Health,Imperial College Healthcare NHS Trust,11/06/2020,Supplies Issues Recharges,Ichnt Balance Sheet,Supply Chain Coordination Ltd (Sccl) ( 101),4204057,78334.61
Department of Health,Imperial College Healthcare NHS Trust,11/06/2020,Supplies Issues Recharges,Ichnt Balance Sheet,Supply Chain Coordination Ltd (Sccl) ( 101),4204058,76914.55
Department of Health,Imperial College Healthcare NHS Trust,11/06/2020,Supplies Issues Recharges,Ichnt Balance Sheet,Supply Chain Coordination Ltd (Sccl) ( 101),4204060,51153.15
Department of Health,Imperial College Healthcare NHS Trust,12/06/2020,Med & Surg Equip General,Pandemic Planning,Stream Republic Ltd,4207257,57120
Department of Health,Imperial College Healthcare NHS Trust,12/06/2020,Med & Surg Equip General,Pandemic Planning,Stream Republic Ltd,4207258,119480
Department of Health,Imperial College Healthcare NHS Trust,15/06/2020,Rates,Estates Directorate,City Of Westminster,4206673,160664
Department of Health,Imperial College Healthcare NHS Trust,15/06/2020,Jac - Stock,Balance Sheet St Marys,Bayer Plc,4207212,68890.43
Department of Health,Imperial College Healthcare NHS Trust,16/06/2020,Computer Software/License,Information & Comms Technology,Cdw Ltd,4199306,289771.63
Department of Health,Imperial College Healthcare NHS Trust,16/06/2020,Computer Software/License,Information & Comms Technology,Cdw Ltd,4203429,578836.02
Department of Health,Imperial College Healthcare NHS Trust,16/06/2020,Computer Software/License,Information & Comms Technology,Isosec Limited,4030475,30096
Department of Health,Imperial College Healthcare NHS Trust,16/06/2020,Consultancy Fees,Finance Directorate,Salford Royal Nhs Foundation Trust,4194885,31147
Department of Health,Imperial College Healthcare NHS Trust,16/06/2020,Consultancy Fees,Information & Comms Technology,6 Point 6 Ltd,4198215,35610
Department of Health,Imperial College Healthcare NHS Trust,16/06/2020,Consultancy Fees,Office Of Chief Executive,The Boston Consulting Group Uk Llp,4168853,249600
Department of Health,Imperial College Healthcare NHS Trust,16/06/2020,Consultancy Fees,Office Of Chief Executive,The Boston Consulting Group Uk Llp,4168854,374400
Department of Health,Imperial College Healthcare NHS Trust,16/06/2020,Cy Auc -Addns-Bd Purchased,Capital Summary,Eta  Projects Ltd,4202256,75332.11
Department of Health,Imperial College Healthcare NHS Trust,16/06/2020,Cy Auc -Addns-Bd Purchased,Capital Summary,Shj Hospital Pipelines Ltd,4204875,81600
Department of Health,Imperial College Healthcare NHS Trust,16/06/2020,Cy Auc -Addns-Bd Purchased,Capital Summary,Shj Hospital Pipelines Ltd,4204878,33600
Department of Health,Imperial College Healthcare NHS Trust,16/06/2020,Cy Auc -Addns-Bd Purchased,Capital Summary,Shj Hospital Pipelines Ltd,4204880,60000
Department of Health,Imperial College Healthcare NHS Trust,16/06/2020,Cy Auc -Addns- Prof Fee)-Purch,Capital Summary,The Boston Consulting Group Uk Llp,4161649,198000
Department of Health,Imperial College Healthcare NHS Trust,16/06/2020,Ext Contr Logistics,Pandemic Planning,Eleanor Hospital Logistics Ltd,4207509,70178.93
Department of Health,Imperial College Healthcare NHS Trust,16/06/2020,Gas,Estates Directorate,Corona Energy,4206039,95022.35
Department of Health,Imperial College Healthcare NHS Trust,16/06/2020,Gas,Estates Directorate,Corona Energy,4206068,40737.68
Department of Health,Imperial College Healthcare NHS Trust,16/06/2020,Gas,Estates Directorate,Corona Energy,4206069,56435.36
Department of Health,Imperial College Healthcare NHS Trust,16/06/2020,Items Pending Investigation,Ichnt Balance Sheet,London North West Univ Healthcare Nhs Trust,4172674,98657.99
Department of Health,Imperial College Healthcare NHS Trust,16/06/2020,Jac - Stock,Balance Sheet St Marys,Alloga Uk Ltd,4206961,271200
Department of Health,Imperial College Healthcare NHS Trust,16/06/2020,Jac - Stock,Balance Sheet St Marys,Alloga Uk Ltd,4206962,203400
Department of Health,Imperial College Healthcare NHS Trust,16/06/2020,Jac - Stock,Balance Sheet St Marys,Csl Behring Uk Ltd,4205875,32760
Department of Health,Imperial College Healthcare NHS Trust,16/06/2020,Jac - Stock,Balance Sheet St Marys,Csl Behring Uk Ltd,4206981,173040
Department of Health,Imperial College Healthcare NHS Trust,16/06/2020,Jac - Stock,Balance Sheet St Marys,Roche Products Ltd,4207255,36243.26
Department of Health,Imperial College Healthcare NHS Trust,16/06/2020,Laboratory Chemicals/ Reagents,Pathology,Una Health Ltd,30094,37500
Department of Health,Imperial College Healthcare NHS Trust,16/06/2020,Med & Surg Equip General,"Div Of Surg, Cardiov & Cancer",Draeger Medical Uk Ltd,4204010,650390.24
Department of Health,Imperial College Healthcare NHS Trust,16/06/2020,Other Gen Supplies & Srv,Pandemic Planning,Specialist Door Solutions Ltd,4196394,32475
Department of Health,Imperial College Healthcare NHS Trust,16/06/2020,Other Gen Supplies & Srv,Pandemic Planning,Specialist Door Solutions Ltd,4199781,48712.5
Department of Health,Imperial College Healthcare NHS Trust,16/06/2020,Other Gen Supplies & Srv,Pandemic Planning,Specialist Door Solutions Ltd,4200734,48712.5
Department of Health,Imperial College Healthcare NHS Trust,16/06/2020,Rent,"Div Of Surg, Cardiov & Cancer",Hanwell Health Centre,4206730,37106.82
Department of Health,Imperial College Healthcare NHS Trust,16/06/2020,Srvcsrecd-Other Nhs,Finance Directorate,Salford Royal Nhs Foundation Trust,4182827,31147
Department of Health,Imperial College Healthcare NHS Trust,17/06/2020,Protective Clothing,Pandemic Planning,Stream Republic Ltd,4209087,118680
Department of Health,Imperial College Healthcare NHS Trust,17/06/2020,Protective Clothing,Pandemic Planning,Stream Republic Ltd,4209088,25520
Department of Health,Imperial College Healthcare NHS Trust,18/06/2020,Bldg/Eng Equip Maint/Rep,Estates Directorate,Cbre Managed Services Ltd,4208783,799044.46
Department of Health,Imperial College Healthcare NHS Trust,18/06/2020,Blood Products,Pathology,Nhs Blood And Transplant,30107,66563.51
Department of Health,Imperial College Healthcare NHS Trust,18/06/2020,Computer Software/License,Press & Communications,Jisc,4207573,45434.14
Department of Health,Imperial College Healthcare NHS Trust,18/06/2020,Consultancy Fees,Information & Comms Technology,6 Point 6 Ltd,4175033,38250
Department of Health,Imperial College Healthcare NHS Trust,18/06/2020,Cy Auc -Addns-Bd Purchased,Capital Summary,Cbre Managed Services Ltd,4208783,715644.54
Department of Health,Imperial College Healthcare NHS Trust,18/06/2020,Cy Auc -Addns- It Eqpt-Addns,Capital Summary,John Bradshaw T/A Bradshaw Electric Vehicles,4201101,48236.52
Department of Health,Imperial College Healthcare NHS Trust,18/06/2020,Cy Auc -Addns- P & M-Purchased,Capital Summary,Ge Medical Systems Limited,4207749,34888.51
Department of Health,Imperial College Healthcare NHS Trust,18/06/2020,Cy Auc -Addns- Prof Fee)-Purch,Capital Summary,Grant Thornton Uk Llp,4207564,65232.48
Department of Health,Imperial College Healthcare NHS Trust,18/06/2020,Cy Auc -Addns- Prof Fee)-Purch,Capital Summary,Mts Health Ltd,4197725,37854
Department of Health,Imperial College Healthcare NHS Trust,18/06/2020,Early Payment Scheme,Other Hq Departments,Oxygen Finance Ltd,4026293,44271.18
Department of Health,Imperial College Healthcare NHS Trust,18/06/2020,Engineering Contracts,Estates Directorate,Munich Re,4188822,61088.71
Department of Health,Imperial College Healthcare NHS Trust,18/06/2020,Equip Maint Contracts,Estates Directorate,Cbre Managed Services Ltd,4199114,59814
Department of Health,Imperial College Healthcare NHS Trust,18/06/2020,Ext Contr Hotel Srvcs - Pp,Pandemic Planning,Hilton London Metropole,4202398,67716
Department of Health,Imperial College Healthcare NHS Trust,18/06/2020,Ext Contr Hotel Srvcs - Pp,Pandemic Planning,Hilton London Metropole,4204479,50688
Department of Health,Imperial College Healthcare NHS Trust,18/06/2020,Ext Contr Hotel Srvcs - Pp,Pandemic Planning,Hilton London Metropole,4204480,69960
