Department Family,Entity,Date Paid,Expense Type,Expenses Area,Supplier Name,Transaction Reference,Amount
Department of Health,Imperial College Healthcare NHS Trust,17/12/2020,Ic Pay Recharge In: Med,Pathology,Imperial College London,34061,"37,072.09"
Department of Health,Imperial College Healthcare NHS Trust,17/12/2020,Interpreting Services,Div Of Women & Clin Support,Oncall Interpreters Ltd [Cw],4282356,"37,164.72"
Department of Health,Imperial College Healthcare NHS Trust,17/12/2020,Interpreting Services,Div Of Women & Clin Support,Oncall Interpreters Ltd [Cw],4303480,"39,780.00"
Department of Health,Imperial College Healthcare NHS Trust,17/12/2020,Jac - Stock,Balance Sheet St Marys,Alexion Pharma Uk Ltd,4303883,"90,720.00"
Department of Health,Imperial College Healthcare NHS Trust,17/12/2020,Jac - Stock,Balance Sheet St Marys,Bayer Plc,4303798,"79,839.90"
Department of Health,Imperial College Healthcare NHS Trust,17/12/2020,Jac - Stock,Balance Sheet St Marys,Qualasept Ltd,4303851,"66,138.24"
Department of Health,Imperial College Healthcare NHS Trust,17/12/2020,Lab Equip Maint / Repairs,Div Of Med & Integrated Care,Waters Limited,4291671,"34,857.59"
Department of Health,Imperial College Healthcare NHS Trust,17/12/2020,Med & Prof Fees (Imaging Cons),Ichnt Balance Sheet,Lindo Wing Radiology Llp,4306187,"84,900.88"
Department of Health,Imperial College Healthcare NHS Trust,17/12/2020,Med & Surg Maint Contract,Div Of Women & Clin Support,Hermes Medical Solutions,4305100,"60,915.60"
Department of Health,Imperial College Healthcare NHS Trust,17/12/2020,Organ Donor Expenses,"Div Of Surg, Cardiov & Cancer",The Anthony Nolan Trust,4279849,"38,135.00"
Department of Health,Imperial College Healthcare NHS Trust,17/12/2020,Organ Donor Expenses,"Div Of Surg, Cardiov & Cancer",The Anthony Nolan Trust,4292193,"28,198.00"
Department of Health,Imperial College Healthcare NHS Trust,17/12/2020,Other Research Exp - Pay,Rdwomen And Children Division,Imperial College London,4266664,"55,148.39"
Department of Health,Imperial College Healthcare NHS Trust,17/12/2020,Srvcsrecd-Other Nhs,Central Costs,Chelsea And  Westminster Hospital Nhs Ft,4165515,"40,276.86"
Department of Health,Imperial College Healthcare NHS Trust,17/12/2020,Thames Valley Housing Assoc,Ichnt Balance Sheet,Metropolitan Thames Valley,4306113,"101,219.24"
Department of Health,Imperial College Healthcare NHS Trust,18/12/2020,Income Tax Paye,Ichnt Balance Sheet,Hmrc Government Employers Account,4308563,"18,882,604.72"
Department of Health,Imperial College Healthcare NHS Trust,22/12/2020,Electricity,Estates Directorate,Edf Energy Customer Plc,4307563,"356,806.69"
Department of Health,Imperial College Healthcare NHS Trust,22/12/2020,Electricity,Estates Directorate,Edf Energy Customer Plc,4307575,"347,343.39"
Department of Health,Imperial College Healthcare NHS Trust,22/12/2020,Electricity,Estates Directorate,Edf Energy Customer Plc,4307576,"250,927.48"
Department of Health,Imperial College Healthcare NHS Trust,22/12/2020,Electricity,Estates Directorate,Edf Energy Customer Plc,4307579,"40,781.48"
Department of Health,Imperial College Healthcare NHS Trust,22/12/2020,Electricity,Estates Directorate,Edf Energy Customer Plc,4307580,"94,528.57"
Department of Health,Imperial College Healthcare NHS Trust,22/12/2020,Ic Pay Recharge In: Med,Rd Medical Directorate,Imperial College London,4273018,"27,067.37"
Department of Health,Imperial College Healthcare NHS Trust,22/12/2020,Isotopes,Div Of Women & Clin Support,Curium Pharma Uk Ltd,4296011,"78,918.00"
Department of Health,Imperial College Healthcare NHS Trust,22/12/2020,Items Pending Investigation,Capital Summary,Howorth Air Technology  Ltd,4307012,"51,786.89"
Department of Health,Imperial College Healthcare NHS Trust,22/12/2020,Jac - Stock,Balance Sheet St Marys,Aah Pharmaceuticals Limited,4307654,"46,203.84"
Department of Health,Imperial College Healthcare NHS Trust,22/12/2020,Jac - Stock,Balance Sheet St Marys,Ith Pharma Lyd,4306736,"71,233.20"
Department of Health,Imperial College Healthcare NHS Trust,22/12/2020,Jac - Stock,Balance Sheet St Marys,Roche Products Ltd,4305573,"255,300.97"
Department of Health,Imperial College Healthcare NHS Trust,22/12/2020,Jac - Stock,Balance Sheet St Marys,Roche Products Ltd,4305574,"37,915.39"
Department of Health,Imperial College Healthcare NHS Trust,22/12/2020,Laboratory Equipment,"Div Of Surg, Cardiov & Cancer",Xiel Ltd,4303466,"49,205.54"
Department of Health,Imperial College Healthcare NHS Trust,22/12/2020,Lease Charges,Information & Comms Technology,Xerox (Uk) Ltd,4302744,"31,127.46"
Department of Health,Imperial College Healthcare NHS Trust,22/12/2020,Lease Charges,Information & Comms Technology,Xerox (Uk) Ltd,4302745,"38,500.37"
Department of Health,Imperial College Healthcare NHS Trust,22/12/2020,Other Research Exp - Pay,Rd Medical Directorate,Imperial College London,4292778,"27,511.19"
Department of Health,Imperial College Healthcare NHS Trust,22/12/2020,Other Research Exp - Pay,Rd Medicine Division,Imperial College London,4298545,"37,332.52"
Department of Health,Imperial College Healthcare NHS Trust,22/12/2020,Other Transport Costs,Estates Directorate,Falck Uk Ambulance Service Limited,4297968,"58,311.50"
Department of Health,Imperial College Healthcare NHS Trust,22/12/2020,Other Transport Costs,Estates Directorate,Falck Uk Ambulance Service Limited,4299435,"1,445,875.07"
Department of Health,Imperial College Healthcare NHS Trust,22/12/2020,Rates,Estates Directorate,City Of Westminster,4308988,"159,904.00"
Department of Health,Imperial College Healthcare NHS Trust,22/12/2020,Rent,"Div Of Surg, Cardiov & Cancer",Hanwell Health Centre,4302074,"37,106.82"
Department of Health,Imperial College Healthcare NHS Trust,22/12/2020,Supplies Issues Recharges,Ichnt Balance Sheet,Supply Chain Coordination Ltd (Sccl) ( 101),4271909,"133,386.79"
Department of Health,Imperial College Healthcare NHS Trust,22/12/2020,Supplies Issues Recharges,Ichnt Balance Sheet,Supply Chain Coordination Ltd (Sccl) ( 101),4271910,"146,395.38"
Department of Health,Imperial College Healthcare NHS Trust,22/12/2020,Supplies Issues Recharges,Ichnt Balance Sheet,Supply Chain Coordination Ltd (Sccl) ( 101),4271911,"119,958.92"
Department of Health,Imperial College Healthcare NHS Trust,22/12/2020,Supplies Issues Recharges,Ichnt Balance Sheet,Supply Chain Coordination Ltd (Sccl) ( 101),4276272,"145,588.39"
Department of Health,Imperial College Healthcare NHS Trust,22/12/2020,Supplies Issues Recharges,Ichnt Balance Sheet,Supply Chain Coordination Ltd (Sccl) ( 101),4279617,"172,926.57"
Department of Health,Imperial College Healthcare NHS Trust,22/12/2020,Supplies Issues Recharges,Ichnt Balance Sheet,Supply Chain Coordination Ltd (Sccl) ( 101),4279620,"154,448.41"
Department of Health,Imperial College Healthcare NHS Trust,22/12/2020,Supplies Issues Recharges,Ichnt Balance Sheet,Supply Chain Coordination Ltd (Sccl) ( 101),4283946,"148,303.93"
Department of Health,Imperial College Healthcare NHS Trust,22/12/2020,Supplies Issues Recharges,Ichnt Balance Sheet,Supply Chain Coordination Ltd (Sccl) ( 101),4283948,"144,958.90"
Department of Health,Imperial College Healthcare NHS Trust,22/12/2020,Supplies Issues Recharges,Ichnt Balance Sheet,Supply Chain Coordination Ltd (Sccl) ( 101),4283949,"106,588.18"
Department of Health,Imperial College Healthcare NHS Trust,22/12/2020,Supplies Issues Recharges,Ichnt Balance Sheet,Supply Chain Coordination Ltd (Sccl) ( 101),4293051,"105,326.40"
Department of Health,Imperial College Healthcare NHS Trust,22/12/2020,Supplies Issues Recharges,Ichnt Balance Sheet,Supply Chain Coordination Ltd (Sccl) ( 101),4293052,"130,758.82"
Department of Health,Imperial College Healthcare NHS Trust,22/12/2020,Supplies Issues Recharges,Ichnt Balance Sheet,Supply Chain Coordination Ltd (Sccl) ( 101),4293054,"147,675.97"
Department of Health,Imperial College Healthcare NHS Trust,22/12/2020,Supplies Issues Recharges,Ichnt Balance Sheet,Supply Chain Coordination Ltd (Sccl) ( 101),4294231,"163,127.47"
