Department Family,Entity,Date Paid,Expense Type,Expenses Area,Supplier Name,Transaction Reference,Amount
Department of Health,Imperial College Healthcare NHS Trust,11/08/2020,Clinical Managed Service Contr,"Div Of Surg, Cardiov & Cancer",Medtronic Ltd,4233015,56600.83
Department of Health,Imperial College Healthcare NHS Trust,11/08/2020,Clinical Managed Service Contr,"Div Of Surg, Cardiov & Cancer",Medtronic Ltd,4233019,295513.62
Department of Health,Imperial College Healthcare NHS Trust,11/08/2020,Clinical Managed Service Contr,"Div Of Surg, Cardiov & Cancer",Medtronic Ltd,4233020,1198334.38
Department of Health,Imperial College Healthcare NHS Trust,11/08/2020,Clinical Managed Service Contr,"Div Of Surg, Cardiov & Cancer",Medtronic Ltd,4233747,577773.49
Department of Health,Imperial College Healthcare NHS Trust,11/08/2020,Clinical Managed Service Contr,"Div Of Surg, Cardiov & Cancer",Medtronic Ltd,4233765,370416.31
Department of Health,Imperial College Healthcare NHS Trust,11/08/2020,Consultancy Fees,Estates Directorate,The Retearn Group Limited,4232845,70147.2
Department of Health,Imperial College Healthcare NHS Trust,11/08/2020,Cy Auc -Addns-Bd Purchased,Capital Summary,Forest Gate Construction Ltd,4228175,213162.32
Department of Health,Imperial College Healthcare NHS Trust,11/08/2020,Cy Auc -Addns- P & M-Purchased,Capital Summary,Becton Dickinson Uk Ltd,4233894,32982
Department of Health,Imperial College Healthcare NHS Trust,11/08/2020,Cy Auc -Addns- P & M-Purchased,Capital Summary,Supply Chain Coordination Ltd (Sccl) ( 905),4233520,692848.62
Department of Health,Imperial College Healthcare NHS Trust,11/08/2020,Debtors - Challenges  Report,Ichnt Balance Sheet,Nhs England,4173838,76918
Department of Health,Imperial College Healthcare NHS Trust,11/08/2020,Drugs Nhs,Div Of Women & Clin Support,Lloyds Retail Chemists Ltd,4220820,2656517.09
Department of Health,Imperial College Healthcare NHS Trust,11/08/2020,Ext Contr Laundry,Estates Directorate,Synergy Health Managed Services Ltd,4235398,40653.75
Department of Health,Imperial College Healthcare NHS Trust,11/08/2020,Ext Contr Laundry,Estates Directorate,Synergy Health Managed Services Ltd,4235399,49769.32
Department of Health,Imperial College Healthcare NHS Trust,11/08/2020,Ext Contr Laundry,Estates Directorate,Synergy Health Managed Services Ltd,4235400,67919.78
Department of Health,Imperial College Healthcare NHS Trust,11/08/2020,Ic Pay Recharge In: Med,"Div Of Surg, Cardiov & Cancer",Imperial College London,4174132,119186.93
Department of Health,Imperial College Healthcare NHS Trust,11/08/2020,Ic Pay Recharge In: Med,"Div Of Surg, Cardiov & Cancer",Imperial College London,4228082,102232.56
Department of Health,Imperial College Healthcare NHS Trust,11/08/2020,Laboratory Test Kits,Pathology,Becton Dickinson Uk Ltd,31154,37502.44
Department of Health,Imperial College Healthcare NHS Trust,11/08/2020,Med & Surg Equip Leases,"Div Of Surg, Cardiov & Cancer",Intuitive Surgical Ltd,4226364,52506.79
Department of Health,Imperial College Healthcare NHS Trust,11/08/2020,Med & Surg Equip Purchases,Pandemic Planning,Nipro Medical Uk Ltd,4191398,74928
Department of Health,Imperial College Healthcare NHS Trust,11/08/2020,Other Research Exp - Pay,Rd Medical Directorate,Imperial College London,4226863,118736.9
Department of Health,Imperial College Healthcare NHS Trust,11/08/2020,Other Research Exp - Pay,Rd Medical Directorate,Imperial College London,4230644,161107.19
Department of Health,Imperial College Healthcare NHS Trust,11/08/2020,Rent,Human Resources,Imperial College Healthcare Charity,4229710,25000
Department of Health,Imperial College Healthcare NHS Trust,11/08/2020,Services Received - Nhsts,"Div Of Surg, Cardiov & Cancer",West London  Nhs Trust,4175631,197885
Department of Health,Imperial College Healthcare NHS Trust,11/08/2020,Supplies Issues Recharges,Ichnt Balance Sheet,Supply Chain Coordination Ltd (Sccl) ( 101),4224533,98388.75
Department of Health,Imperial College Healthcare NHS Trust,11/08/2020,Supplies Issues Recharges,Ichnt Balance Sheet,Supply Chain Coordination Ltd (Sccl) ( 101),4227988,89309.24
Department of Health,Imperial College Healthcare NHS Trust,11/08/2020,Supplies Issues Recharges,Ichnt Balance Sheet,Supply Chain Coordination Ltd (Sccl) ( 905),4231947,91896.17
Department of Health,Imperial College Healthcare NHS Trust,11/08/2020,Thames Valley Housing Assoc,Ichnt Balance Sheet,Metropolitan Thames Valley,4235405,105134.06
Department of Health,Imperial College Healthcare NHS Trust,12/08/2020,Rates,Estates Directorate,City Of Westminster,4236023,159904
Department of Health,Imperial College Healthcare NHS Trust,13/08/2020,Agency Nursing: Qualified,Div Of Med & Integrated Care,Reed,4235851,34901.62
Department of Health,Imperial College Healthcare NHS Trust,13/08/2020,Building Contracts,Pathology,Amber Group Limited,31194,41548.76
Department of Health,Imperial College Healthcare NHS Trust,13/08/2020,Computer Software/License,"Div Of Surg, Cardiov & Cancer",Medical Imaging Systems Ltd,4231755,56400
Department of Health,Imperial College Healthcare NHS Trust,13/08/2020,Computer Software/License,Div Of Women & Clin Support,Philips Healthcare,4165290,296012.1
Department of Health,Imperial College Healthcare NHS Trust,13/08/2020,Computer Software/License,Div Of Women & Clin Support,Philips Healthcare,4216750,296012.1
Department of Health,Imperial College Healthcare NHS Trust,13/08/2020,Cy Auc -Addns-Bd Purchased,Capital Summary,Cuffe  Plc,4234449,116400
Department of Health,Imperial College Healthcare NHS Trust,13/08/2020,Cy Auc -Addns- Prof Fee)-Purch,Capital Summary,Aecom,4235585,84688.5
Department of Health,Imperial College Healthcare NHS Trust,13/08/2020,Cy Auc -Addns- Prof Fee)-Purch,Capital Summary,Grant Thornton Uk Llp,4235883,80992.04
Department of Health,Imperial College Healthcare NHS Trust,13/08/2020,Cy Auc -Addns- Prof Fee)-Purch,Capital Summary,Grant Thornton Uk Llp,4235884,55312.79
Department of Health,Imperial College Healthcare NHS Trust,13/08/2020,Cy Auc -Addns- Prof Fee)-Purch,Capital Summary,Pa Consulting Services Ltd,4235570,83400
Department of Health,Imperial College Healthcare NHS Trust,13/08/2020,Cy Auc -Addns- Prof Fee)-Purch,Capital Summary,Savills (Uk) Limited,4200613,31776
Department of Health,Imperial College Healthcare NHS Trust,13/08/2020,Dialysers,Div Of Med & Integrated Care,Baxter Healthcare Ltd,4230926,173843.63
Department of Health,Imperial College Healthcare NHS Trust,13/08/2020,Ext Contr Logistics,Pandemic Planning,Eleanor Hospital Logistics Ltd,4232942,69553.38
Department of Health,Imperial College Healthcare NHS Trust,13/08/2020,Ic Pay Recharge In: Med,Private Patients Directorate,Imperial College London,4234464,27449.83
Department of Health,Imperial College Healthcare NHS Trust,13/08/2020,Items Pending Investigation,Ichnt Balance Sheet,Pa Consulting Services Ltd,4236298,83400
Department of Health,Imperial College Healthcare NHS Trust,13/08/2020,Jac - Stock,Balance Sheet St Marys,Aah Pharmaceuticals Limited,4235209,32349.12
Department of Health,Imperial College Healthcare NHS Trust,13/08/2020,Jac - Stock,Balance Sheet St Marys,Csl Behring Uk Ltd,4234794,42000
Department of Health,Imperial College Healthcare NHS Trust,13/08/2020,Jac - Stock,Balance Sheet St Marys,Csl Behring Uk Ltd,4235343,147840
Department of Health,Imperial College Healthcare NHS Trust,13/08/2020,Jac - Stock,Balance Sheet St Marys,Csl Behring Uk Ltd,4235344,34020
Department of Health,Imperial College Healthcare NHS Trust,13/08/2020,Jac - Stock,Balance Sheet St Marys,Qualasept Ltd,4234790,87779.64
Department of Health,Imperial College Healthcare NHS Trust,13/08/2020,Jac - Stock,Balance Sheet St Marys,Qualasept Ltd,4235336,35456.4
Department of Health,Imperial College Healthcare NHS Trust,13/08/2020,Jac - Stock,Balance Sheet St Marys,Qualasept Ltd,4235337,33393.12
Department of Health,Imperial College Healthcare NHS Trust,13/08/2020,Jac - Stock,Balance Sheet St Marys,Roche Products Ltd,4234210,239539.9
Department of Health,Imperial College Healthcare NHS Trust,13/08/2020,Jac - Stock,Balance Sheet St Marys,Roche Products Ltd,4235368,43245.12
Department of Health,Imperial College Healthcare NHS Trust,13/08/2020,Laboratory Test Kits,Pathology,Becton Dickinson Uk Ltd,31155,35764.6
Department of Health,Imperial College Healthcare NHS Trust,13/08/2020,Other Research Exp - Non-Pay,Rd Medical Directorate,Royal Brompton And Harefield Nhs Ft,4230603,194464.5
Department of Health,Imperial College Healthcare NHS Trust,13/08/2020,Other Research Exp - Pay,Rd Medical Directorate,Imperial College London,4221109,340335.49
Department of Health,Imperial College Healthcare NHS Trust,13/08/2020,Other Research Exp - Pay,Rd Medicine Division,Imperial College London,4220988,51990.88
Department of Health,Imperial College Healthcare NHS Trust,13/08/2020,Other Research Exp - Pay,Rdwomen And Children Division,Imperial College London,4220476,25462.26
Department of Health,Imperial College Healthcare NHS Trust,13/08/2020,Protective Clothing,Pandemic Planning,Toffeln,4196466,60825.6
Department of Health,Imperial College Healthcare NHS Trust,13/08/2020,Protective Clothing,Pandemic Planning,Toffeln,4197616,108915.84
Department of Health,Imperial College Healthcare NHS Trust,13/08/2020,Protective Clothing,Pandemic Planning,Toffeln,4199901,57024
Department of Health,Imperial College Healthcare NHS Trust,13/08/2020,Protective Clothing,Pandemic Planning,Toffeln,4201973,121651.2
Department of Health,Imperial College Healthcare NHS Trust,13/08/2020,Protective Clothing,Pandemic Planning,Toffeln,4205826,72230.4
Department of Health,Imperial College Healthcare NHS Trust,13/08/2020,Protective Clothing,Pandemic Planning,Toffeln,4207328,53317.44
Department of Health,Imperial College Healthcare NHS Trust,18/08/2020,Car Salary Sacrifice,Ichnt Balance Sheet,Tuskerdirect Ltd,4231753,60213.76
Department of Health,Imperial College Healthcare NHS Trust,18/08/2020,Cy Auc -Addns-Bd Purchased,Capital Summary,Cuffe  Plc,4236891,169018.8
Department of Health,Imperial College Healthcare NHS Trust,18/08/2020,Cy Auc -Addns- P & M-Purchased,Capital Summary,Karl Storz Endoscopy (Uk) Ltd,4161463,65881.2
Department of Health,Imperial College Healthcare NHS Trust,18/08/2020,Cy Auc -Addns- Prof Fee)-Purch,Capital Summary,Michelmores Llp,4236894,80149.2
Department of Health,Imperial College Healthcare NHS Trust,18/08/2020,Cy Auc -Addns- Prof Fee)-Purch,Capital Summary,Michelmores Llp,4237221,55574.2
Department of Health,Imperial College Healthcare NHS Trust,18/08/2020,Electricity,Estates Directorate,Edf Energy Customer Plc,4239171,110694.86
Department of Health,Imperial College Healthcare NHS Trust,18/08/2020,Electricity,Estates Directorate,Edf Energy Customer Plc,4239173,341869.58
Department of Health,Imperial College Healthcare NHS Trust,18/08/2020,Electricity,Estates Directorate,Edf Energy Customer Plc,4239174,275205.85
Department of Health,Imperial College Healthcare NHS Trust,18/08/2020,Electricity,Estates Directorate,Edf Energy Customer Plc,4239179,39914.56
Department of Health,Imperial College Healthcare NHS Trust,18/08/2020,Ext Contract - Patient Travel,Estates Directorate,Dhl Supply Chain  (Former Excel),4209834,55674.25
Department of Health,Imperial College Healthcare NHS Trust,18/08/2020,Ext Contract - Patient Travel,Estates Directorate,Dhl Supply Chain  (Former Excel),4209928,74177.12
Department of Health,Imperial College Healthcare NHS Trust,18/08/2020,Gas,Estates Directorate,Corona Energy,4239129,54056.54
Department of Health,Imperial College Healthcare NHS Trust,18/08/2020,Gas,Estates Directorate,Corona Energy,4239141,31103.35
Department of Health,Imperial College Healthcare NHS Trust,18/08/2020,Gas,Estates Directorate,Corona Energy,4239148,31250.88
Department of Health,Imperial College Healthcare NHS Trust,18/08/2020,Gas,Estates Directorate,Corona Energy,4239161,139771.74
Department of Health,Imperial College Healthcare NHS Trust,18/08/2020,Ic Pay Recharge In: Med,Pathology,Imperial College London,31391,43470.71
Department of Health,Imperial College Healthcare NHS Trust,18/08/2020,Isotopes,Div Of Women & Clin Support,Curium Pharma Uk Ltd,4228448,51702
Department of Health,Imperial College Healthcare NHS Trust,18/08/2020,Jac - Stock,Balance Sheet St Marys,Bayer Plc,4236416,46991.48
Department of Health,Imperial College Healthcare NHS Trust,18/08/2020,Jac - Stock,Balance Sheet St Marys,Bayer Plc,4238258,38323.15
Department of Health,Imperial College Healthcare NHS Trust,18/08/2020,Jac - Stock,Balance Sheet St Marys,Polar Speed Distribution Ltd,4237815,44415
Department of Health,Imperial College Healthcare NHS Trust,18/08/2020,Jac - Stock,Balance Sheet St Marys,Qualasept Ltd,4236461,138555.78
Department of Health,Imperial College Healthcare NHS Trust,18/08/2020,Jac - Stock,Balance Sheet St Marys,Roche Products Ltd,4238051,87856.31
Department of Health,Imperial College Healthcare NHS Trust,18/08/2020,Med & Prof Fees (Imaging Cons),Ichnt Balance Sheet,Lindo Wing Radiology Llp,4238138,52584.41
Department of Health,Imperial College Healthcare NHS Trust,18/08/2020,Med & Surg Equip Leases,"Div Of Surg, Cardiov & Cancer",Intuitive Surgical Ltd,4220473,143120.38
Department of Health,Imperial College Healthcare NHS Trust,18/08/2020,Nhs Pay Recharge In: Med,Div Of Women & Clin Support,Great Ormond Street Hosp For Children Nhs Ft,4045563,49704.18
Department of Health,Imperial College Healthcare NHS Trust,18/08/2020,Other Research Exp - Non-Pay,Rd Medical Directorate,Chelsea And  Westminster Hospital Nhs Ft,4237674,362193.5
Department of Health,Imperial College Healthcare NHS Trust,18/08/2020,Taxi & Other Vehicle Hire,Estates Directorate,Dhl Supply Chain  (Former Excel),4209927,41427.66
Department of Health,Imperial College Healthcare NHS Trust,18/08/2020,Taxi & Other Vehicle Hire,Estates Directorate,Dhl Supply Chain  (Former Excel),4237663,53339.22
Department of Health,Imperial College Healthcare NHS Trust,18/08/2020,Taxi & Other Vehicle Hire,Pandemic Planning,Dhl Supply Chain  (Former Excel),4209926,61789.15
Department of Health,Imperial College Healthcare NHS Trust,18/08/2020,Taxi & Other Vehicle Hire,Pandemic Planning,Dhl Supply Chain  (Former Excel),4210775,54942.14
Department of Health,Imperial College Healthcare NHS Trust,18/08/2020,Taxi & Other Vehicle Hire,Pandemic Planning,Dhl Supply Chain  (Former Excel),4237661,137955.54
Department of Health,Imperial College Healthcare NHS Trust,18/08/2020,Taxi & Other Vehicle Hire,Pandemic Planning,Dhl Supply Chain  (Former Excel),4237664,48578.43
Department of Health,Imperial College Healthcare NHS Trust,18/08/2020,Transcription Services,Div Of Med & Integrated Care,Dictate It Ltd,4237659,30466.68
Department of Health,Imperial College Healthcare NHS Trust,18/08/2020,Transcription Services,"Div Of Surg, Cardiov & Cancer",Dictate It Ltd,4237657,31350.12
Department of Health,Imperial College Healthcare NHS Trust,19/08/2020,Income Tax Paye,Ichnt Balance Sheet,Hmrc Government Employers Account,4236318,17405805.99
Department of Health,Imperial College Healthcare NHS Trust,20/08/2020,Agency Nursing: Qualified,Div Of Med & Integrated Care,Reed,4240007,33349.56
Department of Health,Imperial College Healthcare NHS Trust,20/08/2020,Blood Products,Pathology,Nhs Blood And Transplant,31396,329433.15
Department of Health,Imperial College Healthcare NHS Trust,20/08/2020,Blood Products,Pathology,Nhs Blood And Transplant,31397,164673.89
Department of Health,Imperial College Healthcare NHS Trust,20/08/2020,Blood Products,Pathology,Nhs Blood And Transplant,31398,66563.51
Department of Health,Imperial College Healthcare NHS Trust,20/08/2020,Computer Maintenance,Information & Comms Technology,Cerner Ltd,4232960,53745.12
Department of Health,Imperial College Healthcare NHS Trust,20/08/2020,Computer Maintenance,Information & Comms Technology,Cerner Ltd,4232969,40308.84
Department of Health,Imperial College Healthcare NHS Trust,20/08/2020,Computer Software/License,Information & Comms Technology,Cerner Ltd,4232958,288402.32
Department of Health,Imperial College Healthcare NHS Trust,20/08/2020,Computer Software/License,Pathology,Clinisys Solutions Ltd,31390,86177.56
Department of Health,Imperial College Healthcare NHS Trust,20/08/2020,Cy Auc -Addns- It Eqpt-Addns,Capital Summary,Cdw Ltd,4238599,56665
Department of Health,Imperial College Healthcare NHS Trust,20/08/2020,Cy Auc -Addns- Prof Fee)-Purch,Capital Summary,Michelmores Llp,4239117,51406.8
Department of Health,Imperial College Healthcare NHS Trust,20/08/2020,Drugs Pbr Excluded,"Div Of Surg, Cardiov & Cancer",Healthcare At Home Ltd,4238648,30127
Department of Health,Imperial College Healthcare NHS Trust,20/08/2020,Laboratory Culture Media,Pathology,Dhl Supply Chain  (Former Excel),31282,37044
Department of Health,Imperial College Healthcare NHS Trust,21/08/2020,Clinical Managed Service Contr,Pathology,Abbott Laboratories Ltd,29919,54900.26
Department of Health,Imperial College Healthcare NHS Trust,21/08/2020,Clinical Managed Service Contr,Pathology,Abbott Laboratories Ltd,30002,46637.09
Department of Health,Imperial College Healthcare NHS Trust,21/08/2020,Clinical Managed Service Contr,Pathology,Abbott Laboratories Ltd,30410,150422.87
Department of Health,Imperial College Healthcare NHS Trust,24/08/2020,Cnst Contributions,Other Hq Departments,Nhs Litigation Authority,4242421,3580621.9
Department of Health,Imperial College Healthcare NHS Trust,24/08/2020,Insurance Costs,Office Of Chief Executive,Nhs Litigation Authority,4242421,52184.3
Department of Health,Imperial College Healthcare NHS Trust,24/08/2020,Rates,Estates Directorate,London Borough Hammersmith & Fulham,4242419,199500
Department of Health,Imperial College Healthcare NHS Trust,24/08/2020,Rates,Estates Directorate,London Borough Hammersmith & Fulham,4242420,212800
Department of Health,Imperial College Healthcare NHS Trust,25/08/2020,Computer Software/License,"Div Of Surg, Cardiov & Cancer",Qubit Health Ltd,4227180,36000
Department of Health,Imperial College Healthcare NHS Trust,25/08/2020,Cy Auc -Addns- It Eqpt-Addns,Capital Summary,Cdw Ltd,4240983,76295
Department of Health,Imperial College Healthcare NHS Trust,25/08/2020,Cy Auc -Addns- It Eqpt-Addns,Capital Summary,Cdw Ltd,4241006,75000
Department of Health,Imperial College Healthcare NHS Trust,25/08/2020,Cy Auc -Addns- Prof Fee)-Purch,Capital Summary,Kaleidoscope Health And Care Cic,4231204,53834.4
Department of Health,Imperial College Healthcare NHS Trust,25/08/2020,Decontamination Services,Estates Directorate,Ihss Limited,4225327,365016.66
Department of Health,Imperial College Healthcare NHS Trust,25/08/2020,Decontamination Services,Estates Directorate,Ihss Limited,4225329,365016.66
Department of Health,Imperial College Healthcare NHS Trust,25/08/2020,Ic Pay Recharge In: Med,"Div Of Surg, Cardiov & Cancer",Imperial College London,4228070,79808.32
Department of Health,Imperial College Healthcare NHS Trust,25/08/2020,Jac - Stock,Balance Sheet St Marys,Aah Pharmaceuticals Limited,4241830,50141.14
Department of Health,Imperial College Healthcare NHS Trust,25/08/2020,Jac - Stock,Balance Sheet St Marys,Bms Pharmaceuticals Ltd (0034),4240792,54000
