ccg,date,expensetype,expensearea,supplier,transactionnumber,amount,file,negative
NHS West London CCG,30-Apr-20,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,GOLBORNE MEDICAL CENTRE,31798133,442.0,NWWL 01 - April.pdf.csv,1
NHS West London CCG,30-Apr-20,C&M-PMS Prem Water Rates,PRC DELEGATED CO-COMMISSIONING,LANCASTER GATE MEDICAL CENTRE,31792909,445.0,NWWL 01 - April.pdf.csv,1
NHS West London CCG,30-Apr-20,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,GOOD PRACTICE,31898555,484.0,NWWL 01 - April.pdf.csv,1
NHS West London CCG,30-Apr-20,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,ST QUINTIN HEALTH CENTRE,31898574,488.0,NWWL 01 - April.pdf.csv,1
NHS West London CCG,30-Apr-20,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,MEANWHILE GARDEN MEDICAL CENTRE,31898568,490.0,NWWL 01 - April.pdf.csv,1
NHS West London CCG,30-Apr-20,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,PORTOBELLO MEDICAL CENTRE,31898574,518.0,NWWL 01 - April.pdf.csv,1
NHS West London CCG,30-Apr-20,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,DR S PARAMESHWARAN,31898545,544.0,NWWL 01 - April.pdf.csv,1
NHS West London CCG,30-Apr-20,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,NORTH KENSINGTON MEDICAL CENTRE,31898568,557.0,NWWL 01 - April.pdf.csv,1
NHS West London CCG,30-Apr-20,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,DR N AHMED,31898543,563.0,NWWL 01 - April.pdf.csv,1
NHS West London CCG,30-Apr-20,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,EXMOOR SURGERY,31898551,576.0,NWWL 01 - April.pdf.csv,1
NHS West London CCG,30-Apr-20,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,GARWAY MEDICAL PRACTICE,31792903,578.0,NWWL 01 - April.pdf.csv,1
NHS West London CCG,30-Apr-20,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,FORELAND MEDICAL CENTRE,31898560,638.0,NWWL 01 - April.pdf.csv,1
NHS West London CCG,30-Apr-20,C&M-APMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,BROMPTON MEDICAL CENTRE,31792925,676.0,NWWL 01 - April.pdf.csv,1
NHS West London CCG,30-Apr-20,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,DRS GARFIELD & SARNICKI,31898549,703.0,NWWL 01 - April.pdf.csv,1
NHS West London CCG,30-Apr-20,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,LANCASTER GATE MEDICAL CENTRE,31792909,733.0,NWWL 01 - April.pdf.csv,1
NHS West London CCG,30-Apr-20,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,EMPERORS GATE CENTRE FOR HEALTH,31898555,734.0,NWWL 01 - April.pdf.csv,1
NHS West London CCG,30-Apr-20,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,GOOD PRACTICE,31898558,753.0,NWWL 01 - April.pdf.csv,1
NHS West London CCG,30-Apr-20,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,NORTH KENSINGTON MEDICAL CENTRE,31898570,787.0,NWWL 01 - April.pdf.csv,1
NHS West London CCG,30-Apr-20,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,ELGIN CLINIC,31898553,811.0,NWWL 01 - April.pdf.csv,1
NHS West London CCG,30-Apr-20,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,DRS RAMASAMY ABBAS & NANNITHAMBY,31792897,843.0,NWWL 01 - April.pdf.csv,1
NHS West London CCG,30-Apr-20,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,EARLS COURT MEDICAL CENTRE,31913992,868.0,NWWL 01 - April.pdf.csv,1
NHS West London CCG,30-Apr-20,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,KENSINGTON PARK MEDICAL CENTRE,31792907,950.0,NWWL 01 - April.pdf.csv,1
NHS West London CCG,30-Apr-20,C&M-GMS Prof Fees Prescribing,PRC DELEGATED CO-COMMISSIONING,FORELAND MEDICAL CENTRE,31898560,960.0,NWWL 01 - April.pdf.csv,1
NHS West London CCG,30-Apr-20,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,SCARSDALE MEDICAL CENTRE,31792919,965.0,NWWL 01 - April.pdf.csv,1
NHS West London CCG,30-Apr-20,C&M-GMS Prem Water Rates,PRC DELEGATED CO-COMMISSIONING,EMPERORS GATE CENTRE FOR HEALTH,31898555,996.0,NWWL 01 - April.pdf.csv,1
NHS West London CCG,30-Apr-20,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,EMPERORS GATE CENTRE FOR HEALTH,31898553,1085.0,NWWL 01 - April.pdf.csv,1
NHS West London CCG,30-Apr-20,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,WESTBOURNE GROVE MEDICAL CENTRE,31792922,1126.0,NWWL 01 - April.pdf.csv,1
NHS West London CCG,30-Apr-20,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,PORTOBELLO MEDICAL CENTRE,31898574,1222.0,NWWL 01 - April.pdf.csv,1
NHS West London CCG,30-Apr-20,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,DRS RAMSDEN & REID,31792899,1246.0,NWWL 01 - April.pdf.csv,1
NHS West London CCG,30-Apr-20,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,HOLLAND PARK SURGERY LONDON,31792905,1273.0,NWWL 01 - April.pdf.csv,1
NHS West London CCG,30-Apr-20,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,PORTLAND ROAD PRACTICE,31792914,1283.0,NWWL 01 - April.pdf.csv,1
NHS West London CCG,30-Apr-20,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,REDCLIFFE SURGERY,31813039,1355.0,NWWL 01 - April.pdf.csv,1
NHS West London CCG,30-Apr-20,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,BROMPTON MEDICAL CENTRE LONDON,31898534,1448.0,NWWL 01 - April.pdf.csv,1
NHS West London CCG,30-Apr-20,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,ST QUINTIN HEALTH CENTRE,31898580,1460.0,NWWL 01 - April.pdf.csv,1
NHS West London CCG,30-Apr-20,C&M-PMS DES Patient Participation,PRC DELEGATED CO-COMMISSIONING,PRACTICE BEACON,31792916,1526.0,NWWL 01 - April.pdf.csv,1
NHS West London CCG,30-Apr-20,C&M-APMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,KINGS ROAD MEDICAL CENTRE,31792910,1542.0,NWWL 01 - April.pdf.csv,1
NHS West London CCG,30-Apr-20,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,COLVILLE HEALTH CENTRE,31898537,1590.0,NWWL 01 - April.pdf.csv,1
NHS West London CCG,30-Apr-20,C&M-GMS DES Patient Participation,PRC DELEGATED CO-COMMISSIONING,HEALTH CENTRE LONDON,31898560,1633.0,NWWL 01 - April.pdf.csv,1
NHS West London CCG,30-Apr-20,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,DRS GILLIES STEEDEN & HUSSEIN,31792901,1642.0,NWWL 01 - April.pdf.csv,1
NHS West London CCG,30-Apr-20,C&M-APMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,AT MEDICS LTD BARLBY ROAD,31813036,1694.0,NWWL 01 - April.pdf.csv,1
NHS West London CCG,30-Apr-20,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,HEALTH CENTRE LONDON,31898563,1711.0,NWWL 01 - April.pdf.csv,1
NHS West London CCG,30-Apr-20,C&M-PMS DES Patient Participation,PRC DELEGATED CO-COMMISSIONING,DR ANIL JOSHI,31813037,1769.0,NWWL 01 - April.pdf.csv,1
NHS West London CCG,30-Apr-20,Income tax <1Yr-Student Loans,BALANCE SHEET,HMRC,31868904,1803.0,NWWL 01 - April.pdf.csv,1
NHS West London CCG,30-Apr-20,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,DR N AHMED,31898543,1805.0,NWWL 01 - April.pdf.csv,1
NHS West London CCG,30-Apr-20,C&M-GMS DES Patient Participation,PRC DELEGATED CO-COMMISSIONING,ST QUINTIN HEALTH CENTRE,31898580,1905.0,NWWL 01 - April.pdf.csv,1
NHS West London CCG,30-Apr-20,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,KNIGHTSBRIDGE MEDICAL CENTRE,31792912,1922.0,NWWL 01 - April.pdf.csv,1
NHS West London CCG,30-Apr-20,C&M-PMS DES Patient Participation,PRC DELEGATED CO-COMMISSIONING,GOLBORNE MEDICAL CENTRE,31798133,1990.0,NWWL 01 - April.pdf.csv,1
NHS West London CCG,30-Apr-20,C&M-APMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,BROMPTON MEDICAL CENTRE,31792925,2047.0,NWWL 01 - April.pdf.csv,1
NHS West London CCG,30-Apr-20,C&M-APMS PCN DES Clinical Director,PRC DELEGATED CO-COMMISSIONING,AT MEDICS LTD BARLBY ROAD,31813036,2062.0,NWWL 01 - April.pdf.csv,1
NHS West London CCG,30-Apr-20,C&M-GMS DES Patient Participation,PRC DELEGATED CO-COMMISSIONING,BROMPTON MEDICAL CENTRE LONDON,31888834,2066.0,NWWL 01 - April.pdf.csv,1
NHS West London CCG,30-Apr-20,C&M-GMS PCN DES Invest & impact,PRC DELEGATED CO-COMMISSIONING,NOTTING HILL MEDICAL CENTRE,31913999,2139.0,NWWL 01 - April.pdf.csv,1
NHS West London CCG,30-Apr-20,C&M-GMS DES Patient Participation,PRC DELEGATED CO-COMMISSIONING,NOTTING HILL MEDICAL CENTRE,31913999,2160.0,NWWL 01 - April.pdf.csv,1
NHS West London CCG,30-Apr-20,C&M-GMS PCN DES Clinical Director,PRC DELEGATED CO-COMMISSIONING,NOTTING HILL MEDICAL CENTRE,31913999,2305.0,NWWL 01 - April.pdf.csv,1
NHS West London CCG,30-Apr-20,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,NOTTING HILL MEDICAL CENTRE,31913999,2317.0,NWWL 01 - April.pdf.csv,1
NHS West London CCG,30-Apr-20,C&M-GMS DES Patient Participation,PRC DELEGATED CO-COMMISSIONING,MEANWHILE GARDEN MEDICAL CENTRE,31898563,2327.0,NWWL 01 - April.pdf.csv,1
NHS West London CCG,30-Apr-20,C&M-GMS DES Patient Participation,PRC DELEGATED CO-COMMISSIONING,PORTOBELLO MEDICAL CENTRE,31898570,2420.0,NWWL 01 - April.pdf.csv,1
NHS West London CCG,30-Apr-20,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,GRAND UNION HEALTH CENTRE,31813042,2468.0,NWWL 01 - April.pdf.csv,1
NHS West London CCG,30-Apr-20,C&M-GMS PCN DES Invest & impact,PRC DELEGATED CO-COMMISSIONING,EARLS COURT MEDICAL CENTRE,31913992,2546.0,NWWL 01 - April.pdf.csv,1
NHS West London CCG,30-Apr-20,C&M-GMS DES Patient Participation,PRC DELEGATED CO-COMMISSIONING,DR S PARAMESHWARAN,31898545,2555.0,NWWL 01 - April.pdf.csv,1
NHS West London CCG,30-Apr-20,C&M-GMS DES Patient Participation,PRC DELEGATED CO-COMMISSIONING,DR N AHMED,31898537,2556.0,NWWL 01 - April.pdf.csv,1
NHS West London CCG,30-Apr-20,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,MEANWHILE GARDEN MEDICAL CENTRE,31898568,2589.0,NWWL 01 - April.pdf.csv,1
NHS West London CCG,30-Apr-20,C&M-GMS DES Patient Participation,PRC DELEGATED CO-COMMISSIONING,EXMOOR SURGERY,31898549,2629.0,NWWL 01 - April.pdf.csv,1
NHS West London CCG,30-Apr-20,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,DRS GARFIELD & SARNICKI,31898549,2684.0,NWWL 01 - April.pdf.csv,1
NHS West London CCG,30-Apr-20,C&M-GMS PCN DES Clinical Director,PRC DELEGATED CO-COMMISSIONING,EARLS COURT MEDICAL CENTRE,31913992,2743.0,NWWL 01 - April.pdf.csv,1
NHS West London CCG,30-Apr-20,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,EXMOOR SURGERY,31898551,2806.0,NWWL 01 - April.pdf.csv,1
NHS West London CCG,30-Apr-20,C&M-PMS DES Patient Participation,PRC DELEGATED CO-COMMISSIONING,GARWAY MEDICAL PRACTICE,31792903,2845.0,NWWL 01 - April.pdf.csv,1
NHS West London CCG,30-Apr-20,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,FORELAND MEDICAL CENTRE,31898560,2888.0,NWWL 01 - April.pdf.csv,1
NHS West London CCG,30-Apr-20,C&M-GMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,COLVILLE HEALTH CENTRE,31898537,2992.0,NWWL 01 - April.pdf.csv,1
NHS West London CCG,30-Apr-20,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,EMPERORS GATE CENTRE FOR HEALTH,31898555,3029.0,NWWL 01 - April.pdf.csv,1
NHS West London CCG,30-Apr-20,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,NORTH KENSINGTON MEDICAL CENTRE,31898570,3030.0,NWWL 01 - April.pdf.csv,1
NHS West London CCG,30-Apr-20,C&M-GMS DES Patient Participation,PRC DELEGATED CO-COMMISSIONING,FORELAND MEDICAL CENTRE,31898560,3046.0,NWWL 01 - April.pdf.csv,1
NHS West London CCG,30-Apr-20,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,EARLS COURT MEDICAL CENTRE,31913992,3129.0,NWWL 01 - April.pdf.csv,1
NHS West London CCG,30-Apr-20,C&M-GMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,DRS GARFIELD & SARNICKI,31898549,3150.0,NWWL 01 - April.pdf.csv,1
NHS West London CCG,30-Apr-20,C&M-APMS Other Baseline Adjustment,PRC DELEGATED CO-COMMISSIONING,BROMPTON MEDICAL CENTRE,31792925,3155.0,NWWL 01 - April.pdf.csv,1
NHS West London CCG,30-Apr-20,C&M-APMS DES Patient Participation,PRC DELEGATED CO-COMMISSIONING,BROMPTON MEDICAL CENTRE,31792925,3230.0,NWWL 01 - April.pdf.csv,1
NHS West London CCG,30-Apr-20,C&M-GMS DES Patient Participation,PRC DELEGATED CO-COMMISSIONING,GOOD PRACTICE,31898558,3250.0,NWWL 01 - April.pdf.csv,1
NHS West London CCG,30-Apr-20,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,GOOD PRACTICE,31898558,3286.0,NWWL 01 - April.pdf.csv,1
NHS West London CCG,30-Apr-20,C&M-GMS DES Patient Participation,PRC DELEGATED CO-COMMISSIONING,DRS GARFIELD & SARNICKI,31898549,3337.0,NWWL 01 - April.pdf.csv,1
NHS West London CCG,30-Apr-20,C&M-PMS DES Patient Participation,PRC DELEGATED CO-COMMISSIONING,LANCASTER GATE MEDICAL CENTRE,31792909,3337.0,NWWL 01 - April.pdf.csv,1
NHS West London CCG,30-Apr-20,C&M-PMS PCN DES Clinical Director,PRC DELEGATED CO-COMMISSIONING,REDCLIFFE SURGERY,31813039,3485.0,NWWL 01 - April.pdf.csv,1
NHS West London CCG,30-Apr-20,C&M-GMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,HEALTH CENTRE LONDON,31898563,3495.0,NWWL 01 - April.pdf.csv,1
NHS West London CCG,30-Apr-20,C&M-GMS DES Patient Participation,PRC DELEGATED CO-COMMISSIONING,EMPERORS GATE CENTRE FOR HEALTH,31898555,3520.0,NWWL 01 - April.pdf.csv,1
NHS West London CCG,30-Apr-20,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,ELGIN CLINIC,31898553,3523.0,NWWL 01 - April.pdf.csv,1
NHS West London CCG,30-Apr-20,C&M-PMS PCO Locum Adop/Pat/Mat,PRC DELEGATED CO-COMMISSIONING,HOLLAND PARK SURGERY LONDON,31792905,3566.0,NWWL 01 - April.pdf.csv,1
NHS West London CCG,30-Apr-20,C&M-GMS DES Patient Participation,PRC DELEGATED CO-COMMISSIONING,NORTH KENSINGTON MEDICAL CENTRE,31898570,3638.0,NWWL 01 - April.pdf.csv,1
NHS West London CCG,30-Apr-20,C&M-PMS Growth,PRC DELEGATED CO-COMMISSIONING,GOLBORNE MEDICAL CENTRE,31798133,3712.0,NWWL 01 - April.pdf.csv,1
NHS West London CCG,30-Apr-20,C&M-GMS DES Patient Participation,PRC DELEGATED CO-COMMISSIONING,EARLS COURT MEDICAL CENTRE,31913992,3900.0,NWWL 01 - April.pdf.csv,1
NHS West London CCG,30-Apr-20,C&M-GMS DES Patient Participation,PRC DELEGATED CO-COMMISSIONING,ELGIN CLINIC,31898551,3904.0,NWWL 01 - April.pdf.csv,1
NHS West London CCG,30-Apr-20,C&M-PMS DES Patient Participation,PRC DELEGATED CO-COMMISSIONING,DRS RAMASAMY ABBAS & NANNITHAMBY,31792897,3998.0,NWWL 01 - April.pdf.csv,1
NHS West London CCG,30-Apr-20,C&M-PMS PCN DES Clinical Director,PRC DELEGATED CO-COMMISSIONING,GRAND UNION HEALTH CENTRE,31813042,4099.0,NWWL 01 - April.pdf.csv,1
NHS West London CCG,30-Apr-20,C&M-APMS DES Extended Hours Access,PRC DELEGATED CO-COMMISSIONING,AT MEDICS LTD BARLBY ROAD,31813036,4141.0,NWWL 01 - April.pdf.csv,1
NHS West London CCG,30-Apr-20,C&M-APMS PCN DES PCN support,LOCAL ENHANCED SERVICES,AT MEDICS LTD BARLBY ROAD,31813036,4284.0,NWWL 01 - April.pdf.csv,1
NHS West London CCG,30-Apr-20,C&M-PMS DES Patient Participation,PRC DELEGATED CO-COMMISSIONING,KENSINGTON PARK MEDICAL CENTRE,31792907,4372.0,NWWL 01 - April.pdf.csv,1
NHS West London CCG,30-Apr-20,C&M-PMS DES Patient Participation,PRC DELEGATED CO-COMMISSIONING,SCARSDALE MEDICAL CENTRE,31792919,4453.0,NWWL 01 - April.pdf.csv,1
NHS West London CCG,30-Apr-20,ME-PMS GP Pension EEs Adjs - PMS,PRC DELEGATED CO-COMMISSIONING,DR ANIL JOSHI,31813037,4566.0,NWWL 01 - April.pdf.csv,1
NHS West London CCG,30-Apr-20,C&M-GMS DES Extended Hours Access,PRC DELEGATED CO-COMMISSIONING,NOTTING HILL MEDICAL CENTRE,31913999,4630.0,NWWL 01 - April.pdf.csv,1
NHS West London CCG,30-Apr-20,C&M-GMS PCN DES PCN support,LOCAL ENHANCED SERVICES,NOTTING HILL MEDICAL CENTRE,31913999,4790.0,NWWL 01 - April.pdf.csv,1
NHS West London CCG,30-Apr-20,ME-PMS GP Pension ERs Adjs - PMS,PRC DELEGATED CO-COMMISSIONING,DR ANIL JOSHI,31813037,4864.0,NWWL 01 - April.pdf.csv,1
NHS West London CCG,30-Apr-20,C&M-PMS PCO Other,PRC DELEGATED CO-COMMISSIONING,KENSINGTON PARK MEDICAL CENTRE,31792907,5073.0,NWWL 01 - April.pdf.csv,1
NHS West London CCG,30-Apr-20,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,FORELAND MEDICAL CENTRE,31898558,5092.0,NWWL 01 - April.pdf.csv,1
NHS West London CCG,30-Apr-20,C&M-GMS PCO Locum Adop/Pat/Mat,PRC DELEGATED CO-COMMISSIONING,FORELAND MEDICAL CENTRE,31898560,5254.0,NWWL 01 - April.pdf.csv,1
NHS West London CCG,30-Apr-20,C&M-PMS DES Patient Participation,PRC DELEGATED CO-COMMISSIONING,WESTBOURNE GROVE MEDICAL CENTRE,31792922,5285.0,NWWL 01 - April.pdf.csv,1
NHS West London CCG,30-Apr-20,C&M-GMS DES Extended Hours Access,PRC DELEGATED CO-COMMISSIONING,EARLS COURT MEDICAL CENTRE,31913992,5510.0,NWWL 01 - April.pdf.csv,1
NHS West London CCG,30-Apr-20,C&M-GMS PCN DES PCN support,LOCAL ENHANCED SERVICES,EARLS COURT MEDICAL CENTRE,31913992,5700.0,NWWL 01 - April.pdf.csv,1
NHS West London CCG,30-Apr-20,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,COLVILLE HEALTH CENTRE,31898537,5758.0,NWWL 01 - April.pdf.csv,1
NHS West London CCG,30-Apr-20,C&M-PMS DES Patient Participation,PRC DELEGATED CO-COMMISSIONING,HOLLAND PARK SURGERY LONDON,31792905,5783.0,NWWL 01 - April.pdf.csv,1
