date,expensetype,supplier,transactionnumber,amount,file,negative,expensearea,ccg,expsensearea
30/04/2020,C&M-GMS PCN DES Clinical Director,FIRS,31945660,2475.0,NEWF 01 - April.pdf.csv,1,,,
30/04/2020,C&M-GMS QOF Aspiration,FIRS,31945660,4435.0,NEWF 01 - April.pdf.csv,1,,,
30/04/2020,C&M-GMS PCN DES PCN support,FIRS,31945660,4728.0,NEWF 01 - April.pdf.csv,1,,,
30/04/2020,C&M-GMS DES Extended Hours Access,FIRS,31945660,4971.0,NEWF 01 - April.pdf.csv,1,,,
30/04/2020,C&M-GMS LES Medical Fees,FIRS,31945660,30921.0,NEWF 01 - April.pdf.csv,1,,,
30/04/2020,C&M-GMS Global Sum,FIRS,31945660,57851.0,NEWF 01 - April.pdf.csv,1,,,
30/04/2020,C&M-GMS Prem Actual Rent,FIRS,31945660,61350.0,NEWF 01 - April.pdf.csv,1,,,
30/04/2020,C&M-GMS Prof Fees Prescribing,FOREST ROAD MEDICAL CENTRE,31945661,16.0,NEWF 01 - April.pdf.csv,1,,,
30/04/2020,C&M-GMS Cost of Drugs -Prescribing,FOREST ROAD MEDICAL CENTRE,31945661,152.0,NEWF 01 - April.pdf.csv,1,,,
30/04/2020,C&M-GMS DES Learn Dsblty Hlth Chk,FOREST ROAD MEDICAL CENTRE,31945661,280.0,NEWF 01 - April.pdf.csv,1,,,
30/04/2020,C&M-GMS PCN DES Participation,FOREST ROAD MEDICAL CENTRE,31945661,636.0,NEWF 01 - April.pdf.csv,1,,,
30/04/2020,C&M-GMS QOF Aspiration,FOREST ROAD MEDICAL CENTRE,31945661,2073.0,NEWF 01 - April.pdf.csv,1,,,
30/04/2020,C&M-GMS LES Medical Fees,FOREST ROAD MEDICAL CENTRE,31945661,20165.0,NEWF 01 - April.pdf.csv,1,,,
30/04/2020,C&M-GMS Global Sum,FOREST ROAD MEDICAL CENTRE,31945661,39154.0,NEWF 01 - April.pdf.csv,1,,,
30/04/2020,C&M-GMS Prof Fees Prescribing,FOREST SURGERY,31945663,82.0,NEWF 01 - April.pdf.csv,1,,,
30/04/2020,C&M-GMS Cost of Drugs -Prescribing,FOREST SURGERY,31945663,655.0,NEWF 01 - April.pdf.csv,1,,,
30/04/2020,C&M-GMS PCN DES Participation,FOREST SURGERY,31945663,976.0,NEWF 01 - April.pdf.csv,1,,,
30/04/2020,C&M-GMS Prem Notional Rent,FOREST SURGERY,31945663,3208.0,NEWF 01 - April.pdf.csv,1,,,
30/04/2020,C&M-GMS QOF Aspiration,FOREST SURGERY,31945663,4140.0,NEWF 01 - April.pdf.csv,1,,,
30/04/2020,C&M-GMS LES Medical Fees,FOREST SURGERY,31945663,26816.0,NEWF 01 - April.pdf.csv,1,,,
30/04/2020,C&M-GMS Global Sum,FOREST SURGERY,31945663,49474.0,NEWF 01 - April.pdf.csv,1,,,
30/04/2020,C&M-GMS Prof Fees Prescribing,FRANCIS ROAD MEDICAL CENTRE,31945664,2.0,NEWF 01 - April.pdf.csv,1,,,
30/04/2020,C&M-GMS Cost of Drugs -Prescribing,FRANCIS ROAD MEDICAL CENTRE,31945664,11.0,NEWF 01 - April.pdf.csv,1,,,
30/04/2020,C&M-GMS PCN DES Participation,FRANCIS ROAD MEDICAL CENTRE,31945664,623.0,NEWF 01 - April.pdf.csv,1,,,
30/04/2020,C&M-GMS QOF Aspiration,FRANCIS ROAD MEDICAL CENTRE,31945664,2384.0,NEWF 01 - April.pdf.csv,1,,,
30/04/2020,C&M-GMS LES Medical Fees,FRANCIS ROAD MEDICAL CENTRE,31945664,19392.0,NEWF 01 - April.pdf.csv,1,,,
30/04/2020,C&M-GMS Global Sum,FRANCIS ROAD MEDICAL CENTRE,31945664,42082.0,NEWF 01 - April.pdf.csv,1,,,
30/04/2020,"Hcare Srv Rec Fdtn Trust-Contract 
Baseline","GREAT ORMOND STREET HOSPITAL FOR CHILDREN 
NHS FOUNDATION TRUST",31729560,39065.0,NEWF 01 - April.pdf.csv,1,,,
30/04/2020,"Hcare Srv Rec Fdtn Trust-Contract 
Baseline","GREAT ORMOND STREET HOSPITAL FOR CHILDREN 
NHS FOUNDATION TRUST",31807880,39065.0,NEWF 01 - April.pdf.csv,1,,,
30/04/2020,C&M-GMS Prof Fees Prescribing,GREEN MAN MEDICAL CENTRE,31945668,88.0,NEWF 01 - April.pdf.csv,1,,,
30/04/2020,C&M-GMS PCN DES Participation,GREEN MAN MEDICAL CENTRE,31945668,748.0,NEWF 01 - April.pdf.csv,1,,,
30/04/2020,C&M-GMS Cost of Drugs -Prescribing,GREEN MAN MEDICAL CENTRE,31945668,774.0,NEWF 01 - April.pdf.csv,1,,,
30/04/2020,C&M-GMS LES Medical Fees,GREEN MAN MEDICAL CENTRE,31945668,21709.0,NEWF 01 - April.pdf.csv,1,,,
30/04/2020,C&M-GMS Global Sum,GREEN MAN MEDICAL CENTRE,31945668,40867.0,NEWF 01 - April.pdf.csv,1,,,
30/04/2020,C&M-PMS PCN DES Participation,HAMPTON MEDICAL CENTRE,31793750,410.0,NEWF 01 - April.pdf.csv,1,,,
30/04/2020,C&M-PMS Prem Notional Rent,HAMPTON MEDICAL CENTRE,31793750,2116.0,NEWF 01 - April.pdf.csv,1,,,
30/04/2020,C&M-PMS Contract KPIs,HAMPTON MEDICAL CENTRE,31793750,11833.0,NEWF 01 - April.pdf.csv,1,,,
30/04/2020,C&M-PMS Contract Value,HAMPTON MEDICAL CENTRE,31793750,23327.0,NEWF 01 - April.pdf.csv,1,,,
30/04/2020,C&M-GMS Prof Fees Prescribing,HANDSWORTH MEDICAL PRACTICE LONDON,31945667,237.0,NEWF 01 - April.pdf.csv,1,,,
30/04/2020,C&M-GMS PCN DES Participation,HANDSWORTH MEDICAL PRACTICE LONDON,31945667,2183.0,NEWF 01 - April.pdf.csv,1,,,
30/04/2020,C&M-GMS Cost of Drugs -Prescribing,HANDSWORTH MEDICAL PRACTICE LONDON,31945667,2939.0,NEWF 01 - April.pdf.csv,1,,,
30/04/2020,C&M-GMS QOF Aspiration,HANDSWORTH MEDICAL PRACTICE LONDON,31945667,8701.0,NEWF 01 - April.pdf.csv,1,,,
30/04/2020,C&M-GMS LES Medical Fees,HANDSWORTH MEDICAL PRACTICE LONDON,31945667,61439.0,NEWF 01 - April.pdf.csv,1,,,
30/04/2020,C&M-GMS Global Sum,HANDSWORTH MEDICAL PRACTICE LONDON,31945667,114545.0,NEWF 01 - April.pdf.csv,1,,,
30/04/2020,C&M-PMS PCN DES Participation,HARROW ROAD GP PRACTICE,31793817,1948.0,NEWF 01 - April.pdf.csv,1,,,
30/04/2020,C&M-PMS PCN DES Clinical Director,HARROW ROAD GP PRACTICE,31793817,2102.0,NEWF 01 - April.pdf.csv,1,,,
30/04/2020,C&M-PMS PCN DES PCN support,HARROW ROAD GP PRACTICE,31793817,3983.0,NEWF 01 - April.pdf.csv,1,,,
30/04/2020,C&M-PMS DES Extended Hours Access,HARROW ROAD GP PRACTICE,31793817,4221.0,NEWF 01 - April.pdf.csv,1,,,
30/04/2020,C&M-PMS Prem Notional Rent,HARROW ROAD GP PRACTICE,31793817,11708.0,NEWF 01 - April.pdf.csv,1,,,
30/04/2020,C&M-PMS Contract KPIs,HARROW ROAD GP PRACTICE,31793817,55817.0,NEWF 01 - April.pdf.csv,1,,,
30/04/2020,C&M-PMS Contract Value,HARROW ROAD GP PRACTICE,31793817,105189.0,NEWF 01 - April.pdf.csv,1,,,
30/04/2020,C&M-PMS Prem Water Rates,HIGHAM HILL MEDICAL CENTRE,31793755,135.0,NEWF 01 - April.pdf.csv,1,,,
30/04/2020,C&M-PMS PCN DES Participation,HIGHAM HILL MEDICAL CENTRE,31793755,790.0,NEWF 01 - April.pdf.csv,1,,,
30/04/2020,C&M-PMS Prem Notional Rent,HIGHAM HILL MEDICAL CENTRE,31793755,4833.0,NEWF 01 - April.pdf.csv,1,,,
30/04/2020,C&M-PMS Contract KPIs,HIGHAM HILL MEDICAL CENTRE,31793755,23155.0,NEWF 01 - April.pdf.csv,1,,,
30/04/2020,C&M-PMS Contract Value,HIGHAM HILL MEDICAL CENTRE,31793755,43207.0,NEWF 01 - April.pdf.csv,1,,,
30/04/2020,Apprenticeship Levy Payable,HMRC,31868903,46.0,NEWF 01 - April.pdf.csv,1,,,
30/04/2020,Income tax <1Yr-Student Loans,HMRC,31868903,563.0,NEWF 01 - April.pdf.csv,1,,,
30/04/2020,Income tax <1Yr,HMRC,31868903,43221.0,NEWF 01 - April.pdf.csv,1,,,
30/04/2020,C&M-GMS PCN DES Participation,LANGTHORNE SHARMA FAMILY PRACTICE,31945672,407.0,NEWF 01 - April.pdf.csv,1,,,
30/04/2020,C&M-GMS QOF Aspiration,LANGTHORNE SHARMA FAMILY PRACTICE,31945672,1380.0,NEWF 01 - April.pdf.csv,1,,,
30/04/2020,Clinical&Medical-Commercial Sector,LEARNING HEALTH SOLUTIONS LTD,31767417,-96000.0,NEWF 01 - April.pdf.csv,-1,,,
30/04/2020,Clinical&Medical-Commercial Sector,LEARNING HEALTH SOLUTIONS LTD,31767416,-96000.0,NEWF 01 - April.pdf.csv,-1,,,
30/04/2020,Clinical&Medical-Commercial Sector,LEARNING HEALTH SOLUTIONS LTD,31784978,-96000.0,NEWF 01 - April.pdf.csv,-1,,,
30/04/2020,External Consultancy Fees,LEARNING HEALTH SOLUTIONS LTD,30463032,30000.0,NEWF 01 - April.pdf.csv,1,,,
30/04/2020,Clinical&Medical-Commercial Sector,LEARNING HEALTH SOLUTIONS LTD,30463032,44000.0,NEWF 01 - April.pdf.csv,1,,,
30/04/2020,C&M-PMS PCN DES Participation,LIME TREE SURGERY LONDON,31793771,1148.0,NEWF 01 - April.pdf.csv,1,,,
30/04/2020,C&M-PMS Prem Notional Rent,LIME TREE SURGERY LONDON,31793771,3416.0,NEWF 01 - April.pdf.csv,1,,,
30/04/2020,C&M-PMS Contract KPIs,LIME TREE SURGERY LONDON,31793771,31572.0,NEWF 01 - April.pdf.csv,1,,,
30/04/2020,C&M-PMS Contract Value,LIME TREE SURGERY LONDON,31793771,58415.0,NEWF 01 - April.pdf.csv,1,,,
30/04/2020,C&M-PMS PCN DES Participation,LL MEDICAL CARE LTD,31793766,853.0,NEWF 01 - April.pdf.csv,1,,,
30/04/2020,C&M-PMS Contract KPIs,LL MEDICAL CARE LTD,31793766,23877.0,NEWF 01 - April.pdf.csv,1,,,
30/04/2020,C&M-PMS Contract Value,LL MEDICAL CARE LTD,31793766,43890.0,NEWF 01 - April.pdf.csv,1,,,
43951,Clinical&Medical-Othe Public Sector,LONDON BOROUGH OF WALTHAM FOREST,32103826,-213636.0,NEWF 01 - April.pdf.csv,-1,,,
43951,Basic Sal-Rechgs to-from Other NHS,LONDON BOROUGH OF WALTHAM FOREST,32103757,32155.0,NEWF 01 - April.pdf.csv,1,,,
43951,Basic Sal-Rechgs to-from Other NHS,LONDON BOROUGH OF WALTHAM FOREST,32103779,41821.0,NEWF 01 - April.pdf.csv,1,,,
43951,Clinical&Medical-Commercial Sector,LONDON BOROUGH OF WALTHAM FOREST,31953030,282707.0,NEWF 01 - April.pdf.csv,1,,,
30/04/2020,"Hcare Srv Rec NHS Trust-Contract 
Baseline",LONDON NORTH WEST HEALTHCARE NHS TRUST,31807887,30726.0,NEWF 01 - April.pdf.csv,1,,,
30/04/2020,"Hcare Srv Rec NHS Trust-Contract 
Baseline",LONDON NORTH WEST HEALTHCARE NHS TRUST,31729567,30727.0,NEWF 01 - April.pdf.csv,1,,,
30/04/2020,C&M-GMS Prof Fees Prescribing,LYNDHURST SURGERY LONDON,31945676,74.0,NEWF 01 - April.pdf.csv,1,,,
30/04/2020,C&M-GMS Cost of Drugs -Prescribing,LYNDHURST SURGERY LONDON,31945676,578.0,NEWF 01 - April.pdf.csv,1,,,
30/04/2020,C&M-GMS PCN DES Participation,LYNDHURST SURGERY LONDON,31945676,713.0,NEWF 01 - April.pdf.csv,1,,,
30/04/2020,C&M-GMS QOF Aspiration,LYNDHURST SURGERY LONDON,31945676,2671.0,NEWF 01 - April.pdf.csv,1,,,
30/04/2020,C&M-GMS PCO Other,LYNDHURST SURGERY LONDON,31945676,3073.0,NEWF 01 - April.pdf.csv,1,,,
30/04/2020,C&M-GMS Prem Notional Rent,LYNDHURST SURGERY LONDON,31945676,3104.0,NEWF 01 - April.pdf.csv,1,,,
30/04/2020,C&M-GMS LES Medical Fees,LYNDHURST SURGERY LONDON,31945676,19621.0,NEWF 01 - April.pdf.csv,1,,,
30/04/2020,C&M-GMS Global Sum,LYNDHURST SURGERY LONDON,31945676,35308.0,NEWF 01 - April.pdf.csv,1,,,
30/04/2020,C&M-GMS PCN DES Participation,MANOR PRACTICE LONDON,31945679,1308.0,NEWF 01 - April.pdf.csv,1,,,
30/04/2020,C&M-GMS PCN DES Clinical Director,MANOR PRACTICE LONDON,31945679,2423.0,NEWF 01 - April.pdf.csv,1,,,
30/04/2020,C&M-GMS Prem Notional Rent,MANOR PRACTICE LONDON,31945679,2450.0,NEWF 01 - April.pdf.csv,1,,,
30/04/2020,C&M-GMS PCN DES PCN support,MANOR PRACTICE LONDON,31945679,4616.0,NEWF 01 - April.pdf.csv,1,,,
30/04/2020,C&M-GMS DES Extended Hours Access,MANOR PRACTICE LONDON,31945679,4866.0,NEWF 01 - April.pdf.csv,1,,,
30/04/2020,C&M-GMS QOF Aspiration,MANOR PRACTICE LONDON,31945679,6275.0,NEWF 01 - April.pdf.csv,1,,,
30/04/2020,C&M-GMS LES Medical Fees,MANOR PRACTICE LONDON,31945679,36772.0,NEWF 01 - April.pdf.csv,1,,,
30/04/2020,C&M-GMS Global Sum,MANOR PRACTICE LONDON,31945679,71233.0,NEWF 01 - April.pdf.csv,1,,,
30/04/2020,Clinical&Medical-Commercial Sector,MARIE STOPES INTERNATIONAL,31834857,31054.0,NEWF 01 - April.pdf.csv,1,,,
30/04/2020,"Hcare Srv Rec Fdtn Trust-Contract 
Baseline",MID AND SOUTH ESSEX FOUNDATION TRUST,31807877,60736.0,NEWF 01 - April.pdf.csv,1,,,
30/04/2020,C&M-PMS PCN DES Participation,MIRCOFACULTY,31793777,714.0,NEWF 01 - April.pdf.csv,1,,,
30/04/2020,C&M-PMS Prem Notional Rent,MIRCOFACULTY,31793777,4865.0,NEWF 01 - April.pdf.csv,1,,,
30/04/2020,C&M-PMS Contract KPIs,MIRCOFACULTY,31793777,20287.0,NEWF 01 - April.pdf.csv,1,,,
30/04/2020,C&M-PMS Contract Value,MIRCOFACULTY,31793777,37344.0,NEWF 01 - April.pdf.csv,1,,,
43951,Computer Network Costs,NHS NEL CSU,31953033,51728.0,NEWF 01 - April.pdf.csv,1,,,
30/04/2020,Rent,NHS PROPERTY SERVICES LTD,31784536,67339.0,NEWF 01 - April.pdf.csv,1,,,
30/04/2020,Rent,NHS PROPERTY SERVICES LTD,31784540,78715.0,NEWF 01 - April.pdf.csv,1,,,
43951,Clinical&Medical-Commercial Sector,NHS TOWER HAMLETS CCG,32103787,64872.0,NEWF 01 - April.pdf.csv,1,,,
30/04/2020,Basic Sal-Rechgs to-from Other NHS,NHS TOWER HAMLETS CCG,31737797,207427.0,NEWF 01 - April.pdf.csv,1,,,
30/04/2020,"Hcare Srv Rec Fdtn Trust-Contract 
Baseline",NORTH EAST LONDON NHS FOUNDATION TRUST,31775154,37683.0,NEWF 01 - April.pdf.csv,1,,,
30/04/2020,C&M-GMS Prof Fees Prescribing,OLD CHURCH SURGERY,31945682,132.0,NEWF 01 - April.pdf.csv,1,,,
30/04/2020,C&M-GMS Cost of Drugs -Prescribing,OLD CHURCH SURGERY,31945682,926.0,NEWF 01 - April.pdf.csv,1,,,
30/04/2020,C&M-GMS PCN DES Participation,OLD CHURCH SURGERY,31945682,952.0,NEWF 01 - April.pdf.csv,1,,,
30/04/2020,C&M-GMS QOF Aspiration,OLD CHURCH SURGERY,31945682,4269.0,NEWF 01 - April.pdf.csv,1,,,
30/04/2020,C&M-GMS LES Medical Fees,OLD CHURCH SURGERY,31945682,28527.0,NEWF 01 - April.pdf.csv,1,,,
30/04/2020,C&M-GMS Global Sum,OLD CHURCH SURGERY,31945682,52785.0,NEWF 01 - April.pdf.csv,1,,,
30/04/2020,C&M-PMS PCN DES Participation,OLIVER ROAD MEDICAL CENTRE,31793783,1719.0,NEWF 01 - April.pdf.csv,1,,,
30/04/2020,C&M-PMS Contract KPIs,OLIVER ROAD MEDICAL CENTRE,31793783,53321.0,NEWF 01 - April.pdf.csv,1,,,
30/04/2020,C&M-PMS Contract Value,OLIVER ROAD MEDICAL CENTRE,31793783,108355.0,NEWF 01 - April.pdf.csv,1,,,
30/04/2020,Cont Care-Learning Disab(<65),OPTIMAL CARE SERVICES LTD,31762555,30510.0,NEWF 01 - April.pdf.csv,1,,,
30/04/2020,C&M-PMS PCN DES Participation,PENRYHN SURGERY,31793788,1115.0,NEWF 01 - April.pdf.csv,1,,,
30/04/2020,C&M-PMS Prem Notional Rent,PENRYHN SURGERY,31793788,3200.0,NEWF 01 - April.pdf.csv,1,,,
30/04/2020,C&M-PMS Contract KPIs,PENRYHN SURGERY,31793788,32788.0,NEWF 01 - April.pdf.csv,1,,,
30/04/2020,C&M-PMS Contract Value,PENRYHN SURGERY,31793788,61423.0,NEWF 01 - April.pdf.csv,1,,,
30/04/2020,"Hcare Srv Rec NHS Trust-Contract 
Baseline",PRINCESS ALEXANDRA HOSPITAL NHS TRUST (THE),31729574,76303.0,NEWF 01 - April.pdf.csv,1,,,
30/04/2020,C&M-PMS PCN DES Participation,QUEENS ROAD MEDICAL CENTRE,31793792,1060.0,NEWF 01 - April.pdf.csv,1,,,
30/04/2020,C&M-PMS PCN DES Clin Pharmacist,QUEENS ROAD MEDICAL CENTRE,31793792,2478.0,NEWF 01 - April.pdf.csv,1,,,
30/04/2020,C&M-PMS PCN DES Clinical Director,QUEENS ROAD MEDICAL CENTRE,31793792,2620.0,NEWF 01 - April.pdf.csv,1,,,
30/04/2020,C&M-PMS Prem Notional Rent,QUEENS ROAD MEDICAL CENTRE,31793792,4479.0,NEWF 01 - April.pdf.csv,1,,,
30/04/2020,C&M-PMS PCN DES PCN support,QUEENS ROAD MEDICAL CENTRE,31793792,4846.0,NEWF 01 - April.pdf.csv,1,,,
30/04/2020,C&M-PMS DES Extended Hours Access,QUEENS ROAD MEDICAL CENTRE,31793792,5262.0,NEWF 01 - April.pdf.csv,1,,,
30/04/2020,C&M-PMS Contract KPIs,QUEENS ROAD MEDICAL CENTRE,31793792,30239.0,NEWF 01 - April.pdf.csv,1,,,
30/04/2020,C&M-PMS Contract Value,QUEENS ROAD MEDICAL CENTRE,31793792,55995.0,NEWF 01 - April.pdf.csv,1,,,
43951,Programme Support Costs,REVITALISE,31991138,-231428.0,NEWF 01 - April.pdf.csv,-1,,,
30/04/2020,Programme Support Costs,REVITALISE,31891385,231428.0,NEWF 01 - April.pdf.csv,1,,,
43951,Programme Support Costs,REVITALISE,31991135,231428.0,NEWF 01 - April.pdf.csv,1,,,
30/04/2020,C&M-GMS PCN DES Participation,RIDGEWAY SURGERY LONDON,31945687,1067.0,NEWF 01 - April.pdf.csv,1,,,
30/04/2020,C&M-GMS Cost of Drugs -Prescribing,RIDGEWAY SURGERY LONDON,31945687,1408.0,NEWF 01 - April.pdf.csv,1,,,
30/04/2020,C&M-GMS PCO Locum Sickness,RIDGEWAY SURGERY LONDON,31945687,3056.0,NEWF 01 - April.pdf.csv,1,,,
30/04/2020,C&M-GMS LES Medical Fees,RIDGEWAY SURGERY LONDON,31945687,29318.0,NEWF 01 - April.pdf.csv,1,,,
30/04/2020,C&M-GMS Global Sum,RIDGEWAY SURGERY LONDON,31945687,53838.0,NEWF 01 - April.pdf.csv,1,,,
30/04/2020,"Hcare Srv Rec Fdtn Trust-Contract 
Baseline",ROYAL FREE LONDON NHS FOUNDATION TRUST,31807890,200351.0,NEWF 01 - April.pdf.csv,1,,,
30/04/2020,"Hcare Srv Rec Fdtn Trust-Contract 
Baseline",ROYAL FREE LONDON NHS FOUNDATION TRUST,31729572,200352.0,NEWF 01 - April.pdf.csv,1,,,
30/04/2020,"Hcare Srv Rec NHS Trust-Contract 
Baseline","ROYAL NATIONAL ORTHOPAEDIC HOSPITAL NHS 
TRUST",31807891,64651.0,NEWF 01 - April.pdf.csv,1,,,
30/04/2020,"Hcare Srv Rec NHS Trust-Contract 
Baseline","ROYAL NATIONAL ORTHOPAEDIC HOSPITAL NHS 
TRUST",31729573,64652.0,NEWF 01 - April.pdf.csv,1,,,
30/04/2020,C&M-PMS PCN DES Participation,SINNOTT ROAD SURGERY,31793799,929.0,NEWF 01 - April.pdf.csv,1,,,
