ccg,date,expensetype,expensearea,supplier,transactionnumber,amount,file,negative
NHS Hillingdon CCG,30-Apr-20,C&M-GMS Prem Clinical Waste,PRC DELEGATED CO-COMMISSIONING,WALLASEY MEDICAL CENTRE,31945754,96.0,NWHI 01 - April.pdf.csv,1
NHS Hillingdon CCG,30-Apr-20,C&M-GMS Prem Clinical Waste,PRC DELEGATED CO-COMMISSIONING,WARREN PRACTICE,31945750,99.0,NWHI 01 - April.pdf.csv,1
NHS Hillingdon CCG,30-Apr-20,C&M-GMS Prof Fees Prescribing,PRC DELEGATED CO-COMMISSIONING,DR M M SIDDIQUI,31974820,103.0,NWHI 01 - April.pdf.csv,1
NHS Hillingdon CCG,30-Apr-20,C&M-GMS Prof Fees Prescribing,PRC DELEGATED CO-COMMISSIONING,WALLASEY MEDICAL CENTRE,31945754,103.0,NWHI 01 - April.pdf.csv,1
NHS Hillingdon CCG,30-Apr-20,ME-PMS GP Prior Year EEs,PRC DELEGATED CO-COMMISSIONING,GLENDALE MEDICAL CENTRE,31813075,109.0,NWHI 01 - April.pdf.csv,1
NHS Hillingdon CCG,30-Apr-20,C&M-GMS Prof Fees Prescribing,PRC DELEGATED CO-COMMISSIONING,YEADING COURT SURGERY,31945751,109.0,NWHI 01 - April.pdf.csv,1
NHS Hillingdon CCG,30-Apr-20,C&M-GMS Prof Fees Prescribing,PRC DELEGATED CO-COMMISSIONING,OXFORD DRIVE MEDICAL CENTRE,31974823,122.0,NWHI 01 - April.pdf.csv,1
NHS Hillingdon CCG,30-Apr-20,ME - PMS GP Prior Year ERs,PRC DELEGATED CO-COMMISSIONING,GLENDALE MEDICAL CENTRE,31813075,125.0,NWHI 01 - April.pdf.csv,1
NHS Hillingdon CCG,30-Apr-20,C&M-GMS Prof Fees Prescribing,PRC DELEGATED CO-COMMISSIONING,EASTCOTE HEALTH CENTRE,31945710,134.0,NWHI 01 - April.pdf.csv,1
NHS Hillingdon CCG,30-Apr-20,C&M-GMS Prof Fees Prescribing,PRC DELEGATED CO-COMMISSIONING,HEATHROW MEDICAL CENTRE,31945715,136.0,NWHI 01 - April.pdf.csv,1
NHS Hillingdon CCG,30-Apr-20,C&M-GMS Prem Clinical Waste,PRC DELEGATED CO-COMMISSIONING,MEDICAL CENTRE DR S SHAPIRO & PARTNER,31945728,165.0,NWHI 01 - April.pdf.csv,1
NHS Hillingdon CCG,30-Apr-20,C&M-GMS Prof Fees Prescribing,PRC DELEGATED CO-COMMISSIONING,OAKLAND MEDICAL CENTRE,31945732,167.0,NWHI 01 - April.pdf.csv,1
NHS Hillingdon CCG,30-Apr-20,C&M-PMS Prem Clinical Waste,PRC DELEGATED CO-COMMISSIONING,MOUNTWOOD SURGERY,31793882,179.0,NWHI 01 - April.pdf.csv,1
NHS Hillingdon CCG,30-Apr-20,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,CHURCH ROAD SURGERY,31855536,182.0,NWHI 01 - April.pdf.csv,1
NHS Hillingdon CCG,30-Apr-20,C&M-GMS Prof Fees Prescribing,PRC DELEGATED CO-COMMISSIONING,KINGSWAY SURGERY,31945723,184.0,NWHI 01 - April.pdf.csv,1
NHS Hillingdon CCG,30-Apr-20,C&M-GMS Prem Water Rates,PRC DELEGATED CO-COMMISSIONING,WARREN PRACTICE,31945750,206.0,NWHI 01 - April.pdf.csv,1
NHS Hillingdon CCG,30-Apr-20,C&M-GMS Prof Fees Prescribing,PRC DELEGATED CO-COMMISSIONING,EASTBURY SURGERY,31974821,217.0,NWHI 01 - April.pdf.csv,1
NHS Hillingdon CCG,30-Apr-20,C&M-GMS Prof Fees Prescribing,PRC DELEGATED CO-COMMISSIONING,SHAKESPEARE MEDICAL CENTRE,31945757,223.0,NWHI 01 - April.pdf.csv,1
NHS Hillingdon CCG,30-Apr-20,C&M-GMS Prem Clinical Waste,PRC DELEGATED CO-COMMISSIONING,CHURCH ROAD SURGERY,31945703,234.0,NWHI 01 - April.pdf.csv,1
NHS Hillingdon CCG,30-Apr-20,C&M-GMS Prof Fees Prescribing,PRC DELEGATED CO-COMMISSIONING,HAREFIELD HEALTH CENTRE,31945713,240.0,NWHI 01 - April.pdf.csv,1
NHS Hillingdon CCG,30-Apr-20,C&M-GMS Prof Fees Prescribing,PRC DELEGATED CO-COMMISSIONING,WARREN PRACTICE,31945750,244.0,NWHI 01 - April.pdf.csv,1
NHS Hillingdon CCG,30-Apr-20,C&M-GMS Prof Fees Prescribing,PRC DELEGATED CO-COMMISSIONING,HILLINGDON HEALTH CENTRE,31945718,244.0,NWHI 01 - April.pdf.csv,1
NHS Hillingdon CCG,30-Apr-20,C&M-GMS Prof Fees Prescribing,PRC DELEGATED CO-COMMISSIONING,MEDICAL CENTRE DR S SHAPIRO & PARTNER,31945728,273.0,NWHI 01 - April.pdf.csv,1
NHS Hillingdon CCG,30-Apr-20,C&M-GMS Prof Fees Prescribing,PRC DELEGATED CO-COMMISSIONING,PINE MEDICAL CENTRE,31945738,287.0,NWHI 01 - April.pdf.csv,1
NHS Hillingdon CCG,30-Apr-20,C&M-GMS Prof Fees Prescribing,PRC DELEGATED CO-COMMISSIONING,DEVONSHIRE LODGE PRACTICE EASTCOTE HEALTH CENTRE,31945706,376.0,NWHI 01 - April.pdf.csv,1
NHS Hillingdon CCG,30-Apr-20,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,CHURCH ROAD SURGERY,31945703,377.0,NWHI 01 - April.pdf.csv,1
NHS Hillingdon CCG,30-Apr-20,Apprenticeship Levy Payable,BALANCE SHEET,HMRC,31819874,399.0,NWHI 01 - April.pdf.csv,1
NHS Hillingdon CCG,30-Apr-20,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,WALLASEY MEDICAL CENTRE,31945754,410.0,NWHI 01 - April.pdf.csv,1
NHS Hillingdon CCG,30-Apr-20,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,KINCORA DR A N GOUD & PARTNER,31793878,459.0,NWHI 01 - April.pdf.csv,1
NHS Hillingdon CCG,30-Apr-20,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,WILLOW TREE SURGERY,31945748,483.0,NWHI 01 - April.pdf.csv,1
NHS Hillingdon CCG,30-Apr-20,C&M-GMS Prof Fees Prescribing,PRC DELEGATED CO-COMMISSIONING,UXBRIDGE HEALTH CENTRE,31974824,496.0,NWHI 01 - April.pdf.csv,1
NHS Hillingdon CCG,30-Apr-20,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,NORTH HYDE PRACTICE,31945759,496.0,NWHI 01 - April.pdf.csv,1
NHS Hillingdon CCG,30-Apr-20,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,DR M M SIDDIQUI,31974820,507.0,NWHI 01 - April.pdf.csv,1
NHS Hillingdon CCG,30-Apr-20,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,WEST LONDON MEDICAL CENTRE,31855572,514.0,NWHI 01 - April.pdf.csv,1
NHS Hillingdon CCG,30-Apr-20,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,SHAKESPEARE MEDICAL CENTRE,31945757,539.0,NWHI 01 - April.pdf.csv,1
NHS Hillingdon CCG,30-Apr-20,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,SOUTHCOTE CLINIC,31945740,613.0,NWHI 01 - April.pdf.csv,1
NHS Hillingdon CCG,30-Apr-20,C&M-GMS Prof Fees Prescribing,PRC DELEGATED CO-COMMISSIONING,HAYES MEDICAL CENTRE,31974822,631.0,NWHI 01 - April.pdf.csv,1
NHS Hillingdon CCG,30-Apr-20,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,KINGSWAY SURGERY,31945723,650.0,NWHI 01 - April.pdf.csv,1
NHS Hillingdon CCG,30-Apr-20,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,WEST LONDON MEDICAL CENTRE,31945746,659.0,NWHI 01 - April.pdf.csv,1
NHS Hillingdon CCG,30-Apr-20,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,KING EDWARDS & SWAKELEYS MEDICAL CENTRE,31793880,704.0,NWHI 01 - April.pdf.csv,1
NHS Hillingdon CCG,30-Apr-20,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,YEADING COURT SURGERY,31945751,722.0,NWHI 01 - April.pdf.csv,1
NHS Hillingdon CCG,30-Apr-20,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,DR M M SIDDIQUI,31945706,755.0,NWHI 01 - April.pdf.csv,1
NHS Hillingdon CCG,30-Apr-20,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,WALLASEY MEDICAL CENTRE,31974824,772.0,NWHI 01 - April.pdf.csv,1
NHS Hillingdon CCG,30-Apr-20,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,YEADING COURT SURGERY,31945748,823.0,NWHI 01 - April.pdf.csv,1
NHS Hillingdon CCG,30-Apr-20,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,PINE MEDICAL CENTRE,31945738,832.0,NWHI 01 - April.pdf.csv,1
NHS Hillingdon CCG,30-Apr-20,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,ST MARTINS MEDICAL CENTRE,31945742,834.0,NWHI 01 - April.pdf.csv,1
NHS Hillingdon CCG,30-Apr-20,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,OXFORD DRIVE MEDICAL CENTRE,31974823,837.0,NWHI 01 - April.pdf.csv,1
NHS Hillingdon CCG,30-Apr-20,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,HEATHROW MEDICAL CENTRE,31945715,842.0,NWHI 01 - April.pdf.csv,1
NHS Hillingdon CCG,30-Apr-20,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,MEDICAL CENTRE DR SOLOMON & PARTNERS,31813076,843.0,NWHI 01 - April.pdf.csv,1
NHS Hillingdon CCG,30-Apr-20,C&M-PMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,GLENDALE MEDICAL CENTRE,31813075,852.0,NWHI 01 - April.pdf.csv,1
NHS Hillingdon CCG,30-Apr-20,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,EASTCOTE HEALTH CENTRE,31945710,864.0,NWHI 01 - April.pdf.csv,1
NHS Hillingdon CCG,30-Apr-20,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,HIGH STREET PRACTICE YIEWSLEY HEALTH CENTRE,31945717,917.0,NWHI 01 - April.pdf.csv,1
NHS Hillingdon CCG,30-Apr-20,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,GLENDALE MEDICAL CENTRE,31813075,930.0,NWHI 01 - April.pdf.csv,1
NHS Hillingdon CCG,30-Apr-20,C&M-GMS PCO Seniority,PRC DELEGATED CO-COMMISSIONING,EASTCOTE HEALTH CENTRE,31945710,955.0,NWHI 01 - April.pdf.csv,1
NHS Hillingdon CCG,30-Apr-20,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,HEATHROW MEDICAL CENTRE,31802482,975.0,NWHI 01 - April.pdf.csv,1
NHS Hillingdon CCG,30-Apr-20,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,PARK VIEW SURGERY,31945735,980.0,NWHI 01 - April.pdf.csv,1
NHS Hillingdon CCG,30-Apr-20,ME-GMS GP Pension EEs,PRC DELEGATED CO-COMMISSIONING,MEDICAL CENTRE DR S SHAPIRO & PARTNER,31945728,996.0,NWHI 01 - April.pdf.csv,1
NHS Hillingdon CCG,30-Apr-20,C&M-PMS PCO Doctors Ret Scheme,PRC DELEGATED CO-COMMISSIONING,MOUNTWOOD SURGERY,31793882,1002.0,NWHI 01 - April.pdf.csv,1
NHS Hillingdon CCG,30-Apr-20,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,OAKLAND MEDICAL CENTRE,31945732,1028.0,NWHI 01 - April.pdf.csv,1
NHS Hillingdon CCG,30-Apr-20,Income tax <1Yr-Student Loans,BALANCE SHEET,HMRC,31867724,1072.0,NWHI 01 - April.pdf.csv,1
NHS Hillingdon CCG,30-Apr-20,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,OTTERFIELD MEDICAL CENTRE,31793884,1072.0,NWHI 01 - April.pdf.csv,1
NHS Hillingdon CCG,30-Apr-20,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,KINGSWAY SURGERY,31793880,1076.0,NWHI 01 - April.pdf.csv,1
NHS Hillingdon CCG,30-Apr-20,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,WARREN PRACTICE,31945750,1083.0,NWHI 01 - April.pdf.csv,1
NHS Hillingdon CCG,30-Apr-20,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,DEVONSHIRE LODGE PRACTICE EASTCOTE HEALTH CENTRE,31945706,1084.0,NWHI 01 - April.pdf.csv,1
NHS Hillingdon CCG,30-Apr-20,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,HILLINGDON HEALTH CENTRE,31945718,1120.0,NWHI 01 - April.pdf.csv,1
NHS Hillingdon CCG,30-Apr-20,C&M-GMS Prof Fees Prescribing,PRC DELEGATED CO-COMMISSIONING,YIEWSLEY FAMILY PRACTICE,31945752,1133.0,NWHI 01 - April.pdf.csv,1
NHS Hillingdon CCG,30-Apr-20,C&M-GMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,WALLASEY MEDICAL CENTRE,31945754,1164.0,NWHI 01 - April.pdf.csv,1
NHS Hillingdon CCG,30-Apr-20,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,EASTBURY SURGERY,31974821,1167.0,NWHI 01 - April.pdf.csv,1
NHS Hillingdon CCG,30-Apr-20,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,MEDICAL CENTRE BRUNEL UNIVERSITY,31945725,1172.0,NWHI 01 - April.pdf.csv,1
NHS Hillingdon CCG,30-Apr-20,C&M-PMS Growth,PRC DELEGATED CO-COMMISSIONING,OTTERFIELD MEDICAL CENTRE,31793884,1215.0,NWHI 01 - April.pdf.csv,1
NHS Hillingdon CCG,30-Apr-20,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,EASTCOTE HEALTH CENTRE,31974821,1233.0,NWHI 01 - April.pdf.csv,1
NHS Hillingdon CCG,30-Apr-20,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,OAKLAND MEDICAL CENTRE,31945759,1302.0,NWHI 01 - April.pdf.csv,1
NHS Hillingdon CCG,30-Apr-20,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,TOWNFIELD DOCTORS SURGERY,31793886,1305.0,NWHI 01 - April.pdf.csv,1
NHS Hillingdon CCG,30-Apr-20,C&M-GMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,WARREN PRACTICE,31945750,1361.0,NWHI 01 - April.pdf.csv,1
NHS Hillingdon CCG,30-Apr-20,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,EASTBURY SURGERY,31855550,1365.0,NWHI 01 - April.pdf.csv,1
NHS Hillingdon CCG,30-Apr-20,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,HILLINGDON HEALTH CENTRE,31945717,1403.0,NWHI 01 - April.pdf.csv,1
NHS Hillingdon CCG,30-Apr-20,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,SHAKESPEARE MEDICAL CENTRE,31855565,1431.0,NWHI 01 - April.pdf.csv,1
NHS Hillingdon CCG,30-Apr-20,C&M-GMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,KINGSWAY SURGERY,31945723,1442.0,NWHI 01 - April.pdf.csv,1
NHS Hillingdon CCG,30-Apr-20,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,OXFORD DRIVE MEDICAL CENTRE,31793884,1461.0,NWHI 01 - April.pdf.csv,1
NHS Hillingdon CCG,30-Apr-20,C&M-GMS Prem Actual Rent,PRC DELEGATED CO-COMMISSIONING,DR M M SIDDIQUI,31974820,1500.0,NWHI 01 - April.pdf.csv,1
NHS Hillingdon CCG,30-Apr-20,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,CHURCH ROAD SURGERY,31945703,1525.0,NWHI 01 - April.pdf.csv,1
NHS Hillingdon CCG,30-Apr-20,ME-GMS GP Pension ERs Adjustments,PRC DELEGATED CO-COMMISSIONING,MEDICAL CENTRE DR S SHAPIRO & PARTNER,31945728,1534.0,NWHI 01 - April.pdf.csv,1
NHS Hillingdon CCG,30-Apr-20,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,DEVONSHIRE LODGE PRACTICE EASTCOTE HEALTH CENTRE,31774048,1540.0,NWHI 01 - April.pdf.csv,1
NHS Hillingdon CCG,30-Apr-20,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,MEDICAL CENTRE DR JOWETT & PARTNERS,31945727,1588.0,NWHI 01 - April.pdf.csv,1
NHS Hillingdon CCG,30-Apr-20,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,PINE MEDICAL CENTRE,31945735,1593.0,NWHI 01 - April.pdf.csv,1
NHS Hillingdon CCG,30-Apr-20,C&M-GMS Prof Fees Prescribing,PRC DELEGATED CO-COMMISSIONING,PARK VIEW SURGERY,31945735,1609.0,NWHI 01 - April.pdf.csv,1
NHS Hillingdon CCG,30-Apr-20,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,MEDICAL CENTRE DR S SHAPIRO & PARTNER,31945728,1615.0,NWHI 01 - April.pdf.csv,1
NHS Hillingdon CCG,30-Apr-20,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,HAREFIELD HEALTH CENTRE,31945713,1621.0,NWHI 01 - April.pdf.csv,1
NHS Hillingdon CCG,30-Apr-20,C&M-GMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,HILLINGDON HEALTH CENTRE,31945718,1652.0,NWHI 01 - April.pdf.csv,1
NHS Hillingdon CCG,30-Apr-20,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,MOUNTWOOD SURGERY,31793882,1691.0,NWHI 01 - April.pdf.csv,1
NHS Hillingdon CCG,30-Apr-20,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,YIEWSLEY FAMILY PRACTICE,31945752,1769.0,NWHI 01 - April.pdf.csv,1
NHS Hillingdon CCG,30-Apr-20,C&M-GMS Prem Actual Rent,PRC DELEGATED CO-COMMISSIONING,YEADING COURT SURGERY,31945751,1800.0,NWHI 01 - April.pdf.csv,1
NHS Hillingdon CCG,30-Apr-20,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,NORTH HYDE PRACTICE,31945759,1914.0,NWHI 01 - April.pdf.csv,1
NHS Hillingdon CCG,30-Apr-20,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,DR M M SIDDIQUI,31974820,1944.0,NWHI 01 - April.pdf.csv,1
NHS Hillingdon CCG,30-Apr-20,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,WILLOW TREE SURGERY,31945748,1986.0,NWHI 01 - April.pdf.csv,1
NHS Hillingdon CCG,30-Apr-20,C&M-PMS Growth,PRC DELEGATED CO-COMMISSIONING,KINCORA DR A N GOUD & PARTNER,31793878,1993.0,NWHI 01 - April.pdf.csv,1
NHS Hillingdon CCG,30-Apr-20,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,MEDICAL CENTRE BRUNEL UNIVERSITY,31945725,2020.0,NWHI 01 - April.pdf.csv,1
NHS Hillingdon CCG,30-Apr-20,C&M-GMS PCN DES Invest & impact,PRC DELEGATED CO-COMMISSIONING,UXBRIDGE HEALTH CENTRE,31974824,2024.0,NWHI 01 - April.pdf.csv,1
NHS Hillingdon CCG,30-Apr-20,C&M-GMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,WALLASEY MEDICAL CENTRE,31945754,2045.0,NWHI 01 - April.pdf.csv,1
NHS Hillingdon CCG,30-Apr-20,C&M-APMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,HESA MEDICAL CENTRE,31793889,2076.0,NWHI 01 - April.pdf.csv,1
NHS Hillingdon CCG,30-Apr-20,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,HAYES MEDICAL CENTRE,31974822,2081.0,NWHI 01 - April.pdf.csv,1
NHS Hillingdon CCG,30-Apr-20,C&M-GMS Prem Actual Rent,PRC DELEGATED CO-COMMISSIONING,WILLOW TREE SURGERY,31945748,2133.0,NWHI 01 - April.pdf.csv,1
NHS Hillingdon CCG,30-Apr-20,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,WARREN PRACTICE,31945754,2156.0,NWHI 01 - April.pdf.csv,1
NHS Hillingdon CCG,30-Apr-20,C&M-GMS PCN DES Clinical Director,PRC DELEGATED CO-COMMISSIONING,UXBRIDGE HEALTH CENTRE,31974824,2181.0,NWHI 01 - April.pdf.csv,1
NHS Hillingdon CCG,30-Apr-20,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,HAREFIELD HEALTH CENTRE,31855557,2290.0,NWHI 01 - April.pdf.csv,1
NHS Hillingdon CCG,30-Apr-20,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,MEDICAL CENTRE BRUNEL UNIVERSITY,31945724,2353.0,NWHI 01 - April.pdf.csv,1
NHS Hillingdon CCG,30-Apr-20,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,UXBRIDGE HEALTH CENTRE,31974824,2354.0,NWHI 01 - April.pdf.csv,1
NHS Hillingdon CCG,30-Apr-20,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,WEST LONDON MEDICAL CENTRE,31945746,2401.0,NWHI 01 - April.pdf.csv,1
NHS Hillingdon CCG,30-Apr-20,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,MEDICAL CENTRE DR S SHAPIRO & PARTNER,31945727,2425.0,NWHI 01 - April.pdf.csv,1
NHS Hillingdon CCG,30-Apr-20,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,SOUTHCOTE CLINIC,31945740,2464.0,NWHI 01 - April.pdf.csv,1
NHS Hillingdon CCG,30-Apr-20,C&M-PMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,GLENDALE MEDICAL CENTRE,31813075,2566.0,NWHI 01 - April.pdf.csv,1
NHS Hillingdon CCG,30-Apr-20,C&M-PMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,KINCORA DR A N GOUD & PARTNER,31793878,2579.0,NWHI 01 - April.pdf.csv,1
NHS Hillingdon CCG,30-Apr-20,C&M-GMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,WEST LONDON MEDICAL CENTRE,31945746,2637.0,NWHI 01 - April.pdf.csv,1
NHS Hillingdon CCG,30-Apr-20,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,SHAKESPEARE MEDICAL CENTRE,31945757,2700.0,NWHI 01 - April.pdf.csv,1
NHS Hillingdon CCG,30-Apr-20,C&M-GMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,HEATHROW MEDICAL CENTRE,31945715,2758.0,NWHI 01 - April.pdf.csv,1
NHS Hillingdon CCG,30-Apr-20,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,KINGSWAY SURGERY,31945723,2795.0,NWHI 01 - April.pdf.csv,1
NHS Hillingdon CCG,30-Apr-20,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,YEADING COURT SURGERY,31945751,2922.0,NWHI 01 - April.pdf.csv,1
NHS Hillingdon CCG,30-Apr-20,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,UXBRIDGE HEALTH CENTRE,31855570,2985.0,NWHI 01 - April.pdf.csv,1
