date,expensearea,expensetype,supplier,amount,file,negative
04/06/2020,Id Screening,Uniforms,Matz Medical Ltd,78000.0,LNWU 03 - June.csv,1
18/06/2020,Id Screening,Uniforms,Matz Medical Ltd,130000.0,LNWU 03 - June.csv,1
04/06/2020,Capital,Equipment,Ge Medical Systems Limited,28902.0,LNWU 03 - June.csv,1
18/06/2020,Capital,Equipment,Karl Storz Endoscopy (Uk) Ltd,74602.0,LNWU 03 - June.csv,1
10/06/2020,Patient Transport Contract,Patient Transport Contract,Ambulance Transfers Ltd,395849.0,LNWU 03 - June.csv,1
10/06/2020,Patient Transport Contract,Patient Transport Contract,Ambulance Transfers Ltd,263622.0,LNWU 03 - June.csv,1
11/06/2020,Id Screening,General Instruments,Cmt Equipment Limited T/A Cmt Group,76500.0,LNWU 03 - June.csv,1
11/06/2020,Id Screening,General Instruments,Cmt Equipment Limited T/A Cmt Group,198900.0,LNWU 03 - June.csv,1
24/06/2020,Id Screening,General Instruments,Cmt Equipment Limited T/A Cmt Group,165750.0,LNWU 03 - June.csv,1
10/06/2020,Textile Services,Laundry Contract,Elis Uk Limited,40537.0,LNWU 03 - June.csv,1
17/06/2020,Blood Products N.W.L,Blood Products,Nhs Blood And Transplant,212436.0,LNWU 03 - June.csv,1
17/06/2020,Blood Products E.H,Blood Products,Nhs Blood And Transplant,42824.0,LNWU 03 - June.csv,1
10/06/2020,Balance Sheet Lnwh,Pharmacy Stock Purchases,Celgene Limited,60236.0,LNWU 03 - June.csv,1
10/06/2020,Balance Sheet Lnwh,Pharmacy Stock Purchases,Celgene Limited,26399.0,LNWU 03 - June.csv,1
24/06/2020,Balance Sheet Lnwh,Pharmacy Stock Purchases,Celgene Limited,52802.0,LNWU 03 - June.csv,1
18/06/2020,Capital,Equipment,Alcon Eye Care Uk Limited,49800.0,LNWU 03 - June.csv,1
24/06/2020,Communications (Phones),Mobile Phone Call Chgs\Rental,Vodafone Ltd,25122.0,LNWU 03 - June.csv,1
18/06/2020,Capital,Equipment,Sccl-Nhs Supply Chain Capital,330318.0,LNWU 03 - June.csv,1
10/06/2020,Balance Sheet Lnwh,Pharmacy Stock Purchases,Csl Behring Uk Ltd,35700.0,LNWU 03 - June.csv,1
10/06/2020,Balance Sheet Lnwh,Lodging,Network Homes,96276.0,LNWU 03 - June.csv,1
08/06/2020,H.R.  Services N.W.L,Software Purchases \ Licences,Softcat Ltd,149148.0,LNWU 03 - June.csv,1
10/06/2020,I.B.D Nursing,Clinical Services Received,Lloyds Pharmacy Clinical Homecare,59223.0,LNWU 03 - June.csv,1
10/06/2020,I.B.D Nursing,Clinical Services Received,Lloyds Pharmacy Clinical Homecare,59223.0,LNWU 03 - June.csv,1
10/06/2020,Balance Sheet Lnwh,Pharmacy Stock Purchases,Alliance Healthcare (Distribution) Limited,36877.0,LNWU 03 - June.csv,1
24/06/2020,Utilities E.H,Electricity,Laser Energy Buying Group,119111.0,LNWU 03 - June.csv,1
24/06/2020,Utilities N.P.H,Electricity,Laser Energy Buying Group,329337.0,LNWU 03 - June.csv,1
24/06/2020,Utilities N.P.H,Electricity,Laser Energy Buying Group,290143.0,LNWU 03 - June.csv,1
24/06/2020,Utilities E.H,Electricity,Laser Energy Buying Group,108391.0,LNWU 03 - June.csv,1
24/06/2020,Utilities E.H,Gas,Laser Energy Buying Group,66451.0,LNWU 03 - June.csv,1
24/06/2020,Utilities E.H,Gas,Laser Energy Buying Group,25473.0,LNWU 03 - June.csv,1
18/06/2020,I M & T Support Maintenance,Project Management,Cgi It Uk Limited,62005.0,LNWU 03 - June.csv,1
04/06/2020,Capital,Equipment,Cardiac Services,36963.0,LNWU 03 - June.csv,1
10/06/2020,Capital,Equipment,Cardiac Services,30126.0,LNWU 03 - June.csv,1
24/06/2020,Oncology E.H,Consultant,Imperial College Healthcare Nhs Trust,31198.0,LNWU 03 - June.csv,1
24/06/2020,Oncology,Consultant,Imperial College Healthcare Nhs Trust,25337.0,LNWU 03 - June.csv,1
10/06/2020,H.R.  Services N.W.L,Software Purchases \ Licences,Softcat Ltd,149148.0,LNWU 03 - June.csv,1
10/06/2020,Capital,Software,Softcat Ltd,184800.0,LNWU 03 - June.csv,1
18/06/2020,Radiology N.P.H,General Instruments,Agito Medical A/S,48000.0,LNWU 03 - June.csv,1
04/06/2020,Radiology N.P.H,General Instruments,Agito Medical A/S,48000.0,LNWU 03 - June.csv,1
10/06/2020,St Marks Surgery,Project Management,Apira Ltd,36000.0,LNWU 03 - June.csv,1
10/06/2020,Balance Sheet Lnwh,Lodging,Network Homes,95928.0,LNWU 03 - June.csv,1
18/06/2020,Balance Sheet Lnwh,Pharmacy Stock Purchases,Healthcare At Home Limited,60900.0,LNWU 03 - June.csv,1
24/06/2020,Balance Sheet Lnwh,Pharmacy Stock Purchases,Healthcare At Home Limited,49986.0,LNWU 03 - June.csv,1
24/06/2020,I M & T Support Maintenance,Pas Licence And Support,Specialist Computer Centres Plc,103584.0,LNWU 03 - June.csv,1
18/06/2020,I M & T Support Maintenance,Hardware Maintenance,Mti Technology Limited,34249.0,LNWU 03 - June.csv,1
18/06/2020,Capital,Software,Edm Group Ltd,72011.0,LNWU 03 - June.csv,1
18/06/2020,Capital,Software,Edm Group Ltd,176198.0,LNWU 03 - June.csv,1
29/06/2020,Commercial,Liability To 3rd Party Ins,Nhs Resolution,46365.0,LNWU 03 - June.csv,1
29/06/2020,Depreciation\Provisions N.W.L,Nhsla Premium,Nhs Resolution,1847441.0,LNWU 03 - June.csv,1
10/06/2020,Balance Sheet Lnwh,Pharmacy Stock Purchases,Alk-Abello Ltd,90000.0,LNWU 03 - June.csv,1
24/06/2020,Balance Sheet Lnwh,Pharmacy Stock Purchases,Alk-Abello Ltd,36000.0,LNWU 03 - June.csv,1
04/06/2020,Textile Services,Laundry Contract,Elis Uk Limited,25797.0,LNWU 03 - June.csv,1
04/06/2020,Textile Services,Laundry Contract,Elis Uk Limited,115856.0,LNWU 03 - June.csv,1
10/06/2020,Id Screening,Protective Clothing,The Income Generation Company (Tig Ltd),196416.0,LNWU 03 - June.csv,1
10/06/2020,Id Screening,Protective Clothing,The Income Generation Company (Tig Ltd),37537.0,LNWU 03 - June.csv,1
08/07/2020,I M & T Support Maintenance,Computer Equipment,Parity Medical,48705.0,LNWU 04 - July.csv,1
01/07/2020,Capital,Estates/Building Works,Direct Healthcare Group,49012.0,LNWU 04 - July.csv,1
29/07/2020,Bed Hire Contract N.W.L,Medical Equip Repairs & Maint,Direct Healthcare Group,62100.0,LNWU 04 - July.csv,1
15/07/2020,Capital,I.C.T Hardware,European Electronique Limited,80134.0,LNWU 04 - July.csv,1
29/07/2020,Capital,Equipment,Getinge Uk Limited,479733.0,LNWU 04 - July.csv,1
29/07/2020,Balance Sheet Lnwh,Pharmacy Stock Purchases,Janssen Cilag Limited,32352.0,LNWU 04 - July.csv,1
01/07/2020,Balance Sheet Lnwh,Salary Sacrifice White Goods,Akira Financial Limited,38627.0,LNWU 04 - July.csv,1
29/07/2020,Balance Sheet Lnwh,Salary Sacrifice White Goods,Akira Financial Limited,36664.0,LNWU 04 - July.csv,1
15/07/2020,Capital,Estates/Building Works,Kier Construction Limited,35612.0,LNWU 04 - July.csv,1
30/07/2020,Car Parking N.W.L,Car Parking,Apcoa Facilities Management (Uk) Limited,193694.0,LNWU 04 - July.csv,1
29/07/2020,Estates\Facilities Management,Legal Fees,Trowers & Hamlins Llp,27535.0,LNWU 04 - July.csv,1
01/07/2020,Ibd Boost,Research Costs,Queen Mary University Of London,43403.0,LNWU 04 - July.csv,1
01/07/2020,Balance Sheet Lnwh,Pharmacy Stock Purchases,Roche Products Ltd,43883.0,LNWU 04 - July.csv,1
23/07/2020,Post Room N.P.H,Postage,Pitney Bowes Limited - Franking,25000.0,LNWU 04 - July.csv,1
01/07/2020,Post Room N.P.H,Postage,Pitney Bowes Limited - Franking,25000.0,LNWU 04 - July.csv,1
01/07/2020,E.B.M.E.,E.B.M.E Contract,Bcas Bio Medical Services Ltd,210000.0,LNWU 04 - July.csv,1
29/07/2020,E.B.M.E.,E.B.M.E Contract,Bcas Bio Medical Services Ltd,210000.0,LNWU 04 - July.csv,1
15/07/2020,Id Screening,Patients' Clothing,Specialist Door Solutions Ltd,81187.0,LNWU 04 - July.csv,1
01/07/2020,Anaesthetics Medical N.W.L,Equipment Lease,Genmed.Me Ltd,33201.0,LNWU 04 - July.csv,1
01/07/2020,Radiology N.P.H,Equipment Lease,Genmed.Me Ltd,25052.0,LNWU 04 - July.csv,1
29/07/2020,I M & T Support Maintenance,Professional Fees,Healthcare Clinical Informatics Limited,51975.0,LNWU 04 - July.csv,1
29/07/2020,I M & T Support Maintenance,Building Contract Work,Healthcare Clinical Informatics Limited,30240.0,LNWU 04 - July.csv,1
01/07/2020,Incontinence Bcs,Medical Equipment,Ontex Healthcare Uk Ltd,52180.0,LNWU 04 - July.csv,1
01/07/2020,Incontinence Bcs,Incontinence Contract,Ontex Healthcare Uk Ltd,46457.0,LNWU 04 - July.csv,1
08/07/2020,Radiology N.P.H,Medical Equip Repairs & Maint,Sccl-Nhs Supply Chain Maintenance,62709.0,LNWU 04 - July.csv,1
15/07/2020,E.B.M.E.,Medical Equip Repairs & Maint,Sccl-Nhs Supply Chain Maintenance,48544.0,LNWU 04 - July.csv,1
15/07/2020,Radiology N.P.H,Medical Equip Repairs & Maint,Sccl-Nhs Supply Chain Maintenance,80448.0,LNWU 04 - July.csv,1
29/07/2020,Capital,Estates/Building Works,Apcoa Parking ( Uk ) Limited,177884.0,LNWU 04 - July.csv,1
08/07/2020,Capital,Estates/Building Works,Seville Developments Ltd,54095.0,LNWU 04 - July.csv,1
08/07/2020,Capital,Estates/Building Works,Seville Developments Ltd,56721.0,LNWU 04 - July.csv,1
08/07/2020,Capital,Estates/Building Works,Seville Developments Ltd,53655.0,LNWU 04 - July.csv,1
08/07/2020,Capital,Estates/Building Works,Seville Developments Ltd,32601.0,LNWU 04 - July.csv,1
22/07/2020,Capital,Furniture & Fittings,Arjo Uk Ltd,52593.0,LNWU 04 - July.csv,1
22/07/2020,Bed Hire Contract N.W.L,Medical Equip Repairs & Maint,Arjo Uk Ltd,43329.0,LNWU 04 - July.csv,1
01/07/2020,Capital,Equipment,Fujifilm Sonosite Limited,156698.0,LNWU 04 - July.csv,1
01/07/2020,Capital,Equipment,Fujifilm Sonosite Limited,26946.0,LNWU 04 - July.csv,1
01/07/2020,Capital,Equipment,Fujifilm Sonosite Limited,27246.0,LNWU 04 - July.csv,1
01/07/2020,Capital,Equipment,Fujifilm Sonosite Limited,26946.0,LNWU 04 - July.csv,1
01/07/2020,Capital,Equipment,Fujifilm Sonosite Limited,28086.0,LNWU 04 - July.csv,1
01/07/2020,Capital,Equipment,Fujifilm Sonosite Limited,27546.0,LNWU 04 - July.csv,1
08/07/2020,Capital,Equipment,Steris Solutions Limited,92998.0,LNWU 04 - July.csv,1
01/07/2020,Balance Sheet Lnwh,Pharmacy Stock Purchases,Dialachemist Ltd T/A Springmed Solutions,34020.0,LNWU 04 - July.csv,1
01/07/2020,I M & T Support Maintenance,Software Maintenance,Insight Direct ( Uk ) Limited,54000.0,LNWU 04 - July.csv,1
29/07/2020,I M & T Support Maintenance,Software Maintenance,Insight Direct ( Uk ) Limited,26174.0,LNWU 04 - July.csv,1
08/07/2020,Capital,Equipment,Carl Zeiss Ltd,126451.0,LNWU 04 - July.csv,1
02/07/2020,Id Screening,Protective Clothing,Denka Uk Limited,49600.0,LNWU 04 - July.csv,1
22/07/2020,Balance Sheet Lnwh,Pharmacy Stock Purchases,Aah Pharmaceuticals Limited,32349.0,LNWU 04 - July.csv,1
01/07/2020,Id Screening,General Instruments,Toffeln Limited,55980.0,LNWU 04 - July.csv,1
01/07/2020,Id Screening,General Instruments,Toffeln Limited,46650.0,LNWU 04 - July.csv,1
01/07/2020,Id Screening,Protective Clothing,Toffeln Limited,205999.0,LNWU 04 - July.csv,1
15/07/2020,Balance Sheet Lnwh,Pharmacy Stock Purchases,Aah Pharmaceuticals Limited,32411.0,LNWU 04 - July.csv,1
14/07/2020,Cancer Screening,General Instruments,Chrystal Consulting Limited,154047.0,LNWU 04 - July.csv,1
14/07/2020,Cancer Screening,General Instruments,Chrystal Consulting Limited,154047.0,LNWU 04 - July.csv,1
22/07/2020,Capital,Estates/Building Works,Siemens Industry Software Limited,40585.0,LNWU 04 - July.csv,1
08/07/2020,Id Screening,Uniforms,Matz Medical Ltd,130000.0,LNWU 04 - July.csv,1
15/07/2020,Id Screening,Uniforms,Matz Medical Ltd,130000.0,LNWU 04 - July.csv,1
