date,expensetype,supplier,transactionnumber,amount,file,negative,expensearea
30/09/2020,Clinical&Medical-Voluntary Sector,AGE UK CAMDEN,33749537,34833.0,NCL 06 - September.pdf.csv,1,
30/09/2020,Clinical&Medical-Commercial Sector,AJ MOBILITY LTD,33915543,119560.0,NCL 06 - September.pdf.csv,1,
30/09/2020,Clinical&Medical-Commercial Sector,AJ MOBILITY LTD,33915604,119560.0,NCL 06 - September.pdf.csv,1,
30/09/2020,C&M-GMS Prof Fees Prescribing,AMPTHILL PRACTICE,34004680,140.0,NCL 06 - September.pdf.csv,1,
30/09/2020,C&M-GMS Cost of Drugs -Prescribing,AMPTHILL PRACTICE,34004680,852.0,NCL 06 - September.pdf.csv,1,
30/09/2020,C&M-GMS PCN DES Participation,AMPTHILL PRACTICE,34004680,1293.0,NCL 06 - September.pdf.csv,1,
30/09/2020,ME-GMS GP Pension EEs Adjustments,AMPTHILL PRACTICE,34004680,1426.0,NCL 06 - September.pdf.csv,1,
30/09/2020,ME-GMS GP Pension ERs Adjustments,AMPTHILL PRACTICE,34004680,2204.0,NCL 06 - September.pdf.csv,1,
30/09/2020,C&M- PCN DES CARE COORDINATOR,AMPTHILL PRACTICE,34004680,2427.0,NCL 06 - September.pdf.csv,1,
30/09/2020,C&M-GMS PCN DES Soc Prescribing,AMPTHILL PRACTICE,34004680,2949.0,NCL 06 - September.pdf.csv,1,
30/09/2020,C&M-GMS PCN DES Invest & impact,AMPTHILL PRACTICE,34004680,3107.0,NCL 06 - September.pdf.csv,1,
30/09/2020,C&M-GMS PCN DES Clinical Director,AMPTHILL PRACTICE,34004680,4379.0,NCL 06 - September.pdf.csv,1,
30/09/2020,C&M-GMS PCN DES Clin Pharmacist,AMPTHILL PRACTICE,34004680,4639.0,NCL 06 - September.pdf.csv,1,
30/09/2020,C&M-GMS LES Primary Care Offer,AMPTHILL PRACTICE,34004680,5284.0,NCL 06 - September.pdf.csv,1,
30/09/2020,ME-GMS GP Prior Year EEs,AMPTHILL PRACTICE,34004680,5344.0,NCL 06 - September.pdf.csv,1,
30/09/2020,C&M-GMS QOF Aspiration,AMPTHILL PRACTICE,34004680,5546.0,NCL 06 - September.pdf.csv,1,
30/09/2020,ME - GMS GP Prior Year ERs,AMPTHILL PRACTICE,34004680,7835.0,NCL 06 - September.pdf.csv,1,
30/09/2020,C&M-GMS DES Extended Hours Access,AMPTHILL PRACTICE,34004680,8795.0,NCL 06 - September.pdf.csv,1,
30/09/2020,C&M-GMS PCN DES PCN support,AMPTHILL PRACTICE,34004680,9099.0,NCL 06 - September.pdf.csv,1,
30/09/2020,C&M-GMS C&M-APMS PCN DES Physician Assoc,AMPTHILL PRACTICE,34004680,18713.0,NCL 06 - September.pdf.csv,1,
30/09/2020,C&M-GMS Global Sum,AMPTHILL PRACTICE,34004680,66216.0,NCL 06 - September.pdf.csv,1,
30/09/2020,C&M-GMS PCN DES Participation,AMWELL PRACTICE,34004681,-18296.0,NCL 06 - September.pdf.csv,-1,
30/09/2020,ME-GMS GP Pension ERs Adjustments,AMWELL PRACTICE,34004681,-4896.0,NCL 06 - September.pdf.csv,-1,
30/09/2020,ME-GMS GP Pension EEs,AMWELL PRACTICE,34004681,-4141.0,NCL 06 - September.pdf.csv,-1,
30/09/2020,ME-GMS GP Prior Year EEs,AMWELL PRACTICE,34004681,-3320.0,NCL 06 - September.pdf.csv,-1,
30/09/2020,ME - GMS GP Prior Year ERs,AMWELL PRACTICE,34004681,-2181.0,NCL 06 - September.pdf.csv,-1,
30/09/2020,ME-GMS GP Prior Year AVCs,AMWELL PRACTICE,34004681,-2146.0,NCL 06 - September.pdf.csv,-1,
30/09/2020,ME - GMS TPS Added Years Adj EEs,AMWELL PRACTICE,34004681,-481.0,NCL 06 - September.pdf.csv,-1,
30/09/2020,C&M-GMS Prof Fees Prescribing,AMWELL PRACTICE,34004682,87.0,NCL 06 - September.pdf.csv,1,
30/09/2020,C&M-GMS Prem Water Rates,AMWELL PRACTICE,34004682,115.0,NCL 06 - September.pdf.csv,1,
30/09/2020,C&M-GMS Cost of Drugs -Prescribing,AMWELL PRACTICE,34004682,351.0,NCL 06 - September.pdf.csv,1,
30/09/2020,C&M-GMS Prem Rates,AMWELL PRACTICE,34004682,2368.0,NCL 06 - September.pdf.csv,1,
30/09/2020,ME-GMS GP Pension EEs Adjustments,AMWELL PRACTICE,34004682,2831.0,NCL 06 - September.pdf.csv,1,
30/09/2020,ME-GMS GP Pension ERs Adjustments,AMWELL PRACTICE,34004682,3372.0,NCL 06 - September.pdf.csv,1,
30/09/2020,C&M-GMS QOF Aspiration,AMWELL PRACTICE,34004682,5060.0,NCL 06 - September.pdf.csv,1,
30/09/2020,ME - GMS GP Prior Year ERs,AMWELL PRACTICE,34004682,6014.0,NCL 06 - September.pdf.csv,1,
30/09/2020,ME-GMS GP Prior Year EEs,AMWELL PRACTICE,34004682,8423.0,NCL 06 - September.pdf.csv,1,
30/09/2020,C&M-GMS PCN DES Participation,AMWELL PRACTICE,34004682,19821.0,NCL 06 - September.pdf.csv,1,
30/09/2020,C&M-GMS Global Sum,AMWELL PRACTICE,34004682,77416.0,NCL 06 - September.pdf.csv,1,
30/09/2020,C&M-GMS Prem Water Rates,ANDOVER MEDICAL CENTRE,34004684,76.0,NCL 06 - September.pdf.csv,1,
30/09/2020,C&M-GMS Prof Fees Prescribing,ANDOVER MEDICAL CENTRE,34004684,122.0,NCL 06 - September.pdf.csv,1,
30/09/2020,C&M-GMS Cost of Drugs -Prescribing,ANDOVER MEDICAL CENTRE,34004684,264.0,NCL 06 - September.pdf.csv,1,
30/09/2020,C&M-GMS Prem Rates,ANDOVER MEDICAL CENTRE,34004684,770.0,NCL 06 - September.pdf.csv,1,
30/09/2020,C&M-GMS QOF Aspiration,ANDOVER MEDICAL CENTRE,34004684,4089.0,NCL 06 - September.pdf.csv,1,
30/09/2020,C&M-GMS PCO Other,ANDOVER MEDICAL CENTRE,34004684,4253.0,NCL 06 - September.pdf.csv,1,
30/09/2020,C&M-GMS Prem Actual Rent,ANDOVER MEDICAL CENTRE,34004684,5500.0,NCL 06 - September.pdf.csv,1,
30/09/2020,C&M-GMS PCN DES Participation,ANDOVER MEDICAL CENTRE,34004684,13279.0,NCL 06 - September.pdf.csv,1,
30/09/2020,C&M-GMS Global Sum,ANDOVER MEDICAL CENTRE,34004684,51223.0,NCL 06 - September.pdf.csv,1,
30/09/2020,C&M-PMS DES Learn Dsblty Hlth Chk,ANGEL SURGERY,33855262,1260.0,NCL 06 - September.pdf.csv,1,
30/09/2020,C&M-PMS PCN DES Participation,ANGEL SURGERY,33855262,1669.0,NCL 06 - September.pdf.csv,1,
30/09/2020,C&M-PMS Funding Differential Review,ANGEL SURGERY,33855262,2926.0,NCL 06 - September.pdf.csv,1,
30/09/2020,C&M-PMS Prem Notional Rent,ANGEL SURGERY,33855262,5196.0,NCL 06 - September.pdf.csv,1,
30/09/2020,C&M-PMS QOF Aspiration,ANGEL SURGERY,33855262,6020.0,NCL 06 - September.pdf.csv,1,
30/09/2020,C&M-PMS LES Primary Care Offer,ANGEL SURGERY,33855262,6408.0,NCL 06 - September.pdf.csv,1,
30/09/2020,C&M-PMS Contract Value,ANGEL SURGERY,33855262,86396.0,NCL 06 - September.pdf.csv,1,
30/09/2020,C&M-GMS Prof Fees Prescribing,ARCADIAN GARDENS,33999800,50.0,NCL 06 - September.pdf.csv,1,
30/09/2020,C&M-GMS Cost of Drugs -Prescribing,ARCADIAN GARDENS,33999800,1328.0,NCL 06 - September.pdf.csv,1,
30/09/2020,C&M-GMS Prem Rates,ARCADIAN GARDENS,33999800,1840.0,NCL 06 - September.pdf.csv,1,
30/09/2020,C&M-GMS QOF Aspiration,ARCADIAN GARDENS,33999800,2670.0,NCL 06 - September.pdf.csv,1,
30/09/2020,C&M-GMS Prem Notional Rent,ARCADIAN GARDENS,33999800,6219.0,NCL 06 - September.pdf.csv,1,
30/09/2020,C&M-GMS PCN DES Participation,ARCADIAN GARDENS,33999800,9420.0,NCL 06 - September.pdf.csv,1,
30/09/2020,C&M-GMS Global Sum,ARCADIAN GARDENS,33999800,37811.0,NCL 06 - September.pdf.csv,1,
30/09/2020,C&M-PMS Prem Clinical Waste,ARCHWAY PRIMARY CARE TEAM,33820397,8.0,NCL 06 - September.pdf.csv,1,
30/09/2020,C&M-PMS Prem Water Rates,ARCHWAY PRIMARY CARE TEAM,33820397,46.0,NCL 06 - September.pdf.csv,1,
30/09/2020,C&M-PMS Prem Rates,ARCHWAY PRIMARY CARE TEAM,33820397,1237.0,NCL 06 - September.pdf.csv,1,
30/09/2020,C&M-PMS Prem Notional Rent,ARCHWAY PRIMARY CARE TEAM,33820397,3187.0,NCL 06 - September.pdf.csv,1,
30/09/2020,C&M-PMS Funding Differential Review,ARCHWAY PRIMARY CARE TEAM,33820397,3882.0,NCL 06 - September.pdf.csv,1,
30/09/2020,C&M-PMS QOF Aspiration,ARCHWAY PRIMARY CARE TEAM,33820397,4019.0,NCL 06 - September.pdf.csv,1,
30/09/2020,C&M-PMS PCN DES Participation,ARCHWAY PRIMARY CARE TEAM,33820397,19173.0,NCL 06 - September.pdf.csv,1,
30/09/2020,C&M-PMS Contract Value,ARCHWAY PRIMARY CARE TEAM,33820397,98976.0,NCL 06 - September.pdf.csv,1,
30/09/2020,C&M-PMS PCN DES Participation,ARNOS GROVE MEDICAL CENTRE,33855260,793.0,NCL 06 - September.pdf.csv,1,
30/09/2020,C&M-PMS DES Learn Dsblty Hlth Chk,ARNOS GROVE MEDICAL CENTRE,33855260,840.0,NCL 06 - September.pdf.csv,1,
30/09/2020,C&M-PMS Prem Notional Rent,ARNOS GROVE MEDICAL CENTRE,33855260,1681.0,NCL 06 - September.pdf.csv,1,
30/09/2020,C&M-PMS Funding Differential Review,ARNOS GROVE MEDICAL CENTRE,33855260,2751.0,NCL 06 - September.pdf.csv,1,
30/09/2020,C&M-PMS LES Primary Care Offer,ARNOS GROVE MEDICAL CENTRE,33855260,3045.0,NCL 06 - September.pdf.csv,1,
30/09/2020,C&M-PMS QOF Aspiration,ARNOS GROVE MEDICAL CENTRE,33855260,3270.0,NCL 06 - September.pdf.csv,1,
30/09/2020,C&M-PMS Contract Value,ARNOS GROVE MEDICAL CENTRE,33855260,43490.0,NCL 06 - September.pdf.csv,1,
30/09/2020,Cont Care-Physical Disab (65+),ASCOT REHABILITATION LTD,33899596,31729.0,NCL 06 - September.pdf.csv,1,
30/09/2020,Training Materials,AT MEDICS LTD,33819332,-107500.0,NCL 06 - September.pdf.csv,-1,
30/09/2020,Training Materials,AT MEDICS LTD,33819333,-107500.0,NCL 06 - September.pdf.csv,-1,
30/09/2020,ME-PMS GP Pension ERs Adjs - PMS,HAMPSTEAD GROUP PRACTICE,33820408,-14214.0,NCL 06 - September.pdf.csv,-1,
30/09/2020,ME-PMS GP Pension EEs-PMS,HAMPSTEAD GROUP PRACTICE,33820408,-9742.0,NCL 06 - September.pdf.csv,-1,
30/09/2020,C&M-PMS PCN DES Clin Pharmacist,HAMPSTEAD GROUP PRACTICE,33820408,-8350.0,NCL 06 - September.pdf.csv,-1,
30/09/2020,C&M-PMS PCN DES Soc Prescribing,HAMPSTEAD GROUP PRACTICE,33820408,-5685.0,NCL 06 - September.pdf.csv,-1,
30/09/2020,ME-PMS GP Prior Year EEs,HAMPSTEAD GROUP PRACTICE,33820408,-3496.0,NCL 06 - September.pdf.csv,-1,
30/09/2020,ME - PMS GP Prior Year ERs,HAMPSTEAD GROUP PRACTICE,33820408,-3383.0,NCL 06 - September.pdf.csv,-1,
30/09/2020,ME-PMS GP Pension EEs Adjs - PMS,HAMPSTEAD GROUP PRACTICE,33820408,-2522.0,NCL 06 - September.pdf.csv,-1,
30/09/2020,ME - PMS TPS Added Years Adj EEs,HAMPSTEAD GROUP PRACTICE,33820408,-539.0,NCL 06 - September.pdf.csv,-1,
30/09/2020,C&M-PMS Prem Rates,HAMPSTEAD GROUP PRACTICE,33820410,1359.0,NCL 06 - September.pdf.csv,1,
30/09/2020,C&M-PMS PCN DES Invest & impact,HAMPSTEAD GROUP PRACTICE,33820410,2318.0,NCL 06 - September.pdf.csv,1,
30/09/2020,C&M-PMS PCN DES Participation,HAMPSTEAD GROUP PRACTICE,33820410,2518.0,NCL 06 - September.pdf.csv,1,
30/09/2020,C&M-PMS PCN DES Clinical Director,HAMPSTEAD GROUP PRACTICE,33820410,3192.0,NCL 06 - September.pdf.csv,1,
30/09/2020,C&M-PMS Additional Staff Payments,HAMPSTEAD GROUP PRACTICE,33820410,4881.0,NCL 06 - September.pdf.csv,1,
30/09/2020,C&M-PMS DES Extended Hours Access,HAMPSTEAD GROUP PRACTICE,33820410,6411.0,NCL 06 - September.pdf.csv,1,
30/09/2020,C&M-PMS PCN DES PCN support,HAMPSTEAD GROUP PRACTICE,33820410,6632.0,NCL 06 - September.pdf.csv,1,
30/09/2020,C&M-PMS PCN DES Clin Pharmacist,HAMPSTEAD GROUP PRACTICE,33820410,8350.0,NCL 06 - September.pdf.csv,1,
30/09/2020,C&M-PMS LES Primary Care Offer,HAMPSTEAD GROUP PRACTICE,33820410,9947.0,NCL 06 - September.pdf.csv,1,
30/09/2020,C&M-PMS Prem Cost Rent,HAMPSTEAD GROUP PRACTICE,33820410,10208.0,NCL 06 - September.pdf.csv,1,
30/09/2020,C&M-PMS QOF Aspiration,HAMPSTEAD GROUP PRACTICE,33820410,10332.0,NCL 06 - September.pdf.csv,1,
30/09/2020,C&M-PMS QOF Achievement,HAMPSTEAD GROUP PRACTICE,33820410,10924.0,NCL 06 - September.pdf.csv,1,
30/09/2020,C&M-PMS Funding Differential Review,HAMPSTEAD GROUP PRACTICE,33820410,11476.0,NCL 06 - September.pdf.csv,1,
30/09/2020,C&M-PMS PCN DES Soc Prescribing,HAMPSTEAD GROUP PRACTICE,33820410,11583.0,NCL 06 - September.pdf.csv,1,
30/09/2020,C&M-PMS Contract Value,HAMPSTEAD GROUP PRACTICE,33820410,129682.0,NCL 06 - September.pdf.csv,1,
30/09/2020,C&M-PMS QOF Aspiration,HAVERGAL VILLAS,33842519,3554.0,NCL 06 - September.pdf.csv,1,
30/09/2020,C&M-PMS Funding Differential Review,HAVERGAL VILLAS,33842519,3662.0,NCL 06 - September.pdf.csv,1,
30/09/2020,C&M-PMS Prem Actual Rent,HAVERGAL VILLAS,33842519,3875.0,NCL 06 - September.pdf.csv,1,
30/09/2020,C&M-PMS PCN DES Participation,HAVERGAL VILLAS,33842519,11190.0,NCL 06 - September.pdf.csv,1,
30/09/2020,C&M-PMS Contract Value,HAVERGAL VILLAS,33842519,46434.0,NCL 06 - September.pdf.csv,1,
30/09/2020,Clinical&Medical-Independent Sector,HAVERSTOCK HEALTHCARE LTD,33541310,3860.0,NCL 06 - September.pdf.csv,1,
30/09/2020,Clinical&Medical-Independent Sector,HAVERSTOCK HEALTHCARE LTD,33541310,8541.0,NCL 06 - September.pdf.csv,1,
30/09/2020,Clinical&Medical-Independent Sector,HAVERSTOCK HEALTHCARE LTD,33722405,30272.0,NCL 06 - September.pdf.csv,1,
30/09/2020,Clinical&Medical-Independent Sector,HAVERSTOCK HEALTHCARE LTD,33737593,30272.0,NCL 06 - September.pdf.csv,1,
30/09/2020,Clinical&Medical-Independent Sector,HAVERSTOCK HEALTHCARE LTD,33867355,30272.0,NCL 06 - September.pdf.csv,1,
30/09/2020,Clinical&Medical-Independent Sector,HAVERSTOCK HEALTHCARE LTD,33950917,30272.0,NCL 06 - September.pdf.csv,1,
30/09/2020,Clinical&Medical-Independent Sector,HAVERSTOCK HEALTHCARE LTD,33887629,38000.0,NCL 06 - September.pdf.csv,1,
30/09/2020,Clinical&Medical-Independent Sector,HAVERSTOCK HEALTHCARE LTD,33541310,44748.0,NCL 06 - September.pdf.csv,1,
30/09/2020,C&M-PMS PCN DES Participation,HEATHFIELDS,33819815,1079.0,NCL 06 - September.pdf.csv,1,
30/09/2020,C&M-PMS Funding Differential Review,HEATHFIELDS,33819815,4381.0,NCL 06 - September.pdf.csv,1,
30/09/2020,C&M-PMS QOF Aspiration,HEATHFIELDS,33819815,4760.0,NCL 06 - September.pdf.csv,1,
30/09/2020,C&M-PMS Contract Value,HEATHFIELDS,33819815,56042.0,NCL 06 - September.pdf.csv,1,
30/09/2020,C&M-GMS PCN DES Participation,HENDON WAY SURGERY,34004577,1087.0,NCL 06 - September.pdf.csv,1,
30/09/2020,C&M-GMS QOF Aspiration,HENDON WAY SURGERY,34004577,4064.0,NCL 06 - September.pdf.csv,1,
30/09/2020,C&M-GMS Prem Notional Rent,HENDON WAY SURGERY,34004577,4929.0,NCL 06 - September.pdf.csv,1,
30/09/2020,C&M-GMS Global Sum,HENDON WAY SURGERY,34004577,58550.0,NCL 06 - September.pdf.csv,1,
30/09/2020,C&M-PMS PCN DES Participation,HIGHGATE GROUP PRACTICE,33842516,-25240.0,NCL 06 - September.pdf.csv,-1,
30/09/2020,ME-PMS GP Pension ERs Adjs - PMS,HIGHGATE GROUP PRACTICE,33842516,-15645.0,NCL 06 - September.pdf.csv,-1,
30/09/2020,ME-PMS GP Pension EEs-PMS,HIGHGATE GROUP PRACTICE,33842516,-14686.0,NCL 06 - September.pdf.csv,-1,
30/09/2020,ME-PMS GP Prior Year EEs,HIGHGATE GROUP PRACTICE,33842516,-3919.0,NCL 06 - September.pdf.csv,-1,
30/09/2020,ME - PMS GP Prior Year ERs,HIGHGATE GROUP PRACTICE,33842516,-2931.0,NCL 06 - September.pdf.csv,-1,
30/09/2020,ME - PMS TPS Added Years Adj EEs,HIGHGATE GROUP PRACTICE,33842516,-1259.0,NCL 06 - September.pdf.csv,-1,
30/09/2020,C&M-PMS PCN DES Invest & impact,HIGHGATE GROUP PRACTICE,33842517,1672.0,NCL 06 - September.pdf.csv,1,
30/09/2020,C&M-PMS PCN DES Clinical Director,HIGHGATE GROUP PRACTICE,33842517,2535.0,NCL 06 - September.pdf.csv,1,
30/09/2020,C&M-PMS DES Extended Hours Access,HIGHGATE GROUP PRACTICE,33842517,5092.0,NCL 06 - September.pdf.csv,1,
30/09/2020,C&M-PMS PCN DES PCN support,HIGHGATE GROUP PRACTICE,33842517,5267.0,NCL 06 - September.pdf.csv,1,
30/09/2020,C&M-PMS QOF Aspiration,HIGHGATE GROUP PRACTICE,33842517,8368.0,NCL 06 - September.pdf.csv,1,
30/09/2020,C&M-PMS Funding Differential Review,HIGHGATE GROUP PRACTICE,33842517,8617.0,NCL 06 - September.pdf.csv,1,
30/09/2020,C&M-PMS PCN DES Participation,HIGHGATE GROUP PRACTICE,33842517,27343.0,NCL 06 - September.pdf.csv,1,
30/09/2020,C&M-PMS Contract Value,HIGHGATE GROUP PRACTICE,33842517,109620.0,NCL 06 - September.pdf.csv,1,
30/09/2020,C&M-GMS Prof Fees Prescribing,HIGHLANDS PRACTICE,33999833,76.0,NCL 06 - September.pdf.csv,1,
30/09/2020,C&M-GMS Cost of Drugs -Prescribing,HIGHLANDS PRACTICE,33999833,165.0,NCL 06 - September.pdf.csv,1,
30/09/2020,C&M-GMS PCN DES Participation,HIGHLANDS PRACTICE,33999833,1477.0,NCL 06 - September.pdf.csv,1,
30/09/2020,C&M-GMS Prem Rates,HIGHLANDS PRACTICE,33999833,1693.0,NCL 06 - September.pdf.csv,1,
30/09/2020,C&M-GMS LES Primary Care Offer,HIGHLANDS PRACTICE,33999833,5669.0,NCL 06 - September.pdf.csv,1,
30/09/2020,C&M-GMS QOF Aspiration,HIGHLANDS PRACTICE,33999833,6010.0,NCL 06 - September.pdf.csv,1,
30/09/2020,C&M-GMS Prem Notional Rent,HIGHLANDS PRACTICE,33999833,14160.0,NCL 06 - September.pdf.csv,1,
30/09/2020,C&M-GMS Global Sum,HIGHLANDS PRACTICE,33999833,76765.0,NCL 06 - September.pdf.csv,1,
30/09/2020,Statutory Mat Pay < 1 yr,HMRC,33891386,-6569.0,NCL 06 - September.pdf.csv,-1,
30/09/2020,Post Graduate Loan Payable,HMRC,33891386,142.0,NCL 06 - September.pdf.csv,1,
30/09/2020,Apprenticeship Levy Payable,HMRC,33891386,5949.0,NCL 06 - September.pdf.csv,1,
30/09/2020,Income tax <1Yr-Student Loans,HMRC,33891386,7637.0,NCL 06 - September.pdf.csv,1,
30/09/2020,National Insurance < 1 yr-NI-EES,HMRC,33891386,186704.0,NCL 06 - September.pdf.csv,1,
30/09/2020,National Insurance < 1 yr-NI- ERS,HMRC,33891386,282714.0,NCL 06 - September.pdf.csv,1,
30/09/2020,Income tax <1Yr,HMRC,33891386,423067.0,NCL 06 - September.pdf.csv,1,
30/09/2020,C&M-PMS PCN DES Participation,HODFORD ROAD SURGERY,33819817,498.0,NCL 06 - September.pdf.csv,1,
30/09/2020,C&M-PMS Prem Rates,HODFORD ROAD SURGERY,33819817,1278.0,NCL 06 - September.pdf.csv,1,
30/09/2020,C&M-PMS QOF Aspiration,HODFORD ROAD SURGERY,33819817,1872.0,NCL 06 - September.pdf.csv,1,
30/09/2020,C&M-PMS Funding Differential Review,HODFORD ROAD SURGERY,33819817,1972.0,NCL 06 - September.pdf.csv,1,
30/09/2020,C&M-PMS Prem Notional Rent,HODFORD ROAD SURGERY,33819817,2609.0,NCL 06 - September.pdf.csv,1,
30/09/2020,C&M-PMS Contract Value,HODFORD ROAD SURGERY,33819817,25747.0,NCL 06 - September.pdf.csv,1,
30/09/2020,C&M-PMS Prem Water Rates,HOLBORN MEDICAL CENTRE,33820417,37.0,NCL 06 - September.pdf.csv,1,
30/09/2020,ME - PMS GP Prior Year ERs,HOLBORN MEDICAL CENTRE,33820417,106.0,NCL 06 - September.pdf.csv,1,
30/09/2020,C&M-PMS PCO Other,HOLBORN MEDICAL CENTRE,33820417,738.0,NCL 06 - September.pdf.csv,1,
30/09/2020,C&M-PMS PCO Congestion charge,HOLBORN MEDICAL CENTRE,33820417,1001.0,NCL 06 - September.pdf.csv,1,
30/09/2020,C&M-PMS PCN DES Invest & impact,HOLBORN MEDICAL CENTRE,33820417,1584.0,NCL 06 - September.pdf.csv,1,
30/09/2020,C&M-PMS PCN DES Participation,HOLBORN MEDICAL CENTRE,33820417,1787.0,NCL 06 - September.pdf.csv,1,
30/09/2020,C&M-PMS PCN DES Clinical Director,HOLBORN MEDICAL CENTRE,33820417,2180.0,NCL 06 - September.pdf.csv,1,
30/09/2020,ME-PMS GP Prior Year EEs,HOLBORN MEDICAL CENTRE,33820417,3071.0,NCL 06 - September.pdf.csv,1,
30/09/2020,C&M-PMS DES Extended Hours Access,HOLBORN MEDICAL CENTRE,33820417,4379.0,NCL 06 - September.pdf.csv,1,
30/09/2020,C&M-PMS PCN DES PCN support,HOLBORN MEDICAL CENTRE,33820417,4530.0,NCL 06 - September.pdf.csv,1,
30/09/2020,C&M-PMS QOF Aspiration,HOLBORN MEDICAL CENTRE,33820417,4700.0,NCL 06 - September.pdf.csv,1,
30/09/2020,C&M-PMS Prem Rates,HOLBORN MEDICAL CENTRE,33820417,5142.0,NCL 06 - September.pdf.csv,1,
30/09/2020,C&M-PMS PCN DES Soc Prescribing,HOLBORN MEDICAL CENTRE,33820417,5721.0,NCL 06 - September.pdf.csv,1,
30/09/2020,C&M-PMS LES Primary Care Offer,HOLBORN MEDICAL CENTRE,33820417,6628.0,NCL 06 - September.pdf.csv,1,
30/09/2020,C&M-PMS Funding Differential Review,HOLBORN MEDICAL CENTRE,33820417,7472.0,NCL 06 - September.pdf.csv,1,
30/09/2020,C&M-PMS PCN DES Clin Pharmacist,HOLBORN MEDICAL CENTRE,33820417,13110.0,NCL 06 - September.pdf.csv,1,
30/09/2020,C&M-PMS Prem Actual Rent,HOLBORN MEDICAL CENTRE,33820417,18494.0,NCL 06 - September.pdf.csv,1,
30/09/2020,C&M-PMS Contract Value,HOLBORN MEDICAL CENTRE,33820417,91482.0,NCL 06 - September.pdf.csv,1,
30/09/2020,C&M-GMS PCN DES Participation,PRIMROSE HILL SURGERY,34004731,1110.0,NCL 06 - September.pdf.csv,1,
30/09/2020,C&M-GMS PCN DES Invest & impact,PRIMROSE HILL SURGERY,34004731,1568.0,NCL 06 - September.pdf.csv,1,
30/09/2020,C&M-GMS PCN DES Clinical Director,PRIMROSE HILL SURGERY,34004731,2029.0,NCL 06 - September.pdf.csv,1,
30/09/2020,C&M-GMS QOF Aspiration,PRIMROSE HILL SURGERY,34004731,3769.0,NCL 06 - September.pdf.csv,1,
30/09/2020,C&M-GMS PCN DES PCN support,PRIMROSE HILL SURGERY,34004731,4217.0,NCL 06 - September.pdf.csv,1,
30/09/2020,C&M-GMS LES Primary Care Offer,PRIMROSE HILL SURGERY,34004731,4344.0,NCL 06 - September.pdf.csv,1,
30/09/2020,C&M-GMS PCN DES Clin Pharmacist,PRIMROSE HILL SURGERY,34004731,8405.0,NCL 06 - September.pdf.csv,1,
30/09/2020,C&M-GMS Prem Actual Rent,PRIMROSE HILL SURGERY,34004731,9604.0,NCL 06 - September.pdf.csv,1,
30/09/2020,C&M-GMS Global Sum,PRIMROSE HILL SURGERY,34004731,57892.0,NCL 06 - September.pdf.csv,1,
