date,expensetype,expensearea,supplier,amount,file,negative
07/04/2020,Rent,Estates Directorate,Nhs Property Services Ltd,31210.0,IMPC 01 - April.csv,1
09/04/2020,Audit Fees: Internal,Finance Directorate,Pricewaterhousecoopers Llp,58860.0,IMPC 01 - April.csv,1
09/04/2020,Computer Software/License,Information & Comms Technology,Optimus It Infra Ltd,109153.0,IMPC 01 - April.csv,1
09/04/2020,Cy Auc -Addns-Bd Purchased,Capital Summary,Cuffe  Plc,42147.0,IMPC 01 - April.csv,1
09/04/2020,Cy Auc -Addns- P & M-Purchased,Capital Summary,Karl Storz Endoscopy (Uk) Ltd,75641.0,IMPC 01 - April.csv,1
09/04/2020,Cy Auc -Addns- Prof Fee)-Purch,Capital Summary,Couch Perry Wilkes Llp,31092.0,IMPC 01 - April.csv,1
09/04/2020,Ext Contr Catering,Estates Directorate,Sodexo Limited,426000.0,IMPC 01 - April.csv,1
09/04/2020,Ext Contr Catering,Estates Directorate,Sodexo Limited,200314.0,IMPC 01 - April.csv,1
09/04/2020,Other Research Exp - Pay,Rd Medical Directorate,Imperial College London,303193.0,IMPC 01 - April.csv,1
09/04/2020,Other Research Exp - Pay,Rd Surgery & Cancer Division,Imperial College London,39567.0,IMPC 01 - April.csv,1
09/04/2020,Other Research Exp - Pay,Rd Surgery & Cancer Division,Imperial College London,156814.0,IMPC 01 - April.csv,1
09/04/2020,Supplies Issues Recharges,Ichnt Balance Sheet,Supply Chain Coordination Ltd (Sccl) ( 101),168180.0,IMPC 01 - April.csv,1
09/04/2020,Supplies Issues Recharges,Ichnt Balance Sheet,Supply Chain Coordination Ltd (Sccl) ( 101),117012.0,IMPC 01 - April.csv,1
09/04/2020,Supplies Issues Recharges,Ichnt Balance Sheet,Supply Chain Coordination Ltd (Sccl) ( 101),175620.0,IMPC 01 - April.csv,1
14/04/2020,Agency Nursing: Qualified,Div Of Med & Integrated Care,Reed,52791.0,IMPC 01 - April.csv,1
14/04/2020,Agency Nursing: Qualified,"Div Of Surg, Cardiov & Cancer",Reed,59324.0,IMPC 01 - April.csv,1
14/04/2020,Clinical Managed Service Contr,Pathology,Abbott Laboratories Ltd,124358.0,IMPC 01 - April.csv,1
14/04/2020,Computer Software/License,Human Resources,Softcat Plc,240800.0,IMPC 01 - April.csv,1
14/04/2020,Computer Software/License,Information & Comms Technology,Optimus It Infra Ltd,110702.0,IMPC 01 - April.csv,1
14/04/2020,Computer Software/License,Office Of Chief Executive,Cdw Ltd,83130.0,IMPC 01 - April.csv,1
14/04/2020,Consultancy Fees,Estates Directorate,The Retearn Group Limited,131772.0,IMPC 01 - April.csv,1
14/04/2020,Consultancy Fees,Human Resources,Tpc Health Ltd,52200.0,IMPC 01 - April.csv,1
14/04/2020,Cy Auc -Addns-Bd Purchased,Capital Summary,Cuffe  Plc,126163.0,IMPC 01 - April.csv,1
14/04/2020,Cy Auc -Addns-Bd Purchased,Capital Summary,Forest Gate Construction Ltd,262927.0,IMPC 01 - April.csv,1
14/04/2020,Cy Auc -Addns- It Eqpt-Addns,Capital Summary,Cdw Ltd,651721.0,IMPC 01 - April.csv,1
14/04/2020,Cy Auc -Addns- It Eqpt-Addns,Capital Summary,European Electronique Ltd,221880.0,IMPC 01 - April.csv,1
14/04/2020,Cy Auc -Addns- P & M-Purchased,Capital Summary,Baxter Healthcare Ltd,66960.0,IMPC 01 - April.csv,1
14/04/2020,Cy Auc -Addns- P & M-Purchased,Capital Summary,Bright Technologies,56400.0,IMPC 01 - April.csv,1
14/04/2020,Electricity,Estates Directorate,Edf Energy Customer Plc,41011.0,IMPC 01 - April.csv,1
14/04/2020,Electricity,Estates Directorate,Edf Energy Customer Plc,327777.0,IMPC 01 - April.csv,1
14/04/2020,Electricity,Estates Directorate,Edf Energy Customer Plc,116025.0,IMPC 01 - April.csv,1
14/04/2020,Electricity,Estates Directorate,Edf Energy Customer Plc,91002.0,IMPC 01 - April.csv,1
14/04/2020,Ext Contr Logistics,Finance Directorate,Eleanor Hospital Logistics Ltd,154313.0,IMPC 01 - April.csv,1
14/04/2020,Items Pending Investigation,Ichnt Balance Sheet,Curium Pharma Uk Ltd,64836.0,IMPC 01 - April.csv,1
14/04/2020,Jac - Stock,Balance Sheet St Marys,Csl Behring Uk Ltd,173040.0,IMPC 01 - April.csv,1
14/04/2020,Med & Surg Equip General,"Div Of Surg, Cardiov & Cancer",Ambu Limited,36013.0,IMPC 01 - April.csv,1
14/04/2020,Other Research Exp - Non-Pay,Rd Medical Directorate,The Hillingdon Hospital Nhs Foundation Trust,68212.0,IMPC 01 - April.csv,1
14/04/2020,Other Research Exp - Non-Pay,Rd Medical Directorate,The West London Research Network Cic,48674.0,IMPC 01 - April.csv,1
14/04/2020,Other Research Exp - Non-Pay,Rd Medical Directorate,West London  Nhs Trust,49961.0,IMPC 01 - April.csv,1
14/04/2020,Other Research Exp - Pay,Rd Medicine Division,Imperial College London,37015.0,IMPC 01 - April.csv,1
14/04/2020,Phone Instal & Maint,Information & Comms Technology,M&S Medicom,47224.0,IMPC 01 - April.csv,1
14/04/2020,Phone Instal & Maint,Information & Comms Technology,Netcall Telecom Limited,115022.0,IMPC 01 - April.csv,1
14/04/2020,Postage & Carriage,Div Of Women & Clin Support,Xerox (Uk) Ltd,45364.0,IMPC 01 - April.csv,1
14/04/2020,Staff Recruitment Costs,Human Resources,King'S College Hospital Nhs Foundation Trust,42716.0,IMPC 01 - April.csv,1
14/04/2020,Staff Recruitment Costs,Human Resources,King'S College Hospital Nhs Foundation Trust,40350.0,IMPC 01 - April.csv,1
16/04/2020,Blood Products,Pathology,Nhs Blood And Transplant,59850.0,IMPC 01 - April.csv,1
16/04/2020,Computer Maintenance,Information & Comms Technology,Cdw Ltd,61992.0,IMPC 01 - April.csv,1
16/04/2020,Consultancy Fees,Estates Directorate,Knight Security Limited,30518.0,IMPC 01 - April.csv,1
16/04/2020,Contr Other External,Estates Directorate,Cbre Managed Services Ltd,754548.0,IMPC 01 - April.csv,1
16/04/2020,Cy Auc -Addns- It Eqpt-Addns,Capital Summary,4 Way Solutions Ltd,36726.0,IMPC 01 - April.csv,1
16/04/2020,Cy Auc -Addns- It Eqpt-Addns,Capital Summary,Cdw Ltd,42821.0,IMPC 01 - April.csv,1
16/04/2020,Dialysers,Div Of Med & Integrated Care,Baxter Healthcare Ltd,59611.0,IMPC 01 - April.csv,1
16/04/2020,Dialysers,Div Of Med & Integrated Care,Baxter Healthcare Ltd,135604.0,IMPC 01 - April.csv,1
16/04/2020,Drugs Nhs,Div Of Women & Clin Support,Nhs Business Services Authority,35155.0,IMPC 01 - April.csv,1
16/04/2020,Ext Contract - Patient Travel,Estates Directorate,Hats Group Ltd,48900.0,IMPC 01 - April.csv,1
16/04/2020,Items Pending Investigation,Ichnt Balance Sheet,Williams Building Company (22) Limited,65421.0,IMPC 01 - April.csv,1
16/04/2020,Med & Surg Equip General,"Div Of Surg, Cardiov & Cancer",Karl Storz Endoscopy (Uk) Ltd,67990.0,IMPC 01 - April.csv,1
16/04/2020,Other Managed Service Contract,Div Of Women & Clin Support,Petals,30000.0,IMPC 01 - April.csv,1
16/04/2020,Srvcsrecd-Other Nhs,Pathology,Micropathology Ltd,35506.0,IMPC 01 - April.csv,1
16/04/2020,Staff Uniforms & Clothing,Estates Directorate,Mwuk T/A Alexandra,76065.0,IMPC 01 - April.csv,1
20/04/2020,Income Tax Paye,Ichnt Balance Sheet,Hmrc Government Employers Account,17121712.0,IMPC 01 - April.csv,1
21/04/2020,Car Salary Sacrifice,Ichnt Balance Sheet,Tuskerdirect Ltd,64450.0,IMPC 01 - April.csv,1
21/04/2020,Car Salary Sacrifice,Ichnt Balance Sheet,Tuskerdirect Ltd,60863.0,IMPC 01 - April.csv,1
21/04/2020,Computer Software/License,Information & Comms Technology,Optimus It Infra Ltd,168626.0,IMPC 01 - April.csv,1
21/04/2020,Computer Software/License,Pandemic Planning,Visionable Ltd,57000.0,IMPC 01 - April.csv,1
21/04/2020,Cy Auc -Addns- P & M-Purchased,Capital Summary,Optima Medical Ltd,198116.0,IMPC 01 - April.csv,1
21/04/2020,Dist Award - Nat Cea,Div Of Med & Integrated Care,Imperial College London,100220.0,IMPC 01 - April.csv,1
21/04/2020,Dist Award - Nat Cea,"Div Of Surg, Cardiov & Cancer",Imperial College London,75418.0,IMPC 01 - April.csv,1
21/04/2020,Dist Award - Nat Cea,Div Of Women & Clin Support,Imperial College London,35883.0,IMPC 01 - April.csv,1
21/04/2020,Dist Award - Nat Cea,Medical Director Summary,Imperial College London,31117.0,IMPC 01 - April.csv,1
21/04/2020,Ext Contract - Patient Travel,Pandemic Planning,Hats Group Ltd,59700.0,IMPC 01 - April.csv,1
21/04/2020,Ext Contract - Patient Travel,Pandemic Planning,Hats Group Ltd,43500.0,IMPC 01 - April.csv,1
21/04/2020,Gas,Estates Directorate,Corona Energy,79416.0,IMPC 01 - April.csv,1
21/04/2020,Gas,Estates Directorate,Corona Energy,54994.0,IMPC 01 - April.csv,1
21/04/2020,Gas,Estates Directorate,Corona Energy,77448.0,IMPC 01 - April.csv,1
21/04/2020,Gas,Estates Directorate,Corona Energy,177231.0,IMPC 01 - April.csv,1
21/04/2020,Ic Pay Recharge In: Med,Div Of Med & Integrated Care,Imperial College London,148622.0,IMPC 01 - April.csv,1
21/04/2020,Ic Pay Recharge In: Med,"Div Of Surg, Cardiov & Cancer",Imperial College London,349812.0,IMPC 01 - April.csv,1
21/04/2020,Ic Pay Recharge In: Med,"Div Of Surg, Cardiov & Cancer",Imperial College London,90576.0,IMPC 01 - April.csv,1
21/04/2020,Ic Pay Recharge In: Med,Div Of Women & Clin Support,Imperial College London,76149.0,IMPC 01 - April.csv,1
21/04/2020,Ic Pay Recharge In: Med,Pathology,Imperial College London,36701.0,IMPC 01 - April.csv,1
21/04/2020,Ic Pay Rechge In: Admin & Mgmt,Medical Director Summary,Imperial College London,28240.0,IMPC 01 - April.csv,1
21/04/2020,Isotopes,Div Of Women & Clin Support,Curium Pharma Uk Ltd,55248.0,IMPC 01 - April.csv,1
21/04/2020,Jac - Stock,Balance Sheet St Marys,Csl Behring Uk Ltd,58800.0,IMPC 01 - April.csv,1
21/04/2020,Jac - Stock,Balance Sheet St Marys,Janssen-Cilag Ltd,71884.0,IMPC 01 - April.csv,1
21/04/2020,Jac - Stock,Balance Sheet St Marys,Roche Products Ltd,30391.0,IMPC 01 - April.csv,1
21/04/2020,Med & Surg Equip General,Rd Surgery & Cancer Division,Medtronic Ltd,36000.0,IMPC 01 - April.csv,1
21/04/2020,Med & Surg Equip Leases,"Div Of Surg, Cardiov & Cancer",Tp Leasing Ltd,53670.0,IMPC 01 - April.csv,1
21/04/2020,Med & Surg Equip Repair,Estates Directorate,Ge Medical Systems Limited,717862.0,IMPC 01 - April.csv,1
21/04/2020,Nhs Pay Recharge In: Med,Div Of Med & Integrated Care,West Hertfordshire Hospitals Nhs Trust,29196.0,IMPC 01 - April.csv,1
21/04/2020,Other Research Exp - Non-Pay,Rd Medical Directorate,Chelsea And  Westminster Hospital Nhs Ft,472199.0,IMPC 01 - April.csv,1
21/04/2020,Other Research Exp - Non-Pay,Rd Medical Directorate,Imperial College London,129449.0,IMPC 01 - April.csv,1
21/04/2020,Other Research Exp - Pay,Rd Medical Directorate,Imperial College London,301287.0,IMPC 01 - April.csv,1
21/04/2020,Other Research Exp - Pay,Rd Medicine Division,Imperial College London,34697.0,IMPC 01 - April.csv,1
21/04/2020,Patients Appl: Purchase,"Div Of Surg, Cardiov & Cancer",Blatchford Limited,59455.0,IMPC 01 - April.csv,1
21/04/2020,Staff Location/Bleeps,Information & Comms Technology,Multitone Electronics Plc,66615.0,IMPC 01 - April.csv,1
21/04/2020,Supplies Issues Recharges,Ichnt Balance Sheet,Supply Chain Coordination Ltd (Sccl) ( 101),212842.0,IMPC 01 - April.csv,1
21/04/2020,Supplies Issues Recharges,Ichnt Balance Sheet,Supply Chain Coordination Ltd (Sccl) ( 101),169563.0,IMPC 01 - April.csv,1
21/04/2020,Supplies Issues Recharges,Ichnt Balance Sheet,Supply Chain Coordination Ltd (Sccl) ( 101),136628.0,IMPC 01 - April.csv,1
21/04/2020,Supplies Issues Recharges,Ichnt Balance Sheet,Supply Chain Coordination Ltd (Sccl) ( 101),164112.0,IMPC 01 - April.csv,1
21/04/2020,Supplies Issues Recharges,Ichnt Balance Sheet,Supply Chain Coordination Ltd (Sccl) ( 101),121563.0,IMPC 01 - April.csv,1
21/04/2020,Supplies Issues Recharges,Ichnt Balance Sheet,Supply Chain Coordination Ltd (Sccl) ( 101),40827.0,IMPC 01 - April.csv,1
21/04/2020,Supplies Issues Recharges,Ichnt Balance Sheet,Supply Chain Coordination Ltd (Sccl) ( 101),31759.0,IMPC 01 - April.csv,1
21/04/2020,Supplies Issues Recharges,Ichnt Balance Sheet,Supply Chain Coordination Ltd (Sccl) ( 101),41512.0,IMPC 01 - April.csv,1
21/04/2020,Supplies Issues Recharges,Ichnt Balance Sheet,Supply Chain Coordination Ltd (Sccl) ( 101),64354.0,IMPC 01 - April.csv,1
21/04/2020,Supplies Issues Recharges,Ichnt Balance Sheet,Supply Chain Coordination Ltd (Sccl) ( 101),58174.0,IMPC 01 - April.csv,1
21/04/2020,Supplies Issues Recharges,Ichnt Balance Sheet,Supply Chain Coordination Ltd (Sccl) ( 101),102734.0,IMPC 01 - April.csv,1
21/04/2020,Supplies Issues Recharges,Ichnt Balance Sheet,Supply Chain Coordination Ltd (Sccl) ( 101),144128.0,IMPC 01 - April.csv,1
21/04/2020,Supplies Issues Recharges,Ichnt Balance Sheet,Supply Chain Coordination Ltd (Sccl) ( 101),81596.0,IMPC 01 - April.csv,1
21/04/2020,Supplies Issues Recharges,Ichnt Balance Sheet,Supply Chain Coordination Ltd (Sccl) ( 101),89056.0,IMPC 01 - April.csv,1
21/04/2020,Taxi & Other Vehicle Hire,Estates Directorate,Dhl Supply Chain  (Former Excel),81344.0,IMPC 01 - April.csv,1
21/04/2020,Taxi & Other Vehicle Hire,Estates Directorate,Dhl Supply Chain  (Former Excel),84441.0,IMPC 01 - April.csv,1
21/04/2020,Taxi & Other Vehicle Hire,Estates Directorate,Dhl Supply Chain  (Former Excel),77760.0,IMPC 01 - April.csv,1
23/04/2020,Cleaning Equipment,Estates Directorate,Vermop Uk Ltd,156789.0,IMPC 01 - April.csv,1
23/04/2020,Clinical Managed Service Contr,"Div Of Surg, Cardiov & Cancer",Blatchford Limited,30020.0,IMPC 01 - April.csv,1
23/04/2020,Clinical Managed Service Contr,"Div Of Surg, Cardiov & Cancer",Blatchford Limited,30020.0,IMPC 01 - April.csv,1
23/04/2020,Clinical Managed Service Contr,"Div Of Surg, Cardiov & Cancer",Medtronic Ltd,584231.0,IMPC 01 - April.csv,1
23/04/2020,Clinical Managed Service Contr,"Div Of Surg, Cardiov & Cancer",Medtronic Ltd,1252061.0,IMPC 01 - April.csv,1
23/04/2020,Clinical Managed Service Contr,"Div Of Surg, Cardiov & Cancer",Medtronic Ltd,1452409.0,IMPC 01 - April.csv,1
23/04/2020,Clinical Managed Service Contr,"Div Of Surg, Cardiov & Cancer",Medtronic Ltd,1175187.0,IMPC 01 - April.csv,1
23/04/2020,Cy Auc -Addns- Prof Fee)-Purch,Capital Summary,Building Design Partnership Ltd,57121.0,IMPC 01 - April.csv,1
23/04/2020,Ext Contr Catering,Div Of Med & Integrated Care,Sodexo Limited,51343.0,IMPC 01 - April.csv,1
23/04/2020,Ext Contr Catering,Div Of Med & Integrated Care,Sodexo Limited,51343.0,IMPC 01 - April.csv,1
23/04/2020,Ext Contr Catering,Estates Directorate,Sodexo Limited,30523.0,IMPC 01 - April.csv,1
23/04/2020,Ext Contr Catering,Estates Directorate,Sodexo Limited,33586.0,IMPC 01 - April.csv,1
23/04/2020,Ext Contr Domestics,Div Of Med & Integrated Care,Sodexo Limited,45660.0,IMPC 01 - April.csv,1
23/04/2020,Ext Contr Domestics,Div Of Med & Integrated Care,Sodexo Limited,45902.0,IMPC 01 - April.csv,1
23/04/2020,Hospitality,Estates Directorate,Sodexo Limited,286830.0,IMPC 01 - April.csv,1
23/04/2020,Hospitality,Estates Directorate,Sodexo Limited,270174.0,IMPC 01 - April.csv,1
23/04/2020,Hospitality,Estates Directorate,Sodexo Limited,318670.0,IMPC 01 - April.csv,1
23/04/2020,Ic Pay Recharge In: Med,Private Patients Directorate,Imperial College London,37434.0,IMPC 01 - April.csv,1
23/04/2020,Isotopes,Div Of Women & Clin Support,Curium Pharma Uk Ltd,63336.0,IMPC 01 - April.csv,1
23/04/2020,Other Research Exp - Pay,Rd Medical Directorate,Imperial College London,96753.0,IMPC 01 - April.csv,1
23/04/2020,Srvcsrecd-Other Nhs,Pathology,Public Health England,42420.0,IMPC 01 - April.csv,1
28/04/2020,Agency Estates & Maint'Nce,Estates Directorate,Reed,39736.0,IMPC 01 - April.csv,1
28/04/2020,Agency Nursing: Qualified,Div Of Med & Integrated Care,Reed,52494.0,IMPC 01 - April.csv,1
28/04/2020,Agency Nursing: Qualified,"Div Of Surg, Cardiov & Cancer",Reed,73183.0,IMPC 01 - April.csv,1
28/04/2020,Cleaning Equipment,Estates Directorate,Nilfisk Ltd,35502.0,IMPC 01 - April.csv,1
28/04/2020,Computer Software/License,"Div Of Surg, Cardiov & Cancer",Philips Healthcare,58017.0,IMPC 01 - April.csv,1
28/04/2020,Consultancy Fees,"Div Of Surg, Cardiov & Cancer",Acumentice Limited,140949.0,IMPC 01 - April.csv,1
28/04/2020,Consultancy Fees,Office Of Chief Executive,The Boston Consulting Group Uk Llp,285600.0,IMPC 01 - April.csv,1
28/04/2020,Cy Auc -Addns-Bd Purchased,Capital Summary,Forest Gate Construction Ltd,142960.0,IMPC 01 - April.csv,1
28/04/2020,Cy Auc -Addns- It Eqpt-Addns,Capital Summary,Philips Healthcare,431548.0,IMPC 01 - April.csv,1
28/04/2020,Cy Auc -Addns- Prof Fee)-Purch,Capital Summary,The Boston Consulting Group Uk Llp,294000.0,IMPC 01 - April.csv,1
28/04/2020,Drugs Pbr Excluded,"Div Of Surg, Cardiov & Cancer",Healthcare At Home Ltd,26375.0,IMPC 01 - April.csv,1
28/04/2020,Drugs Pbr Excluded,"Div Of Surg, Cardiov & Cancer",Healthcare At Home Ltd,39125.0,IMPC 01 - April.csv,1
28/04/2020,Jac - Stock,Balance Sheet St Marys,Alexion Pharma Uk Ltd,60480.0,IMPC 01 - April.csv,1
28/04/2020,Jac - Stock,Balance Sheet St Marys,Amgen Ltd,48408.0,IMPC 01 - April.csv,1
28/04/2020,Jac - Stock,Balance Sheet St Marys,Bms Pharmaceuticals Ltd (0034),67506.0,IMPC 01 - April.csv,1
28/04/2020,Other Research Exp - Non-Pay,Rd Medical Directorate,The Hillingdon Hospital Nhs Foundation Trust,63712.0,IMPC 01 - April.csv,1
28/04/2020,Purch Hcare Independent Sector,Div Of Med & Integrated Care,London Central & West Unscheduled Care Collab,452524.0,IMPC 01 - April.csv,1
28/04/2020,Rent,Div Of Med & Integrated Care,Nhs Property Services Ltd,78000.0,IMPC 01 - April.csv,1
28/04/2020,Rent,Div Of Med & Integrated Care,Nhs Property Services Ltd,59295.0,IMPC 01 - April.csv,1
28/04/2020,Transcription Services,"Div Of Surg, Cardiov & Cancer",Dictate It Ltd,34698.0,IMPC 01 - April.csv,1
04/05/2020,Cnst Contributions,Other Hq Departments,Nhs Litigation Authority,3580621.0,IMPC 02 - May.csv,1
04/05/2020,Insurance Costs,Office Of Chief Executive,Nhs Litigation Authority,52184.0,IMPC 02 - May.csv,1
04/05/2020,Rates,Estates Directorate,City Of Westminster,160664.0,IMPC 02 - May.csv,1
04/05/2020,Rates,Estates Directorate,London Borough Hammersmith & Fulham,199500.0,IMPC 02 - May.csv,1
04/05/2020,Rates,Estates Directorate,London Borough Hammersmith & Fulham,212800.0,IMPC 02 - May.csv,1
05/05/2020,Agency Estates & Maint'Nce,Estates Directorate,Reed,35502.0,IMPC 02 - May.csv,1
05/05/2020,Cleaning Materials,Estates Directorate,Synergy Health Managed Services Ltd,48861.0,IMPC 02 - May.csv,1
05/05/2020,Computer Maintenance,Information & Comms Technology,Cerner Ltd,53745.0,IMPC 02 - May.csv,1
05/05/2020,Computer Maintenance,Information & Comms Technology,Cerner Ltd,40308.0,IMPC 02 - May.csv,1
05/05/2020,Computer Maintenance,Information & Comms Technology,Mill Systems Ltd,38100.0,IMPC 02 - May.csv,1
05/05/2020,Computer Software/License,"Div Of Surg, Cardiov & Cancer",Change Healthcare Uk Holdings Ltd,98562.0,IMPC 02 - May.csv,1
05/05/2020,Computer Software/License,Information & Comms Technology,The Phoenix Partnership(Leed) Ltd,74890.0,IMPC 02 - May.csv,1
05/05/2020,Computer Software/License,Information & Comms Technology,Wifi Spark Limited,41760.0,IMPC 02 - May.csv,1
05/05/2020,Cx-Hh Consultant Load,Ichnt Balance Sheet,Dr Andrew Wright,67998.0,IMPC 02 - May.csv,1
05/05/2020,Cx-Hh Consultant Load,Ichnt Balance Sheet,Zahid Rehan Salim,36647.0,IMPC 02 - May.csv,1
05/05/2020,Cy Auc -Addns-Bd Purchased,Capital Summary,Me Construction Ltd,114738.0,IMPC 02 - May.csv,1
05/05/2020,Cy Auc -Addns- It Eqpt-Addns,Capital Summary,Infratech Hardware Limited,63597.0,IMPC 02 - May.csv,1
05/05/2020,Cy Auc -Addns- It Eqpt-Addns,Capital Summary,Insight Direct (Uk) Ltd,117220.0,IMPC 02 - May.csv,1
05/05/2020,Cy Auc -Addns- It Eqpt-Addns,Capital Summary,Insight Direct (Uk) Ltd,55620.0,IMPC 02 - May.csv,1
05/05/2020,Cy Auc -Addns- It Eqpt-Addns,Capital Summary,Insight Direct (Uk) Ltd,195818.0,IMPC 02 - May.csv,1
05/05/2020,Cy Auc -Addns- It Eqpt-Addns,Capital Summary,Insight Direct (Uk) Ltd,38934.0,IMPC 02 - May.csv,1
05/05/2020,Ext Contr Laundry,Estates Directorate,Synergy Health Managed Services Ltd,43051.0,IMPC 02 - May.csv,1
05/05/2020,Ext Contr Laundry,Estates Directorate,Synergy Health Managed Services Ltd,46261.0,IMPC 02 - May.csv,1
05/05/2020,Ext Contr Laundry,Estates Directorate,Synergy Health Managed Services Ltd,56411.0,IMPC 02 - May.csv,1
05/05/2020,Fp10s,Div Of Women & Clin Support,Nhs Business Services Authority,30022.0,IMPC 02 - May.csv,1
05/05/2020,Jac - Stock,Balance Sheet St Marys,Baxter Healthcare Ltd,43560.0,IMPC 02 - May.csv,1
05/05/2020,Jac - Stock,Balance Sheet St Marys,Janssen-Cilag Ltd,57507.0,IMPC 02 - May.csv,1
05/05/2020,Jac - Stock,Balance Sheet St Marys,Polar Speed Distribution Ltd,26649.0,IMPC 02 - May.csv,1
05/05/2020,Jac - Stock,Balance Sheet St Marys,Qualasept Ltd,42290.0,IMPC 02 - May.csv,1
05/05/2020,Jac - Stock,Balance Sheet St Marys,Qualasept Ltd,66762.0,IMPC 02 - May.csv,1
05/05/2020,Jac - Stock,Balance Sheet St Marys,Roche Products Ltd,51942.0,IMPC 02 - May.csv,1
05/05/2020,Laboratory Culture Media,Pathology,Dhl Supply Chain  (Former Excel),37044.0,IMPC 02 - May.csv,1
05/05/2020,Laboratory Equipment,Pathology,Promega Uk Ltd,40443.0,IMPC 02 - May.csv,1
05/05/2020,Laboratory Test Kits,Pathology,Becton Dickinson Uk Ltd,126304.0,IMPC 02 - May.csv,1
05/05/2020,Laboratory Test Kits,Pathology,Becton Dickinson Uk Ltd,71092.0,IMPC 02 - May.csv,1
05/05/2020,Laboratory Test Kits,Pathology,Cepheid Uk Ltd,57420.0,IMPC 02 - May.csv,1
05/05/2020,Med & Prof Fees (Imaging Cons),Ichnt Balance Sheet,Lindo Wing Radiology Llp,149546.0,IMPC 02 - May.csv,1
05/05/2020,Med & Surg Equip General,Div Of Women & Clin Support,Lloyds Retail Chemists Ltd,4260613.0,IMPC 02 - May.csv,1
05/05/2020,Med & Surg Equip Leases,Estates Directorate,Arjo Uk Ltd,93429.0,IMPC 02 - May.csv,1
05/05/2020,Other Research Exp - Non-Pay,Rd Surgery & Cancer Division,Imperial College London,93155.0,IMPC 02 - May.csv,1
05/05/2020,Other Research Exp - Non-Pay,Rd Surgery & Cancer Division,Medical Research Council,35880.0,IMPC 02 - May.csv,1
05/05/2020,Other Research Exp - Pay,Rd Surgery & Cancer Division,Imperial College London,63808.0,IMPC 02 - May.csv,1
05/05/2020,Other Transport Costs,Office Of Chief Executive,Starcross Trading Ltd T/A Bears,39825.0,IMPC 02 - May.csv,1
05/05/2020,Other Transport Costs,Office Of Chief Executive,Starcross Trading Ltd T/A Bears,32400.0,IMPC 02 - May.csv,1
05/05/2020,Other Transport Costs,Office Of Chief Executive,Starcross Trading Ltd T/A Bears,27000.0,IMPC 02 - May.csv,1
05/05/2020,Rent,Human Resources,Imperial College Healthcare Charity,25000.0,IMPC 02 - May.csv,1
05/05/2020,Season Ticket Cr Abellio,Ichnt Balance Sheet,Abellio Transport Holdings Ltd,41102.0,IMPC 02 - May.csv,1
05/05/2020,Season Ticket Cr Abellio,Ichnt Balance Sheet,Abellio Transport Holdings Ltd,27424.0,IMPC 02 - May.csv,1
05/05/2020,Season Ticket Cr Abellio,Ichnt Balance Sheet,Abellio Transport Holdings Ltd,29975.0,IMPC 02 - May.csv,1
