Department,CCG,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount
Department of Health,NHS West London CCG,31-Jul-20,ME - PMS GP Prior Year ERs,PRC DELEGATED CO-COMMISSIONING,KENSINGTON PARK MEDICAL CENTRE,33068754,332.4
Department of Health,NHS West London CCG,31-Jul-20,ME-PMS GP Prior Year EEs,PRC DELEGATED CO-COMMISSIONING,DRS RAMASAMY ABBAS & NANNITHAMBY,33076998,342.79
Department of Health,NHS West London CCG,31-Jul-20,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,HEALTH CENTRE LONDON,33193246,348.7
Department of Health,NHS West London CCG,31-Jul-20,ME-GMS GP Pension EEs,PRC DELEGATED CO-COMMISSIONING,EMPERORS GATE CENTRE FOR HEALTH,33193240,377.03
Department of Health,NHS West London CCG,31-Jul-20,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,ST QUINTIN HEALTH CENTRE,33206011,405.35
Department of Health,NHS West London CCG,31-Jul-20,ME-PMS GP Prior Year EEs,PRC DELEGATED CO-COMMISSIONING,WESTBOURNE GROVE MEDICAL CENTRE,33068769,410.77
Department of Health,NHS West London CCG,31-Jul-20,C&M-APMS PCO Locum Sickness,PRC DELEGATED CO-COMMISSIONING,BROMPTON MEDICAL CENTRE,33068773,420
Department of Health,NHS West London CCG,31-Jul-20,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,NOTTING HILL MEDICAL CENTRE,33193250,439.15
Department of Health,NHS West London CCG,31-Jul-20,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,BROMPTON MEDICAL CENTRE LONDON,33193226,442.15
Department of Health,NHS West London CCG,31-Jul-20,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,GOLBORNE MEDICAL CENTRE,33076996,442.47
Department of Health,NHS West London CCG,31-Jul-20,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,MEANWHILE GARDEN MEDICAL CENTRE,33193247,490.52
Department of Health,NHS West London CCG,31-Jul-20,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,PORTOBELLO MEDICAL CENTRE,33193252,518.4
Department of Health,NHS West London CCG,31-Jul-20,ME - PMS GP Prior Year ERs,PRC DELEGATED CO-COMMISSIONING,DRS RAMASAMY ABBAS & NANNITHAMBY,33076998,530.11
Department of Health,NHS West London CCG,31-Jul-20,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,DR S PARAMESHWARAN,33193234,544.94
Department of Health,NHS West London CCG,31-Jul-20,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,DR N AHMED,33193232,563.36
Department of Health,NHS West London CCG,31-Jul-20,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,EXMOOR SURGERY,33193237,576.92
Department of Health,NHS West London CCG,31-Jul-20,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,GARWAY MEDICAL PRACTICE,33091111,578.52
Department of Health,NHS West London CCG,31-Jul-20,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,FORELAND MEDICAL CENTRE,33206008,638.04
Department of Health,NHS West London CCG,31-Jul-20,C&M-APMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,HEALTH & WELLBEING EARLS COURT,33068752,665.64
Department of Health,NHS West London CCG,31-Jul-20,ME-PMS GP Prior Year EEs,PRC DELEGATED CO-COMMISSIONING,KNIGHTSBRIDGE MEDICAL CENTRE,33091113,671.86
Department of Health,NHS West London CCG,31-Jul-20,C&M-APMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,BROMPTON MEDICAL CENTRE,33068773,676.56
Department of Health,NHS West London CCG,31-Jul-20,C&M-PMS Additional Staff Payments,PRC DELEGATED CO-COMMISSIONING,GARWAY MEDICAL PRACTICE,33091110,694.41
Department of Health,NHS West London CCG,31-Jul-20,C&M-GMS Other Addtl Staff Paymts,PRC DELEGATED CO-COMMISSIONING,FORELAND MEDICAL CENTRE,33206008,700
Department of Health,NHS West London CCG,31-Jul-20,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,DRS GARFIELD & SARNICKI,33193236,703.21
Department of Health,NHS West London CCG,31-Jul-20,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,LANCASTER GATE MEDICAL CENTRE,33068756,733.6
Department of Health,NHS West London CCG,31-Jul-20,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,EMPERORS GATE CENTRE FOR HEALTH,33193240,734.3
Department of Health,NHS West London CCG,31-Jul-20,ME-PMS GP Pension EEs Adjs - PMS,PRC DELEGATED CO-COMMISSIONING,KENSINGTON PARK MEDICAL CENTRE,33068754,735.57
Department of Health,NHS West London CCG,31-Jul-20,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,GOOD PRACTICE,33193243,753.62
Department of Health,NHS West London CCG,31-Jul-20,ME - PMS GP Prior Year ERs,PRC DELEGATED CO-COMMISSIONING,KNIGHTSBRIDGE MEDICAL CENTRE,33091113,772.94
Department of Health,NHS West London CCG,31-Jul-20,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,NORTH KENSINGTON MEDICAL CENTRE,33193248,787.62
Department of Health,NHS West London CCG,31-Jul-20,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,ELGIN CLINIC,33206003,811.55
Department of Health,NHS West London CCG,31-Jul-20,Hcare Srv Rec Fdtn Trust-Non Contract,HIGH COST DRUGS,OXFORD UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,33333204,830.28
Department of Health,NHS West London CCG,31-Jul-20,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,DRS RAMASAMY ABBAS & NANNITHAMBY,33076998,843.61
Department of Health,NHS West London CCG,31-Jul-20,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,EARLS COURT MEDICAL CENTRE,33193242,868.89
Department of Health,NHS West London CCG,31-Jul-20,C&M-PMS QOF Achievement,PRC DELEGATED CO-COMMISSIONING,REDCLIFFE SURGERY,33068765,882.76
Department of Health,NHS West London CCG,31-Jul-20,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,KENSINGTON PARK MEDICAL CENTRE,33068754,950.55
Department of Health,NHS West London CCG,31-Jul-20,ME-PMS GP Pension ERs Adjs - PMS,PRC DELEGATED CO-COMMISSIONING,KENSINGTON PARK MEDICAL CENTRE,33068754,961.23
Department of Health,NHS West London CCG,31-Jul-20,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,SCARSDALE MEDICAL CENTRE,33091114,965.05
Department of Health,NHS West London CCG,31-Jul-20,C&M-GMS QOF Achievement,PRC DELEGATED CO-COMMISSIONING,HEALTH CENTRE LONDON,33193246,998.17
Department of Health,NHS West London CCG,31-Jul-20,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,DR MD MCKEOWN,33205999,"1,020.29"
Department of Health,NHS West London CCG,31-Jul-20,C&M-GMS QOF Achievement,PRC DELEGATED CO-COMMISSIONING,MEANWHILE GARDEN MEDICAL CENTRE,33193247,"1,118.91"
Department of Health,NHS West London CCG,31-Jul-20,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,WESTBOURNE GROVE MEDICAL CENTRE,33068769,"1,126.35"
Department of Health,NHS West London CCG,31-Jul-20,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,PRACTICE BEACON,33068763,"1,180.44"
Department of Health,NHS West London CCG,31-Jul-20,C&M-PMS QOF Achievement,PRC DELEGATED CO-COMMISSIONING,PRACTICE BEACON,33068763,"1,196.28"
Department of Health,NHS West London CCG,31-Jul-20,ME-PMS GP Prior Year EEs,PRC DELEGATED CO-COMMISSIONING,KENSINGTON PARK MEDICAL CENTRE,33068754,"1,224.65"
Department of Health,NHS West London CCG,31-Jul-20,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,DRS RAMSDEN & REID,33091110,"1,246.77"
Department of Health,NHS West London CCG,31-Jul-20,C&M-GMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,FORELAND MEDICAL CENTRE,33206008,"1,257.90"
Department of Health,NHS West London CCG,31-Jul-20,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,HOLLAND PARK SURGERY LONDON,33091112,"1,273.79"
Department of Health,NHS West London CCG,31-Jul-20,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,PORTLAND ROAD PRACTICE,33068761,"1,283.53"
Department of Health,NHS West London CCG,31-Jul-20,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,REDCLIFFE SURGERY,33068765,"1,355.36"
Department of Health,NHS West London CCG,31-Jul-20,C&M-PMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,DRS RAMASAMY ABBAS & NANNITHAMBY,33076998,"1,356.80"
Department of Health,NHS West London CCG,31-Jul-20,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,PORTOBELLO MEDICAL CENTRE,33193252,"1,423.80"
Department of Health,NHS West London CCG,31-Jul-20,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,ST QUINTIN HEALTH CENTRE,33206011,"1,430.12"
Department of Health,NHS West London CCG,31-Jul-20,C&M-APMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,KINGS ROAD MEDICAL CENTRE,33068758,"1,542.91"
Department of Health,NHS West London CCG,31-Jul-20,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,BROMPTON MEDICAL CENTRE LONDON,33193226,"1,558.03"
Department of Health,NHS West London CCG,31-Jul-20,C&M-GMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,DRS GARFIELD & SARNICKI,33193236,"1,569.77"
Department of Health,NHS West London CCG,31-Jul-20,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,COLVILLE HEALTH CENTRE,33193228,"1,590.44"
Department of Health,NHS West London CCG,31-Jul-20,C&M-PMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,PRACTICE BEACON,33068763,"1,611.35"
Department of Health,NHS West London CCG,31-Jul-20,C&M-GMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,ELGIN CLINIC,33206003,"1,641.23"
Department of Health,NHS West London CCG,31-Jul-20,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,DRS GILLIES STEEDEN & HUSSEIN,33068748,"1,642.54"
Department of Health,NHS West London CCG,31-Jul-20,C&M-PMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,KNIGHTSBRIDGE MEDICAL CENTRE,33091113,"1,652.94"
Department of Health,NHS West London CCG,31-Jul-20,ME - PMS GP Prior Year ERs,PRC DELEGATED CO-COMMISSIONING,GRAND UNION HEALTH CENTRE,33068771,"1,654.04"
Department of Health,NHS West London CCG,31-Jul-20,C&M-PMS Additional Staff Payments,PRC DELEGATED CO-COMMISSIONING,SCARSDALE MEDICAL CENTRE,33091113,"1,656.00"
Department of Health,NHS West London CCG,31-Jul-20,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,HEALTH CENTRE LONDON,33193246,"1,658.95"
Department of Health,NHS West London CCG,31-Jul-20,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,GOLBORNE MEDICAL CENTRE,33076996,"1,688.74"
Department of Health,NHS West London CCG,31-Jul-20,C&M-GMS Other Addtl Staff Paymts,PRC DELEGATED CO-COMMISSIONING,DR MD MCKEOWN,33205999,"1,734.00"
Department of Health,NHS West London CCG,,C&M-GMS Other Addtl Staff Paymts,PRC DELEGATED CO-COMMISSIONING,ST QUINTIN HEALTH CENTRE,,"1,734.00"
Department of Health,NHS West London CCG,31-Jul-20,ME-GMS GP Prior Year AVCs,PRC DELEGATED CO-COMMISSIONING,EMPERORS GATE CENTRE FOR HEALTH,33193240,"1,765.72"
Department of Health,NHS West London CCG,31-Jul-20,C&M-PMS Additional Staff Payments,PRC DELEGATED CO-COMMISSIONING,DRS RAMSDEN & REID,33082802,"1,770.00"
Department of Health,NHS West London CCG,31-Jul-20,C&M-PMS QOF Achievement,PRC DELEGATED CO-COMMISSIONING,DRS RAMASAMY ABBAS & NANNITHAMBY,33076998,"1,782.51"
Department of Health,NHS West London CCG,31-Jul-20,Income tax <1Yr-Student Loans,BALANCE SHEET,HMRC,33149257,"1,874.00"
Department of Health,NHS West London CCG,31-Jul-20,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,DR S PARAMESHWARAN,33193234,"1,888.45"
Department of Health,NHS West London CCG,31-Jul-20,C&M-GMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,PORTOBELLO MEDICAL CENTRE,33193252,"1,893.03"
Department of Health,NHS West London CCG,31-Jul-20,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,KNIGHTSBRIDGE MEDICAL CENTRE,33091113,"1,922.78"
Department of Health,NHS West London CCG,31-Jul-20,C&M-GMS PCO Other,PRC DELEGATED CO-COMMISSIONING,ST QUINTIN HEALTH CENTRE,33206011,"1,925.00"
Department of Health,NHS West London CCG,31-Jul-20,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,DR N AHMED,33193232,"2,008.58"
Department of Health,NHS West London CCG,31-Jul-20,ME - PMS GP Prior Year ERs,PRC DELEGATED CO-COMMISSIONING,PRACTICE BEACON,33068763,"2,015.30"
Department of Health,NHS West London CCG,31-Jul-20,C&M-APMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,BROMPTON MEDICAL CENTRE,33068773,"2,047.98"
Department of Health,NHS West London CCG,31-Jul-20,C&M-PMS Growth,PRC DELEGATED CO-COMMISSIONING,GOLBORNE MEDICAL CENTRE,33076996,"2,121.47"
Department of Health,NHS West London CCG,31-Jul-20,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,NOTTING HILL MEDICAL CENTRE,33193250,"2,165.96"
Department of Health,NHS West London CCG,31-Jul-20,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,LANCASTER GATE MEDICAL CENTRE,33068756,"2,174.90"
Department of Health,NHS West London CCG,31-Jul-20,C&M-GMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,DR MD MCKEOWN,33205999,"2,261.33"
Department of Health,NHS West London CCG,31-Jul-20,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,BROMPTON MEDICAL CENTRE,33068773,"2,273.29"
Department of Health,NHS West London CCG,31-Jul-20,C&M-GMS PCN DES Clinical Director,PRC DELEGATED CO-COMMISSIONING,NOTTING HILL MEDICAL CENTRE,33193250,"2,305.71"
Department of Health,NHS West London CCG,31-Jul-20,C&M-GMS Other Addtl Staff Paymts,PRC DELEGATED CO-COMMISSIONING,ELGIN CLINIC,33206003,"2,312.00"
Department of Health,NHS West London CCG,31-Jul-20,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,GARWAY MEDICAL PRACTICE,33091111,"2,447.13"
Department of Health,NHS West London CCG,31-Jul-20,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,GRAND UNION HEALTH CENTRE,33068771,"2,468.34"
Department of Health,NHS West London CCG,31-Jul-20,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,MEANWHILE GARDEN MEDICAL CENTRE,33193247,"2,533.61"
Department of Health,NHS West London CCG,31-Jul-20,C&M-GMS QOF Achievement,PRC DELEGATED CO-COMMISSIONING,NOTTING HILL MEDICAL CENTRE,33193250,"2,667.10"
Department of Health,NHS West London CCG,31-Jul-20,C&M-GMS PCN DES Clinical Director,PRC DELEGATED CO-COMMISSIONING,EARLS COURT MEDICAL CENTRE,33193242,"2,743.84"
Department of Health,NHS West London CCG,31-Jul-20,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,DRS GARFIELD & SARNICKI,33193236,"2,771.29"
Department of Health,NHS West London CCG,31-Jul-20,C&M-PMS PCO Other,PRC DELEGATED CO-COMMISSIONING,GARWAY MEDICAL PRACTICE,33091111,"2,810.00"
Department of Health,NHS West London CCG,31-Jul-20,C&M-GMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,BROMPTON MEDICAL CENTRE LONDON,33193226,"2,816.00"
Department of Health,NHS West London CCG,31-Jul-20,C&M-PMS DES Patient Participation,PRC DELEGATED CO-COMMISSIONING,PRACTICE BEACON,33068763,"2,828.69"
Department of Health,NHS West London CCG,31-Jul-20,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,EARLS COURT MEDICAL CENTRE,33193242,"2,893.27"
Department of Health,NHS West London CCG,31-Jul-20,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,EXMOOR SURGERY,33193237,"2,942.22"
Department of Health,NHS West London CCG,31-Jul-20,C&M-PMS QOF Achievement,PRC DELEGATED CO-COMMISSIONING,GARWAY MEDICAL PRACTICE,33091111,"2,950.33"
Department of Health,NHS West London CCG,,C&M-GMS DES Patient Participation,PRC DELEGATED CO-COMMISSIONING,DR MD MCKEOWN,,"2,976.13"
Department of Health,NHS West London CCG,31-Jul-20,C&M-PMS Additional Staff Payments,PRC DELEGATED CO-COMMISSIONING,HOLLAND PARK SURGERY LONDON,33091111,"2,983.64"
Department of Health,NHS West London CCG,31-Jul-20,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,EMPERORS GATE CENTRE FOR HEALTH,33193240,"2,985.28"
Department of Health,NHS West London CCG,31-Jul-20,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,FORELAND MEDICAL CENTRE,33206008,"2,985.59"
Department of Health,NHS West London CCG,31-Jul-20,C&M-GMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,DRS GARFIELD & SARNICKI,33193236,"3,150.00"
Department of Health,NHS West London CCG,31-Jul-20,C&M-GMS DES Patient Participation,PRC DELEGATED CO-COMMISSIONING,HEALTH CENTRE LONDON,33193243,"3,160.21"
Department of Health,NHS West London CCG,31-Jul-20,C&M-APMS Other Baseline Adjustment,PRC DELEGATED CO-COMMISSIONING,BROMPTON MEDICAL CENTRE,33068773,"3,171.67"
Department of Health,NHS West London CCG,31-Jul-20,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,NORTH KENSINGTON MEDICAL CENTRE,33193248,"3,185.76"
Department of Health,NHS West London CCG,31-Jul-20,C&M-GMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,DR MD MCKEOWN,33205999,"3,262.50"
Department of Health,NHS West London CCG,31-Jul-20,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,GOOD PRACTICE,33193243,"3,306.73"
Department of Health,NHS West London CCG,31-Jul-20,C&M-PMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,LANCASTER GATE MEDICAL CENTRE,33068756,"3,369.33"
Department of Health,NHS West London CCG,31-Jul-20,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,SCARSDALE MEDICAL CENTRE,33091114,"3,473.62"
Department of Health,NHS West London CCG,31-Jul-20,C&M-PMS PCN DES Clinical Director,PRC DELEGATED CO-COMMISSIONING,REDCLIFFE SURGERY,33068765,"3,485.94"
Department of Health,NHS West London CCG,31-Jul-20,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,WESTBOURNE GROVE MEDICAL CENTRE,33068769,"3,494.42"
Department of Health,NHS West London CCG,,C&M-GMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,HEALTH CENTRE LONDON,,"3,495.00"
Department of Health,NHS West London CCG,31-Jul-20,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,KENSINGTON PARK MEDICAL CENTRE,33068754,"3,513.16"
