Department,CCG,Date,Expense Area,Expense Type,Supplier,Transaction Number,Amount
Department of Health,NHS West London CCG,30/11/2020,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,ST QUINTIN HEALTH CENTRE,34612476,"1,430.12"
Department of Health,NHS West London CCG,30/11/2020,C&M-APMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,KINGS ROAD MEDICAL CENTRE,34515067,"1,542.91"
Department of Health,NHS West London CCG,30/11/2020,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,BROMPTON MEDICAL CENTRE LONDON,34612403,"1,558.03"
Department of Health,NHS West London CCG,30/11/2020,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,ST QUINTIN HEALTH CENTRE,34612476,"1,560.31"
Department of Health,NHS West London CCG,30/11/2020,C&M-GMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,SHIRLAND ROAD MEDICAL CENTRE,34612485,"1,569.77"
Department of Health,NHS West London CCG,30/11/2020,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,COLVILLE HEALTH CENTRE,34612407,"1,590.44"
Department of Health,NHS West London CCG,30/11/2020,C&M-PMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,PRACTICE BEACON,34515073,"1,611.35"
Department of Health,NHS West London CCG,30/11/2020,C&M-GMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,ELGIN CLINIC,34612427,"1,641.23"
Department of Health,NHS West London CCG,30/11/2020,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,DRS GILLIES STEEDEN & HUSSEIN,34515055,"1,642.54"
Department of Health,NHS West London CCG,30/11/2020,C&M-PMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,KNIGHTSBRIDGE MEDICAL CENTRE,34515069,"1,652.94"
Department of Health,NHS West London CCG,30/11/2020,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,HEALTH CENTRE LONDON,34612449,"1,658.95"
Department of Health,NHS West London CCG,30/11/2020,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,GOLBORNE MEDICAL CENTRE,34515083,"1,688.74"
Department of Health,NHS West London CCG,30/11/2020,C&M-APMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,AT MEDICS LTD BARLBY ROAD,34515046,"1,694.15"
Department of Health,NHS West London CCG,30/11/2020,C&M-APMS OOH Opt Outs,PRC DELEGATED CO-COMMISSIONING,HEALTH & WELLBEING EARLS COURT,34515061,"1,751.53"
Department of Health,NHS West London CCG,30/11/2020,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,ELGIN CLINIC,34612427,"1,755.28"
Department of Health,NHS West London CCG,30/11/2020,C&M-APMS OOH Opt Outs,PRC DELEGATED CO-COMMISSIONING,BROMPTON MEDICAL CENTRE,34515085,"1,780.26"
Department of Health,NHS West London CCG,30/11/2020,C&M-GMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,MEANWHILE GARDEN MEDICAL CENTRE,34612456,"1,881.65"
Department of Health,NHS West London CCG,30/11/2020,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,DR S PARAMESHWARAN,34612420,"1,888.45"
Department of Health,NHS West London CCG,30/11/2020,C&M-GMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,PORTOBELLO MEDICAL CENTRE,34612470,"1,893.03"
Department of Health,NHS West London CCG,30/11/2020,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,KNIGHTSBRIDGE MEDICAL CENTRE,34515069,"1,922.78"
Department of Health,NHS West London CCG,30/11/2020,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,DR N AHMED,34612418,"2,008.58"
Department of Health,NHS West London CCG,30/11/2020,C&M-APMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,BROMPTON MEDICAL CENTRE,34515085,"2,047.98"
Department of Health,NHS West London CCG,30/11/2020,C&M-APMS PCN DES Clinical Director,PRC DELEGATED CO-COMMISSIONING,AT MEDICS LTD BARLBY ROAD,34515046,"2,062.27"
Department of Health,NHS West London CCG,30/11/2020,C&M-PMS Growth,PRC DELEGATED CO-COMMISSIONING,GOLBORNE MEDICAL CENTRE,34515083,"2,121.47"
Department of Health,NHS West London CCG,30/11/2020,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,NOTTING HILL MEDICAL CENTRE,34612464,"2,165.96"
Department of Health,NHS West London CCG,30/11/2020,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,LANCASTER GATE MEDICAL CENTRE,34515065,"2,174.90"
Department of Health,NHS West London CCG,30/11/2020,C&M-GMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,DR MD MCKEOWN,34612411,"2,261.33"
Department of Health,NHS West London CCG,30/11/2020,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,BROMPTON MEDICAL CENTRE,34515085,"2,273.29"
Department of Health,NHS West London CCG,30/11/2020,C&M-GMS PCN DES Clinical Director,PRC DELEGATED CO-COMMISSIONING,NOTTING HILL MEDICAL CENTRE,34612464,"2,305.71"
Department of Health,NHS West London CCG,30/11/2020,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,GARWAY MEDICAL PRACTICE,34515057,"2,447.13"
Department of Health,NHS West London CCG,30/11/2020,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,CHELSEA PRACTICE,34515049,"2,449.26"
Department of Health,NHS West London CCG,30/11/2020,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,DR MD MCKEOWN,34612411,"2,458.70"
Department of Health,NHS West London CCG,30/11/2020,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,GRAND UNION HEALTH CENTRE,34515081,"2,468.34"
Department of Health,NHS West London CCG,30/11/2020,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,SHIRLAND ROAD MEDICAL CENTRE,34612485,"2,472.60"
Department of Health,NHS West London CCG,30/11/2020,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,MEANWHILE GARDEN MEDICAL CENTRE,34612456,"2,533.61"
Department of Health,NHS West London CCG,30/11/2020,C&M-APMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,AT MEDICS LTD BARLBY ROAD,34515046,"2,542.49"
Department of Health,NHS West London CCG,30/11/2020,C&M-GMS PCN DES Clinical Director,PRC DELEGATED CO-COMMISSIONING,EARLS COURT MEDICAL CENTRE,34612435,"2,743.84"
Department of Health,NHS West London CCG,30/11/2020,C&M-PMS DES Patient Participation,PRC DELEGATED CO-COMMISSIONING,PRACTICE BEACON,34515073,"2,744.53"
Department of Health,NHS West London CCG,30/11/2020,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,SHIRLAND ROAD MEDICAL CENTRE,34612485,"2,771.29"
Department of Health,NHS West London CCG,30/11/2020,C&M-GMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,BROMPTON MEDICAL CENTRE LONDON,34612403,"2,816.00"
Department of Health,NHS West London CCG,30/11/2020,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,EARLS COURT MEDICAL CENTRE,34612435,"2,893.27"
Department of Health,NHS West London CCG,30/11/2020,C&M-PMS PCO Locum Sickness,PRC DELEGATED CO-COMMISSIONING,SCARSDALE MEDICAL CENTRE,34541942,"2,910.00"
Department of Health,NHS West London CCG,30/11/2020,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,EXMOOR SURGERY,34612423,"2,942.22"
Department of Health,NHS West London CCG,30/11/2020,C&M-GMS DES Patient Participation,PRC DELEGATED CO-COMMISSIONING,HEALTH CENTRE LONDON,34612449,"2,962.67"
Department of Health,NHS West London CCG,30/11/2020,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,EMPERORS GATE CENTRE FOR HEALTH,34612431,"2,985.28"
Department of Health,NHS West London CCG,30/11/2020,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,FORELAND MEDICAL CENTRE,34612444,"2,985.59"
Department of Health,NHS West London CCG,30/11/2020,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,DR S PARAMESHWARAN,34612420,"3,061.91"
Department of Health,NHS West London CCG,30/11/2020,C&M-GMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,SHIRLAND ROAD MEDICAL CENTRE,34612485,"3,150.00"
Department of Health,NHS West London CCG,30/11/2020,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,NORTH KENSINGTON MEDICAL CENTRE,34612460,"3,185.76"
Department of Health,NHS West London CCG,30/11/2020,C&M-GMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,DR MD MCKEOWN,34612411,"3,262.50"
Department of Health,NHS West London CCG,30/11/2020,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,GOOD PRACTICE,34612440,"3,306.73"
Department of Health,NHS West London CCG,30/11/2020,C&M-PMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,LANCASTER GATE MEDICAL CENTRE,34515065,"3,369.33"
Department of Health,NHS West London CCG,30/11/2020,C&M-GMS DES Patient Participation,PRC DELEGATED CO-COMMISSIONING,ST QUINTIN HEALTH CENTRE,34612476,"3,385.74"
Department of Health,NHS West London CCG,30/11/2020,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,SCARSDALE MEDICAL CENTRE,34541942,"3,473.62"
Department of Health,NHS West London CCG,30/11/2020,C&M-PMS PCN DES Clinical Director,PRC DELEGATED CO-COMMISSIONING,REDCLIFFE SURGERY,34515075,"3,485.94"
Department of Health,NHS West London CCG,30/11/2020,C&M-GMS DES Patient Participation,PRC DELEGATED CO-COMMISSIONING,BROMPTON MEDICAL CENTRE LONDON,34612403,"3,488.10"
Department of Health,NHS West London CCG,30/11/2020,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,WESTBOURNE GROVE MEDICAL CENTRE,34515079,"3,494.42"
Department of Health,NHS West London CCG,30/11/2020,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,KENSINGTON PARK MEDICAL CENTRE,34515063,"3,513.16"
Department of Health,NHS West London CCG,30/11/2020,C&M-GMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,NOTTING HILL MEDICAL CENTRE,34612464,"3,515.63"
Department of Health,NHS West London CCG,30/11/2020,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,ELGIN CLINIC,34612427,"3,533.07"
Department of Health,NHS West London CCG,30/11/2020,C&M-GMS DES Patient Participation,PRC DELEGATED CO-COMMISSIONING,DR MD MCKEOWN,34612411,"3,570.41"
Department of Health,NHS West London CCG,30/11/2020,C&M-PMS DES Patient Participation,PRC DELEGATED CO-COMMISSIONING,GOLBORNE MEDICAL CENTRE,34515083,"3,738.61"
Department of Health,NHS West London CCG,30/11/2020,C&M-APMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,KINGS ROAD MEDICAL CENTRE,34515067,"3,778.56"
Department of Health,NHS West London CCG,30/11/2020,C&M-GMS DES Patient Participation,PRC DELEGATED CO-COMMISSIONING,PORTOBELLO MEDICAL CENTRE,34612470,"3,799.87"
Department of Health,NHS West London CCG,30/11/2020,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,DRS RAMSDEN & REID,34515053,"4,018.50"
Department of Health,NHS West London CCG,30/11/2020,C&M-PMS DES Patient Participation,PRC DELEGATED CO-COMMISSIONING,DR ANIL JOSHI,34515051,"4,085.22"
Department of Health,NHS West London CCG,30/11/2020,C&M-GMS DES Patient Participation,PRC DELEGATED CO-COMMISSIONING,NOTTING HILL MEDICAL CENTRE,34612464,"4,095.69"
Department of Health,NHS West London CCG,30/11/2020,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,DRS RAMASAMY ABBAS & NANNITHAMBY,34517792,"4,098.20"
Department of Health,NHS West London CCG,30/11/2020,C&M-PMS PCN DES Clinical Director,PRC DELEGATED CO-COMMISSIONING,GRAND UNION HEALTH CENTRE,34515081,"4,099.16"
Department of Health,NHS West London CCG,30/11/2020,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,NORTH KENSINGTON MEDICAL CENTRE,34612460,"4,138.37"
Department of Health,NHS West London CCG,30/11/2020,C&M-APMS DES Extended Hours Access,PRC DELEGATED CO-COMMISSIONING,AT MEDICS LTD BARLBY ROAD,34515046,"4,141.68"
Department of Health,NHS West London CCG,30/11/2020,C&M-GMS DES Patient Participation,PRC DELEGATED CO-COMMISSIONING,DR N AHMED,34612418,"4,154.80"
Department of Health,NHS West London CCG,30/11/2020,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,ABINGDON HEALTH CENTRE,34541941,"4,223.46"
Department of Health,NHS West London CCG,30/11/2020,C&M-APMS PCN DES PCN support,LOCAL ENHANCED SERVICES,AT MEDICS LTD BARLBY ROAD,34515046,"4,284.50"
Department of Health,NHS West London CCG,30/11/2020,C&M-GMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,NORTH KENSINGTON MEDICAL CENTRE,34612460,"4,304.82"
Department of Health,NHS West London CCG,30/11/2020,C&M-PMS Growth,PRC DELEGATED CO-COMMISSIONING,DR ANIL JOSHI,34515051,"4,376.95"
Department of Health,NHS West London CCG,30/11/2020,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,PORTLAND ROAD PRACTICE,34515071,"4,473.63"
Department of Health,NHS West London CCG,30/11/2020,C&M-PMS DES Minor Surgery,PRC DELEGATED CO-COMMISSIONING,HOLLAND PARK SURGERY LONDON,34515059,"4,473.96"
Department of Health,NHS West London CCG,30/11/2020,C&M-GMS DES Patient Participation,PRC DELEGATED CO-COMMISSIONING,MEANWHILE GARDEN MEDICAL CENTRE,34612456,"4,533.84"
