Department,CCG,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount
Department of Health,NHS Harrow CCG,31-Jul-20,C&M-GMS Prof Fees Prescribing,PRC DELEGATED CO-COMMISSIONING,DR SEYAN & PARTNERS,33229460,154.3
Department of Health,NHS Harrow CCG,31-Jul-20,C&M-PMS Prem Water Rates,PRC DELEGATED CO-COMMISSIONING,RJW LTD TA FIRST CHOICE MEDICAL CARE,33229477,176.36
Department of Health,NHS Harrow CCG,31-Jul-20,C&M-GMS Prof Fees Prescribing,PRC DELEGATED CO-COMMISSIONING,DR MP EDDINGTON & PARTNERS,33229454,184.24
Department of Health,NHS Harrow CCG,31-Jul-20,C&M-PMS QOF Achievement,PRC DELEGATED CO-COMMISSIONING,PINNER ROAD SURGERY,33229474,200.13
Department of Health,NHS Harrow CCG,31-Jul-20,C&M-GMS QOF Achievement,PRC DELEGATED CO-COMMISSIONING,DR GA GOLDEN & PARTNER,33229437,217.47
Department of Health,NHS Harrow CCG,31-Jul-20,C&M-GMS Prof Fees Prescribing,PRC DELEGATED CO-COMMISSIONING,DR P J DAVID,33229452,218.79
Department of Health,NHS Harrow CCG,31-Jul-20,C&M-PMS Prof fees Prescribing,PRC DELEGATED CO-COMMISSIONING,DR C JENNER & PARTNERS,33229430,241.82
Department of Health,NHS Harrow CCG,31-Jul-20,C&M-PMS Prof fees Prescribing,PRC DELEGATED CO-COMMISSIONING,RIDGEWAY SURGERY,33229470,244.12
Department of Health,NHS Harrow CCG,31-Jul-20,C&M-PMS Prof fees Prescribing,PRC DELEGATED CO-COMMISSIONING,DR VYAS & PNTERS,33229463,253.32
Department of Health,NHS Harrow CCG,31-Jul-20,C&M-GMS DES Minor Surgery,PRC DELEGATED CO-COMMISSIONING,DR MP EDDINGTON & PARTNERS,33229454,264.12
Department of Health,NHS Harrow CCG,31-Jul-20,C&M-PMS Prof fees Prescribing,PRC DELEGATED CO-COMMISSIONING,DR H MISTRY & PTNRS,33229436,271.75
Department of Health,NHS Harrow CCG,31-Jul-20,ME - GMS GP Prior Year ERs,PRC DELEGATED CO-COMMISSIONING,DR J WIJERATNE & PTNRS,33229439,297.68
Department of Health,NHS Harrow CCG,31-Jul-20,C&M-PMS Prof fees Prescribing,PRC DELEGATED CO-COMMISSIONING,DR A KELSHIKER & PARTNER,33229428,299.41
Department of Health,NHS Harrow CCG,31-Jul-20,C&M-GMS Prem Water Rates,PRC DELEGATED CO-COMMISSIONING,ZAIN MEDICAL CENTRE,33229475,322.07
Department of Health,NHS Harrow CCG,31-Jul-20,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,RJW LTD TA FIRST CHOICE MEDICAL CARE,33229477,326.55
Department of Health,NHS Harrow CCG,31-Jul-20,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,ZAIN MEDICAL CENTRE,33229475,350.4
Department of Health,NHS Harrow CCG,31-Jul-20,ME-GMS GP Pension EEs Adjustments,PRC DELEGATED CO-COMMISSIONING,DR KK VARA,33248147,360
Department of Health,NHS Harrow CCG,31-Jul-20,C&M-PMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,HEADSTONE ROAD SURGERY,33232751,371.54
Department of Health,NHS Harrow CCG,31-Jul-20,ME-GMS GP Pension ERs Adjustments,PRC DELEGATED CO-COMMISSIONING,DR KK VARA,33248147,383.48
Department of Health,NHS Harrow CCG,31-Jul-20,C&M-GMS Prem Water Rates,PRC DELEGATED CO-COMMISSIONING,DR P J DAVID,33229452,407.52
Department of Health,NHS Harrow CCG,31-Jul-20,ME-PMS GP Pension EEs Adjs - PMS,PRC DELEGATED CO-COMMISSIONING,DR L PETERS & PARTNERS,33248148,420
Department of Health,NHS Harrow CCG,31-Jul-20,ME-GMS GP Pension ERs Adjustments,PRC DELEGATED CO-COMMISSIONING,SHAFTESBURY MEDICAL CENTRE,33229472,424.21
Department of Health,NHS Harrow CCG,31-Jul-20,ME-GMS GP Pension EEs Adjustments,PRC DELEGATED CO-COMMISSIONING,SHAFTESBURY MEDICAL CENTRE,33229472,427.75
Department of Health,NHS Harrow CCG,31-Jul-20,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,DR MD PANDYA,33229444,446.26
Department of Health,NHS Harrow CCG,31-Jul-20,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,V RAVIKUMAR,33248150,455.37
Department of Health,NHS Harrow CCG,31-Jul-20,ME-PMS GP Prior Year EEs,PRC DELEGATED CO-COMMISSIONING,K KARIA,33229467,460.48
Department of Health,NHS Harrow CCG,31-Jul-20,C&M-GMS Prem Clinical Waste,PRC DELEGATED CO-COMMISSIONING,ZAIN MEDICAL CENTRE,33229475,466.69
Department of Health,NHS Harrow CCG,31-Jul-20,C&M-GMS Prem Actual Rent,PRC DELEGATED CO-COMMISSIONING,DRS R DAWOOD & R RUDD,33229465,468.75
Department of Health,NHS Harrow CCG,31-Jul-20,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,DR P J DAVID,33229452,482.84
Department of Health,NHS Harrow CCG,31-Jul-20,C&M-GMS Prem Actual Rent,PRC DELEGATED CO-COMMISSIONING,DR KK VARA,33248147,502.71
Department of Health,NHS Harrow CCG,31-Jul-20,C&M-PMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,DR D C PATEL & PARTNERS HARROW,33229434,512.38
Department of Health,NHS Harrow CCG,31-Jul-20,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,HEADSTONE ROAD SURGERY,33232751,529.15
Department of Health,NHS Harrow CCG,31-Jul-20,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,PINNER ROAD SURGERY,33229474,541.22
Department of Health,NHS Harrow CCG,31-Jul-20,C&M-PMS QOF Achievement,PRC DELEGATED CO-COMMISSIONING,HEADSTONE ROAD SURGERY,33232751,549.43
Department of Health,NHS Harrow CCG,31-Jul-20,C&M-PMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,V RAVIKUMAR,33248150,564.4
Department of Health,NHS Harrow CCG,31-Jul-20,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,DRS R DAWOOD & R RUDD,33229465,574.93
Department of Health,NHS Harrow CCG,31-Jul-20,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,DR K M AMIN & DR P K AMIN,33248146,594.1
Department of Health,NHS Harrow CCG,,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,ADO THE ENTERPRISE PRACTICE,,596.69
Department of Health,NHS Harrow CCG,31-Jul-20,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,SHAFTESBURY MEDICAL CENTRE,33229472,639.06
Department of Health,NHS Harrow CCG,31-Jul-20,C&M-PMS Growth,PRC DELEGATED CO-COMMISSIONING,RJW LTD TA FIRST CHOICE MEDICAL CARE,33229477,649.42
Department of Health,NHS Harrow CCG,31-Jul-20,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,DR D C PATEL & PARTNERS HARROW,33229434,655.59
Department of Health,NHS Harrow CCG,31-Jul-20,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,DR MP EDDINGTON & PARTNERS,33229452,658.14
Department of Health,NHS Harrow CCG,31-Jul-20,C&M-GMS Prem Water Rates,PRC DELEGATED CO-COMMISSIONING,SHAFTESBURY MEDICAL CENTRE,33229472,694.9
Department of Health,NHS Harrow CCG,31-Jul-20,C&M-GMS QOF Achievement,PRC DELEGATED CO-COMMISSIONING,DRS R DAWOOD & R RUDD,33229465,714.46
Department of Health,NHS Harrow CCG,31-Jul-20,C&M-PMS QOF Achievement,PRC DELEGATED CO-COMMISSIONING,DR C JENNER & PARTNERS,33229430,723.18
Department of Health,NHS Harrow CCG,31-Jul-20,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,K KARIA,33229467,725.64
Department of Health,NHS Harrow CCG,31-Jul-20,C&M-APMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,RJW LTD TA FIRST CHOICE MEDICAL CARE,33229475,769.29
Department of Health,NHS Harrow CCG,31-Jul-20,C&M-PMS Prem Water Rates,PRC DELEGATED CO-COMMISSIONING,DR M DAVEY & PARTNERS,33229442,771.81
Department of Health,NHS Harrow CCG,31-Jul-20,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,DR KK VARA,33248147,827.53
Department of Health,NHS Harrow CCG,31-Jul-20,C&M-PMS Prem Actual Rent,PRC DELEGATED CO-COMMISSIONING,DR L N GOULD & PARTNERS,33229449,830.42
Department of Health,NHS Harrow CCG,31-Jul-20,C&M-PMS QOF Achievement,PRC DELEGATED CO-COMMISSIONING,DR L PETERS & PARTNERS,33248148,831.04
Department of Health,NHS Harrow CCG,31-Jul-20,C&M-GMS QOF Achievement,PRC DELEGATED CO-COMMISSIONING,ADO THE ENTERPRISE PRACTICE,33248143,833.39
Department of Health,NHS Harrow CCG,31-Jul-20,C&M-GMS Prem Actual Rent,PRC DELEGATED CO-COMMISSIONING,DR P J DAVID,33229452,860.42
Department of Health,NHS Harrow CCG,31-Jul-20,C&M-PMS Prem Actual Rent,PRC DELEGATED CO-COMMISSIONING,PINNER ROAD SURGERY,33229474,865.83
Department of Health,NHS Harrow CCG,31-Jul-20,C&M-PMS Growth,PRC DELEGATED CO-COMMISSIONING,HEADSTONE ROAD SURGERY,33232751,882.83
Department of Health,NHS Harrow CCG,31-Jul-20,C&M-PMS Growth,PRC DELEGATED CO-COMMISSIONING,PINNER ROAD SURGERY,33229474,888.42
Department of Health,NHS Harrow CCG,31-Jul-20,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,MOLLISON WAY SURGERY (AT MEDICS LTD),33232753,909.65
Department of Health,NHS Harrow CCG,31-Jul-20,C&M-PMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,DR H MISTRY & PTNRS,33229436,936.55
Department of Health,NHS Harrow CCG,31-Jul-20,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,DR RV RAJA,33229458,949.12
Department of Health,NHS Harrow CCG,31-Jul-20,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,DR MP EDDINGTON & PARTNERS,33229454,962.02
Department of Health,NHS Harrow CCG,31-Jul-20,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,DR SMA FAROOQI & PARTNERS,33248149,974.61
Department of Health,NHS Harrow CCG,31-Jul-20,C&M-GMS QOF Achievement,PRC DELEGATED CO-COMMISSIONING,DR J WIJERATNE & PTNRS,33229439,990.37
Department of Health,NHS Harrow CCG,31-Jul-20,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,DR GA GOLDEN & PARTNER,33229437,996.76
Department of Health,NHS Harrow CCG,31-Jul-20,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,DR M DAVEY & PARTNERS,33229442,"1,014.11"
Department of Health,NHS Harrow CCG,31-Jul-20,Cont Care-Funded Nursing Care Allow,GENERAL RESERVE - PROGRAMME,BARCHESTER HEALTHCARE LTD,33197042,"1,017.01"
Department of Health,NHS Harrow CCG,31-Jul-20,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,DR H MISTRY & PTNRS,33229436,"1,039.06"
Department of Health,NHS Harrow CCG,31-Jul-20,ME-PMS GP Pension ERs Adjs - PMS,PRC DELEGATED CO-COMMISSIONING,DR L PETERS & PARTNERS,33248148,"1,078.40"
Department of Health,NHS Harrow CCG,31-Jul-20,C&M-GMS Prem Water Rates,PRC DELEGATED CO-COMMISSIONING,DR GA GOLDEN & PARTNER,33229437,"1,115.11"
Department of Health,NHS Harrow CCG,31-Jul-20,C&M-PMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,DR SMA FAROOQI & PARTNERS,33248149,"1,129.88"
Department of Health,NHS Harrow CCG,31-Jul-20,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,DR L HOMMEL & PARTNERS,33229447,"1,148.03"
Department of Health,NHS Harrow CCG,31-Jul-20,Income tax <1Yr-Student Loans,BALANCE SHEET,HMRC,33149255,"1,174.00"
Department of Health,NHS Harrow CCG,31-Jul-20,C&M-GMS Other Addtl Staff Paymts,PRC DELEGATED CO-COMMISSIONING,ADO THE ENTERPRISE PRACTICE,33248143,"1,176.53"
Department of Health,NHS Harrow CCG,31-Jul-20,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,DR VYAS & PNTERS,33229463,"1,183.62"
Department of Health,NHS Harrow CCG,31-Jul-20,C&M-PMS Prem Actual Rent,PRC DELEGATED CO-COMMISSIONING,DR C JENNER & PARTNERS,33229430,"1,206.25"
Department of Health,NHS Harrow CCG,31-Jul-20,C&M-PMS Prem Water Rates,PRC DELEGATED CO-COMMISSIONING,DR C JENNER & PARTNERS,33229430,"1,320.27"
Department of Health,NHS Harrow CCG,31-Jul-20,C&M-PMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,DR N MERALI & PTNRS,33229456,"1,321.19"
Department of Health,NHS Harrow CCG,31-Jul-20,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,DR SEYAN & PARTNERS,33229458,"1,391.07"
Department of Health,NHS Harrow CCG,31-Jul-20,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,DR F MCCLOGHRY & PARTNERS,33248145,"1,424.05"
Department of Health,NHS Harrow CCG,31-Jul-20,C&M-GMS Prem Actual Rent,PRC DELEGATED CO-COMMISSIONING,DR J WIJERATNE & PTNRS,33229439,"1,425.00"
Department of Health,NHS Harrow CCG,31-Jul-20,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,DR P J DAVID,33229450,"1,426.88"
Department of Health,NHS Harrow CCG,31-Jul-20,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,ZAIN MEDICAL CENTRE,33229475,"1,444.33"
Department of Health,NHS Harrow CCG,31-Jul-20,C&M-GMS Prem Water Rates,PRC DELEGATED CO-COMMISSIONING,DRS R DAWOOD & R RUDD,33229465,"1,445.02"
Department of Health,NHS Harrow CCG,,C&M-PMS Growth,PRC DELEGATED CO-COMMISSIONING,DR M DAVEY & PARTNERS,,"1,449.42"
Department of Health,NHS Harrow CCG,31-Jul-20,C&M-PMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,RJW LTD TA FIRST CHOICE MEDICAL CARE,33229477,"1,450.83"
Department of Health,NHS Harrow CCG,31-Jul-20,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,DR SEYAN & PARTNERS,33229460,"1,466.31"
Department of Health,NHS Harrow CCG,31-Jul-20,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,DR J WIJERATNE & PTNRS,33229437,"1,565.28"
Department of Health,NHS Harrow CCG,31-Jul-20,C&M-PMS Prem Actual Rent,PRC DELEGATED CO-COMMISSIONING,DR A KELSHIKER & PARTNER,33229428,"1,581.25"
Department of Health,NHS Harrow CCG,31-Jul-20,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,DR C JENNER & PARTNERS,33229430,"1,615.77"
Department of Health,NHS Harrow CCG,31-Jul-20,C&M-PMS Additional Staff Payments,PRC DELEGATED CO-COMMISSIONING,DR K M AMIN & DR P K AMIN,33248145,"1,631.44"
Department of Health,NHS Harrow CCG,31-Jul-20,C&M-PMS Growth,PRC DELEGATED CO-COMMISSIONING,DR K M AMIN & DR P K AMIN,33248146,"1,640.67"
Department of Health,NHS Harrow CCG,31-Jul-20,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,DR J WIJERATNE & PTNRS,33229439,"1,706.79"
Department of Health,NHS Harrow CCG,31-Jul-20,C&M-PMS Prem Actual Rent,PRC DELEGATED CO-COMMISSIONING,DR L PETERS & PARTNERS,33248148,"1,718.75"
Department of Health,NHS Harrow CCG,31-Jul-20,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,DR C NAGPAUL,33248144,"1,732.74"
Department of Health,NHS Harrow CCG,31-Jul-20,C&M-PMS PCN DES Clinical Director,PRC DELEGATED CO-COMMISSIONING,DR C NAGPAUL,33248144,"1,770.22"
Department of Health,NHS Harrow CCG,31-Jul-20,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,DR L PETERS & PARTNERS,33248148,"1,794.88"
Department of Health,NHS Harrow CCG,31-Jul-20,C&M-PMS Additional Staff Payments,PRC DELEGATED CO-COMMISSIONING,V RAVIKUMAR,33248149,"1,810.00"
Department of Health,NHS Harrow CCG,31-Jul-20,C&M-PMS PCO Doctors Ret Scheme,PRC DELEGATED CO-COMMISSIONING,DR C JENNER & PARTNERS,33229430,"1,846.08"
Department of Health,NHS Harrow CCG,31-Jul-20,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,DR F MCCLOGHRY & PARTNERS,33248144,"1,864.13"
Department of Health,NHS Harrow CCG,31-Jul-20,C&M-PMS Prem Actual Rent,PRC DELEGATED CO-COMMISSIONING,RJW LTD TA FIRST CHOICE MEDICAL CARE,33229477,"1,884.75"
Department of Health,NHS Harrow CCG,31-Jul-20,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,DR L N GOULD & PARTNERS,33229449,"1,896.46"
Department of Health,NHS Harrow CCG,31-Jul-20,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,DR MD PANDYA,33229444,"1,898.26"
Department of Health,NHS Harrow CCG,31-Jul-20,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,RIDGEWAY SURGERY,33229470,"1,989.50"
Department of Health,NHS Harrow CCG,31-Jul-20,C&M-PMS Prem Water Rates,PRC DELEGATED CO-COMMISSIONING,DR D C PATEL & PARTNERS HARROW,33229434,"2,004.23"
Department of Health,NHS Harrow CCG,31-Jul-20,C&M-PMS PCO Other,PRC DELEGATED CO-COMMISSIONING,RJW LTD TA FIRST CHOICE MEDICAL CARE,33229477,"2,010.00"
Department of Health,NHS Harrow CCG,31-Jul-20,C&M-PMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,DR C JENNER & PARTNERS,33229430,"2,014.05"
Department of Health,NHS Harrow CCG,31-Jul-20,C&M-GMS Prem Actual Rent,PRC DELEGATED CO-COMMISSIONING,SHAFTESBURY MEDICAL CENTRE,33229472,"2,091.67"
Department of Health,NHS Harrow CCG,31-Jul-20,C&M-GMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,ZAIN MEDICAL CENTRE,33229475,"2,114.89"
Department of Health,NHS Harrow CCG,31-Jul-20,C&M-PMS Prem Actual Rent,PRC DELEGATED CO-COMMISSIONING,K KARIA,33229467,"2,115.63"
Department of Health,NHS Harrow CCG,31-Jul-20,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,K KARIA,33229467,"2,139.62"
Department of Health,NHS Harrow CCG,31-Jul-20,C&M-GMS Other Addtl Staff Paymts,PRC DELEGATED CO-COMMISSIONING,DR F MCCLOGHRY & PARTNERS,33248145,"2,142.00"
Department of Health,NHS Harrow CCG,31-Jul-20,C&M-PMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,PINNER ROAD SURGERY,33229474,"2,200.00"
Department of Health,NHS Harrow CCG,31-Jul-20,C&M-GMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,DR P J DAVID,33229452,"2,266.67"
Department of Health,NHS Harrow CCG,31-Jul-20,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,RJW LTD TA FIRST CHOICE MEDICAL CARE,33229477,"2,274.57"
Department of Health,NHS Harrow CCG,31-Jul-20,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,V RAVIKUMAR,33248150,"2,314.08"
Department of Health,NHS Harrow CCG,31-Jul-20,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,DR P J DAVID,33229452,"2,316.20"
Department of Health,NHS Harrow CCG,31-Jul-20,C&M-PMS Additional Staff Payments,PRC DELEGATED CO-COMMISSIONING,DR L PETERS & PARTNERS,33248147,"2,328.30"
Department of Health,NHS Harrow CCG,31-Jul-20,C&M-PMS Prem Water Rates,PRC DELEGATED CO-COMMISSIONING,DR C NAGPAUL,33248144,"2,346.67"
Department of Health,NHS Harrow CCG,31-Jul-20,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,PINNER ROAD SURGERY,33229474,"2,376.38"
