Department,CCG,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount
Department of Health,NHS Harrow CCG,30-Sep-20,C&M-PMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,DR A KELSHIKER & PARTNER,33956073,"2,195.20"
Department of Health,NHS Harrow CCG,30-Sep-20,C&M-PMS DES Minor Surgery,PRC DELEGATED CO-COMMISSIONING,DR A KELSHIKER & PARTNER,33956073,"1,628.74"
Department of Health,NHS Harrow CCG,30-Sep-20,C&M-PMS PCO Locum Adop/Pat/Mat,PRC DELEGATED CO-COMMISSIONING,DR A KELSHIKER & PARTNER,33956073,"71,665.18"
Department of Health,NHS Harrow CCG,30-Sep-20,C&M-PMS Prem Actual Rent,PRC DELEGATED CO-COMMISSIONING,DR A KELSHIKER & PARTNER,33956073,"1,581.25"
Department of Health,NHS Harrow CCG,30-Sep-20,C&M-PMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,DR A KELSHIKER & PARTNER,33956073,"27,250.00"
Department of Health,NHS Harrow CCG,30-Sep-20,C&M-PMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,DR A KELSHIKER & PARTNER,33956073,428
Department of Health,NHS Harrow CCG,30-Sep-20,C&M-PMS Prem Water Rates,PRC DELEGATED CO-COMMISSIONING,DR A KELSHIKER & PARTNER,33956073,"4,672.33"
Department of Health,NHS Harrow CCG,30-Sep-20,C&M-PMS Prof fees Prescribing,PRC DELEGATED CO-COMMISSIONING,DR A KELSHIKER & PARTNER,33956073,306.31
Department of Health,NHS Harrow CCG,30-Sep-20,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,DR A KELSHIKER & PARTNER,33956073,"14,055.01"
Department of Health,NHS Harrow CCG,30-Sep-20,C&M-PMS Prem Actual Rent,PRC DELEGATED CO-COMMISSIONING,DR C JENNER & PARTNERS,33956074,"-4,825.00"
Department of Health,NHS Harrow CCG,30-Sep-20,ME - PMS GP Prior Year ERs,PRC DELEGATED CO-COMMISSIONING,DR C JENNER & PARTNERS,33956074,-688.33
Department of Health,NHS Harrow CCG,30-Sep-20,ME - PMS TPS Added Years Adj EEs,PRC DELEGATED CO-COMMISSIONING,DR C JENNER & PARTNERS,33956074,-280.68
Department of Health,NHS Harrow CCG,30-Sep-20,ME-PMS GP Pension EEs Adjs - PMS,PRC DELEGATED CO-COMMISSIONING,DR C JENNER & PARTNERS,33956074,"-3,057.10"
Department of Health,NHS Harrow CCG,30-Sep-20,ME-PMS GP Pension EEs-PMS,PRC DELEGATED CO-COMMISSIONING,DR C JENNER & PARTNERS,33956074,"-5,464.53"
Department of Health,NHS Harrow CCG,30-Sep-20,ME-PMS GP Pension ERs Adjs - PMS,PRC DELEGATED CO-COMMISSIONING,DR C JENNER & PARTNERS,33956074,"-11,541.47"
Department of Health,NHS Harrow CCG,30-Sep-20,ME-PMS GP Prior Year EEs,PRC DELEGATED CO-COMMISSIONING,DR C JENNER & PARTNERS,33956074,-843.29
Department of Health,NHS Harrow CCG,30-Sep-20,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,DR C NAGPAUL,33956076,"90,797.38"
Department of Health,NHS Harrow CCG,30-Sep-20,C&M-PMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,DR C NAGPAUL,33956076,"1,098.80"
Department of Health,NHS Harrow CCG,30-Sep-20,C&M-PMS DES Extended Hours Access,PRC DELEGATED CO-COMMISSIONING,DR C NAGPAUL,33956076,"3,560.06"
Department of Health,NHS Harrow CCG,30-Sep-20,C&M-PMS DES Learn Dsblty Hlth Chk,PRC DELEGATED CO-COMMISSIONING,DR C NAGPAUL,33956076,"1,400.00"
Department of Health,NHS Harrow CCG,30-Sep-20,C&M-PMS DES Minor Surgery,PRC DELEGATED CO-COMMISSIONING,DR C NAGPAUL,33956076,132.06
Department of Health,NHS Harrow CCG,30-Sep-20,C&M-PMS PCN DES Clinical Director,PRC DELEGATED CO-COMMISSIONING,DR C NAGPAUL,33956076,"1,765.32"
Department of Health,NHS Harrow CCG,30-Sep-20,C&M-PMS PCN DES PCN support,LOCAL ENHANCED SERVICES,DR C NAGPAUL,33956076,"3,677.75"
Department of Health,NHS Harrow CCG,30-Sep-20,C&M-PMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,DR C NAGPAUL,33956076,"9,945.84"
Department of Health,NHS Harrow CCG,30-Sep-20,C&M-PMS Prem Water Rates,PRC DELEGATED CO-COMMISSIONING,DR C NAGPAUL,33956076,"2,346.67"
Department of Health,NHS Harrow CCG,30-Sep-20,C&M-PMS Prof fees Prescribing,PRC DELEGATED CO-COMMISSIONING,DR C NAGPAUL,33956076,133.57
Department of Health,NHS Harrow CCG,30-Sep-20,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,DR C NAGPAUL,33956076,"9,499.38"
Department of Health,NHS Harrow CCG,30-Sep-20,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,DR F MCCLOGHRY & PARTNERS,33956078,"1,685.45"
Department of Health,NHS Harrow CCG,30-Sep-20,C&M-GMS DES Learn Dsblty Hlth Chk,PRC DELEGATED CO-COMMISSIONING,DR F MCCLOGHRY & PARTNERS,33956078,"3,220.00"
Department of Health,NHS Harrow CCG,30-Sep-20,C&M-GMS DES Minor Surgery,PRC DELEGATED CO-COMMISSIONING,DR F MCCLOGHRY & PARTNERS,33956078,"1,837.84"
Department of Health,NHS Harrow CCG,30-Sep-20,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,DR F MCCLOGHRY & PARTNERS,33956078,"74,293.55"
Department of Health,NHS Harrow CCG,30-Sep-20,C&M-GMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,DR F MCCLOGHRY & PARTNERS,33956078,"7,262.50"
Department of Health,NHS Harrow CCG,30-Sep-20,C&M-GMS Prof Fees Prescribing,PRC DELEGATED CO-COMMISSIONING,DR F MCCLOGHRY & PARTNERS,33956078,133.58
Department of Health,NHS Harrow CCG,30-Sep-20,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,DR F MCCLOGHRY & PARTNERS,33956078,"7,146.70"
Department of Health,NHS Harrow CCG,30-Sep-20,C&M-PMS Additional Staff Payments,PRC DELEGATED CO-COMMISSIONING,DR K M AMIN & DR P K AMIN,33956083,"1,345.36"
Department of Health,NHS Harrow CCG,30-Sep-20,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,DR K M AMIN & DR P K AMIN,33956083,"32,734.76"
Department of Health,NHS Harrow CCG,30-Sep-20,C&M-PMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,DR K M AMIN & DR P K AMIN,33956083,181.2
Department of Health,NHS Harrow CCG,30-Sep-20,C&M-PMS DES Learn Dsblty Hlth Chk,PRC DELEGATED CO-COMMISSIONING,DR K M AMIN & DR P K AMIN,33956083,140
Department of Health,NHS Harrow CCG,30-Sep-20,C&M-PMS Growth,PRC DELEGATED CO-COMMISSIONING,DR K M AMIN & DR P K AMIN,33956083,"1,640.67"
Department of Health,NHS Harrow CCG,30-Sep-20,C&M-PMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,DR K M AMIN & DR P K AMIN,33956083,"7,837.75"
Department of Health,NHS Harrow CCG,30-Sep-20,C&M-PMS Prof fees Prescribing,PRC DELEGATED CO-COMMISSIONING,DR K M AMIN & DR P K AMIN,33956083,36.85
Department of Health,NHS Harrow CCG,30-Sep-20,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,DR K M AMIN & DR P K AMIN,33956083,"3,041.74"
Department of Health,NHS Harrow CCG,30-Sep-20,C&M-PMS Out of Hours Opt Outs,PRC DELEGATED CO-COMMISSIONING,DR L PETERS & PARTNERS,33956089,"-4,371.02"
Department of Health,NHS Harrow CCG,30-Sep-20,C&M-PMS Prem Actual Rent,PRC DELEGATED CO-COMMISSIONING,DR L PETERS & PARTNERS,33956089,"-6,875.00"
Department of Health,NHS Harrow CCG,30-Sep-20,ME-PMS GP Pension EEs-PMS,PRC DELEGATED CO-COMMISSIONING,DR L PETERS & PARTNERS,33956089,"-9,517.32"
Department of Health,NHS Harrow CCG,30-Sep-20,ME-PMS GP Pension ERs Adjs - PMS,PRC DELEGATED CO-COMMISSIONING,DR L PETERS & PARTNERS,33956089,"-9,644.18"
Department of Health,NHS Harrow CCG,30-Sep-20,C&M-PMS Additional Staff Payments,PRC DELEGATED CO-COMMISSIONING,DR L PETERS & PARTNERS,33956090,"13,244.04"
Department of Health,NHS Harrow CCG,30-Sep-20,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,DR L PETERS & PARTNERS,33956090,"102,336.51"
Department of Health,NHS Harrow CCG,30-Sep-20,C&M-PMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,DR L PETERS & PARTNERS,33956090,"2,307.49"
Department of Health,NHS Harrow CCG,30-Sep-20,C&M-PMS DES Learn Dsblty Hlth Chk,PRC DELEGATED CO-COMMISSIONING,DR L PETERS & PARTNERS,33956090,"2,520.00"
Department of Health,NHS Harrow CCG,30-Sep-20,C&M-PMS DES Minor Surgery,PRC DELEGATED CO-COMMISSIONING,DR L PETERS & PARTNERS,33956090,"6,448.76"
Department of Health,NHS Harrow CCG,30-Sep-20,C&M-PMS Prem Actual Rent,PRC DELEGATED CO-COMMISSIONING,DR L PETERS & PARTNERS,33956090,"1,718.75"
Department of Health,NHS Harrow CCG,30-Sep-20,C&M-PMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,DR L PETERS & PARTNERS,33956090,"7,216.67"
Department of Health,NHS Harrow CCG,30-Sep-20,C&M-PMS Prem Water Rates,PRC DELEGATED CO-COMMISSIONING,DR L PETERS & PARTNERS,33956090,"2,965.33"
Department of Health,NHS Harrow CCG,30-Sep-20,C&M-PMS Prof fees Prescribing,PRC DELEGATED CO-COMMISSIONING,DR L PETERS & PARTNERS,33956090,75.99
Department of Health,NHS Harrow CCG,30-Sep-20,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,DR L PETERS & PARTNERS,33956090,"10,697.43"
Department of Health,NHS Harrow CCG,30-Sep-20,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,DR MP EDDINGTON & PARTNERS,33956093,611.11
Department of Health,NHS Harrow CCG,30-Sep-20,C&M-GMS DES Learn Dsblty Hlth Chk,PRC DELEGATED CO-COMMISSIONING,DR MP EDDINGTON & PARTNERS,33956093,"1,260.00"
Department of Health,NHS Harrow CCG,30-Sep-20,C&M-GMS DES Minor Surgery,PRC DELEGATED CO-COMMISSIONING,DR MP EDDINGTON & PARTNERS,33956093,638.29
Department of Health,NHS Harrow CCG,30-Sep-20,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,DR MP EDDINGTON & PARTNERS,33956093,"52,474.93"
Department of Health,NHS Harrow CCG,30-Sep-20,C&M-GMS Other Addtl Staff Paymts,PRC DELEGATED CO-COMMISSIONING,DR MP EDDINGTON & PARTNERS,33956093,"7,460.99"
Department of Health,NHS Harrow CCG,30-Sep-20,C&M-GMS PCO Locum Sickness,PRC DELEGATED CO-COMMISSIONING,DR MP EDDINGTON & PARTNERS,33956093,"8,086.08"
Department of Health,NHS Harrow CCG,30-Sep-20,C&M-GMS Prem Actual Rent,PRC DELEGATED CO-COMMISSIONING,DR MP EDDINGTON & PARTNERS,33956093,"1,984.42"
Department of Health,NHS Harrow CCG,30-Sep-20,C&M-GMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,DR MP EDDINGTON & PARTNERS,33956093,"4,769.58"
Department of Health,NHS Harrow CCG,30-Sep-20,C&M-GMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,DR MP EDDINGTON & PARTNERS,33956093,804.16
Department of Health,NHS Harrow CCG,30-Sep-20,C&M-GMS Prof Fees Prescribing,PRC DELEGATED CO-COMMISSIONING,DR MP EDDINGTON & PARTNERS,33956093,156.6
Department of Health,NHS Harrow CCG,30-Sep-20,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,DR MP EDDINGTON & PARTNERS,33956093,"4,968.77"
Department of Health,NHS Harrow CCG,30-Sep-20,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,DR SEYAN & PARTNERS,33956097,"2,270.22"
Department of Health,NHS Harrow CCG,30-Sep-20,C&M-GMS DES Learn Dsblty Hlth Chk,PRC DELEGATED CO-COMMISSIONING,DR SEYAN & PARTNERS,33956097,"2,380.00"
Department of Health,NHS Harrow CCG,30-Sep-20,C&M-GMS DES Minor Surgery,PRC DELEGATED CO-COMMISSIONING,DR SEYAN & PARTNERS,33956097,"4,952.25"
Department of Health,NHS Harrow CCG,30-Sep-20,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,DR SEYAN & PARTNERS,33956097,"79,945.17"
Department of Health,NHS Harrow CCG,30-Sep-20,C&M-GMS PCO Other,PRC DELEGATED CO-COMMISSIONING,DR SEYAN & PARTNERS,33956097,"6,689.00"
Department of Health,NHS Harrow CCG,30-Sep-20,C&M-GMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,DR SEYAN & PARTNERS,33956097,"2,508.33"
Department of Health,NHS Harrow CCG,30-Sep-20,C&M-GMS Prof Fees Prescribing,PRC DELEGATED CO-COMMISSIONING,DR SEYAN & PARTNERS,33956097,237.21
Department of Health,NHS Harrow CCG,30-Sep-20,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,DR SEYAN & PARTNERS,33956097,"8,298.29"
Department of Health,NHS Harrow CCG,30-Sep-20,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,DR SMA FAROOQI & PARTNERS,33956099,"52,778.66"
Department of Health,NHS Harrow CCG,30-Sep-20,C&M-PMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,DR SMA FAROOQI & PARTNERS,33956099,898.2
Department of Health,NHS Harrow CCG,30-Sep-20,C&M-PMS DES Extended Hours Access,PRC DELEGATED CO-COMMISSIONING,DR SMA FAROOQI & PARTNERS,33956099,"9,952.13"
Department of Health,NHS Harrow CCG,30-Sep-20,C&M-PMS DES Minor Surgery,PRC DELEGATED CO-COMMISSIONING,DR SMA FAROOQI & PARTNERS,33956099,"1,000.45"
Department of Health,NHS Harrow CCG,30-Sep-20,C&M-PMS PCN DES Clinical Director,PRC DELEGATED CO-COMMISSIONING,DR SMA FAROOQI & PARTNERS,33956099,"4,934.94"
Department of Health,NHS Harrow CCG,30-Sep-20,C&M-PMS PCN DES PCN support,LOCAL ENHANCED SERVICES,DR SMA FAROOQI & PARTNERS,33956099,"10,281.13"
Department of Health,NHS Harrow CCG,30-Sep-20,C&M-PMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,DR SMA FAROOQI & PARTNERS,33956099,"10,468.33"
Department of Health,NHS Harrow CCG,30-Sep-20,C&M-PMS Prof fees Prescribing,PRC DELEGATED CO-COMMISSIONING,DR SMA FAROOQI & PARTNERS,33956099,50.66
Department of Health,NHS Harrow CCG,30-Sep-20,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,DR SMA FAROOQI & PARTNERS,33956099,"5,622.05"
Department of Health,NHS Harrow CCG,30-Sep-20,ME - PMS TPS Added Years Adj EEs,PRC DELEGATED CO-COMMISSIONING,DR VYAS & PNTERS,33956100,"-1,733.07"
Department of Health,NHS Harrow CCG,30-Sep-20,ME-PMS GP Pension EEs-PMS,PRC DELEGATED CO-COMMISSIONING,DR VYAS & PNTERS,33956100,"-12,217.61"
Department of Health,NHS Harrow CCG,30-Sep-20,ME-PMS GP Pension ERs Adjs - PMS,PRC DELEGATED CO-COMMISSIONING,DR VYAS & PNTERS,33956100,"-12,089.12"
Department of Health,NHS Harrow CCG,30-Sep-20,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,DR VYAS & PNTERS,33956101,"64,579.47"
Department of Health,NHS Harrow CCG,30-Sep-20,C&M-PMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,DR VYAS & PNTERS,33956101,"1,289.80"
