Department Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount
Department of Health,NHS South East London CCG,2/28/2021,ME - PMS GP Prior Year ERs,PRC DELEGATED CO-COMMISSIONING,NEXUS HEALTH GROUP,35588260,"-20,089.86"
Department of Health,NHS South East London CCG,2/28/2021,ME-PMS GP Pension EEs-PMS,PRC DELEGATED CO-COMMISSIONING,NEXUS HEALTH GROUP,35588260,"-17,614.06"
Department of Health,NHS South East London CCG,2/28/2021,ME-PMS GP Pension EEs-PMS,PRC DELEGATED CO-COMMISSIONING,FAIRFIELDS PRACTICE LONDON,35593376,"-17,431.63"
Department of Health,NHS South East London CCG,2/28/2021,ME-PMS GP Pension ERs Adjs - PMS,PRC DELEGATED CO-COMMISSIONING,ELTHAM MEDICAL PRACTICE,35593372,"-17,022.83"
Department of Health,NHS South East London CCG,2/28/2021,C&M-PMS PCN DES Soc Prescribing,PRC DELEGATED CO-COMMISSIONING,HETHERINGTON GROUP PRACTICE,35588178,"-16,961.80"
Department of Health,NHS South East London CCG,2/28/2021,ME-PMS GP Pension ERs Adjs - PMS,PRC DELEGATED CO-COMMISSIONING,FAIRFIELDS PRACTICE LONDON,35593376,"-16,915.02"
Department of Health,NHS South East London CCG,2/28/2021,C&M-PMS PCN DES PCN support,LOCAL ENHANCED SERVICES,ELTHAM PALACE SURGERY,35593374,"-16,241.76"
Department of Health,NHS South East London CCG,2/28/2021,C&M-APMS PCN DES Clinical Director,PRC DELEGATED CO-COMMISSIONING,BROMLEY GP ALLIANCE,35671910,"-16,131.77"
Department of Health,NHS South East London CCG,2/28/2021,C&M-PMS DES Extended Hours Access,PRC DELEGATED CO-COMMISSIONING,ELTHAM PALACE SURGERY,35593374,"-15,700.36"
Department of Health,NHS South East London CCG,2/28/2021,C&M-PMS Prem Actual Rent,PRC DELEGATED CO-COMMISSIONING,SUMMERCROFT SURGERY,35671891,"-15,477.14"
Department of Health,NHS South East London CCG,2/28/2021,ME-PMS GP Prior Year EEs,PRC DELEGATED CO-COMMISSIONING,BELVEDERE MEDICAL CENTRE,35616454,"-15,059.40"
Department of Health,NHS South East London CCG,2/28/2021,C&M-APMS PCN DES Soc Prescribing,PRC DELEGATED CO-COMMISSIONING,BROMLEY GP ALLIANCE,35671910,"-15,048.54"
Department of Health,NHS South East London CCG,2/28/2021,C&M-APMS PCN DES Clinical Director,PRC DELEGATED CO-COMMISSIONING,BURSTED WOOD SURGERY,35593347,"-14,743.00"
Department of Health,NHS South East London CCG,2/28/2021,ME-PMS GP Pension ERs Adjs - PMS,PRC DELEGATED CO-COMMISSIONING,NORTHWOOD GROUP PRACTICE,35588269,"-14,491.57"
Department of Health,NHS South East London CCG,2/28/2021,C&M-PMS PCN DES Soc Prescribing,PRC DELEGATED CO-COMMISSIONING,WOOLSTONE MEDICAL CENTRE,35588259,"-13,919.66"
Department of Health,NHS South East London CCG,2/28/2021,ME-PMS GP Pension EEs-PMS,PRC DELEGATED CO-COMMISSIONING,NORTHWOOD GROUP PRACTICE,35588269,"-13,807.77"
Department of Health,NHS South East London CCG,2/28/2021,ME - PMS GP Prior Year ERs,PRC DELEGATED CO-COMMISSIONING,BELVEDERE MEDICAL CENTRE,35616454,"-13,802.71"
Department of Health,NHS South East London CCG,2/28/2021,C&M-PMS PCN DES Soc Prescribing,PRC DELEGATED CO-COMMISSIONING,HURLEY CLINIC,35588187,"-13,138.30"
Department of Health,NHS South East London CCG,2/28/2021,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,MAWBEY GROUP PRACTICE,35588194,"-12,934.51"
Department of Health,NHS South East London CCG,2/28/2021,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,NEXUS HEALTH GROUP,35588260,"-12,858.63"
Department of Health,NHS South East London CCG,2/28/2021,ME-PMS GP Pension EEs-PMS,PRC DELEGATED CO-COMMISSIONING,BALLATER,35671834,"-12,765.22"
Department of Health,NHS South East London CCG,2/28/2021,ME-PMS GP Pension ERs Adjs - PMS,PRC DELEGATED CO-COMMISSIONING,BALLATER,35671834,"-12,748.85"
Department of Health,NHS South East London CCG,2/28/2021,ME-PMS GP Prior Year EEs,PRC DELEGATED CO-COMMISSIONING,ELTHAM MEDICAL PRACTICE,35593372,"-12,361.04"
Department of Health,NHS South East London CCG,2/28/2021,ME - PMS GP Prior Year ERs,PRC DELEGATED CO-COMMISSIONING,BINFIELD ROAD SURGERY,35616351,"-12,291.46"
Department of Health,NHS South East London CCG,2/28/2021,ME-PMS GP Pension ERs Adjs - PMS,PRC DELEGATED CO-COMMISSIONING,VANBRUGH GROUP PRACTICE,35593409,"-12,139.93"
Department of Health,NHS South East London CCG,2/28/2021,ME-PMS GP Prior Year EEs,PRC DELEGATED CO-COMMISSIONING,NEXUS HEALTH GROUP,35588260,"-11,994.59"
Department of Health,NHS South East London CCG,2/28/2021,C&M-APMS PCN DES Clinical Director,PRC DELEGATED CO-COMMISSIONING,QUAY HEALTH SOLUTIONS CIC,35588277,"-11,713.91"
Department of Health,NHS South East London CCG,2/28/2021,ME - PMS GP Prior Year ERs,PRC DELEGATED CO-COMMISSIONING,HURLEY CLINIC,35588187,"-11,647.80"
Department of Health,NHS South East London CCG,2/28/2021,ME-PMS GP Pension ERs Adjs - PMS,PRC DELEGATED CO-COMMISSIONING,CLAPHAM PARK GROUP PRACTICE,35588133,"-11,590.87"
Department of Health,NHS South East London CCG,2/28/2021,ME-PMS GP Pension ERs Adjs - PMS,PRC DELEGATED CO-COMMISSIONING,BEXLEY MEDICAL GROUP,35593343,"-11,531.66"
Department of Health,NHS South East London CCG,2/28/2021,ME-PMS GP Pension ERs Adjs - PMS,PRC DELEGATED CO-COMMISSIONING,LONDON LANE CLINIC,35671871,"-11,466.54"
Department of Health,NHS South East London CCG,2/28/2021,ME-PMS GP Pension ERs Adjs - PMS,PRC DELEGATED CO-COMMISSIONING,ALBION STREET HEALTH CENTRE,35588122,"-11,415.30"
Department of Health,NHS South East London CCG,2/28/2021,ME-PMS GP Pension ERs Adjs - PMS,PRC DELEGATED CO-COMMISSIONING,ST JOHNS MEDICAL CENTRE,35616394,"-11,128.19"
Department of Health,NHS South East London CCG,2/28/2021,ME-PMS GP Pension EEs-PMS,PRC DELEGATED CO-COMMISSIONING,VANBRUGH GROUP PRACTICE,35593409,"-11,113.77"
Department of Health,NHS South East London CCG,2/28/2021,ME-PMS GP Pension ERs Adjs - PMS,PRC DELEGATED CO-COMMISSIONING,MODALITY PARTNERSHIP,35588271,"-11,031.86"
Department of Health,NHS South East London CCG,2/28/2021,ME-PMS GP Prior Year EEs,PRC DELEGATED CO-COMMISSIONING,HURLEY CLINIC,35588187,"-10,935.00"
Department of Health,NHS South East London CCG,2/28/2021,ME-PMS GP Pension EEs-PMS,PRC DELEGATED CO-COMMISSIONING,BELVEDERE MEDICAL CENTRE,35616454,"-10,896.92"
Department of Health,NHS South East London CCG,2/28/2021,ME-PMS GP Pension EEs-PMS,PRC DELEGATED CO-COMMISSIONING,DR BRADFORD & PARTNERS,35591819,"-10,868.86"
Department of Health,NHS South East London CCG,2/28/2021,ME-PMS GP Pension EEs-PMS,PRC DELEGATED CO-COMMISSIONING,LONDON LANE CLINIC,35671871,"-10,753.91"
Department of Health,NHS South East London CCG,2/28/2021,ME-PMS GP Pension EEs-PMS,PRC DELEGATED CO-COMMISSIONING,BEXLEY MEDICAL GROUP,35593343,"-10,628.45"
Department of Health,NHS South East London CCG,2/28/2021,ME-PMS GP Pension EEs-PMS,PRC DELEGATED CO-COMMISSIONING,HURLEY CLINIC,35588187,"-10,579.51"
Department of Health,NHS South East London CCG,2/28/2021,ME-PMS GP Prior Year EEs,PRC DELEGATED CO-COMMISSIONING,BINFIELD ROAD SURGERY,35616351,"-10,552.14"
Department of Health,NHS South East London CCG,2/28/2021,ME-PMS GP Pension EEs-PMS,PRC DELEGATED CO-COMMISSIONING,ALBION STREET HEALTH CENTRE,35588122,"-10,528.75"
Department of Health,NHS South East London CCG,2/28/2021,Statutory Mat Pay < 1 yr,BALANCE SHEET,HMRC,35686568,"-10,422.37"
Department of Health,NHS South East London CCG,2/28/2021,ME-PMS GP Pension ERs Adjs - PMS,PRC DELEGATED CO-COMMISSIONING,BELVEDERE MEDICAL CENTRE,35616454,"-10,321.18"
Department of Health,NHS South East London CCG,2/28/2021,ME-PMS GP Pension EEs-PMS,PRC DELEGATED CO-COMMISSIONING,CLAPHAM PARK GROUP PRACTICE,35588133,"-10,184.04"
Department of Health,NHS South East London CCG,2/28/2021,ME-PMS GP Pension ERs Adjs - PMS,PRC DELEGATED CO-COMMISSIONING,DR BRADFORD & PARTNERS,35591819,"-10,166.19"
Department of Health,NHS South East London CCG,2/28/2021,C&M-PMS PCN DES Soc Prescribing,PRC DELEGATED CO-COMMISSIONING,CLAPHAM FAMILY PRACTICE,35588132,"-10,079.17"
Department of Health,NHS South East London CCG,2/28/2021,C&M-PMS PCN DES PCN support,LOCAL ENHANCED SERVICES,VALENTINE HEALTH PARTNERSHIP,35593396,"-10,024.00"
Department of Health,NHS South East London CCG,2/28/2021,C&M-PMS PCN DES PCN support,LOCAL ENHANCED SERVICES,HURLEY CLINIC,35588279,"-9,984.75"
Department of Health,NHS South East London CCG,2/28/2021,C&M-PMS PCN DES Soc Prescribing,PRC DELEGATED CO-COMMISSIONING,ST JOHNS MEDICAL CENTRE,35616394,"-9,817.09"
Department of Health,NHS South East London CCG,2/28/2021,ME-PMS GP Pension EEs-PMS,PRC DELEGATED CO-COMMISSIONING,PLUMSTEAD H C PMS,35593384,"-9,751.68"
Department of Health,NHS South East London CCG,2/28/2021,ME-PMS GP Pension ERs Adjs - PMS,PRC DELEGATED CO-COMMISSIONING,PLUMSTEAD H C PMS,35593384,"-9,730.48"
Department of Health,NHS South East London CCG,2/28/2021,C&M-PMS DES Extended Hours Access,PRC DELEGATED CO-COMMISSIONING,VALENTINE HEALTH PARTNERSHIP,35593396,"-9,689.87"
Department of Health,NHS South East London CCG,2/28/2021,ME-PMS GP Pension EEs-PMS,PRC DELEGATED CO-COMMISSIONING,ELTHAM MEDICAL PRACTICE,35593372,"-9,676.10"
Department of Health,NHS South East London CCG,2/28/2021,C&M-PMS DES Extended Hours Access,PRC DELEGATED CO-COMMISSIONING,HURLEY CLINIC,35588279,"-9,651.93"
Department of Health,NHS South East London CCG,2/28/2021,ME-PMS GP Pension EEs-PMS,PRC DELEGATED CO-COMMISSIONING,MODALITY PARTNERSHIP,35588271,"-9,542.22"
Department of Health,NHS South East London CCG,2/28/2021,C&M-PMS PCN DES Soc Prescribing,PRC DELEGATED CO-COMMISSIONING,STREATHAM HILL GROUP PRACTICE,35588278,"-9,539.31"
Department of Health,NHS South East London CCG,2/28/2021,ME-PMS GP Pension EEs Adjs - PMS,PRC DELEGATED CO-COMMISSIONING,HURLEY CLINIC,35588187,"-9,112.50"
Department of Health,NHS South East London CCG,2/28/2021,C&M-PMS PCN DES PCN support,LOCAL ENHANCED SERVICES,HURLEY CLINIC,35588187,"-8,739.88"
Department of Health,NHS South East London CCG,2/28/2021,ME-PMS GP Pension ERs Adjs - PMS,PRC DELEGATED CO-COMMISSIONING,CLAPHAM FAMILY PRACTICE,35588132,"-8,514.17"
Department of Health,NHS South East London CCG,2/28/2021,C&M-PMS DES Extended Hours Access,PRC DELEGATED CO-COMMISSIONING,HURLEY CLINIC,35588187,"-8,448.55"
Department of Health,NHS South East London CCG,2/28/2021,ME-PMS GP Pension ERs Adjs - PMS,PRC DELEGATED CO-COMMISSIONING,MODALITY PARTNERSHIP,35588270,"-8,128.22"
Department of Health,NHS South East London CCG,2/28/2021,ME-PMS GP Pension ERs Adjs - PMS,PRC DELEGATED CO-COMMISSIONING,MAWBEY GROUP PRACTICE,35588194,"-8,069.53"
Department of Health,NHS South East London CCG,2/28/2021,C&M-APMS Prem Healthcentre Rent,PRC DELEGATED CO-COMMISSIONING,EDITH CAVELL PRACTICE,35588157,"-7,988.75"
Department of Health,NHS South East London CCG,2/28/2021,ME-PMS GP Pension ERs Adjs - PMS,PRC DELEGATED CO-COMMISSIONING,VALENTINE HEALTH PARTNERSHIP,35593396,"-7,835.28"
Department of Health,NHS South East London CCG,2/28/2021,C&M-PMS PCN DES Clinical Director,PRC DELEGATED CO-COMMISSIONING,ELTHAM PALACE SURGERY,35593374,"-7,817.70"
Department of Health,NHS South East London CCG,2/28/2021,C&M-PMS PCN DES Clin Pharmacist,PRC DELEGATED CO-COMMISSIONING,ST JOHNS MEDICAL CENTRE,35616394,"-7,768.97"
Department of Health,NHS South East London CCG,2/28/2021,ME-PMS GP Prior Year AVCs,PRC DELEGATED CO-COMMISSIONING,BINFIELD ROAD SURGERY,35616351,"-7,708.33"
Department of Health,NHS South East London CCG,2/28/2021,ME - PMS GP Prior Year ERs,PRC DELEGATED CO-COMMISSIONING,ELTHAM MEDICAL PRACTICE,35593372,"-7,659.96"
Department of Health,NHS South East London CCG,2/28/2021,ME-PMS GP Pension EEs-PMS,PRC DELEGATED CO-COMMISSIONING,MAWBEY GROUP PRACTICE,35588194,"-7,619.42"
Department of Health,NHS South East London CCG,2/28/2021,ME-PMS GP Pension EEs-PMS,PRC DELEGATED CO-COMMISSIONING,CLAPHAM FAMILY PRACTICE,35588132,"-7,501.55"
Department of Health,NHS South East London CCG,2/28/2021,ME-PMS GP Pension ERs Adjs - PMS,PRC DELEGATED CO-COMMISSIONING,HERNE HILL GROUP PRACTICE,35588177,"-7,461.97"
Department of Health,NHS South East London CCG,2/28/2021,ME-PMS GP Pension EEs-PMS,PRC DELEGATED CO-COMMISSIONING,ST JOHNS MEDICAL CENTRE,35616394,"-7,441.38"
Department of Health,NHS South East London CCG,2/28/2021,C&M-PMS PCN DES PCN support,LOCAL ENHANCED SERVICES,ST JOHNS MEDICAL CENTRE,35616394,"-7,279.88"
Department of Health,NHS South East London CCG,2/28/2021,C&M-PMS PCN DES PCN support,LOCAL ENHANCED SERVICES,HERNE HILL GROUP PRACTICE,35588177,"-7,268.25"
Department of Health,NHS South East London CCG,2/28/2021,ME-PMS GP Pension EEs-PMS,PRC DELEGATED CO-COMMISSIONING,MODALITY PARTNERSHIP,35588270,"-7,247.26"
Department of Health,NHS South East London CCG,2/28/2021,C&M-PMS PCN DES Soc Prescribing,PRC DELEGATED CO-COMMISSIONING,VALENTINE HEALTH PARTNERSHIP,35593396,"-7,047.86"
Department of Health,NHS South East London CCG,2/28/2021,C&M-PMS DES Extended Hours Access,PRC DELEGATED CO-COMMISSIONING,ST JOHNS MEDICAL CENTRE,35616394,"-7,037.21"
Department of Health,NHS South East London CCG,2/28/2021,C&M-PMS DES Extended Hours Access,PRC DELEGATED CO-COMMISSIONING,HERNE HILL GROUP PRACTICE,35588177,"-7,025.98"
Department of Health,NHS South East London CCG,2/28/2021,C&M-PMS PCN DES Soc Prescribing,PRC DELEGATED CO-COMMISSIONING,MODALITY PARTNERSHIP,35588270,"-6,847.43"
Department of Health,NHS South East London CCG,2/28/2021,C&M-PMS PCN DES PCN support,LOCAL ENHANCED SERVICES,STREATHAM HILL GROUP PRACTICE,35588278,"-6,799.38"
Department of Health,NHS South East London CCG,2/28/2021,ME-PMS GP Pension ERs Adjs - PMS,PRC DELEGATED CO-COMMISSIONING,VALE MEDICAL CENTRE,35588245,"-6,786.57"
Department of Health,NHS South East London CCG,2/28/2021,C&M-APMS Other FDR Payment,PRC DELEGATED CO-COMMISSIONING,EDITH CAVELL PRACTICE,35588157,"-6,701.96"
Department of Health,NHS South East London CCG,2/28/2021,ME-PMS GP Pension ERs Adjs - PMS,PRC DELEGATED CO-COMMISSIONING,HETHERINGTON GROUP PRACTICE,35588178,"-6,576.90"
Department of Health,NHS South East London CCG,2/28/2021,C&M-PMS PCN DES PCN support,LOCAL ENHANCED SERVICES,WOODLANDS HEALTH CENTRE LONDON,35588258,"-6,576.63"
Department of Health,NHS South East London CCG,2/28/2021,C&M-PMS DES Extended Hours Access,PRC DELEGATED CO-COMMISSIONING,STREATHAM HILL GROUP PRACTICE,35588278,"-6,572.73"
Department of Health,NHS South East London CCG,2/28/2021,ME-PMS GP Pension EEs-PMS,PRC DELEGATED CO-COMMISSIONING,HERNE HILL GROUP PRACTICE,35588177,"-6,565.24"
Department of Health,NHS South East London CCG,2/28/2021,ME-PMS GP Pension EEs-PMS,PRC DELEGATED CO-COMMISSIONING,VALENTINE HEALTH PARTNERSHIP,35593396,"-6,480.81"
Department of Health,NHS South East London CCG,2/28/2021,C&M-PMS PCN DES PCN support,LOCAL ENHANCED SERVICES,CLAPHAM FAMILY PRACTICE,35588132,"-6,439.75"
Department of Health,NHS South East London CCG,2/28/2021,C&M-PMS DES Extended Hours Access,PRC DELEGATED CO-COMMISSIONING,WOODLANDS HEALTH CENTRE LONDON,35588258,"-6,357.40"
Department of Health,NHS South East London CCG,2/28/2021,C&M-PMS PCN DES PCN support,LOCAL ENHANCED SERVICES,WOOLSTONE MEDICAL CENTRE,35588259,"-6,335.00"
Department of Health,NHS South East London CCG,2/28/2021,ME-PMS GP Pension ERs Adjs - PMS,PRC DELEGATED CO-COMMISSIONING,BROMLEY GP ALLIANCE,35671910,"-6,273.02"
Department of Health,NHS South East London CCG,2/28/2021,C&M-PMS DES Extended Hours Access,PRC DELEGATED CO-COMMISSIONING,CLAPHAM FAMILY PRACTICE,35588132,"-6,225.09"
Department of Health,NHS South East London CCG,2/28/2021,C&M-PMS DES Extended Hours Access,PRC DELEGATED CO-COMMISSIONING,WOOLSTONE MEDICAL CENTRE,35588259,"-6,123.83"
Department of Health,NHS South East London CCG,2/28/2021,C&M-PMS PCN DES Soc Prescribing,PRC DELEGATED CO-COMMISSIONING,HURLEY CLINIC,35588279,"-6,014.30"
Department of Health,NHS South East London CCG,2/28/2021,ME-PMS GP Pension EEs-PMS,PRC DELEGATED CO-COMMISSIONING,HETHERINGTON GROUP PRACTICE,35588178,"-5,943.51"
Department of Health,NHS South East London CCG,2/28/2021,ME-PMS GP Pension EEs-PMS,PRC DELEGATED CO-COMMISSIONING,VALE MEDICAL CENTRE,35588245,"-5,899.39"
Department of Health,NHS South East London CCG,2/28/2021,C&M-PMS PCN DES PCN support,LOCAL ENHANCED SERVICES,VANBRUGH GROUP PRACTICE,35593409,"-5,863.63"
Department of Health,NHS South East London CCG,2/28/2021,ME-PMS GP Pension ERs Adjs - PMS,PRC DELEGATED CO-COMMISSIONING,BIGGIN HILL SURGERY,35671840,"-5,746.15"
Department of Health,NHS South East London CCG,2/28/2021,C&M-PMS PCN DES PCN support,LOCAL ENHANCED SERVICES,BIGGIN HILL SURGERY,35671840,"-5,690.75"
Department of Health,NHS South East London CCG,2/28/2021,C&M-PMS DES Extended Hours Access,PRC DELEGATED CO-COMMISSIONING,VANBRUGH GROUP PRACTICE,35593409,"-5,668.17"
Department of Health,NHS South East London CCG,2/28/2021,C&M-PMS DES Extended Hours Access,PRC DELEGATED CO-COMMISSIONING,BIGGIN HILL SURGERY,35671840,"-5,501.06"
Department of Health,NHS South East London CCG,2/28/2021,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,CLAPHAM FAMILY PRACTICE,35588132,"-5,305.73"
Department of Health,NHS South East London CCG,2/28/2021,ME-PMS GP Pension EEs-PMS,PRC DELEGATED CO-COMMISSIONING,BIGGIN HILL SURGERY,35671840,"-5,272.55"
Department of Health,NHS South East London CCG,2/28/2021,ME-GMS GP Pension ERs Adjustments,PRC DELEGATED CO-COMMISSIONING,SOUTH VIEW LODGE DR WILLATT HEATHCOTE,35671879,"-5,242.65"
Department of Health,NHS South East London CCG,2/28/2021,C&M-GMS PCN DES PCN support,LOCAL ENHANCED SERVICES,SOUTH VIEW LODGE DR WILLATT HEATHCOTE,35671879,"-5,058.25"
Department of Health,NHS South East London CCG,2/28/2021,ME-PMS GP Pension ERs Adjs - PMS,PRC DELEGATED CO-COMMISSIONING,BINFIELD ROAD SURGERY,35616351,"-4,919.17"
Department of Health,NHS South East London CCG,2/28/2021,C&M-GMS DES Extended Hours Access,PRC DELEGATED CO-COMMISSIONING,SOUTH VIEW LODGE DR WILLATT HEATHCOTE,35671879,"-4,889.64"
Department of Health,NHS South East London CCG,2/28/2021,C&M-PMS PCN DES PCN support,LOCAL ENHANCED SERVICES,MODALITY PARTNERSHIP,35588270,"-4,868.38"
Department of Health,NHS South East London CCG,2/28/2021,C&M-PMS PCN DES Clinical Director,PRC DELEGATED CO-COMMISSIONING,VALENTINE HEALTH PARTNERSHIP,35593396,"-4,824.89"
Department of Health,NHS South East London CCG,2/28/2021,ME-PMS GP Pension ERs Adjs - PMS,PRC DELEGATED CO-COMMISSIONING,BROCKWELL PARK,35588131,"-4,807.07"
Department of Health,NHS South East London CCG,2/28/2021,C&M-PMS PCN DES Clinical Director,PRC DELEGATED CO-COMMISSIONING,HURLEY CLINIC,35588279,"-4,805.99"
