Department,CCG,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount
Department of Health,NHS Hillingdon CCG,31-Aug-20,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,KINGSWAY SURGERY,33615816,23.39
Department of Health,NHS Hillingdon CCG,31-Aug-20,C&M-GMS Prof Fees Prescribing,PRC DELEGATED CO-COMMISSIONING,KINGSWAY SURGERY,33615819,25.33
Department of Health,NHS Hillingdon CCG,31-Aug-20,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,ACORN MEDICAL CENTRE,33615789,29
Department of Health,NHS Hillingdon CCG,31-Aug-20,C&M-GMS Prof Fees Prescribing,PRC DELEGATED CO-COMMISSIONING,WEST LONDON MEDICAL CENTRE,33615842,29.94
Department of Health,NHS Hillingdon CCG,31-Aug-20,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,DR M M SIDDIQUI,33615856,34.86
Department of Health,NHS Hillingdon CCG,31-Aug-20,C&M-GMS Prof Fees Prescribing,PRC DELEGATED CO-COMMISSIONING,HIGH STREET PRACTICE YIEWSLEY HEALTH CENTRE,33615812,36.85
Department of Health,NHS Hillingdon CCG,31-Aug-20,C&M-GMS Prof Fees Prescribing,PRC DELEGATED CO-COMMISSIONING,MEDICAL CENTRE BRUNEL UNIVERSITY,33615821,36.85
Department of Health,NHS Hillingdon CCG,31-Aug-20,C&M-GMS Prof Fees Prescribing,PRC DELEGATED CO-COMMISSIONING,OXFORD DRIVE MEDICAL CENTRE,33615830,46.06
Department of Health,NHS Hillingdon CCG,31-Aug-20,C&M-GMS Prof Fees Prescribing,PRC DELEGATED CO-COMMISSIONING,HEATHROW MEDICAL CENTRE,33615810,48.36
Department of Health,NHS Hillingdon CCG,31-Aug-20,C&M-GMS Prof Fees Prescribing,PRC DELEGATED CO-COMMISSIONING,CHURCH ROAD SURGERY,33615795,50.67
Department of Health,NHS Hillingdon CCG,31-Aug-20,C&M-GMS Prof Fees Prescribing,PRC DELEGATED CO-COMMISSIONING,HAYES MEDICAL CENTRE,33615816,50.67
Department of Health,NHS Hillingdon CCG,31-Aug-20,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,MEDICAL CENTRE BRUNEL UNIVERSITY,33615819,52.76
Department of Health,NHS Hillingdon CCG,31-Aug-20,C&M-GMS Prem Water Rates,PRC DELEGATED CO-COMMISSIONING,HIGH STREET PRACTICE YIEWSLEY HEALTH CENTRE,33615812,54.44
Department of Health,NHS Hillingdon CCG,31-Aug-20,C&M-GMS Prof Fees Prescribing,PRC DELEGATED CO-COMMISSIONING,OAKLAND MEDICAL CENTRE,33615828,55.27
Department of Health,NHS Hillingdon CCG,31-Aug-20,C&M-GMS Prem Water Rates,PRC DELEGATED CO-COMMISSIONING,YIEWSLEY FAMILY PRACTICE,33615848,59.09
Department of Health,NHS Hillingdon CCG,31-Aug-20,C&M-GMS Prem Water Rates,PRC DELEGATED CO-COMMISSIONING,ACORN MEDICAL CENTRE,33615792,61.61
Department of Health,NHS Hillingdon CCG,31-Aug-20,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,HIGH STREET PRACTICE YIEWSLEY HEALTH CENTRE,33615810,77.57
Department of Health,NHS Hillingdon CCG,31-Aug-20,C&M-PMS Prem Water Rates,PRC DELEGATED CO-COMMISSIONING,TOWNFIELD DOCTORS SURGERY,33485201,78.36
Department of Health,NHS Hillingdon CCG,31-Aug-20,C&M-GMS Prem Clinical Waste,PRC DELEGATED CO-COMMISSIONING,SHAKESPEARE MEDICAL CENTRE,33615853,96.6
Department of Health,NHS Hillingdon CCG,31-Aug-20,C&M-GMS Prof Fees Prescribing,PRC DELEGATED CO-COMMISSIONING,CEDARS MEDICAL CENTRE,33615798,101.33
Department of Health,NHS Hillingdon CCG,31-Aug-20,C&M-GMS Prof Fees Prescribing,PRC DELEGATED CO-COMMISSIONING,HAREFIELD HEALTH CENTRE,33615808,105.94
Department of Health,NHS Hillingdon CCG,31-Aug-20,C&M-GMS Prof Fees Prescribing,PRC DELEGATED CO-COMMISSIONING,HILLINGDON HEALTH CENTRE,33615814,110.54
Department of Health,NHS Hillingdon CCG,31-Aug-20,C&M-GMS Prof Fees Prescribing,PRC DELEGATED CO-COMMISSIONING,SOUTHCOTE CLINIC,33615836,112.85
Department of Health,NHS Hillingdon CCG,31-Aug-20,C&M-GMS Prem Water Rates,PRC DELEGATED CO-COMMISSIONING,CEDARS MEDICAL CENTRE,33615798,144.93
Department of Health,NHS Hillingdon CCG,31-Aug-20,C&M-GMS Prof Fees Prescribing,PRC DELEGATED CO-COMMISSIONING,MEDICAL CENTRE DR S SHAPIRO & PARTNER,33615824,145.09
Department of Health,NHS Hillingdon CCG,31-Aug-20,C&M-GMS Prof Fees Prescribing,PRC DELEGATED CO-COMMISSIONING,PINE MEDICAL CENTRE,33615834,158.91
Department of Health,NHS Hillingdon CCG,31-Aug-20,C&M-GMS Prem Clinical Waste,PRC DELEGATED CO-COMMISSIONING,MEDICAL CENTRE BRUNEL UNIVERSITY,33615821,165.6
Department of Health,NHS Hillingdon CCG,31-Aug-20,C&M-GMS Prof Fees Prescribing,PRC DELEGATED CO-COMMISSIONING,UXBRIDGE HEALTH CENTRE,33631229,175.04
Department of Health,NHS Hillingdon CCG,31-Aug-20,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,HILLINGDON HEALTH CENTRE,33615812,190.5
Department of Health,NHS Hillingdon CCG,31-Aug-20,C&M-GMS Prof Fees Prescribing,PRC DELEGATED CO-COMMISSIONING,BELMONT MEDICAL CENTRE,33615789,200.37
Department of Health,NHS Hillingdon CCG,31-Aug-20,C&M-GMS Prof Fees Prescribing,PRC DELEGATED CO-COMMISSIONING,EASTBURY SURGERY,33615803,200.37
Department of Health,NHS Hillingdon CCG,31-Aug-20,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,HAYES MEDICAL CENTRE,33615814,237.53
Department of Health,NHS Hillingdon CCG,31-Aug-20,C&M-PMS DES Patient Participation,PRC DELEGATED CO-COMMISSIONING,LADYGATE LANE SURGERY,33485203,264
Department of Health,NHS Hillingdon CCG,31-Aug-20,C&M-GMS DES Patient Participation,PRC DELEGATED CO-COMMISSIONING,CHURCH ROAD SURGERY,33615795,309
Department of Health,NHS Hillingdon CCG,31-Aug-20,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,UXBRIDGE HEALTH CENTRE,33631228,313.18
Department of Health,NHS Hillingdon CCG,31-Aug-20,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,LADYGATE LANE SURGERY,33485203,321.79
Department of Health,NHS Hillingdon CCG,31-Aug-20,Apprenticeship Levy Payable,BALANCE SHEET,HMRC,33544395,324
Department of Health,NHS Hillingdon CCG,31-Aug-20,C&M-GMS DES Patient Participation,PRC DELEGATED CO-COMMISSIONING,WALLASEY MEDICAL CENTRE,33615850,337
Department of Health,NHS Hillingdon CCG,31-Aug-20,C&M-GMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,SHAKESPEARE MEDICAL CENTRE,33615853,352.62
Department of Health,NHS Hillingdon CCG,31-Aug-20,C&M-PMS Prem Water Rates,PRC DELEGATED CO-COMMISSIONING,MEDICAL CENTRE DR SOLOMON & PARTNERS,33485195,358.45
Department of Health,NHS Hillingdon CCG,31-Aug-20,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,BELMONT MEDICAL CENTRE,33605539,376.74
Department of Health,NHS Hillingdon CCG,31-Aug-20,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,CHURCH ROAD SURGERY,33615795,377.12
Department of Health,NHS Hillingdon CCG,31-Aug-20,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,HEATHROW MEDICAL CENTRE,33615808,393.17
Department of Health,NHS Hillingdon CCG,31-Aug-20,C&M-GMS DES Patient Participation,PRC DELEGATED CO-COMMISSIONING,WILLOW TREE SURGERY,33615842,396
Department of Health,NHS Hillingdon CCG,31-Aug-20,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,SOUTHCOTE CLINIC,33615834,398.31
Department of Health,NHS Hillingdon CCG,31-Aug-20,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,PINE MEDICAL CENTRE,33615832,400.38
Department of Health,NHS Hillingdon CCG,31-Aug-20,C&M-GMS DES Patient Participation,PRC DELEGATED CO-COMMISSIONING,NORTH HYDE PRACTICE,33615856,407
Department of Health,NHS Hillingdon CCG,31-Aug-20,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,WALLASEY MEDICAL CENTRE,33615850,410.71
Department of Health,NHS Hillingdon CCG,31-Aug-20,C&M-GMS DES Patient Participation,PRC DELEGATED CO-COMMISSIONING,DR M M SIDDIQUI,33631226,416
Department of Health,NHS Hillingdon CCG,31-Aug-20,C&M-GMS DES Patient Participation,PRC DELEGATED CO-COMMISSIONING,SHAKESPEARE MEDICAL CENTRE,33615850,442
Department of Health,NHS Hillingdon CCG,31-Aug-20,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,KINCORA DR A N GOUD & PARTNER,33485192,459.42
Department of Health,NHS Hillingdon CCG,,ME-GMS GP Pension EEs Adjustments,PRC DELEGATED CO-COMMISSIONING,SOUTHCOTE CLINIC,,476.72
Department of Health,NHS Hillingdon CCG,31-Aug-20,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,WILLOW TREE SURGERY,33615844,483.01
Department of Health,NHS Hillingdon CCG,31-Aug-20,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,NORTH HYDE PRACTICE,33615856,496.84
Department of Health,NHS Hillingdon CCG,31-Aug-20,C&M-GMS DES Patient Participation,PRC DELEGATED CO-COMMISSIONING,SOUTHCOTE CLINIC,33615836,503
Department of Health,NHS Hillingdon CCG,31-Aug-20,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,DR M M SIDDIQUI,33631226,507.77
Department of Health,NHS Hillingdon CCG,31-Aug-20,C&M-GMS DES Patient Participation,PRC DELEGATED CO-COMMISSIONING,KINGSWAY SURGERY,33615819,533
Department of Health,NHS Hillingdon CCG,31-Aug-20,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,CAREPOINT PRACTICE,33615792,534.95
Department of Health,NHS Hillingdon CCG,31-Aug-20,C&M-GMS DES Patient Participation,PRC DELEGATED CO-COMMISSIONING,CEDARS MEDICAL CENTRE,33615798,539
Department of Health,NHS Hillingdon CCG,31-Aug-20,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,SHAKESPEARE MEDICAL CENTRE,33615853,539.48
Department of Health,NHS Hillingdon CCG,31-Aug-20,C&M-GMS DES Patient Participation,PRC DELEGATED CO-COMMISSIONING,WEST LONDON MEDICAL CENTRE,33615842,540
Department of Health,NHS Hillingdon CCG,31-Aug-20,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,OXFORD DRIVE MEDICAL CENTRE,33615828,571.42
Department of Health,NHS Hillingdon CCG,31-Aug-20,C&M-PMS DES Patient Participation,PRC DELEGATED CO-COMMISSIONING,KING EDWARDS & SWAKELEYS MEDICAL CENTRE,33485194,577
Department of Health,NHS Hillingdon CCG,31-Aug-20,C&M-GMS DES Patient Participation,PRC DELEGATED CO-COMMISSIONING,YEADING COURT SURGERY,33615847,592
Department of Health,NHS Hillingdon CCG,31-Aug-20,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,EASTBURY SURGERY,33615802,608.25
Department of Health,NHS Hillingdon CCG,31-Aug-20,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,SOUTHCOTE CLINIC,33615836,613.77
Department of Health,NHS Hillingdon CCG,,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,KINGSWAY SURGERY,,650.22
Department of Health,NHS Hillingdon CCG,31-Aug-20,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,CEDARS MEDICAL CENTRE,33615798,658.57
Department of Health,NHS Hillingdon CCG,31-Aug-20,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,WEST LONDON MEDICAL CENTRE,33615842,659.31
Department of Health,NHS Hillingdon CCG,31-Aug-20,C&M-GMS DES Patient Participation,PRC DELEGATED CO-COMMISSIONING,ACORN MEDICAL CENTRE,33615792,661
Department of Health,NHS Hillingdon CCG,31-Aug-20,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,HAREFIELD HEALTH CENTRE,33615805,664.76
Department of Health,NHS Hillingdon CCG,,ME-PMS GP Pension EEs-PMS,PRC DELEGATED CO-COMMISSIONING,LADYGATE LANE SURGERY,,671.69
Department of Health,NHS Hillingdon CCG,31-Aug-20,C&M-GMS DES Patient Participation,PRC DELEGATED CO-COMMISSIONING,PINE MEDICAL CENTRE,33615834,682
Department of Health,NHS Hillingdon CCG,31-Aug-20,C&M-GMS DES Patient Participation,PRC DELEGATED CO-COMMISSIONING,ST MARTINS MEDICAL CENTRE,33615836,683
Department of Health,NHS Hillingdon CCG,31-Aug-20,C&M-GMS DES Patient Participation,PRC DELEGATED CO-COMMISSIONING,OXFORD DRIVE MEDICAL CENTRE,33615830,686
Department of Health,NHS Hillingdon CCG,31-Aug-20,C&M-GMS DES Patient Participation,PRC DELEGATED CO-COMMISSIONING,HEATHROW MEDICAL CENTRE,33615810,690
Department of Health,NHS Hillingdon CCG,31-Aug-20,C&M-PMS DES Patient Participation,PRC DELEGATED CO-COMMISSIONING,MEDICAL CENTRE DR SOLOMON & PARTNERS,33485195,691
Department of Health,NHS Hillingdon CCG,31-Aug-20,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,KING EDWARDS & SWAKELEYS MEDICAL CENTRE,33485194,704.4
Department of Health,NHS Hillingdon CCG,31-Aug-20,C&M-GMS DES Patient Participation,PRC DELEGATED CO-COMMISSIONING,EASTCOTE HEALTH CENTRE,33615805,708
Department of Health,NHS Hillingdon CCG,31-Aug-20,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,YEADING COURT SURGERY,33615847,722.99
Department of Health,NHS Hillingdon CCG,31-Aug-20,C&M-GMS DES Patient Participation,PRC DELEGATED CO-COMMISSIONING,HIGH STREET PRACTICE YIEWSLEY HEALTH CENTRE,33615812,751
Department of Health,NHS Hillingdon CCG,31-Aug-20,C&M-GMS DES Patient Participation,PRC DELEGATED CO-COMMISSIONING,CAREPOINT PRACTICE,33615793,798
Department of Health,NHS Hillingdon CCG,31-Aug-20,Income tax <1Yr-Student Loans,BALANCE SHEET,HMRC,33550463,799
Department of Health,NHS Hillingdon CCG,31-Aug-20,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,WARREN PRACTICE,33615845,801.92
Department of Health,NHS Hillingdon CCG,31-Aug-20,C&M-GMS DES Patient Participation,PRC DELEGATED CO-COMMISSIONING,PARK VIEW SURGERY,33615830,803
Department of Health,NHS Hillingdon CCG,31-Aug-20,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,ACORN MEDICAL CENTRE,33615792,807.39
Department of Health,NHS Hillingdon CCG,31-Aug-20,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,EASTCOTE HEALTH CENTRE,33615803,815.27
Department of Health,NHS Hillingdon CCG,31-Aug-20,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,CEDARS MEDICAL CENTRE,33615795,816.32
Department of Health,NHS Hillingdon CCG,31-Aug-20,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,PINE MEDICAL CENTRE,33615834,832.56
Department of Health,NHS Hillingdon CCG,31-Aug-20,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,ST MARTINS MEDICAL CENTRE,33615838,834.09
Department of Health,NHS Hillingdon CCG,31-Aug-20,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,OXFORD DRIVE MEDICAL CENTRE,33615830,837.04
Department of Health,NHS Hillingdon CCG,31-Aug-20,C&M-GMS DES Patient Participation,PRC DELEGATED CO-COMMISSIONING,OAKLAND MEDICAL CENTRE,33615828,842
Department of Health,NHS Hillingdon CCG,31-Aug-20,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,HEATHROW MEDICAL CENTRE,33615810,842.43
Department of Health,NHS Hillingdon CCG,31-Aug-20,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,MEDICAL CENTRE DR SOLOMON & PARTNERS,33485195,843.47
Department of Health,NHS Hillingdon CCG,31-Aug-20,C&M-GMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,CEDARS MEDICAL CENTRE,33615798,848.97
Department of Health,NHS Hillingdon CCG,31-Aug-20,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,EASTCOTE HEALTH CENTRE,33615805,864.57
Department of Health,NHS Hillingdon CCG,31-Aug-20,C&M-PMS DES Patient Participation,PRC DELEGATED CO-COMMISSIONING,OTTERFIELD MEDICAL CENTRE,33485199,878
Department of Health,NHS Hillingdon CCG,31-Aug-20,C&M-GMS DES Patient Participation,PRC DELEGATED CO-COMMISSIONING,WARREN PRACTICE,33615846,887
Department of Health,NHS Hillingdon CCG,31-Aug-20,C&M-GMS DES Patient Participation,PRC DELEGATED CO-COMMISSIONING,DEVONSHIRE LODGE PRACTICE EASTCOTE HEALTH CENTRE,33615798,888
Department of Health,NHS Hillingdon CCG,31-Aug-20,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,WEST LONDON MEDICAL CENTRE,33615838,896.66
Department of Health,NHS Hillingdon CCG,31-Aug-20,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,HIGH STREET PRACTICE YIEWSLEY HEALTH CENTRE,33615812,917.47
Department of Health,NHS Hillingdon CCG,31-Aug-20,C&M-GMS DES Patient Participation,PRC DELEGATED CO-COMMISSIONING,HILLINGDON HEALTH CENTRE,33615814,918
Department of Health,NHS Hillingdon CCG,31-Aug-20,C&M-GMS PCO Doctors Ret Scheme,PRC DELEGATED CO-COMMISSIONING,DEVONSHIRE LODGE PRACTICE EASTCOTE HEALTH CENTRE,33615800,923.04
Department of Health,NHS Hillingdon CCG,31-Aug-20,C&M-GMS DES Patient Participation,PRC DELEGATED CO-COMMISSIONING,BELMONT MEDICAL CENTRE,33615789,949
Department of Health,NHS Hillingdon CCG,31-Aug-20,C&M-GMS DES Patient Participation,PRC DELEGATED CO-COMMISSIONING,EASTBURY SURGERY,33615803,956
Department of Health,NHS Hillingdon CCG,31-Aug-20,C&M-GMS DES Patient Participation,PRC DELEGATED CO-COMMISSIONING,MEDICAL CENTRE BRUNEL UNIVERSITY,33615821,960
Department of Health,NHS Hillingdon CCG,31-Aug-20,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,CAREPOINT PRACTICE,33615793,973.98
Department of Health,NHS Hillingdon CCG,31-Aug-20,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,PARK VIEW SURGERY,33615832,980.71
Department of Health,NHS Hillingdon CCG,31-Aug-20,C&M-GMS Prem Healthcentre Rates,PRC DELEGATED CO-COMMISSIONING,HIGH STREET PRACTICE YIEWSLEY HEALTH CENTRE,33615812,991.34
Department of Health,NHS Hillingdon CCG,31-Aug-20,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,OAKLAND MEDICAL CENTRE,33615828,"1,028.70"
Department of Health,NHS Hillingdon CCG,31-Aug-20,C&M-GMS Prem Healthcentre Rates,PRC DELEGATED CO-COMMISSIONING,YIEWSLEY FAMILY PRACTICE,33615848,"1,056.33"
Department of Health,NHS Hillingdon CCG,31-Aug-20,C&M-PMS DES Patient Participation,PRC DELEGATED CO-COMMISSIONING,TOWNFIELD DOCTORS SURGERY,33485201,"1,069.00"
Department of Health,NHS Hillingdon CCG,31-Aug-20,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,OTTERFIELD MEDICAL CENTRE,33485199,"1,072.06"
Department of Health,NHS Hillingdon CCG,31-Aug-20,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,WARREN PRACTICE,33615846,"1,083.49"
Department of Health,NHS Hillingdon CCG,31-Aug-20,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,DEVONSHIRE LODGE PRACTICE EASTCOTE HEALTH CENTRE,33615800,"1,084.02"
Department of Health,NHS Hillingdon CCG,31-Aug-20,C&M-GMS PCO Locum Adop/Pat/Mat,PRC DELEGATED CO-COMMISSIONING,BELMONT MEDICAL CENTRE,33615789,"1,100.00"
Department of Health,NHS Hillingdon CCG,31-Aug-20,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,HILLINGDON HEALTH CENTRE,33615814,"1,120.99"
Department of Health,NHS Hillingdon CCG,31-Aug-20,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,BELMONT MEDICAL CENTRE,33615789,"1,158.39"
Department of Health,NHS Hillingdon CCG,31-Aug-20,C&M-GMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,WALLASEY MEDICAL CENTRE,33615850,"1,164.33"
Department of Health,NHS Hillingdon CCG,31-Aug-20,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,EASTBURY SURGERY,33615803,"1,167.55"
Department of Health,NHS Hillingdon CCG,31-Aug-20,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,MEDICAL CENTRE BRUNEL UNIVERSITY,33615821,"1,172.64"
Department of Health,NHS Hillingdon CCG,31-Aug-20,C&M-PMS DES Patient Participation,PRC DELEGATED CO-COMMISSIONING,CEDAR BROOK PRACTICE,33509300,"1,180.00"
Department of Health,NHS Hillingdon CCG,31-Aug-20,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,CHURCH ROAD SURGERY,33615793,"1,187.69"
Department of Health,NHS Hillingdon CCG,31-Aug-20,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,CHURCH ROAD SURGERY,33615795,"1,199.85"
Department of Health,NHS Hillingdon CCG,31-Aug-20,C&M-PMS Growth,PRC DELEGATED CO-COMMISSIONING,OTTERFIELD MEDICAL CENTRE,33485199,"1,215.25"
Department of Health,NHS Hillingdon CCG,31-Aug-20,C&M-GMS DES Patient Participation,PRC DELEGATED CO-COMMISSIONING,MEDICAL CENTRE DR JOWETT & PARTNERS,33631226,"1,301.00"
Department of Health,NHS Hillingdon CCG,31-Aug-20,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,TOWNFIELD DOCTORS SURGERY,33485201,"1,305.78"
Department of Health,NHS Hillingdon CCG,31-Aug-20,C&M-GMS DES Patient Participation,PRC DELEGATED CO-COMMISSIONING,MEDICAL CENTRE DR S SHAPIRO & PARTNER,33615824,"1,323.00"
Department of Health,NHS Hillingdon CCG,31-Aug-20,C&M-GMS DES Patient Participation,PRC DELEGATED CO-COMMISSIONING,HAREFIELD HEALTH CENTRE,33615808,"1,327.00"
