Department,CCG,Date,Expense Area,Expense Type,Supplier,Transaction Number,Amount
Department of Health,NHS Waltham Forest CCG,30/11/2020,C&M-PMS Voluntary Levy,PRC DELEGATED CO-COMMISSIONING,ALLUM MEDICAL CENTRE,34515948,71.33
Department of Health,NHS Waltham Forest CCG,30/11/2020,C&M-PMS DES Minor Surgery,PRC DELEGATED CO-COMMISSIONING,,34515990,88.04
Department of Health,NHS Waltham Forest CCG,30/11/2020,C&M-PMS GP Statutory Levy,PRC DELEGATED CO-COMMISSIONING,,34515969,338.91
Department of Health,NHS Waltham Forest CCG,30/11/2020,C&M-PMS GP Statutory Levy,PRC DELEGATED CO-COMMISSIONING,MIRCOFACULTY,34515983,451.8
Department of Health,NHS Waltham Forest CCG,30/11/2020,C&M-PMS GP Statutory Levy,PRC DELEGATED CO-COMMISSIONING,,34515966,525.68
Department of Health,NHS Waltham Forest CCG,30/11/2020,C&M-PMS GP Statutory Levy,PRC DELEGATED CO-COMMISSIONING,LL MEDICAL CARE LTD,34515974,530.03
Department of Health,NHS Waltham Forest CCG,30/11/2020,C&M-PMS GP Statutory Levy,PRC DELEGATED CO-COMMISSIONING,,34515954,563.37
Department of Health,NHS Waltham Forest CCG,30/11/2020,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,,34515969,583.93
Department of Health,NHS Waltham Forest CCG,30/11/2020,Hcare Srv Rec Fdtn Trust-Over/ Under Performance,ACUTE COMMISSIONING,,34452560,618.42
Department of Health,NHS Waltham Forest CCG,30/11/2020,C&M-PMS GP Statutory Levy,PRC DELEGATED CO-COMMISSIONING,DR SHAH & PARTNERS,34515952,629.55
Department of Health,NHS Waltham Forest CCG,30/11/2020,C&M-PMS GP Statutory Levy,PRC DELEGATED CO-COMMISSIONING,,34515979,693.36
Department of Health,NHS Waltham Forest CCG,30/11/2020,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,MIRCOFACULTY,34515983,721.41
Department of Health,NHS Waltham Forest CCG,30/11/2020,C&M-PMS DES Minor Surgery,PRC DELEGATED CO-COMMISSIONING,MIRCOFACULTY,34515983,748.34
Department of Health,NHS Waltham Forest CCG,30/11/2020,C&M-PMS GP Statutory Levy,PRC DELEGATED CO-COMMISSIONING,PENRYHN SURGERY,34515995,763.09
Department of Health,NHS Waltham Forest CCG,30/11/2020,Hcare Srv Rec Fdtn Trust-Over/ Under Performance,ACUTE COMMISSIONING,,34452556,811.22
Department of Health,NHS Waltham Forest CCG,30/11/2020,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,,34515966,834.1
Department of Health,NHS Waltham Forest CCG,30/11/2020,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,LL MEDICAL CARE LTD,34515974,847.62
Department of Health,NHS Waltham Forest CCG,30/11/2020,C&M-PMS GP Statutory Levy,PRC DELEGATED CO-COMMISSIONING,ECCLESBOURNE PRACTICE,34515957,878.57
Department of Health,NHS Waltham Forest CCG,30/11/2020,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,,34515954,930.72
Department of Health,NHS Waltham Forest CCG,30/11/2020,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,DR SHAH & PARTNERS,34515952,"1,019.61"
Department of Health,NHS Waltham Forest CCG,30/11/2020,Hcare Srv Rec Fdtn Trust-Over/ Under Performance,ACUTE COMMISSIONING,,34452532,"1,125.49"
Department of Health,NHS Waltham Forest CCG,30/11/2020,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,,34515979,"1,128.45"
Department of Health,NHS Waltham Forest CCG,30/11/2020,Hcare Srv Rec Fdtn Trust-Over/ Under Performance,ACUTE COMMISSIONING,,34452537,"1,167.11"
Department of Health,NHS Waltham Forest CCG,30/11/2020,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,PENRYHN SURGERY,34515995,"1,185.57"
Department of Health,NHS Waltham Forest CCG,30/11/2020,Hcare Srv Rec Fdtn Trust-Over/ Under Performance,ACUTE COMMISSIONING,,34452549,"1,201.92"
Department of Health,NHS Waltham Forest CCG,30/11/2020,C&M-PMS GP Statutory Levy,PRC DELEGATED CO-COMMISSIONING,COMELY BANK CLINIC,34515950,"1,217.23"
Department of Health,NHS Waltham Forest CCG,30/11/2020,C&M- PCN DES CARE HOME PREMIUM,PRC DELEGATED CO-COMMISSIONING,ALLUM MEDICAL CENTRE,34515948,"1,237.50"
Department of Health,NHS Waltham Forest CCG,30/11/2020,C&M-PMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,DR SHAH & PARTNERS,34515952,"1,344.70"
Department of Health,NHS Waltham Forest CCG,30/11/2020,C&M-PMS GP Statutory Levy,PRC DELEGATED CO-COMMISSIONING,,34515990,"1,345.83"
Department of Health,NHS Waltham Forest CCG,30/11/2020,C&M-PMS GP Statutory Levy,PRC DELEGATED CO-COMMISSIONING,ALLUM MEDICAL CENTRE,34515948,"1,368.84"
Department of Health,NHS Waltham Forest CCG,30/11/2020,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,ECCLESBOURNE PRACTICE,34515957,"1,378.43"
Department of Health,NHS Waltham Forest CCG,30/11/2020,C&M-PMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,,34515969,"1,683.33"
Department of Health,NHS Waltham Forest CCG,30/11/2020,C&M-PMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,MIRCOFACULTY,34515983,"1,756.90"
Department of Health,NHS Waltham Forest CCG,30/11/2020,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,COMELY BANK CLINIC,34515950,"1,841.19"
Department of Health,NHS Waltham Forest CCG,30/11/2020,C&M-PMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,,34515954,"2,016.16"
Department of Health,NHS Waltham Forest CCG,30/11/2020,C&M-PMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,,34515966,"2,047.98"
Department of Health,NHS Waltham Forest CCG,30/11/2020,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,ALLUM MEDICAL CENTRE,34515948,"2,082.13"
Department of Health,NHS Waltham Forest CCG,30/11/2020,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,,34515990,"2,091.06"
Department of Health,NHS Waltham Forest CCG,30/11/2020,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,,34515966,"2,725.20"
Department of Health,NHS Waltham Forest CCG,30/11/2020,C&M-PMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,PENRYHN SURGERY,34515995,"3,200.00"
Department of Health,NHS Waltham Forest CCG,30/11/2020,C&M-PMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,,34515979,"3,416.67"
Department of Health,NHS Waltham Forest CCG,30/11/2020,C&M-PMS PCN DES Clinical Director,PRC DELEGATED CO-COMMISSIONING,ALLUM MEDICAL CENTRE,34515948,"3,485.03"
Department of Health,NHS Waltham Forest CCG,30/11/2020,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,MIRCOFACULTY,34515983,"3,613.43"
Department of Health,NHS Waltham Forest CCG,30/11/2020,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,,34515954,"3,623.18"
Department of Health,NHS Waltham Forest CCG,30/11/2020,C&M-PMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,DR SHAH & PARTNERS,34515952,"3,635.42"
Department of Health,NHS Waltham Forest CCG,30/11/2020,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,,34515969,"3,656.15"
Department of Health,NHS Waltham Forest CCG,30/11/2020,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,LL MEDICAL CARE LTD,34515974,"3,714.28"
Department of Health,NHS Waltham Forest CCG,30/11/2020,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,,34515979,"3,983.39"
Department of Health,NHS Waltham Forest CCG,30/11/2020,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,DR SHAH & PARTNERS,34515952,"4,110.27"
Department of Health,NHS Waltham Forest CCG,30/11/2020,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,PENRYHN SURGERY,34515995,"4,378.35"
Department of Health,NHS Waltham Forest CCG,30/11/2020,C&M-PMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,MIRCOFACULTY,34515983,"4,865.00"
Department of Health,NHS Waltham Forest CCG,30/11/2020,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,ECCLESBOURNE PRACTICE,34515957,"5,071.74"
Department of Health,NHS Waltham Forest CCG,30/11/2020,C&M-PMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,,34515966,"5,554.83"
Department of Health,NHS Waltham Forest CCG,30/11/2020,Computer Network Costs,PRIMARY CARE IT,IPLATO HEALTHCARE LTD,34455419,"6,200.00"
Department of Health,NHS Waltham Forest CCG,30/11/2020,C&M-PMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,ECCLESBOURNE PRACTICE,34515957,"6,627.08"
Department of Health,NHS Waltham Forest CCG,30/11/2020,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,,34515990,"6,873.52"
Department of Health,NHS Waltham Forest CCG,30/11/2020,C&M-PMS DES Extended Hours Access,PRC DELEGATED CO-COMMISSIONING,ALLUM MEDICAL CENTRE,34515948,"6,999.03"
Department of Health,NHS Waltham Forest CCG,30/11/2020,C&M-PMS PCN DES PCN support,LOCAL ENHANCED SERVICES,ALLUM MEDICAL CENTRE,34515948,"7,240.38"
Department of Health,NHS Waltham Forest CCG,30/11/2020,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,COMELY BANK CLINIC,34515950,"7,693.62"
Department of Health,NHS Waltham Forest CCG,30/11/2020,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,ALLUM MEDICAL CENTRE,34515948,"8,308.36"
Department of Health,NHS Waltham Forest CCG,30/11/2020,C&M-PMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,ALLUM MEDICAL CENTRE,34515948,"10,729.17"
Department of Health,NHS Waltham Forest CCG,30/11/2020,C&M-PMS LES Basket of Procedures,LOCAL ENHANCED SERVICES,ALLUM MEDICAL CENTRE,34515948,"18,004.87"
Department of Health,NHS Waltham Forest CCG,30/11/2020,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,,34515969,"30,113.57"
Department of Health,NHS Waltham Forest CCG,30/11/2020,Cont Care-Learning Disab(<65),CHC ADULT FULLY FUNDED,,34472473,"30,510.20"
Department of Health,NHS Waltham Forest CCG,30/11/2020,Computer Network Costs,PRIMARY CARE IT,IPLATO HEALTHCARE LTD,34455419,"31,000.00"
Department of Health,NHS Waltham Forest CCG,30/11/2020,Cont Care-Learning Disab(<65),CHC ADULT FULLY FUNDED,,34472468,"36,000.00"
Department of Health,NHS Waltham Forest CCG,30/11/2020,Cont Care-Learning Disab(<65),CHC ADULT FULLY FUNDED,,34472451,"37,200.00"
Department of Health,NHS Waltham Forest CCG,30/11/2020,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,MIRCOFACULTY,34515983,"38,026.90"
Department of Health,NHS Waltham Forest CCG,30/11/2020,Cont Care- Children,CHC CHILD PERS HLTH BUD,,34472460,"40,833.11"
Department of Health,NHS Waltham Forest CCG,30/11/2020,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,,34515966,"42,541.80"
Department of Health,NHS Waltham Forest CCG,30/11/2020,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,LL MEDICAL CARE LTD,34515974,"43,825.82"
Department of Health,NHS Waltham Forest CCG,30/11/2020,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,,34515954,"48,905.91"
Department of Health,NHS Waltham Forest CCG,30/11/2020,Hcare Srv Rec Fdtn Trust-Over/ Under Performance,ACUTE COMMISSIONING,,34452560,"49,473.39"
Department of Health,NHS Waltham Forest CCG,30/11/2020,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,DR SHAH & PARTNERS,34515952,"52,068.53"
Department of Health,NHS Waltham Forest CCG,30/11/2020,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,,34515979,"57,907.52"
Department of Health,NHS Waltham Forest CCG,30/11/2020,Clinical&Medical-Clinical Other,COMMUNITY SERVICES,,34495628,"58,475.00"
Department of Health,NHS Waltham Forest CCG,30/11/2020,Clinical&Medical-Commercial Sector,WHEELCHAIR SERVICE,AJ MOBILITY LTD,34472512,"62,122.50"
Department of Health,NHS Waltham Forest CCG,30/11/2020,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,PENRYHN SURGERY,34515995,"62,302.58"
Department of Health,NHS Waltham Forest CCG,30/11/2020,Hcare Srv Rec Fdtn Trust-Over/ Under Performance,ACUTE COMMISSIONING,,34452556,"64,897.23"
Department of Health,NHS Waltham Forest CCG,30/11/2020,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,ECCLESBOURNE PRACTICE,34515957,"70,789.94"
Department of Health,NHS Waltham Forest CCG,30/11/2020,Hcare Srv Rec Fdtn Trust-Over/ Under Performance,ACUTE COMMISSIONING,,34452532,"90,038.00"
Department of Health,NHS Waltham Forest CCG,30/11/2020,Hcare Srv Rec Fdtn Trust-Over/ Under Performance,ACUTE COMMISSIONING,,34452537,"93,369.67"
Department of Health,NHS Waltham Forest CCG,30/11/2020,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,COMELY BANK CLINIC,34515950,"95,987.27"
Department of Health,NHS Waltham Forest CCG,30/11/2020,Hcare Srv Rec Fdtn Trust-Over/ Under Performance,ACUTE COMMISSIONING,,34452549,"96,153.67"
Department of Health,NHS Waltham Forest CCG,30/11/2020,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,ALLUM MEDICAL CENTRE,34515948,"107,115.45"
Department of Health,NHS Waltham Forest CCG,30/11/2020,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,,34515990,"108,525.98"
Department of Health,NHS Waltham Forest CCG,30/11/2020,Cont Care-Physical Disab (<65),CHC AD FULL FUND PERS HLTH BUD,,34438359,"195,075.00"
Department of Health,NHS Waltham Forest CCG,30/11/2020,Programme Support Costs,QUALITY PREMIUM PROGRAMME,REVITALISE,34044096,"231,428.57"
Department of Health,NHS Waltham Forest CCG,30/11/2020,Programme Support Costs,QUALITY PREMIUM PROGRAMME,REVITALISE,34424651,"239,142.85"
