Department,CCG,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount
Department of Health,NHS Waltham Forest CCG,28/02/2021,Income tax <1Yr-Student Loans,BALANCE SHEET,HMRC,35638347,48
Department of Health,NHS Waltham Forest CCG,28/02/2021,C&M-PMS Prem Water Rates,PRC DELEGATED CO-COMMISSIONING,HIGHAM HILL MEDICAL CENTRE,35616620,64.64
Department of Health,NHS Waltham Forest CCG,28/02/2021,C&M-GMS Prem Water Rates,PRC DELEGATED CO-COMMISSIONING,DR BAILEY PRACTICE,35758334,70.54
Department of Health,NHS Waltham Forest CCG,28/02/2021,C&M-GMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,KIYANI MEDICAL PRACTICE,35758392,72.04
Department of Health,NHS Waltham Forest CCG,28/02/2021,C&M-GMS DES Minor Surgery,PRC DELEGATED CO-COMMISSIONING,GREEN MAN MEDICAL CENTRE,35758363,88.04
Department of Health,NHS Waltham Forest CCG,28/02/2021,C&M-APMS OOH Opt Outs,PRC DELEGATED CO-COMMISSIONING,HURLEY GROUP,35616631,96.84
Department of Health,NHS Waltham Forest CCG,28/02/2021,C&M-PMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,DR SHAH & PARTNERS,35616616,104.82
Department of Health,NHS Waltham Forest CCG,28/02/2021,C&M-PMS Prem Water Rates,PRC DELEGATED CO-COMMISSIONING,LL MEDICAL CARE LTD,35616622,105.55
Department of Health,NHS Waltham Forest CCG,28/02/2021,C&M- PCN DES CARE HOME PREMIUM,PRC DELEGATED CO-COMMISSIONING,QUEENS ROAD MEDICAL CENTRE,35591643,112.5
Department of Health,NHS Waltham Forest CCG,28/02/2021,C&M-PMS DES Learn Dsblty Hlth Chk,PRC DELEGATED CO-COMMISSIONING,OLIVER ROAD MEDICAL CENTRE,35616625,140
Department of Health,NHS Waltham Forest CCG,28/02/2021,C&M-GMS DES Minor Surgery,PRC DELEGATED CO-COMMISSIONING,CHURCHILL HEALTHCARE LTD,35758317,176.08
Department of Health,NHS Waltham Forest CCG,28/02/2021,C&M-PMS DES Minor Surgery,PRC DELEGATED CO-COMMISSIONING,COMELY BANK CLINIC,35616615,220.1
Department of Health,NHS Waltham Forest CCG,28/02/2021,C&M-PMS PCO Other,PRC DELEGATED CO-COMMISSIONING,HAMPTON MEDICAL CENTRE,35616619,234.1
Department of Health,NHS Waltham Forest CCG,28/02/2021,C&M-PMS DES Learn Dsblty Hlth Chk,PRC DELEGATED CO-COMMISSIONING,KINGSHEAD MEDICAL PRACTICE,35616621,280
Department of Health,NHS Waltham Forest CCG,28/02/2021,C&M-GMS PCO Other,PRC DELEGATED CO-COMMISSIONING,FOREST ROAD MEDICAL CENTRE,35758347,378.7
Department of Health,NHS Waltham Forest CCG,28/02/2021,C&M-PMS DES Learn Dsblty Hlth Chk,PRC DELEGATED CO-COMMISSIONING,ALLUM MEDICAL CENTRE,35591627,420
Department of Health,NHS Waltham Forest CCG,28/02/2021,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,HAMPTON MEDICAL CENTRE,35616619,450.04
Department of Health,NHS Waltham Forest CCG,28/02/2021,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,KIYANI MEDICAL PRACTICE,35758392,492.93
Department of Health,NHS Waltham Forest CCG,28/02/2021,C&M- PCN DES CARE HOME PREMIUM,PRC DELEGATED CO-COMMISSIONING,HARROW ROAD GP PRACTICE,35591648,540
Department of Health,NHS Waltham Forest CCG,28/02/2021,C&M-GMS Prem Other,PRC DELEGATED CO-COMMISSIONING,GREEN MAN MEDICAL CENTRE,35758363,568.68
Department of Health,NHS Waltham Forest CCG,28/02/2021,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,KINGSHEAD MEDICAL PRACTICE,35616621,583.93
Department of Health,NHS Waltham Forest CCG,28/02/2021,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,DR BAILEY PRACTICE,35758334,598.7
Department of Health,NHS Waltham Forest CCG,28/02/2021,C&M-GMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,CHINGFORD MEDICAL PRACTICE,35758302,604.33
Department of Health,NHS Waltham Forest CCG,28/02/2021,C&M-PMS DES Minor Surgery,PRC DELEGATED CO-COMMISSIONING,MIRCOFACULTY,35616624,660.3
Department of Health,NHS Waltham Forest CCG,28/02/2021,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,LYNDHURST SURGERY LONDON,35758379,681.53
Department of Health,NHS Waltham Forest CCG,28/02/2021,C&M- PCN DES CARE HOME PREMIUM,PRC DELEGATED CO-COMMISSIONING,DRS SS & SJ KUMAR,35591633,712.5
Department of Health,NHS Waltham Forest CCG,28/02/2021,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,MIRCOFACULTY,35616624,721.41
Department of Health,NHS Waltham Forest CCG,28/02/2021,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,FOREST ROAD MEDICAL CENTRE,35758347,753.69
Department of Health,NHS Waltham Forest CCG,28/02/2021,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,GREEN MAN MEDICAL CENTRE,35758363,786.59
Department of Health,NHS Waltham Forest CCG,28/02/2021,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,FRANCIS ROAD MEDICAL CENTRE,35758354,808.98
Department of Health,NHS Waltham Forest CCG,28/02/2021,C&M-PMS PCN DES PCN support,LOCAL ENHANCED SERVICES,HAMPTON MEDICAL CENTRE,35616619,815
Department of Health,NHS Waltham Forest CCG,28/02/2021,C&M-PMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,LL MEDICAL CARE LTD,35616622,831.03
Department of Health,NHS Waltham Forest CCG,28/02/2021,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,HIGHAM HILL MEDICAL CENTRE,35616620,834.1
Department of Health,NHS Waltham Forest CCG,28/02/2021,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,WOOD STREET HEALTH CENTRE,35616630,837.84
Department of Health,NHS Waltham Forest CCG,28/02/2021,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,LL MEDICAL CARE LTD,35616622,847.62
Department of Health,NHS Waltham Forest CCG,28/02/2021,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,SINNOTT ROAD SURGERY,35616627,905.1
Department of Health,NHS Waltham Forest CCG,28/02/2021,C&M- PCN DES CARE HOME PREMIUM,PRC DELEGATED CO-COMMISSIONING,FIRS,35758339,922.5
Department of Health,NHS Waltham Forest CCG,28/02/2021,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,DR S PHILLIPS & DR M PATEL,35616617,930.72
Department of Health,NHS Waltham Forest CCG,28/02/2021,C&M-GMS PCO Other,PRC DELEGATED CO-COMMISSIONING,HANDSWORTH MEDICAL PRACTICE LONDON,35758359,949.7
Department of Health,NHS Waltham Forest CCG,28/02/2021,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,FOREST SURGERY,35758350,957.17
Department of Health,NHS Waltham Forest CCG,28/02/2021,C&M-PMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,HAMPTON MEDICAL CENTRE,35616619,959.02
Department of Health,NHS Waltham Forest CCG,28/02/2021,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,DR SHAH & PARTNERS,35616616,"1,019.61"
Department of Health,NHS Waltham Forest CCG,28/02/2021,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,OLD CHURCH SURGERY,35758384,"1,025.84"
Department of Health,NHS Waltham Forest CCG,28/02/2021,C&M-GMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,DR BAILEY PRACTICE,35758334,"1,037.63"
Department of Health,NHS Waltham Forest CCG,28/02/2021,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,RIDGEWAY SURGERY LONDON,35758389,"1,038.90"
Department of Health,NHS Waltham Forest CCG,28/02/2021,C&M-GMS Prem Water Rates,PRC DELEGATED CO-COMMISSIONING,OLD CHURCH SURGERY,35758384,"1,041.79"
Department of Health,NHS Waltham Forest CCG,28/02/2021,ME-PMS GP Prior Year EEs,PRC DELEGATED CO-COMMISSIONING,ALLUM MEDICAL CENTRE,35591627,"1,046.22"
Department of Health,NHS Waltham Forest CCG,28/02/2021,C&M- PCN DES CARE HOME PREMIUM,PRC DELEGATED CO-COMMISSIONING,ALLUM MEDICAL CENTRE,35591627,"1,057.50"
Department of Health,NHS Waltham Forest CCG,28/02/2021,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,QUEENS ROAD MEDICAL CENTRE,35591643,"1,079.27"
Department of Health,NHS Waltham Forest CCG,28/02/2021,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,FIRS,35758339,"1,115.54"
Department of Health,NHS Waltham Forest CCG,28/02/2021,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,LIME TREE SURGERY LONDON,35616623,"1,128.45"
Department of Health,NHS Waltham Forest CCG,28/02/2021,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,DRS SS & SJ KUMAR,35591633,"1,151.95"
Department of Health,NHS Waltham Forest CCG,28/02/2021,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,PENRYHN SURGERY,35616626,"1,185.57"
Department of Health,NHS Waltham Forest CCG,28/02/2021,C&M-GMS PCN DES PCN support,LOCAL ENHANCED SERVICES,LYNDHURST SURGERY LONDON,35758379,"1,215.00"
Department of Health,NHS Waltham Forest CCG,28/02/2021,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,CHINGFORD MEDICAL PRACTICE,35758302,"1,238.23"
Department of Health,NHS Waltham Forest CCG,28/02/2021,C&M-PMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,DRS SS & SJ KUMAR,35591633,"1,251.61"
Department of Health,NHS Waltham Forest CCG,28/02/2021,C&M-PMS DES Learn Dsblty Hlth Chk,PRC DELEGATED CO-COMMISSIONING,HAMPTON MEDICAL CENTRE,35616619,"1,260.00"
Department of Health,NHS Waltham Forest CCG,28/02/2021,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,CRAWLEY ROAD MEDICAL CENTRE,35758329,"1,305.02"
Department of Health,NHS Waltham Forest CCG,28/02/2021,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,WALTHAM FOREST COMMUNITY & FHS LTD,35616629,"1,339.89"
Department of Health,NHS Waltham Forest CCG,28/02/2021,C&M-PMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,DR SHAH & PARTNERS,35616616,"1,344.70"
Department of Health,NHS Waltham Forest CCG,28/02/2021,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,ECCLESBOURNE PRACTICE,35616618,"1,378.43"
Department of Health,NHS Waltham Forest CCG,28/02/2021,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,MANOR PRACTICE LONDON,35743072,"1,383.33"
Department of Health,NHS Waltham Forest CCG,28/02/2021,C&M-PMS DES Learn Dsblty Hlth Chk,PRC DELEGATED CO-COMMISSIONING,DR S PHILLIPS & DR M PATEL,35616617,"1,400.00"
Department of Health,NHS Waltham Forest CCG,28/02/2021,C&M-GMS DES Learn Dsblty Hlth Chk,PRC DELEGATED CO-COMMISSIONING,GREEN MAN MEDICAL CENTRE,35758363,"1,400.00"
Department of Health,NHS Waltham Forest CCG,28/02/2021,C&M-GMS PCN DES PCN support,LOCAL ENHANCED SERVICES,GREEN MAN MEDICAL CENTRE,35758363,"1,435.00"
Department of Health,NHS Waltham Forest CCG,28/02/2021,ME-GMS GP Pension EEs Adjustments,PRC DELEGATED CO-COMMISSIONING,OLD CHURCH SURGERY,35758384,"1,482.00"
Department of Health,NHS Waltham Forest CCG,28/02/2021,C&M-PMS PCN DES PCN support,LOCAL ENHANCED SERVICES,WOOD STREET HEALTH CENTRE,35616630,"1,485.00"
Department of Health,NHS Waltham Forest CCG,28/02/2021,C&M-GMS DES Learn Dsblty Hlth Chk,PRC DELEGATED CO-COMMISSIONING,CHURCHILL HEALTHCARE LTD,35758317,"1,540.00"
Department of Health,NHS Waltham Forest CCG,28/02/2021,C&M-PMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,SINNOTT ROAD SURGERY,35616627,"1,558.33"
Department of Health,NHS Waltham Forest CCG,28/02/2021,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,HAMPTON MEDICAL CENTRE,35616619,"1,578.49"
Department of Health,NHS Waltham Forest CCG,28/02/2021,C&M-APMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,HURLEY GROUP,35616631,"1,645.25"
Department of Health,NHS Waltham Forest CCG,28/02/2021,C&M-PMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,KINGSHEAD MEDICAL PRACTICE,35616621,"1,720.83"
Department of Health,NHS Waltham Forest CCG,28/02/2021,C&M-PMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,MIRCOFACULTY,35616624,"1,756.90"
Department of Health,NHS Waltham Forest CCG,28/02/2021,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,COMELY BANK CLINIC,35616615,"1,841.19"
Department of Health,NHS Waltham Forest CCG,28/02/2021,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,DR BAILEY PRACTICE,35758334,"1,859.25"
Department of Health,NHS Waltham Forest CCG,28/02/2021,C&M-GMS PCN DES PCN support,LOCAL ENHANCED SERVICES,OLD CHURCH SURGERY,35758384,"1,870.00"
Department of Health,NHS Waltham Forest CCG,28/02/2021,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,CHURCHILL HEALTHCARE LTD,35758317,"1,900.38"
Department of Health,NHS Waltham Forest CCG,28/02/2021,C&M-PMS DES Learn Dsblty Hlth Chk,PRC DELEGATED CO-COMMISSIONING,QUEENS ROAD MEDICAL CENTRE,35591643,"1,960.00"
Department of Health,NHS Waltham Forest CCG,28/02/2021,C&M-PMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,DR S PHILLIPS & DR M PATEL,35616617,"2,016.16"
Department of Health,NHS Waltham Forest CCG,28/02/2021,C&M-GMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,GREEN MAN MEDICAL CENTRE,35758363,"2,020.83"
Department of Health,NHS Waltham Forest CCG,28/02/2021,C&M-GMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,RIDGEWAY SURGERY LONDON,35758389,"2,020.83"
Department of Health,NHS Waltham Forest CCG,28/02/2021,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,ST JAMES MEDICAL PRACTICE LTD,35616628,"2,030.67"
Department of Health,NHS Waltham Forest CCG,28/02/2021,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,HARROW ROAD GP PRACTICE,35591648,"2,031.07"
Department of Health,NHS Waltham Forest CCG,28/02/2021,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,KIYANI MEDICAL PRACTICE,35758392,"2,076.63"
Department of Health,NHS Waltham Forest CCG,28/02/2021,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,ALLUM MEDICAL CENTRE,35591627,"2,082.13"
Department of Health,NHS Waltham Forest CCG,28/02/2021,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,OLIVER ROAD MEDICAL CENTRE,35616625,"2,091.06"
Department of Health,NHS Waltham Forest CCG,28/02/2021,C&M-PMS DES Learn Dsblty Hlth Chk,PRC DELEGATED CO-COMMISSIONING,ST JAMES MEDICAL PRACTICE LTD,35616628,"2,100.00"
Department of Health,NHS Waltham Forest CCG,28/02/2021,C&M-PMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,HAMPTON MEDICAL CENTRE,35616619,"2,116.67"
Department of Health,NHS Waltham Forest CCG,28/02/2021,C&M-PMS PCN DES Clinical Director,PRC DELEGATED CO-COMMISSIONING,HARROW ROAD GP PRACTICE,35591648,"2,139.71"
Department of Health,NHS Waltham Forest CCG,28/02/2021,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,HANDSWORTH MEDICAL PRACTICE LONDON,35758359,"2,204.95"
Department of Health,NHS Waltham Forest CCG,28/02/2021,C&M-PMS DES Learn Dsblty Hlth Chk,PRC DELEGATED CO-COMMISSIONING,HIGHAM HILL MEDICAL CENTRE,35616620,"2,240.00"
Department of Health,NHS Waltham Forest CCG,28/02/2021,C&M-GMS Prem Actual Rent,PRC DELEGATED CO-COMMISSIONING,KIYANI MEDICAL PRACTICE,35758392,"2,242.33"
Department of Health,NHS Waltham Forest CCG,28/02/2021,C&M- PCN DES CARE HOME PREMIUM,PRC DELEGATED CO-COMMISSIONING,CHINGFORD MEDICAL PRACTICE,35758302,"2,250.00"
Department of Health,NHS Waltham Forest CCG,28/02/2021,ME-GMS GP Pension ERs Adjustments,PRC DELEGATED CO-COMMISSIONING,OLD CHURCH SURGERY,35758384,"2,291.54"
Department of Health,NHS Waltham Forest CCG,28/02/2021,C&M-GMS PCN DES Clinical Director,PRC DELEGATED CO-COMMISSIONING,MANOR PRACTICE LONDON,35743072,"2,301.25"
Department of Health,NHS Waltham Forest CCG,28/02/2021,C&M-GMS PCN DES PCN support,LOCAL ENHANCED SERVICES,CRAWLEY ROAD MEDICAL CENTRE,35758329,"2,335.00"
Department of Health,NHS Waltham Forest CCG,28/02/2021,C&M-GMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,DR BAILEY PRACTICE,35758334,"2,358.33"
Department of Health,NHS Waltham Forest CCG,28/02/2021,C&M-GMS Prem Actual Rent,PRC DELEGATED CO-COMMISSIONING,FRANCIS ROAD MEDICAL CENTRE,35758354,"2,416.67"
Department of Health,NHS Waltham Forest CCG,28/02/2021,C&M- PCN DES CARE COORDINATOR,PRC DELEGATED CO-COMMISSIONING,DRS SS & SJ KUMAR,35591633,"2,427.92"
Department of Health,NHS Waltham Forest CCG,28/02/2021,C&M- PCN DES CARE COORDINATOR,PRC DELEGATED CO-COMMISSIONING,CHINGFORD MEDICAL PRACTICE,35758302,"2,427.92"
Department of Health,NHS Waltham Forest CCG,28/02/2021,C&M- PCN DES CARE COORDINATOR,PRC DELEGATED CO-COMMISSIONING,FIRS,35758339,"2,427.92"
Department of Health,NHS Waltham Forest CCG,28/02/2021,C&M-GMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,MANOR PRACTICE LONDON,35743072,"2,450.00"
Department of Health,NHS Waltham Forest CCG,28/02/2021,C&M-GMS PCN DES Clinical Director,PRC DELEGATED CO-COMMISSIONING,FIRS,35758339,"2,485.85"
Department of Health,NHS Waltham Forest CCG,28/02/2021,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,FOREST ROAD MEDICAL CENTRE,35758347,"2,636.68"
Department of Health,NHS Waltham Forest CCG,28/02/2021,C&M-PMS PCN DES Clinical Director,PRC DELEGATED CO-COMMISSIONING,QUEENS ROAD MEDICAL CENTRE,35591643,"2,639.09"
Department of Health,NHS Waltham Forest CCG,28/02/2021,C&M-GMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,FIRS,35758339,"2,653.33"
Department of Health,NHS Waltham Forest CCG,28/02/2021,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,HIGHAM HILL MEDICAL CENTRE,35616620,"2,725.20"
Department of Health,NHS Waltham Forest CCG,28/02/2021,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,FRANCIS ROAD MEDICAL CENTRE,35758354,"2,861.80"
Department of Health,NHS Waltham Forest CCG,28/02/2021,C&M-GMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,CHURCHILL HEALTHCARE LTD,35758317,"2,876.84"
Department of Health,NHS Waltham Forest CCG,28/02/2021,C&M-PMS PCN DES Soc Prescribing,PRC DELEGATED CO-COMMISSIONING,DRS SS & SJ KUMAR,35591633,"2,949.08"
Department of Health,NHS Waltham Forest CCG,28/02/2021,C&M-GMS PCN DES Soc Prescribing,PRC DELEGATED CO-COMMISSIONING,CHINGFORD MEDICAL PRACTICE,35758302,"2,949.08"
Department of Health,NHS Waltham Forest CCG,28/02/2021,C&M-PCN DES PHARMACY TECHNICIANS,PRC DELEGATED CO-COMMISSIONING,CHINGFORD MEDICAL PRACTICE,35758302,"2,949.08"
Department of Health,NHS Waltham Forest CCG,28/02/2021,C&M-GMS PCN DES Soc Prescribing,PRC DELEGATED CO-COMMISSIONING,FIRS,35758339,"2,949.08"
Department of Health,NHS Waltham Forest CCG,28/02/2021,C&M-PCN DES HEALTH AND WELLBEING COACH,PRC DELEGATED CO-COMMISSIONING,FIRS,35758339,"2,949.08"
Department of Health,NHS Waltham Forest CCG,28/02/2021,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,LYNDHURST SURGERY LONDON,35758379,"2,966.73"
Department of Health,NHS Waltham Forest CCG,28/02/2021,C&M-PMS PCN DES Clinical Director,PRC DELEGATED CO-COMMISSIONING,DRS SS & SJ KUMAR,35591633,"3,018.32"
Department of Health,NHS Waltham Forest CCG,28/02/2021,C&M-GMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,LYNDHURST SURGERY LONDON,35758379,"3,104.17"
Department of Health,NHS Waltham Forest CCG,28/02/2021,C&M-PMS Baseline Adjustment,PRC DELEGATED CO-COMMISSIONING,HIGHAM HILL MEDICAL CENTRE,35616620,"3,120.12"
Department of Health,NHS Waltham Forest CCG,28/02/2021,C&M-GMS PCN DES Clinical Director,PRC DELEGATED CO-COMMISSIONING,CHINGFORD MEDICAL PRACTICE,35758302,"3,168.80"
Department of Health,NHS Waltham Forest CCG,28/02/2021,C&M-PMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,PENRYHN SURGERY,35616626,"3,200.00"
Department of Health,NHS Waltham Forest CCG,28/02/2021,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,GREEN MAN MEDICAL CENTRE,35758363,"3,212.42"
Department of Health,NHS Waltham Forest CCG,28/02/2021,C&M-PMS PCN DES Soc Prescribing,PRC DELEGATED CO-COMMISSIONING,ALLUM MEDICAL CENTRE,35591627,"3,295.93"
Department of Health,NHS Waltham Forest CCG,28/02/2021,C&M-PMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,LIME TREE SURGERY LONDON,35616623,"3,416.67"
Department of Health,NHS Waltham Forest CCG,28/02/2021,C&M-PMS PCN DES Clinical Director,PRC DELEGATED CO-COMMISSIONING,ALLUM MEDICAL CENTRE,35591627,"3,485.03"
Department of Health,NHS Waltham Forest CCG,28/02/2021,C&M-PMS PCN DES Soc Prescribing,PRC DELEGATED CO-COMMISSIONING,QUEENS ROAD MEDICAL CENTRE,35591643,"3,528.32"
Department of Health,NHS Waltham Forest CCG,28/02/2021,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,SINNOTT ROAD SURGERY,35616627,"3,599.85"
Department of Health,NHS Waltham Forest CCG,28/02/2021,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,MIRCOFACULTY,35616624,"3,613.43"
Department of Health,NHS Waltham Forest CCG,28/02/2021,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,DR S PHILLIPS & DR M PATEL,35616617,"3,623.18"
Department of Health,NHS Waltham Forest CCG,28/02/2021,C&M-GMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,CRAWLEY ROAD MEDICAL CENTRE,35758329,"3,633.33"
Department of Health,NHS Waltham Forest CCG,28/02/2021,C&M-PMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,DR SHAH & PARTNERS,35616616,"3,635.42"
Department of Health,NHS Waltham Forest CCG,28/02/2021,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,KINGSHEAD MEDICAL PRACTICE,35616621,"3,656.15"
Department of Health,NHS Waltham Forest CCG,28/02/2021,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,CRAWLEY ROAD MEDICAL CENTRE,35758329,"3,657.55"
Department of Health,NHS Waltham Forest CCG,28/02/2021,C&M-GMS PCN DES Clin Pharmacist,PRC DELEGATED CO-COMMISSIONING,FIRS,35758339,"3,711.33"
Department of Health,NHS Waltham Forest CCG,28/02/2021,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,LL MEDICAL CARE LTD,35616622,"3,714.28"
Department of Health,NHS Waltham Forest CCG,28/02/2021,C&M-PMS PCN DES PCN support,LOCAL ENHANCED SERVICES,OLIVER ROAD MEDICAL CENTRE,35616625,"3,795.00"
Department of Health,NHS Waltham Forest CCG,28/02/2021,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,LIME TREE SURGERY LONDON,35616623,"3,983.39"
Department of Health,NHS Waltham Forest CCG,28/02/2021,C&M-PMS C&M-APMS PCN DES Physician Assoc,PRC DELEGATED CO-COMMISSIONING,QUEENS ROAD MEDICAL CENTRE,35591643,"4,044.24"
Department of Health,NHS Waltham Forest CCG,28/02/2021,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,FOREST SURGERY,35758350,"4,079.00"
