Department family,Entity,Date,Expense Type,Expense area,Supplier,Transaction,Amount
Department of Health,NHS Waltham Forest CCG,31/07/2020,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,CHURCHILL HEALTHCARE LTD,33247127,960.66
Department of Health,NHS Waltham Forest CCG,,,"PRC DELEGATED CO-
COMMISSIONING",DRS SS & SJ KUMAR,33092433,1015.24
Department of Health,NHS Waltham Forest CCG,31/07/2020,C&M-PMS PCN DES Participation,"PRC DELEGATED CO-
COMMISSIONING",DR SHAH & PARTNERS,33069803,1019.61
Department of Health,NHS Waltham Forest CCG,,,"PRC DELEGATED CO-
COMMISSIONING",DRS SS & SJ KUMAR,33092433,1023.7
Department of Health,NHS Waltham Forest CCG,31/07/2020,C&M-GMS PCN DES Participation,"PRC DELEGATED CO-
COMMISSIONING",OLD CHURCH SURGERY,33230979,1025.84
Department of Health,NHS Waltham Forest CCG,31/07/2020,C&M-GMS Prem Rates,"PRC DELEGATED CO-
COMMISSIONING",DR BAILEY PRACTICE,33230960,1037.63
Department of Health,NHS Waltham Forest CCG,31/07/2020,C&M-GMS PCN DES Participation,"PRC DELEGATED CO-
COMMISSIONING",RIDGEWAY SURGERY LONDON,33230983,1038.9
Department of Health,NHS Waltham Forest CCG,31/07/2020,C&M-PMS PCN DES Participation,"PRC DELEGATED CO-
COMMISSIONING",QUEENS ROAD MEDICAL CENTRE,33092437,1079.27
Department of Health,NHS Waltham Forest CCG,31/07/2020,C&M-GMS PCN DES Participation,"PRC DELEGATED CO-
COMMISSIONING",FIRS,33247128,1115.54
Department of Health,NHS Waltham Forest CCG,31/07/2020,C&M-PMS PCN DES Participation,"PRC DELEGATED CO-
COMMISSIONING",LIME TREE SURGERY LONDON,33092435,1128.45
Department of Health,NHS Waltham Forest CCG,31/07/2020,C&M-PMS PCN DES Participation,"PRC DELEGATED CO-
COMMISSIONING",DRS SS & SJ KUMAR,33092433,1151.95
Department of Health,NHS Waltham Forest CCG,31/07/2020,C&M-PMS PCN DES Participation,"PRC DELEGATED CO-
COMMISSIONING",PENRYHN SURGERY,33069833,1185.57
Department of Health,NHS Waltham Forest CCG,,,"PRC DELEGATED CO-
COMMISSIONING",WALTHAM FOREST COMMUNITY & FHS LTD,33069844,1202.34
Department of Health,NHS Waltham Forest CCG,,,"PRC DELEGATED CO-
COMMISSIONING",WALTHAM FOREST COMMUNITY & FHS LTD,33069844,1212.39
Department of Health,NHS Waltham Forest CCG,31/07/2020,C&M-GMS PCN DES Participation,"PRC DELEGATED CO-
COMMISSIONING",CHINGFORD MEDICAL PRACTICE,33247126,1238.23
Department of Health,NHS Waltham Forest CCG,,,"PRC DELEGATED CO-
COMMISSIONING",FRANCIS ROAD MEDICAL CENTRE,33230968,1250.88
Department of Health,NHS Waltham Forest CCG,31/07/2020,C&M-GMS PCN DES Participation,"PRC DELEGATED CO-
COMMISSIONING",CRAWLEY ROAD MEDICAL CENTRE,33230957,1305.02
Department of Health,NHS Waltham Forest CCG,31/07/2020,C&M-PMS PCN DES Participation,"PRC DELEGATED CO-
COMMISSIONING",WALTHAM FOREST COMMUNITY & FHS LTD,33069844,1339.89
Department of Health,NHS Waltham Forest CCG,31/07/2020,C&M-PMS Prem Rates,"PRC DELEGATED CO-
COMMISSIONING",DR SHAH & PARTNERS,33069803,1344.7
Department of Health,NHS Waltham Forest CCG,31/07/2020,C&M-PMS PCN DES Participation,"PRC DELEGATED CO-
COMMISSIONING",ECCLESBOURNE PRACTICE,33069807,1378.43
Department of Health,NHS Waltham Forest CCG,31/07/2020,C&M-GMS PCN DES Participation,"PRC DELEGATED CO-
COMMISSIONING",MANOR PRACTICE LONDON,33247129,1383.33
Department of Health,NHS Waltham Forest CCG,31/07/2020,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,CHINGFORD MEDICAL PRACTICE,33247126,1422.56
Department of Health,NHS Waltham Forest CCG,31/07/2020,C&M-GMS QOF Aspiration,"PRC DELEGATED CO-
COMMISSIONING",LANGTHORNE SHARMA FAMILY PRACTICE,33230973,1464.97
Department of Health,NHS Waltham Forest CCG,31/07/2020,C&M-PMS Prem Notional Rent,"PRC DELEGATED CO-
COMMISSIONING",SINNOTT ROAD SURGERY,33069839,1558.33
Department of Health,NHS Waltham Forest CCG,31/07/2020,C&M-PMS QOF Aspiration,"PRC DELEGATED CO-
COMMISSIONING",HAMPTON MEDICAL CENTRE,33069810,1578.49
Department of Health,NHS Waltham Forest CCG,31/07/2020,C&M-GMS QOF Aspiration,"PRC DELEGATED CO-
COMMISSIONING",CLAREMONT MEDICAL CENTRE LONDON,33234037,1587.37
Department of Health,NHS Waltham Forest CCG,31/07/2020,C&M-APMS PCN DES Participation,"PRC DELEGATED CO-
COMMISSIONING",HURLEY GROUP,33092440,1645.25
Department of Health,NHS Waltham Forest CCG,31/07/2020,C&M-GMS Other Baseline Adjustment,"PRC DELEGATED CO-
COMMISSIONING",CLAREMONT MEDICAL CENTRE LONDON,33234037,1659
Department of Health,NHS Waltham Forest CCG,31/07/2020,C&M-PMS Prem Notional Rent,"PRC DELEGATED CO-
COMMISSIONING",KINGSHEAD MEDICAL PRACTICE,33069820,1683.33
Department of Health,NHS Waltham Forest CCG,31/07/2020,C&M-PMS Prem Rates,"PRC DELEGATED CO-
COMMISSIONING",MIRCOFACULTY,33069827,1756.9
Department of Health,NHS Waltham Forest CCG,31/07/2020,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,HANDSWORTH MEDICAL PRACTICE LONDON,33230970,1812.39
Department of Health,NHS Waltham Forest CCG,31/07/2020,C&M-PMS PCN DES Participation,"PRC DELEGATED CO-
COMMISSIONING",COMELY BANK CLINIC,33069801,1841.19
Department of Health,NHS Waltham Forest CCG,31/07/2020,C&M-GMS QOF Aspiration,"PRC DELEGATED CO-
COMMISSIONING",DR BAILEY PRACTICE,33230960,1859.25
Department of Health,NHS Waltham Forest CCG,31/07/2020,C&M-GMS PCN DES Participation,"PRC DELEGATED CO-
COMMISSIONING",CHURCHILL HEALTHCARE LTD,33247127,1900.38
Department of Health,NHS Waltham Forest CCG,,,"PRC DELEGATED CO-
COMMISSIONING",FRANCIS ROAD MEDICAL CENTRE,33230968,1934.16
Department of Health,NHS Waltham Forest CCG,31/07/2020,C&M-GMS Other Baseline Adjustment,"PRC DELEGATED CO-
COMMISSIONING",LANGTHORNE SHARMA FAMILY PRACTICE,33230973,1953.6
Department of Health,NHS Waltham Forest CCG,31/07/2020,C&M-PMS Prem Notional Rent,"PRC DELEGATED CO-
COMMISSIONING",DR S PHILLIPS & DR M PATEL,33069805,2016.16
Department of Health,NHS Waltham Forest CCG,31/07/2020,C&M-GMS Prem Notional Rent,"PRC DELEGATED CO-
COMMISSIONING",RIDGEWAY SURGERY LONDON,33230983,2020.83
Department of Health,NHS Waltham Forest CCG,31/07/2020,C&M-PMS PCN DES Participation,"PRC DELEGATED CO-
COMMISSIONING",ST JAMES MEDICAL PRACTICE LTD,33092438,2030.67
Department of Health,NHS Waltham Forest CCG,31/07/2020,C&M-PMS PCN DES Participation,"PRC DELEGATED CO-
COMMISSIONING",HARROW ROAD GP PRACTICE,33092439,2031.07
Department of Health,NHS Waltham Forest CCG,31/07/2020,C&M-PMS Baseline Adjustment,"PRC DELEGATED CO-
COMMISSIONING",HAMPTON MEDICAL CENTRE,33069810,2036.4
Department of Health,NHS Waltham Forest CCG,31/07/2020,C&M-PMS Prem Rates,"PRC DELEGATED CO-
COMMISSIONING",HIGHAM HILL MEDICAL CENTRE,33069814,2047.98
Department of Health,NHS Waltham Forest CCG,31/07/2020,C&M-GMS QOF Aspiration,"PRC DELEGATED CO-
COMMISSIONING",KIYANI MEDICAL PRACTICE,33229953,2076.63
Department of Health,NHS Waltham Forest CCG,31/07/2020,C&M-PMS PCN DES Participation,"PRC DELEGATED CO-
COMMISSIONING",ALLUM MEDICAL CENTRE,33092432,2082.13
Department of Health,NHS Waltham Forest CCG,31/07/2020,C&M-PMS PCN DES Participation,"PRC DELEGATED CO-
COMMISSIONING",OLIVER ROAD MEDICAL CENTRE,33092436,2091.06
Department of Health,NHS Waltham Forest CCG,31/07/2020,C&M-GMS Other Baseline Adjustment,"PRC DELEGATED CO-
COMMISSIONING",KIYANI MEDICAL PRACTICE,33229953,2101.2
Department of Health,NHS Waltham Forest CCG,31/07/2020,C&M-PMS Prem Notional Rent,"PRC DELEGATED CO-
COMMISSIONING",HAMPTON MEDICAL CENTRE,33069810,2116.67
Department of Health,NHS Waltham Forest CCG,31/07/2020,C&M-PMS PCN DES Clinical Director,"PRC DELEGATED CO-
COMMISSIONING",HARROW ROAD GP PRACTICE,33092439,2139.71
Department of Health,NHS Waltham Forest CCG,31/07/2020,C&M-GMS PCN DES Participation,"PRC DELEGATED CO-
COMMISSIONING",HANDSWORTH MEDICAL PRACTICE LONDON,33230970,2204.95
Department of Health,NHS Waltham Forest CCG,31/07/2020,C&M-GMS Prem Actual Rent,"PRC DELEGATED CO-
COMMISSIONING",KIYANI MEDICAL PRACTICE,33229953,2242.33
Department of Health,NHS Waltham Forest CCG,31/07/2020,C&M-GMS Prem Actual Rent,"PRC DELEGATED CO-
COMMISSIONING",LANGTHORNE SHARMA FAMILY PRACTICE,33230973,2242.33
Department of Health,NHS Waltham Forest CCG,31/07/2020,C&M-GMS Prem Other,"PRC DELEGATED CO-
COMMISSIONING",GREEN MAN MEDICAL CENTRE,33230971,2274.73
Department of Health,NHS Waltham Forest CCG,31/07/2020,C&M-GMS PCN DES Clinical Director,"PRC DELEGATED CO-
COMMISSIONING",MANOR PRACTICE LONDON,33247129,2301.25
Department of Health,NHS Waltham Forest CCG,31/07/2020,C&M-PMS Baseline Adjustment,"PRC DELEGATED CO-
COMMISSIONING",KINGSHEAD MEDICAL PRACTICE,33069820,2333.4
Department of Health,NHS Waltham Forest CCG,31/07/2020,C&M-GMS Prem Notional Rent,"PRC DELEGATED CO-
COMMISSIONING",DR BAILEY PRACTICE,33230960,2358.33
Department of Health,NHS Waltham Forest CCG,31/07/2020,C&M-GMS Prem Notional Rent,"PRC DELEGATED CO-
COMMISSIONING",CLAREMONT MEDICAL CENTRE LONDON,33234037,2404.17
Department of Health,NHS Waltham Forest CCG,31/07/2020,C&M-GMS Prem Actual Rent,"PRC DELEGATED CO-
COMMISSIONING",FRANCIS ROAD MEDICAL CENTRE,33230968,2416.67
Department of Health,NHS Waltham Forest CCG,31/07/2020,C&M-GMS Prem Rates,"PRC DELEGATED CO-
COMMISSIONING",CHINGFORD MEDICAL PRACTICE,33247126,2417.33
Department of Health,NHS Waltham Forest CCG,31/07/2020,C&M-GMS Prem Notional Rent,"PRC DELEGATED CO-
COMMISSIONING",MANOR PRACTICE LONDON,33247129,2450
Department of Health,NHS Waltham Forest CCG,31/07/2020,C&M-GMS PCN DES Clinical Director,"PRC DELEGATED CO-
COMMISSIONING",FIRS,33247128,2485.85
Department of Health,NHS Waltham Forest CCG,31/07/2020,C&M-GMS Other Baseline Adjustment,"PRC DELEGATED CO-
COMMISSIONING",DR BAILEY PRACTICE,33230960,2582.4
Department of Health,NHS Waltham Forest CCG,31/07/2020,C&M-GMS QOF Aspiration,"PRC DELEGATED CO-
COMMISSIONING",FOREST ROAD MEDICAL CENTRE,33230964,2636.68
Department of Health,NHS Waltham Forest CCG,31/07/2020,C&M-PMS PCN DES Clinical Director,"PRC DELEGATED CO-
COMMISSIONING",QUEENS ROAD MEDICAL CENTRE,33092437,2639.09
Department of Health,NHS Waltham Forest CCG,31/07/2020,C&M-GMS Prem Rates,"PRC DELEGATED CO-
COMMISSIONING",FIRS,33247128,2653.33
Department of Health,NHS Waltham Forest CCG,31/07/2020,C&M-PMS QOF Aspiration,"PRC DELEGATED CO-
COMMISSIONING",HIGHAM HILL MEDICAL CENTRE,33069814,2725.2
Department of Health,NHS Waltham Forest CCG,,,"PRC DELEGATED CO-
COMMISSIONING",CHINGFORD MEDICAL PRACTICE,33247126,2793.75
Department of Health,NHS Waltham Forest CCG,31/07/2020,C&M-GMS QOF Aspiration,"PRC DELEGATED CO-
COMMISSIONING",FRANCIS ROAD MEDICAL CENTRE,33230968,2861.8
Department of Health,NHS Waltham Forest CCG,31/07/2020,C&M-GMS Prem Rates,"PRC DELEGATED CO-
COMMISSIONING",CHURCHILL HEALTHCARE LTD,33247127,2876.84
Department of Health,NHS Waltham Forest CCG,31/07/2020,C&M-PMS QOF Aspiration,"PRC DELEGATED CO-
COMMISSIONING",WOOD STREET HEALTH CENTRE,33069850,2902.89
Department of Health,NHS Waltham Forest CCG,31/07/2020,C&M-GMS Other Baseline Adjustment,"PRC DELEGATED CO-
COMMISSIONING",LYNDHURST SURGERY LONDON,33230976,2926.8
Department of Health,NHS Waltham Forest CCG,31/07/2020,C&M-GMS QOF Aspiration,"PRC DELEGATED CO-
COMMISSIONING",LYNDHURST SURGERY LONDON,33230976,2966.73
Department of Health,NHS Waltham Forest CCG,31/07/2020,C&M-PMS PCN DES Clinical Director,"PRC DELEGATED CO-
COMMISSIONING",DRS SS & SJ KUMAR,33092433,3018.32
Department of Health,NHS Waltham Forest CCG,31/07/2020,C&M-GMS Prem Notional Rent,"PRC DELEGATED CO-
COMMISSIONING",LYNDHURST SURGERY LONDON,33230976,3104.17
Department of Health,NHS Waltham Forest CCG,31/07/2020,C&M-PMS Baseline Adjustment,"PRC DELEGATED CO-
COMMISSIONING",MIRCOFACULTY,33069827,3108
Department of Health,NHS Waltham Forest CCG,31/07/2020,C&M-GMS PCN DES Clinical Director,"PRC DELEGATED CO-
COMMISSIONING",CHINGFORD MEDICAL PRACTICE,33247126,3168.8
Department of Health,NHS Waltham Forest CCG,31/07/2020,C&M-PMS Prem Notional Rent,"PRC DELEGATED CO-
COMMISSIONING",PENRYHN SURGERY,33069833,3200
Department of Health,NHS Waltham Forest CCG,31/07/2020,C&M-GMS Prem Notional Rent,"PRC DELEGATED CO-
COMMISSIONING",FOREST SURGERY,33230966,3208.33
Department of Health,NHS Waltham Forest CCG,31/07/2020,C&M-GMS QOF Aspiration,"PRC DELEGATED CO-
COMMISSIONING",GREEN MAN MEDICAL CENTRE,33230971,3212.42
Department of Health,NHS Waltham Forest CCG,,,"PRC DELEGATED CO-
COMMISSIONING",CHINGFORD MEDICAL PRACTICE,33247126,3213.93
Department of Health,NHS Waltham Forest CCG,31/07/2020,C&M-PMS Prem Notional Rent,"PRC DELEGATED CO-
COMMISSIONING",LIME TREE SURGERY LONDON,33092435,3416.67
Department of Health,NHS Waltham Forest CCG,31/07/2020,C&M-PMS PCN DES Clinical Director,"PRC DELEGATED CO-
COMMISSIONING",ALLUM MEDICAL CENTRE,33092432,3485.03
Department of Health,NHS Waltham Forest CCG,31/07/2020,C&M-GMS PCO Other,"PRC DELEGATED CO-
COMMISSIONING",FOREST ROAD MEDICAL CENTRE,33230964,3492
Department of Health,NHS Waltham Forest CCG,31/07/2020,C&M-GMS Other Baseline Adjustment,"PRC DELEGATED CO-
COMMISSIONING",FOREST ROAD MEDICAL CENTRE,33230964,3582
Department of Health,NHS Waltham Forest CCG,31/07/2020,C&M-GMS Other Baseline Adjustment,"PRC DELEGATED CO-
COMMISSIONING",GREEN MAN MEDICAL CENTRE,33230971,3589.8
Department of Health,NHS Waltham Forest CCG,31/07/2020,C&M-PMS QOF Aspiration,"PRC DELEGATED CO-
COMMISSIONING",SINNOTT ROAD SURGERY,33069839,3599.85
Department of Health,NHS Waltham Forest CCG,31/07/2020,C&M-PMS QOF Aspiration,"PRC DELEGATED CO-
COMMISSIONING",MIRCOFACULTY,33069827,3613.43
Department of Health,NHS Waltham Forest CCG,31/07/2020,C&M-PMS QOF Aspiration,"PRC DELEGATED CO-
COMMISSIONING",DR S PHILLIPS & DR M PATEL,33069805,3623.18
Department of Health,NHS Waltham Forest CCG,31/07/2020,C&M-GMS Prem Notional Rent,"PRC DELEGATED CO-
COMMISSIONING",CRAWLEY ROAD MEDICAL CENTRE,33230957,3633.33
Department of Health,NHS Waltham Forest CCG,31/07/2020,C&M-PMS Prem Notional Rent,"PRC DELEGATED CO-
COMMISSIONING",DR SHAH & PARTNERS,33069803,3635.42
Department of Health,NHS Waltham Forest CCG,31/07/2020,C&M-GMS Other Baseline Adjustment,"PRC DELEGATED CO-
COMMISSIONING",FRANCIS ROAD MEDICAL CENTRE,33230968,3648
Department of Health,NHS Waltham Forest CCG,31/07/2020,C&M-PMS Baseline Adjustment,"PRC DELEGATED CO-
COMMISSIONING",HIGHAM HILL MEDICAL CENTRE,33069814,3652.2
Department of Health,NHS Waltham Forest CCG,31/07/2020,C&M-PMS Baseline Adjustment,"PRC DELEGATED CO-
COMMISSIONING",LL MEDICAL CARE LTD,33069823,3653.4
Department of Health,NHS Waltham Forest CCG,31/07/2020,C&M-PMS QOF Aspiration,"PRC DELEGATED CO-
COMMISSIONING",KINGSHEAD MEDICAL PRACTICE,33069820,3656.15
Department of Health,NHS Waltham Forest CCG,31/07/2020,C&M-GMS QOF Aspiration,"PRC DELEGATED CO-
COMMISSIONING",CRAWLEY ROAD MEDICAL CENTRE,33230957,3657.55
Department of Health,NHS Waltham Forest CCG,31/07/2020,C&M-PMS QOF Aspiration,"PRC DELEGATED CO-
COMMISSIONING",LL MEDICAL CARE LTD,33069823,3714.28
Department of Health,NHS Waltham Forest CCG,31/07/2020,C&M-PMS Baseline Adjustment,"PRC DELEGATED CO-
COMMISSIONING",SINNOTT ROAD SURGERY,33069839,3813
Department of Health,NHS Waltham Forest CCG,31/07/2020,C&M-PMS Baseline Adjustment,"PRC DELEGATED CO-
COMMISSIONING",WOOD STREET HEALTH CENTRE,33069850,3817.2
Department of Health,NHS Waltham Forest CCG,31/07/2020,C&M-PMS Baseline Adjustment,"PRC DELEGATED CO-
COMMISSIONING",DR S PHILLIPS & DR M PATEL,33069805,3886.2
