Department family,Entity,Date,Expense Type,Expense area,Supplier,Transaction,Amount
Department of Health,NHS Waltham Forest CCG,30/04/2020,C&M-PMS PCN DES Participation,"PRC DELEGATED CO-
COMMISSIONING",CHURCHILL HEALTHCARE LTD,31793715,1956.87
Department of Health,NHS Waltham Forest CCG,30/04/2020,C&M-PMS Contract KPIs,"PRC DELEGATED CO-
COMMISSIONING",CHURCHILL HEALTHCARE LTD,31793715,53763.13
Department of Health,NHS Waltham Forest CCG,30/04/2020,C&M-PMS Contract Value,"PRC DELEGATED CO-
COMMISSIONING",CHURCHILL HEALTHCARE LTD,31793715,98378.41
Department of Health,NHS Waltham Forest CCG,30/04/2020,C&M-PMS Prem Notional Rent,,DR S PHILLIPS & DR M PATEL,31793732,2016.16
Department of Health,NHS Waltham Forest CCG,30/04/2020,C&M-PMS PCO Other,,DR SHAH & PARTNERS,31793725,428.2
Department of Health,NHS Waltham Forest CCG,30/04/2020,C&M-PMS PCN DES Participation,,DR SHAH & PARTNERS,31793725,986.63
Department of Health,NHS Waltham Forest CCG,30/04/2020,C&M-PMS Prem Notional Rent,,DR SHAH & PARTNERS,31793725,3635.42
Department of Health,NHS Waltham Forest CCG,30/04/2020,C&M-PMS Contract KPIs,,DR SHAH & PARTNERS,31793725,29169.66
Department of Health,NHS Waltham Forest CCG,30/04/2020,C&M-PMS Contract Value,,DR SHAH & PARTNERS,31793725,52794.47
Department of Health,NHS Waltham Forest CCG,30/04/2020,C&M-PMS PCN DES Participation,,DRS SS & SJ KUMAR,31793743,1131.58
Department of Health,NHS Waltham Forest CCG,30/04/2020,C&M-PMS PCN DES Clinical Director,,DRS SS & SJ KUMAR,31793743,2986.13
Department of Health,NHS Waltham Forest CCG,30/04/2020,,,DRS SS & SJ KUMAR,31793743,4350
Department of Health,NHS Waltham Forest CCG,30/04/2020,C&M-PMS PCN DES PCN support,,DRS SS & SJ KUMAR,31793743,5645.29
Department of Health,NHS Waltham Forest CCG,30/04/2020,C&M-PMS DES Extended Hours Access,,DRS SS & SJ KUMAR,31793743,5997.08
Department of Health,NHS Waltham Forest CCG,30/04/2020,C&M-PMS Contract KPIs,,DRS SS & SJ KUMAR,31793743,32041.12
Department of Health,NHS Waltham Forest CCG,30/04/2020,C&M-PMS Contract Value,,DRS SS & SJ KUMAR,31793743,59634.3
Department of Health,NHS Waltham Forest CCG,43951,,,EAST LONDON NHS FOUNDATION TRUST,32140882,"31,290.00"
Department of Health,NHS Waltham Forest CCG,43951,,,EAST LONDON NHS FOUNDATION TRUST,32140890,"49,296.00"
Department of Health,NHS Waltham Forest CCG,43951,,,EAST LONDON NHS FOUNDATION TRUST,32140840,"49,403.30"
Department of Health,NHS Waltham Forest CCG,30/04/2020,,MENTAL HEALTH CONTRACTS,EAST LONDON NHS FOUNDATION TRUST,31729559,79044
Department of Health,NHS Waltham Forest CCG,30/04/2020,,MENTAL HEALTH CONTRACTS,EAST LONDON NHS FOUNDATION TRUST,31807879,79044.08
Department of Health,NHS Waltham Forest CCG,30/04/2020,C&M-PMS PCN DES Participation,"PRC DELEGATED CO-
COMMISSIONING",ECCLESBOURNE PRACTICE,31793738,1362.21
Department of Health,NHS Waltham Forest CCG,30/04/2020,C&M-PMS Prem Notional Rent,"PRC DELEGATED CO-
COMMISSIONING",ECCLESBOURNE PRACTICE,31793738,6627.08
Department of Health,NHS Waltham Forest CCG,30/04/2020,C&M-PMS PCO Recruitmt & Retn,"PRC DELEGATED CO-
COMMISSIONING",ECCLESBOURNE PRACTICE,31793738,7151.96
Department of Health,NHS Waltham Forest CCG,30/04/2020,C&M-PMS Contract KPIs,"PRC DELEGATED CO-
COMMISSIONING",ECCLESBOURNE PRACTICE,31793738,39477.04
Department of Health,NHS Waltham Forest CCG,30/04/2020,C&M-PMS Contract Value,"PRC DELEGATED CO-
COMMISSIONING",ECCLESBOURNE PRACTICE,31793738,71361.27
Department of Health,NHS Waltham Forest CCG,30/04/2020,Computer Network Costs,PROGRAMME PROJECTS,EGTON MEDICAL INFORMATION SYSTEMS LTD,31753671,168346
Department of Health,NHS Waltham Forest CCG,30/04/2020,C&M-GMS PCN DES Participation,"PRC DELEGATED CO-
COMMISSIONING",FIRS,31945660,1109.3
Department of Health,NHS Waltham Forest CCG,30/04/2020,C&M-GMS PCN DES Clinical Director,"PRC DELEGATED CO-
COMMISSIONING",FIRS,31945660,2475.56
Department of Health,NHS Waltham Forest CCG,30/04/2020,C&M-GMS QOF Aspiration,"PRC DELEGATED CO-
COMMISSIONING",FIRS,31945660,4435.68
Department of Health,NHS Waltham Forest CCG,30/04/2020,C&M-GMS PCN DES PCN support,LOCAL ENHANCED SERVICES,FIRS,31945660,4728.73
Department of Health,NHS Waltham Forest CCG,30/04/2020,C&M-GMS DES Extended Hours Access,"PRC DELEGATED CO-
COMMISSIONING",FIRS,31945660,4971.69
Department of Health,NHS Waltham Forest CCG,30/04/2020,C&M-GMS LES Medical Fees,LOCAL ENHANCED SERVICES,FIRS,31945660,30921.87
Department of Health,NHS Waltham Forest CCG,30/04/2020,C&M-GMS Global Sum,"PRC DELEGATED CO-
COMMISSIONING",FIRS,31945660,57851.5
Department of Health,NHS Waltham Forest CCG,30/04/2020,C&M-GMS Prem Actual Rent,"PRC DELEGATED CO-
COMMISSIONING",FIRS,31945660,61350
Department of Health,NHS Waltham Forest CCG,30/04/2020,C&M-GMS Prof Fees Prescribing,"PRC DELEGATED CO-
COMMISSIONING",FOREST ROAD MEDICAL CENTRE,31945661,16.55
Department of Health,NHS Waltham Forest CCG,30/04/2020,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,FOREST ROAD MEDICAL CENTRE,31945661,152.66
Department of Health,NHS Waltham Forest CCG,30/04/2020,C&M-GMS DES Learn Dsblty Hlth Chk,"PRC DELEGATED CO-
COMMISSIONING",FOREST ROAD MEDICAL CENTRE,31945661,280
Department of Health,NHS Waltham Forest CCG,30/04/2020,C&M-GMS PCN DES Participation,"PRC DELEGATED CO-
COMMISSIONING",FOREST ROAD MEDICAL CENTRE,31945661,636.59
Department of Health,NHS Waltham Forest CCG,30/04/2020,C&M-GMS QOF Aspiration,"PRC DELEGATED CO-
COMMISSIONING",FOREST ROAD MEDICAL CENTRE,31945661,2073.21
Department of Health,NHS Waltham Forest CCG,30/04/2020,C&M-GMS LES Medical Fees,LOCAL ENHANCED SERVICES,FOREST ROAD MEDICAL CENTRE,31945661,20165.1
Department of Health,NHS Waltham Forest CCG,30/04/2020,C&M-GMS Global Sum,"PRC DELEGATED CO-
COMMISSIONING",FOREST ROAD MEDICAL CENTRE,31945661,39154.17
Department of Health,NHS Waltham Forest CCG,30/04/2020,C&M-GMS Prof Fees Prescribing,"PRC DELEGATED CO-
COMMISSIONING",FOREST SURGERY,31945663,82.76
Department of Health,NHS Waltham Forest CCG,30/04/2020,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,FOREST SURGERY,31945663,655.09
Department of Health,NHS Waltham Forest CCG,30/04/2020,C&M-GMS PCN DES Participation,"PRC DELEGATED CO-
COMMISSIONING",FOREST SURGERY,31945663,976.18
Department of Health,NHS Waltham Forest CCG,30/04/2020,C&M-GMS Prem Notional Rent,"PRC DELEGATED CO-
COMMISSIONING",FOREST SURGERY,31945663,3208.33
Department of Health,NHS Waltham Forest CCG,30/04/2020,C&M-GMS QOF Aspiration,"PRC DELEGATED CO-
COMMISSIONING",FOREST SURGERY,31945663,4140.27
Department of Health,NHS Waltham Forest CCG,30/04/2020,C&M-GMS LES Medical Fees,LOCAL ENHANCED SERVICES,FOREST SURGERY,31945663,26816.75
Department of Health,NHS Waltham Forest CCG,30/04/2020,C&M-GMS Global Sum,"PRC DELEGATED CO-
COMMISSIONING",FOREST SURGERY,31945663,49474.92
Department of Health,NHS Waltham Forest CCG,30/04/2020,C&M-GMS Prof Fees Prescribing,"PRC DELEGATED CO-
COMMISSIONING",FRANCIS ROAD MEDICAL CENTRE,31945664,2.07
Department of Health,NHS Waltham Forest CCG,30/04/2020,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,FRANCIS ROAD MEDICAL CENTRE,31945664,11.23
Department of Health,NHS Waltham Forest CCG,30/04/2020,C&M-GMS PCN DES Participation,"PRC DELEGATED CO-
COMMISSIONING",FRANCIS ROAD MEDICAL CENTRE,31945664,623.57
Department of Health,NHS Waltham Forest CCG,30/04/2020,C&M-GMS QOF Aspiration,"PRC DELEGATED CO-
COMMISSIONING",FRANCIS ROAD MEDICAL CENTRE,31945664,2384.17
Department of Health,NHS Waltham Forest CCG,30/04/2020,C&M-GMS LES Medical Fees,LOCAL ENHANCED SERVICES,FRANCIS ROAD MEDICAL CENTRE,31945664,19392.14
Department of Health,NHS Waltham Forest CCG,30/04/2020,C&M-GMS Global Sum,"PRC DELEGATED CO-
COMMISSIONING",FRANCIS ROAD MEDICAL CENTRE,31945664,42082.85
Department of Health,NHS Waltham Forest CCG,30/04/2020,"Hcare Srv Rec Fdtn Trust-Contract 
Baseline",ACUTE CHILDRENS SERVICES,"GREAT ORMOND STREET HOSPITAL FOR CHILDREN 
NHS FOUNDATION TRUST",31729560,39065
Department of Health,NHS Waltham Forest CCG,30/04/2020,"Hcare Srv Rec Fdtn Trust-Contract 
Baseline",ACUTE CHILDRENS SERVICES,"GREAT ORMOND STREET HOSPITAL FOR CHILDREN 
NHS FOUNDATION TRUST",31807880,39065.14
Department of Health,NHS Waltham Forest CCG,30/04/2020,C&M-GMS Prof Fees Prescribing,"PRC DELEGATED CO-
COMMISSIONING",GREEN MAN MEDICAL CENTRE,31945668,88.96
Department of Health,NHS Waltham Forest CCG,30/04/2020,C&M-GMS PCN DES Participation,"PRC DELEGATED CO-
COMMISSIONING",GREEN MAN MEDICAL CENTRE,31945668,748.07
Department of Health,NHS Waltham Forest CCG,30/04/2020,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,GREEN MAN MEDICAL CENTRE,31945668,774.59
Department of Health,NHS Waltham Forest CCG,30/04/2020,C&M-GMS LES Medical Fees,LOCAL ENHANCED SERVICES,GREEN MAN MEDICAL CENTRE,31945668,21709.38
Department of Health,NHS Waltham Forest CCG,30/04/2020,C&M-GMS Global Sum,"PRC DELEGATED CO-
COMMISSIONING",GREEN MAN MEDICAL CENTRE,31945668,40867.95
Department of Health,NHS Waltham Forest CCG,30/04/2020,C&M-PMS PCN DES Participation,"PRC DELEGATED CO-
COMMISSIONING",HAMPTON MEDICAL CENTRE,31793750,410.95
Department of Health,NHS Waltham Forest CCG,30/04/2020,C&M-PMS Prem Notional Rent,"PRC DELEGATED CO-
COMMISSIONING",HAMPTON MEDICAL CENTRE,31793750,2116.67
Department of Health,NHS Waltham Forest CCG,30/04/2020,C&M-PMS Contract KPIs,"PRC DELEGATED CO-
COMMISSIONING",HAMPTON MEDICAL CENTRE,31793750,11833.5
Department of Health,NHS Waltham Forest CCG,30/04/2020,C&M-PMS Contract Value,"PRC DELEGATED CO-
COMMISSIONING",HAMPTON MEDICAL CENTRE,31793750,23327.97
Department of Health,NHS Waltham Forest CCG,30/04/2020,C&M-GMS Prof Fees Prescribing,"PRC DELEGATED CO-
COMMISSIONING",HANDSWORTH MEDICAL PRACTICE LONDON,31945667,237.94
Department of Health,NHS Waltham Forest CCG,30/04/2020,C&M-GMS PCN DES Participation,"PRC DELEGATED CO-
COMMISSIONING",HANDSWORTH MEDICAL PRACTICE LONDON,31945667,2183.08
Department of Health,NHS Waltham Forest CCG,30/04/2020,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,HANDSWORTH MEDICAL PRACTICE LONDON,31945667,2939.28
Department of Health,NHS Waltham Forest CCG,30/04/2020,C&M-GMS QOF Aspiration,"PRC DELEGATED CO-
COMMISSIONING",HANDSWORTH MEDICAL PRACTICE LONDON,31945667,8701.39
Department of Health,NHS Waltham Forest CCG,30/04/2020,C&M-GMS LES Medical Fees,LOCAL ENHANCED SERVICES,HANDSWORTH MEDICAL PRACTICE LONDON,31945667,61439.54
Department of Health,NHS Waltham Forest CCG,30/04/2020,C&M-GMS Global Sum,"PRC DELEGATED CO-
COMMISSIONING",HANDSWORTH MEDICAL PRACTICE LONDON,31945667,114545.31
Department of Health,NHS Waltham Forest CCG,30/04/2020,C&M-PMS PCN DES Participation,"PRC DELEGATED CO-
COMMISSIONING",HARROW ROAD GP PRACTICE,31793817,1948.66
Department of Health,NHS Waltham Forest CCG,30/04/2020,C&M-PMS PCN DES Clinical Director,"PRC DELEGATED CO-
COMMISSIONING",HARROW ROAD GP PRACTICE,31793817,2102.16
Department of Health,NHS Waltham Forest CCG,30/04/2020,C&M-PMS PCN DES PCN support,LOCAL ENHANCED SERVICES,HARROW ROAD GP PRACTICE,31793817,3983.56
Department of Health,NHS Waltham Forest CCG,30/04/2020,C&M-PMS DES Extended Hours Access,"PRC DELEGATED CO-
COMMISSIONING",HARROW ROAD GP PRACTICE,31793817,4221.8
Department of Health,NHS Waltham Forest CCG,30/04/2020,C&M-PMS Prem Notional Rent,"PRC DELEGATED CO-
COMMISSIONING",HARROW ROAD GP PRACTICE,31793817,11708.33
Department of Health,NHS Waltham Forest CCG,30/04/2020,C&M-PMS Contract KPIs,"PRC DELEGATED CO-
COMMISSIONING",HARROW ROAD GP PRACTICE,31793817,55817.67
Department of Health,NHS Waltham Forest CCG,30/04/2020,C&M-PMS Contract Value,"PRC DELEGATED CO-
COMMISSIONING",HARROW ROAD GP PRACTICE,31793817,105189.54
Department of Health,NHS Waltham Forest CCG,30/04/2020,C&M-PMS Prem Water Rates,"PRC DELEGATED CO-
COMMISSIONING",HIGHAM HILL MEDICAL CENTRE,31793755,135.16
Department of Health,NHS Waltham Forest CCG,30/04/2020,C&M-PMS PCN DES Participation,"PRC DELEGATED CO-
COMMISSIONING",HIGHAM HILL MEDICAL CENTRE,31793755,790.25
Department of Health,NHS Waltham Forest CCG,30/04/2020,C&M-PMS Prem Notional Rent,"PRC DELEGATED CO-
COMMISSIONING",HIGHAM HILL MEDICAL CENTRE,31793755,4833.33
Department of Health,NHS Waltham Forest CCG,30/04/2020,C&M-PMS Contract KPIs,"PRC DELEGATED CO-
COMMISSIONING",HIGHAM HILL MEDICAL CENTRE,31793755,23155.6
Department of Health,NHS Waltham Forest CCG,30/04/2020,C&M-PMS Contract Value,"PRC DELEGATED CO-
COMMISSIONING",HIGHAM HILL MEDICAL CENTRE,31793755,43207.55
Department of Health,NHS Waltham Forest CCG,30/04/2020,Apprenticeship Levy Payable,BALANCE SHEET,HMRC,31868903,46
Department of Health,NHS Waltham Forest CCG,30/04/2020,Income tax <1Yr-Student Loans,BALANCE SHEET,HMRC,31868903,563
Department of Health,NHS Waltham Forest CCG,30/04/2020,Income tax <1Yr,BALANCE SHEET,HMRC,31868903,43221
Department of Health,NHS Waltham Forest CCG,30/04/2020,C&M-GMS PCN DES Participation,,LANGTHORNE SHARMA FAMILY PRACTICE,31945672,407.49
Department of Health,NHS Waltham Forest CCG,30/04/2020,C&M-GMS QOF Aspiration,,LANGTHORNE SHARMA FAMILY PRACTICE,31945672,1380.18
Department of Health,NHS Waltham Forest CCG,30/04/2020,Clinical&Medical-Commercial Sector,,LEARNING HEALTH SOLUTIONS LTD,31767417,-96000
Department of Health,NHS Waltham Forest CCG,30/04/2020,Clinical&Medical-Commercial Sector,,LEARNING HEALTH SOLUTIONS LTD,31767416,-96000
Department of Health,NHS Waltham Forest CCG,30/04/2020,Clinical&Medical-Commercial Sector,,LEARNING HEALTH SOLUTIONS LTD,31784978,-96000
Department of Health,NHS Waltham Forest CCG,30/04/2020,External Consultancy Fees,,LEARNING HEALTH SOLUTIONS LTD,30463032,30000
Department of Health,NHS Waltham Forest CCG,30/04/2020,Clinical&Medical-Commercial Sector,,LEARNING HEALTH SOLUTIONS LTD,30463032,44000
Department of Health,NHS Waltham Forest CCG,30/04/2020,C&M-PMS PCN DES Participation,,LIME TREE SURGERY LONDON,31793771,1148.64
Department of Health,NHS Waltham Forest CCG,30/04/2020,C&M-PMS Prem Notional Rent,,LIME TREE SURGERY LONDON,31793771,3416.67
Department of Health,NHS Waltham Forest CCG,30/04/2020,C&M-PMS Contract KPIs,,LIME TREE SURGERY LONDON,31793771,31572.71
Department of Health,NHS Waltham Forest CCG,30/04/2020,C&M-PMS Contract Value,,LIME TREE SURGERY LONDON,31793771,58415.31
Department of Health,NHS Waltham Forest CCG,30/04/2020,C&M-PMS PCN DES Participation,,LL MEDICAL CARE LTD,31793766,853.49
Department of Health,NHS Waltham Forest CCG,30/04/2020,C&M-PMS Contract KPIs,,LL MEDICAL CARE LTD,31793766,23877.28
Department of Health,NHS Waltham Forest CCG,30/04/2020,C&M-PMS Contract Value,,LL MEDICAL CARE LTD,31793766,43890.01
Department of Health,NHS Waltham Forest CCG,43951,Clinical&Medical-Othe Public Sector,WINTER PRESSURES,LONDON BOROUGH OF WALTHAM FOREST,32103826,"-213,636.00"
Department of Health,NHS Waltham Forest CCG,43951,Basic Sal-Rechgs to-from Other NHS,Service Planning & Reform,LONDON BOROUGH OF WALTHAM FOREST,32103757,"32,155.85"
Department of Health,NHS Waltham Forest CCG,43951,Basic Sal-Rechgs to-from Other NHS,COMMISSIONING,LONDON BOROUGH OF WALTHAM FOREST,32103779,"41,821.06"
Department of Health,NHS Waltham Forest CCG,43951,Clinical&Medical-Commercial Sector,MENTAL HEALTH CONTRACTS,LONDON BOROUGH OF WALTHAM FOREST,31953030,"282,707.82"
Department of Health,NHS Waltham Forest CCG,30/04/2020,"Hcare Srv Rec NHS Trust-Contract 
Baseline",ACUTE COMMISSIONING,LONDON NORTH WEST HEALTHCARE NHS TRUST,31807887,30726.67
Department of Health,NHS Waltham Forest CCG,30/04/2020,"Hcare Srv Rec NHS Trust-Contract 
Baseline",ACUTE COMMISSIONING,LONDON NORTH WEST HEALTHCARE NHS TRUST,31729567,30727
Department of Health,NHS Waltham Forest CCG,30/04/2020,C&M-GMS Prof Fees Prescribing,"PRC DELEGATED CO-
COMMISSIONING",LYNDHURST SURGERY LONDON,31945676,74.48
Department of Health,NHS Waltham Forest CCG,30/04/2020,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,LYNDHURST SURGERY LONDON,31945676,578.22
Department of Health,NHS Waltham Forest CCG,30/04/2020,C&M-GMS PCN DES Participation,"PRC DELEGATED CO-
COMMISSIONING",LYNDHURST SURGERY LONDON,31945676,713.52
Department of Health,NHS Waltham Forest CCG,30/04/2020,C&M-GMS QOF Aspiration,"PRC DELEGATED CO-
COMMISSIONING",LYNDHURST SURGERY LONDON,31945676,2671.77
Department of Health,NHS Waltham Forest CCG,30/04/2020,C&M-GMS PCO Other,"PRC DELEGATED CO-
COMMISSIONING",LYNDHURST SURGERY LONDON,31945676,3073
Department of Health,NHS Waltham Forest CCG,30/04/2020,C&M-GMS Prem Notional Rent,"PRC DELEGATED CO-
COMMISSIONING",LYNDHURST SURGERY LONDON,31945676,3104.17
Department of Health,NHS Waltham Forest CCG,30/04/2020,C&M-GMS LES Medical Fees,LOCAL ENHANCED SERVICES,LYNDHURST SURGERY LONDON,31945676,19621.8
Department of Health,NHS Waltham Forest CCG,30/04/2020,C&M-GMS Global Sum,"PRC DELEGATED CO-
COMMISSIONING",LYNDHURST SURGERY LONDON,31945676,35308.93
Department of Health,NHS Waltham Forest CCG,30/04/2020,C&M-GMS PCN DES Participation,,MANOR PRACTICE LONDON,31945679,1308.1
Department of Health,NHS Waltham Forest CCG,30/04/2020,C&M-GMS PCN DES Clinical Director,,MANOR PRACTICE LONDON,31945679,2423.33
Department of Health,NHS Waltham Forest CCG,30/04/2020,C&M-GMS Prem Notional Rent,,MANOR PRACTICE LONDON,31945679,2450
Department of Health,NHS Waltham Forest CCG,30/04/2020,C&M-GMS PCN DES PCN support,,MANOR PRACTICE LONDON,31945679,4616.2
Department of Health,NHS Waltham Forest CCG,30/04/2020,C&M-GMS DES Extended Hours Access,"PRC DELEGATED CO-
COMMISSIONING",MANOR PRACTICE LONDON,31945679,4866.8
Department of Health,NHS Waltham Forest CCG,30/04/2020,C&M-GMS QOF Aspiration,,MANOR PRACTICE LONDON,31945679,6275.62
Department of Health,NHS Waltham Forest CCG,30/04/2020,C&M-GMS LES Medical Fees,,MANOR PRACTICE LONDON,31945679,36772.5
Department of Health,NHS Waltham Forest CCG,30/04/2020,C&M-GMS Global Sum,,MANOR PRACTICE LONDON,31945679,71233.74
Department of Health,NHS Waltham Forest CCG,30/04/2020,Clinical&Medical-Commercial Sector,,MARIE STOPES INTERNATIONAL,31834857,31054
Department of Health,NHS Waltham Forest CCG,30/04/2020,"Hcare Srv Rec Fdtn Trust-Contract 
Baseline",ACUTE COMMISSIONING,MID AND SOUTH ESSEX FOUNDATION TRUST,31807877,60736.34
Department of Health,NHS Waltham Forest CCG,30/04/2020,C&M-PMS PCN DES Participation,"PRC DELEGATED CO-
COMMISSIONING",MIRCOFACULTY,31793777,714.41
Department of Health,NHS Waltham Forest CCG,30/04/2020,C&M-PMS Prem Notional Rent,"PRC DELEGATED CO-
COMMISSIONING",MIRCOFACULTY,31793777,4865
Department of Health,NHS Waltham Forest CCG,30/04/2020,C&M-PMS Contract KPIs,"PRC DELEGATED CO-
COMMISSIONING",MIRCOFACULTY,31793777,20287.65
Department of Health,NHS Waltham Forest CCG,30/04/2020,C&M-PMS Contract Value,"PRC DELEGATED CO-
COMMISSIONING",MIRCOFACULTY,31793777,37344.01
Department of Health,NHS Waltham Forest CCG,43951,Computer Network Costs,,NHS NEL CSU,31953033,"51,728.67"
Department of Health,NHS Waltham Forest CCG,30/04/2020,Rent,,NHS PROPERTY SERVICES LTD,31784536,67339.32
Department of Health,NHS Waltham Forest CCG,30/04/2020,Rent,,NHS PROPERTY SERVICES LTD,31784540,78715.77
Department of Health,NHS Waltham Forest CCG,43951,Clinical&Medical-Commercial Sector,,NHS TOWER HAMLETS CCG,32103787,"64,872.00"
Department of Health,NHS Waltham Forest CCG,30/04/2020,Basic Sal-Rechgs to-from Other NHS,,NHS TOWER HAMLETS CCG,31737797,207427.55
Department of Health,NHS Waltham Forest CCG,30/04/2020,"Hcare Srv Rec Fdtn Trust-Contract 
Baseline",COMMUNITY SERVICES,NORTH EAST LONDON NHS FOUNDATION TRUST,31775154,37683
Department of Health,NHS Waltham Forest CCG,30/04/2020,C&M-GMS Prof Fees Prescribing,"PRC DELEGATED CO-
COMMISSIONING",OLD CHURCH SURGERY,31945682,132.42
Department of Health,NHS Waltham Forest CCG,30/04/2020,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,OLD CHURCH SURGERY,31945682,926.34
Department of Health,NHS Waltham Forest CCG,30/04/2020,C&M-GMS PCN DES Participation,"PRC DELEGATED CO-
COMMISSIONING",OLD CHURCH SURGERY,31945682,952.37
Department of Health,NHS Waltham Forest CCG,30/04/2020,C&M-GMS QOF Aspiration,"PRC DELEGATED CO-
COMMISSIONING",OLD CHURCH SURGERY,31945682,4269.86
Department of Health,NHS Waltham Forest CCG,30/04/2020,C&M-GMS LES Medical Fees,LOCAL ENHANCED SERVICES,OLD CHURCH SURGERY,31945682,28527.44
Department of Health,NHS Waltham Forest CCG,30/04/2020,C&M-GMS Global Sum,"PRC DELEGATED CO-
COMMISSIONING",OLD CHURCH SURGERY,31945682,52785.73
Department of Health,NHS Waltham Forest CCG,30/04/2020,C&M-PMS PCN DES Participation,"PRC DELEGATED CO-
COMMISSIONING",OLIVER ROAD MEDICAL CENTRE,31793783,1719.22
Department of Health,NHS Waltham Forest CCG,30/04/2020,C&M-PMS Contract KPIs,"PRC DELEGATED CO-
COMMISSIONING",OLIVER ROAD MEDICAL CENTRE,31793783,53321.96
Department of Health,NHS Waltham Forest CCG,30/04/2020,C&M-PMS Contract Value,"PRC DELEGATED CO-
COMMISSIONING",OLIVER ROAD MEDICAL CENTRE,31793783,108355.12
