Department,CCG,Date,Expense Area,Expense Type,Supplier,Transaction Number,Amount
Department of Health,NHS Waltham Forest CCG,30/09/2020,Hcare Srv Rec Fdtn Trust-Over/ Under Performance,ACUTE COMMISSIONING,HOMERTON UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,33720228,"462,829.44"
Department of Health,NHS Waltham Forest CCG,30/09/2020,Hcare Srv Rec Fdtn Trust-Over/ Under Performance,ACUTE COMMISSIONING,HOMERTON UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,33720230,"3,371.68"
Department of Health,NHS Waltham Forest CCG,30/09/2020,Hcare Srv Rec Fdtn Trust-Over/ Under Performance,ACUTE COMMISSIONING,HOMERTON UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,33720230,"269,734.19"
Department of Health,NHS Waltham Forest CCG,30/09/2020,Hcare Srv Rec Fdtn Trust-Over/ Under Performance,ACUTE COMMISSIONING,HOMERTON UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,33720231,"317,856.42"
Department of Health,NHS Waltham Forest CCG,30/09/2020,Hcare Srv Rec Fdtn Trust-Over/ Under Performance,ACUTE COMMISSIONING,HOMERTON UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,33720231,"3,973.21"
Department of Health,NHS Waltham Forest CCG,30/09/2020,Hcare Srv Rec Fdtn Trust-Over/ Under Performance,ACUTE COMMISSIONING,HOMERTON UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,33720232,"945,880.34"
Department of Health,NHS Waltham Forest CCG,30/09/2020,Hcare Srv Rec Fdtn Trust-Over/ Under Performance,ACUTE COMMISSIONING,HOMERTON UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,33720232,"11,823.50"
Department of Health,NHS Waltham Forest CCG,30/09/2020,Clinical&Medical-Commercial Sector,COMMISSIONING SCHEMES,WF FEDERATED GP NETWORK LTD,33727251,"140,506.79"
Department of Health,NHS Waltham Forest CCG,30/09/2020,External Consultancy Fees,I+E SET-UP DEFAULT,2020 DELIVERY LTD,33735868,"33,550.00"
Department of Health,NHS Waltham Forest CCG,30/09/2020,Clinical&Medical-Commercial Sector,ACUTE COMMISSIONING,SPIRE HEALTHCARE LTD,33744560,"44,476.81"
Department of Health,NHS Waltham Forest CCG,30/09/2020,Clinical&Medical-Commercial Sector,ACUTE COMMISSIONING,SPIRE HEALTHCARE LTD,33744575,"37,460.22"
Department of Health,NHS Waltham Forest CCG,30/09/2020,Clinical&Medical-Commercial Sector,ACUTE COMMISSIONING,SPIRE HEALTHCARE LTD,33744596,"37,504.41"
Department of Health,NHS Waltham Forest CCG,30/09/2020,Clinical&Medical-Commercial Sector,ACUTE COMMISSIONING,SPIRE HEALTHCARE LTD,33744663,"-37,207.38"
Department of Health,NHS Waltham Forest CCG,30/09/2020,Clinical&Medical-Commercial Sector,ACUTE COMMISSIONING,SPIRE HEALTHCARE LTD,33744686,"63,606.21"
Department of Health,NHS Waltham Forest CCG,30/09/2020,Clinical&Medical-Commercial Sector,ACUTE COMMISSIONING,SPIRE HEALTHCARE LTD,33744713,"34,197.08"
Department of Health,NHS Waltham Forest CCG,30/09/2020,Clinical&Medical-Commercial Sector,ACUTE COMMISSIONING,SPIRE HEALTHCARE LTD,33744717,"30,913.79"
Department of Health,NHS Waltham Forest CCG,30/09/2020,Clinical&Medical-Commercial Sector,ACUTE COMMISSIONING,SPIRE HEALTHCARE LTD,33744799,"-36,828.94"
Department of Health,NHS Waltham Forest CCG,30/09/2020,Computer Software/License,PRESCRIBING,OPTUM HEALTH SOLUTIONS (UK) LTD,33753159,"80,643.45"
Department of Health,NHS Waltham Forest CCG,30/09/2020,Computer Software/License,PRESCRIBING,OPTUM HEALTH SOLUTIONS (UK) LTD,33753159,"16,128.69"
Department of Health,NHS Waltham Forest CCG,30/09/2020,Hcare Srv Rec NHS Trust-Prior Year,ACUTE COMMISSIONING,LONDON NORTH WEST HEALTHCARE NHS TRUST,33753659,"30,644.00"
Department of Health,NHS Waltham Forest CCG,30/09/2020,Hcare Srv Rec NHS Trust-Prior Year,ACUTE COMMISSIONING,LONDON NORTH WEST HEALTHCARE NHS TRUST,33753670,"32,760.00"
Department of Health,NHS Waltham Forest CCG,30/09/2020,Hcare Srv Rec NHS Trust-Prior Year,ACUTE COMMISSIONING,LONDON NORTH WEST HEALTHCARE NHS TRUST,33753680,"-32,389.00"
Department of Health,NHS Waltham Forest CCG,30/09/2020,Programme Support Costs,QUALITY PREMIUM PROGRAMME,REVITALISE,33758776,"239,142.85"
Department of Health,NHS Waltham Forest CCG,30/09/2020,Hcare Srv Rec Fdtn Trust-Over/ Under Performance,ACUTE COMMISSIONING,ROYAL BROMPTON & HAREFIELD NHS FOUNDATION TRUST,33761492,"32,516.70"
Department of Health,NHS Waltham Forest CCG,30/09/2020,Clinical&Medical-Othe Public Sector,CHC ADULT FULLY FUNDED,LONDON BOROUGH OF WALTHAM FOREST,33773323,"35,000.00"
Department of Health,NHS Waltham Forest CCG,30/09/2020,C&M-GMS Practice Transformational Support,LOCAL ENHANCED SERVICES,WF FEDERATED GP NETWORK LTD,33800167,"36,215.62"
Department of Health,NHS Waltham Forest CCG,30/09/2020,Clinical&Medical-Commercial Sector,WHEELCHAIR SERVICE,AJ MOBILITY LTD,33803243,"62,122.50"
Department of Health,NHS Waltham Forest CCG,30/09/2020,C&M-PMS Contract KPIs,PRC DELEGATED CO-COMMISSIONING,COMELY BANK CLINIC,33819370,"31,679.76"
Department of Health,NHS Waltham Forest CCG,30/09/2020,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,COMELY BANK CLINIC,33819370,"95,767.55"
Department of Health,NHS Waltham Forest CCG,30/09/2020,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,COMELY BANK CLINIC,33819370,"1,841.19"
Department of Health,NHS Waltham Forest CCG,30/09/2020,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,COMELY BANK CLINIC,33819370,"7,693.62"
Department of Health,NHS Waltham Forest CCG,30/09/2020,ME - PMS GP Prior Year ERs,PRC DELEGATED CO-COMMISSIONING,COMELY BANK CLINIC,33819370,559.13
Department of Health,NHS Waltham Forest CCG,30/09/2020,ME-PMS GP Prior Year EEs,PRC DELEGATED CO-COMMISSIONING,COMELY BANK CLINIC,33819370,"3,203.68"
Department of Health,NHS Waltham Forest CCG,30/09/2020,C&M-PMS Contract KPIs,PRC DELEGATED CO-COMMISSIONING,DR SHAH & PARTNERS,33819372,"17,543.57"
Department of Health,NHS Waltham Forest CCG,30/09/2020,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,DR SHAH & PARTNERS,33819372,"52,207.00"
Department of Health,NHS Waltham Forest CCG,30/09/2020,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,DR SHAH & PARTNERS,33819372,"1,019.61"
Department of Health,NHS Waltham Forest CCG,30/09/2020,C&M-PMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,DR SHAH & PARTNERS,33819372,"3,635.42"
Department of Health,NHS Waltham Forest CCG,30/09/2020,C&M-PMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,DR SHAH & PARTNERS,33819372,"1,344.70"
Department of Health,NHS Waltham Forest CCG,30/09/2020,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,DR SHAH & PARTNERS,33819372,"4,110.27"
Department of Health,NHS Waltham Forest CCG,30/09/2020,C&M-PMS Contract KPIs,PRC DELEGATED CO-COMMISSIONING,DR S PHILLIPS & DR M PATEL,33819374,"16,014.08"
Department of Health,NHS Waltham Forest CCG,30/09/2020,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,DR S PHILLIPS & DR M PATEL,33819374,"48,239.00"
Department of Health,NHS Waltham Forest CCG,30/09/2020,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,DR S PHILLIPS & DR M PATEL,33819374,930.72
Department of Health,NHS Waltham Forest CCG,30/09/2020,C&M-PMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,DR S PHILLIPS & DR M PATEL,33819374,"2,016.16"
Department of Health,NHS Waltham Forest CCG,30/09/2020,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,DR S PHILLIPS & DR M PATEL,33819374,"3,623.18"
Department of Health,NHS Waltham Forest CCG,30/09/2020,C&M-PMS Contract KPIs,PRC DELEGATED CO-COMMISSIONING,ECCLESBOURNE PRACTICE,33819376,"23,717.43"
Department of Health,NHS Waltham Forest CCG,30/09/2020,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,ECCLESBOURNE PRACTICE,33819376,"71,660.45"
Department of Health,NHS Waltham Forest CCG,30/09/2020,C&M-PMS DES Learn Dsblty Hlth Chk,PRC DELEGATED CO-COMMISSIONING,ECCLESBOURNE PRACTICE,33819376,140
Department of Health,NHS Waltham Forest CCG,30/09/2020,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,ECCLESBOURNE PRACTICE,33819376,"1,378.43"
Department of Health,NHS Waltham Forest CCG,30/09/2020,C&M-PMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,ECCLESBOURNE PRACTICE,33819376,"6,627.08"
Department of Health,NHS Waltham Forest CCG,30/09/2020,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,ECCLESBOURNE PRACTICE,33819376,"5,071.74"
Department of Health,NHS Waltham Forest CCG,30/09/2020,C&M-PMS Contract KPIs,PRC DELEGATED CO-COMMISSIONING,HAMPTON MEDICAL CENTRE,33819379,"7,743.52"
Department of Health,NHS Waltham Forest CCG,30/09/2020,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,HAMPTON MEDICAL CENTRE,33819379,"23,284.74"
Department of Health,NHS Waltham Forest CCG,30/09/2020,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,HAMPTON MEDICAL CENTRE,33819379,450.04
Department of Health,NHS Waltham Forest CCG,30/09/2020,C&M-PMS PCO Other,PRC DELEGATED CO-COMMISSIONING,HAMPTON MEDICAL CENTRE,33819379,687.9
Department of Health,NHS Waltham Forest CCG,30/09/2020,C&M-PMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,HAMPTON MEDICAL CENTRE,33819379,"2,116.67"
Department of Health,NHS Waltham Forest CCG,30/09/2020,C&M-PMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,HAMPTON MEDICAL CENTRE,33819379,959.02
Department of Health,NHS Waltham Forest CCG,30/09/2020,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,HAMPTON MEDICAL CENTRE,33819379,"1,578.49"
Department of Health,NHS Waltham Forest CCG,30/09/2020,C&M-PMS Contract KPIs,PRC DELEGATED CO-COMMISSIONING,HIGHAM HILL MEDICAL CENTRE,33819381,"14,351.57"
Department of Health,NHS Waltham Forest CCG,30/09/2020,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,HIGHAM HILL MEDICAL CENTRE,33819381,"42,859.45"
Department of Health,NHS Waltham Forest CCG,30/09/2020,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,HIGHAM HILL MEDICAL CENTRE,33819381,834.1
Department of Health,NHS Waltham Forest CCG,30/09/2020,C&M-PMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,HIGHAM HILL MEDICAL CENTRE,33819381,"5,554.83"
Department of Health,NHS Waltham Forest CCG,30/09/2020,C&M-PMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,HIGHAM HILL MEDICAL CENTRE,33819381,"2,047.98"
Department of Health,NHS Waltham Forest CCG,30/09/2020,C&M-PMS Prem Water Rates,PRC DELEGATED CO-COMMISSIONING,HIGHAM HILL MEDICAL CENTRE,33819381,64.64
Department of Health,NHS Waltham Forest CCG,30/09/2020,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,HIGHAM HILL MEDICAL CENTRE,33819381,"2,725.20"
Department of Health,NHS Waltham Forest CCG,30/09/2020,C&M-PMS Contract KPIs,PRC DELEGATED CO-COMMISSIONING,KINGSHEAD MEDICAL PRACTICE,33819383,"10,047.15"
Department of Health,NHS Waltham Forest CCG,30/09/2020,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,KINGSHEAD MEDICAL PRACTICE,33819383,"30,155.38"
Department of Health,NHS Waltham Forest CCG,30/09/2020,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,KINGSHEAD MEDICAL PRACTICE,33819383,583.93
Department of Health,NHS Waltham Forest CCG,30/09/2020,C&M-PMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,KINGSHEAD MEDICAL PRACTICE,33819383,"1,683.33"
Department of Health,NHS Waltham Forest CCG,30/09/2020,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,KINGSHEAD MEDICAL PRACTICE,33819383,"3,656.15"
Department of Health,NHS Waltham Forest CCG,30/09/2020,C&M-PMS Contract KPIs,PRC DELEGATED CO-COMMISSIONING,LL MEDICAL CARE LTD,33819385,"14,584.20"
Department of Health,NHS Waltham Forest CCG,30/09/2020,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,LL MEDICAL CARE LTD,33819385,"44,291.49"
Department of Health,NHS Waltham Forest CCG,30/09/2020,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,LL MEDICAL CARE LTD,33819385,847.62
Department of Health,NHS Waltham Forest CCG,30/09/2020,C&M-PMS PCO Other,PRC DELEGATED CO-COMMISSIONING,LL MEDICAL CARE LTD,33819385,"3,982.00"
Department of Health,NHS Waltham Forest CCG,30/09/2020,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,LL MEDICAL CARE LTD,33819385,"3,714.28"
Department of Health,NHS Waltham Forest CCG,30/09/2020,C&M-PMS Contract KPIs,PRC DELEGATED CO-COMMISSIONING,LIME TREE SURGERY LONDON,33819387,"19,416.32"
Department of Health,NHS Waltham Forest CCG,30/09/2020,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,LIME TREE SURGERY LONDON,33819387,"58,403.47"
Department of Health,NHS Waltham Forest CCG,30/09/2020,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,LIME TREE SURGERY LONDON,33819387,"1,128.45"
Department of Health,NHS Waltham Forest CCG,30/09/2020,C&M-PMS PCO Other,PRC DELEGATED CO-COMMISSIONING,LIME TREE SURGERY LONDON,33819387,"5,058.00"
Department of Health,NHS Waltham Forest CCG,30/09/2020,C&M-PMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,LIME TREE SURGERY LONDON,33819387,"3,416.67"
Department of Health,NHS Waltham Forest CCG,30/09/2020,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,LIME TREE SURGERY LONDON,33819387,"3,983.39"
Department of Health,NHS Waltham Forest CCG,30/09/2020,C&M-PMS Contract KPIs,PRC DELEGATED CO-COMMISSIONING,MIRCOFACULTY,33819389,"12,412.67"
Department of Health,NHS Waltham Forest CCG,30/09/2020,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,MIRCOFACULTY,33819389,"37,735.58"
Department of Health,NHS Waltham Forest CCG,30/09/2020,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,MIRCOFACULTY,33819389,721.41
Department of Health,NHS Waltham Forest CCG,30/09/2020,C&M-PMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,MIRCOFACULTY,33819389,"4,865.00"
Department of Health,NHS Waltham Forest CCG,30/09/2020,C&M-PMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,MIRCOFACULTY,33819389,"1,756.90"
Department of Health,NHS Waltham Forest CCG,30/09/2020,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,MIRCOFACULTY,33819389,"3,613.43"
Department of Health,NHS Waltham Forest CCG,30/09/2020,C&M-PMS Contract KPIs,PRC DELEGATED CO-COMMISSIONING,OLIVER ROAD MEDICAL CENTRE,33819391,"35,978.98"
Department of Health,NHS Waltham Forest CCG,30/09/2020,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,OLIVER ROAD MEDICAL CENTRE,33819391,"108,999.20"
Department of Health,NHS Waltham Forest CCG,30/09/2020,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,OLIVER ROAD MEDICAL CENTRE,33819391,"2,091.06"
Department of Health,NHS Waltham Forest CCG,30/09/2020,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,OLIVER ROAD MEDICAL CENTRE,33819391,"6,873.52"
Department of Health,NHS Waltham Forest CCG,30/09/2020,C&M-PMS Contract KPIs,PRC DELEGATED CO-COMMISSIONING,PENRYHN SURGERY,33819393,"20,399.05"
Department of Health,NHS Waltham Forest CCG,30/09/2020,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,PENRYHN SURGERY,33819393,"62,113.33"
Department of Health,NHS Waltham Forest CCG,30/09/2020,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,PENRYHN SURGERY,33819393,"1,185.57"
Department of Health,NHS Waltham Forest CCG,30/09/2020,C&M-PMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,PENRYHN SURGERY,33819393,"3,200.00"
Department of Health,NHS Waltham Forest CCG,30/09/2020,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,PENRYHN SURGERY,33819393,"4,378.35"
Department of Health,NHS Waltham Forest CCG,30/09/2020,C&M-PMS Contract KPIs,PRC DELEGATED CO-COMMISSIONING,SINNOTT ROAD SURGERY,33819396,"15,573.34"
Department of Health,NHS Waltham Forest CCG,30/09/2020,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,SINNOTT ROAD SURGERY,33819396,"47,077.94"
Department of Health,NHS Waltham Forest CCG,30/09/2020,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,SINNOTT ROAD SURGERY,33819396,905.1
Department of Health,NHS Waltham Forest CCG,30/09/2020,C&M-PMS PCO Other,PRC DELEGATED CO-COMMISSIONING,SINNOTT ROAD SURGERY,33819396,"4,111.00"
Department of Health,NHS Waltham Forest CCG,30/09/2020,C&M-PMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,SINNOTT ROAD SURGERY,33819396,"1,558.33"
Department of Health,NHS Waltham Forest CCG,30/09/2020,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,SINNOTT ROAD SURGERY,33819396,"3,599.85"
Department of Health,NHS Waltham Forest CCG,30/09/2020,C&M-PMS Contract KPIs,PRC DELEGATED CO-COMMISSIONING,ST JAMES MEDICAL PRACTICE LTD,33819398,"34,939.97"
Department of Health,NHS Waltham Forest CCG,30/09/2020,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,ST JAMES MEDICAL PRACTICE LTD,33819398,"104,976.47"
Department of Health,NHS Waltham Forest CCG,30/09/2020,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,ST JAMES MEDICAL PRACTICE LTD,33819398,"2,030.67"
Department of Health,NHS Waltham Forest CCG,30/09/2020,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,ST JAMES MEDICAL PRACTICE LTD,33819398,"7,905.73"
Department of Health,NHS Waltham Forest CCG,30/09/2020,C&M-PMS Contract KPIs,PRC DELEGATED CO-COMMISSIONING,WALTHAM FOREST COMMUNITY & FHS LTD,33819400,"23,054.26"
Department of Health,NHS Waltham Forest CCG,30/09/2020,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,WALTHAM FOREST COMMUNITY & FHS LTD,33819400,"69,438.68"
Department of Health,NHS Waltham Forest CCG,30/09/2020,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,WALTHAM FOREST COMMUNITY & FHS LTD,33819400,"1,339.89"
Department of Health,NHS Waltham Forest CCG,30/09/2020,C&M-PMS PCO Locum Adop/Pat/Mat,PRC DELEGATED CO-COMMISSIONING,WALTHAM FOREST COMMUNITY & FHS LTD,33819400,"11,037.60"
Department of Health,NHS Waltham Forest CCG,30/09/2020,C&M-PMS PCO Other,PRC DELEGATED CO-COMMISSIONING,WALTHAM FOREST COMMUNITY & FHS LTD,33819400,"6,397.00"
Department of Health,NHS Waltham Forest CCG,30/09/2020,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,WALTHAM FOREST COMMUNITY & FHS LTD,33819400,"5,278.43"
Department of Health,NHS Waltham Forest CCG,30/09/2020,C&M-PMS Contract KPIs,PRC DELEGATED CO-COMMISSIONING,WOOD STREET HEALTH CENTRE,33819402,"14,416.01"
Department of Health,NHS Waltham Forest CCG,30/09/2020,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,WOOD STREET HEALTH CENTRE,33819402,"43,301.30"
Department of Health,NHS Waltham Forest CCG,30/09/2020,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,WOOD STREET HEALTH CENTRE,33819402,837.84
Department of Health,NHS Waltham Forest CCG,30/09/2020,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,WOOD STREET HEALTH CENTRE,33819402,"2,902.89"
Department of Health,NHS Waltham Forest CCG,30/09/2020,C&M-PMS Contract KPIs,PRC DELEGATED CO-COMMISSIONING,HARROW ROAD GP PRACTICE,33819404,"34,946.81"
Department of Health,NHS Waltham Forest CCG,30/09/2020,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,HARROW ROAD GP PRACTICE,33819404,"105,794.35"
Department of Health,NHS Waltham Forest CCG,30/09/2020,C&M-PMS DES Extended Hours Access,PRC DELEGATED CO-COMMISSIONING,HARROW ROAD GP PRACTICE,33819404,"4,297.20"
Department of Health,NHS Waltham Forest CCG,30/09/2020,C&M-PMS PCN DES Clinical Director,PRC DELEGATED CO-COMMISSIONING,HARROW ROAD GP PRACTICE,33819404,"2,139.71"
Department of Health,NHS Waltham Forest CCG,30/09/2020,C&M-PMS PCN DES PCN support,LOCAL ENHANCED SERVICES,HARROW ROAD GP PRACTICE,33819404,"4,445.38"
Department of Health,NHS Waltham Forest CCG,30/09/2020,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,HARROW ROAD GP PRACTICE,33819404,"2,031.07"
Department of Health,NHS Waltham Forest CCG,30/09/2020,C&M-PMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,HARROW ROAD GP PRACTICE,33819404,"11,708.33"
Department of Health,NHS Waltham Forest CCG,30/09/2020,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,HARROW ROAD GP PRACTICE,33819404,"7,301.38"
Department of Health,NHS Waltham Forest CCG,30/09/2020,C&M-APMS Contract KPIs,PRC DELEGATED CO-COMMISSIONING,HURLEY GROUP,33819406,"30,438.12"
Department of Health,NHS Waltham Forest CCG,30/09/2020,C&M-APMS Contract Value,PRC DELEGATED CO-COMMISSIONING,HURLEY GROUP,33819406,"107,688.61"
Department of Health,NHS Waltham Forest CCG,30/09/2020,C&M-APMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,HURLEY GROUP,33819406,"1,645.25"
Department of Health,NHS Waltham Forest CCG,30/09/2020,C&M-APMS PCO Other,PRC DELEGATED CO-COMMISSIONING,HURLEY GROUP,33819406,"7,049.00"
Department of Health,NHS Waltham Forest CCG,30/09/2020,C&M-APMS Prem Actual Rent,PRC DELEGATED CO-COMMISSIONING,HURLEY GROUP,33819406,"39,550.02"
Department of Health,NHS Waltham Forest CCG,30/09/2020,C&M-APMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,HURLEY GROUP,33819406,"4,754.00"
Department of Health,NHS Waltham Forest CCG,30/09/2020,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,HURLEY GROUP,33819406,"6,169.23"
Department of Health,NHS Waltham Forest CCG,30/09/2020,Cont Care- Children,CHC CHILDREN,ALLIED HEALTH SERVICES LTD TA ALLIED HEALTHCARE,33827862,"35,562.70"
Department of Health,NHS Waltham Forest CCG,30/09/2020,Cont Care-Learning Disab(<65),CHC ADULT FULLY FUNDED,OPTIMAL CARE SERVICES LTD,33828076,"30,510.20"
Department of Health,NHS Waltham Forest CCG,30/09/2020,Cont Care-Learning Disab(<65),CHC ADULT FULLY FUNDED,CHOSEN CARE GROUP LTD,33828121,"35,908.05"
Department of Health,NHS Waltham Forest CCG,30/09/2020,C&M- PCN DES CARE HOME PREMIUM,PRC DELEGATED CO-COMMISSIONING,ALLUM MEDICAL CENTRE,33843649,"4,992.00"
Department of Health,NHS Waltham Forest CCG,30/09/2020,C&M-PMS Contract KPIs,PRC DELEGATED CO-COMMISSIONING,ALLUM MEDICAL CENTRE,33843649,"35,825.43"
Department of Health,NHS Waltham Forest CCG,30/09/2020,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,ALLUM MEDICAL CENTRE,33843649,"107,434.27"
Department of Health,NHS Waltham Forest CCG,30/09/2020,C&M-PMS DES Extended Hours Access,PRC DELEGATED CO-COMMISSIONING,ALLUM MEDICAL CENTRE,33843649,"6,999.03"
