Department,Entity,Date,Expenses Area,Expenses Type,Supplier,Transaction Reference,Their Reference,Amount
Department of Health,London North West Healthcare NHS Trust,10/03/2021,Capital,Equipment,Surgease Innovations Limited,1403533,0902STMARKS1,"120,000.00"
Department of Health,London North West Healthcare NHS Trust,24/03/2021,Balance Sheet Lnwh,Pensions,Nhs Injury Benefits,1362610,1000001938,"54,248.70"
Department of Health,London North West Healthcare NHS Trust,24/03/2021,Balance Sheet Lnwh,Pensions,Nhs Injury Benefits,1353579,1000002386,"55,170.96"
Department of Health,London North West Healthcare NHS Trust,24/03/2021,Balance Sheet Lnwh,Pensions,Nhs Injury Benefits,1391765,1000002611,"55,170.96"
Department of Health,London North West Healthcare NHS Trust,03/03/2021,Balance Sheet Lnwh,Salary Sacrifice White Goods,Akira Financial Limited,1252876,100837,"27,376.44"
Department of Health,London North West Healthcare NHS Trust,24/03/2021,Capital,Estates/Building Works,Dc Emergency Systems Ltd,1417439,1015875,"27,799.99"
Department of Health,London North West Healthcare NHS Trust,24/03/2021,Capital,Estates/Building Works,Dc Emergency Systems Ltd,1422639,1015937,"153,589.21"
Department of Health,London North West Healthcare NHS Trust,17/03/2021,Capital,Estates/Building Works,Kier Construction Limited,1417913,10251942,"49,624.64"
Department of Health,London North West Healthcare NHS Trust,10/03/2021,Capital,Estates/Building Works,Hiltons Electrical Services Ltd,1411633,10301,"74,025.00"
Department of Health,London North West Healthcare NHS Trust,03/03/2021,Capital,Estates/Building Works,Siemens Healthcare,1399543,1051094215,"155,783.18"
Department of Health,London North West Healthcare NHS Trust,10/03/2021,Capital,Equipment,Siemens Healthcare,1410968,1051094623,"30,223.74"
Department of Health,London North West Healthcare NHS Trust,03/03/2021,Capital,Equipment,Siemens Healthcare,1412145,1051094743,"965,442.00"
Department of Health,London North West Healthcare NHS Trust,03/03/2021,Capital,Equipment,Siemens Healthcare,1412146,1051094746,"1,096,020.00"
Department of Health,London North West Healthcare NHS Trust,10/03/2021,Capital,Equipment,Siemens Healthcare,1412147,1051095210,"1,634,400.00"
Department of Health,London North West Healthcare NHS Trust,10/03/2021,Capital,Equipment,Siemens Healthcare,1417047,1051095268,"1,552,680.00"
Department of Health,London North West Healthcare NHS Trust,25/03/2021,Capital,Equipment,Siemens Healthcare,1425419,1051095910,"577,114.80"
Department of Health,London North West Healthcare NHS Trust,24/03/2021,Car Parking N.W.L,Car Parking,Apcoa Facilities Management (Uk) Limited,1411538,107109,"91,381.20"
Department of Health,London North West Healthcare NHS Trust,10/03/2021,Capital,Estates/Building Works,E J Ruby Plumbing Contractors,1402692,11042,"25,838.57"
Department of Health,London North West Healthcare NHS Trust,24/03/2021,Capital,Estates/Building Works,E J Ruby Plumbing Contractors,1412342,11053,"75,060.00"
Department of Health,London North West Healthcare NHS Trust,29/03/2021,Capital,Equipment,Sccl-Nhs Supply Chain Roarp-Consumables,1426446,1121218926,"95,046.76"
Department of Health,London North West Healthcare NHS Trust,24/03/2021,Capital,Equipment,Stryker (Uk) Ltd,1424303,1131582705,"79,918.80"
Department of Health,London North West Healthcare NHS Trust,24/03/2021,Capital,Equipment,Stryker (Uk) Ltd,1424302,1131582804,"313,527.60"
Department of Health,London North West Healthcare NHS Trust,10/03/2021,Capital,Estates/Building Works,Vm Construction Ltd,1411302,11413,"598,820.83"
Department of Health,London North West Healthcare NHS Trust,17/03/2021,Capital,Estates/Building Works,Vm Construction Ltd,1414790,11421,"137,480.78"
Department of Health,London North West Healthcare NHS Trust,17/03/2021,Capital,Estates/Building Works,Vm Construction Ltd,1418187,11436,"33,684.00"
Department of Health,London North West Healthcare NHS Trust,24/03/2021,Capital,Estates/Building Works,Vm Construction Ltd,1422264,11448,"33,540.00"
Department of Health,London North West Healthcare NHS Trust,24/03/2021,Capital,Estates/Building Works,Vm Construction Ltd,1422275,11460,"25,980.00"
Department of Health,London North West Healthcare NHS Trust,29/03/2021,Capital,Estates/Building Works,Vm Construction Ltd,1425776,11480,"26,268.00"
Department of Health,London North West Healthcare NHS Trust,10/03/2021,Capital,Equipment,Medtronic Ltd,1399484,1204448959,"28,773.58"
Department of Health,London North West Healthcare NHS Trust,10/03/2021,Cardiology Investigationsn.W.L,General Instruments,Medtronic Ltd,1403212,1204455425,"105,840.00"
Department of Health,London North West Healthcare NHS Trust,24/03/2021,Ibd Boost,Research Costs,Queen Mary University Of London,1408342,12473905,"41,443.00"
Department of Health,London North West Healthcare NHS Trust,24/03/2021,Capital,Estates/Building Works,A1r Services Limited,1420734,12688,"27,164.28"
Department of Health,London North West Healthcare NHS Trust,03/03/2021,Capital,Estates/Building Works,Excel Contractors Ltd,1401698,12893,"251,646.96"
Department of Health,London North West Healthcare NHS Trust,17/03/2021,Capital,Estates/Building Works,Excel Contractors Ltd,1412346,12927,"238,534.63"
Department of Health,London North West Healthcare NHS Trust,17/03/2021,Capital,Estates/Building Works,Excel Contractors Ltd,1413670,12928,"62,680.80"
Department of Health,London North West Healthcare NHS Trust,17/03/2021,Capital,Estates/Building Works,Excel Contractors Ltd,1413671,12929,"28,164.00"
Department of Health,London North West Healthcare NHS Trust,17/03/2021,Capital,Estates/Building Works,Excel Contractors Ltd,1414956,12936,"95,100.55"
Department of Health,London North West Healthcare NHS Trust,17/03/2021,Balance Sheet Lnwh,Pharmacy Stock Purchases,Roche Products Ltd,1413195,1322175428,"53,735.94"
Department of Health,London North West Healthcare NHS Trust,24/03/2021,Balance Sheet Lnwh,Pharmacy Stock Purchases,Roche Products Ltd,1413194,1322176095,"32,823.36"
Department of Health,London North West Healthcare NHS Trust,24/03/2021,Balance Sheet Lnwh,Pharmacy Stock Purchases,Roche Products Ltd,1413193,1322176097,"81,437.23"
Department of Health,London North West Healthcare NHS Trust,24/03/2021,Balance Sheet Lnwh,Pharmacy Stock Purchases,Roche Products Ltd,1420091,1322177971,"26,647.20"
Department of Health,London North West Healthcare NHS Trust,10/03/2021,Post Room N.P.H,Postage,Pitney Bowes Limited - Franking,1417335,13755574 MAR 21,"25,000.00"
Department of Health,London North West Healthcare NHS Trust,17/03/2021,Post Room N.P.H,Postage,Pitney Bowes Limited - Franking,1417336,13755574 MAR21,"25,000.00"
Department of Health,London North West Healthcare NHS Trust,24/03/2021,Post Room N.P.H,Postage,Pitney Bowes Limited - Franking,1424304,13755574 MAR21.,"25,000.00"
Department of Health,London North West Healthcare NHS Trust,03/03/2021,E.B.M.E.,E.B.M.E Contract,Bcas Bio Medical Services Ltd,1400884,14095,"210,000.00"
Department of Health,London North West Healthcare NHS Trust,03/03/2021,Endoscopy N.P.H,General Instruments,Vanguard Healthcare Solutions Limited,1399349,14105,"115,579.68"
Department of Health,London North West Healthcare NHS Trust,24/03/2021,E.B.M.E.,E.B.M.E Contract,Bcas Bio Medical Services Ltd,1415279,14119,"210,000.00"
Department of Health,London North West Healthcare NHS Trust,24/03/2021,Theatres E.H,Medical Equipment,Shawbrook Bank Ltd,1413975,161110,"65,320.72"
Department of Health,London North West Healthcare NHS Trust,10/03/2021,Capital,Estates/Building Works,Bassaire Cleanrooms Limited,1403380,1667,"88,966.87"
Department of Health,London North West Healthcare NHS Trust,17/03/2021,Capital,Estates/Building Works,Bassaire Cleanrooms Limited,1414669,1676,"272,035.31"
Department of Health,London North West Healthcare NHS Trust,24/03/2021,Capital,Estates/Building Works,Bassaire Cleanrooms Limited,1415055,1678,"506,495.65"
Department of Health,London North West Healthcare NHS Trust,10/03/2021,Capital,Estates/Building Works,A1 Uk Drains Limited,1412308,182600,"49,440.00"
Department of Health,London North West Healthcare NHS Trust,24/03/2021,Capital,Staff/Agency Costs,Genmed.Me Ltd,1399193,18368,"83,316.00"
Department of Health,London North West Healthcare NHS Trust,24/03/2021,Anaesthetics Medical N.W.L,Equipment Lease,Genmed.Me Ltd,1413624,18466,"33,201.94"
Department of Health,London North West Healthcare NHS Trust,24/03/2021,Endoscopy N.P.H,Clinical Services Received,Genmed.Me Ltd,1413625,18467,"361,198.94"
Department of Health,London North West Healthcare NHS Trust,24/03/2021,Radiology N.P.H,Equipment Lease,Genmed.Me Ltd,1413626,18468,"25,052.57"
Department of Health,London North West Healthcare NHS Trust,24/03/2021,Genetics Lab,Project Management,Genmed.Me Ltd,1415773,18514,"54,090.83"
Department of Health,London North West Healthcare NHS Trust,24/03/2021,Capital,Staff/Agency Costs,Genmed.Me Ltd,1424248,18556,"179,988.00"
Department of Health,London North West Healthcare NHS Trust,29/03/2021,Balance Sheet Lnwh,Pharmacy Stock Purchases,Baxter Healthcare Ltd,1147189,19174557,"57,156.90"
Department of Health,London North West Healthcare NHS Trust,03/03/2021,Capital,Equipment,Draeger Medical Uk Ltd,1377627,20101006,"96,617.02"
Department of Health,London North West Healthcare NHS Trust,03/03/2021,Capital,Equipment,Draeger Medical Uk Ltd,1411606,20101015,"94,547.88"
Department of Health,London North West Healthcare NHS Trust,24/03/2021,Capital,Equipment,Draeger Medical Uk Ltd,1423876,20101069,"38,395.96"
Department of Health,London North West Healthcare NHS Trust,24/03/2021,Capital,Equipment,Draeger Medical Uk Ltd,1423878,20101070,"51,803.10"
Department of Health,London North West Healthcare NHS Trust,10/03/2021,Capital,Estates/Building Works,Rbl Asbestos Removals  ( Roothings ),1417223,20242,"49,500.00"
Department of Health,London North West Healthcare NHS Trust,24/03/2021,I M & T Support Maintenance,Building Contract Work,Healthcare Clinical Informatics Limited,1357568,20247,"69,120.00"
Department of Health,London North West Healthcare NHS Trust,24/03/2021,Incontinence Bcs,Incontinence Contract,Ontex Healthcare Uk Ltd,1408323,2030274170,"45,560.20"
Department of Health,London North West Healthcare NHS Trust,17/03/2021,Incontinence Bcs,Incontinence Contract,Ontex Healthcare Uk Ltd,1408320,2030276078,"42,231.60"
Department of Health,London North West Healthcare NHS Trust,24/03/2021,Incontinence Bcs,Incontinence Contract,Ontex Healthcare Uk Ltd,1408313,2030279414,"41,172.23"
Department of Health,London North West Healthcare NHS Trust,24/03/2021,I M & T Support Maintenance,Pas Licence And Support,Silverlink Software Limited,1415826,203043,"620,760.00"
Department of Health,London North West Healthcare NHS Trust,19/03/2021,I M & T Support Maintenance,Pas Licence And Support,Silverlink Software Limited,1422033,203043--,"620,760.00"
Department of Health,London North West Healthcare NHS Trust,24/03/2021,I M & T Support Maintenance,Pas Licence And Support,Silverlink Software Limited,1415688,203044,"87,240.00"
Department of Health,London North West Healthcare NHS Trust,19/03/2021,I M & T Support Maintenance,Pas Licence And Support,Silverlink Software Limited,1422038,203044--,"87,240.00"
Department of Health,London North West Healthcare NHS Trust,03/03/2021,I M & T Support Maintenance,Professional Fees,Healthcare Clinical Informatics Limited,1401365,20520,"27,810.00"
Department of Health,London North West Healthcare NHS Trust,24/03/2021,I M & T Support Maintenance,Building Contract Work,Healthcare Clinical Informatics Limited,1405450,20550,"54,643.50"
Department of Health,London North West Healthcare NHS Trust,24/03/2021,Capital,Equipment,Baxter Healthcare Ltd,1421804,21062043,"44,280.00"
Department of Health,London North West Healthcare NHS Trust,29/03/2021,Capital,Equipment,Baxter Healthcare Ltd,1424476,21065415,"44,000.00"
Department of Health,London North West Healthcare NHS Trust,24/03/2021,Radiology C.M.H,Medical Equip Repairs & Maint,Sccl-Nhs Supply Chain Maintenance,1418794,2121007125,"93,191.29"
Department of Health,London North West Healthcare NHS Trust,24/03/2021,Radiology N.P.H,Medical Equip Repairs & Maint,Sccl-Nhs Supply Chain Maintenance,1420595,2121007191,"38,614.79"
Department of Health,London North West Healthcare NHS Trust,24/03/2021,E.B.M.E.,Medical Equip Repairs & Maint,Sccl-Nhs Supply Chain Maintenance,1420594,2121007192,"33,096.00"
Department of Health,London North West Healthcare NHS Trust,24/03/2021,E.B.M.E.,Medical Equip Repairs & Maint,Sccl-Nhs Supply Chain Maintenance,1420618,2121007222,"91,877.99"
Department of Health,London North West Healthcare NHS Trust,24/03/2021,Radiology N.P.H,Medical Equip Repairs & Maint,Sccl-Nhs Supply Chain Maintenance,1420615,2121007223,"92,497.74"
Department of Health,London North West Healthcare NHS Trust,29/03/2021,Radiology N.P.H,Medical Equip Repairs & Maint,Sccl-Nhs Supply Chain Maintenance,1424040,2121007418,"66,317.46"
Department of Health,London North West Healthcare NHS Trust,24/03/2021,E.B.M.E.,Medical Equip Repairs & Maint,Sccl-Nhs Supply Chain Maintenance,1424041,2121007420,"58,450.52"
Department of Health,London North West Healthcare NHS Trust,24/03/2021,Radiology N.P.H,Medical Equip Repairs & Maint,Sccl-Nhs Supply Chain Maintenance,1424042,2121007441,"82,781.00"
Department of Health,London North West Healthcare NHS Trust,03/03/2021,I M & T Support Maintenance,Software Purchases \ Licences,Cloud 21 Limited,1400426,2586,"70,468.13"
Department of Health,London North West Healthcare NHS Trust,01/03/2021,I M & T Support Maintenance,Software Purchases \ Licences,Cloud 21 Limited,1412012,2586**,"70,468.13"
Department of Health,London North West Healthcare NHS Trust,17/03/2021,Capital,Estates/Building Works,D Santer T/A Totalworth Building Services,1415732,265,"207,600.00"
Department of Health,London North West Healthcare NHS Trust,17/03/2021,Capital,Estates/Building Works,D Santer T/A Totalworth Building Services,1415733,266,"27,525.60"
Department of Health,London North West Healthcare NHS Trust,10/03/2021,Capital,Estates/Building Works,Apcoa Parking ( Uk ) Limited,1413725,286837,"357,386.35"
Department of Health,London North West Healthcare NHS Trust,10/03/2021,Capital,Estates/Building Works,Apcoa Parking ( Uk ) Limited,1413713,286839,"712,717.00"
Department of Health,London North West Healthcare NHS Trust,31/03/2021,Capital,Estates/Building Works,Apcoa Parking ( Uk ) Limited,1427968,287488,"208,100.35"
Department of Health,London North West Healthcare NHS Trust,31/03/2021,Capital,Estates/Building Works,Apcoa Parking ( Uk ) Limited,1427969,287490,"1,118,700.71"
Department of Health,London North West Healthcare NHS Trust,31/03/2021,Capital,Estates/Building Works,Apcoa Parking ( Uk ) Limited,1427970,287491,"300,000.00"
Department of Health,London North West Healthcare NHS Trust,24/03/2021,Capital,Equipment,Stryker (Uk) Ltd,1411218,28974156,"38,134.04"
Department of Health,London North West Healthcare NHS Trust,10/03/2021,Capital,Equipment,Haemonetics Limited,1404464,291270,"50,400.00"
Department of Health,London North West Healthcare NHS Trust,24/03/2021,Capital,Equipment,Haemonetics Limited,1415387,291598,"44,160.00"
Department of Health,London North West Healthcare NHS Trust,29/03/2021,Capital,Equipment,Getinge Ltd,1425960,3129100639,"48,000.00"
Department of Health,London North West Healthcare NHS Trust,29/03/2021,Capital,Equipment,Daybreak Medical Limited,1415864,3193,"30,600.00"
Department of Health,London North West Healthcare NHS Trust,03/03/2021,Rates N.P.H,Rates,Brent London Borough Council (Rates),1266042,3287315920/21,"1,963,080.00"
Department of Health,London North West Healthcare NHS Trust,24/03/2021,Capacity Plan Recruitment Nwl,Other Recruitment Costs,Search Recruitment Limited,1422050,3443,"55,389.60"
Department of Health,London North West Healthcare NHS Trust,10/03/2021,Capital,Equipment,Fujifilm Sonosite Limited,1386559,384065,"42,813.00"
Department of Health,London North West Healthcare NHS Trust,10/03/2021,Capital,Equipment,Fujifilm Sonosite Limited,1386999,384084,"38,844.00"
Department of Health,London North West Healthcare NHS Trust,10/03/2021,Capital,Equipment,Fujifilm Sonosite Limited,1402588,384542,"39,429.00"
Department of Health,London North West Healthcare NHS Trust,29/03/2021,Capital,Estates/Building Works,Seville Developments Ltd,1404808,3900,"426,727.80"
Department of Health,London North West Healthcare NHS Trust,24/03/2021,Balance Sheet Lnwh,Pharmacy Stock Purchases,Biotest Uk Limited,1423832,3950017171,"46,800.00"
Department of Health,London North West Healthcare NHS Trust,24/03/2021,Capital,Estates/Building Works,Seville Developments Ltd,1415656,3966,"68,420.88"
Department of Health,London North West Healthcare NHS Trust,10/03/2021,Capital,Estates/Building Works,Redbridge Construction Limited,1417266,4201,"106,844.52"
Department of Health,London North West Healthcare NHS Trust,17/03/2021,Capital,Estates/Building Works,Redbridge Construction Limited,1417998,4202,"106,844.52"
Department of Health,London North West Healthcare NHS Trust,17/03/2021,Capital,Estates/Building Works,Redbridge Construction Limited,1417999,4203,"106,844.52"
Department of Health,London North West Healthcare NHS Trust,29/03/2021,Capital,Estates/Building Works,Redbridge Construction Limited,1418000,4204,"106,844.52"
Department of Health,London North West Healthcare NHS Trust,17/03/2021,Neurology N.P.H,Clinical Services Received,Ucl Hospitals Nhsft,1322827,5010227356,"37,212.44"
Department of Health,London North West Healthcare NHS Trust,10/03/2021,Balance Sheet Lnwh,Pharmacy Stock Purchases,Boehringer Ingelheim Ltd,1409497,5010405791,"25,980.48"
Department of Health,London North West Healthcare NHS Trust,10/03/2021,I M & T Support Maintenance,Software Purchases \ Licences,Insight Direct ( Uk ) Limited,1404595,5174106,"60,564.00"
Department of Health,London North West Healthcare NHS Trust,24/03/2021,Capital,I.C.T Hardware,Insight Direct ( Uk ) Limited,1420889,5185527,"221,400.00"
Department of Health,London North West Healthcare NHS Trust,29/03/2021,Capital,I.C.T Hardware,Insight Direct ( Uk ) Limited,1425832,5234264,"273,367.47"
Department of Health,London North West Healthcare NHS Trust,31/03/2021,Capital,I.C.T Hardware,Insight Direct ( Uk ) Limited,1428375,5240062,"193,286.40"
Department of Health,London North West Healthcare NHS Trust,24/03/2021,Nwl Hdft Service,Substantive Podiatrist Band 7,Central And North West London,1242845,53491746,"27,827.00"
Department of Health,London North West Healthcare NHS Trust,10/03/2021,Medicine Management,Clinical Services Received,Central And North West London,1399439,53496470,"75,705.20"
Department of Health,London North West Healthcare NHS Trust,24/03/2021,Finance Directorate Mgmt,Clinical Services Received,Central And North West London,1417374,53497167,"101,181.87"
Department of Health,London North West Healthcare NHS Trust,24/03/2021,Medicine Management,Clinical Services Received,Central And North West London,1418299,53497205,"75,705.20"
Department of Health,London North West Healthcare NHS Trust,03/03/2021,Cancer Screening,General Instruments,Chrystal Consulting Limited,1412223,54749 MAR21,"164,228.66"
Department of Health,London North West Healthcare NHS Trust,17/03/2021,Finance Directorate Mgmt,External Audit,Kpmg Llp,1407808,5502214056,"60,450.00"
Department of Health,London North West Healthcare NHS Trust,29/03/2021,Capital,I.C.T Hardware,Bt Global Services,1426510,550238,"180,523.07"
Department of Health,London North West Healthcare NHS Trust,29/03/2021,Capital,Software,Bt Global Services,1426510,550238,"295,174.68"
Department of Health,London North West Healthcare NHS Trust,29/03/2021,Capital,Staff/Agency Costs,Bt Global Services,1426510,550238,"63,194.99"
Department of Health,London North West Healthcare NHS Trust,24/03/2021,Balance Sheet Lnwh,Pharmacy Stock Purchases,Aah Pharmaceuticals Limited,1412881,55205749B,"27,770.18"
Department of Health,London North West Healthcare NHS Trust,24/03/2021,Capital,I.C.T Hardware,Parity Medical,1417421,55821,"466,156.40"
Department of Health,London North West Healthcare NHS Trust,10/03/2021,Capital,Estates/Building Works,Crossland Landscapes Limited,1402598,5595,"27,450.00"
Department of Health,London North West Healthcare NHS Trust,03/03/2021,Capital,Estates/Building Works,Siemens Industry Software Limited,1401137,560H0082395124,"238,389.16"
Department of Health,London North West Healthcare NHS Trust,03/03/2021,Capital,Equipment,Siemens Industry Software Limited,1400766,560H0082395174,"28,311.60"
Department of Health,London North West Healthcare NHS Trust,24/03/2021,Capital,Estates/Building Works,Siemens Industry Software Limited,1412394,560H0082398362,"49,333.20"
Department of Health,London North West Healthcare NHS Trust,17/03/2021,Capital,Estates/Building Works,Crossland Landscapes Limited,1417389,5610,"27,450.00"
Department of Health,London North West Healthcare NHS Trust,29/03/2021,Capital,Staff/Agency Costs,Bt Global Services,1426448,561390,"47,880.00"
Department of Health,London North West Healthcare NHS Trust,29/03/2021,I M & T Support Maintenance,Professional Fees,Keystream Group Limited T/A Keystream,1400506,56197,"44,661.12"
Department of Health,London North West Healthcare NHS Trust,29/03/2021,Capital,Staff/Agency Costs,Bt Global Services,1426449,562057,"25,080.00"
Department of Health,London North West Healthcare NHS Trust,24/03/2021,Capital,Staff/Agency Costs,Keystream Group Limited T/A Keystream,1415018,57168,"27,764.86"
Department of Health,London North West Healthcare NHS Trust,24/03/2021,Capital,Staff/Agency Costs,Keystream Group Limited T/A Keystream,1418768,57189,"438,960.00"
Department of Health,London North West Healthcare NHS Trust,29/03/2021,Information N.W.L,Professional Fees,Keystream Group Limited T/A Keystream,1425686,57721,"28,380.00"
Department of Health,London North West Healthcare NHS Trust,29/03/2021,Capital,Staff/Agency Costs,Keystream Group Limited T/A Keystream,1426110,57803,"30,409.13"
Department of Health,London North West Healthcare NHS Trust,03/03/2021,Patient Transport Contract,Patient Transport Contract,Ambulance Transfers Ltd,1400801,60475,"634,816.68"
Department of Health,London North West Healthcare NHS Trust,03/03/2021,Patient Transport Contract,Patient Transport Contract,Ambulance Transfers Ltd,1400803,60477,"65,010.00"
Department of Health,London North West Healthcare NHS Trust,03/03/2021,Patient Transport Contract,Patient Transport Contract,Ambulance Transfers Ltd,1400804,60478,"30,000.00"
Department of Health,London North West Healthcare NHS Trust,24/03/2021,Patient Transport Contract,Patient Transport Contract,Ambulance Transfers Ltd,1415452,60493,"650,835.05"
Department of Health,London North West Healthcare NHS Trust,24/03/2021,Patient Transport Contract,Patient Transport Contract,Ambulance Transfers Ltd,1415469,60495,"58,674.00"
Department of Health,London North West Healthcare NHS Trust,24/03/2021,Patient Transport Contract,Patient Transport Contract,Ambulance Transfers Ltd,1415470,60496,"28,000.00"
Department of Health,London North West Healthcare NHS Trust,17/03/2021,Capital,Equipment,Ge Medical Systems Limited,1407593,625759,"189,903.08"
Department of Health,London North West Healthcare NHS Trust,10/03/2021,Capital,Estates/Building Works,Austin Turner And Co Ltd,1404783,62674,"98,261.09"
Department of Health,London North West Healthcare NHS Trust,10/03/2021,Capital,Estates/Building Works,Austin Turner And Co Ltd,1410415,62680,"61,028.71"
Department of Health,London North West Healthcare NHS Trust,29/03/2021,Capital,Estates/Building Works,Austin Turner And Co Ltd,1425424,62691,"53,488.92"
Department of Health,London North West Healthcare NHS Trust,29/03/2021,Capital,Estates/Building Works,Austin Turner And Co Ltd,1425422,62692,"270,430.13"
Department of Health,London North West Healthcare NHS Trust,29/03/2021,Capital,Estates/Building Works,Austin Turner And Co Ltd,1425423,62693,"54,267.69"
Department of Health,London North West Healthcare NHS Trust,29/03/2021,Capital,Estates/Building Works,Austin Turner And Co Ltd,1425421,62694,"470,747.44"
Department of Health,London North West Healthcare NHS Trust,29/03/2021,Capital,Estates/Building Works,Austin Turner And Co Ltd,1425425,62696,"28,550.63"
Department of Health,London North West Healthcare NHS Trust,29/03/2021,Capital,Estates/Building Works,Austin Turner And Co Ltd,1425420,62697,"75,249.28"
