Department,Entity,Date,Expenses Area,Expenses Type,Supplier,Transaction Reference,Their Reference,Amount
Department of Health,London North West Healthcare NHS Trust,29/07/2020,Depreciation\Provisions N.W.L,Nhsla Premium,Nhs Resolution,1302697,SICX402367,"1,847,441.00"
Department of Health,London North West Healthcare NHS Trust,01/07/2020,P.A.C.S N.W.L,P.A.C.S,Sectra Limited,1286259,SIN002403,"73,630.80"
Department of Health,London North West Healthcare NHS Trust,08/07/2020,P.A.C.S N.W.L,P.A.C.S,Sectra Limited,1290158,SIN002424,"73,630.80"
Department of Health,London North West Healthcare NHS Trust,15/07/2020,Clinical Risk,Subscriptions\Membership Fees,Datix Ltd,1291379,SIN002819,"99,784.69"
Department of Health,London North West Healthcare NHS Trust,06/07/2020,Clinical Risk,Subscriptions\Membership Fees,Datix Ltd,1299067,SIN002819**,"99,784.69"
Department of Health,London North West Healthcare NHS Trust,22/07/2020,Balance Sheet Lnwh,Pharmacy Stock Purchases,Alk-Abello Ltd,1297225,SIN102925262,"108,000.00"
Department of Health,London North West Healthcare NHS Trust,29/07/2020,Textile Services,Laundry Contract,Elis Uk Limited,1296351,SN3231230,"28,652.76"
Department of Health,London North West Healthcare NHS Trust,29/07/2020,Textile Services,Laundry Contract,Elis Uk Limited,1296352,SN3231244,"38,828.36"
Department of Health,London North West Healthcare NHS Trust,29/07/2020,Textile Services,Laundry Contract,Elis Uk Limited,1296353,SN3231327,"134,699.03"
Department of Health,London North West Healthcare NHS Trust,29/07/2020,Textile Services,Laundry Contract,Elis Uk Limited,1298354,SN3244587,"40,504.15"
Department of Health,London North West Healthcare NHS Trust,29/07/2020,Textile Services,Laundry Contract,Elis Uk Limited,1298617,SN3244627,"141,288.08"
Department of Health,London North West Healthcare NHS Trust,22/07/2020,Training & Development N.W.L,Training Costs,Traineasy.Com Limited,1293898,TEL3695,"38,604.00"
