Supplier,Department family,Date,Expense area,Expense type,Transaction Number,amount
Nhs Professionals Ltd,Planned Care,14/01/2021,Day Surgery Unit,Bank A&C - Band 2,1464644,"34,997.19"
Nhs Professionals Ltd,Womens,14/01/2021,Day Surgery Unit,Bank A&C - Band 2,1464644,"38,321.89"
Nhs Professionals Ltd,Clinical Support Service,14/01/2021,Macmillan Information Centre,Bank Nurse - Band 7,1464645,"2,189.16"
Nhs Professionals Ltd,Community,14/01/2021,Macmillan Information Centre,Bank Nurse - Band 7,1464645,"11,132.08"
Nhs Professionals Ltd,Corporate Directors,14/01/2021,Macmillan Information Centre,Bank Nurse - Band 7,1464645,"3,674.02"
Nhs Professionals Ltd,Emergency Services,14/01/2021,Macmillan Information Centre,Bank Nurse - Band 7,1464645,"3,358.58"
Nhs Professionals Ltd,Facilities,14/01/2021,Macmillan Information Centre,Bank Nurse - Band 7,1464645,"2,548.94"
Nhs Professionals Ltd,It,14/01/2021,Macmillan Information Centre,Bank Nurse - Band 7,1464645,824.34
Nhs Professionals Ltd,Medical,14/01/2021,Macmillan Information Centre,Bank Nurse - Band 7,1464645,"2,523.25"
Nhs Professionals Ltd,Planned Care,14/01/2021,Macmillan Information Centre,Bank Nurse - Band 7,1464645,"5,596.93"
Nhs Professionals Ltd,Womens,14/01/2021,Macmillan Information Centre,Bank Nurse - Band 7,1464645,"1,780.35"
Nhs Professionals Ltd,Anaesthetic/Theatres,21/01/2021,Day Surgery Unit,Agency Nurse - Band 6,1465569,"47,554.32"
Nhs Professionals Ltd,Childrens,21/01/2021,Day Surgery Unit,Agency Nurse - Band 6,1465569,910.49
Nhs Professionals Ltd,Community,21/01/2021,Day Surgery Unit,Agency Nurse - Band 6,1465569,"3,399.01"
Nhs Professionals Ltd,Emergency Services,21/01/2021,Day Surgery Unit,Agency Nurse - Band 6,1465569,"33,496.30"
Nhs Professionals Ltd,Medical,21/01/2021,Day Surgery Unit,Agency Nurse - Band 6,1465569,"34,340.38"
Nhs Professionals Ltd,Planned Care,21/01/2021,Day Surgery Unit,Agency Nurse - Band 6,1465569,"11,313.04"
Nhs Professionals Ltd,Womens,21/01/2021,Day Surgery Unit,Agency Nurse - Band 6,1465569,"19,502.81"
Nhs Professionals Ltd,Anaesthetic/Theatres,21/01/2021,Day Surgery Unit,Bank A&C - Band 2,1466139,"17,251.84"
Nhs Professionals Ltd,Childrens,21/01/2021,Day Surgery Unit,Bank A&C - Band 2,1466139,"5,384.31"
Nhs Professionals Ltd,Clinical Support Service,21/01/2021,Day Surgery Unit,Bank A&C - Band 2,1466139,"7,433.64"
Nhs Professionals Ltd,Community,21/01/2021,Day Surgery Unit,Bank A&C - Band 2,1466139,"20,382.34"
Nhs Professionals Ltd,Corporate Directors,21/01/2021,Day Surgery Unit,Bank A&C - Band 2,1466139,"31,348.56"
Nhs Professionals Ltd,Emergency Services,21/01/2021,Day Surgery Unit,Bank A&C - Band 2,1466139,"47,411.24"
Nhs Professionals Ltd,Facilities,21/01/2021,Day Surgery Unit,Bank A&C - Band 2,1466139,"20,966.45"
Nhs Professionals Ltd,Medical,21/01/2021,Day Surgery Unit,Bank A&C - Band 2,1466139,"97,577.11"
Nhs Professionals Ltd,Planned Care,21/01/2021,Day Surgery Unit,Bank A&C - Band 2,1466139,"50,817.40"
Nhs Professionals Ltd,Womens,21/01/2021,Day Surgery Unit,Bank A&C - Band 2,1466139,"37,049.27"
Nhs Professionals Ltd,Anaesthetic/Theatres,21/01/2021,Main Theatres 1-8,Bank Nurse - Band 2,1466140,"1,833.74"
Nhs Professionals Ltd,Clinical Support Service,21/01/2021,Main Theatres 1-8,Bank Nurse - Band 2,1466140,"1,255.66"
Nhs Professionals Ltd,Community,21/01/2021,Main Theatres 1-8,Bank Nurse - Band 2,1466140,"9,312.97"
Nhs Professionals Ltd,Corporate Directors,21/01/2021,Main Theatres 1-8,Bank Nurse - Band 2,1466140,"4,552.47"
Nhs Professionals Ltd,Emergency Services,21/01/2021,Main Theatres 1-8,Bank Nurse - Band 2,1466140,"4,171.71"
Nhs Professionals Ltd,Facilities,21/01/2021,Main Theatres 1-8,Bank Nurse - Band 2,1466140,"3,341.77"
Nhs Professionals Ltd,It,21/01/2021,Main Theatres 1-8,Bank Nurse - Band 2,1466140,696.09
Nhs Professionals Ltd,Medical,21/01/2021,Main Theatres 1-8,Bank Nurse - Band 2,1466140,"5,031.78"
Nhs Professionals Ltd,Planned Care,21/01/2021,Main Theatres 1-8,Bank Nurse - Band 2,1466140,"3,175.24"
Nhs Professionals Ltd,Womens,21/01/2021,Main Theatres 1-8,Bank Nurse - Band 2,1466140,"1,985.14"
Nhs Professionals Ltd,Anaesthetic/Theatres,27/01/2021,Day Surgery Unit,Agency Nurse - Band 6,1466962,"38,823.56"
Nhs Professionals Ltd,Childrens,27/01/2021,Day Surgery Unit,Agency Nurse - Band 6,1466962,"1,296.41"
Nhs Professionals Ltd,Community,27/01/2021,Day Surgery Unit,Agency Nurse - Band 6,1466962,"3,048.81"
Nhs Professionals Ltd,Emergency Services,27/01/2021,Day Surgery Unit,Agency Nurse - Band 6,1466962,"34,754.19"
Nhs Professionals Ltd,Medical,27/01/2021,Day Surgery Unit,Agency Nurse - Band 6,1466962,"30,989.40"
Nhs Professionals Ltd,Planned Care,27/01/2021,Day Surgery Unit,Agency Nurse - Band 6,1466962,"7,603.59"
Nhs Professionals Ltd,Womens,27/01/2021,Day Surgery Unit,Agency Nurse - Band 6,1466962,"13,268.67"
Paul Hartmann Ltd,Womens,27/01/2021,Continence Advisor,Incontinence & Stoma Products,1450170,"53,578.12"
Philips Healthcare,Corona Virus,21/01/2021,Corona Virus,Medical & Surgical Equip Gen,1465457,"26,082.00"
Primary Care Partners Ltd,Emergency Services,27/01/2021,E.D. / Ucc - Adults,At Medics,1453351,"35,860.00"
Primary Care Partners Ltd,Emergency Services,27/01/2021,E.D. / Ucc - Adults,At Medics,1460198,"28,545.00"
Rme Services Ltd,Corona Virus,27/01/2021,Swl Vaccine Programme,Building External Contract,1466821,"61,622.26"
Roche Products Ltd,Clinical Support Service,27/01/2021,Pharmacy- Drugs Issues,Drugs,1466871,"36,558.58"
Sectra Ltd,It,21/01/2021,Application Support,Computer - Maint & Licences,1464678,"87,360.00"
Shinetech Europe Ltd,Corona Virus,14/01/2021,Swl Vaccine Programme,Professional Fees,1464152,"41,700.00"
Softcat Ltd,It,21/01/2021,Application Support,Computer Software - Purchases,1453764,"83,234.36"
Solutions Asset Finance Ltd,Facilities,07/01/2021,Bed & Mattress Maint (Hil-Rom),Bed Hire,1460859,"50,915.58"
Solutions Asset Finance Ltd,Facilities,27/01/2021,Bed & Mattress Maint (Hil-Rom),Bed Hire,1466289,"50,915.58"
Supply Chain Coordination Ltd Consumables 101,Balance Sheet,07/01/2021,Balance Sheet,Mat Man Nhs Sc Reconciliation,1462419,"121,259.53"
Supply Chain Coordination Ltd Consumables 101,Balance Sheet,07/01/2021,Balance Sheet,Mat Man Nhs Sc Reconciliation,1462603,"135,503.33"
Supply Chain Coordination Ltd Consumables 101,Balance Sheet,07/01/2021,Balance Sheet,Mat Man Nhs Sc Reconciliation,1462605,"142,219.44"
Supply Chain Coordination Ltd Consumables 101,Balance Sheet,07/01/2021,Balance Sheet,Mat Man Nhs Sc Reconciliation,1462609,"91,411.38"
Supply Chain Coordination Ltd Consumables 101,Balance Sheet,21/01/2021,Balance Sheet,Mat Man Nhs Sc Reconciliation,1464215,"212,393.17"
Supply Chain Coordination Ltd Consumables 101,Balance Sheet,27/01/2021,Balance Sheet,Mat Man Nhs Sc Reconciliation,1465701,"223,206.30"
Total Gas & Power,Facilities,27/01/2021,Energy - Cuh,Gas,1466566,"106,137.30"
Troup Bywaters And Anders,Balance Sheet,14/01/2021,Balance Sheet,Additions - Assets Under Const,1463397,"50,000.00"
