Supplier,Department family,Date,Expense area,Expense type,Transaction Number,amount
Nhs Professionals Ltd,Anaesthetic/Theatres,10/12/2020,Day Surgery Unit,Agency Nurse - Band 6,1458885,"50,167.34"
Nhs Professionals Ltd,Community,10/12/2020,Day Surgery Unit,Agency Nurse - Band 6,1458885,"4,145.77"
Nhs Professionals Ltd,Childrens,10/12/2020,Day Surgery Unit,Agency Nurse - Band 6,1458885,"3,239.96"
Nhs Professionals Ltd,Planned Care,10/12/2020,Day Surgery Unit,Agency Nurse - Band 6,1458885,"16,436.13"
Nhs Professionals Ltd,Womens,10/12/2020,Day Surgery Unit,Agency Nurse - Band 6,1458885,"14,799.96"
Nhs Professionals Ltd,Medical,10/12/2020,Day Surgery Unit,Agency Nurse - Band 6,1458885,"54,334.63"
Nhs Professionals Ltd,Corporate Directors,10/12/2020,Day Surgery Unit,Bank A&C - Band 2,1459147,"34,417.60"
Nhs Professionals Ltd,Facilities,10/12/2020,Day Surgery Unit,Bank A&C - Band 2,1459147,"24,959.44"
Nhs Professionals Ltd,Emergency Services,10/12/2020,Day Surgery Unit,Bank A&C - Band 2,1459147,"53,113.75"
Nhs Professionals Ltd,Anaesthetic/Theatres,10/12/2020,Day Surgery Unit,Bank A&C - Band 2,1459147,"30,099.57"
Nhs Professionals Ltd,Community,10/12/2020,Day Surgery Unit,Bank A&C - Band 2,1459147,"15,840.22"
Nhs Professionals Ltd,Clinical Support Service,10/12/2020,Day Surgery Unit,Bank A&C - Band 2,1459147,"10,632.24"
Nhs Professionals Ltd,Childrens,10/12/2020,Day Surgery Unit,Bank A&C - Band 2,1459147,"12,251.64"
Nhs Professionals Ltd,Planned Care,10/12/2020,Day Surgery Unit,Bank A&C - Band 2,1459147,"37,398.86"
Nhs Professionals Ltd,Womens,10/12/2020,Day Surgery Unit,Bank A&C - Band 2,1459147,"45,894.31"
Nhs Professionals Ltd,Medical,10/12/2020,Day Surgery Unit,Bank A&C - Band 2,1459147,"114,146.99"
Nhs Professionals Ltd,Emergency Services,17/12/2020,Day Surgery Unit,Agency Nurse - Band 6,1459889,"31,894.50"
Nhs Professionals Ltd,Anaesthetic/Theatres,17/12/2020,Day Surgery Unit,Agency Nurse - Band 6,1459889,"42,860.99"
Nhs Professionals Ltd,Community,17/12/2020,Day Surgery Unit,Agency Nurse - Band 6,1459889,"4,889.48"
Nhs Professionals Ltd,Childrens,17/12/2020,Day Surgery Unit,Agency Nurse - Band 6,1459889,"2,942.74"
Nhs Professionals Ltd,Planned Care,17/12/2020,Day Surgery Unit,Agency Nurse - Band 6,1459889,"7,534.63"
Nhs Professionals Ltd,Womens,17/12/2020,Day Surgery Unit,Agency Nurse - Band 6,1459889,"15,104.96"
Nhs Professionals Ltd,Medical,17/12/2020,Day Surgery Unit,Agency Nurse - Band 6,1459889,"44,459.54"
Nhs Professionals Ltd,Corporate Directors,17/12/2020,Day Surgery Unit,Bank A&C - Band 2,1460093,"15,769.26"
Nhs Professionals Ltd,Facilities,17/12/2020,Day Surgery Unit,Bank A&C - Band 2,1460093,"28,507.92"
Nhs Professionals Ltd,Emergency Services,17/12/2020,Day Surgery Unit,Bank A&C - Band 2,1460093,"56,519.32"
Nhs Professionals Ltd,Anaesthetic/Theatres,17/12/2020,Day Surgery Unit,Bank A&C - Band 2,1460093,"26,727.07"
Nhs Professionals Ltd,Community,17/12/2020,Day Surgery Unit,Bank A&C - Band 2,1460093,"20,198.92"
Nhs Professionals Ltd,Clinical Support Service,17/12/2020,Day Surgery Unit,Bank A&C - Band 2,1460093,"9,447.48"
Nhs Professionals Ltd,Childrens,17/12/2020,Day Surgery Unit,Bank A&C - Band 2,1460093,"8,379.21"
Nhs Professionals Ltd,Planned Care,17/12/2020,Day Surgery Unit,Bank A&C - Band 2,1460093,"41,815.45"
Nhs Professionals Ltd,Womens,17/12/2020,Day Surgery Unit,Bank A&C - Band 2,1460093,"33,552.84"
Nhs Professionals Ltd,Medical,17/12/2020,Day Surgery Unit,Bank A&C - Band 2,1460093,"98,014.93"
Nhs Professionals Ltd,Emergency Services,29/12/2020,Day Surgery Unit,Agency Nurse - Band 6,1460994,"38,434.68"
Nhs Professionals Ltd,Anaesthetic/Theatres,29/12/2020,Day Surgery Unit,Agency Nurse - Band 6,1460994,"42,661.61"
Nhs Professionals Ltd,Community,29/12/2020,Day Surgery Unit,Agency Nurse - Band 6,1460994,"4,776.56"
Nhs Professionals Ltd,Childrens,29/12/2020,Day Surgery Unit,Agency Nurse - Band 6,1460994,"2,497.78"
Nhs Professionals Ltd,Planned Care,29/12/2020,Day Surgery Unit,Agency Nurse - Band 6,1460994,"3,158.96"
Nhs Professionals Ltd,Womens,29/12/2020,Day Surgery Unit,Agency Nurse - Band 6,1460994,"19,155.21"
Nhs Professionals Ltd,Medical,29/12/2020,Day Surgery Unit,Agency Nurse - Band 6,1460994,"43,963.41"
Nhs Professionals Ltd,It,29/12/2020,Day Surgery Unit,Bank A&C - Band 2,1461476,"2,335.63"
Nhs Professionals Ltd,Corporate Directors,29/12/2020,Day Surgery Unit,Bank A&C - Band 2,1461476,"34,154.45"
Nhs Professionals Ltd,Facilities,29/12/2020,Day Surgery Unit,Bank A&C - Band 2,1461476,"24,727.22"
Nhs Professionals Ltd,Emergency Services,29/12/2020,Day Surgery Unit,Bank A&C - Band 2,1461476,"42,327.06"
Nhs Professionals Ltd,Anaesthetic/Theatres,29/12/2020,Day Surgery Unit,Bank A&C - Band 2,1461476,"25,698.62"
Nhs Professionals Ltd,Community,29/12/2020,Day Surgery Unit,Bank A&C - Band 2,1461476,"21,388.72"
Nhs Professionals Ltd,Clinical Support Service,29/12/2020,Day Surgery Unit,Bank A&C - Band 2,1461476,"9,048.77"
Nhs Professionals Ltd,Childrens,29/12/2020,Day Surgery Unit,Bank A&C - Band 2,1461476,"8,756.06"
Nhs Professionals Ltd,Planned Care,29/12/2020,Day Surgery Unit,Bank A&C - Band 2,1461476,"32,761.15"
Nhs Professionals Ltd,Womens,29/12/2020,Day Surgery Unit,Bank A&C - Band 2,1461476,"42,169.48"
Nhs Professionals Ltd,Medical,29/12/2020,Day Surgery Unit,Bank A&C - Band 2,1461476,"97,301.06"
Nhs Professionals Ltd,Balance Sheet,29/12/2020,Balance Sheet,Nhs Professionals - Payments,1461385,"50,000.00"
Nhs Professionals Ltd,Corporate Directors,10/12/2020,Macmillan Information Centre,Bank Nurse - Band 7,1459152,"2,912.09"
Nhs Professionals Ltd,Facilities,10/12/2020,Macmillan Information Centre,Bank Nurse - Band 7,1459152,"1,878.51"
Nhs Professionals Ltd,Emergency Services,10/12/2020,Macmillan Information Centre,Bank Nurse - Band 7,1459152,"5,167.82"
Nhs Professionals Ltd,Community,10/12/2020,Macmillan Information Centre,Bank Nurse - Band 7,1459152,"8,973.37"
Nhs Professionals Ltd,Clinical Support Service,10/12/2020,Macmillan Information Centre,Bank Nurse - Band 7,1459152,920.58
Nhs Professionals Ltd,Planned Care,10/12/2020,Macmillan Information Centre,Bank Nurse - Band 7,1459152,"13,991.46"
Nhs Professionals Ltd,Womens,10/12/2020,Macmillan Information Centre,Bank Nurse - Band 7,1459152,695.43
Nhs Professionals Ltd,Medical,10/12/2020,Macmillan Information Centre,Bank Nurse - Band 7,1459152,"2,340.19"
Nhs Professionals Ltd,Corporate Directors,17/12/2020,Macmillan Information Centre,Bank Nurse - Band 7,1460094,"4,035.22"
Nhs Professionals Ltd,Facilities,17/12/2020,Macmillan Information Centre,Bank Nurse - Band 7,1460094,"1,614.12"
Nhs Professionals Ltd,Emergency Services,17/12/2020,Macmillan Information Centre,Bank Nurse - Band 7,1460094,"3,678.72"
Nhs Professionals Ltd,Community,17/12/2020,Macmillan Information Centre,Bank Nurse - Band 7,1460094,"7,894.79"
Nhs Professionals Ltd,Clinical Support Service,17/12/2020,Macmillan Information Centre,Bank Nurse - Band 7,1460094,"1,029.95"
Nhs Professionals Ltd,Planned Care,17/12/2020,Macmillan Information Centre,Bank Nurse - Band 7,1460094,"10,475.26"
Nhs Professionals Ltd,Womens,17/12/2020,Macmillan Information Centre,Bank Nurse - Band 7,1460094,"1,381.09"
Nhs Professionals Ltd,Medical,17/12/2020,Macmillan Information Centre,Bank Nurse - Band 7,1460094,"4,569.16"
Nhs Professionals Ltd,Corporate Directors,29/12/2020,Macmillan Information Centre,Bank Nurse - Band 7,1461475,"2,671.06"
Nhs Professionals Ltd,Facilities,29/12/2020,Macmillan Information Centre,Bank Nurse - Band 7,1461475,"1,360.69"
Nhs Professionals Ltd,Emergency Services,29/12/2020,Macmillan Information Centre,Bank Nurse - Band 7,1461475,"3,212.75"
Nhs Professionals Ltd,Community,29/12/2020,Macmillan Information Centre,Bank Nurse - Band 7,1461475,"8,952.87"
Nhs Professionals Ltd,Clinical Support Service,29/12/2020,Macmillan Information Centre,Bank Nurse - Band 7,1461475,198.27
Nhs Professionals Ltd,Planned Care,29/12/2020,Macmillan Information Centre,Bank Nurse - Band 7,1461475,"11,332.48"
Nhs Professionals Ltd,Womens,29/12/2020,Macmillan Information Centre,Bank Nurse - Band 7,1461475,"3,228.84"
Nhs Professionals Ltd,Medical,29/12/2020,Macmillan Information Centre,Bank Nurse - Band 7,1461475,"3,291.83"
Nhs Professionals Ltd,Corporate Directors,03/12/2020,Outpatients Cuh,Bank Nurse - Band 2,1457979,"3,015.21"
Nhs Professionals Ltd,Facilities,03/12/2020,Outpatients Cuh,Bank Nurse - Band 2,1457979,"1,726.28"
Nhs Professionals Ltd,Emergency Services,03/12/2020,Outpatients Cuh,Bank Nurse - Band 2,1457979,"6,332.97"
Nhs Professionals Ltd,Community,03/12/2020,Outpatients Cuh,Bank Nurse - Band 2,1457979,"9,428.05"
Nhs Professionals Ltd,Clinical Support Service,03/12/2020,Outpatients Cuh,Bank Nurse - Band 2,1457979,170.33
Nhs Professionals Ltd,Planned Care,03/12/2020,Outpatients Cuh,Bank Nurse - Band 2,1457979,"10,583.93"
Nhs Professionals Ltd,Womens,03/12/2020,Outpatients Cuh,Bank Nurse - Band 2,1457979,"1,052.80"
Nhs Professionals Ltd,Medical,03/12/2020,Outpatients Cuh,Bank Nurse - Band 2,1457979,652.24
Paul Hartmann Ltd,Womens,10/12/2020,Obst. & Gynae. Medical,Carriage Charge,1442450,"36,734.42"
Paul Hartmann Ltd,Womens,10/12/2020,Obst. & Gynae. Medical,Carriage Charge,1455123,"49,136.91"
Primary Care Partners Ltd,Emergency Services,29/12/2020,Adult Ucc,At Medics,1460195,"231,385.00"
Softcat Ltd,It,17/12/2020,"It Hardware,Software&Licensing",Computer - Maint & Licences,1456263,"108,965.00"
St Christophers Hospice,Planned Care,17/12/2020,Palliative Care,Consultant,1415084,"27,933.60"
Supply Chain Coordination Ltd Consumables 101,Balance Sheet,10/12/2020,Balance Sheet,Mat Man Nhs Sc Reconciliation,1457217,"115,019.61"
Supply Chain Coordination Ltd Consumables 101,Balance Sheet,10/12/2020,Balance Sheet,Mat Man Nhs Sc Reconciliation,1458958,"128,079.63"
Supply Chain Coordination Ltd Consumables 101,Balance Sheet,10/12/2020,Balance Sheet,Mat Man Nhs Sc Reconciliation,1459063,"149,421.46"
Supply Chain Coordination Ltd Consumables 101,Balance Sheet,10/12/2020,Balance Sheet,Mat Man Nhs Sc Reconciliation,1459068,"105,962.33"
Supply Chain Coordination Ltd Consumables 101,Balance Sheet,10/12/2020,Balance Sheet,Mat Man Nhs Sc Reconciliation,1459075,"264,080.87"
Supply Chain Coordination Ltd Consumables 101,Balance Sheet,10/12/2020,Balance Sheet,Mat Man Nhs Sc Reconciliation,1459078,"90,862.35"
Total Gas & Power,Facilities,03/12/2020,Energy - Cuh,Gas,1457287,"83,450.80"
Total Gas & Power,Facilities,29/12/2020,Energy - Cuh,Gas,1461300,"87,267.09"
Veolia Energy And Utility Services Uk Plc,Facilities,10/12/2020,Energy Centre Running Costs,Professional Fees,1456353,"29,628.54"
Veolia Energy And Utility Services Uk Plc,Facilities,10/12/2020,Energy Centre Running Costs,Professional Fees,1458586,"27,238.34"
Virgin Media Payments Ltd,It,03/12/2020,Application Support,Telephone / Pager,1438962,"36,006.55"
Virgin Media Payments Ltd,It,03/12/2020,Application Support,Telephone / Pager,1455492,"101,726.20"
