Supplier,Department family,Date,Expense area,Expense type,Transaction Number,amount
Nhs Professionals Ltd,Emergency Services,05/11/2020,Day Surgery Unit,Bank A&C - Band 3,1451514,"1,719"
Nhs Professionals Ltd,Anaesthetic/Theatres,05/11/2020,Day Surgery Unit,Bank A&C - Band 3,1451514,"1,211"
Nhs Professionals Ltd,Community,05/11/2020,Day Surgery Unit,Bank A&C - Band 3,1451514,"10,797"
Nhs Professionals Ltd,Clinical Support Service,05/11/2020,Day Surgery Unit,Bank A&C - Band 3,1451514,283
Nhs Professionals Ltd,Planned Care,05/11/2020,Day Surgery Unit,Bank A&C - Band 3,1451514,"9,157"
Nhs Professionals Ltd,Womens,05/11/2020,Day Surgery Unit,Bank A&C - Band 3,1451514,"1,961"
Nhs Professionals Ltd,Medical,05/11/2020,Day Surgery Unit,Bank A&C - Band 3,1451514,239
Nhs Professionals Ltd,Corporate Directors,05/11/2020,Day Surgery Unit,Bank A&C - Band 3,1452388,"30,408"
Nhs Professionals Ltd,Facilities,05/11/2020,Day Surgery Unit,Bank A&C - Band 3,1452388,"20,138"
Nhs Professionals Ltd,Emergency Services,05/11/2020,Day Surgery Unit,Bank A&C - Band 3,1452388,"55,160"
Nhs Professionals Ltd,Anaesthetic/Theatres,05/11/2020,Day Surgery Unit,Bank A&C - Band 3,1452388,"17,828"
Nhs Professionals Ltd,Community,05/11/2020,Day Surgery Unit,Bank A&C - Band 3,1452388,"17,232"
Nhs Professionals Ltd,Clinical Support Service,05/11/2020,Day Surgery Unit,Bank A&C - Band 3,1452388,"10,452"
Nhs Professionals Ltd,Childrens,05/11/2020,Day Surgery Unit,Bank A&C - Band 3,1452388,"6,094"
Nhs Professionals Ltd,Planned Care,05/11/2020,Day Surgery Unit,Bank A&C - Band 3,1452388,"35,099"
Nhs Professionals Ltd,Womens,05/11/2020,Day Surgery Unit,Bank A&C - Band 3,1452388,"41,971"
Nhs Professionals Ltd,Medical,05/11/2020,Day Surgery Unit,Bank A&C - Band 3,1452388,"97,872"
Nhs Professionals Ltd,Emergency Services,12/11/2020,Day Surgery Unit,Agency Nurse - Band 6,1453826,"44,754"
Nhs Professionals Ltd,Anaesthetic/Theatres,12/11/2020,Day Surgery Unit,Agency Nurse - Band 6,1453826,"50,842"
Nhs Professionals Ltd,Community,12/11/2020,Day Surgery Unit,Agency Nurse - Band 6,1453826,"3,780"
Nhs Professionals Ltd,Childrens,12/11/2020,Day Surgery Unit,Agency Nurse - Band 6,1453826,"2,764"
Nhs Professionals Ltd,Planned Care,12/11/2020,Day Surgery Unit,Agency Nurse - Band 6,1453826,"12,954"
Nhs Professionals Ltd,Womens,12/11/2020,Day Surgery Unit,Agency Nurse - Band 6,1453826,"19,791"
Nhs Professionals Ltd,Medical,12/11/2020,Day Surgery Unit,Agency Nurse - Band 6,1453826,"43,755"
Nhs Professionals Ltd,Emergency Services,19/11/2020,Day Surgery Unit,Agency Nurse - Band 6,1454981,"36,807"
Nhs Professionals Ltd,Anaesthetic/Theatres,19/11/2020,Day Surgery Unit,Agency Nurse - Band 6,1454981,"48,739"
Nhs Professionals Ltd,Community,19/11/2020,Day Surgery Unit,Agency Nurse - Band 6,1454981,"4,127"
Nhs Professionals Ltd,Childrens,19/11/2020,Day Surgery Unit,Agency Nurse - Band 6,1454981,"4,502"
Nhs Professionals Ltd,Planned Care,19/11/2020,Day Surgery Unit,Agency Nurse - Band 6,1454981,"7,628"
Nhs Professionals Ltd,Womens,19/11/2020,Day Surgery Unit,Agency Nurse - Band 6,1454981,"8,640"
Nhs Professionals Ltd,Medical,19/11/2020,Day Surgery Unit,Agency Nurse - Band 6,1454981,"34,449"
Nhs Professionals Ltd,Corporate Directors,19/11/2020,Day Surgery Unit,Bank A&C - Band 2,1454950,"21,596"
Nhs Professionals Ltd,Facilities,19/11/2020,Day Surgery Unit,Bank A&C - Band 2,1454950,"33,501"
Nhs Professionals Ltd,Emergency Services,19/11/2020,Day Surgery Unit,Bank A&C - Band 2,1454950,"54,960"
Nhs Professionals Ltd,Anaesthetic/Theatres,19/11/2020,Day Surgery Unit,Bank A&C - Band 2,1454950,"19,547"
Nhs Professionals Ltd,Community,19/11/2020,Day Surgery Unit,Bank A&C - Band 2,1454950,"18,525"
Nhs Professionals Ltd,Clinical Support Service,19/11/2020,Day Surgery Unit,Bank A&C - Band 2,1454950,"6,586"
Nhs Professionals Ltd,Childrens,19/11/2020,Day Surgery Unit,Bank A&C - Band 2,1454950,"6,943"
Nhs Professionals Ltd,Planned Care,19/11/2020,Day Surgery Unit,Bank A&C - Band 2,1454950,"36,205"
Nhs Professionals Ltd,Womens,19/11/2020,Day Surgery Unit,Bank A&C - Band 2,1454950,"37,564"
Nhs Professionals Ltd,Medical,19/11/2020,Day Surgery Unit,Bank A&C - Band 2,1454950,"98,878"
Nhs Professionals Ltd,Emergency Services,26/11/2020,Day Surgery Unit,Agency Nurse - Band 6,1456217,"36,126"
Nhs Professionals Ltd,Anaesthetic/Theatres,26/11/2020,Day Surgery Unit,Agency Nurse - Band 6,1456217,"46,707"
Nhs Professionals Ltd,Community,26/11/2020,Day Surgery Unit,Agency Nurse - Band 6,1456217,"5,367"
Nhs Professionals Ltd,Childrens,26/11/2020,Day Surgery Unit,Agency Nurse - Band 6,1456217,"4,511"
Nhs Professionals Ltd,Planned Care,26/11/2020,Day Surgery Unit,Agency Nurse - Band 6,1456217,"6,412"
Nhs Professionals Ltd,Womens,26/11/2020,Day Surgery Unit,Agency Nurse - Band 6,1456217,"18,126"
Nhs Professionals Ltd,Medical,26/11/2020,Day Surgery Unit,Agency Nurse - Band 6,1456217,"31,874"
Nhs Professionals Ltd,Corporate Directors,26/11/2020,Day Surgery Unit,Bank A&C - Band 2,1456198,"27,716"
Nhs Professionals Ltd,Facilities,26/11/2020,Day Surgery Unit,Bank A&C - Band 2,1456198,"28,198"
Nhs Professionals Ltd,Emergency Services,26/11/2020,Day Surgery Unit,Bank A&C - Band 2,1456198,"53,482"
Nhs Professionals Ltd,Anaesthetic/Theatres,26/11/2020,Day Surgery Unit,Bank A&C - Band 2,1456198,"14,107"
Nhs Professionals Ltd,Community,26/11/2020,Day Surgery Unit,Bank A&C - Band 2,1456198,"16,281"
Nhs Professionals Ltd,Clinical Support Service,26/11/2020,Day Surgery Unit,Bank A&C - Band 2,1456198,"9,812"
Nhs Professionals Ltd,Childrens,26/11/2020,Day Surgery Unit,Bank A&C - Band 2,1456198,"12,332"
Nhs Professionals Ltd,Planned Care,26/11/2020,Day Surgery Unit,Bank A&C - Band 2,1456198,"37,897"
Nhs Professionals Ltd,Womens,26/11/2020,Day Surgery Unit,Bank A&C - Band 2,1456198,"35,402"
Nhs Professionals Ltd,Medical,26/11/2020,Day Surgery Unit,Bank A&C - Band 2,1456198,"101,711"
Nhs Professionals Ltd,Corporate Directors,26/11/2020,Day Surgery Unit,Bank A&C - Band 2,1456399,"32,446"
Nhs Professionals Ltd,Facilities,26/11/2020,Day Surgery Unit,Bank A&C - Band 2,1456399,"26,474"
Nhs Professionals Ltd,Emergency Services,26/11/2020,Day Surgery Unit,Bank A&C - Band 2,1456399,"52,065"
Nhs Professionals Ltd,Anaesthetic/Theatres,26/11/2020,Day Surgery Unit,Bank A&C - Band 2,1456399,"29,445"
Nhs Professionals Ltd,Community,26/11/2020,Day Surgery Unit,Bank A&C - Band 2,1456399,"24,793"
Nhs Professionals Ltd,Clinical Support Service,26/11/2020,Day Surgery Unit,Bank A&C - Band 2,1456399,"7,963"
Nhs Professionals Ltd,Childrens,26/11/2020,Day Surgery Unit,Bank A&C - Band 2,1456399,"7,348"
Nhs Professionals Ltd,Planned Care,26/11/2020,Day Surgery Unit,Bank A&C - Band 2,1456399,"37,493"
Nhs Professionals Ltd,Womens,26/11/2020,Day Surgery Unit,Bank A&C - Band 2,1456399,"40,077"
Nhs Professionals Ltd,Medical,26/11/2020,Day Surgery Unit,Bank A&C - Band 2,1456399,"102,219"
Nhs Professionals Ltd,Corporate Directors,19/11/2020,Pod9 - Acute & Community Paeds,Bank A&C - Band 3,1454991,"3,094"
Nhs Professionals Ltd,Facilities,19/11/2020,Pod9 - Acute & Community Paeds,Bank A&C - Band 3,1454991,344
Nhs Professionals Ltd,Emergency Services,19/11/2020,Pod9 - Acute & Community Paeds,Bank A&C - Band 3,1454991,"2,185"
Nhs Professionals Ltd,Community,19/11/2020,Pod9 - Acute & Community Paeds,Bank A&C - Band 3,1454991,"9,297"
Nhs Professionals Ltd,Clinical Support Service,19/11/2020,Pod9 - Acute & Community Paeds,Bank A&C - Band 3,1454991,"2,431"
Nhs Professionals Ltd,Childrens,19/11/2020,Pod9 - Acute & Community Paeds,Bank A&C - Band 3,1454991,102
Nhs Professionals Ltd,Planned Care,19/11/2020,Pod9 - Acute & Community Paeds,Bank A&C - Band 3,1454991,"11,925"
Nhs Professionals Ltd,Womens,19/11/2020,Pod9 - Acute & Community Paeds,Bank A&C - Band 3,1454991,728
Nhs Professionals Ltd,Medical,19/11/2020,Pod9 - Acute & Community Paeds,Bank A&C - Band 3,1454991,523
Nhs Professionals Ltd,Corporate Directors,26/11/2020,Macmillan Information Centre,Bank Nurse - Band 7,1456200,"3,706"
Nhs Professionals Ltd,Facilities,26/11/2020,Macmillan Information Centre,Bank Nurse - Band 7,1456200,"1,183"
Nhs Professionals Ltd,Emergency Services,26/11/2020,Macmillan Information Centre,Bank Nurse - Band 7,1456200,"3,215"
Nhs Professionals Ltd,Community,26/11/2020,Macmillan Information Centre,Bank Nurse - Band 7,1456200,"10,572"
Nhs Professionals Ltd,Clinical Support Service,26/11/2020,Macmillan Information Centre,Bank Nurse - Band 7,1456200,588
Nhs Professionals Ltd,Planned Care,26/11/2020,Macmillan Information Centre,Bank Nurse - Band 7,1456200,"14,043"
Nhs Professionals Ltd,Womens,26/11/2020,Macmillan Information Centre,Bank Nurse - Band 7,1456200,"1,431"
Nhs Professionals Ltd,Corporate Directors,26/11/2020,Macmillan Information Centre,Bank Nurse - Band 7,1456401,"3,123"
Nhs Professionals Ltd,Facilities,26/11/2020,Macmillan Information Centre,Bank Nurse - Band 7,1456401,"1,617"
Nhs Professionals Ltd,Emergency Services,26/11/2020,Macmillan Information Centre,Bank Nurse - Band 7,1456401,"3,416"
Nhs Professionals Ltd,Community,26/11/2020,Macmillan Information Centre,Bank Nurse - Band 7,1456401,"11,006"
Nhs Professionals Ltd,Clinical Support Service,26/11/2020,Macmillan Information Centre,Bank Nurse - Band 7,1456401,"2,168"
Nhs Professionals Ltd,Planned Care,26/11/2020,Macmillan Information Centre,Bank Nurse - Band 7,1456401,"9,003"
Nhs Professionals Ltd,Womens,26/11/2020,Macmillan Information Centre,Bank Nurse - Band 7,1456401,"1,778"
Nhs Professionals Ltd,Medical,26/11/2020,Macmillan Information Centre,Bank Nurse - Band 7,1456401,686
Pentax Uk Limited,Medical,05/11/2020,Endoscopy Unit-Cbu1,Med & Surg Equipment - Maint,1452355,"26,619"
Pentax Uk Limited,Medical,26/11/2020,Endoscopy Unit-Cbu1,Med & Surg Equipment - Maint,1456041,"25,503"
Primary Care Partners Ltd,Emergency Services,19/11/2020,Adult Ucc,At Medics,1453336,"211,442"
Primary Care Partners Ltd,Emergency Services,19/11/2020,Adult Ucc,At Medics,1453337,"34,047"
Primary Care Partners Ltd,Emergency Services,19/11/2020,Adult Ucc,At Medics,1453338,"211,442"
Primary Care Partners Ltd,Emergency Services,19/11/2020,Adult Ucc,At Medics,1453339,"34,047"
Sectra Ltd,It,05/11/2020,Application Support,Computer - Maint & Licences,1451765,"87,360"
Sectra Ltd,It,05/11/2020,Application Support,Computer - Maint & Licences,1451767,"87,360"
Solutions Asset Finance Ltd,Facilities,12/11/2020,Bed & Mattress Maint (Hil-Rom),Bed Hire,1453413,"50,916"
Solutions Asset Finance Ltd,Facilities,12/11/2020,Bed & Mattress Maint (Hil-Rom),Bed Hire,1453415,"50,916"
Solutions Asset Finance Ltd,Facilities,26/11/2020,Bed & Mattress Maint (Hil-Rom),Bed Hire,1454405,"50,916"
Supply Chain Coordination Limited Capital 905,Medical,26/11/2020,Endoscopy Unit-Cbu1,Medical & Surgical Equip Gen,1455619,"282,510"
Supply Chain Coordination Ltd Consumables 101,Balance Sheet,05/11/2020,Balance Sheet,Mat Man Nhs Sc Reconciliation,1451186,"128,670"
Supply Chain Coordination Ltd Consumables 101,Balance Sheet,12/11/2020,Balance Sheet,Mat Man Nhs Sc Reconciliation,1452073,"103,999"
Supply Chain Coordination Ltd Consumables 101,Balance Sheet,19/11/2020,Balance Sheet,Mat Man Nhs Sc Reconciliation,1453843,"120,351"
Synapps Solutions Limited,It,26/11/2020,Application Support,Computer - Maint & Licences,1456316,"165,840"
T&B (Contractors) Limited,Balance Sheet,26/11/2020,Balance Sheet,Additions - Assets Under Const,1454406,"46,164"
The London Women'S Clinic,Womens,12/11/2020,Ivf,Referral Tests,1453679,"42,950"
Total Gas & Power,Facilities,05/11/2020,Energy - Cuh,Gas,1451988,"51,067"
