Supplier,Department family,Date,Expense area,Expense type,Transaction Number,amount
Nhs Professionals Ltd,Anaesthetic/Theatres,13/08/2020,Main Theatres 1-8,Bank Odp Band 6,1437544,476
Nhs Professionals Ltd,Community,13/08/2020,Main Theatres 1-8,Bank Odp Band 6,1437544,"4,861"
Nhs Professionals Ltd,Clinical Support Service,13/08/2020,Main Theatres 1-8,Bank Odp Band 6,1437544,733
Nhs Professionals Ltd,Planned Care,13/08/2020,Main Theatres 1-8,Bank Odp Band 6,1437544,"12,996"
Nhs Professionals Ltd,Womens,13/08/2020,Main Theatres 1-8,Bank Odp Band 6,1437544,"6,407"
Nhs Professionals Ltd,Medical,13/08/2020,Main Theatres 1-8,Bank Odp Band 6,1437544,"6,788"
Nhs Professionals Ltd,Corporate Directors,13/08/2020,Icn - Croydon Team,Bank Nurse - Band 3,1438672,"1,742"
Nhs Professionals Ltd,Facilities,13/08/2020,Icn - Croydon Team,Bank Nurse - Band 3,1438672,"1,352"
Nhs Professionals Ltd,Emergency Services,13/08/2020,Icn - Croydon Team,Bank Nurse - Band 3,1438672,522
Nhs Professionals Ltd,Community,13/08/2020,Icn - Croydon Team,Bank Nurse - Band 3,1438672,"5,388"
Nhs Professionals Ltd,Planned Care,13/08/2020,Icn - Croydon Team,Bank Nurse - Band 3,1438672,"10,015"
Nhs Professionals Ltd,Womens,13/08/2020,Icn - Croydon Team,Bank Nurse - Band 3,1438672,"2,375"
Nhs Professionals Ltd,Medical,13/08/2020,Icn - Croydon Team,Bank Nurse - Band 3,1438672,"10,586"
Paul Hartmann Ltd,Womens,20/08/2020,Continence Advisor,Incontinence & Stoma Products,1437530,"44,604"
Pea Soup Hosting Limited,It,20/08/2020,It System Support,Computer - Maint & Licences,1439129,"38,410"
Pentax Uk Limited,Balance Sheet,13/08/2020,Balance Sheet,Additions - Plant & Machinery,1432955,"48,175"
Scribetech (Uk) Ltd,Clinical Support Service,20/08/2020,Clinical Typing Service,Professional Fees,1438937,"177,935"
St Christophers Hospice,Income & Reserves,06/08/2020,Npbr Other Non-Acute Inc,Professional Fees,1436463,"30,495"
Supply Chain Coordination Ltd Consumables 101,Balance Sheet,06/08/2020,Balance Sheet,Mat Man Nhs Sc Reconciliation,1434138,"67,567"
Supply Chain Coordination Ltd Consumables 101,Balance Sheet,06/08/2020,Balance Sheet,Mat Man Nhs Sc Reconciliation,1436332,"73,178"
Supply Chain Coordination Ltd Consumables 101,Balance Sheet,26/08/2020,Balance Sheet,Mat Man Nhs Sc Reconciliation,1438113,"65,445"
Supply Chain Coordination Ltd Consumables 101,Balance Sheet,26/08/2020,Balance Sheet,Mat Man Nhs Sc Reconciliation,1438776,"108,447"
Supply Chain Coordination Ltd Consumables 101,Balance Sheet,26/08/2020,Balance Sheet,Mat Man Nhs Sc Reconciliation,1438928,"71,099"
Supply Chain Coordination Ltd Maintenance 201,Clinical Support Service,20/08/2020,Radiography,Medical & Surgical Equip Gen,1434118,"178,988"
Supply Chain Coordination Ltd Maintenance 201,Clinical Support Service,20/08/2020,Radiography,Medical & Surgical Equip Gen,1438112,"41,191"
Therapy Equipment Ltd,Corporate Directors,13/08/2020,Corona Virus,Carriage Charge,1434042,"39,033"
Total Gas & Power,Facilities,26/08/2020,Energy - Cuh,Gas,1439701,"188,628"
Veolia Energy And Utility Services Uk Plc,Facilities,06/08/2020,Energy Centre Running Costs,Professional Fees,1432970,"29,993"
