Supplier,Department family,Date,Expense area,Expense type,Transaction Number,amount
Nhs Professionals Ltd,Womens,10/09/2020,Day Surgery Unit,Bank A&C - Band 2,1442424,"53,781"
Nhs Professionals Ltd,Medical,10/09/2020,Day Surgery Unit,Bank A&C - Band 2,1442424,"115,478"
Nhs Professionals Ltd,Corporate Directors,17/09/2020,Day Surgery Unit,Agency Nurse - Band 5,1442934,"1,327"
Nhs Professionals Ltd,Emergency Services,17/09/2020,Day Surgery Unit,Agency Nurse - Band 5,1442934,"29,092"
Nhs Professionals Ltd,Anaesthetic/Theatres,17/09/2020,Day Surgery Unit,Agency Nurse - Band 5,1442934,"37,945"
Nhs Professionals Ltd,Community,17/09/2020,Day Surgery Unit,Agency Nurse - Band 5,1442934,"5,028"
Nhs Professionals Ltd,Childrens,17/09/2020,Day Surgery Unit,Agency Nurse - Band 5,1442934,"1,841"
Nhs Professionals Ltd,Planned Care,17/09/2020,Day Surgery Unit,Agency Nurse - Band 5,1442934,"7,179"
Nhs Professionals Ltd,Womens,17/09/2020,Day Surgery Unit,Agency Nurse - Band 5,1442934,"11,993"
Nhs Professionals Ltd,Medical,17/09/2020,Day Surgery Unit,Agency Nurse - Band 5,1442934,"20,727"
Nhs Professionals Ltd,Corporate Directors,17/09/2020,Day Surgery Unit,Bank Nurse - Band 2,1443580,"39,261"
Nhs Professionals Ltd,Facilities,17/09/2020,Day Surgery Unit,Bank Nurse - Band 2,1443580,"12,815"
Nhs Professionals Ltd,Emergency Services,17/09/2020,Day Surgery Unit,Bank Nurse - Band 2,1443580,"56,667"
Nhs Professionals Ltd,Anaesthetic/Theatres,17/09/2020,Day Surgery Unit,Bank Nurse - Band 2,1443580,"14,778"
Nhs Professionals Ltd,Community,17/09/2020,Day Surgery Unit,Bank Nurse - Band 2,1443580,"15,303"
Nhs Professionals Ltd,Clinical Support Service,17/09/2020,Day Surgery Unit,Bank Nurse - Band 2,1443580,"7,347"
Nhs Professionals Ltd,Childrens,17/09/2020,Day Surgery Unit,Bank Nurse - Band 2,1443580,"9,015"
Nhs Professionals Ltd,Planned Care,17/09/2020,Day Surgery Unit,Bank Nurse - Band 2,1443580,"29,127"
Nhs Professionals Ltd,Womens,17/09/2020,Day Surgery Unit,Bank Nurse - Band 2,1443580,"33,718"
Nhs Professionals Ltd,Medical,17/09/2020,Day Surgery Unit,Bank Nurse - Band 2,1443580,"88,233"
Nhs Professionals Ltd,Emergency Services,25/09/2020,Day Surgery Unit,Agency Nurse - Band 6,1444082,"15,786"
Nhs Professionals Ltd,Anaesthetic/Theatres,25/09/2020,Day Surgery Unit,Agency Nurse - Band 6,1444082,"53,125"
Nhs Professionals Ltd,Community,25/09/2020,Day Surgery Unit,Agency Nurse - Band 6,1444082,"4,124"
Nhs Professionals Ltd,Childrens,25/09/2020,Day Surgery Unit,Agency Nurse - Band 6,1444082,"2,581"
Nhs Professionals Ltd,Planned Care,25/09/2020,Day Surgery Unit,Agency Nurse - Band 6,1444082,"4,919"
Nhs Professionals Ltd,Womens,25/09/2020,Day Surgery Unit,Agency Nurse - Band 6,1444082,"18,757"
Nhs Professionals Ltd,Medical,25/09/2020,Day Surgery Unit,Agency Nurse - Band 6,1444082,"10,288"
Nhs Professionals Ltd,Corporate Directors,25/09/2020,Day Surgery Unit,Bank Nurse - Band 2,1445119,"39,135"
Nhs Professionals Ltd,Facilities,25/09/2020,Day Surgery Unit,Bank Nurse - Band 2,1445119,"7,332"
Nhs Professionals Ltd,Emergency Services,25/09/2020,Day Surgery Unit,Bank Nurse - Band 2,1445119,"55,659"
Nhs Professionals Ltd,Anaesthetic/Theatres,25/09/2020,Day Surgery Unit,Bank Nurse - Band 2,1445119,"13,655"
Nhs Professionals Ltd,Community,25/09/2020,Day Surgery Unit,Bank Nurse - Band 2,1445119,"15,936"
Nhs Professionals Ltd,Clinical Support Service,25/09/2020,Day Surgery Unit,Bank Nurse - Band 2,1445119,"7,706"
Nhs Professionals Ltd,Childrens,25/09/2020,Day Surgery Unit,Bank Nurse - Band 2,1445119,"4,734"
Nhs Professionals Ltd,Planned Care,25/09/2020,Day Surgery Unit,Bank Nurse - Band 2,1445119,"34,311"
Nhs Professionals Ltd,Womens,25/09/2020,Day Surgery Unit,Bank Nurse - Band 2,1445119,"33,641"
Nhs Professionals Ltd,Medical,25/09/2020,Day Surgery Unit,Bank Nurse - Band 2,1445119,"82,889"
Nhs Professionals Ltd,Corporate Directors,10/09/2020,Main Theatres 1-8,Bank Nurse - Band 6,1442432,"3,540"
Nhs Professionals Ltd,Facilities,10/09/2020,Main Theatres 1-8,Bank Nurse - Band 6,1442432,"1,074"
Nhs Professionals Ltd,Emergency Services,10/09/2020,Main Theatres 1-8,Bank Nurse - Band 6,1442432,"1,003"
Nhs Professionals Ltd,Anaesthetic/Theatres,10/09/2020,Main Theatres 1-8,Bank Nurse - Band 6,1442432,351
Nhs Professionals Ltd,Community,10/09/2020,Main Theatres 1-8,Bank Nurse - Band 6,1442432,"5,421"
Nhs Professionals Ltd,Clinical Support Service,10/09/2020,Main Theatres 1-8,Bank Nurse - Band 6,1442432,201
Nhs Professionals Ltd,Planned Care,10/09/2020,Main Theatres 1-8,Bank Nurse - Band 6,1442432,"18,602"
Nhs Professionals Ltd,Womens,10/09/2020,Main Theatres 1-8,Bank Nurse - Band 6,1442432,"2,766"
Nhs Professionals Ltd,Medical,10/09/2020,Main Theatres 1-8,Bank Nurse - Band 6,1442432,339
Nhs Professionals Ltd,Balance Sheet,17/09/2020,Balance Sheet,Nhs Professionals - Payments,1443365,"50,000"
Nhs Professionals Ltd,Corporate Directors,17/09/2020,Surgery Management,Bank A&C - Band 2,1443583,"4,335"
Nhs Professionals Ltd,Facilities,17/09/2020,Surgery Management,Bank A&C - Band 2,1443583,722
Nhs Professionals Ltd,Emergency Services,17/09/2020,Surgery Management,Bank A&C - Band 2,1443583,"1,075"
Nhs Professionals Ltd,Community,17/09/2020,Surgery Management,Bank A&C - Band 2,1443583,"4,612"
Nhs Professionals Ltd,Clinical Support Service,17/09/2020,Surgery Management,Bank A&C - Band 2,1443583,804
Nhs Professionals Ltd,Planned Care,17/09/2020,Surgery Management,Bank A&C - Band 2,1443583,"13,765"
Nhs Professionals Ltd,Womens,17/09/2020,Surgery Management,Bank A&C - Band 2,1443583,"1,368"
Nhs Professionals Ltd,Medical,17/09/2020,Surgery Management,Bank A&C - Band 2,1443583,"1,067"
Nhs Professionals Ltd,Corporate Directors,25/09/2020,Icn - Croydon Team,Bank Nurse - Band 2,1445153,"3,447"
Nhs Professionals Ltd,Facilities,25/09/2020,Icn - Croydon Team,Bank Nurse - Band 2,1445153,676
Nhs Professionals Ltd,Emergency Services,25/09/2020,Icn - Croydon Team,Bank Nurse - Band 2,1445153,776
Nhs Professionals Ltd,Community,25/09/2020,Icn - Croydon Team,Bank Nurse - Band 2,1445153,"7,484"
Nhs Professionals Ltd,Planned Care,25/09/2020,Icn - Croydon Team,Bank Nurse - Band 2,1445153,"11,318"
Nhs Professionals Ltd,Womens,25/09/2020,Icn - Croydon Team,Bank Nurse - Band 2,1445153,912
Nhs Professionals Ltd,Medical,25/09/2020,Icn - Croydon Team,Bank Nurse - Band 2,1445153,452
Optima Medical Ltd,Balance Sheet,17/09/2020,Balance Sheet,Additions - Plant & Machinery,1439650,"79,341"
Philips Healthcare,Corporate Directors,03/09/2020,Corona Virus,Medical & Surgical Equip Gen,1437831,"43,329"
Philips Healthcare,It,17/09/2020,"It Hardware,Software&Licensing",Computer - Maint & Licences,1441220,"45,359"
Primary Care Partners Ltd,Emergency Services,10/09/2020,Adult Ucc,At Medics,1441580,"34,047"
Primary Care Partners Ltd,Emergency Services,10/09/2020,Adult Ucc,At Medics,1441582,"231,385"
Primary Care Partners Ltd,Emergency Services,10/09/2020,Adult Ucc,At Medics,1441586,"211,442"
Regan Flooring Limited,Balance Sheet,17/09/2020,Balance Sheet,Additions - Assets Under Const,1438816,"39,780"
Roche Diagnostics Ltd,Clinical Support Service,25/09/2020,Swlp Hub,Lab Equip-Apparatus,1435161,"86,972"
Supply Chain Coordination Ltd Consumables 101,Balance Sheet,10/09/2020,Balance Sheet,Mat Man Nhs Sc Reconciliation,1439818,"100,709"
Supply Chain Coordination Ltd Consumables 101,Balance Sheet,10/09/2020,Balance Sheet,Mat Man Nhs Sc Reconciliation,1441585,"81,920"
Supply Chain Coordination Ltd Consumables 101,Balance Sheet,17/09/2020,Balance Sheet,Mat Man Nhs Sc Reconciliation,1441255,"196,590"
Supply Chain Coordination Ltd Consumables 101,Balance Sheet,17/09/2020,Balance Sheet,Mat Man Nhs Sc Reconciliation,1442223,"95,533"
Supply Chain Coordination Ltd Consumables 101,Balance Sheet,17/09/2020,Balance Sheet,Mat Man Nhs Sc Reconciliation,1443212,"98,385"
Supply Chain Coordination Ltd Consumables 101,Balance Sheet,25/09/2020,Balance Sheet,Mat Man Nhs Sc Reconciliation,1444015,"101,757"
Supply Chain Coordination Ltd Maintenance 201,Medical,10/09/2020,Cardiac Cath Lab-Cbu2,Professional Fees,1442252,"65,323"
"T&B (Contractors) Limited			",Balance Sheet,10/09/2020,Balance Sheet,Additions - Assets Under Const,1442393,"38,810"
Veolia Energy And Utility Services Uk Plc,Facilities,17/09/2020,Energy Centre Running Costs,Professional Fees,1439046,"30,860"
