Department Family,Entity,Date Paid,Expense Type ,Expense Area,Supplier Name,Transaction Reference,amount
Department of Health,Chelsea & Westminster NHS Foundation Trust,07/07/2020,Soft Services,Trust-wide,Iss Mediclean Limited,1486877,"45,141.91"
Department of Health,Chelsea & Westminster NHS Foundation Trust,07/07/2020,Services From N.H.S. Bodies,Imperial Gum Contract,Imperial College Healthcare Nhs Trust,1457668,"52,280.00"
Department of Health,Chelsea & Westminster NHS Foundation Trust,07/07/2020,Services From N.H.S. Bodies,Imperial Gum Contract,Imperial College Healthcare Nhs Trust,1481693,"278,503.28"
Department of Health,Chelsea & Westminster NHS Foundation Trust,07/07/2020,Drugs,Chelsea Pharmacy,Aah Pharmaceuticals Ltd,1490175,"32,740.14"
Department of Health,Chelsea & Westminster NHS Foundation Trust,07/07/2020,Drugs,West Middlesex Pharmacy,Roche Products Ltd,1489264,"27,331.13"
Department of Health,Chelsea & Westminster NHS Foundation Trust,07/07/2020,Typing&Transcription Services,General Medicine Management,Scribetech Uk Ltd,1449955,"28,191.06"
Department of Health,Chelsea & Westminster NHS Foundation Trust,07/07/2020,Typing&Transcription Services,Opd Admin Musculo Skeletal,Dscribe Ltd,1474982,"30,437.47"
Department of Health,Chelsea & Westminster NHS Foundation Trust,07/07/2020,T.M.H. Radiology Facilities,Radiology,Soliton  It Limited,1484674,"41,166.66"
Department of Health,Chelsea & Westminster NHS Foundation Trust,07/07/2020,Lab. Equipment - Routine Items,Respiratory - Management,Baywater Healthcare Uk Ltd,1471709,"27,114.01"
Department of Health,Chelsea & Westminster NHS Foundation Trust,07/07/2020,Lab. Equipment - Routine Items,Respiratory - Management,Baywater Healthcare Uk Ltd,1481184,"27,768.44"
Department of Health,Chelsea & Westminster NHS Foundation Trust,09/07/2020,Agency Nurse - Band 5,Central Nursing Agency,Care Providers Ltd,1489503,"42,667.72"
Department of Health,Chelsea & Westminster NHS Foundation Trust,09/07/2020,Agency Nurse - Band 5,Central Nursing Agency,Care Providers Ltd,1491217,"45,266.34"
Department of Health,Chelsea & Westminster NHS Foundation Trust,09/07/2020,General Maintenance Contracts,Clinical Engineering,Nhs Supply Chain Maintenance (201),1488914,"30,153.60"
Department of Health,Chelsea & Westminster NHS Foundation Trust,09/07/2020,Soft Services,Trust-wide,Iss Mediclean Limited,1489569,"2,292,804.59"
Department of Health,Chelsea & Westminster NHS Foundation Trust,09/07/2020,M.S.S.E. - Routine Purchases,Skin Bank,Joint Operations (Uk) Llp,1488436,"36,000.00"
Department of Health,Chelsea & Westminster NHS Foundation Trust,09/07/2020,Services From - Foundation Tru,Paediatric Management,Imperial College Healthcare Nhs Trust,1087799,"275,690.69"
Department of Health,Chelsea & Westminster NHS Foundation Trust,09/07/2020,Services From - Foundation Tru,Paediatric Management,Imperial College Healthcare Nhs Trust,1178874,"270,772.00"
Department of Health,Chelsea & Westminster NHS Foundation Trust,09/07/2020,Services From - Foundation Tru,Paediatric Management,Imperial College Healthcare Nhs Trust,1285594,"196,925.33"
Department of Health,Chelsea & Westminster NHS Foundation Trust,09/07/2020,Drugs,Chelsea Pharmacy,Aah Pharmaceuticals Ltd,1490528,"26,342.69"
Department of Health,Chelsea & Westminster NHS Foundation Trust,09/07/2020,Drugs,Chelsea Pharmacy,Alliance Healthcare (Distribution ) Ltd,1491342,"30,000.00"
Department of Health,Chelsea & Westminster NHS Foundation Trust,09/07/2020,Drugs,Chelsea Pharmacy,Gilead Sciences Ltd,1490228,"26,160.00"
Department of Health,Chelsea & Westminster NHS Foundation Trust,09/07/2020,Drugs,Chelsea Pharmacy,Gilead Sciences Ltd,1490229,"30,120.00"
Department of Health,Chelsea & Westminster NHS Foundation Trust,09/07/2020,Clinical Supplies,Divisional Areas,Nhs Supply Chain Roarp (101),1490804,"85,420.53"
Department of Health,Chelsea & Westminster NHS Foundation Trust,09/07/2020,X-Ray Equipment Contracts,Radiology,Nhs Supply Chain Maintenance (201),1488903,"37,425.10"
Department of Health,Chelsea & Westminster NHS Foundation Trust,09/07/2020,X-Ray Equipment Contracts,Radiology,Nhs Supply Chain Maintenance (201),1488916,"441,358.42"
Department of Health,Chelsea & Westminster NHS Foundation Trust,09/07/2020,Leases - Buildings,Quarterly Rent,Dalness Estates Ltd,1491264,"48,000.00"
Department of Health,Chelsea & Westminster NHS Foundation Trust,14/07/2020,Agency A&C - Band 7,Resourcing,Nhs Professionals Limited,1488468,"36,474.00"
Department of Health,Chelsea & Westminster NHS Foundation Trust,14/07/2020,Computer Maintenance Contracts,Radiology,Sectra Ltd,1491470,"109,997.10"
Department of Health,Chelsea & Westminster NHS Foundation Trust,14/07/2020,Drugs,Chelsea Site,Boots Uk Ltd,1490101,"979,447.15"
Department of Health,Chelsea & Westminster NHS Foundation Trust,14/07/2020,Drugs,Chelsea Site,Boots Uk Ltd,1490102,"763,207.37"
Department of Health,Chelsea & Westminster NHS Foundation Trust,14/07/2020,General Computer Hardware,Epr Cross Site Project,Cerner Limited,1489507,"33,267.19"
Department of Health,Chelsea & Westminster NHS Foundation Trust,14/07/2020,Soft Services,Trust-wide,Iss Mediclean Limited,1485741,"-53,088.61"
Department of Health,Chelsea & Westminster NHS Foundation Trust,14/07/2020,Non-Nhs Contracts,Cardiac Cath Lab,Medtronic Limited,1451761,"141,063.60"
Department of Health,Chelsea & Westminster NHS Foundation Trust,14/07/2020,Non-Nhs Contracts,Cardiac Cath Lab,Medtronic Limited,1481247,"78,634.80"
Department of Health,Chelsea & Westminster NHS Foundation Trust,14/07/2020,Non-Nhs Contracts,Cardiac Cath Lab,Medtronic Limited,1481359,"-75,903.60"
Department of Health,Chelsea & Westminster NHS Foundation Trust,14/07/2020,Nw London Pathology Contract,Imperial Pathology (Central),North West London Pathology,1490127,"1,808,593.00"
Department of Health,Chelsea & Westminster NHS Foundation Trust,14/07/2020,Nw London Pathology Contract,Imperial Pathology (Central),North West London Pathology,1490128,"178,520.00"
Department of Health,Chelsea & Westminster NHS Foundation Trust,14/07/2020,Soft Services,Trust-wide,Iss Mediclean Limited,1492929,"-192,000.00"
Department of Health,Chelsea & Westminster NHS Foundation Trust,14/07/2020,Soft Services,Trust-wide,Iss Mediclean Limited,1492930,"241,687.72"
Department of Health,Chelsea & Westminster NHS Foundation Trust,14/07/2020,Soft Services,Trust-wide,Iss Mediclean Limited,1489924,"77,911.42"
Department of Health,Chelsea & Westminster NHS Foundation Trust,14/07/2020,Service Charge - Core Pfi,Pfi Unitary Payment,Bywest Ltd,1490477,"1,463,611.52"
Department of Health,Chelsea & Westminster NHS Foundation Trust,14/07/2020,Service Charge - Core Pfi,Pfi Unitary Payment,Bywest Ltd,1490492,"211,257.32"
Department of Health,Chelsea & Westminster NHS Foundation Trust,14/07/2020,Drugs,Chelsea Pharmacy,Aah Pharmaceuticals Ltd,1492625,"32,417.52"
Department of Health,Chelsea & Westminster NHS Foundation Trust,14/07/2020,Clinical Supplies,Divisional Areas,Nhs Supply Chain Roarp (101),1490807,"72,087.10"
Department of Health,Chelsea & Westminster NHS Foundation Trust,14/07/2020,Clinical Supplies,Divisional Areas,Nhs Supply Chain Roarp (101),1490809,"80,510.76"
Department of Health,Chelsea & Westminster NHS Foundation Trust,14/07/2020,Clinical Supplies,Divisional Areas,Nhs Supply Chain Roarp (101),1491257,"79,074.08"
Department of Health,Chelsea & Westminster NHS Foundation Trust,14/07/2020,It Shared Service,I.T Management,Clinisys Solutions Ltd,1488461,"28,864.08"
Department of Health,Chelsea & Westminster NHS Foundation Trust,14/07/2020,It Shared Service,Ict - Shared Services Project,Sphere Systems Powering Healthcare Ltd,1490688,"574,587.80"
Department of Health,Chelsea & Westminster NHS Foundation Trust,16/07/2020,Building Expenditure,Upgarde of Marjory Warren War,Ensigna Construction Ltd,1489996,"152,579.88"
Department of Health,Chelsea & Westminster NHS Foundation Trust,16/07/2020,Building Expenditure,Nell Gwynne Ward Refurbishment,Ensigna Construction Ltd,1494211,"227,618.10"
Department of Health,Chelsea & Westminster NHS Foundation Trust,16/07/2020,Donations & Subscriptions,Management - Hiv/Gum,Nam Publications,1491460,"25,482.60"
Department of Health,Chelsea & Westminster NHS Foundation Trust,16/07/2020,Equipment Expenditure,Consultancy Support,Icnet International Ltd,1489145,"60,000.00"
Department of Health,Chelsea & Westminster NHS Foundation Trust,16/07/2020,Pathology - Contract W.M.U.H.,Path Central Purchasing,Beckman Coulter United Kingdom Ltd,1492603,"65,425.48"
Department of Health,Chelsea & Westminster NHS Foundation Trust,16/07/2020,Drugs,West Middlesex Pharmacy,Alloga Uk Limited,1493106,"27,000.00"
Department of Health,Chelsea & Westminster NHS Foundation Trust,16/07/2020,Clinical Supplies,Divisional Areas,Nhs Supply Chain Roarp (101),1493157,"72,995.47"
Department of Health,Chelsea & Westminster NHS Foundation Trust,16/07/2020,Telephones Maint. & Repairs,I.T Management,Maintel Europe Limited,1489173,"39,792.73"
Department of Health,Chelsea & Westminster NHS Foundation Trust,21/07/2020,Building Expenditure,Lift Services,Specialist Lift Services,1494642,"28,944.18"
Department of Health,Chelsea & Westminster NHS Foundation Trust,21/07/2020,General Computer Software,Information Governance,Flows Limited,1494046,"30,240.00"
Department of Health,Chelsea & Westminster NHS Foundation Trust,21/07/2020,General Maintenance Contracts,Hard Fm Non Pay,Jca Engineering Limited,1489415,"133,589.22"
Department of Health,Chelsea & Westminster NHS Foundation Trust,21/07/2020,Soft Services,Trust-wide,Iss Mediclean Limited,1493976,"45,141.91"
Department of Health,Chelsea & Westminster NHS Foundation Trust,21/07/2020,Minor Works,Hard FM Variation Works - Quarter 4 Maintenance,Bouygues E&S Fm Uk Limited,1490355,"30,796.23"
Department of Health,Chelsea & Westminster NHS Foundation Trust,21/07/2020,Non-Nhs Contracts,Cardiac Cath Lab,Medtronic Limited,1490446,"95,318.40"
Department of Health,Chelsea & Westminster NHS Foundation Trust,21/07/2020,Non-Nhs Contracts,Epr Cross Site Project,Optimus It Infra Ltd,1492173,"26,910.07"
Department of Health,Chelsea & Westminster NHS Foundation Trust,21/07/2020,Soft Services,Trust-wide,Iss Mediclean Limited,1492931,"-79,476.04"
Department of Health,Chelsea & Westminster NHS Foundation Trust,21/07/2020,Provisions <1yr Injury Benefit,Trust-wide,Nhs Business Servic.Authority- Ea Code Ib4049,1492170,"46,639.58"
Department of Health,Chelsea & Westminster NHS Foundation Trust,21/07/2020,Clinical Supplies,Divisional Areas,Nhs Supply Chain Roarp (101),1494887,"67,010.40"
Department of Health,Chelsea & Westminster NHS Foundation Trust,21/07/2020,Linen & Laundry Contract Varia,Pfi Unitary Payment,Oflynn Innovation,1494571,"29,500.00"
Department of Health,Chelsea & Westminster NHS Foundation Trust,23/07/2020,Building Expenditure,Blowdown Vessel Installation,Jca Engineering Limited,1491339,"61,365.48"
Department of Health,Chelsea & Westminster NHS Foundation Trust,23/07/2020,Building Expenditure,Extension to NICU and ICU,Mclaughlin & Harvey Ltd,1495664,"349,840.20"
Department of Health,Chelsea & Westminster NHS Foundation Trust,23/07/2020,Other Consultancy,Procurement,Lifecycle Managment Group Limited,1492056,"41,990.14"
Department of Health,Chelsea & Westminster NHS Foundation Trust,23/07/2020,Other Printing,I.T Management,Hp Inc. Uk Limited,1473538,"28,132.62"
Department of Health,Chelsea & Westminster NHS Foundation Trust,23/07/2020,Other Printing,I.T Management,Hp Inc. Uk Limited,1473749,"68,613.85"
Department of Health,Chelsea & Westminster NHS Foundation Trust,23/07/2020,Other Printing,I.T Management,Hp Inc. Uk Limited,1475334,"33,366.20"
Department of Health,Chelsea & Westminster NHS Foundation Trust,23/07/2020,Other Printing,I.T Management,Hp Inc. Uk Limited,1475335,"27,261.56"
Department of Health,Chelsea & Westminster NHS Foundation Trust,23/07/2020,Other Printing,I.T Management,Hp Inc. Uk Limited,1475336,"32,727.70"
Department of Health,Chelsea & Westminster NHS Foundation Trust,23/07/2020,Services From - Foundation Tru,Paediatric Management,Central And North West London Nhs Ft,1365928,"145,665.00"
Department of Health,Chelsea & Westminster NHS Foundation Trust,23/07/2020,Services From - Foundation Tru,Paediatric Management,Central And North West London Nhs Ft,1455842,"161,736.00"
Department of Health,Chelsea & Westminster NHS Foundation Trust,23/07/2020,Typing&Transcription Services,Opd Admin Musculo Skeletal,Dscribe Ltd,1464283,"41,603.44"
Department of Health,Chelsea & Westminster NHS Foundation Trust,23/07/2020,A&C - Band 8d,Divisional Management Team,Nhs England,1401819,"43,568.73"
Department of Health,Chelsea & Westminster NHS Foundation Trust,28/07/2020,Agency Nurse - Band 5,Central Nursing Agency,Care Providers Ltd,1497333,"56,715.34"
Department of Health,Chelsea & Westminster NHS Foundation Trust,28/07/2020,Building Expenditure,Fire Stopping Works,Ensigna Construction Ltd,1494988,"28,328.40"
Department of Health,Chelsea & Westminster NHS Foundation Trust,28/07/2020,M.S.S.E. - Other,C-Virus - Preparatory Spend,Toffeln Ltd..,1490413,"570,000.00"
Department of Health,Chelsea & Westminster NHS Foundation Trust,28/07/2020,M.S.S.E. - Other,C-Virus - Preparatory Spend,Mi Hub Limited T/A Alexandra,1496712,"175,000.00"
Department of Health,Chelsea & Westminster NHS Foundation Trust,28/07/2020,M.S.S.E. - Other,C-Virus - Preparatory Spend,Mi Hub Limited T/A Alexandra,1496713,"175,000.00"
Department of Health,Chelsea & Westminster NHS Foundation Trust,28/07/2020,M.S.S.E. - Other,C-Virus - Preparatory Spend,Mi Hub Limited T/A Alexandra,1496714,"436,992.50"
Department of Health,Chelsea & Westminster NHS Foundation Trust,28/07/2020,Postage,Trust General Services,Quadient Uk Ltd,1494158,"38,439.98"
Department of Health,Chelsea & Westminster NHS Foundation Trust,28/07/2020,Provisions <1yr Injury Benefit,Trust-wide,Nhs Business Servic.Authority- Ea Code Ea4049,1497144,"46,122.38"
Department of Health,Chelsea & Westminster NHS Foundation Trust,28/07/2020,Provisions <1yr Injury Benefit,Trust-wide,Nhs Business Servic.Authority- Ea Code Ea4049,1497145,"-34,602.01"
Department of Health,Chelsea & Westminster NHS Foundation Trust,28/07/2020,Sterile Services Contract,Sterile Services Dept,Ihss Limited,1471082,"37,238.96"
Department of Health,Chelsea & Westminster NHS Foundation Trust,28/07/2020,Sterile Services Contract,Sterile Services Dept,Ihss Limited,1471088,"32,139.05"
Department of Health,Chelsea & Westminster NHS Foundation Trust,28/07/2020,Sterile Services Contract,Sterile Services Dept,Ihss Limited,1471089,"36,641.10"
Department of Health,Chelsea & Westminster NHS Foundation Trust,28/07/2020,Sterile Services Contract,Sterile Services Dept,Ihss Limited,1471197,"41,758.58"
Department of Health,Chelsea & Westminster NHS Foundation Trust,28/07/2020,Sterile Services Contract,Sterile Services Dept,Ihss Limited,1471330,"41,758.58"
Department of Health,Chelsea & Westminster NHS Foundation Trust,28/07/2020,Drugs,Chelsea Pharmacy,Aah Pharmaceuticals Ltd,1496792,"32,349.12"
Department of Health,Chelsea & Westminster NHS Foundation Trust,28/07/2020,Drugs,Chelsea Pharmacy,Alloga Uk Limited,1497195,"27,000.00"
Department of Health,Chelsea & Westminster NHS Foundation Trust,28/07/2020,Drugs,Chelsea Pharmacy,St George'S University Hospitals Nhs Ft,1497047,"105,260.30"
Department of Health,Chelsea & Westminster NHS Foundation Trust,28/07/2020,Drugs,Chelsea Pharmacy,St George'S University Hospitals Nhs Ft,1497049,"40,239.00"
Department of Health,Chelsea & Westminster NHS Foundation Trust,28/07/2020,Drugs,West Middlesex Pharmacy,Alloga Uk Limited,1497603,"36,000.00"
Department of Health,Chelsea & Westminster NHS Foundation Trust,28/07/2020,Clinical Supplies,Divisional Areas,Nhs Supply Chain Roarp (101),1496737,"110,242.19"
Department of Health,Chelsea & Westminster NHS Foundation Trust,28/07/2020,Insurance Premiums,Hard Fm Non Pay,Willis Ltd,1473851,"32,480.00"
Department of Health,Chelsea & Westminster NHS Foundation Trust,30/07/2020,Nhs Blood Products,Haematology Department,Nhs Blood Transplant,1494072,"57,939.41"
Department of Health,Chelsea & Westminster NHS Foundation Trust,30/07/2020,Nhs Blood Products,Pathology And Blood,Nhs Blood Transplant,1494053,"74,548.95"
Department of Health,Chelsea & Westminster NHS Foundation Trust,30/07/2020,Rates & Council Tax,West Middlesex Site,London Borough Of Hounslow,1498829,"90,972.00"
Department of Health,Chelsea & Westminster NHS Foundation Trust,30/07/2020,Rates & Council Tax,Chelsae Site,Westminster City Council,1498813,"26,866.00"
Department of Health,Chelsea & Westminster NHS Foundation Trust,30/07/2020,Rates & Council Tax,Chelsea Site,Royal Borough Of Kensington And Chelsea,1498811,"223,972.00"
Department of Health,Chelsea & Westminster NHS Foundation Trust,30/07/2020,Sbs Service Charge,Hr Directorate Team - Executiv,Nhs Shared Business Services,1494358,"36,699.10"
Department of Health,Chelsea & Westminster NHS Foundation Trust,30/07/2020,Staff Flow Central Account,Trust-wide,Liaison Financial Services Ltd,1498819,"41,795.96"
Department of Health,Chelsea & Westminster NHS Foundation Trust,30/07/2020,Staff Flow Central Account,Trust-wide,Liaison Financial Services Ltd,1498822,"27,337.58"
Department of Health,Chelsea & Westminster NHS Foundation Trust,30/07/2020,Staff Flow Central Account,Trust-wide,Liaison Financial Services Ltd,1498824,"29,860.85"
Department of Health,Chelsea & Westminster NHS Foundation Trust,30/07/2020,Staff Flow Central Account,Trust-wide,Liaison Financial Services Ltd,1498826,"41,420.41"
Department of Health,Chelsea & Westminster NHS Foundation Trust,30/07/2020,Staff Flow Central Account,Trust-wide,Liaison Financial Services Ltd,1498828,"33,312.76"
Department of Health,Chelsea & Westminster NHS Foundation Trust,30/07/2020,Insurance Contributions,Legal Services,Nhs Resolution C/O Nhs Litigation Authority,1498848,"2,906,752.80"
