Department Family,Entity,Financial Year,Financial Period,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount,Description
NHS,King's College Hospital NHS Foundation Trust,2021,4,20-Jul-20,Premises and Fixed Plant,Waste Services, BYWATERS (LEYTON) LTD ,P142627,"51,013.57",Clinical Waste
NHS,King's College Hospital NHS Foundation Trust,2021,4,23-Jun-20,Establishment Expenses,Corporate Human Resources, CAPITA BUSINESS SERVICE LTD ,6003993301,"217,317.24",Recruitment costs
NHS,King's College Hospital NHS Foundation Trust,2021,4,08-Jul-20,Establishment Expenses,Corporate Human Resources, CAPITA BUSINESS SERVICE LTD ,6003995805,"181,113.50",Recruitment costs
NHS,King's College Hospital NHS Foundation Trust,2021,4,30-Jun-20,Assets Under Construction,Fixed Asset, CAPITA PROPERTY & INFRASTRUCTURE LTD ,6017127624,"82,147.20",Fixed Assets - Auc Pur Adds Bld
NHS,King's College Hospital NHS Foundation Trust,2021,4,17-Apr-20,External Contract staffing and Consultan,Executive Nursing, CARE QUALITY COMMISSION ,42721522,"772,048.00",CQC
NHS,King's College Hospital NHS Foundation Trust,2021,4,12-Jun-20,Premises and Fixed Plant,Accomodation, CLARION HOUSING ASSOCIATION LIMITED ,FTI100000682,"47,607.58",On Call Rooms
NHS,King's College Hospital NHS Foundation Trust,2021,4,30-Jun-20,Premises and Fixed Plant,Community SC Dentistry Non-Pay, COMMUNITY HEALTH PARTNERSHIPS ,60158127,"75,804.50",Rents
NHS,King's College Hospital NHS Foundation Trust,2021,4,30-Jun-20,Premises and Fixed Plant,Community SC Dentistry Non-Pay, COMMUNITY HEALTH PARTNERSHIPS ,60158125,"75,804.50",Rents
NHS,King's College Hospital NHS Foundation Trust,2021,4,08-Jul-20,Premises and Fixed Plant,Energy & Utilities Denmark Hill, CORONA ENERGY ,15377110,"170,918.42",Gas
NHS,King's College Hospital NHS Foundation Trust,2021,4,10-Jul-20,Stock,Stock, CSL BEHRING UK LTD ,994025812,"84,000.00",Pharmacy Stock
NHS,King's College Hospital NHS Foundation Trust,2021,4,27-Jul-20,Clinical Supplies and Services,Nuclear Medicine, CURIUM PHARMA UK LTD ,RI10072670,"26,514.00",Pet Tracers
NHS,King's College Hospital NHS Foundation Trust,2021,4,26-Jun-20,Clinical Supplies and Services,Nuclear Medicine, CURIUM PHARMA UK LTD ,RI10071654,"25,140.00",Pet Tracers
NHS,King's College Hospital NHS Foundation Trust,2021,4,03-Jul-20,lease,lease, DE LAGE LANDEN L   95640013456 LG15 , 95640013456 LG15 ,"358,386.00",lease
NHS,King's College Hospital NHS Foundation Trust,2021,4,30-Jun-20,Services Provided by non-NHS bodies,Thamesmead Dialysis Unit, DIAVERUM FACILITIES MANAGEMENT ,350599,"81,887.00",Diaverum Contract - Other
NHS,King's College Hospital NHS Foundation Trust,2021,4,30-Jun-20,Services Provided by non-NHS bodies,Thamesmead Dialysis Unit, DIAVERUM FACILITIES MANAGEMENT ,350610,"37,917.60",Diaverum Contract - Other
NHS,King's College Hospital NHS Foundation Trust,2021,4,30-May-20,Services Provided by non-NHS bodies,Thamesmead Dialysis Unit, DIAVERUM FACILITIES MANAGEMENT ,350545,"56,432.64",Diaverum Contract - Other
NHS,King's College Hospital NHS Foundation Trust,2021,4,11-May-20,Sub Contracted Healthcare - NHS bodies,Haematology OPD, EAST SUSSEX HOSPITALS NHS TRUST ,144030,"26,100.00",Services received from other NHS bodies
NHS,King's College Hospital NHS Foundation Trust,2021,4,02-Jul-20,Premises and Fixed Plant,Dental Energy & Utilities, EDF ENERGY ,7967557,"31,691.63",Electricity
NHS,King's College Hospital NHS Foundation Trust,2021,4,02-Jul-20,Premises and Fixed Plant,Energy & Utilities Denmark Hill, EDF ENERGY ,7977187,"49,949.00",Electricity
NHS,King's College Hospital NHS Foundation Trust,2021,4,02-Jul-20,Premises and Fixed Plant,PFI Service Payments, EDF ENERGY ,7976277,"67,612.33",Electricity
NHS,King's College Hospital NHS Foundation Trust,2021,4,30-Jun-20,Storage costs,Patient Records DH, EDM GROUP LIMITED ,SI319802,"25,364.84",Storage costs
NHS,King's College Hospital NHS Foundation Trust,2021,4,01-Jul-20,Transport and Moveable Plant,Patient Transport, FALCK UK AMBULANCE SERVICES ,25830,"512,213.89",Patient Transport Services
NHS,King's College Hospital NHS Foundation Trust,2021,4,28-May-20,Stock,Stock, GILEAD SCIENCES LTD ,4410185429,"280,451.00",Pharmacy Stock
NHS,King's College Hospital NHS Foundation Trust,2021,4,15-Jul-20,Stock,Stock, GILEAD SCIENCES LTD ,4410188490,"224,360.80",Pharmacy Stock
NHS,King's College Hospital NHS Foundation Trust,2021,4,13-Jul-20,Stock,Stock, GILEAD SCIENCES LTD ,4410188337,"224,360.80",Pharmacy Stock
NHS,King's College Hospital NHS Foundation Trust,2021,4,29-Jun-20,Stock,Stock, GILEAD SCIENCES LTD ,4410187591,"280,451.00",Pharmacy Stock
NHS,King's College Hospital NHS Foundation Trust,2021,4,07-Jul-20,Stock,Stock, GILEAD SCIENCES LTD ,4410188026,"224,360.80",Pharmacy Stock
NHS,King's College Hospital NHS Foundation Trust,2021,4,07-Jul-20,Stock,Stock, GILEAD SCIENCES LTD ,4410188010,"35,504.78",Pharmacy Stock
NHS,King's College Hospital NHS Foundation Trust,2021,4,25-Jun-20,Stock,Stock, GILEAD SCIENCES LTD ,4410187347,"35,504.78",Pharmacy Stock
NHS,King's College Hospital NHS Foundation Trust,2021,4,21-May-20,Administrative and Clerical Staff,CEF Senior Management Team, GUYS & ST THOMAS' NHS TRUST ,3288588,"39,490.00",Administrative and Clerical Staff B8D
NHS,King's College Hospital NHS Foundation Trust,2021,4,21-May-20,Administrative and Clerical Staff,CEF Senior Management Team, GUYS & ST THOMAS' NHS TRUST ,3288588,"31,789.60",Administrative and Clerical Staff B8D
NHS,King's College Hospital NHS Foundation Trust,2021,4,17-Apr-20,Senior Managers,Chief Executive, GUYS & ST THOMAS' NHS TRUST ,3286852,"72,292.86",Board members
NHS,King's College Hospital NHS Foundation Trust,2021,4,05-Dec-19,General Supplies and Services,Neurosurgery, HCA INTERNATIONAL ,KINGS79HSC,"56,399.00",Services & Expenses Items - RDC
NHS,King's College Hospital NHS Foundation Trust,2021,4,16-Oct-19,General Supplies and Services,Neurosurgery, HCA INTERNATIONAL ,KINGS76HSC,"90,316.27",Services & Expenses Items - RDC
NHS,King's College Hospital NHS Foundation Trust,2021,4,25-Feb-19,General Supplies and Services,Neurosurgery, HCA INTERNATIONAL ,KINGS66HSCA,"42,778.00",Services & Expenses Items - RDC
NHS,King's College Hospital NHS Foundation Trust,2021,4,22-Jan-19,General Supplies and Services,Neurosurgery, HCA INTERNATIONAL ,KINGS61HSC,"50,739.00",Services & Expenses Items - RDC
NHS,King's College Hospital NHS Foundation Trust,2021,4,02-Jul-20,General Supplies and Services,Neurosurgery, HCA INTERNATIONAL ,KINGS84HSC,"30,658.00",Services & Expenses Items - RDC
NHS,King's College Hospital NHS Foundation Trust,2021,4,18-Nov-19,General Supplies and Services,Neurosurgery, HCA INTERNATIONAL ,KINGS77HSC,"89,803.70",Services & Expenses Items - RDC
NHS,King's College Hospital NHS Foundation Trust,2021,4,25-Feb-19,General Supplies and Services,Neurosurgery, HCA INTERNATIONAL ,KINGS65HSCA,"142,293.00",Services & Expenses Items - RDC
NHS,King's College Hospital NHS Foundation Trust,2021,4,17-Jan-20,General Supplies and Services,Neurosurgery, HCA INTERNATIONAL ,KINGS83HSC,"41,584.92",Services & Expenses Items - RDC
NHS,King's College Hospital NHS Foundation Trust,2021,4,17-Jan-20,General Supplies and Services,Neurosurgery, HCA INTERNATIONAL ,KINGS82HSC,"160,194.63",Services & Expenses Items - RDC
NHS,King's College Hospital NHS Foundation Trust,2021,4,31-Mar-20,Stock,Stock, HEALTHCARE AT HOME LIMITED ,OP/9032854,"37,950.00",Pharmacy Stock
NHS,King's College Hospital NHS Foundation Trust,2021,4,30-Jun-20,Stock,Stock, HEALTHCARE AT HOME LIMITED ,OP/9318919,"25,200.00",Pharmacy Stock
NHS,King's College Hospital NHS Foundation Trust,2021,4,05-Jun-20,Stock,Stock, HEALTHCARE AT HOME LIMITED ,OP/9243862,"25,200.00",Pharmacy Stock
NHS,King's College Hospital NHS Foundation Trust,2021,4,24-Jun-20,Stock,Stock, HEALTHCARE AT HOME LIMITED ,OP/9297503,"37,800.00",Pharmacy Stock
NHS,King's College Hospital NHS Foundation Trust,2021,4,17-Jul-20,PFI PAYMENT,PFI PAYMENT, HPC KING'S COLLE   INVOICE HPCGJW56      ,HPCGJW56     ,"1,487,567.06",PFI PAYMENT
NHS,King's College Hospital NHS Foundation Trust,2021,4,27-Jul-20,Int PUR  Additions,Fixed Asset, INSIGHT DIRECT (UK) LTD ,4922585,"57,769.98",Int PUR  Additions
NHS,King's College Hospital NHS Foundation Trust,2021,4,22-Jun-20,COVID - 19,ICT - Network, INSIGHT DIRECT (UK) LTD ,4880495,"33,705.72",COVID - 19
NHS,King's College Hospital NHS Foundation Trust,2021,4,22-Jun-20,COVID - 19,ICT - Network, INSIGHT DIRECT (UK) LTD ,4880495,"25,137.00",COVID - 19
NHS,King's College Hospital NHS Foundation Trust,2021,4,27-Jul-20,Premises and Fixed Plant,PRUH & South sites operational team, INTOUCH HEALTH LTD ,3531,"292,800.00",Computer hardware purchases
NHS,King's College Hospital NHS Foundation Trust,2021,4,30-Jun-20,Storage costs,Patient Records DH, IRON MOUNTAIN ,WX70452,"50,573.56",Storage costs
NHS,King's College Hospital NHS Foundation Trust,2021,4,14-Jul-20,Assets Under Construction,Fixed Asset, J F JONES BUILDERS LTD ,JJ/6515,"36,672.00",Fixed Assets - Auc Pur Adds Bld
NHS,King's College Hospital NHS Foundation Trust,2021,4,06-Jul-20,Assets Under Construction,Fixed Asset, J F JONES BUILDERS LTD ,JJ/6491,"33,018.60",Fixed Assets - Auc Pur Adds Bld
NHS,King's College Hospital NHS Foundation Trust,2021,4,17-Jun-20,Premises and Fixed Plant,Facilities Estates / Maintenance, J F JONES BUILDERS LTD ,JJ/6539,"27,908.41",Day to day maintenance
NHS,King's College Hospital NHS Foundation Trust,2021,4,10-Jul-20,Assets Under Construction,Fixed Asset, J F JONES BUILDERS LTD ,JJ/6506,"33,975.60",Fixed Assets - Auc Pur Adds Bld
NHS,King's College Hospital NHS Foundation Trust,2021,4,26-Jun-20,COVID - 19,Facilities Estates / Maintenance, J F JONES BUILDERS LTD ,JJ/6477,"53,567.50",COVID - 19
NHS,King's College Hospital NHS Foundation Trust,2021,4,25-Jun-20,Stock,Stock, JANSSEN-CILAG LTD ,930666156,"53,913.60",Pharmacy Stock
NHS,King's College Hospital NHS Foundation Trust,2021,4,20-Jul-20,Assets Under Construction,Fixed Asset, JOHN GRAHAM CONSTRUCTION LIMITED ,912574,"215,829.74",Fixed Assets - Auc Pur Adds Bld
NHS,King's College Hospital NHS Foundation Trust,2021,4,15-Jun-20,Assets Under Construction,Fixed Asset, JOHN GRAHAM CONSTRUCTION LIMITED ,912385,"92,398.98",Fixed Assets - Auc Pur Adds Bld
NHS,King's College Hospital NHS Foundation Trust,2021,4,20-Jul-20,COVID - 19,Facilities Projects, JOHN GRAHAM CONSTRUCTION LIMITED ,912576,"30,549.57",COVID - 19
NHS,King's College Hospital NHS Foundation Trust,2021,4,29-Jun-20,Services Provided by non-NHS bodies,Pathology JV Contract, KCH COMMERCIAL SERVICES LTD ,1248,"26,844.43",GSTS Pathology Contract Over & Under
NHS,King's College Hospital NHS Foundation Trust,2021,4,29-Jun-20,Services Provided by non-NHS bodies,Pathology JV Contract, KCH COMMERCIAL SERVICES LTD ,1247,"38,885.84",GSTS Pathology Contract Over & Under
NHS,King's College Hospital NHS Foundation Trust,2021,4,01-Jul-20,External Contract staffing and Consultan,KIFM Pharmacy Outpatient, KCH INTERVENTIONAL FAC MGT LTD ,FINV-000604,"1,916,000.00",Contracted out services
NHS,King's College Hospital NHS Foundation Trust,2021,4,01-Jun-20,External Contract staffing and Consultan,KIFM Pharmacy Outpatient, KCH INTERVENTIONAL FAC MGT LTD ,FINV-000573,"1,916,000.00",Contracted out services
NHS,King's College Hospital NHS Foundation Trust,2021,4,01-Jun-20,Services Provided by non-NHS bodies,IFT, KCH INTERVENTIONAL FAC MGT LTD ,FINV-000578,"2,147,876.17",KFM ESC Service
NHS,King's College Hospital NHS Foundation Trust,2021,4,01-Jun-20,Services Provided by non-NHS bodies,IFT, KCH INTERVENTIONAL FAC MGT LTD ,FCRD-000089,"-3,314,727.43",KIFM NWC
NHS,King's College Hospital NHS Foundation Trust,2021,4,01-Jun-20,Services Provided by non-NHS bodies,IFT, KCH INTERVENTIONAL FAC MGT LTD ,FCRD-000093,"-3,314,727.43",KIFM NWC
NHS,King's College Hospital NHS Foundation Trust,2021,4,01-Jun-20,Services Provided by non-NHS bodies,IFT, KCH INTERVENTIONAL FAC MGT LTD ,FINV-000580,"3,373,737.03",KIFM NWC
NHS,King's College Hospital NHS Foundation Trust,2021,4,01-Jun-20,Services Provided by non-NHS bodies,IFT, KCH INTERVENTIONAL FAC MGT LTD ,FINV-000579,"3,373,737.03",KIFM NWC
NHS,King's College Hospital NHS Foundation Trust,2021,4,01-Jun-20,Services Provided by non-NHS bodies,IFT, KCH INTERVENTIONAL FAC MGT LTD ,FINV-000575,"3,373,737.03",KIFM NWC
NHS,King's College Hospital NHS Foundation Trust,2021,4,01-Jun-20,Services Provided by non-NHS bodies,IFT, KCH INTERVENTIONAL FAC MGT LTD ,FINV-000587,"1,447,900.78",KIFM PRUH
NHS,King's College Hospital NHS Foundation Trust,2021,4,01-Jun-20,Services Provided by non-NHS bodies,IFT, KCH INTERVENTIONAL FAC MGT LTD ,FINV-000576,"1,447,900.78",KIFM PRUH
NHS,King's College Hospital NHS Foundation Trust,2021,4,01-Jun-20,Services Provided by non-NHS bodies,IFT, KCH INTERVENTIONAL FAC MGT LTD ,FCRD-000094,"-1,266,475.20",KIFM PRUH
NHS,King's College Hospital NHS Foundation Trust,2021,4,01-Jun-20,Services Provided by non-NHS bodies,IFT, KCH INTERVENTIONAL FAC MGT LTD ,FCRD-000090,"-1,266,475.20",KIFM PRUH
NHS,King's College Hospital NHS Foundation Trust,2021,4,01-Jun-20,Services Provided by non-NHS bodies,IFT, KCH INTERVENTIONAL FAC MGT LTD ,FINV-000583,"1,737,480.94",KIFM PRUH
NHS,King's College Hospital NHS Foundation Trust,2021,4,01-Jul-20,Services Provided by non-NHS bodies,IFT, KCH INTERVENTIONAL FAC MGT LTD ,FCRD-000100,"-115,282.00",KIFM UPAC
NHS,King's College Hospital NHS Foundation Trust,2021,4,01-Jun-20,Services Provided by non-NHS bodies,IFT, KCH INTERVENTIONAL FAC MGT LTD ,FCRD-000091,"-3,402,879.09",KIFM UPAC
NHS,King's College Hospital NHS Foundation Trust,2021,4,01-Jun-20,Services Provided by non-NHS bodies,IFT, KCH INTERVENTIONAL FAC MGT LTD ,FINV-000584,"3,620,429.24",KIFM UPAC
NHS,King's College Hospital NHS Foundation Trust,2021,4,01-Jun-20,Services Provided by non-NHS bodies,IFT, KCH INTERVENTIONAL FAC MGT LTD ,FCRD-000092,"-3,402,879.09",KIFM UPAC
NHS,King's College Hospital NHS Foundation Trust,2021,4,01-Jun-20,Services Provided by non-NHS bodies,IFT, KCH INTERVENTIONAL FAC MGT LTD ,FINV-000577,"3,620,429.24",KIFM UPAC
NHS,King's College Hospital NHS Foundation Trust,2021,4,01-Jun-20,Services Provided by non-NHS bodies,IFT, KCH INTERVENTIONAL FAC MGT LTD ,FINV-000586,"3,620,429.24",KIFM UPAC
NHS,King's College Hospital NHS Foundation Trust,2021,4,27-Apr-20,Establishment Expenses,Corporate Human Resources, KCH MANAGEMENT LTD ,2415,"87,175.37",Recruitment costs
NHS,King's College Hospital NHS Foundation Trust,2021,4,01-Jul-20,External Contract staffing and Consultan,Corporate Human Resources, KCH MANAGEMENT LTD ,2460,"90,000.00",Consultancy
NHS,King's College Hospital NHS Foundation Trust,2021,4,27-Apr-20,Establishment Expenses,Corporate Human Resources, KCH MANAGEMENT LTD ,2417,"61,405.49",Recruitment costs
NHS,King's College Hospital NHS Foundation Trust,2021,4,30-Jan-20,Scientific and Professional Staff,Haematology Minimal Residual Disease, KINGS COLLEGE LONDON ,RS50019055,"34,459.64",Medical Laboratory Staff B6
NHS,King's College Hospital NHS Foundation Trust,2021,4,13-Feb-20,Consultant - Recharge,Urology, KINGS COLLEGE LONDON ,RS50019674,"54,288.15",Consultant - Recharge
NHS,King's College Hospital NHS Foundation Trust,2021,4,13-Feb-20,Consultant - Recharge,General Surgery I, KINGS COLLEGE LONDON ,RS50019705,"27,103.57",Consultant - Recharge
NHS,King's College Hospital NHS Foundation Trust,2021,4,16-Mar-20,Consultant - Recharge,Palliative Care, KINGS COLLEGE LONDON ,RS50021188,"26,390.22",Consultant Recharge In
NHS,King's College Hospital NHS Foundation Trust,2021,4,23-Mar-20,Consultant - Recharge,Renal Research, KINGS COLLEGE LONDON ,RS50021473,"42,605.82",Consultant - Recharge
NHS,King's College Hospital NHS Foundation Trust,2021,4,23-Mar-20,Consultant - Recharge,General Surgery I, KINGS COLLEGE LONDON ,RS50021478,"75,813.24",Consultant - Recharge
NHS,King's College Hospital NHS Foundation Trust,2021,4,25-Mar-20,Consultant - Recharge,Child Health Medical General, KINGS COLLEGE LONDON ,RS50021600,"50,568.36",Consultant - Recharge
NHS,King's College Hospital NHS Foundation Trust,2021,4,28-Apr-20,Consultant - Recharge,Liver Medical, KINGS COLLEGE LONDON ,RS50022615,"49,033.87",Consultant Recharge In
NHS,King's College Hospital NHS Foundation Trust,2021,4,13-Jul-20,Consultant - Recharge,Liver Medical, KINGS COLLEGE LONDON ,RS50024817,"51,268.30",Consultant Recharge In
NHS,King's College Hospital NHS Foundation Trust,2021,4,31-Jul-19,Clinical Trials EXP,NIHR Access Care Harding R, KINGS COLLEGE LONDON ,SH50013354,"95,178.91",Clinical Trials EXP
NHS,King's College Hospital NHS Foundation Trust,2021,4,28-May-20,External Contract staffing and Consultan,AHSC-KHP, KINGS COLLEGE LONDON ,SH50023638,"125,000.00",Consultancy
NHS,King's College Hospital NHS Foundation Trust,2021,4,12-Jun-20,External Contract staffing and Consultan,ARC PH & MM - Social Care, KINGS COLLEGE LONDON ,SH50024032,"26,355.12",Consultancy
NHS,King's College Hospital NHS Foundation Trust,2021,4,12-Jun-20,External Contract staffing and Consultan,ARC Core, KINGS COLLEGE LONDON ,SH50024036,"63,722.61",Consultancy
NHS,King's College Hospital NHS Foundation Trust,2021,4,23-Jul-20,External Contract staffing and Consultan,ARC Palliative Care & End of Life, KINGS COLLEGE LONDON ,SH50025133,"58,496.96",Consultancy
NHS,King's College Hospital NHS Foundation Trust,2021,4,03-Sep-19,Administrative and Clerical Staff,Dental Oral Pathology, KINGS COLLEGE LONDON ,TS50014303,"70,065.24",A&C agency
NHS,King's College Hospital NHS Foundation Trust,2021,4,01-Jul-20,External Contract staffing and Consultan,Strategy Team, KINGS COLLEGE LONDON ,TS50024554,"206,118.00",KCL Charity Fundraising
NHS,King's College Hospital NHS Foundation Trust,2021,4,26-Jun-20,Sub Contracted Healthcare - NHS bodies,ACU Cross Account, KING'S FERTILITY LTD ,KFL186,"92,000.00",Services received from other NHS bodies
NHS,King's College Hospital NHS Foundation Trust,2021,4,29-Mar-20,Leasing -Lease Charges Others,Senior Finance Staff, KONICA MINOLTA BUSINESS SOLUTI  (UK) LTD ,1150944018,"60,506.99",Leasing -Lease Charges Others
NHS,King's College Hospital NHS Foundation Trust,2021,4,15-Jul-20,Assets Under Construction,Fixed Asset, LIFT SPECIALISTS LTD ,CSI001533,"96,132.00",Fixed Assets - Auc Pur Adds Bld
NHS,King's College Hospital NHS Foundation Trust,2021,4,09-Jul-20,Premises and Fixed Plant,Facilities Estates / Maintenance, LIFTEC LIFTS LTD ,NV177262,"28,970.52",Day to day maintenance
NHS,King's College Hospital NHS Foundation Trust,2021,4,06-Dec-19,Drugs,Pharmacy Lloyds, LLOYDS PHARMACY LTD ,86831,"1,617,483.31",Sainsburys Drug
NHS,King's College Hospital NHS Foundation Trust,2021,4,01-Jul-20,RATES,RATES, London Borough of Bromley , Standing Order ,"136,192.00",RATES
