Department Family,Entuty,Financial Year,Financial Period,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount
NHS,King's College Hospital NHS Foundation Trust,2021,1,20-Jan-20,Premises and Fixed Plant,Premises and Fixed Plant,DENDRITE CLINICAL SYSTEMS LTD,P/5366,"30,306.00"
NHS,King's College Hospital NHS Foundation Trust,2021,1,30-Mar-20,Services Provided by non-NHS bodies,Services Provided by non-NHS bodies,DIAVERUM FACILITIES MANAGEMENT,350449,"59,385.60"
NHS,King's College Hospital NHS Foundation Trust,2021,1,29-Feb-20,Services Provided by non-NHS bodies,Services Provided by non-NHS bodies,DIAVERUM FACILITIES MANAGEMENT,350390,"48,937.68"
NHS,King's College Hospital NHS Foundation Trust,2021,1,30-Mar-20,Services Provided by non-NHS bodies,Services Provided by non-NHS bodies,DIAVERUM FACILITIES MANAGEMENT,350443,"53,963.71"
NHS,King's College Hospital NHS Foundation Trust,2021,1,16-Mar-20,Assets Under Construction,Assets Under Construction,DOOR AND WALL PROTECTION LTD,121063,"26,315.87"
NHS,King's College Hospital NHS Foundation Trust,2021,1,20-Mar-20,Sub Contracted Healthcare - NHS bodies,Child Health Central,EAST SUSSEX HOSPITALS NHS TRUST,142882,"67,733.76"
NHS,King's College Hospital NHS Foundation Trust,2021,1,20-Mar-20,Sub Contracted Healthcare - NHS bodies,Child Health Central,EAST SUSSEX HOSPITALS NHS TRUST,142883,"34,613.76"
NHS,King's College Hospital NHS Foundation Trust,2021,1,03-Apr-20,Premises and Fixed Plant,PFI Service Payments,EDF ENERGY,7465810,"60,817.21"
NHS,King's College Hospital NHS Foundation Trust,2021,1,06-Apr-20,Premises and Fixed Plant,Dental Energy & Utilities,EDF ENERGY,7471260,"33,423.27"
NHS,King's College Hospital NHS Foundation Trust,2021,1,25-Mar-20,External Contract staffing and Consultan,External Contract staffing and Consultan,ENDOSOFT LTD,1611198,"43,507.92"
NHS,King's College Hospital NHS Foundation Trust,2021,1,09-Mar-20,Premises and Fixed Plant,Premises and Fixed Plant,FAIRWEATHER INSURANCE SERVICES LIMITED,23270C,"77,004.00"
NHS,King's College Hospital NHS Foundation Trust,2021,1,31-Mar-20,Transport and Moveable Plant,Patient Transport,FALCK UK AMBULANCE SERVICES,SIN003468,"95,156.66"
NHS,King's College Hospital NHS Foundation Trust,2021,1,04-Nov-19,Clinical Supplies and Services,Liver Endoscopy Unit,GETINGE UK LTD,51903415,"136,078.03"
NHS,King's College Hospital NHS Foundation Trust,2021,1,27-Mar-20,Drugs,Drugs,GILEAD SCIENCES LTD,4410182634,"71,009.57"
NHS,King's College Hospital NHS Foundation Trust,2021,1,03-Apr-20,Drugs,Drugs,GILEAD SCIENCES LTD,4410183049,"224,360.80"
NHS,King's College Hospital NHS Foundation Trust,2021,1,06-Apr-20,Drugs,Drugs,GILEAD SCIENCES LTD,4410183152,"71,009.57"
NHS,King's College Hospital NHS Foundation Trust,2021,1,17-Apr-20,Drugs,Drugs,GILEAD SCIENCES LTD,4410183766,"224,360.80"
NHS,King's College Hospital NHS Foundation Trust,2021,1,16-Mar-20,Sub Contracted Healthcare - NHS bodies,Sub Contracted Healthcare - NHS bodies,GUYS & ST THOMAS' NHS TRUST,3284590,"118,207.14"
NHS,King's College Hospital NHS Foundation Trust,2021,1,16-Mar-20,Sub Contracted Healthcare - NHS bodies,Sub Contracted Healthcare - NHS bodies,GUYS & ST THOMAS' NHS TRUST,3284544,"170,000.00"
NHS,King's College Hospital NHS Foundation Trust,2021,1,14-Feb-20,Sub Contracted Healthcare - NHS bodies,Sub Contracted Healthcare - NHS bodies,GUYS & ST THOMAS' NHS TRUST,3282412,"199,500.00"
NHS,King's College Hospital NHS Foundation Trust,2021,1,27-Mar-20,Premises and Fixed Plant,Transfusion Practitioners,HAEMONETICS (UK) LTD,25416,"137,944.80"
NHS,King's College Hospital NHS Foundation Trust,2021,1,15-Apr-20,Stock,Stock,HAMELN PHARMACEUTICALS LTD,5449447,"48,470.40"
NHS,King's College Hospital NHS Foundation Trust,2021,1,20-Mar-20,Assets Under Construction,Fixed Asset,HC QS LIMITED,Q05116,"23,469.00"
NHS,King's College Hospital NHS Foundation Trust,2021,1,06-Apr-20,Premises and Fixed Plant,Womens Central,HEALTHNET CONNECTION LTD,INV-23199,"37,500.00"
NHS,King's College Hospital NHS Foundation Trust,2021,1,30-Mar-20,Premises and Fixed Plant,PRUH Womens & Children Admin,HEALTHNET CONNECTION LTD,23185,"25,586.25"
NHS,King's College Hospital NHS Foundation Trust,2021,1,17-Apr-20,HPC KCH LTD,HPC KCH LTD,HPC KCH LTD     EBANKGO90124082,,"1,246,308.11"
NHS,King's College Hospital NHS Foundation Trust,2021,1,17-Apr-20,HPC KCH LTD,HPC KCH LTD,HPC KCH LTD     EBANKGO90124082,,"249,261.62"
NHS,King's College Hospital NHS Foundation Trust,2021,1,02-Jan-20,External Contract staffing and Consultan,ED UCC,HURLEY CLINIC,8220,"163,568.70"
NHS,King's College Hospital NHS Foundation Trust,2021,1,02-Mar-20,External Contract staffing and Consultan,ED UCC,HURLEY CLINIC,8510,"146,209.11"
NHS,King's College Hospital NHS Foundation Trust,2021,1,20-Mar-20,Premises and Fixed Plant,Operations Management,IDEAL HEALTH CONSULTANTS LIMITED,6385,"26,850.00"
NHS,King's College Hospital NHS Foundation Trust,2021,1,01-Apr-20,Carriage costs,Liver Transplant Coordination,IMT MEDICAL TRANSPORT LTD,7245,"99,000.00"
NHS,King's College Hospital NHS Foundation Trust,2021,1,16-Apr-20,ICT,ICT,INSIGHT DIRECT (UK) LTD,4814182,"4,744.80"
NHS,King's College Hospital NHS Foundation Trust,2021,1,15-Apr-20,ICT,ICT,INSIGHT DIRECT (UK) LTD,4796786,"82,871.95"
NHS,King's College Hospital NHS Foundation Trust,2021,1,26-Mar-20,ICT,ICT,INSIGHT DIRECT (UK) LTD,4789549,"30,000.00"
NHS,King's College Hospital NHS Foundation Trust,2021,1,31-Mar-20,ICT,ICT,INSIGHT DIRECT (UK) LTD,4797049,"11,676.00"
NHS,King's College Hospital NHS Foundation Trust,2021,1,12-Mar-20,ICT,ICT,INSIGHT DIRECT (UK) LTD,4766590,"26,202.00"
NHS,King's College Hospital NHS Foundation Trust,2021,1,15-Apr-20,ICT,ICT,INSIGHT DIRECT (UK) LTD,4811750,"50,940.00"
NHS,King's College Hospital NHS Foundation Trust,2021,1,31-Mar-20,ICT,ICT,INSIGHT DIRECT (UK) LTD,4797049,"16,610.40"
NHS,King's College Hospital NHS Foundation Trust,2021,1,16-Apr-20,ICT,ICT,INSIGHT DIRECT (UK) LTD,4814182,"16,610.40"
NHS,King's College Hospital NHS Foundation Trust,2021,1,16-Apr-20,ICT,ICT,INSIGHT DIRECT (UK) LTD,4814182,"23,174.40"
NHS,King's College Hospital NHS Foundation Trust,2021,1,31-Mar-20,ICT,ICT,INSIGHT DIRECT (UK) LTD,4797049,"23,174.40"
NHS,King's College Hospital NHS Foundation Trust,2021,1,26-Mar-20,ICT,ICT,INSIGHT DIRECT (UK) LTD,4789549,"47,125.74"
NHS,King's College Hospital NHS Foundation Trust,2021,1,29-Jan-20,Clinical Supplies and Services,Diabetes,INSULET INTERNATIONAL LTD,70004700,"34,847.76"
NHS,King's College Hospital NHS Foundation Trust,2021,1,31-Mar-20,Clinical Supplies and Services,Diabetes,INSULET INTERNATIONAL LTD,70017195,"32,406.96"
NHS,King's College Hospital NHS Foundation Trust,2021,1,18-Mar-20,Clinical Supplies and Services,Diabetes,INSULET INTERNATIONAL LTD,70013561,"32,686.56"
NHS,King's College Hospital NHS Foundation Trust,2021,1,28-Nov-19,Clinical Supplies and Services,Diabetes,INSULET INTERNATIONAL LTD,16958385,"32,014.80"
NHS,King's College Hospital NHS Foundation Trust,2021,1,31-Mar-20,Storage costs,Patient Records DH,IRON MOUNTAIN,WS52840,"43,780.12"
NHS,King's College Hospital NHS Foundation Trust,2021,1,20-Apr-20,Assets Under Construction,Fixed Asset,JOHN GRAHAM CONSTRUCTION LIMITED,912027,"59,556.71"
NHS,King's College Hospital NHS Foundation Trust,2021,1,19-Mar-20,Assets Under Construction,Fixed Asset,JOHN GRAHAM CONSTRUCTION LIMITED,911719,"107,855.74"
NHS,King's College Hospital NHS Foundation Trust,2021,1,28-Feb-20,Establishment Expenses,Commercial Services Recharges,KCH COMMERCIAL SERVICES LTD,2370,"31,168.65"
NHS,King's College Hospital NHS Foundation Trust,2021,1,01-Mar-20,Services Provided by non-NHS bodies,IFT,KCH INTERVENTIONAL FAC MGT LTD,FINV-000530,"3,402,879.09"
NHS,King's College Hospital NHS Foundation Trust,2021,1,01-Mar-20,Services Provided by non-NHS bodies,KIFM Pharmacy Outpatient,KCH INTERVENTIONAL FAC MGT LTD,FINV-000531,"1,916,000.00"
NHS,King's College Hospital NHS Foundation Trust,2021,1,01-Mar-20,Services Provided by non-NHS bodies,IFT,KCH INTERVENTIONAL FAC MGT LTD,FINV-000527,"2,147,876.17"
NHS,King's College Hospital NHS Foundation Trust,2021,1,24-Dec-19,Services Provided by non-NHS bodies,IFT,KCH INTERVENTIONAL FAC MGT LTD,FINV-000508,"90,448.13"
NHS,King's College Hospital NHS Foundation Trust,2021,1,01-Mar-20,Services Provided by non-NHS bodies,IFT,KCH INTERVENTIONAL FAC MGT LTD,FINV-000528,"3,314,727.43"
NHS,King's College Hospital NHS Foundation Trust,2021,1,01-Mar-20,Services Provided by non-NHS bodies,IFT,KCH INTERVENTIONAL FAC MGT LTD,FINV-000529,"1,266,475.20"
NHS,King's College Hospital NHS Foundation Trust,2021,1,28-Feb-20,Establishment Expenses,Commercial Services Recharges,KCH MANAGEMENT LTD,2366,"40,350.00"
NHS,King's College Hospital NHS Foundation Trust,2021,1,28-Feb-20,Establishment Expenses,Commercial Services Recharges,KCH MANAGEMENT LTD,2368,"42,716.61"
NHS,King's College Hospital NHS Foundation Trust,2021,1,28-Feb-20,Establishment Expenses,Commercial Services Recharges,KCH MANAGEMENT LTD,2369,"40,000.00"
NHS,King's College Hospital NHS Foundation Trust,2021,1,12-Nov-19,Establishment Expenses,NIHR SFA Type1 Diabetes,KINGS COLLEGE LONDON,SS50016571,305.2
NHS,King's College Hospital NHS Foundation Trust,2021,1,02-Mar-20,Consultancy,NIHR PROFIT,KINGS COLLEGE LONDON,SH500020554,"61,905.83"
NHS,King's College Hospital NHS Foundation Trust,2021,1,09-Oct-19,External Contract staffing and Consultan,CLAHRC Public Health Theme,KINGS COLLEGE LONDON,SH50015592,"35,049.22"
NHS,King's College Hospital NHS Foundation Trust,2021,1,11-Nov-19,Establishment Expenses,NIHR SFA Type1 Diabetes,KINGS COLLEGE LONDON,SS50016553,"1,161.36"
NHS,King's College Hospital NHS Foundation Trust,2021,1,11-Nov-19,Establishment Expenses,NIHR SFA Type1 Diabetes,KINGS COLLEGE LONDON,SS50016553,"25,684.95"
NHS,King's College Hospital NHS Foundation Trust,2021,1,26-Feb-20,External Contract staffing and Consultan,CLAHRC Palliative & End Theme,KINGS COLLEGE LONDON,SH50020234,"54,597.47"
NHS,King's College Hospital NHS Foundation Trust,2021,1,23-Mar-20,Consultancy,Consultancy,KINGS COLLEGE LONDON,RS50021406,"24,929.05"
NHS,King's College Hospital NHS Foundation Trust,2021,1,23-Mar-20,Consultancy,Consultancy,KINGS COLLEGE LONDON,RS50021436,"30,498.81"
NHS,King's College Hospital NHS Foundation Trust,2021,1,02-Jul-19,Consultancy,Consultancy,KINGS COLLEGE LONDON,RS50011686,"24,847.31"
NHS,King's College Hospital NHS Foundation Trust,2021,1,12-Nov-19,Consultancy,Consultancy,KINGS COLLEGE LONDON,SS50016571,"40,410.83"
NHS,King's College Hospital NHS Foundation Trust,2021,1,30-Jan-20,Consultancy,Consultancy,KINGS COLLEGE LONDON,RS50019079,"26,056.02"
NHS,King's College Hospital NHS Foundation Trust,2021,1,24-Mar-20,Consultancy,Consultancy,KINGS COLLEGE LONDON,TS50021491,"107,998.00"
NHS,King's College Hospital NHS Foundation Trust,2021,1,12-Jun-18,Consultancy,Consultancy,KINGS COLLEGE LONDON,KNHT17185296,"29,281.29"
NHS,King's College Hospital NHS Foundation Trust,2021,1,05-Mar-20,Consultancy,Consultancy,KINGS COLLEGE LONDON,RS50021596,"22,149.86"
NHS,King's College Hospital NHS Foundation Trust,2021,1,12-Nov-19,Consultancy,Consultancy,KINGS COLLEGE LONDON,SS50016571,"27,215.47"
NHS,King's College Hospital NHS Foundation Trust,2021,1,04-Mar-20,Consultancy,Consultancy,KINGS COLLEGE LONDON,RS50020736,"24,772.32"
NHS,King's College Hospital NHS Foundation Trust,2021,1,12-Nov-19,Consultancy,Consultancy,KINGS COLLEGE LONDON,SS50016571,"13,513.31"
NHS,King's College Hospital NHS Foundation Trust,2021,1,26-Feb-20,Consultancy,Consultancy,KINGS COLLEGE LONDON,SH50020231,"48,198.51"
NHS,King's College Hospital NHS Foundation Trust,2021,1,11-Nov-19,Consultancy,Consultancy,KINGS COLLEGE LONDON,SS50016553,"17,131.54"
NHS,King's College Hospital NHS Foundation Trust,2021,1,30-Jan-20,Consultancy,Consultancy,KINGS COLLEGE LONDON,RS50019081,"24,624.85"
NHS,King's College Hospital NHS Foundation Trust,2021,1,09-Apr-20,IFM ,IFM ,KINGS IFM     1-9400-92406,,"14,435,883.47"
NHS,King's College Hospital NHS Foundation Trust,2021,1,19-Mar-20,Sub Contracted Healthcare - NHS bodies,QMS QEH Ophthalmology Recharge & Lewisha,LEWISHAM HOSPITAL NHS TRUST,8504546,"27,342.00"
NHS,King's College Hospital NHS Foundation Trust,2021,1,21-Jan-20,Sub Contracted Healthcare - NHS bodies,QMS QEH Ophthalmology Recharge & Lewisha,LEWISHAM HOSPITAL NHS TRUST,8503030,"28,280.00"
NHS,King's College Hospital NHS Foundation Trust,2021,1,08-Nov-19,Sub Contracted Healthcare - NHS bodies,QMS QEH Ophthalmology Recharge & Lewisha,LEWISHAM HOSPITAL NHS TRUST,8501497,"28,280.00"
NHS,King's College Hospital NHS Foundation Trust,2021,1,19-Mar-20,Sub Contracted Healthcare - NHS bodies,QMS QEH Ophthalmology Recharge & Lewisha,LEWISHAM HOSPITAL NHS TRUST,8504541,"25,835.00"
NHS,King's College Hospital NHS Foundation Trust,2021,1,18-Mar-20,Sub Contracted Healthcare - NHS bodies,Child Health Central,LEWISHAM HOSPITAL NHS TRUST,8504510,"52,549.00"
NHS,King's College Hospital NHS Foundation Trust,2021,1,18-Mar-20,Consultancy,Neurology,LEWISHAM HOSPITAL NHS TRUST,8504516,"30,351.15"
NHS,King's College Hospital NHS Foundation Trust,2021,1,19-Mar-20,Sub Contracted Healthcare - NHS bodies,QMS QEH Ophthalmology Recharge & Lewisha,LEWISHAM HOSPITAL NHS TRUST,8504543,"31,318.00"
NHS,King's College Hospital NHS Foundation Trust,2021,1,19-Mar-20,Sub Contracted Healthcare - NHS bodies,QMS QEH Ophthalmology Recharge & Lewisha,LEWISHAM HOSPITAL NHS TRUST,8504544,"26,957.00"
NHS,King's College Hospital NHS Foundation Trust,2021,1,19-Mar-20,Sub Contracted Healthcare - NHS bodies,QMS QEH Ophthalmology Recharge & Lewisha,LEWISHAM HOSPITAL NHS TRUST,8504542,"26,348.00"
NHS,King's College Hospital NHS Foundation Trust,2021,1,01-Apr-20,RATES,RATES,LONDON BOROUGH OF BROMLEY,,"156,275.00"
NHS,King's College Hospital NHS Foundation Trust,2021,1,01-Apr-20,RATES,RATES,London Borough of lambeth,,"215,460.00"
NHS,King's College Hospital NHS Foundation Trust,2021,1,30-Mar-20,Assets Under Construction,Fixed Asset,MACFARLANES LLP,448956,"176,399.35"
NHS,King's College Hospital NHS Foundation Trust,2021,1,01-Apr-20,Administrative and Clerical Staff,CEF Senior Management Team,MACMITCH LTD,INV-0019,"26,064.35"
NHS,King's College Hospital NHS Foundation Trust,2021,1,26-Mar-20,Premises and Fixed Plant,Facilities Rates / Rent,MAUDSLEY CHARITY,C0002268,"26,914.43"
NHS,King's College Hospital NHS Foundation Trust,2021,1,31-Mar-20,Assets Under Construction,Fixed Asset,MCLAUGHLIN & HARVEY LTD,23030,"119,489.00"
NHS,King's College Hospital NHS Foundation Trust,2021,1,31-Mar-20,External Contract staffing and Consultan,Radiology Medical,MEDICA REPORTING LTD,14615,"89,505.00"
NHS,King's College Hospital NHS Foundation Trust,2021,1,31-Mar-20,External Contract staffing and Consultan,Radiology Department,MEDICA REPORTING LTD,14617,"79,020.00"
NHS,King's College Hospital NHS Foundation Trust,2021,1,17-Apr-20,KINGS PFI ,KINGS PFI ,MEDIREST     EBANKGO90124071,,"2,868,797.34"
NHS,King's College Hospital NHS Foundation Trust,2021,1,17-Apr-20,KINGS PFI ,KINGS PFI ,MEDIREST     EBANKGO90124071,,"573,759.47"
NHS,King's College Hospital NHS Foundation Trust,2021,1,30-Mar-20,Clinical Supplies and Services,Ophthalmic Nursing,MEDISOFT LTD,102379,"32,606.93"
NHS,King's College Hospital NHS Foundation Trust,2021,1,27-Mar-20,Clinical Supplies and Services,Diabetes,MEDTRONIC LTD,1099772382,"25,739.10"
NHS,King's College Hospital NHS Foundation Trust,2021,1,01-Dec-19,Administrative and Clerical Staff,Business Partnering,MONITOR,7200200063,"54,493.01"
