Department,CCG,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount
Department of Health,NHS Ealing CCG,31-May-20,Social Care-Res Short Stay Exp,GENERAL RESERVE - PROGRAMME,LONDON BOROUGH OF EALING,32340546,"163,302.00"
Department of Health,NHS Ealing CCG,31-May-20,Clinical&Medical-Voluntary Sector,GENERAL RESERVE - PROGRAMME,LONDON BOROUGH OF EALING,32340545,"157,288.00"
Department of Health,NHS Ealing CCG,31-May-20,Training Expenses,GENERAL RESERVE - PROGRAMME,HEALTH EDUCATION ENGLAND,32300057,"157,150.49"
Department of Health,NHS Ealing CCG,31-May-20,Hlthcre-Foundation Trsts,GENERAL RESERVE - PROGRAMME,HILLINGDON HOSPITALS NHS FOUNDATION TRUST,32260010,"142,907.34"
Department of Health,NHS Ealing CCG,31-May-20,Hcare Srv Rec NHS Trust-Contract Baseline,GENERAL RESERVE - PROGRAMME,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,32300012,"122,270.00"
Department of Health,NHS Ealing CCG,31-May-20,Hcare Srv Rec NHS Trust-Contract Baseline,GENERAL RESERVE - PROGRAMME,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,32300052,"122,270.00"
Department of Health,NHS Ealing CCG,31-May-20,Recharge : Provided,GENERAL RESERVE - PROGRAMME,NHS CENTRAL LONDON (WESTMINSTER) CCG,32340545,"117,000.00"
Department of Health,NHS Ealing CCG,31-May-20,Clinical&Medical-Commercial Sector,ACUTE COMMISSIONING,GLOBAL DIAGNOSTICS LTD,32379197,"116,415.00"
Department of Health,NHS Ealing CCG,31-May-20,Soc Care-Other Intermediate Care,GENERAL RESERVE - PROGRAMME,LONDON BOROUGH OF EALING,32340546,"114,593.00"
Department of Health,NHS Ealing CCG,31-May-20,Soc Care-Early Supp Hosp Dschg Schm,GENERAL RESERVE - PROGRAMME,LONDON BOROUGH OF EALING,32340546,"111,750.00"
Department of Health,NHS Ealing CCG,31-May-20,Recharge : Received,COMMISSIONING - NON ACUTE,NHS BRENT CCG,32322477,"103,360.00"
Department of Health,NHS Ealing CCG,31-May-20,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,DR DCM EVANS & PARTNERS,32423988,"102,866.38"
Department of Health,NHS Ealing CCG,31-May-20,Clinical&Medical-Commercial Sector,WHEELCHAIR SERVICE,AJ MOBILITY LTD,32363025,"100,957.34"
Department of Health,NHS Ealing CCG,31-May-20,Clinical&Medical-Commercial Sector,WHEELCHAIR SERVICE,AJ MOBILITY LTD,32379166,"100,957.34"
Department of Health,NHS Ealing CCG,31-May-20,C&M-PMS Prem Clinical Waste,PRC DELEGATED CO-COMMISSIONING,NHS ENGLAND,32340546,"99,796.50"
Department of Health,NHS Ealing CCG,31-May-20,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,GORDON HOUSE SURGERY,32423994,"94,372.81"
Department of Health,NHS Ealing CCG,31-May-20,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,GURU NANAK MEDICAL CENTRE,32288127,"89,399.71"
Department of Health,NHS Ealing CCG,31-May-20,Hcare Srv Rec NHS CCG-Non Contract,GENERAL RESERVE - PROGRAMME,NHS HAMMERSMITH AND FULHAM CCG,32408818,"88,126.00"
Department of Health,NHS Ealing CCG,31-May-20,C&M-GMS Prem Actual Rent,PRC DELEGATED CO-COMMISSIONING,MWH PRACTICE,32408536,"87,933.20"
Department of Health,NHS Ealing CCG,31-May-20,Clinical&Medical-Independent Sector,GENERAL RESERVE - PROGRAMME,FOCUSED HEALTHCARE LTD,32322561,"82,261.49"
Department of Health,NHS Ealing CCG,31-May-20,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,MWH PRACTICE,32408536,"76,090.76"
Department of Health,NHS Ealing CCG,31-May-20,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,DR RJ SALUJA,32423990,"71,122.60"
Department of Health,NHS Ealing CCG,31-May-20,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,DR SS SHERGILL,32408508,"71,075.78"
Department of Health,NHS Ealing CCG,31-May-20,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,DR E M ROBINSKA,32408465,"70,663.64"
Department of Health,NHS Ealing CCG,31-May-20,Clinical&Medical-Independent Sector,GP FORWARD VIEW,ELMBANK SURGERY,32305737,"69,801.75"
Department of Health,NHS Ealing CCG,31-May-20,Clinical&Medical-Independent Sector,GP FORWARD VIEW,DR DCM EVANS & PARTNERS,32307034,"69,801.75"
Department of Health,NHS Ealing CCG,31-May-20,Clinical&Medical-Independent Sector,GP FORWARD VIEW,SUNRISE MEDICAL PRACTICE SOUTHALL,32307039,"69,801.75"
Department of Health,NHS Ealing CCG,31-May-20,C&M-APMS Contract Value,PRC DELEGATED CO-COMMISSIONING,FEATHERSTONE ROAD HEALTH CENTRE,32288125,"69,209.91"
Department of Health,NHS Ealing CCG,31-May-20,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,DR N CROWLEY,32408490,"67,580.25"
Department of Health,NHS Ealing CCG,31-May-20,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,CROWN STREET SURGERY,32408448,"66,284.77"
Department of Health,NHS Ealing CCG,31-May-20,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,EALING PARK HEALTH CENTRE,32408517,"64,612.83"
Department of Health,NHS Ealing CCG,31-May-20,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,DR MG PARMAR,32288123,"63,577.15"
Department of Health,NHS Ealing CCG,31-May-20,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,HILLCREST SURGERY LONDON,32423995,"63,035.85"
Department of Health,NHS Ealing CCG,31-May-20,Soc Care-Housing Projects,GENERAL RESERVE - PROGRAMME,LONDON BOROUGH OF EALING,32340546,"62,500.00"
Department of Health,NHS Ealing CCG,31-May-20,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,DR R SHAH,32408493,"61,629.78"
Department of Health,NHS Ealing CCG,31-May-20,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,DR DS COWEN,32408463,"60,235.10"
Department of Health,NHS Ealing CCG,31-May-20,Hcare Srv Rec NHS Trust-Contract Baseline,GENERAL RESERVE - PROGRAMME,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,32300046,"58,480.00"
Department of Health,NHS Ealing CCG,31-May-20,Clinical&Medical-Voluntary Sector,GENERAL RESERVE - PROGRAMME,MARIE STOPES INTERNATIONAL,32493307,"58,074.00"
Department of Health,NHS Ealing CCG,31-May-20,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,DR BS & SK MANGAT,32408453,"57,946.04"
Department of Health,NHS Ealing CCG,31-May-20,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,DR K CABOT,32408480,"57,488.15"
Department of Health,NHS Ealing CCG,31-May-20,Telecoms-Phone Rental and Calls,GENERAL RESERVE - PROGRAMME,EVERYTHING EVERYWHERE LTD,32300064,"57,388.64"
Department of Health,NHS Ealing CCG,31-May-20,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,DR AK SANDHU,32408457,"57,075.73"
Department of Health,NHS Ealing CCG,31-May-20,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,DR RC MOORE,32408497,"56,880.57"
Department of Health,NHS Ealing CCG,31-May-20,Clinical&Medical-Commercial Sector,PLANNED CARE,PRACTICE SERVICES LTD (THE),32413091,"56,856.25"
Department of Health,NHS Ealing CCG,31-May-20,Income tax <1Yr,BALANCE SHEET,HMRC,32336065,"55,180.60"
Department of Health,NHS Ealing CCG,31-May-20,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,ARGYLE SURGERY,32408441,"54,952.19"
Department of Health,NHS Ealing CCG,31-May-20,Services From Local Authorities,GENERAL RESERVE - PROGRAMME,WEST LONDON NHS TRUST,32423996,"54,791.00"
Department of Health,NHS Ealing CCG,31-May-20,Recharge : Received,PRIMARY CARE IT,NHS BRENT CCG,32322561,"54,552.00"
Department of Health,NHS Ealing CCG,31-May-20,C&M-APMS Contract Value,PRC DELEGATED CO-COMMISSIONING,DR R SIVANESAN,32288136,"53,827.47"
Department of Health,NHS Ealing CCG,31-May-20,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,GOODCARE PRACTICE,32408520,"53,794.04"
Department of Health,NHS Ealing CCG,31-May-20,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,DR HM QADAN,32408471,"53,049.62"
Department of Health,NHS Ealing CCG,31-May-20,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,DR PERINPANAYAGAM & PARTNERS,32423992,"52,572.21"
Department of Health,NHS Ealing CCG,31-May-20,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,DR JS SANGHERA,32408475,"50,875.22"
Department of Health,NHS Ealing CCG,31-May-20,Services From Local Authorities,GENERAL RESERVE - PROGRAMME,LONDON BOROUGH OF EALING,32363018,"50,500.00"
Department of Health,NHS Ealing CCG,31-May-20,Hcare Srv Rec NHS Trust-Over/ Under Performance,GENERAL RESERVE - PROGRAMME,BARTS HEALTH NHS TRUST,32322731,"50,486.00"
Department of Health,NHS Ealing CCG,31-May-20,Clinical&Medical-Othe Public Sector,GENERAL RESERVE - PROGRAMME,LONDON BOROUGH OF EALING,32363005,"50,000.00"
Department of Health,NHS Ealing CCG,31-May-20,Clinical&Medical-Othe Public Sector,GENERAL RESERVE - PROGRAMME,LONDON BOROUGH OF EALING,32363010,"50,000.00"
Department of Health,NHS Ealing CCG,31-May-20,C&M-GMS Prem Actual Rent,PRC DELEGATED CO-COMMISSIONING,GORDON HOUSE SURGERY,32423994,"49,612.01"
Department of Health,NHS Ealing CCG,31-May-20,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,CORFTON ROAD SURGERY,32408446,"48,425.41"
Department of Health,NHS Ealing CCG,31-May-20,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,JUBILEE GARDENS MEDICAL CENTRE,32408530,"48,106.26"
Department of Health,NHS Ealing CCG,31-May-20,Hcare Srv Rec NHS Trust-Contract Baseline,GENERAL RESERVE - PROGRAMME,LONDON BOROUGH OF EALING,32363022,"48,000.00"
Department of Health,NHS Ealing CCG,31-May-20,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,DR RK BHATT,32423991,"46,333.99"
Department of Health,NHS Ealing CCG,31-May-20,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,DR R DASOJU & PARTNERS,32408502,"46,301.91"
Department of Health,NHS Ealing CCG,31-May-20,C&M-APMS Contract Value,PRC DELEGATED CO-COMMISSIONING,CUCKOO LANE HEALTH CARE LTD,32288134,"45,890.44"
Department of Health,NHS Ealing CCG,31-May-20,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,DR DA JENKINS,32408460,"45,168.18"
Department of Health,NHS Ealing CCG,31-May-20,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,GREENFORD AVENUE FHP,32288129,"44,482.33"
Department of Health,NHS Ealing CCG,31-May-20,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,DR SK GILL,32408506,"44,397.20"
Department of Health,NHS Ealing CCG,31-May-20,Hcare Srv Rec NHS Trust-Over/ Under Performance,GENERAL RESERVE - PROGRAMME,BARTS HEALTH NHS TRUST,32226378,"44,068.78"
Department of Health,NHS Ealing CCG,31-May-20,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,DR CSP REDDY,32408467,"42,292.95"
Department of Health,NHS Ealing CCG,31-May-20,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,KS MEDICAL CENTRE,32408532,"41,815.10"
Department of Health,NHS Ealing CCG,31-May-20,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,DRS A LEES R NAISH & S BASSI,32408512,"41,490.19"
Department of Health,NHS Ealing CCG,31-May-20,C&M-APMS Contract Value,PRC DELEGATED CO-COMMISSIONING,BROADMEAD SURGERY,32260022,"39,735.05"
Department of Health,NHS Ealing CCG,31-May-20,C&M-APMS Prem Actual Rent,PRC DELEGATED CO-COMMISSIONING,FEATHERSTONE ROAD HEALTH CENTRE,32288127,"39,081.87"
Department of Health,NHS Ealing CCG,31-May-20,Cont Care-Funded Nursing Care Allow,GENERAL RESERVE - PROGRAMME,LONDON BOROUGH OF EALING,32430619,"38,717.51"
Department of Health,NHS Ealing CCG,31-May-20,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,DR G SIVARAJAH,32408471,"38,522.96"
Department of Health,NHS Ealing CCG,31-May-20,National Insurance < 1 yr-NI- ERS,BALANCE SHEET,HMRC,32336065,"38,158.86"
Department of Health,NHS Ealing CCG,31-May-20,Clinical&Medical-Independent Sector,LEARNING DIFFICULTIES,ACCOMPLISH GROUP,32430222,"38,040.00"
Department of Health,NHS Ealing CCG,31-May-20,C&M-APMS Contract Value,PRC DELEGATED CO-COMMISSIONING,WATERSIDE MEDICAL CENTRE SOUTHALL,32288132,"37,959.01"
Department of Health,NHS Ealing CCG,31-May-20,C&M-APMS Contract Value,PRC DELEGATED CO-COMMISSIONING,DR AK SANDHU,32300115,"37,959.01"
Department of Health,NHS Ealing CCG,31-May-20,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,DR IK SANDHU,32408467,"37,114.25"
Department of Health,NHS Ealing CCG,31-May-20,Hcare Srv Rec Fdtn Trust-Non Contract,GENERAL RESERVE - PROGRAMME,NHS CENTRAL LONDON (WESTMINSTER) CCG,32340545,"36,000.00"
Department of Health,NHS Ealing CCG,31-May-20,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,MANDEVILLE MEDICAL CENTRE,32408534,"35,961.12"
Department of Health,NHS Ealing CCG,,Cont Care-Funded Nursing Care Allow,GENERAL RESERVE - PROGRAMME,LONDON BOROUGH OF EALING,,"35,744.09"
Department of Health,NHS Ealing CCG,31-May-20,Cont Care-Physical Disab (<65),CHC AD FULL FUND PERS HLTH BUD,CARE IN FINANCE LTD,32430623,"35,000.00"
Department of Health,NHS Ealing CCG,31-May-20,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,DR B GOHIL,32408452,"34,395.11"
Department of Health,NHS Ealing CCG,31-May-20,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,DR MA KHAN LONDON,32408485,"34,318.59"
Department of Health,NHS Ealing CCG,31-May-20,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,DR AD LEWIS,32408450,"33,798.60"
Department of Health,NHS Ealing CCG,31-May-20,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,DR S GUHA,32408495,"33,728.68"
Department of Health,NHS Ealing CCG,,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,SUNRISE MEDICAL PRACTICE SOUTHALL,,"33,697.87"
Department of Health,NHS Ealing CCG,31-May-20,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,HAMMOND ROAD PRACTICE,32408545,"33,373.46"
Department of Health,NHS Ealing CCG,31-May-20,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,DR VB BHATT,32408513,"33,220.01"
Department of Health,NHS Ealing CCG,31-May-20,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,DR N ASGHAR,32423989,"33,084.00"
Department of Health,NHS Ealing CCG,31-May-20,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,ELMBANK SURGERY,32408515,"32,975.44"
Department of Health,NHS Ealing CCG,31-May-20,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,ISLIP MANOR SURGERY,32408526,"32,574.36"
Department of Health,NHS Ealing CCG,31-May-20,Cont Care-Funded Nursing Care Allow,GENERAL RESERVE - PROGRAMME,LONDON BOROUGH OF EALING,32430318,"32,497.16"
Department of Health,NHS Ealing CCG,31-May-20,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,WESTSEVEN GP,32423996,"32,373.58"
Department of Health,NHS Ealing CCG,31-May-20,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,NORTHOLT FAMILY PRACTICE,32290427,"32,105.87"
Department of Health,NHS Ealing CCG,31-May-20,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,DR SS GORAYA,32408507,"30,761.57"
Department of Health,NHS Ealing CCG,31-May-20,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,HEALTH PROMOTION CENTRE,32408526,"30,424.90"
Department of Health,NHS Ealing CCG,31-May-20,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,CHISWICK FAMILY PRACTICE,32408544,"29,826.93"
Department of Health,NHS Ealing CCG,31-May-20,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,DR JM BAYER,32408475,"29,100.05"
Department of Health,NHS Ealing CCG,31-May-20,Hcare Srv Rec NHS Trust-Non Contract,GENERAL RESERVE - PROGRAMME,WEST LONDON NHS TRUST,32362988,"28,613.00"
Department of Health,NHS Ealing CCG,31-May-20,C&M-GMS Prem Actual Rent,PRC DELEGATED CO-COMMISSIONING,DR K CABOT,32408480,"28,125.00"
Department of Health,NHS Ealing CCG,31-May-20,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,DR G BALACHANDRAN,32288121,"27,736.37"
Department of Health,NHS Ealing CCG,31-May-20,National Insurance < 1 yr-NI-EES,BALANCE SHEET,HMRC,32336065,"27,034.99"
Department of Health,NHS Ealing CCG,31-May-20,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,CHURCHFIELD SURGERY DRS SN & SSJ DATTA,32408441,"25,956.64"
Department of Health,NHS Ealing CCG,31-May-20,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,DR JW KEEN,32408476,"24,609.18"
Department of Health,NHS Ealing CCG,31-May-20,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,DR N ISSAC,32408490,"23,968.20"
Department of Health,NHS Ealing CCG,31-May-20,C&M-GMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,MWH PRACTICE,32408536,"23,914.00"
Department of Health,NHS Ealing CCG,31-May-20,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,DR SHC VALENTINE,32408504,"23,649.98"
Department of Health,NHS Ealing CCG,31-May-20,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,DR H NAY LIN,32408818,"23,483.71"
Department of Health,NHS Ealing CCG,31-May-20,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,SOMERSET FAMILY HEALTH,32288131,"23,384.22"
Department of Health,NHS Ealing CCG,31-May-20,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,DR BP SINHA,32408453,"22,916.87"
Department of Health,NHS Ealing CCG,31-May-20,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,DR WM MOUSTAFA,32408510,"22,607.06"
Department of Health,NHS Ealing CCG,31-May-20,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,DR L DAS,32408485,"22,173.50"
Department of Health,NHS Ealing CCG,31-May-20,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,DR MG MIKHAIL,32408482,"20,982.97"
Department of Health,NHS Ealing CCG,31-May-20,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,DR AM BOTROS,32408458,"20,746.62"
Department of Health,NHS Ealing CCG,31-May-20,C&M-APMS Prem Actual Rent,PRC DELEGATED CO-COMMISSIONING,CUCKOO LANE HEALTH CARE LTD,32288136,"20,016.00"
Department of Health,NHS Ealing CCG,31-May-20,C&M-PCN DES Support Payment,PRC DELEGATED CO-COMMISSIONING,HILLCREST SURGERY LONDON,32423995,"18,861.00"
Department of Health,NHS Ealing CCG,31-May-20,C&M-PCN DES Support Payment,PRC DELEGATED CO-COMMISSIONING,DR RK BHATT,32423991,"16,357.00"
Department of Health,NHS Ealing CCG,31-May-20,C&M-GMS PCO Locum Sickness,PRC DELEGATED CO-COMMISSIONING,GORDON HOUSE SURGERY,32423994,"16,300.00"
Department of Health,NHS Ealing CCG,31-May-20,C&M-GMS PCO Locum Adop/Pat/Mat,PRC DELEGATED CO-COMMISSIONING,DR SHC VALENTINE,32408504,"15,693.14"
Department of Health,NHS Ealing CCG,31-May-20,C&M-PCN DES Support Payment,PRC DELEGATED CO-COMMISSIONING,DR N ASGHAR,32423989,"15,644.00"
Department of Health,NHS Ealing CCG,31-May-20,C&M-GMS Prem Actual Rent,PRC DELEGATED CO-COMMISSIONING,HILLCREST SURGERY LONDON,32423995,"15,632.67"
Department of Health,NHS Ealing CCG,31-May-20,C&M-GMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,DR SS SHERGILL,32408508,"15,516.70"
Department of Health,NHS Ealing CCG,31-May-20,C&M-PCN DES Support Payment,PRC DELEGATED CO-COMMISSIONING,GORDON HOUSE SURGERY,32423994,"14,327.00"
Department of Health,NHS Ealing CCG,31-May-20,C&M-GMS PCO Locum Adop/Pat/Mat,PRC DELEGATED CO-COMMISSIONING,DR AK SANDHU,32408457,"14,303.14"
Department of Health,NHS Ealing CCG,31-May-20,C&M-PCN DES Support Payment,PRC DELEGATED CO-COMMISSIONING,DR RJ SALUJA,32423990,"13,826.00"
Department of Health,NHS Ealing CCG,31-May-20,C&M-GMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,DR SS SHERGILL,32408508,"13,567.50"
Department of Health,NHS Ealing CCG,31-May-20,C&M-GMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,DR JS SANGHERA,32408476,"13,413.31"
Department of Health,NHS Ealing CCG,31-May-20,C&M-GMS PCO Locum Adop/Pat/Mat,PRC DELEGATED CO-COMMISSIONING,HILLCREST SURGERY LONDON,32423995,"13,389.12"
Department of Health,NHS Ealing CCG,31-May-20,C&M-GMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,DR JS SANGHERA,32408476,"13,054.17"
Department of Health,NHS Ealing CCG,31-May-20,C&M-PCN DES Support Payment,PRC DELEGATED CO-COMMISSIONING,DR DCM EVANS & PARTNERS,32423988,"11,852.00"
Department of Health,NHS Ealing CCG,31-May-20,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,DR K CABOT,32408478,"11,400.71"
Department of Health,NHS Ealing CCG,31-May-20,Social Care-Domiciliary Care Exp,GENERAL RESERVE - PROGRAMME,LONDON BOROUGH OF EALING,32340546,"11,250.00"
Department of Health,NHS Ealing CCG,31-May-20,C&M-GMS DES Minor Surgery,PRC DELEGATED CO-COMMISSIONING,ELMBANK SURGERY,32408515,"10,960.98"
Department of Health,NHS Ealing CCG,31-May-20,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,SUNRISE MEDICAL PRACTICE SOUTHALL,32408536,"10,706.86"
Department of Health,NHS Ealing CCG,31-May-20,C&M-GMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,DR IK SANDHU,32408469,"10,376.31"
Department of Health,NHS Ealing CCG,31-May-20,C&M-GMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,DRS A LEES R NAISH & S BASSI,32408512,"10,108.00"
Department of Health,NHS Ealing CCG,31-May-20,C&M-GMS PCN DES PCN support,LOCAL ENHANCED SERVICES,HILLCREST SURGERY LONDON,32423995,"9,942.50"
Department of Health,NHS Ealing CCG,31-May-20,C&M-PCN DES Support Payment,PRC DELEGATED CO-COMMISSIONING,DR PERINPANAYAGAM & PARTNERS,32423992,"9,927.00"
Department of Health,NHS Ealing CCG,31-May-20,C&M-GMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,DR N CROWLEY,32408490,"9,810.33"
Department of Health,NHS Ealing CCG,31-May-20,C&M-GMS DES Extended Hours Access,PRC DELEGATED CO-COMMISSIONING,HILLCREST SURGERY LONDON,32423995,"9,611.08"
Department of Health,NHS Ealing CCG,31-May-20,C&M-PCN DES Support Payment,PRC DELEGATED CO-COMMISSIONING,WESTSEVEN GP,32423996,"9,491.00"
Department of Health,NHS Ealing CCG,31-May-20,C&M-GMS DES Minor Surgery,PRC DELEGATED CO-COMMISSIONING,DR N CROWLEY,32408490,"9,324.20"
Department of Health,NHS Ealing CCG,31-May-20,C&M-PMS DES Minor Surgery,PRC DELEGATED CO-COMMISSIONING,DR MG PARMAR,32288125,"8,932.04"
Department of Health,NHS Ealing CCG,31-May-20,C&M-GMS PCN DES PCN support,LOCAL ENHANCED SERVICES,DR RK BHATT,32423991,"8,703.75"
Department of Health,NHS Ealing CCG,31-May-20,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,GORDON HOUSE SURGERY,32423994,"8,647.51"
Department of Health,NHS Ealing CCG,31-May-20,C&M-PMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,GURU NANAK MEDICAL CENTRE,32288129,"8,462.50"
Department of Health,NHS Ealing CCG,31-May-20,C&M-PMS Growth,PRC DELEGATED CO-COMMISSIONING,DR MG PARMAR,32288125,"8,427.38"
