Department,CCG,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount
Department of Health,NHS Ealing CCG,30-Apr-20,C&M-GMS Prof Fees Prescribing,PRC DELEGATED CO-COMMISSIONING,DR L DAS,31898317,33.1
Department of Health,NHS Ealing CCG,30-Apr-20,C&M-GMS Prof Fees Prescribing,PRC DELEGATED CO-COMMISSIONING,DR H NAY LIN,31897802,37.24
Department of Health,NHS Ealing CCG,30-Apr-20,C&M-GMS Prof Fees Prescribing,PRC DELEGATED CO-COMMISSIONING,DR BP SINHA,31898282,39.31
Department of Health,NHS Ealing CCG,30-Apr-20,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,CORFTON ROAD SURGERY,31898274,50.82
Department of Health,NHS Ealing CCG,30-Apr-20,C&M-APMS Prem Water Rates,PRC DELEGATED CO-COMMISSIONING,DR R SIVANESAN,31796799,56.52
Department of Health,NHS Ealing CCG,30-Apr-20,C&M-GMS Prof Fees Prescribing,PRC DELEGATED CO-COMMISSIONING,WESTSEVEN GP,31914152,66.21
Department of Health,NHS Ealing CCG,30-Apr-20,C&M-GMS Prof Fees Prescribing,PRC DELEGATED CO-COMMISSIONING,MANDEVILLE MEDICAL CENTRE,31898365,70.35
Department of Health,NHS Ealing CCG,30-Apr-20,C&M-GMS Prof Fees Prescribing,PRC DELEGATED CO-COMMISSIONING,DR JM BAYER,31898304,72.42
Department of Health,NHS Ealing CCG,30-Apr-20,C&M-GMS Prof Fees Prescribing,PRC DELEGATED CO-COMMISSIONING,DR JW KEEN,31898308,72.42
Department of Health,NHS Ealing CCG,30-Apr-20,C&M-GMS Prof Fees Prescribing,PRC DELEGATED CO-COMMISSIONING,DR VB BHATT,31898344,82.76
Department of Health,NHS Ealing CCG,30-Apr-20,C&M-GMS Prof Fees Prescribing,PRC DELEGATED CO-COMMISSIONING,ELMBANK SURGERY,31898346,82.76
Department of Health,NHS Ealing CCG,30-Apr-20,C&M-GMS Prof Fees Prescribing,PRC DELEGATED CO-COMMISSIONING,DR B GOHIL,31898281,93.11
Department of Health,NHS Ealing CCG,30-Apr-20,C&M-GMS Prof Fees Prescribing,PRC DELEGATED CO-COMMISSIONING,DR DS COWEN,31898292,93.11
Department of Health,NHS Ealing CCG,30-Apr-20,C&M-GMS Prof Fees Prescribing,PRC DELEGATED CO-COMMISSIONING,DR WM MOUSTAFA,31898340,93.11
Department of Health,NHS Ealing CCG,30-Apr-20,C&M-GMS Prof Fees Prescribing,PRC DELEGATED CO-COMMISSIONING,DR MG MIKHAIL,31898312,99.31
Department of Health,NHS Ealing CCG,30-Apr-20,C&M-GMS Prof Fees Prescribing,PRC DELEGATED CO-COMMISSIONING,DR SS GORAYA,31914140,99.31
Department of Health,NHS Ealing CCG,30-Apr-20,C&M-GMS Prof Fees Prescribing,PRC DELEGATED CO-COMMISSIONING,ISLIP MANOR SURGERY,31898359,111.73
Department of Health,NHS Ealing CCG,30-Apr-20,C&M-GMS Prof Fees Prescribing,PRC DELEGATED CO-COMMISSIONING,DR R SHAH,31898323,113.79
Department of Health,NHS Ealing CCG,30-Apr-20,C&M-GMS Prof Fees Prescribing,PRC DELEGATED CO-COMMISSIONING,GOODCARE PRACTICE,31898351,113.8
Department of Health,NHS Ealing CCG,30-Apr-20,C&M-GMS Prof Fees Prescribing,PRC DELEGATED CO-COMMISSIONING,CHISWICK FAMILY PRACTICE,31898376,115.87
Department of Health,NHS Ealing CCG,30-Apr-20,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,CHURCHFIELD SURGERY DRS SN & SSJ DATTA,31897802,117.11
Department of Health,NHS Ealing CCG,30-Apr-20,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,WESTSEVEN GP,31914148,132.48
Department of Health,NHS Ealing CCG,30-Apr-20,C&M-GMS Prof Fees Prescribing,PRC DELEGATED CO-COMMISSIONING,DR SS SHERGILL,31898338,136.57
Department of Health,NHS Ealing CCG,30-Apr-20,C&M-GMS Prof Fees Prescribing,PRC DELEGATED CO-COMMISSIONING,HILLCREST SURGERY LONDON,31914148,151.04
Department of Health,NHS Ealing CCG,30-Apr-20,C&M-GMS Prof Fees Prescribing,PRC DELEGATED CO-COMMISSIONING,DR RK BHATT,31914132,157.24
Department of Health,NHS Ealing CCG,30-Apr-20,C&M-GMS Prof Fees Prescribing,PRC DELEGATED CO-COMMISSIONING,ARGYLE SURGERY,31914108,163.46
Department of Health,NHS Ealing CCG,30-Apr-20,C&M-GMS Prof Fees Prescribing,PRC DELEGATED CO-COMMISSIONING,DR PERINPANAYAGAM & PARTNERS,31914137,180
Department of Health,NHS Ealing CCG,30-Apr-20,C&M-GMS Prof Fees Prescribing,PRC DELEGATED CO-COMMISSIONING,HEALTH PROMOTION CENTRE,31898357,186.21
Department of Health,NHS Ealing CCG,30-Apr-20,C&M-GMS Prof Fees Prescribing,PRC DELEGATED CO-COMMISSIONING,EALING PARK HEALTH CENTRE,31898348,188.29
Department of Health,NHS Ealing CCG,30-Apr-20,C&M-GMS Prof Fees Prescribing,PRC DELEGATED CO-COMMISSIONING,CROWN STREET SURGERY,31898278,192.43
Department of Health,NHS Ealing CCG,30-Apr-20,C&M-GMS Prof Fees Prescribing,PRC DELEGATED CO-COMMISSIONING,DR E M ROBINSKA,31898294,213.1
Department of Health,NHS Ealing CCG,30-Apr-20,C&M-GMS Prof Fees Prescribing,PRC DELEGATED CO-COMMISSIONING,DR DA JENKINS,31898289,217.25
Department of Health,NHS Ealing CCG,30-Apr-20,C&M-GMS Prof Fees Prescribing,PRC DELEGATED CO-COMMISSIONING,MWH PRACTICE,31898367,229.66
Department of Health,NHS Ealing CCG,30-Apr-20,C&M-GMS Prof Fees Prescribing,PRC DELEGATED CO-COMMISSIONING,DR AD LEWIS,31914113,229.67
Department of Health,NHS Ealing CCG,30-Apr-20,C&M-GMS Prof Fees Prescribing,PRC DELEGATED CO-COMMISSIONING,DR RC MOORE,31898327,237.94
Department of Health,NHS Ealing CCG,30-Apr-20,C&M-GMS Prof Fees Prescribing,PRC DELEGATED CO-COMMISSIONING,DR SK GILL,31898336,237.94
Department of Health,NHS Ealing CCG,30-Apr-20,C&M-GMS Prof Fees Prescribing,PRC DELEGATED CO-COMMISSIONING,JUBILEE GARDENS MEDICAL CENTRE,31898361,252.42
Department of Health,NHS Ealing CCG,30-Apr-20,C&M-GMS Prem Water Rates,PRC DELEGATED CO-COMMISSIONING,GOODCARE PRACTICE,31898351,253.36
Department of Health,NHS Ealing CCG,30-Apr-20,ME-GMS GP Pension EEs Adjustments,PRC DELEGATED CO-COMMISSIONING,CORFTON ROAD SURGERY,31898276,264.51
Department of Health,NHS Ealing CCG,30-Apr-20,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,DR L DAS,31898315,268.88
Department of Health,NHS Ealing CCG,30-Apr-20,C&M-GMS Prof Fees Prescribing,PRC DELEGATED CO-COMMISSIONING,DR BS & SK MANGAT,31898283,268.97
Department of Health,NHS Ealing CCG,30-Apr-20,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,DR H NAY LIN,31888300,275.96
Department of Health,NHS Ealing CCG,30-Apr-20,C&M-GMS Prof Fees Prescribing,PRC DELEGATED CO-COMMISSIONING,DR HM QADAN,31898300,277.25
Department of Health,NHS Ealing CCG,30-Apr-20,C&M-GMS Prof Fees Prescribing,PRC DELEGATED CO-COMMISSIONING,DR N CROWLEY,31898320,279.31
Department of Health,NHS Ealing CCG,30-Apr-20,C&M-GMS Prof Fees Prescribing,PRC DELEGATED CO-COMMISSIONING,DR DCM EVANS & PARTNERS,31914118,308.29
Department of Health,NHS Ealing CCG,30-Apr-20,C&M-GMS Prof Fees Prescribing,PRC DELEGATED CO-COMMISSIONING,DR AK SANDHU,31898285,314.49
Department of Health,NHS Ealing CCG,30-Apr-20,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,DR VB BHATT,31898342,363.7
Department of Health,NHS Ealing CCG,30-Apr-20,C&M-GMS Prof Fees Prescribing,PRC DELEGATED CO-COMMISSIONING,GORDON HOUSE SURGERY,31914143,380.7
Department of Health,NHS Ealing CCG,30-Apr-20,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,DR AM BOTROS,31898287,399
Department of Health,NHS Ealing CCG,30-Apr-20,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,DR MG MIKHAIL,31898312,401.5
Department of Health,NHS Ealing CCG,30-Apr-20,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,DR L DAS,31898317,410.21
Department of Health,NHS Ealing CCG,30-Apr-20,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,DR BP SINHA,31898282,411.41
Department of Health,NHS Ealing CCG,30-Apr-20,C&M-GMS Prof Fees Prescribing,PRC DELEGATED CO-COMMISSIONING,HAMMOND ROAD PRACTICE,31898377,415.87
Department of Health,NHS Ealing CCG,30-Apr-20,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,DR WM MOUSTAFA,31898340,418.33
Department of Health,NHS Ealing CCG,30-Apr-20,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,DR SHC VALENTINE,31898334,428.25
Department of Health,NHS Ealing CCG,30-Apr-20,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,DR H NAY LIN,31897802,429.32
Department of Health,NHS Ealing CCG,30-Apr-20,Apprenticeship Levy Payable,BALANCE SHEET,HMRC,31849787,437
Department of Health,NHS Ealing CCG,30-Apr-20,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,ELMBANK SURGERY,31898344,450.98
Department of Health,NHS Ealing CCG,30-Apr-20,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,DR JW KEEN,31898308,454.51
Department of Health,NHS Ealing CCG,30-Apr-20,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,CHURCHFIELD SURGERY DRS SN & SSJ DATTA,31898274,467.27
Department of Health,NHS Ealing CCG,30-Apr-20,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,DR N ISSAC,31898321,469.62
Department of Health,NHS Ealing CCG,30-Apr-20,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,DR JW KEEN,31898306,511.3
Department of Health,NHS Ealing CCG,30-Apr-20,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,DR JM BAYER,31898304,521.74
Department of Health,NHS Ealing CCG,30-Apr-20,C&M-GMS Prem Water Rates,PRC DELEGATED CO-COMMISSIONING,DR S GUHA,31898325,555.58
Department of Health,NHS Ealing CCG,30-Apr-20,C&M-GMS DES Learn Dsblty Hlth Chk,PRC DELEGATED CO-COMMISSIONING,DR K CABOT,31898308,560
Department of Health,NHS Ealing CCG,30-Apr-20,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,CHISWICK FAMILY PRACTICE,31898376,569.22
Department of Health,NHS Ealing CCG,30-Apr-20,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,ISLIP MANOR SURGERY,31898357,583.2
Department of Health,NHS Ealing CCG,30-Apr-20,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,DR SS GORAYA,31914140,583.76
Department of Health,NHS Ealing CCG,30-Apr-20,C&M-GMS Prem Water Rates,PRC DELEGATED CO-COMMISSIONING,DR DCM EVANS & PARTNERS,31914118,591.63
Department of Health,NHS Ealing CCG,30-Apr-20,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,DR WM MOUSTAFA,31898338,593
Department of Health,NHS Ealing CCG,30-Apr-20,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,HEALTH PROMOTION CENTRE,31898357,594.1
Department of Health,NHS Ealing CCG,30-Apr-20,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,WESTSEVEN GP,31914152,600.52
Department of Health,NHS Ealing CCG,30-Apr-20,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,SUNRISE MEDICAL PRACTICE SOUTHALL,31898370,606.62
Department of Health,NHS Ealing CCG,30-Apr-20,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,DR VB BHATT,31898344,607.71
Department of Health,NHS Ealing CCG,30-Apr-20,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,GOODCARE PRACTICE,31898348,612.97
Department of Health,NHS Ealing CCG,30-Apr-20,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,DR N ASGHAR,31914124,614.47
Department of Health,NHS Ealing CCG,30-Apr-20,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,DR S GUHA,31898325,615.3
Department of Health,NHS Ealing CCG,30-Apr-20,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,ISLIP MANOR SURGERY,31898359,615.56
Department of Health,NHS Ealing CCG,30-Apr-20,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,NORTHOLT FAMILY PRACTICE,31800284,616.62
Department of Health,NHS Ealing CCG,30-Apr-20,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,DR B GOHIL,31898281,617.7
Department of Health,NHS Ealing CCG,30-Apr-20,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,HAMMOND ROAD PRACTICE,31898377,628.44
Department of Health,NHS Ealing CCG,30-Apr-20,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,ELMBANK SURGERY,31898346,642.37
Department of Health,NHS Ealing CCG,30-Apr-20,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,DR MA KHAN LONDON,31898315,644.96
Department of Health,NHS Ealing CCG,30-Apr-20,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,MANDEVILLE MEDICAL CENTRE,31898363,646.76
Department of Health,NHS Ealing CCG,,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,DR JM BAYER,,651.16
Department of Health,NHS Ealing CCG,30-Apr-20,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,MANDEVILLE MEDICAL CENTRE,31898365,651.54
Department of Health,NHS Ealing CCG,30-Apr-20,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,DR AD LEWIS,31914113,659.13
Department of Health,NHS Ealing CCG,30-Apr-20,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,DR IK SANDHU,31898298,701.7
Department of Health,NHS Ealing CCG,30-Apr-20,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,DR G SIVARAJAH,31898302,707.97
Department of Health,NHS Ealing CCG,30-Apr-20,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,DR BP SINHA,31898281,739.93
Department of Health,NHS Ealing CCG,30-Apr-20,C&M-GMS Prof Fees Prescribing,PRC DELEGATED CO-COMMISSIONING,DR SHC VALENTINE,31898334,763.47
Department of Health,NHS Ealing CCG,30-Apr-20,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,DR CSP REDDY,31898296,773.24
Department of Health,NHS Ealing CCG,30-Apr-20,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,HILLCREST SURGERY LONDON,31914143,775.14
Department of Health,NHS Ealing CCG,30-Apr-20,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,DRS A LEES R NAISH & S BASSI,31898342,779.02
Department of Health,NHS Ealing CCG,30-Apr-20,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,KS MEDICAL CENTRE,31898363,806.9
Department of Health,NHS Ealing CCG,30-Apr-20,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,DR SK GILL,31898336,821.09
Department of Health,NHS Ealing CCG,30-Apr-20,C&M-GMS DES Learn Dsblty Hlth Chk,PRC DELEGATED CO-COMMISSIONING,MANDEVILLE MEDICAL CENTRE,31898365,840
Department of Health,NHS Ealing CCG,30-Apr-20,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,DR DA JENKINS,31898289,873.89
Department of Health,NHS Ealing CCG,30-Apr-20,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,DR RK BHATT,31914132,891.24
Department of Health,NHS Ealing CCG,30-Apr-20,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,DR R DASOJU & PARTNERS,31898332,898.32
Department of Health,NHS Ealing CCG,30-Apr-20,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,CORFTON ROAD SURGERY,31898276,923.98
Department of Health,NHS Ealing CCG,30-Apr-20,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,JUBILEE GARDENS MEDICAL CENTRE,31898361,928.27
Department of Health,NHS Ealing CCG,30-Apr-20,C&M-GMS Prem Water Rates,PRC DELEGATED CO-COMMISSIONING,DR JS SANGHERA,31898306,955
Department of Health,NHS Ealing CCG,30-Apr-20,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,DR HM QADAN,31898300,962.62
Department of Health,NHS Ealing CCG,30-Apr-20,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,DR R SHAH,31898321,964.09
Department of Health,NHS Ealing CCG,,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,DR PERINPANAYAGAM & PARTNERS,,966.01
Department of Health,NHS Ealing CCG,30-Apr-20,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,DR JS SANGHERA,31898306,966.94
Department of Health,NHS Ealing CCG,30-Apr-20,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,CHISWICK FAMILY PRACTICE,31898370,"1,001.71"
Department of Health,NHS Ealing CCG,30-Apr-20,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,GOODCARE PRACTICE,31898351,"1,024.60"
Department of Health,NHS Ealing CCG,,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,DR RC MOORE,,"1,050.04"
Department of Health,NHS Ealing CCG,30-Apr-20,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,DR K CABOT,31898310,"1,050.87"
Department of Health,NHS Ealing CCG,30-Apr-20,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,ARGYLE SURGERY,31914108,"1,060.33"
Department of Health,NHS Ealing CCG,30-Apr-20,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,DR SS GORAYA,31914137,"1,072.14"
Department of Health,NHS Ealing CCG,30-Apr-20,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,DR AK SANDHU,31898285,"1,077.57"
Department of Health,NHS Ealing CCG,30-Apr-20,C&M-GMS DES Learn Dsblty Hlth Chk,PRC DELEGATED CO-COMMISSIONING,GOODCARE PRACTICE,31898351,"1,120.00"
Department of Health,NHS Ealing CCG,30-Apr-20,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,DR BS & SK MANGAT,31898283,"1,122.29"
Department of Health,NHS Ealing CCG,30-Apr-20,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,DR DS COWEN,31898292,"1,163.47"
Department of Health,NHS Ealing CCG,30-Apr-20,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,DR R SHAH,31898323,"1,175.68"
Department of Health,NHS Ealing CCG,30-Apr-20,C&M-GMS Prem Healthcentre Rates,PRC DELEGATED CO-COMMISSIONING,GOODCARE PRACTICE,31898351,"1,180.26"
Department of Health,NHS Ealing CCG,30-Apr-20,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,DR SS SHERGILL,31898336,"1,198.14"
Department of Health,NHS Ealing CCG,30-Apr-20,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,DR E M ROBINSKA,31898292,"1,210.33"
Department of Health,NHS Ealing CCG,30-Apr-20,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,HILLCREST SURGERY LONDON,31914148,"1,216.18"
Department of Health,NHS Ealing CCG,30-Apr-20,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,EALING PARK HEALTH CENTRE,31898348,"1,231.26"
Department of Health,NHS Ealing CCG,30-Apr-20,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,EALING PARK HEALTH CENTRE,31898346,"1,240.38"
Department of Health,NHS Ealing CCG,30-Apr-20,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,DR MG MIKHAIL,31898310,"1,245.50"
Department of Health,NHS Ealing CCG,30-Apr-20,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,CROWN STREET SURGERY,31898278,"1,247.69"
Department of Health,NHS Ealing CCG,30-Apr-20,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,DR DS COWEN,31898289,"1,249.88"
Department of Health,NHS Ealing CCG,30-Apr-20,C&M-GMS DES Learn Dsblty Hlth Chk,PRC DELEGATED CO-COMMISSIONING,DR AK SANDHU,31898285,"1,260.00"
Department of Health,NHS Ealing CCG,30-Apr-20,ME - GMS TPS Added Years Adj EEs,PRC DELEGATED CO-COMMISSIONING,GORDON HOUSE SURGERY,31914143,"1,269.82"
Department of Health,NHS Ealing CCG,30-Apr-20,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,DR E M ROBINSKA,31898294,"1,291.46"
Department of Health,NHS Ealing CCG,30-Apr-20,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,DR N CROWLEY,31898320,"1,297.37"
Department of Health,NHS Ealing CCG,30-Apr-20,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,DR SK GILL,31898334,"1,305.46"
Department of Health,NHS Ealing CCG,30-Apr-20,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,DR SS SHERGILL,31898338,"1,343.78"
Department of Health,NHS Ealing CCG,30-Apr-20,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,DR RJ SALUJA,31914128,"1,378.37"
Department of Health,NHS Ealing CCG,30-Apr-20,C&M-GMS Prem Actual Rent,PRC DELEGATED CO-COMMISSIONING,CHISWICK FAMILY PRACTICE,31898376,"1,450.83"
Department of Health,NHS Ealing CCG,30-Apr-20,C&M-GMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,DR VB BHATT,31898344,"1,450.87"
Department of Health,NHS Ealing CCG,30-Apr-20,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,MWH PRACTICE,31898367,"1,452.75"
Department of Health,NHS Ealing CCG,30-Apr-20,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,HEALTH PROMOTION CENTRE,31898351,"1,460.36"
Department of Health,NHS Ealing CCG,,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,DR BP SINHA,,"1,464.86"
Department of Health,NHS Ealing CCG,30-Apr-20,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,DR RC MOORE,31898325,"1,477.24"
Department of Health,NHS Ealing CCG,30-Apr-20,C&M-GMS DES Learn Dsblty Hlth Chk,PRC DELEGATED CO-COMMISSIONING,WESTSEVEN GP,31914152,"1,540.00"
Department of Health,NHS Ealing CCG,30-Apr-20,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,DR B GOHIL,31898278,"1,544.04"
Department of Health,NHS Ealing CCG,30-Apr-20,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,DR JW KEEN,31898308,"1,576.14"
Department of Health,NHS Ealing CCG,30-Apr-20,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,DR RK BHATT,31914128,"1,588.56"
Department of Health,NHS Ealing CCG,30-Apr-20,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,DR N ISSAC,31898321,"1,596.89"
Department of Health,NHS Ealing CCG,30-Apr-20,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,DR L DAS,31898317,"1,601.65"
