Department,CCG,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount
Department of Health,NHS Ealing CCG,30-Jun-20,C&M-APMS OOH Opt Outs,PRC DELEGATED CO-COMMISSIONING,BROADMEAD SURGERY,32674086,"-4,937.37"
Department of Health,NHS Ealing CCG,30-Jun-20,ME-GMS GP Pension EEs,PRC DELEGATED CO-COMMISSIONING,DR SS SHERGILL,32769363,"-4,275.07"
Department of Health,NHS Ealing CCG,30-Jun-20,ME-GMS GP Pension ERs Adjustments,PRC DELEGATED CO-COMMISSIONING,DR DCM EVANS & PARTNERS,32769312,"-4,243.95"
Department of Health,NHS Ealing CCG,30-Jun-20,ME-GMS GP Pension ERs Adjustments,PRC DELEGATED CO-COMMISSIONING,HILLCREST SURGERY LONDON,32769382,"-4,179.80"
Department of Health,NHS Ealing CCG,30-Jun-20,ME-GMS GP Pension EEs,PRC DELEGATED CO-COMMISSIONING,HILLCREST SURGERY LONDON,32769382,"-3,911.19"
Department of Health,NHS Ealing CCG,30-Jun-20,ME-GMS GP Pension ERs Adjustments,PRC DELEGATED CO-COMMISSIONING,DR AK SANDHU,32769306,"-3,819.47"
Department of Health,NHS Ealing CCG,30-Jun-20,ME-GMS GP Pension EEs,PRC DELEGATED CO-COMMISSIONING,DR DCM EVANS & PARTNERS,32769312,"-3,815.46"
Department of Health,NHS Ealing CCG,30-Jun-20,ME-GMS GP Pension EEs,PRC DELEGATED CO-COMMISSIONING,DR AK SANDHU,32769306,"-3,693.01"
Department of Health,NHS Ealing CCG,30-Jun-20,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,DR H NAY LIN,32769326,"-3,649.06"
Department of Health,NHS Ealing CCG,30-Jun-20,Statutory Mat Pay < 1 yr,BALANCE SHEET,HMRC,32753796,"-3,385.24"
Department of Health,NHS Ealing CCG,30-Jun-20,ME-PMS GP Pension ERs Adjs - PMS,PRC DELEGATED CO-COMMISSIONING,BROADMEAD SURGERY,32674086,"-3,220.10"
Department of Health,NHS Ealing CCG,30-Jun-20,ME-PMS GP Pension EEs-PMS,PRC DELEGATED CO-COMMISSIONING,BROADMEAD SURGERY,32674086,"-2,951.71"
Department of Health,NHS Ealing CCG,30-Jun-20,ME - GMS TPS Added Years Adj EEs,PRC DELEGATED CO-COMMISSIONING,DR K CABOT,32785011,"-1,381.80"
Department of Health,NHS Ealing CCG,30-Jun-20,ME-GMS GP Pension EEs Adjustments,PRC DELEGATED CO-COMMISSIONING,DR RK BHATT,32769352,"-1,324.54"
Department of Health,NHS Ealing CCG,30-Jun-20,ME-PMS GP Pension ERs Adjs - PMS,PRC DELEGATED CO-COMMISSIONING,WATERSIDE MEDICAL CENTRE SOUTHALL,32690282,"-1,151.56"
Department of Health,NHS Ealing CCG,30-Jun-20,ME-PMS GP Pension EEs Adjs - PMS,PRC DELEGATED CO-COMMISSIONING,WATERSIDE MEDICAL CENTRE SOUTHALL,32690282,"-1,081.09"
Department of Health,NHS Ealing CCG,30-Jun-20,ME - GMS GP Prior Year ERs,PRC DELEGATED CO-COMMISSIONING,DR E M ROBINSKA,32769316,-965.41
Department of Health,NHS Ealing CCG,30-Jun-20,ME-GMS GP Pension EEs Adjustments,PRC DELEGATED CO-COMMISSIONING,DR K CABOT,32785011,-916.99
Department of Health,NHS Ealing CCG,30-Jun-20,ME-GMS GP Prior Year EEs,PRC DELEGATED CO-COMMISSIONING,DR E M ROBINSKA,32769316,-906.35
Department of Health,NHS Ealing CCG,30-Jun-20,ME - GMS TPS Added Years Adj EEs,PRC DELEGATED CO-COMMISSIONING,DR RC MOORE,32769348,-904.44
Department of Health,NHS Ealing CCG,30-Jun-20,ME - GMS TPS Added Years Adj EEs,PRC DELEGATED CO-COMMISSIONING,DR SS SHERGILL,32769363,-891.21
Department of Health,NHS Ealing CCG,30-Jun-20,ME - GMS GP Prior Year ERs,PRC DELEGATED CO-COMMISSIONING,DR DCM EVANS & PARTNERS,32769312,-702.04
Department of Health,NHS Ealing CCG,30-Jun-20,ME-GMS GP Pension EEs Adjustments,PRC DELEGATED CO-COMMISSIONING,DR E M ROBINSKA,32769316,-654.2
Department of Health,NHS Ealing CCG,30-Jun-20,ME-GMS GP Prior Year EEs,PRC DELEGATED CO-COMMISSIONING,DR DCM EVANS & PARTNERS,32769312,-610.26
Department of Health,NHS Ealing CCG,30-Jun-20,ME-PMS GP Pension ERs Adjs - PMS,PRC DELEGATED CO-COMMISSIONING,DR R SIVANESAN,32674102,-582.05
Department of Health,NHS Ealing CCG,30-Jun-20,ME-GMS GP Pension EEs Adjustments,PRC DELEGATED CO-COMMISSIONING,DR SS SHERGILL,32769363,-558
Department of Health,NHS Ealing CCG,30-Jun-20,ME-PMS GP Pension ERs Adjs - PMS,PRC DELEGATED CO-COMMISSIONING,FEATHERSTONE ROAD HEALTH CENTRE,32674092,-508.32
Department of Health,NHS Ealing CCG,30-Jun-20,ME-PMS GP Pension EEs-PMS,PRC DELEGATED CO-COMMISSIONING,DR R SIVANESAN,32674102,-505.95
Department of Health,NHS Ealing CCG,30-Jun-20,ME - GMS GP Prior Year ERs,PRC DELEGATED CO-COMMISSIONING,DR SS SHERGILL,32769363,-431.4
Department of Health,NHS Ealing CCG,30-Jun-20,ME-PMS GP Pension ERs Adjs - PMS,PRC DELEGATED CO-COMMISSIONING,CUCKOO LANE HEALTH CARE LTD,32674101,-409.16
Department of Health,NHS Ealing CCG,30-Jun-20,ME - GMS TPS Added Years Adj EEs,PRC DELEGATED CO-COMMISSIONING,EALING PARK HEALTH CENTRE,32769375,-380.79
Department of Health,NHS Ealing CCG,30-Jun-20,ME-PMS GP Pension EEs-PMS,PRC DELEGATED CO-COMMISSIONING,FEATHERSTONE ROAD HEALTH CENTRE,32674092,-328.75
Department of Health,NHS Ealing CCG,,ME-GMS GP Prior Year EEs,PRC DELEGATED CO-COMMISSIONING,DR SS SHERGILL,,-279
Department of Health,NHS Ealing CCG,30-Jun-20,ME-PMS GP Pension EEs-PMS,PRC DELEGATED CO-COMMISSIONING,CUCKOO LANE HEALTH CARE LTD,32674101,-264.62
Department of Health,NHS Ealing CCG,30-Jun-20,ME - GMS TPS Added Years Adj EEs,PRC DELEGATED CO-COMMISSIONING,GORDON HOUSE SURGERY,32769380,-180.25
Department of Health,NHS Ealing CCG,30-Jun-20,ME - GMS TPS Added Years Adj EEs,PRC DELEGATED CO-COMMISSIONING,DR E M ROBINSKA,32769316,-153.5
Department of Health,NHS Ealing CCG,30-Jun-20,ME-GMS GP Pension AVCs,PRC DELEGATED CO-COMMISSIONING,DR K CABOT,32785011,-40
Department of Health,NHS Ealing CCG,30-Jun-20,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,DR SS GORAYA,32769360,2.24
Department of Health,NHS Ealing CCG,,C&M-GMS Prof Fees Prescribing,PRC DELEGATED CO-COMMISSIONING,DR BP SINHA,,2.3
Department of Health,NHS Ealing CCG,,C&M-GMS Prof Fees Prescribing,PRC DELEGATED CO-COMMISSIONING,DR MA KHAN LONDON,,2.3
Department of Health,NHS Ealing CCG,30-Jun-20,C&M-GMS Prof Fees Prescribing,PRC DELEGATED CO-COMMISSIONING,DR SS GORAYA,32769362,2.3
Department of Health,NHS Ealing CCG,30-Jun-20,C&M-GMS Prof Fees Prescribing,PRC DELEGATED CO-COMMISSIONING,JUBILEE GARDENS MEDICAL CENTRE,32769389,2.3
Department of Health,NHS Ealing CCG,30-Jun-20,C&M-GMS Prof Fees Prescribing,PRC DELEGATED CO-COMMISSIONING,SOMERSET MEDICAL CENTRE,32769410,4.6
Department of Health,NHS Ealing CCG,30-Jun-20,C&M-GMS Prof Fees Prescribing,PRC DELEGATED CO-COMMISSIONING,DR JM BAYER,32769328,6.91
Department of Health,NHS Ealing CCG,30-Jun-20,C&M-GMS Prof Fees Prescribing,PRC DELEGATED CO-COMMISSIONING,MANDEVILLE MEDICAL CENTRE,32769393,6.91
Department of Health,NHS Ealing CCG,30-Jun-20,C&M-GMS Prof Fees Prescribing,PRC DELEGATED CO-COMMISSIONING,DR MG MIKHAIL,32769333,9.21
Department of Health,NHS Ealing CCG,30-Jun-20,C&M-GMS Prof Fees Prescribing,PRC DELEGATED CO-COMMISSIONING,DR R DASOJU & PARTNERS,32769356,9.21
Department of Health,NHS Ealing CCG,30-Jun-20,C&M-GMS Prof Fees Prescribing,PRC DELEGATED CO-COMMISSIONING,DR SHC VALENTINE,32769358,9.21
Department of Health,NHS Ealing CCG,30-Jun-20,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,DR MA KHAN LONDON,32768852,9.3
Department of Health,NHS Ealing CCG,30-Jun-20,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,DR AK SANDHU,32769306,11.44
Department of Health,NHS Ealing CCG,30-Jun-20,C&M-GMS Prof Fees Prescribing,PRC DELEGATED CO-COMMISSIONING,DR SK GILL,32769360,11.51
Department of Health,NHS Ealing CCG,30-Jun-20,C&M-GMS Prof Fees Prescribing,PRC DELEGATED CO-COMMISSIONING,MWH PRACTICE,32769395,11.52
Department of Health,NHS Ealing CCG,30-Jun-20,C&M-GMS Prof Fees Prescribing,PRC DELEGATED CO-COMMISSIONING,DR AK SANDHU,32769307,13.82
Department of Health,NHS Ealing CCG,30-Jun-20,C&M-GMS Prof Fees Prescribing,PRC DELEGATED CO-COMMISSIONING,DR HM QADAN,32769323,13.82
Department of Health,NHS Ealing CCG,30-Jun-20,C&M-GMS Prof Fees Prescribing,PRC DELEGATED CO-COMMISSIONING,EALING PARK HEALTH CENTRE,32769376,13.82
Department of Health,NHS Ealing CCG,30-Jun-20,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,DR BP SINHA,32785001,14.34
Department of Health,NHS Ealing CCG,30-Jun-20,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,JUBILEE GARDENS MEDICAL CENTRE,32769387,14.34
Department of Health,NHS Ealing CCG,30-Jun-20,C&M-GMS Prof Fees Prescribing,PRC DELEGATED CO-COMMISSIONING,SUNRISE MEDICAL PRACTICE SOUTHALL,32769397,16.12
Department of Health,NHS Ealing CCG,30-Jun-20,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,SOMERSET MEDICAL CENTRE,32674099,16.25
Department of Health,NHS Ealing CCG,30-Jun-20,C&M-GMS Prof Fees Prescribing,PRC DELEGATED CO-COMMISSIONING,DR RK BHATT,32785016,18.42
Department of Health,NHS Ealing CCG,30-Jun-20,C&M-GMS Prof Fees Prescribing,PRC DELEGATED CO-COMMISSIONING,DR PERINPANAYAGAM & PARTNERS,32769354,18.43
Department of Health,NHS Ealing CCG,30-Jun-20,C&M-GMS Prof Fees Prescribing,PRC DELEGATED CO-COMMISSIONING,DR R SHAH,32785014,18.43
Department of Health,NHS Ealing CCG,30-Jun-20,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,DR JM BAYER,32769321,19.01
Department of Health,NHS Ealing CCG,30-Jun-20,C&M-GMS Prof Fees Prescribing,PRC DELEGATED CO-COMMISSIONING,CORFTON ROAD SURGERY,32769297,23.03
Department of Health,NHS Ealing CCG,30-Jun-20,C&M-GMS Prof Fees Prescribing,PRC DELEGATED CO-COMMISSIONING,DR DA JENKINS,32769311,23.04
Department of Health,NHS Ealing CCG,30-Jun-20,C&M-GMS Prof Fees Prescribing,PRC DELEGATED CO-COMMISSIONING,DR B GOHIL,32785001,32.24
Department of Health,NHS Ealing CCG,30-Jun-20,C&M-GMS Prof Fees Prescribing,PRC DELEGATED CO-COMMISSIONING,DR N CROWLEY,32769342,32.24
Department of Health,NHS Ealing CCG,30-Jun-20,C&M-GMS Prof Fees Prescribing,PRC DELEGATED CO-COMMISSIONING,ELMBANK SURGERY,32769374,32.24
Department of Health,NHS Ealing CCG,30-Jun-20,C&M-GMS Prof Fees Prescribing,PRC DELEGATED CO-COMMISSIONING,HILLCREST SURGERY LONDON,32769383,32.25
Department of Health,NHS Ealing CCG,30-Jun-20,C&M-GMS Prem Water Rates,PRC DELEGATED CO-COMMISSIONING,DR IK SANDHU,32769321,32.52
Department of Health,NHS Ealing CCG,30-Jun-20,C&M-APMS Prem Water Rates,PRC DELEGATED CO-COMMISSIONING,DR R SIVANESAN,32674103,32.86
Department of Health,NHS Ealing CCG,30-Jun-20,C&M-GMS Prof Fees Prescribing,PRC DELEGATED CO-COMMISSIONING,CHURCHFIELD SURGERY DRS SN & SSJ DATTA,32769295,36.85
Department of Health,NHS Ealing CCG,30-Jun-20,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,DR R DASOJU & PARTNERS,32769354,38.33
Department of Health,NHS Ealing CCG,30-Jun-20,C&M-GMS Prof Fees Prescribing,PRC DELEGATED CO-COMMISSIONING,DR AD LEWIS,32769301,39.15
Department of Health,NHS Ealing CCG,30-Jun-20,C&M-GMS Prem Water Rates,PRC DELEGATED CO-COMMISSIONING,DR RJ SALUJA,32769351,39.89
Department of Health,NHS Ealing CCG,30-Jun-20,ME-GMS GP Pension EEs Adjustments,PRC DELEGATED CO-COMMISSIONING,DR E M ROBINSKA,32769317,41.68
Department of Health,NHS Ealing CCG,30-Jun-20,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,EALING PARK HEALTH CENTRE,32769375,47.62
Department of Health,NHS Ealing CCG,30-Jun-20,ME-GMS GP Pension ERs Adjustments,PRC DELEGATED CO-COMMISSIONING,DR E M ROBINSKA,32769317,47.92
Department of Health,NHS Ealing CCG,30-Jun-20,C&M-GMS Prof Fees Prescribing,PRC DELEGATED CO-COMMISSIONING,GOODCARE PRACTICE,32769379,48.36
Department of Health,NHS Ealing CCG,30-Jun-20,C&M-GMS Prof Fees Prescribing,PRC DELEGATED CO-COMMISSIONING,DR JW KEEN,32785007,50.67
Department of Health,NHS Ealing CCG,30-Jun-20,C&M-PMS Prem Water Rates,PRC DELEGATED CO-COMMISSIONING,GURU NANAK MEDICAL CENTRE,32674095,51.47
Department of Health,NHS Ealing CCG,30-Jun-20,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,MANDEVILLE MEDICAL CENTRE,32894272,51.56
Department of Health,NHS Ealing CCG,30-Jun-20,C&M-APMS Prem Clinical Waste,PRC DELEGATED CO-COMMISSIONING,DR R SIVANESAN,32674103,52
Department of Health,NHS Ealing CCG,30-Jun-20,C&M-GMS Prem Water Rates,PRC DELEGATED CO-COMMISSIONING,CHURCHFIELD SURGERY DRS SN & SSJ DATTA,32769295,55.52
Department of Health,NHS Ealing CCG,30-Jun-20,C&M-APMS Prem Clinical Waste,PRC DELEGATED CO-COMMISSIONING,BROADMEAD SURGERY,32674087,64.74
Department of Health,NHS Ealing CCG,30-Jun-20,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,MWH PRACTICE,32769394,66.28
Department of Health,NHS Ealing CCG,30-Jun-20,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,DR R SHAH,32769356,78.17
Department of Health,NHS Ealing CCG,30-Jun-20,C&M-GMS Prof Fees Prescribing,PRC DELEGATED CO-COMMISSIONING,DR VB BHATT,32769372,80.61
