Department,CCG,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount
Department of Health,NHS Brent CCG,30-Sep-20,Hcare Srv Rec NHS Trust-Contract Baseline,AMBULANCE SERVICES,LONDON AMBULANCE SERVICE NHS TRUST,33857395,"1,263,677.32"
Department of Health,NHS Brent CCG,30-Sep-20,Hcare Srv Rec NHS Trust-Contract Baseline,ACUTE COMMISSIONING,LONDON NORTH WEST HEALTHCARE NHS TRUST,33857406,"12,784,695.31"
Department of Health,NHS Brent CCG,30-Sep-20,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,MOORFIELDS EYE HOSPITAL NHS FOUNDATION TRUST,33857416,"340,049.48"
Department of Health,NHS Brent CCG,30-Sep-20,Hcare Srv Rec NHS Trust-Contract Baseline,ACUTE COMMISSIONING,NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,33857424,"28,213.71"
Department of Health,NHS Brent CCG,30-Sep-20,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,ROYAL BROMPTON & HAREFIELD NHS FOUNDATION,33857431,"132,158.97"
Department of Health,NHS Brent CCG,30-Sep-20,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,"TRUST
ROYAL FREE LONDON NHS FOUNDATION TRUST",33857439,"2,344,707.98"
Department of Health,NHS Brent CCG,30-Sep-20,Hcare Srv Rec NHS Trust-Contract Baseline,ACUTE COMMISSIONING,ROYAL NATIONAL ORTHOPAEDIC HOSPITAL NHS TRUST,33857448,"183,674.69"
Department of Health,NHS Brent CCG,30-Sep-20,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,ST GEORGES UNIVERSITY HOSPITALS NHS FOUNDATION,33857454,"42,491.91"
Department of Health,NHS Brent CCG,30-Sep-20,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,"TRUST
HILLINGDON HOSPITALS NHS FOUNDATION TRUST",33857465,"68,992.24"
Department of Health,NHS Brent CCG,30-Sep-20,Hcare Srv Rec NHS Trust-Contract Baseline,ACUTE COMMISSIONING,WHITTINGTON HOSPITAL NHS TRUST (THE),33857480,"95,149.89"
Department of Health,NHS Brent CCG,30-Sep-20,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,UNIVERSITY COLLEGE LONDON HOSPITALS NHS,33857486,"809,570.22"
Department of Health,NHS Brent CCG,30-Sep-20,Hcare Srv Rec NHS Trust-Contract Baseline,ACUTE COMMISSIONING,"FOUNDATION TRUST
WEST HERTFORDSHIRE HOSPITALS NHS TRUST",33857490,"58,026.58"
Department of Health,NHS Brent CCG,30-Sep-20,Hcare Srv Rec NHS Trust-Contract Baseline,MENTAL HEALTH CONTRACTS,WEST LONDON NHS TRUST,33857495,"49,117.00"
Department of Health,NHS Brent CCG,30-Sep-20,C&M-PMS Out of Hours Opt Outs,BEREAVEMENT SERVICE,CARE UK (URGENT CARE) LTD,33859356,"122,154.00"
Department of Health,NHS Brent CCG,30-Sep-20,C&M-PMS Out of Hours Opt Outs,BEREAVEMENT SERVICE,CARE UK (URGENT CARE) LTD,33859397,"107,876.00"
Department of Health,NHS Brent CCG,30-Sep-20,C&M-PMS Out of Hours Opt Outs,BEREAVEMENT SERVICE,CARE UK (URGENT CARE) LTD,33859422,"81,056.00"
Department of Health,NHS Brent CCG,30-Sep-20,C&M-PMS Out of Hours Opt Outs,BEREAVEMENT SERVICE,CARE UK (URGENT CARE) LTD,33859433,"28,631.00"
Department of Health,NHS Brent CCG,30-Sep-20,C&M-PMS Out of Hours Opt Outs,PRC DELEGATED CO-COMMISSIONING,CARE UK (URGENT CARE) LTD,33859662,"46,272.50"
Department of Health,NHS Brent CCG,30-Sep-20,C&M-PMS Out of Hours Opt Outs,PRC DELEGATED CO-COMMISSIONING,CARE UK (URGENT CARE) LTD,33859672,"51,510.50"
Department of Health,NHS Brent CCG,30-Sep-20,Clinical&Medical-Commercial Sector,COMMUNITY SERVICES,K&W HEALTHCARE LTD,33859838,"46,203.37"
Department of Health,NHS Brent CCG,30-Sep-20,Chrgs from SLA,OPERATIONS MANAGEMENT,NHS SHARED BUSINESS SERVICES LTD,33860200,"10,154.00"
Department of Health,NHS Brent CCG,30-Sep-20,Chrgs from SLA,PROVIDER CONTRACT MANAGEMENT - (P),NHS SHARED BUSINESS SERVICES LTD,33860200,"30,461.00"
Department of Health,NHS Brent CCG,30-Sep-20,Apprenticeship Levy Payable,BALANCE SHEET,HMRC,33876967,"8,003.00"
Department of Health,NHS Brent CCG,30-Sep-20,Income tax <1Yr,BALANCE SHEET,HMRC,33876967,"311,157.50"
Department of Health,NHS Brent CCG,30-Sep-20,Income tax <1Yr-Student Loans,BALANCE SHEET,HMRC,33876967,"7,412.00"
Department of Health,NHS Brent CCG,30-Sep-20,National Insurance < 1 yr-NI- ERS,BALANCE SHEET,HMRC,33876967,"213,993.37"
Department of Health,NHS Brent CCG,30-Sep-20,National Insurance < 1 yr-NI-EES,BALANCE SHEET,HMRC,33876967,"144,095.18"
Department of Health,NHS Brent CCG,30-Sep-20,Post Graduate Loan Payable,BALANCE SHEET,HMRC,33876967,275
Department of Health,NHS Brent CCG,30-Sep-20,Statutory Mat Pay < 1 yr,BALANCE SHEET,HMRC,33876967,"-1,391.00"
Department of Health,NHS Brent CCG,30-Sep-20,Statutory Paternity Pay < 1 yr,BALANCE SHEET,HMRC,33876967,-278.2
Department of Health,NHS Brent CCG,30-Sep-20,Hcare Srv Rec NHS Trust-Non Contract,NCAS/OATS,LONDON NORTH WEST HEALTHCARE NHS TRUST,33895152,"482,432.39"
Department of Health,NHS Brent CCG,30-Sep-20,Clinical&Medical-Commercial Sector,COMMUNITY SERVICES,BMI HEALTHCARE LTD,33895342,"107,769.37"
Department of Health,NHS Brent CCG,30-Sep-20,Clinical&Medical-Commercial Sector,COMMUNITY SERVICES,BMI HEALTHCARE LTD,33895371,"107,769.37"
Department of Health,NHS Brent CCG,30-Sep-20,Clinical&Medical-Commercial Sector,MENTAL HEALTH SERVICES - ADULTS,CYGNET HEALTHCARE LTD,33895421,"40,074.26"
Department of Health,NHS Brent CCG,30-Sep-20,Hcare Srv Rec NHS Trust-Non Contract,NCAS/OATS,LONDON NORTH WEST HEALTHCARE NHS TRUST,33895821,"-482,432.39"
Department of Health,NHS Brent CCG,30-Sep-20,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,DR ABRAHAMS & PARTNERS,33956119,675.67
Department of Health,NHS Brent CCG,30-Sep-20,C&M-GMS DES Extended Hours Access,PRC DELEGATED CO-COMMISSIONING,DR ABRAHAMS & PARTNERS,33956119,"5,651.06"
Department of Health,NHS Brent CCG,30-Sep-20,C&M-GMS DES Learn Dsblty Hlth Chk,PRC DELEGATED CO-COMMISSIONING,DR ABRAHAMS & PARTNERS,33956119,980
Department of Health,NHS Brent CCG,30-Sep-20,C&M-GMS DES Minor Surgery,PRC DELEGATED CO-COMMISSIONING,DR ABRAHAMS & PARTNERS,33956119,"4,578.08"
Department of Health,NHS Brent CCG,30-Sep-20,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,DR ABRAHAMS & PARTNERS,33956119,"151,336.52"
Department of Health,NHS Brent CCG,30-Sep-20,C&M-GMS PCN DES Clinical Director,PRC DELEGATED CO-COMMISSIONING,DR ABRAHAMS & PARTNERS,33956119,"2,802.18"
Department of Health,NHS Brent CCG,30-Sep-20,C&M-GMS PCN DES PCN support,LOCAL ENHANCED SERVICES,DR ABRAHAMS & PARTNERS,33956119,"5,837.88"
Department of Health,NHS Brent CCG,30-Sep-20,C&M-GMS Prof Fees Prescribing,PRC DELEGATED CO-COMMISSIONING,DR ABRAHAMS & PARTNERS,33956119,158.91
Department of Health,NHS Brent CCG,30-Sep-20,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,DR ABRAHAMS & PARTNERS,33956119,"12,649.62"
Department of Health,NHS Brent CCG,30-Sep-20,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,DR C NOTANEY & PARTNERS,33956122,913.27
Department of Health,NHS Brent CCG,30-Sep-20,C&M-GMS DES Learn Dsblty Hlth Chk,PRC DELEGATED CO-COMMISSIONING,DR C NOTANEY & PARTNERS,33956122,"2,380.00"
Department of Health,NHS Brent CCG,30-Sep-20,C&M-GMS DES Minor Surgery,PRC DELEGATED CO-COMMISSIONING,DR C NOTANEY & PARTNERS,33956122,"3,939.79"
Department of Health,NHS Brent CCG,30-Sep-20,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,DR C NOTANEY & PARTNERS,33956122,"65,971.02"
Department of Health,NHS Brent CCG,30-Sep-20,C&M-GMS PCO Doctors Ret Scheme,PRC DELEGATED CO-COMMISSIONING,DR C NOTANEY & PARTNERS,33956122,"1,384.56"
Department of Health,NHS Brent CCG,30-Sep-20,C&M-GMS PCO Other,PRC DELEGATED CO-COMMISSIONING,DR C NOTANEY & PARTNERS,33956122,"5,282.00"
Department of Health,NHS Brent CCG,30-Sep-20,C&M-GMS Prem Actual Rent,PRC DELEGATED CO-COMMISSIONING,DR C NOTANEY & PARTNERS,33956122,"7,816.72"
Department of Health,NHS Brent CCG,30-Sep-20,C&M-GMS Prem Clinical Waste,PRC DELEGATED CO-COMMISSIONING,DR C NOTANEY & PARTNERS,33956122,35.15
Department of Health,NHS Brent CCG,30-Sep-20,C&M-GMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,DR C NOTANEY & PARTNERS,33956122,"1,633.84"
Department of Health,NHS Brent CCG,30-Sep-20,C&M-GMS Prem Water Rates,PRC DELEGATED CO-COMMISSIONING,DR C NOTANEY & PARTNERS,33956122,92.79
Department of Health,NHS Brent CCG,30-Sep-20,C&M-GMS Prof Fees Prescribing,PRC DELEGATED CO-COMMISSIONING,DR C NOTANEY & PARTNERS,33956122,55.27
Department of Health,NHS Brent CCG,30-Sep-20,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,DR C NOTANEY & PARTNERS,33956122,"5,439.23"
Department of Health,NHS Brent CCG,30-Sep-20,C&M-GMS Prem Actual Rent,PRC DELEGATED CO-COMMISSIONING,DR AL KROTOSKY & PTNRS,33956123,"-29,334.08"
Department of Health,NHS Brent CCG,,,PRC DELEGATED CO-COMMISSIONING,DR AL KROTOSKY & PTNRS,33956123,"-1,704.26"
Department of Health,NHS Brent CCG,,,PRC DELEGATED CO-COMMISSIONING,DR AL KROTOSKY & PTNRS,33956123,"-2,512.92"
Department of Health,NHS Brent CCG,30-Sep-20,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,DR AL KROTOSKY & PTNRS,33956124,"1,049.66"
Department of Health,NHS Brent CCG,30-Sep-20,C&M-GMS DES Learn Dsblty Hlth Chk,PRC DELEGATED CO-COMMISSIONING,DR AL KROTOSKY & PTNRS,33956124,700
Department of Health,NHS Brent CCG,30-Sep-20,C&M-GMS DES Minor Surgery,PRC DELEGATED CO-COMMISSIONING,DR AL KROTOSKY & PTNRS,33956124,682.31
Department of Health,NHS Brent CCG,30-Sep-20,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,DR AL KROTOSKY & PTNRS,33956124,"43,089.10"
Department of Health,NHS Brent CCG,30-Sep-20,C&M-GMS PCO Locum Adop/Pat/Mat,PRC DELEGATED CO-COMMISSIONING,DR AL KROTOSKY & PTNRS,33956124,"3,555.00"
Department of Health,NHS Brent CCG,30-Sep-20,C&M-GMS Prem Actual Rent,PRC DELEGATED CO-COMMISSIONING,DR AL KROTOSKY & PTNRS,33956124,"21,567.41"
Department of Health,NHS Brent CCG,30-Sep-20,C&M-GMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,DR AL KROTOSKY & PTNRS,33956124,"25,883.89"
Department of Health,NHS Brent CCG,30-Sep-20,C&M-GMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,DR AL KROTOSKY & PTNRS,33956124,"1,611.35"
Department of Health,NHS Brent CCG,30-Sep-20,C&M-GMS Prof Fees Prescribing,PRC DELEGATED CO-COMMISSIONING,DR AL KROTOSKY & PTNRS,33956124,64.49
Department of Health,NHS Brent CCG,30-Sep-20,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,DR AL KROTOSKY & PTNRS,33956124,"4,161.73"
Department of Health,NHS Brent CCG,30-Sep-20,C&M-APMS Prem Water Rates,PRC DELEGATED CO-COMMISSIONING,DR AM BURCH & PARTNERS,33956126,50.52
Department of Health,NHS Brent CCG,30-Sep-20,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,DR AM BURCH & PARTNERS,33956126,"68,515.55"
Department of Health,NHS Brent CCG,30-Sep-20,C&M-PMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,DR AM BURCH & PARTNERS,33956126,34.91
Department of Health,NHS Brent CCG,30-Sep-20,C&M-PMS DES Learn Dsblty Hlth Chk,PRC DELEGATED CO-COMMISSIONING,DR AM BURCH & PARTNERS,33956126,700
Department of Health,NHS Brent CCG,30-Sep-20,C&M-PMS DES Minor Surgery,PRC DELEGATED CO-COMMISSIONING,DR AM BURCH & PARTNERS,33956126,165.08
Department of Health,NHS Brent CCG,30-Sep-20,C&M-PMS Growth,PRC DELEGATED CO-COMMISSIONING,DR AM BURCH & PARTNERS,33956126,"6,003.25"
Department of Health,NHS Brent CCG,30-Sep-20,C&M-PMS PCO Locum Adop/Pat/Mat,PRC DELEGATED CO-COMMISSIONING,DR AM BURCH & PARTNERS,33956126,"37,781.70"
Department of Health,NHS Brent CCG,30-Sep-20,C&M-PMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,DR AM BURCH & PARTNERS,33956126,"7,758.33"
Department of Health,NHS Brent CCG,30-Sep-20,C&M-PMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,DR AM BURCH & PARTNERS,33956126,"1,798.48"
Department of Health,NHS Brent CCG,30-Sep-20,C&M-PMS Prof fees Prescribing,PRC DELEGATED CO-COMMISSIONING,DR AM BURCH & PARTNERS,33956126,4.61
Department of Health,NHS Brent CCG,30-Sep-20,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,DR AM BURCH & PARTNERS,33956126,"4,831.30"
Department of Health,NHS Brent CCG,30-Sep-20,C&M-GMS DES Minor Surgery,PRC DELEGATED CO-COMMISSIONING,DR DE KARE SILVER & PTNRS,33956128,"1,028.40"
Department of Health,NHS Brent CCG,30-Sep-20,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,DR DE KARE SILVER & PTNRS,33956128,"63,473.70"
Department of Health,NHS Brent CCG,30-Sep-20,C&M-GMS Prem Actual Rent,PRC DELEGATED CO-COMMISSIONING,DR DE KARE SILVER & PTNRS,33956128,"1,376.73"
Department of Health,NHS Brent CCG,30-Sep-20,C&M-GMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,DR DE KARE SILVER & PTNRS,33956128,"9,471.86"
Department of Health,NHS Brent CCG,30-Sep-20,C&M-GMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,DR DE KARE SILVER & PTNRS,33956128,"2,986.67"
Department of Health,NHS Brent CCG,30-Sep-20,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,DR DE KARE SILVER & PTNRS,33956128,"6,310.65"
Department of Health,NHS Brent CCG,30-Sep-20,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,DR E KONG & C EVBUOMWAN,33956130,"63,072.43"
Department of Health,NHS Brent CCG,30-Sep-20,C&M-PMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,DR E KONG & C EVBUOMWAN,33956130,"1,030.38"
Department of Health,NHS Brent CCG,30-Sep-20,C&M-PMS DES Learn Dsblty Hlth Chk,PRC DELEGATED CO-COMMISSIONING,DR E KONG & C EVBUOMWAN,33956130,"1,120.00"
Department of Health,NHS Brent CCG,30-Sep-20,C&M-PMS DES Minor Surgery,PRC DELEGATED CO-COMMISSIONING,DR E KONG & C EVBUOMWAN,33956130,924.42
Department of Health,NHS Brent CCG,30-Sep-20,C&M-PMS Growth,PRC DELEGATED CO-COMMISSIONING,DR E KONG & C EVBUOMWAN,33956130,"7,181.00"
Department of Health,NHS Brent CCG,30-Sep-20,C&M-PMS PCO Other,PRC DELEGATED CO-COMMISSIONING,DR E KONG & C EVBUOMWAN,33956130,"5,096.00"
Department of Health,NHS Brent CCG,30-Sep-20,C&M-PMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,DR E KONG & C EVBUOMWAN,33956130,"7,084.67"
Department of Health,NHS Brent CCG,30-Sep-20,C&M-PMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,DR E KONG & C EVBUOMWAN,33956130,"1,289.08"
Department of Health,NHS Brent CCG,30-Sep-20,C&M-PMS Prof fees Prescribing,PRC DELEGATED CO-COMMISSIONING,DR E KONG & C EVBUOMWAN,33956130,94.42
Department of Health,NHS Brent CCG,30-Sep-20,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,DR E KONG & C EVBUOMWAN,33956130,"5,411.39"
Department of Health,NHS Brent CCG,30-Sep-20,C&M-PMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,DR GELLERT & PARTNERS,33956134,"-3,620.83"
Department of Health,NHS Brent CCG,,,PRC DELEGATED CO-COMMISSIONING,DR GELLERT & PARTNERS,33956134,"-17,340.70"
Department of Health,NHS Brent CCG,,,PRC DELEGATED CO-COMMISSIONING,DR GELLERT & PARTNERS,33956134,"-16,908.35"
Department of Health,NHS Brent CCG,30-Sep-20,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,DR J KELLERMANN & PARTNERS,33956136,"51,634.82"
Department of Health,NHS Brent CCG,30-Sep-20,C&M-GMS Prem Actual Rent,PRC DELEGATED CO-COMMISSIONING,DR J KELLERMANN & PARTNERS,33956136,"4,216.67"
Department of Health,NHS Brent CCG,30-Sep-20,C&M-GMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,DR J KELLERMANN & PARTNERS,33956136,"2,200.00"
Department of Health,NHS Brent CCG,30-Sep-20,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,DR J KELLERMANN & PARTNERS,33956136,"4,046.27"
Department of Health,NHS Brent CCG,30-Sep-20,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,DR J SALINSKY & PTNRS,33956138,"1,689.97"
Department of Health,NHS Brent CCG,30-Sep-20,C&M-GMS DES Learn Dsblty Hlth Chk,PRC DELEGATED CO-COMMISSIONING,DR J SALINSKY & PTNRS,33956138,"4,620.00"
Department of Health,NHS Brent CCG,30-Sep-20,C&M-GMS DES Minor Surgery,PRC DELEGATED CO-COMMISSIONING,DR J SALINSKY & PTNRS,33956138,121.06
Department of Health,NHS Brent CCG,30-Sep-20,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,DR J SALINSKY & PTNRS,33956138,"60,760.42"
Department of Health,NHS Brent CCG,30-Sep-20,C&M-GMS Prem Actual Rent,PRC DELEGATED CO-COMMISSIONING,DR J SALINSKY & PTNRS,33956138,"15,282.16"
Department of Health,NHS Brent CCG,30-Sep-20,C&M-GMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,DR J SALINSKY & PTNRS,33956138,"1,356.94"
Department of Health,NHS Brent CCG,30-Sep-20,C&M-GMS Prof Fees Prescribing,PRC DELEGATED CO-COMMISSIONING,DR J SALINSKY & PTNRS,33956138,71.39
Department of Health,NHS Brent CCG,30-Sep-20,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,DR J SALINSKY & PTNRS,33956138,"5,992.72"
Department of Health,NHS Brent CCG,30-Sep-20,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,DR JAYAKUMAR & PARTNER,33956140,"2,763.52"
Department of Health,NHS Brent CCG,30-Sep-20,C&M-GMS DES Learn Dsblty Hlth Chk,PRC DELEGATED CO-COMMISSIONING,DR JAYAKUMAR & PARTNER,33956140,"2,100.00"
Department of Health,NHS Brent CCG,30-Sep-20,C&M-GMS DES Minor Surgery,PRC DELEGATED CO-COMMISSIONING,DR JAYAKUMAR & PARTNER,33956140,"1,587.59"
Department of Health,NHS Brent CCG,30-Sep-20,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,DR JAYAKUMAR & PARTNER,33956140,"60,368.94"
Department of Health,NHS Brent CCG,30-Sep-20,C&M-GMS Prof Fees Prescribing,PRC DELEGATED CO-COMMISSIONING,DR JAYAKUMAR & PARTNER,33956140,57.57
Department of Health,NHS Brent CCG,30-Sep-20,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,DR JAYAKUMAR & PARTNER,33956140,"4,599.54"
Department of Health,NHS Brent CCG,30-Sep-20,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,DR JS PATEL & PARTNERS,33956142,"2,536.47"
Department of Health,NHS Brent CCG,30-Sep-20,C&M-GMS DES Learn Dsblty Hlth Chk,PRC DELEGATED CO-COMMISSIONING,DR JS PATEL & PARTNERS,33956142,140
Department of Health,NHS Brent CCG,30-Sep-20,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,DR JS PATEL & PARTNERS,33956142,"45,158.55"
Department of Health,NHS Brent CCG,30-Sep-20,C&M-GMS PCO Locum Sickness,PRC DELEGATED CO-COMMISSIONING,DR JS PATEL & PARTNERS,33956142,"8,500.00"
Department of Health,NHS Brent CCG,30-Sep-20,C&M-GMS Prof Fees Prescribing,PRC DELEGATED CO-COMMISSIONING,DR JS PATEL & PARTNERS,33956142,221.09
Department of Health,NHS Brent CCG,30-Sep-20,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,DR JS PATEL & PARTNERS,33956142,"4,341.91"
Department of Health,NHS Brent CCG,30-Sep-20,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,DR K N BALAN,33956144,"44,233.38"
Department of Health,NHS Brent CCG,30-Sep-20,C&M-PMS DES Learn Dsblty Hlth Chk,PRC DELEGATED CO-COMMISSIONING,DR K N BALAN,33956144,280
