Department,CCG,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount
Department of Health,NHS Brent CCG,30/11/2020,C&M-APMS OOH Opt Outs,PRC DELEGATED CO-COMMISSIONING,WEMBLEY PRACTICE (THE),34664293,"-8,509.24"
Department of Health,NHS Brent CCG,30/11/2020,ME-GMS GP Pension EEs Adjustments,PRC DELEGATED CO-COMMISSIONING,SUDBURY & ALPERTON MEDICAL,34660286,"-7,646.38"
Department of Health,NHS Brent CCG,30/11/2020,ME-GMS GP Prior Year EEs,PRC DELEGATED CO-COMMISSIONING,WEMBLEY PARK DRIVE MEDICAL CENTRE,34664290,"-6,525.00"
Department of Health,NHS Brent CCG,30/11/2020,ME - GMS GP Prior Year ERs,PRC DELEGATED CO-COMMISSIONING,WEMBLEY PARK DRIVE MEDICAL CENTRE,34664290,"-6,471.00"
Department of Health,NHS Brent CCG,30/11/2020,C&M-APMS OOH Opt Outs,PRC DELEGATED CO-COMMISSIONING,BURNLEY PRACTICE (AT MEDICS LTD),34664291,"-6,432.42"
Department of Health,NHS Brent CCG,30/11/2020,C&M-APMS OOH Opt Outs,PRC DELEGATED CO-COMMISSIONING,SUDBURY SURGERY (NETWORK HEALTHCARE SOLUTIONS LTD),34664292,"-6,071.24"
Department of Health,NHS Brent CCG,30/11/2020,C&M-APMS OOH Opt Outs,PRC DELEGATED CO-COMMISSIONING,PARK ROYAL MEDICAL PRACTICE,34664294,"-5,933.58"
Department of Health,NHS Brent CCG,30/11/2020,ME-GMS GP Pension ERs Adjustments,PRC DELEGATED CO-COMMISSIONING,WEMBLEY PARK DRIVE MEDICAL CENTRE,34664290,"-4,826.19"
Department of Health,NHS Brent CCG,30/11/2020,C&M-GMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,SUDBURY & ALPERTON MEDICAL,34660286,"-4,617.50"
Department of Health,NHS Brent CCG,30/11/2020,ME-GMS GP Pension EEs,PRC DELEGATED CO-COMMISSIONING,WEMBLEY PARK DRIVE MEDICAL CENTRE,34664290,"-3,999.33"
Department of Health,NHS Brent CCG,30/11/2020,Statutory Mat Pay < 1 yr,BALANCE SHEET,HMRC,34577540,"-3,193.42"
Department of Health,NHS Brent CCG,30/11/2020,ME-PMS GP Pension ERs Adjs - PMS,PRC DELEGATED CO-COMMISSIONING,SUDBURY SURGERY (NETWORK HEALTHCARE SOLUTIONS LTD),34664292,"-3,086.65"
Department of Health,NHS Brent CCG,30/11/2020,C&M-GMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,WEMBLEY PARK DRIVE MEDICAL CENTRE,34664290,"-3,083.33"
Department of Health,NHS Brent CCG,30/11/2020,ME-GMS GP Pension EEs,PRC DELEGATED CO-COMMISSIONING,SUDBURY & ALPERTON MEDICAL,34660286,"-2,943.45"
Department of Health,NHS Brent CCG,30/11/2020,ME-PMS GP Pension EEs-PMS,PRC DELEGATED CO-COMMISSIONING,SUDBURY SURGERY (NETWORK HEALTHCARE SOLUTIONS LTD),34664292,"-2,895.74"
Department of Health,NHS Brent CCG,30/11/2020,ME-PMS GP Pension ERs Adjs - PMS,PRC DELEGATED CO-COMMISSIONING,PARK ROYAL MEDICAL PRACTICE,34664294,"-2,624.36"
Department of Health,NHS Brent CCG,30/11/2020,ME-GMS GP Pension ERs Adjustments,PRC DELEGATED CO-COMMISSIONING,DR AL KROTOSKY & PTNRS,34660218,"-2,512.92"
Department of Health,NHS Brent CCG,30/11/2020,ME-PMS GP Pension EEs-PMS,PRC DELEGATED CO-COMMISSIONING,PARK ROYAL MEDICAL PRACTICE,34664294,"-2,367.76"
Department of Health,NHS Brent CCG,30/11/2020,ME-GMS GP Pension ERs Adjustments,PRC DELEGATED CO-COMMISSIONING,CHALKHILL FAMILY PRACTICE,34660284,"-2,324.77"
Department of Health,NHS Brent CCG,30/11/2020,ME-GMS GP Pension EEs,PRC DELEGATED CO-COMMISSIONING,CHALKHILL FAMILY PRACTICE,34660284,"-2,277.50"
Department of Health,NHS Brent CCG,30/11/2020,ME-GMS GP Pension EEs,PRC DELEGATED CO-COMMISSIONING,DR AL KROTOSKY & PTNRS,34660218,"-1,704.26"
Department of Health,NHS Brent CCG,30/11/2020,C&M-PMS GP Statutory Levy,PRC DELEGATED CO-COMMISSIONING,WEMBLEY PRACTICE (THE),34664293,-719.1
Department of Health,NHS Brent CCG,30/11/2020,C&M-GMS GP Statutory Levy,PRC DELEGATED CO-COMMISSIONING,WEMBLEY PARK DRIVE MEDICAL CENTRE,34664290,-664.41
Department of Health,NHS Brent CCG,30/11/2020,C&M-PMS GP Statutory Levy,PRC DELEGATED CO-COMMISSIONING,BURNLEY PRACTICE (AT MEDICS LTD),34664291,-480.95
Department of Health,NHS Brent CCG,30/11/2020,C&M-GMS GP Statutory Levy,PRC DELEGATED CO-COMMISSIONING,SUDBURY & ALPERTON MEDICAL,34660286,-474.66
Department of Health,NHS Brent CCG,30/11/2020,C&M-PMS GP Statutory Levy,PRC DELEGATED CO-COMMISSIONING,SUDBURY SURGERY (NETWORK HEALTHCARE SOLUTIONS LTD),34664292,-469.06
Department of Health,NHS Brent CCG,30/11/2020,C&M-PMS GP Statutory Levy,PRC DELEGATED CO-COMMISSIONING,PARK ROYAL MEDICAL PRACTICE,34664294,-410.37
Department of Health,NHS Brent CCG,30/11/2020,ME-PMS GP Pension ERs Adjs - PMS,PRC DELEGATED CO-COMMISSIONING,BURNLEY PRACTICE (AT MEDICS LTD),34664291,-388.26
Department of Health,NHS Brent CCG,30/11/2020,C&M-GMS GP Statutory Levy,PRC DELEGATED CO-COMMISSIONING,CHALKHILL FAMILY PRACTICE,34660284,-384.79
Department of Health,NHS Brent CCG,30/11/2020,C&M-GMS GP Statutory Levy,PRC DELEGATED CO-COMMISSIONING,DR AL KROTOSKY & PTNRS,34660218,-330.05
Department of Health,NHS Brent CCG,30/11/2020,ME-PMS GP Pension EEs-PMS,PRC DELEGATED CO-COMMISSIONING,BURNLEY PRACTICE (AT MEDICS LTD),34664291,-251.1
Department of Health,NHS Brent CCG,30/11/2020,C&M-GMS Prem Clinical Waste,PRC DELEGATED CO-COMMISSIONING,DR C NOTANEY & PARTNERS,34660217,35.15
Department of Health,NHS Brent CCG,30/11/2020,C&M-APMS Prem Water Rates,PRC DELEGATED CO-COMMISSIONING,DR AM BURCH & PARTNERS,34660221,50.52
Department of Health,NHS Brent CCG,30/11/2020,C&M-GMS Prof Fees Prescribing,PRC DELEGATED CO-COMMISSIONING,DR TATE & PARTNERS,34660271,55.27
Department of Health,NHS Brent CCG,30/11/2020,C&M-APMS Prem Clinical Waste,PRC DELEGATED CO-COMMISSIONING,WEMBLEY PRACTICE (THE),34680297,63.77
Department of Health,NHS Brent CCG,30/11/2020,C&M-PMS Prof fees Prescribing,PRC DELEGATED CO-COMMISSIONING,DR K N BALAN,34660241,66.79
Department of Health,NHS Brent CCG,30/11/2020,C&M-GMS Prem Water Rates,PRC DELEGATED CO-COMMISSIONING,DR M M BAYER & PARTNERS,34680290,73.94
Department of Health,NHS Brent CCG,30/11/2020,C&M-GMS Prem Water Rates,PRC DELEGATED CO-COMMISSIONING,DR C NOTANEY & PARTNERS,34660217,92.79
Department of Health,NHS Brent CCG,30/11/2020,ME-GMS GP Pension EEs Adjustments,PRC DELEGATED CO-COMMISSIONING,DR M A KHAN & PARTNERS LONDON,34660250,103.33
Department of Health,NHS Brent CCG,30/11/2020,C&M-GMS Prem Water Rates,PRC DELEGATED CO-COMMISSIONING,WEMBLEY PARK DRIVE MEDICAL CENTRE,34680294,128.5
Department of Health,NHS Brent CCG,30/11/2020,C&M-GMS Prem Water Rates,PRC DELEGATED CO-COMMISSIONING,PRESTON MEDICAL CENTRE,34664298,130.49
Department of Health,NHS Brent CCG,30/11/2020,C&M-GMS Prem Water Rates,PRC DELEGATED CO-COMMISSIONING,LANCELOT MEDICAL CENTRE,34660289,131.81
Department of Health,NHS Brent CCG,30/11/2020,ME-GMS GP Pension ERs Adjustments,PRC DELEGATED CO-COMMISSIONING,DR M A KHAN & PARTNERS LONDON,34660250,159.78
Department of Health,NHS Brent CCG,30/11/2020,C&M-GMS Prof Fees Prescribing,PRC DELEGATED CO-COMMISSIONING,DR ABRAHAMS & PARTNERS,34660213,165.82
Department of Health,NHS Brent CCG,30/11/2020,C&M-APMS Prem Water Rates,PRC DELEGATED CO-COMMISSIONING,WEMBLEY PRACTICE (THE),34680297,168.24
Department of Health,NHS Brent CCG,30/11/2020,C&M-GMS Prem Water Rates,PRC DELEGATED CO-COMMISSIONING,DR CHANDRASEKARA & PARTNERS,34660227,176.64
Department of Health,NHS Brent CCG,30/11/2020,C&M-GMS Prof Fees Prescribing,PRC DELEGATED CO-COMMISSIONING,DR T PRADHAN & PARTNERS,34660269,188.85
Department of Health,NHS Brent CCG,30/11/2020,C&M-APMS Prem Water Rates,PRC DELEGATED CO-COMMISSIONING,BURNLEY PRACTICE (AT MEDICS LTD),34680295,196.87
Department of Health,NHS Brent CCG,30/11/2020,C&M-GMS Prof Fees Prescribing,PRC DELEGATED CO-COMMISSIONING,DR P JAGADAMBE & DR KHURJEKAR,34680292,200.36
Department of Health,NHS Brent CCG,30/11/2020,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,DR TATE & PARTNERS,34660271,203.58
Department of Health,NHS Brent CCG,30/11/2020,C&M-GMS Prof Fees Prescribing,PRC DELEGATED CO-COMMISSIONING,DR REDRADO & PARTNERS,34660261,211.88
Department of Health,NHS Brent CCG,30/11/2020,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,DR T PRADHAN & PARTNERS,34660269,216.9
Department of Health,NHS Brent CCG,30/11/2020,Post Graduate Loan Payable,BALANCE SHEET,HMRC,34577540,263
Department of Health,NHS Brent CCG,30/11/2020,C&M-GMS DES Learn Dsblty Hlth Chk,PRC DELEGATED CO-COMMISSIONING,HILLTOP MEDICAL PRACTICE,34660275,280
Department of Health,NHS Brent CCG,30/11/2020,C&M-GMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,DR TATE & PARTNERS,34660271,383.54
Department of Health,NHS Brent CCG,30/11/2020,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,DR PV KUMAR (GMS),34660265,464.72
Department of Health,NHS Brent CCG,30/11/2020,ME-PMS GP Prior Year EEs,PRC DELEGATED CO-COMMISSIONING,DR PV KUMAR (GMS),34660265,464.76
Department of Health,NHS Brent CCG,30/11/2020,C&M-GMS Prof Fees Prescribing,PRC DELEGATED CO-COMMISSIONING,DR JAYAKUMAR & PARTNER,34660237,499.76
Department of Health,NHS Brent CCG,30/11/2020,C&M-APMS Prem Clinical Waste,PRC DELEGATED CO-COMMISSIONING,BURNLEY PRACTICE (AT MEDICS LTD),34680295,526
Department of Health,NHS Brent CCG,30/11/2020,C&M-PMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,DR K N BALAN,34660241,547.53
Department of Health,NHS Brent CCG,30/11/2020,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,TUDOR HOUSE MEDICAL CENTRE,34661056,558.62
Department of Health,NHS Brent CCG,30/11/2020,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,PRESTON MEDICAL CENTRE,34664298,563
Department of Health,NHS Brent CCG,30/11/2020,C&M-GMS Prof Fees Prescribing,PRC DELEGATED CO-COMMISSIONING,DR P CHATLANI,34680291,566.54
Department of Health,NHS Brent CCG,30/11/2020,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,HILLTOP MEDICAL PRACTICE,34660275,573.27
Department of Health,NHS Brent CCG,30/11/2020,C&M-GMS Prof Fees Prescribing,PRC DELEGATED CO-COMMISSIONING,DR PB PATEL,34660263,580.36
Department of Health,NHS Brent CCG,30/11/2020,C&M-PMS Prem Water Rates,PRC DELEGATED CO-COMMISSIONING,DR A SELWYN & PARTNERS,34660215,596.73
Department of Health,NHS Brent CCG,30/11/2020,C&M-GMS Prem Actual Rent,PRC DELEGATED CO-COMMISSIONING,PRESTON MEDICAL CENTRE,34664298,611.04
Department of Health,NHS Brent CCG,30/11/2020,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,DR PB PATEL,34660263,614.97
Department of Health,NHS Brent CCG,30/11/2020,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,SMS MEDICAL PRACTICE,34660279,615.23
Department of Health,NHS Brent CCG,30/11/2020,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,DR P CHATLANI,34680291,627.73
Department of Health,NHS Brent CCG,30/11/2020,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,STAG LANE MEDICAL CENTRE,34661062,642.56
Department of Health,NHS Brent CCG,30/11/2020,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,BRAMPTON HEALTH CENTRE,34660283,655.63
Department of Health,NHS Brent CCG,30/11/2020,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,HARROW ROAD SURGERY WEMBLEY,34660273,675.15
Department of Health,NHS Brent CCG,30/11/2020,C&M-PMS Prof fees Prescribing,PRC DELEGATED CO-COMMISSIONING,DR PV KUMAR (GMS),34660265,679.39
Department of Health,NHS Brent CCG,30/11/2020,ME - PMS GP Prior Year ERs,PRC DELEGATED CO-COMMISSIONING,DR PV KUMAR (GMS),34660265,718.68
Department of Health,NHS Brent CCG,30/11/2020,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,DR P JAGADAMBE & DR KHURJEKAR,34680292,734.6
Department of Health,NHS Brent CCG,30/11/2020,C&M-GMS Other Addtl Staff Paymts,PRC DELEGATED CO-COMMISSIONING,DR P CHATLANI,34680291,740.88
Department of Health,NHS Brent CCG,30/11/2020,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,DR CHANDRASEKARA & PARTNERS,34660227,747.02
Department of Health,NHS Brent CCG,30/11/2020,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,LANCELOT MEDICAL CENTRE,34660289,766.13
Department of Health,NHS Brent CCG,30/11/2020,C&M-PMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,DR KAMAL & PARTNERS,34660243,769.29
Department of Health,NHS Brent CCG,30/11/2020,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,DR ZN NAJIM,34660267,777.54
Department of Health,NHS Brent CCG,30/11/2020,C&M-GMS Prof Fees Prescribing,PRC DELEGATED CO-COMMISSIONING,DR R RASOOLY,34660256,778.41
Department of Health,NHS Brent CCG,30/11/2020,ME - GMS GP Prior Year ERs,PRC DELEGATED CO-COMMISSIONING,WEMBLEY PARK DRIVE MEDICAL CENTRE,34680294,792.71
Department of Health,NHS Brent CCG,30/11/2020,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,DR AL KROTOSKY & PTNRS,34660219,813.49
Department of Health,NHS Brent CCG,30/11/2020,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,DR P C MEHTA & DR S P MEHTA,34660252,813.91
Department of Health,NHS Brent CCG,30/11/2020,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,DR JS PATEL & PARTNERS,34660239,837.85
Department of Health,NHS Brent CCG,30/11/2020,C&M-GMS Prof Fees Prescribing,PRC DELEGATED CO-COMMISSIONING,MAPESBURY MEDICAL GROUP,34664296,847.5
Department of Health,NHS Brent CCG,30/11/2020,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,DR K N BALAN,34660241,864.96
Department of Health,NHS Brent CCG,30/11/2020,C&M-GMS Other Addtl Staff Paymts,PRC DELEGATED CO-COMMISSIONING,WEMBLEY PARK DRIVE MEDICAL CENTRE,34680294,866.66
Department of Health,NHS Brent CCG,30/11/2020,C&M-PMS Prem Actual Rent,PRC DELEGATED CO-COMMISSIONING,TUDOR HOUSE MEDICAL CENTRE,34661056,881.25
Department of Health,NHS Brent CCG,30/11/2020,C&M-GMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,SMS MEDICAL PRACTICE,34660279,892.71
Department of Health,NHS Brent CCG,30/11/2020,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,CHALKHILL FAMILY PRACTICE,34660285,906.94
Department of Health,NHS Brent CCG,30/11/2020,ME-GMS GP Prior Year EEs,PRC DELEGATED CO-COMMISSIONING,HAZELDENE MEDICAL CENTRE,34660277,907.47
Department of Health,NHS Brent CCG,30/11/2020,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,STAG - HOLLYROOD PRACTICE,34660281,920.52
Department of Health,NHS Brent CCG,30/11/2020,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,DR J KELLERMANN & PARTNERS,34660233,950.22
Department of Health,NHS Brent CCG,30/11/2020,C&M-PMS Prof fees Prescribing,PRC DELEGATED CO-COMMISSIONING,SUDBURY SURGERY (NETWORK HEALTHCARE SOLUTIONS LTD),34680296,955.75
Department of Health,NHS Brent CCG,30/11/2020,ME-GMS GP Pension EEs Adjustments,PRC DELEGATED CO-COMMISSIONING,DR TATE & PARTNERS,34660271,956.25
Department of Health,NHS Brent CCG,30/11/2020,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,DR M M BAYER & PARTNERS,34680290,965.45
Department of Health,NHS Brent CCG,30/11/2020,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,FREUCHEN MEDICAL CENTRE,34661059,965.88
Department of Health,NHS Brent CCG,30/11/2020,ME - GMS GP Prior Year ERs,PRC DELEGATED CO-COMMISSIONING,HAZELDENE MEDICAL CENTRE,34660277,966.63
Department of Health,NHS Brent CCG,30/11/2020,C&M-GMS Prof Fees Prescribing,PRC DELEGATED CO-COMMISSIONING,CHALKHILL FAMILY PRACTICE,34660285,971.87
Department of Health,NHS Brent CCG,30/11/2020,C&M-PMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,TUDOR HOUSE MEDICAL CENTRE,34661056,982.44
Department of Health,NHS Brent CCG,30/11/2020,C&M-GMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,LANCELOT MEDICAL CENTRE,34660289,989.19
Department of Health,NHS Brent CCG,30/11/2020,C&M-GMS Prof Fees Prescribing,PRC DELEGATED CO-COMMISSIONING,DR J SALINSKY & PTNRS,34660235,"1,022.53"
Department of Health,NHS Brent CCG,30/11/2020,C&M-GMS Prem Actual Rent,PRC DELEGATED CO-COMMISSIONING,LANCELOT MEDICAL CENTRE,34660289,"1,025.00"
Department of Health,NHS Brent CCG,30/11/2020,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,DR REDRADO & PARTNERS,34660261,"1,079.48"
Department of Health,NHS Brent CCG,30/11/2020,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,DR M A KHAN & PARTNERS LONDON,34660250,"1,081.00"
Department of Health,NHS Brent CCG,30/11/2020,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,DR KAMAL & PARTNERS,34660243,"1,084.67"
Department of Health,NHS Brent CCG,30/11/2020,C&M-PMS Prof fees Prescribing,PRC DELEGATED CO-COMMISSIONING,TUDOR HOUSE MEDICAL CENTRE,34661056,"1,097.09"
Department of Health,NHS Brent CCG,30/11/2020,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,DR KRAUS & PTNRS,34660248,"1,098.07"
Department of Health,NHS Brent CCG,30/11/2020,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,DR REDRADO & PARTNERS,34660261,"1,106.28"
Department of Health,NHS Brent CCG,30/11/2020,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,DR JAYAKUMAR & PARTNER,34660237,"1,112.84"
Department of Health,NHS Brent CCG,30/11/2020,C&M-GMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,SMS MEDICAL PRACTICE,34660279,"1,124.67"
Department of Health,NHS Brent CCG,30/11/2020,C&M-APMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,PARK ROYAL MEDICAL PRACTICE,34680298,"1,136.84"
Department of Health,NHS Brent CCG,30/11/2020,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,DR J SALINSKY & PTNRS,34660235,"1,156.12"
Department of Health,NHS Brent CCG,30/11/2020,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,DR C NOTANEY & PARTNERS,34660217,"1,159.41"
Department of Health,NHS Brent CCG,30/11/2020,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,DR TATE & PARTNERS,34660271,"1,168.00"
Department of Health,NHS Brent CCG,30/11/2020,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,DR E KONG & C EVBUOMWAN,34660225,"1,179.28"
Department of Health,NHS Brent CCG,30/11/2020,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,SUDBURY & ALPERTON MEDICAL,34660287,"1,193.29"
Department of Health,NHS Brent CCG,30/11/2020,C&M-GMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,DR REDRADO & PARTNERS,34660261,"1,195.52"
Department of Health,NHS Brent CCG,30/11/2020,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,DR DE KARE SILVER & PTNRS,34660223,"1,198.13"
Department of Health,NHS Brent CCG,30/11/2020,C&M-APMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,SUDBURY SURGERY (NETWORK HEALTHCARE SOLUTIONS LTD),34680296,"1,200.62"
Department of Health,NHS Brent CCG,30/11/2020,C&M-APMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,BURNLEY PRACTICE (AT MEDICS LTD),34680295,"1,217.31"
Department of Health,NHS Brent CCG,30/11/2020,C&M-GMS Prof Fees Prescribing,PRC DELEGATED CO-COMMISSIONING,DR AL KROTOSKY & PTNRS,34660219,"1,224.17"
Department of Health,NHS Brent CCG,30/11/2020,C&M-PMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,HARROW ROAD SURGERY WEMBLEY,34660273,"1,226.71"
Department of Health,NHS Brent CCG,30/11/2020,C&M-GMS Prof Fees Prescribing,PRC DELEGATED CO-COMMISSIONING,SMS MEDICAL PRACTICE,34660279,"1,253.59"
Department of Health,NHS Brent CCG,30/11/2020,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,DR AM BURCH & PARTNERS,34660221,"1,257.01"
Department of Health,NHS Brent CCG,30/11/2020,C&M-GMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,DR ZN NAJIM,34660267,"1,257.90"
Department of Health,NHS Brent CCG,30/11/2020,C&M-PMS Prof fees Prescribing,PRC DELEGATED CO-COMMISSIONING,HARROW ROAD SURGERY WEMBLEY,34660273,"1,283.00"
Department of Health,NHS Brent CCG,30/11/2020,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,MAPESBURY MEDICAL GROUP,34664296,"1,286.18"
Department of Health,NHS Brent CCG,30/11/2020,C&M-PMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,DR E KONG & C EVBUOMWAN,34660225,"1,289.08"
Department of Health,NHS Brent CCG,30/11/2020,C&M-PMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,DR PV KUMAR (GMS),34660265,"1,309.88"
Department of Health,NHS Brent CCG,30/11/2020,C&M-GMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,DR T PRADHAN & PARTNERS,34660269,"1,309.88"
Department of Health,NHS Brent CCG,30/11/2020,C&M-PMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,DR GELLERT & PARTNERS,34660231,"1,341.06"
Department of Health,NHS Brent CCG,30/11/2020,C&M-GMS Prof Fees Prescribing,PRC DELEGATED CO-COMMISSIONING,DR DE KARE SILVER & PTNRS,34660223,"1,363.74"
Department of Health,NHS Brent CCG,30/11/2020,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,DR GELLERT & PARTNERS,34660231,"1,369.08"
Department of Health,NHS Brent CCG,30/11/2020,C&M-GMS Prem Actual Rent,PRC DELEGATED CO-COMMISSIONING,DR DE KARE SILVER & PTNRS,34660223,"1,376.73"
Department of Health,NHS Brent CCG,30/11/2020,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,DR R RASOOLY,34660256,"1,388.72"
Department of Health,NHS Brent CCG,30/11/2020,C&M-PMS Prof fees Prescribing,PRC DELEGATED CO-COMMISSIONING,DR KAMAL & PARTNERS,34660243,"1,417.81"
Department of Health,NHS Brent CCG,30/11/2020,C&M-GMS Prof Fees Prescribing,PRC DELEGATED CO-COMMISSIONING,DR J KELLERMANN & PARTNERS,34660233,"1,457.95"
Department of Health,NHS Brent CCG,30/11/2020,C&M-GMS Prof Fees Prescribing,PRC DELEGATED CO-COMMISSIONING,DR M M BAYER & PARTNERS,34680290,"1,466.92"
Department of Health,NHS Brent CCG,30/11/2020,ME-GMS GP Pension ERs Adjustments,PRC DELEGATED CO-COMMISSIONING,DR TATE & PARTNERS,34660271,"1,478.59"
Department of Health,NHS Brent CCG,30/11/2020,C&M-PMS Prof fees Prescribing,PRC DELEGATED CO-COMMISSIONING,PARK ROYAL MEDICAL PRACTICE,34680298,"1,505.05"
Department of Health,NHS Brent CCG,30/11/2020,C&M-GMS Prof Fees Prescribing,PRC DELEGATED CO-COMMISSIONING,PRESTON MEDICAL CENTRE,34664298,"1,523.00"
Department of Health,NHS Brent CCG,30/11/2020,C&M-APMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,WEMBLEY PRACTICE (THE),34680297,"1,536.23"
