Department family,Entity,Date of payment,Expense type,Expense area,Supplier,Transaction number,amount
Department of Health,Guys and St Thomas NHS Foundation Trust,18/12/2020,(82800) Bedding & Linen,(id:41913) TAP,NHS SUPPLY CHAIN (MAIDSTONE),id:13535395   ,136.59
Department of Health,Guys and St Thomas NHS Foundation Trust,11/12/2020,(82800) Bedding & Linen,(id:41918) TAP,NHS SUPPLY CHAIN (MAIDSTONE),id:13542894   ,303.36
Department of Health,Guys and St Thomas NHS Foundation Trust,11/12/2020,(82800) Bedding & Linen,(id:41918) TAP,NHS SUPPLY CHAIN (MAIDSTONE),id:13543074   ,468
Department of Health,Guys and St Thomas NHS Foundation Trust,18/12/2020,(81400) Medical Surgical Supplies & Equipment,(id:41918) TAP,ERBE MEDICAL UK LTD,id:13573915,1500
Department of Health,Guys and St Thomas NHS Foundation Trust,04/12/2020,(81200) Medical Surgical Supplies & Equipment,(id:41918) TAP,STRYKER UK LTD,id:13513054,1008
Department of Health,Guys and St Thomas NHS Foundation Trust,04/12/2020,(81100) Dressings,(id:41918) TAP,JOHNSON & JOHNSON MEDICAL LTD,id:13484759   ,729.43
Department of Health,Guys and St Thomas NHS Foundation Trust,11/12/2020,(81255) Medical Surgical Supplies & Equipment,(id:41918) TAP,NHS SUPPLY CHAIN (MAIDSTONE),id:13543516 ,7.8
Department of Health,Guys and St Thomas NHS Foundation Trust,18/12/2020,(82700) Uniforms & Clothing,(id:41916) TAP,NHS SUPPLY CHAIN (MAIDSTONE),id:13535395    ,124.18
Department of Health,Guys and St Thomas NHS Foundation Trust,18/12/2020,(82600) Uniforms & Clothing,(id:41916) TAP,NHS SUPPLY CHAIN (MAIDSTONE),id:13535395    ,12.11
Department of Health,Guys and St Thomas NHS Foundation Trust,11/12/2020,(81100) Dressings,(id:41916) TAP,NHS SUPPLY CHAIN (MAIDSTONE),id:13543750    ,247.41
Department of Health,Guys and St Thomas NHS Foundation Trust,11/12/2020,(81200) Medical Surgical Supplies & Equipment,(id:41916) TAP,NHS SUPPLY CHAIN (MAIDSTONE),id:13543516 ,1764.16
Department of Health,Guys and St Thomas NHS Foundation Trust,11/12/2020,(81700) Lab Equipment Purchase,(id:41916) TAP,NHS SUPPLY CHAIN (MAIDSTONE),id:13543074 ,9.3
Department of Health,Guys and St Thomas NHS Foundation Trust,11/12/2020,(81200) Medical Surgical Supplies & Equipment,(id:41924) TAP,NHS SUPPLY CHAIN (MAIDSTONE),id:13543074 ,31.92
Department of Health,Guys and St Thomas NHS Foundation Trust,11/12/2020,(82800) Bedding & Linen,(id:41924) TAP,NHS SUPPLY CHAIN (MAIDSTONE),id:13542894   ,14.4
Department of Health,Guys and St Thomas NHS Foundation Trust,11/12/2020,(81700) Lab Equipment Purchase,(id:41922) TAP,NHS SUPPLY CHAIN (MAIDSTONE),id:13531623 ,1115.9
Department of Health,Guys and St Thomas NHS Foundation Trust,11/12/2020,(83400) Office Equipment,(id:41922) TAP,NHS SUPPLY CHAIN (MAIDSTONE),id:13543516  ,40.34
Department of Health,Guys and St Thomas NHS Foundation Trust,11/12/2020,(82800) Bedding & Linen,(id:41921) TAP,NHS SUPPLY CHAIN (MAIDSTONE),id:13531623   ,5.33
Department of Health,Guys and St Thomas NHS Foundation Trust,11/12/2020,(81100) Dressings,(id:41921) TAP,NHS SUPPLY CHAIN (MAIDSTONE),id:13531623    ,6.24
Department of Health,Guys and St Thomas NHS Foundation Trust,11/12/2020,(81275) Medical Surgical Supplies & Equipment,(id:41921) TAP,NHS SUPPLY CHAIN (MAIDSTONE),id:13531623 ,5.4
Department of Health,Guys and St Thomas NHS Foundation Trust,04/12/2020,(89440) Research and Development,(id:627418) Gastrointestinal Medicine & Surgery,MINDRAY UK LTD,id:13504874,765.12
Department of Health,Guys and St Thomas NHS Foundation Trust,11/12/2020,(81000) Surgical Appliances,(id:41830) Gastrointestinal Medicine & Surgery,TALAR MADE ORTHOTICS LTD,id:13547874 ,29.4
Department of Health,Guys and St Thomas NHS Foundation Trust,18/12/2020,(81700) Lab Equipment Purchase,(id:3237419) Gastrointestinal Medicine & Surgery,NHS SUPPLY CHAIN (MAIDSTONE),id:13535395  ,48.12
Department of Health,Guys and St Thomas NHS Foundation Trust,11/12/2020,(82700) Uniforms & Clothing,(id:41958) Gastrointestinal Medicine & Surgery,NHS SUPPLY CHAIN (MAIDSTONE),id:13531623  ,31.68
Department of Health,Guys and St Thomas NHS Foundation Trust,11/12/2020,(82800) Bedding & Linen,(id:41958) Gastrointestinal Medicine & Surgery,NHS SUPPLY CHAIN (MAIDSTONE),id:13543750 ,120.6
Department of Health,Guys and St Thomas NHS Foundation Trust,11/12/2020,(81200) Medical Surgical Supplies & Equipment,(id:41958) Gastrointestinal Medicine & Surgery,NHS SUPPLY CHAIN (MAIDSTONE),id:13543516    ,756.93
Department of Health,Guys and St Thomas NHS Foundation Trust,11/12/2020,(81100) Dressings,(id:41958) Gastrointestinal Medicine & Surgery,NHS SUPPLY CHAIN (MAIDSTONE),id:13543516  ,235.87
Department of Health,Guys and St Thomas NHS Foundation Trust,18/12/2020,(81700) Lab Equipment Purchase,(id:41958) Gastrointestinal Medicine & Surgery,NHS SUPPLY CHAIN (MAIDSTONE),id:13535395    ,11.86
Department of Health,Guys and St Thomas NHS Foundation Trust,11/12/2020,(82700) Uniforms & Clothing,(id:41954) Gastrointestinal Medicine & Surgery,NHS SUPPLY CHAIN (MAIDSTONE),id:13543074  ,141.36
Department of Health,Guys and St Thomas NHS Foundation Trust,11/12/2020,(83400) Office Equipment,(id:41954) Gastrointestinal Medicine & Surgery,NHS SUPPLY CHAIN (MAIDSTONE),id:13542894,52.52
Department of Health,Guys and St Thomas NHS Foundation Trust,11/12/2020,(83400) Office Equipment,(id:41954) Gastrointestinal Medicine & Surgery,NHS SUPPLY CHAIN (MAIDSTONE),id:13531623,163.15
Department of Health,Guys and St Thomas NHS Foundation Trust,11/12/2020,(82800) Bedding & Linen,(id:41954) Gastrointestinal Medicine & Surgery,NHS SUPPLY CHAIN (MAIDSTONE),id:13543074 ,209.75
Department of Health,Guys and St Thomas NHS Foundation Trust,04/12/2020,(81200) Medical Surgical Supplies & Equipment,(id:41954) Gastrointestinal Medicine & Surgery,SCC PLC)SPECIALIST COMPUTER CENTRES,id:13535850  ,60
Department of Health,Guys and St Thomas NHS Foundation Trust,18/12/2020,(81100) Dressings,(id:41954) Gastrointestinal Medicine & Surgery,NHS SUPPLY CHAIN (MAIDSTONE),id:13535395  ,555.02
Department of Health,Guys and St Thomas NHS Foundation Trust,11/12/2020,(81700) Lab Equipment Purchase,(id:41954) Gastrointestinal Medicine & Surgery,NHS SUPPLY CHAIN (MAIDSTONE),id:13542894    ,3.14
Department of Health,Guys and St Thomas NHS Foundation Trust,11/12/2020,(81225) Medical Surgical Supplies & Equipment,(id:41954) Gastrointestinal Medicine & Surgery,NHS SUPPLY CHAIN (MAIDSTONE),id:13542894    ,9.7
Department of Health,Guys and St Thomas NHS Foundation Trust,04/12/2020,(84656) Establishment,(id:41951) Gastrointestinal Medicine & Surgery,DICT8 LIMITED,id:13454314   ,956.76
Department of Health,Guys and St Thomas NHS Foundation Trust,11/12/2020,(83400) Office Equipment,(id:41949) Gastrointestinal Medicine & Surgery,NHS SUPPLY CHAIN (MAIDSTONE),id:13543516,193.94
Department of Health,Guys and St Thomas NHS Foundation Trust,11/12/2020,(81200) Medical Surgical Supplies & Equipment,(id:41949) Gastrointestinal Medicine & Surgery,JOHNSON & JOHNSON MEDICAL LTD,id:13506882   ,2384.64
Department of Health,Guys and St Thomas NHS Foundation Trust,11/12/2020,(81200) Medical Surgical Supplies & Equipment,(id:41949) Gastrointestinal Medicine & Surgery,COOK UK LTD,id:13427596 ,2568
Department of Health,Guys and St Thomas NHS Foundation Trust,22/12/2020,(81200) Medical Surgical Supplies & Equipment,(id:41949) Gastrointestinal Medicine & Surgery,LOCAMED LTD,id:13578180 ,549
Department of Health,Guys and St Thomas NHS Foundation Trust,04/12/2020,(81200) Medical Surgical Supplies & Equipment,(id:41949) Gastrointestinal Medicine & Surgery,JOHNSON & JOHNSON MEDICAL LTD,id:13484098   ,2616.59
Department of Health,Guys and St Thomas NHS Foundation Trust,18/12/2020,(81200) Medical Surgical Supplies & Equipment,(id:41949) Gastrointestinal Medicine & Surgery,JOHNSON & JOHNSON MEDICAL LTD,id:13523904   ,292.97
Department of Health,Guys and St Thomas NHS Foundation Trust,04/12/2020,(81235) Medical Surgical Supplies & Equipment,(id:41949) Gastrointestinal Medicine & Surgery,BOSTON SCIENTIFIC LTD,id:13472716 ,1126.88
Department of Health,Guys and St Thomas NHS Foundation Trust,11/12/2020,(81280) Medical Surgical Supplies & Equipment,(id:41949) Gastrointestinal Medicine & Surgery,NHS SUPPLY CHAIN (MAIDSTONE),id:13543074    ,1620
Department of Health,Guys and St Thomas NHS Foundation Trust,11/12/2020,(81000) Surgical Appliances,(id:41944) Gastrointestinal Medicine & Surgery,MEDI UK LTD,id:13548530    ,52.67
Department of Health,Guys and St Thomas NHS Foundation Trust,18/12/2020,(81700) Lab Equipment Purchase,(id:2367419) Gastrointestinal Medicine & Surgery,NHS SUPPLY CHAIN (MAIDSTONE),id:13535395  ,32.01
Department of Health,Guys and St Thomas NHS Foundation Trust,11/12/2020,(82000) Provisions & Kitchens,(id:2367419) Gastrointestinal Medicine & Surgery,NHS SUPPLY CHAIN (MAIDSTONE),id:13542894   ,162.1
Department of Health,Guys and St Thomas NHS Foundation Trust,18/12/2020,(81275) Medical Surgical Supplies & Equipment,(id:2367419) Gastrointestinal Medicine & Surgery,NHS SUPPLY CHAIN (MAIDSTONE),id:13535395  ,25.49
Department of Health,Guys and St Thomas NHS Foundation Trust,18/12/2020,(83400) Office Equipment,(id:2367419) Gastrointestinal Medicine & Surgery,NHS SUPPLY CHAIN (MAIDSTONE),id:13535395   ,34.63
Department of Health,Guys and St Thomas NHS Foundation Trust,11/12/2020,(81200) Medical Surgical Supplies & Equipment,(id:41957) Gastrointestinal Medicine & Surgery,NHS SUPPLY CHAIN (MAIDSTONE),id:13543750    ,56.11
Department of Health,Guys and St Thomas NHS Foundation Trust,18/12/2020,(82800) Bedding & Linen,(id:41942) Gastrointestinal Medicine & Surgery,NHS SUPPLY CHAIN (MAIDSTONE),id:13535395 ,32.21
Department of Health,Guys and St Thomas NHS Foundation Trust,11/12/2020,(83410) Office Equipment,(id:41942) Gastrointestinal Medicine & Surgery,RICOH UK LTD,id:13516172 ,155.98
Department of Health,Guys and St Thomas NHS Foundation Trust,11/12/2020,(83400) Office Equipment,(id:41942) Gastrointestinal Medicine & Surgery,NHS SUPPLY CHAIN (MAIDSTONE),id:13543750,174.89
Department of Health,Guys and St Thomas NHS Foundation Trust,11/12/2020,(81700) Lab Equipment Purchase,(id:41942) Gastrointestinal Medicine & Surgery,NHS SUPPLY CHAIN (MAIDSTONE),id:13543074    ,85.22
Department of Health,Guys and St Thomas NHS Foundation Trust,18/12/2020,(82000) Provisions & Kitchens,(id:41942) Gastrointestinal Medicine & Surgery,NHS SUPPLY CHAIN (MAIDSTONE),id:13535395,3.33
Department of Health,Guys and St Thomas NHS Foundation Trust,18/12/2020,(83400) Office Equipment,(id:41917) Gastrointestinal Medicine & Surgery,NHS SUPPLY CHAIN (MAIDSTONE),id:13535395,28.96
Department of Health,Guys and St Thomas NHS Foundation Trust,11/12/2020,(83400) Office Equipment,(id:41917) Gastrointestinal Medicine & Surgery,NHS SUPPLY CHAIN (MAIDSTONE),id:13531623,77.45
Department of Health,Guys and St Thomas NHS Foundation Trust,11/12/2020,(81200) Medical Surgical Supplies & Equipment,(id:41917) Gastrointestinal Medicine & Surgery,NHS SUPPLY CHAIN (MAIDSTONE),id:13543074    ,5144.03
Department of Health,Guys and St Thomas NHS Foundation Trust,18/12/2020,(81200) Medical Surgical Supplies & Equipment,(id:41917) Gastrointestinal Medicine & Surgery,BOSTON SCIENTIFIC LTD,id:13432126 ,1620.02
Department of Health,Guys and St Thomas NHS Foundation Trust,18/12/2020,(81900) Lab Equipment Purchase,(id:111406) Pathology,VIAPATH ANALYTICS LLP,id:13523116 ,18196
Department of Health,Guys and St Thomas NHS Foundation Trust,18/12/2020,(81900) Lab Equipment Purchase,(id:111406) Pathology,VIAPATH SERVICES LLP,id:13523103  ,-23351.81
Department of Health,Guys and St Thomas NHS Foundation Trust,11/12/2020,(81200) Medical Surgical Supplies & Equipment,(id:42134) Pathology,NHS SUPPLY CHAIN (MAIDSTONE),id:13543750,455.78
Department of Health,Guys and St Thomas NHS Foundation Trust,18/12/2020,(89600) Non-Healthcare from other NHS bodies,(id:42134) Pathology,NHS BLOOD AND TRANSPLANT,id:13412158,595.65
Department of Health,Guys and St Thomas NHS Foundation Trust,22/12/2020,(55100) Admin & Clerical,(id:3367419) Cancer Strategy,NHS NORTH AND EAST LONDON CSU,id:13027936  ,5904.07
Department of Health,Guys and St Thomas NHS Foundation Trust,18/12/2020,(82000) Provisions & Kitchens,(id:42419) Transplant Renal and Urology,NHS SUPPLY CHAIN (MAIDSTONE),id:13535395  ,262.87
Department of Health,Guys and St Thomas NHS Foundation Trust,11/12/2020,(81100) Dressings,(id:42419) Transplant Renal and Urology,NHS SUPPLY CHAIN (MAIDSTONE),id:13543074    ,680.95
Department of Health,Guys and St Thomas NHS Foundation Trust,11/12/2020,(81100) Dressings,(id:42419) Transplant Renal and Urology,NHS SUPPLY CHAIN (MAIDSTONE),id:13543516    ,181.73
Department of Health,Guys and St Thomas NHS Foundation Trust,18/12/2020,(83400) Office Equipment,(id:42419) Transplant Renal and Urology,NHS SUPPLY CHAIN (MAIDSTONE),id:13535395  ,78.56
Department of Health,Guys and St Thomas NHS Foundation Trust,11/12/2020,(83400) Office Equipment,(id:42419) Transplant Renal and Urology,NHS SUPPLY CHAIN (MAIDSTONE),id:13543750  ,216.38
Department of Health,Guys and St Thomas NHS Foundation Trust,11/12/2020,(81700) Lab Equipment Purchase,(id:42419) Transplant Renal and Urology,NHS SUPPLY CHAIN (MAIDSTONE),id:13542894 ,55.44
Department of Health,Guys and St Thomas NHS Foundation Trust,11/12/2020,(81700) Lab Equipment Purchase,(id:42419) Transplant Renal and Urology,NHS SUPPLY CHAIN (MAIDSTONE),id:13543074 ,91.04
Department of Health,Guys and St Thomas NHS Foundation Trust,11/12/2020,(81200) Medical Surgical Supplies & Equipment,(id:2882419) Transplant Renal and Urology,NHS SUPPLY CHAIN (MAIDSTONE),id:13543074    ,655.68
Department of Health,Guys and St Thomas NHS Foundation Trust,11/12/2020,(82000) Provisions & Kitchens,(id:969419) Transplant Renal and Urology,NHS SUPPLY CHAIN (MAIDSTONE),id:13543750 ,13.15
Department of Health,Guys and St Thomas NHS Foundation Trust,18/12/2020,(82000) Provisions & Kitchens,(id:969419) Transplant Renal and Urology,NHS SUPPLY CHAIN (MAIDSTONE),id:13535395 ,50.59
Department of Health,Guys and St Thomas NHS Foundation Trust,11/12/2020,(81100) Dressings,(id:969419) Transplant Renal and Urology,NHS SUPPLY CHAIN (MAIDSTONE),id:13543074   ,651.84
Department of Health,Guys and St Thomas NHS Foundation Trust,18/12/2020,(81100) Dressings,(id:969419) Transplant Renal and Urology,NHS SUPPLY CHAIN (MAIDSTONE),id:13535395   ,34.71
Department of Health,Guys and St Thomas NHS Foundation Trust,04/12/2020,(81200) Medical Surgical Supplies & Equipment,(id:42450) Transplant Renal and Urology,JOHNSON & JOHNSON MEDICAL LTD,id:13484745,960.12
Department of Health,Guys and St Thomas NHS Foundation Trust,22/12/2020,(81200) Medical Surgical Supplies & Equipment,(id:42449) Transplant Renal and Urology,DIGITIMER LTD,id:13573998 ,520.2
Department of Health,Guys and St Thomas NHS Foundation Trust,11/12/2020,(81225) Medical Surgical Supplies & Equipment,(id:42449) Transplant Renal and Urology,NHS SUPPLY CHAIN (MAIDSTONE),id:13531623 ,266.04
