Department family,Entity,Date of payment,Expense type,Expense area,Supplier,Transaction number,amount
Department of Health,Guys and St Thomas NHS Foundation Trust,17/07/2020,(81200) Medical Surgical Supplies & Equipment,(id:42265) Haematology,NHS SUPPLY CHAIN (MAIDSTONE),id:13075043   ,1128.63
Department of Health,Guys and St Thomas NHS Foundation Trust,17/07/2020,(81200) Medical Surgical Supplies & Equipment,(id:42265) Haematology,NHS SUPPLY CHAIN (MAIDSTONE),id:13090454   ,1073.72
Department of Health,Guys and St Thomas NHS Foundation Trust,03/07/2020,(83400) Office Equipment,(id:42265) Haematology,NHS SUPPLY CHAIN (MAIDSTONE),id:13060017    ,138.46
Department of Health,Guys and St Thomas NHS Foundation Trust,24/07/2020,(81700) Lab Equipment Purchase,(id:42265) Haematology,NHS SUPPLY CHAIN (MAIDSTONE),id:13109396   ,43.27
Department of Health,Guys and St Thomas NHS Foundation Trust,03/07/2020,(81200) Medical Surgical Supplies & Equipment,(id:42272) Haematology,NHS SUPPLY CHAIN (MAIDSTONE),id:13050854   ,400.14
Department of Health,Guys and St Thomas NHS Foundation Trust,17/07/2020,(81000) Surgical Appliances,(id:42272) Haematology,MEDI UK LTD,id:13162818   ,39.6
Department of Health,Guys and St Thomas NHS Foundation Trust,24/07/2020,(80205) Drug Costs,(id:42273) Haematology,HEALTHCARE AT HOME LTD,id:13194383 ,3627
Department of Health,Guys and St Thomas NHS Foundation Trust,24/07/2020,(80205) Drug Costs,(id:42273) Haematology,HEALTHCARE AT HOME LTD,id:13194370 ,5527
Department of Health,Guys and St Thomas NHS Foundation Trust,24/07/2020,(80205) Drug Costs,(id:42273) Haematology,HEALTHCARE AT HOME LTD,id:13194386 ,6127
Department of Health,Guys and St Thomas NHS Foundation Trust,24/07/2020,(80205) Drug Costs,(id:42273) Haematology,HEALTHCARE AT HOME LTD,id:13197014 ,8127
Department of Health,Guys and St Thomas NHS Foundation Trust,24/07/2020,(80205) Drug Costs,(id:42273) Haematology,HEALTHCARE AT HOME LTD,id:13194350 ,8227
Department of Health,Guys and St Thomas NHS Foundation Trust,24/07/2020,(80205) Drug Costs,(id:42273) Haematology,HEALTHCARE AT HOME LTD,id:13197258 ,9727
Department of Health,Guys and St Thomas NHS Foundation Trust,24/07/2020,(80205) Drug Costs,(id:42273) Haematology,HEALTHCARE AT HOME LTD,id:13196816 ,29227
Department of Health,Guys and St Thomas NHS Foundation Trust,10/07/2020,(80205) Drug Costs,(id:42273) Haematology,HEALTHCARE AT HOME LTD,id:13153236 ,3875
Department of Health,Guys and St Thomas NHS Foundation Trust,10/07/2020,(80205) Drug Costs,(id:42273) Haematology,HEALTHCARE AT HOME LTD,id:13153101 ,5400.2
Department of Health,Guys and St Thomas NHS Foundation Trust,10/07/2020,(80205) Drug Costs,(id:42273) Haematology,SHIRE PHARMACEUTICALS LTD,id:13153545   ,6878.85
Department of Health,Guys and St Thomas NHS Foundation Trust,10/07/2020,(80205) Drug Costs,(id:42273) Haematology,HEALTHCARE AT HOME LTD,id:13153056 ,37625
Department of Health,Guys and St Thomas NHS Foundation Trust,17/07/2020,(81200) Medical Surgical Supplies & Equipment,(id:202405) Haematology,SCC PLC)SPECIALIST COMPUTER CENTRES,id:13162815,18
Department of Health,Guys and St Thomas NHS Foundation Trust,03/07/2020,(89200) Other - Patient travel,(id:42130) Haematology,F A ALBIN & SONS,id:13128291,1282
Department of Health,Guys and St Thomas NHS Foundation Trust,30/07/2020,(83400) Office Equipment,(id:42128) Haematology,NHS SUPPLY CHAIN (MAIDSTONE),id:13132074    ,4.96
Department of Health,Guys and St Thomas NHS Foundation Trust,03/07/2020,(83410) Office Equipment,(id:42128) Haematology,RICOH UK LTD,id:13114845,143.82
Department of Health,Guys and St Thomas NHS Foundation Trust,10/07/2020,(54052) Technical Officers,(id:42128) Haematology,TOTAL ASSIST RECRUITMENT LTD,id:13155636  ,648.89
Department of Health,Guys and St Thomas NHS Foundation Trust,10/07/2020,(54052) Technical Officers,(id:42128) Haematology,TOTAL ASSIST RECRUITMENT LTD,id:13155532  ,1212.4
Department of Health,Guys and St Thomas NHS Foundation Trust,24/07/2020,(81200) Medical Surgical Supplies & Equipment,(id:42128) Haematology,NHS SUPPLY CHAIN (MAIDSTONE),id:13109396   ,80.14
Department of Health,Guys and St Thomas NHS Foundation Trust,10/07/2020,(84500) Establishment,(id:42258) Oncology Services,1ST BIOTECH LIMITED,id:12939403,124.8
Department of Health,Guys and St Thomas NHS Foundation Trust,24/07/2020,(81200) Medical Surgical Supplies & Equipment,(id:42258) Oncology Services,NHS SUPPLY CHAIN (MAIDSTONE),id:13109396  ,19.17
Department of Health,Guys and St Thomas NHS Foundation Trust,27/07/2020,(83630) IT Costs,(id:42258) Oncology Services,GSTT PROCUREMENT CARD,id:13203274   ,157.5
Department of Health,Guys and St Thomas NHS Foundation Trust,03/07/2020,(81500) X Ray Equipment Purchase,(id:42258) Oncology Services,NHS SUPPLY CHAIN (MAIDSTONE),id:13036234,310.8
Department of Health,Guys and St Thomas NHS Foundation Trust,30/07/2020,(89000) Other - Training courses and conferences,(id:42258) Oncology Services,INTERNATIONAL LYMPHOMA RADIATION ONCOLOGY GROUP,id:13207094,969.46
Department of Health,Guys and St Thomas NHS Foundation Trust,24/07/2020,(81700) Lab Equipment Purchase,(id:42258) Oncology Services,NHS SUPPLY CHAIN (MAIDSTONE),id:13109396  ,4.93
Department of Health,Guys and St Thomas NHS Foundation Trust,10/07/2020,(89200) Other - Patient travel,(id:42258) Oncology Services,GSTT SUNDRY SUPPLIER,id:13145446,720
Department of Health,Guys and St Thomas NHS Foundation Trust,24/07/2020,(81000) Surgical Appliances,(id:42257) Oncology Services,TALAR MADE ORTHOTICS LTD,id:13178456    ,46.5
Department of Health,Guys and St Thomas NHS Foundation Trust,30/07/2020,(81000) Surgical Appliances,(id:42257) Oncology Services,MEDI UK LTD,id:13204803  ,165.02
Department of Health,Guys and St Thomas NHS Foundation Trust,03/07/2020,(83410) Office Equipment,(id:42261) Oncology Services,RICOH UK LTD,id:13114845    ,39.46
Department of Health,Guys and St Thomas NHS Foundation Trust,24/07/2020,(81255) Medical Surgical Supplies & Equipment,(id:42260) Oncology Services,NHS SUPPLY CHAIN (MAIDSTONE),id:13109396  ,2.5
Department of Health,Guys and St Thomas NHS Foundation Trust,03/07/2020,(83400) Office Equipment,(id:42260) Oncology Services,NHS SUPPLY CHAIN (MAIDSTONE),id:13050854   ,1203.47
Department of Health,Guys and St Thomas NHS Foundation Trust,24/07/2020,(81700) Lab Equipment Purchase,(id:42260) Oncology Services,NHS SUPPLY CHAIN (MAIDSTONE),id:13109396  ,537.08
Department of Health,Guys and St Thomas NHS Foundation Trust,30/07/2020,(81700) Lab Equipment Purchase,(id:42260) Oncology Services,NHS SUPPLY CHAIN (MAIDSTONE),id:13132074  ,195.42
Department of Health,Guys and St Thomas NHS Foundation Trust,03/07/2020,(82700) Uniforms & Clothing,(id:42260) Oncology Services,NHS SUPPLY CHAIN (MAIDSTONE),id:13050854,148.5
Department of Health,Guys and St Thomas NHS Foundation Trust,24/07/2020,(82000) Provisions & Kitchens,(id:42259) Oncology Services,NHS SUPPLY CHAIN (MAIDSTONE),id:13109396   ,89.84
Department of Health,Guys and St Thomas NHS Foundation Trust,03/07/2020,(82000) Provisions & Kitchens,(id:42259) Oncology Services,NHS SUPPLY CHAIN (MAIDSTONE),id:13060017   ,69.89
Department of Health,Guys and St Thomas NHS Foundation Trust,17/07/2020,(82800) Bedding & Linen,(id:42259) Oncology Services,NHS SUPPLY CHAIN (MAIDSTONE),id:13090454    ,59.38
Department of Health,Guys and St Thomas NHS Foundation Trust,10/07/2020,(84500) Establishment,(id:42259) Oncology Services,OFFICE DEPOT UK LTD,id:13132600,519.66
Department of Health,Guys and St Thomas NHS Foundation Trust,03/07/2020,(81225) Medical Surgical Supplies & Equipment,(id:42259) Oncology Services,NHS SUPPLY CHAIN (MAIDSTONE),id:13050854  ,15.12
Department of Health,Guys and St Thomas NHS Foundation Trust,03/07/2020,(81700) Lab Equipment Purchase,(id:42259) Oncology Services,NHS SUPPLY CHAIN (MAIDSTONE),id:13036234  ,12.96
Department of Health,Guys and St Thomas NHS Foundation Trust,03/07/2020,(81700) Lab Equipment Purchase,(id:42259) Oncology Services,NHS SUPPLY CHAIN (MAIDSTONE),id:13050854  ,12.58
Department of Health,Guys and St Thomas NHS Foundation Trust,03/07/2020,(81255) Medical Surgical Supplies & Equipment,(id:42259) Oncology Services,NHS SUPPLY CHAIN (MAIDSTONE),id:13060017  ,2.16
Department of Health,Guys and St Thomas NHS Foundation Trust,17/07/2020,(81255) Medical Surgical Supplies & Equipment,(id:42259) Oncology Services,NHS SUPPLY CHAIN (MAIDSTONE),id:13090454  ,1.73
Department of Health,Guys and St Thomas NHS Foundation Trust,17/07/2020,(81200) Medical Surgical Supplies & Equipment,(id:42280) Surgical Oncology,IDEAL MEDICAL SOLUTIONS LTD,id:13163680   ,623.4
Department of Health,Guys and St Thomas NHS Foundation Trust,10/07/2020,(81200) Medical Surgical Supplies & Equipment,(id:42280) Surgical Oncology,JOHNSON & JOHNSON MEDICAL LTD,id:13120752 ,932.23
Department of Health,Guys and St Thomas NHS Foundation Trust,24/07/2020,(83400) Office Equipment,(id:243406) Surgical Oncology,NHS SUPPLY CHAIN (MAIDSTONE),id:13109396  ,52.11
Department of Health,Guys and St Thomas NHS Foundation Trust,03/07/2020,(82800) Bedding & Linen,(id:243406) Surgical Oncology,NHS SUPPLY CHAIN (MAIDSTONE),id:13060017   ,80.35
Department of Health,Guys and St Thomas NHS Foundation Trust,03/07/2020,(81225) Medical Surgical Supplies & Equipment,(id:243406) Surgical Oncology,NHS SUPPLY CHAIN (MAIDSTONE),id:13036234 ,15.12
Department of Health,Guys and St Thomas NHS Foundation Trust,03/07/2020,(82000) Provisions & Kitchens,(id:42474) Surgical Oncology,NHS SUPPLY CHAIN (MAIDSTONE),id:13050854   ,7.81
Department of Health,Guys and St Thomas NHS Foundation Trust,03/07/2020,(81200) Medical Surgical Supplies & Equipment,(id:42474) Surgical Oncology,MEDTRONIC LTD,id:13058710  ,672
Department of Health,Guys and St Thomas NHS Foundation Trust,10/07/2020,(83610) IT Costs,(id:42474) Surgical Oncology,OFFICE DEPOT UK LTD,id:13135697,427.26
Department of Health,Guys and St Thomas NHS Foundation Trust,10/07/2020,(84656) Establishment,(id:42474) Surgical Oncology,DICT8 LIMITED,id:13016811 ,1700.76
Department of Health,Guys and St Thomas NHS Foundation Trust,10/07/2020,(84656) Establishment,(id:42474) Surgical Oncology,DICT8 LIMITED,id:13129339 ,2362.68
Department of Health,Guys and St Thomas NHS Foundation Trust,24/07/2020,(81100) Dressings,(id:42473) Surgical Oncology,NHS SUPPLY CHAIN (MAIDSTONE),id:13109396,2.05
Department of Health,Guys and St Thomas NHS Foundation Trust,24/07/2020,(81100) Dressings,(id:42473) Surgical Oncology,STRYKER UK LTD,id:13165955    ,655.15
Department of Health,Guys and St Thomas NHS Foundation Trust,10/07/2020,(81200) Medical Surgical Supplies & Equipment,(id:42473) Surgical Oncology,MEDTRONIC LTD,id:13059633  ,541.2
Department of Health,Guys and St Thomas NHS Foundation Trust,30/07/2020,(81200) Medical Surgical Supplies & Equipment,(id:42473) Surgical Oncology,DELTA SURGICAL LTD,id:13190534  ,738
Department of Health,Guys and St Thomas NHS Foundation Trust,28/07/2020,(54062) Technical Officers,(id:42475) Surgical Oncology,PRICEWATERHOUSECOOPERS LLP,id:13207034   ,1191.82
Department of Health,Guys and St Thomas NHS Foundation Trust,10/07/2020,(81215) Medical Surgical Supplies & Equipment,(id:42475) Surgical Oncology,ADVANCED BIONICS SARL (AND UK LTD),id:13142374 ,267300
Department of Health,Guys and St Thomas NHS Foundation Trust,17/07/2020,(81215) Medical Surgical Supplies & Equipment,(id:42475) Surgical Oncology,GUYMARK UK LIMITED,id:13173876  ,651.13
Department of Health,Guys and St Thomas NHS Foundation Trust,03/07/2020,(81215) Medical Surgical Supplies & Equipment,(id:42475) Surgical Oncology,NHS SUPPLY CHAIN (MAIDSTONE),id:13036234  ,454.57
Department of Health,Guys and St Thomas NHS Foundation Trust,27/07/2020,(81215) Medical Surgical Supplies & Equipment,(id:42475) Surgical Oncology,GSTT PROCUREMENT CARD,id:13203274    ,910.19
Department of Health,Guys and St Thomas NHS Foundation Trust,10/07/2020,(81225) Medical Surgical Supplies & Equipment,(id:42475) Surgical Oncology,COCHLEAR EUROPE LTD,id:13155177 ,7168.8
Department of Health,Guys and St Thomas NHS Foundation Trust,03/07/2020,(81225) Medical Surgical Supplies & Equipment,(id:42475) Surgical Oncology,NHS SUPPLY CHAIN (MAIDSTONE),id:13050854  ,152.16
Department of Health,Guys and St Thomas NHS Foundation Trust,17/07/2020,(81225) Medical Surgical Supplies & Equipment,(id:42475) Surgical Oncology,NHS SUPPLY CHAIN (MAIDSTONE),id:13075043  ,506.7
Department of Health,Guys and St Thomas NHS Foundation Trust,24/07/2020,(81100) Dressings,(id:42286) Surgical Oncology,MEDTRONIC LTD,id:13178715,936
Department of Health,Guys and St Thomas NHS Foundation Trust,30/07/2020,(81400) Medical Surgical Supplies & Equipment,(id:42286) Surgical Oncology,NHS SUPPLY CHAIN ( CAPITAL FUND ONLY),id:13189294   ,9992.46
Department of Health,Guys and St Thomas NHS Foundation Trust,10/07/2020,(81200) Medical Surgical Supplies & Equipment,(id:42286) Surgical Oncology,Q MEDICAL TECHNOLOGIES LTD,id:13146074    ,9450
Department of Health,Guys and St Thomas NHS Foundation Trust,03/07/2020,(81100) Dressings,(id:42284) Surgical Oncology,NHS SUPPLY CHAIN (MAIDSTONE),id:13060017,294.72
Department of Health,Guys and St Thomas NHS Foundation Trust,24/07/2020,(81200) Medical Surgical Supplies & Equipment,(id:42284) Surgical Oncology,NHS SUPPLY CHAIN (MAIDSTONE),id:13109396  ,241.61
Department of Health,Guys and St Thomas NHS Foundation Trust,10/07/2020,(81200) Medical Surgical Supplies & Equipment,(id:42471) Surgical Oncology,SEVERN HEALTHCARE TECHNOLOGIES LTD,id:13141220 ,605.28
Department of Health,Guys and St Thomas NHS Foundation Trust,17/07/2020,(82000) Provisions & Kitchens,(id:42470) Surgical Oncology,NHS SUPPLY CHAIN (MAIDSTONE),id:13075043   ,22.82
Department of Health,Guys and St Thomas NHS Foundation Trust,03/07/2020,(82800) Bedding & Linen,(id:42470) Surgical Oncology,NHS SUPPLY CHAIN (MAIDSTONE),id:13050854    ,24.47
Department of Health,Guys and St Thomas NHS Foundation Trust,03/07/2020,(81200) Medical Surgical Supplies & Equipment,(id:42470) Surgical Oncology,NHS SUPPLY CHAIN (MAIDSTONE),id:13050854  ,4104.22
Department of Health,Guys and St Thomas NHS Foundation Trust,17/07/2020,(83400) Office Equipment,(id:42470) Surgical Oncology,NHS SUPPLY CHAIN (MAIDSTONE),id:13075043   ,31.51
Department of Health,Guys and St Thomas NHS Foundation Trust,03/07/2020,(81700) Lab Equipment Purchase,(id:42470) Surgical Oncology,NHS SUPPLY CHAIN (MAIDSTONE),id:13060017  ,15.06
Department of Health,Guys and St Thomas NHS Foundation Trust,30/07/2020,(82700) Uniforms & Clothing,(id:2182419) Medicine,NHS SUPPLY CHAIN (MAIDSTONE),id:13132074  ,206.48
Department of Health,Guys and St Thomas NHS Foundation Trust,03/07/2020,(81200) Medical Surgical Supplies & Equipment,(id:2182419) Medicine,NHS SUPPLY CHAIN (MAIDSTONE),id:13050854    ,1249.31
Department of Health,Guys and St Thomas NHS Foundation Trust,17/07/2020,(81200) Medical Surgical Supplies & Equipment,(id:2182419) Medicine,NHS SUPPLY CHAIN (MAIDSTONE),id:13075043    ,2178.22
Department of Health,Guys and St Thomas NHS Foundation Trust,10/07/2020,(50552) Qualified Nursing Staff,(id:2182419) Medicine,GLOBE LOCUMS LTD,id:13155508,646.24
Department of Health,Guys and St Thomas NHS Foundation Trust,10/07/2020,(50552) Qualified Nursing Staff,(id:2182419) Medicine,MSI GROUP LTD,id:13155485   ,341.88
Department of Health,Guys and St Thomas NHS Foundation Trust,17/07/2020,(50552) Qualified Nursing Staff,(id:2182419) Medicine,MSI GROUP LTD,id:13169839   ,324.45
Department of Health,Guys and St Thomas NHS Foundation Trust,10/07/2020,(50522) Unqualified Nursing Staff,(id:2182419) Medicine,MSI GROUP LTD,id:13155545 ,252.46
Department of Health,Guys and St Thomas NHS Foundation Trust,30/07/2020,(83400) Office Equipment,(id:2182419) Medicine,NHS SUPPLY CHAIN (MAIDSTONE),id:13132074,396.13
Department of Health,Guys and St Thomas NHS Foundation Trust,17/07/2020,(83400) Office Equipment,(id:2182419) Medicine,NHS SUPPLY CHAIN (MAIDSTONE),id:13090454,343.8
Department of Health,Guys and St Thomas NHS Foundation Trust,03/07/2020,(82700) Uniforms & Clothing,(id:41860) Medicine,NHS SUPPLY CHAIN (MAIDSTONE),id:13050854    ,10.56
Department of Health,Guys and St Thomas NHS Foundation Trust,03/07/2020,(82000) Provisions & Kitchens,(id:41860) Medicine,NHS SUPPLY CHAIN (MAIDSTONE),id:13050854  ,23.2
Department of Health,Guys and St Thomas NHS Foundation Trust,17/07/2020,(83400) Office Equipment,(id:41860) Medicine,NHS SUPPLY CHAIN (MAIDSTONE),id:13075043  ,122.58
Department of Health,Guys and St Thomas NHS Foundation Trust,10/07/2020,(50552) Qualified Nursing Staff,(id:41860) Medicine,MSI GROUP LTD,id:13155401,339.44
Department of Health,Guys and St Thomas NHS Foundation Trust,17/07/2020,(50552) Qualified Nursing Staff,(id:41860) Medicine,CONTINENTAL NURSE LTD,id:13176758  ,2021.02
Department of Health,Guys and St Thomas NHS Foundation Trust,03/07/2020,(83410) Office Equipment,(id:41860) Medicine,RICOH UK LTD,id:13114845   ,108.71
Department of Health,Guys and St Thomas NHS Foundation Trust,17/07/2020,(50522) Unqualified Nursing Staff,(id:41860) Medicine,MSI GROUP LTD,id:13176796   ,261.27
Department of Health,Guys and St Thomas NHS Foundation Trust,03/07/2020,(81200) Medical Surgical Supplies & Equipment,(id:41860) Medicine,NHS SUPPLY CHAIN (MAIDSTONE),id:13060017 ,348.39
Department of Health,Guys and St Thomas NHS Foundation Trust,03/07/2020,(81225) Medical Surgical Supplies & Equipment,(id:41860) Medicine,NHS SUPPLY CHAIN (MAIDSTONE),id:13050854 ,3.3
Department of Health,Guys and St Thomas NHS Foundation Trust,03/07/2020,(82000) Provisions & Kitchens,(id:41859) Medicine,NHS SUPPLY CHAIN (MAIDSTONE),id:13036234  ,188.32
Department of Health,Guys and St Thomas NHS Foundation Trust,24/07/2020,(83400) Office Equipment,(id:41859) Medicine,NHS SUPPLY CHAIN (MAIDSTONE),id:13109396  ,229.9
Department of Health,Guys and St Thomas NHS Foundation Trust,30/07/2020,(50552) Qualified Nursing Staff,(id:41859) Medicine,MSI GROUP LTD,id:13212465,449.24
Department of Health,Guys and St Thomas NHS Foundation Trust,03/07/2020,(81255) Medical Surgical Supplies & Equipment,(id:41859) Medicine,NHS SUPPLY CHAIN (MAIDSTONE),id:13050854 ,0.93
Department of Health,Guys and St Thomas NHS Foundation Trust,30/07/2020,(81225) Medical Surgical Supplies & Equipment,(id:41859) Medicine,NHS SUPPLY CHAIN (MAIDSTONE),id:13132074 ,4.85
Department of Health,Guys and St Thomas NHS Foundation Trust,17/07/2020,(81700) Lab Equipment Purchase,(id:41859) Medicine,NHS SUPPLY CHAIN (MAIDSTONE),id:13075043 ,36.31
Department of Health,Guys and St Thomas NHS Foundation Trust,03/07/2020,(81700) Lab Equipment Purchase,(id:41859) Medicine,NHS SUPPLY CHAIN (MAIDSTONE),id:13050854 ,3.1
Department of Health,Guys and St Thomas NHS Foundation Trust,03/07/2020,(83400) Office Equipment,(id:41858) Medicine,NHS SUPPLY CHAIN (MAIDSTONE),id:13060017  ,95.32
Department of Health,Guys and St Thomas NHS Foundation Trust,03/07/2020,(83400) Office Equipment,(id:41858) Medicine,NHS SUPPLY CHAIN (MAIDSTONE),id:13050854  ,90.36
Department of Health,Guys and St Thomas NHS Foundation Trust,03/07/2020,(82800) Bedding & Linen,(id:41858) Medicine,NHS SUPPLY CHAIN (MAIDSTONE),id:13036234   ,168.36
Department of Health,Guys and St Thomas NHS Foundation Trust,30/07/2020,(82800) Bedding & Linen,(id:41858) Medicine,NHS SUPPLY CHAIN (MAIDSTONE),id:13132074   ,54.14
Department of Health,Guys and St Thomas NHS Foundation Trust,24/07/2020,(81255) Medical Surgical Supplies & Equipment,(id:41858) Medicine,NHS SUPPLY CHAIN (MAIDSTONE),id:13109396 ,2.81
Department of Health,Guys and St Thomas NHS Foundation Trust,17/07/2020,(81200) Medical Surgical Supplies & Equipment,(id:41858) Medicine,NHS SUPPLY CHAIN (MAIDSTONE),id:13075043 ,690.89
Department of Health,Guys and St Thomas NHS Foundation Trust,24/07/2020,(81200) Medical Surgical Supplies & Equipment,(id:41858) Medicine,NHS SUPPLY CHAIN (MAIDSTONE),id:13109396 ,388.21
Department of Health,Guys and St Thomas NHS Foundation Trust,03/07/2020,(81225) Medical Surgical Supplies & Equipment,(id:41858) Medicine,NHS SUPPLY CHAIN (MAIDSTONE),id:13060017 ,14.93
Department of Health,Guys and St Thomas NHS Foundation Trust,17/07/2020,(81700) Lab Equipment Purchase,(id:41858) Medicine,NHS SUPPLY CHAIN (MAIDSTONE),id:13075043 ,61.18
Department of Health,Guys and St Thomas NHS Foundation Trust,30/07/2020,(81700) Lab Equipment Purchase,(id:41858) Medicine,NHS SUPPLY CHAIN (MAIDSTONE),id:13132074 ,12.76
Department of Health,Guys and St Thomas NHS Foundation Trust,17/07/2020,(81200) Medical Surgical Supplies & Equipment,(id:860419) Medicine,NHS SUPPLY CHAIN (MAIDSTONE),id:13090454,96.16
Department of Health,Guys and St Thomas NHS Foundation Trust,24/07/2020,(81225) Medical Surgical Supplies & Equipment,(id:860419) Medicine,NHS SUPPLY CHAIN (MAIDSTONE),id:13109396,36.7
Department of Health,Guys and St Thomas NHS Foundation Trust,17/07/2020,(81000) Surgical Appliances,(id:41872) Medicine,TALAR MADE ORTHOTICS LTD,id:13178398   ,114
Department of Health,Guys and St Thomas NHS Foundation Trust,24/07/2020,(81000) Surgical Appliances,(id:41872) Medicine,TALAR MADE ORTHOTICS LTD,id:13187154   ,46.5
Department of Health,Guys and St Thomas NHS Foundation Trust,10/07/2020,(50552) Qualified Nursing Staff,(id:41872) Medicine,CONTINENTAL NURSE LTD,id:13155605  ,2443.21
Department of Health,Guys and St Thomas NHS Foundation Trust,03/07/2020,(50552) Qualified Nursing Staff,(id:41872) Medicine,CONTINENTAL NURSE LTD,id:13140656  ,2148.37
Department of Health,Guys and St Thomas NHS Foundation Trust,24/07/2020,(83350) Premises Services,(id:41870) Medicine,CORPS SECURITY,id:13187574,10310.4
Department of Health,Guys and St Thomas NHS Foundation Trust,10/07/2020,(83400) Office Equipment,(id:41869) Medicine,SQUADRON MEDICAL LTD,id:13128798,175.34
Department of Health,Guys and St Thomas NHS Foundation Trust,30/07/2020,(83400) Office Equipment,(id:41869) Medicine,SQUADRON MEDICAL LTD,id:13180441,148.37
Department of Health,Guys and St Thomas NHS Foundation Trust,03/07/2020,(83400) Office Equipment,(id:41869) Medicine,NHS SUPPLY CHAIN (MAIDSTONE),id:13036234  ,86.32
Department of Health,Guys and St Thomas NHS Foundation Trust,24/07/2020,(83400) Office Equipment,(id:41869) Medicine,SQUADRON MEDICAL LTD,id:13170093,21.31
Department of Health,Guys and St Thomas NHS Foundation Trust,10/07/2020,(83500) Furniture & Fittings,(id:41869) Medicine,TECHNIBLINDS LTD,id:13141599,834
Department of Health,Guys and St Thomas NHS Foundation Trust,24/07/2020,(82800) Bedding & Linen,(id:41869) Medicine,NHS SUPPLY CHAIN (MAIDSTONE),id:13109396   ,39.19
Department of Health,Guys and St Thomas NHS Foundation Trust,17/07/2020,(82800) Bedding & Linen,(id:41869) Medicine,NHS SUPPLY CHAIN (MAIDSTONE),id:13075043   ,183.86
Department of Health,Guys and St Thomas NHS Foundation Trust,03/07/2020,(81200) Medical Surgical Supplies & Equipment,(id:41869) Medicine,SQUADRON MEDICAL LTD,id:13104502    ,913.77
Department of Health,Guys and St Thomas NHS Foundation Trust,03/07/2020,(81200) Medical Surgical Supplies & Equipment,(id:41869) Medicine,NHS SUPPLY CHAIN (MAIDSTONE),id:13060017 ,642.22
Department of Health,Guys and St Thomas NHS Foundation Trust,03/07/2020,(81200) Medical Surgical Supplies & Equipment,(id:41869) Medicine,NHS SUPPLY CHAIN (MAIDSTONE),id:13036234 ,1082.8
Department of Health,Guys and St Thomas NHS Foundation Trust,24/07/2020,(81200) Medical Surgical Supplies & Equipment,(id:41869) Medicine,SQUADRON MEDICAL LTD,id:13156485    ,2327.02
Department of Health,Guys and St Thomas NHS Foundation Trust,30/07/2020,(81200) Medical Surgical Supplies & Equipment,(id:41869) Medicine,SQUADRON MEDICAL LTD,id:12996698    ,578.59
