Department family,Entity,Date of payment,Expense type,Expense area,Supplier,Transaction number,amount
Department of Health,Guys and St Thomas NHS Foundation Trust,07/08/2020,(80205) Drug Costs,(id:42273) Haematology,HEALTHCARE AT HOME LTD,id:13235835 ,5247
Department of Health,Guys and St Thomas NHS Foundation Trust,07/08/2020,(80205) Drug Costs,(id:42273) Haematology,HEALTHCARE AT HOME LTD,id:13229776 ,6125
Department of Health,Guys and St Thomas NHS Foundation Trust,07/08/2020,(80205) Drug Costs,(id:42273) Haematology,HEALTHCARE AT HOME LTD,id:13229654 ,6125
Department of Health,Guys and St Thomas NHS Foundation Trust,07/08/2020,(80205) Drug Costs,(id:42273) Haematology,HEALTHCARE AT HOME LTD,id:13236311 ,6527
Department of Health,Guys and St Thomas NHS Foundation Trust,07/08/2020,(80205) Drug Costs,(id:42273) Haematology,HEALTHCARE AT HOME LTD,id:13235847 ,7327
Department of Health,Guys and St Thomas NHS Foundation Trust,07/08/2020,(80205) Drug Costs,(id:42273) Haematology,HEALTHCARE AT HOME LTD,id:13236299 ,16607
Department of Health,Guys and St Thomas NHS Foundation Trust,07/08/2020,(80205) Drug Costs,(id:42273) Haematology,HEALTHCARE AT HOME LTD,id:13235734 ,22627
Department of Health,Guys and St Thomas NHS Foundation Trust,07/08/2020,(80205) Drug Costs,(id:42273) Haematology,HEALTHCARE AT HOME LTD,id:13235684 ,24277
Department of Health,Guys and St Thomas NHS Foundation Trust,21/08/2020,(80205) Drug Costs,(id:42273) Haematology,HEALTHCARE AT HOME LTD,id:13272095 ,3007
Department of Health,Guys and St Thomas NHS Foundation Trust,21/08/2020,(80205) Drug Costs,(id:42273) Haematology,HEALTHCARE AT HOME LTD,id:13271614 ,3837
Department of Health,Guys and St Thomas NHS Foundation Trust,21/08/2020,(80205) Drug Costs,(id:42273) Haematology,HEALTHCARE AT HOME LTD,id:13271578 ,4927
Department of Health,Guys and St Thomas NHS Foundation Trust,21/08/2020,(80205) Drug Costs,(id:42273) Haematology,HEALTHCARE AT HOME LTD,id:13271957 ,6752
Department of Health,Guys and St Thomas NHS Foundation Trust,21/08/2020,(80205) Drug Costs,(id:42273) Haematology,HEALTHCARE AT HOME LTD,id:13271955 ,8047
Department of Health,Guys and St Thomas NHS Foundation Trust,21/08/2020,(80205) Drug Costs,(id:42273) Haematology,HEALTHCARE AT HOME LTD,id:13271994 ,9097
Department of Health,Guys and St Thomas NHS Foundation Trust,26/08/2020,(80205) Drug Costs,(id:42273) Haematology,HEALTHCARE AT HOME LTD,id:13272054 ,61727
Department of Health,Guys and St Thomas NHS Foundation Trust,07/08/2020,(54052) Technical Officers,(id:42128) Haematology,TOTAL ASSIST RECRUITMENT LTD,id:13236055  ,1144.09
Department of Health,Guys and St Thomas NHS Foundation Trust,14/08/2020,(83610) IT Costs,(id:4631423) Haematology,SCC PLC)SPECIALIST COMPUTER CENTRES,id:13121968   ,525
Department of Health,Guys and St Thomas NHS Foundation Trust,18/08/2020,(52062) Radiographers,(id:42258) Oncology Services,PRICEWATERHOUSECOOPERS LLP,id:13268716   ,3818.55
Department of Health,Guys and St Thomas NHS Foundation Trust,18/08/2020,(52062) Radiographers,(id:42258) Oncology Services,PRICEWATERHOUSECOOPERS LLP,id:13268194   ,2530.72
Department of Health,Guys and St Thomas NHS Foundation Trust,07/08/2020,(81000) Surgical Appliances,(id:42257) Oncology Services,TALAR MADE ORTHOTICS LTD,id:13234714    ,446.82
Department of Health,Guys and St Thomas NHS Foundation Trust,27/08/2020,(81000) Surgical Appliances,(id:42261) Oncology Services,TALAR MADE ORTHOTICS LTD,id:13288918    ,42.48
Department of Health,Guys and St Thomas NHS Foundation Trust,07/08/2020,(81200) Medical Surgical Supplies & Equipment,(id:42260) Oncology Services,KIMAL PLC,id:13231260 ,4410.62
Department of Health,Guys and St Thomas NHS Foundation Trust,21/08/2020,(81200) Medical Surgical Supplies & Equipment,(id:42260) Oncology Services,KIMAL PLC,id:13274414 ,-4410.62
Department of Health,Guys and St Thomas NHS Foundation Trust,14/08/2020,(81400) Medical Surgical Supplies & Equipment,(id:42260) Oncology Services,NHS SUPPLY CHAIN ( CAPITAL FUND ONLY),id:13255175   ,1456.35
Department of Health,Guys and St Thomas NHS Foundation Trust,21/08/2020,(81700) Lab Equipment Purchase,(id:42260) Oncology Services,NHS SUPPLY CHAIN (MAIDSTONE),id:13162263  ,286.06
Department of Health,Guys and St Thomas NHS Foundation Trust,21/08/2020,(82000) Provisions & Kitchens,(id:42259) Oncology Services,NHS SUPPLY CHAIN (MAIDSTONE),id:13150574   ,425.09
Department of Health,Guys and St Thomas NHS Foundation Trust,21/08/2020,(82800) Bedding & Linen,(id:42259) Oncology Services,NHS SUPPLY CHAIN (MAIDSTONE),id:13162263    ,158.7
Department of Health,Guys and St Thomas NHS Foundation Trust,21/08/2020,(81700) Lab Equipment Purchase,(id:42259) Oncology Services,NHS SUPPLY CHAIN (MAIDSTONE),id:13150574  ,22.08
Department of Health,Guys and St Thomas NHS Foundation Trust,21/08/2020,(81255) Medical Surgical Supplies & Equipment,(id:42259) Oncology Services,NHS SUPPLY CHAIN (MAIDSTONE),id:13162263  ,5.02
Department of Health,Guys and St Thomas NHS Foundation Trust,21/08/2020,(81200) Medical Surgical Supplies & Equipment,(id:42280) Surgical Oncology,NHS SUPPLY CHAIN (MAIDSTONE),id:13150574  ,88.8
Department of Health,Guys and St Thomas NHS Foundation Trust,27/08/2020,(81200) Medical Surgical Supplies & Equipment,(id:42280) Surgical Oncology,SQUADRON MEDICAL LTD,id:13250914,319.21
Department of Health,Guys and St Thomas NHS Foundation Trust,07/08/2020,(81200) Medical Surgical Supplies & Equipment,(id:42280) Surgical Oncology,SQUADRON MEDICAL LTD,id:13209277,319.21
Department of Health,Guys and St Thomas NHS Foundation Trust,07/08/2020,(81200) Medical Surgical Supplies & Equipment,(id:42280) Surgical Oncology,JOHNSON & JOHNSON MEDICAL LTD,id:13209197 ,354.49
Department of Health,Guys and St Thomas NHS Foundation Trust,21/08/2020,(81200) Medical Surgical Supplies & Equipment,(id:243406) Surgical Oncology,NHS SUPPLY CHAIN (MAIDSTONE),id:13162263 ,892.33
Department of Health,Guys and St Thomas NHS Foundation Trust,21/08/2020,(81255) Medical Surgical Supplies & Equipment,(id:243406) Surgical Oncology,NHS SUPPLY CHAIN (MAIDSTONE),id:13150574 ,2.5
Department of Health,Guys and St Thomas NHS Foundation Trust,07/08/2020,(81000) Surgical Appliances,(id:42477) Surgical Oncology,TALAR MADE ORTHOTICS LTD,id:13220963    ,26.74
Department of Health,Guys and St Thomas NHS Foundation Trust,21/08/2020,(81200) Medical Surgical Supplies & Equipment,(id:42474) Surgical Oncology,NHS SUPPLY CHAIN (MAIDSTONE),id:13162263  ,45.79
Department of Health,Guys and St Thomas NHS Foundation Trust,21/08/2020,(81200) Medical Surgical Supplies & Equipment,(id:42474) Surgical Oncology,NHS SUPPLY CHAIN (MAIDSTONE),id:13150574  ,353.85
Department of Health,Guys and St Thomas NHS Foundation Trust,21/08/2020,(81200) Medical Surgical Supplies & Equipment,(id:42473) Surgical Oncology,MEDTRONIC LTD,id:13253174  ,510
Department of Health,Guys and St Thomas NHS Foundation Trust,07/08/2020,(81215) Medical Surgical Supplies & Equipment,(id:42475) Surgical Oncology,ADVANCED BIONICS SARL (AND UK LTD),id:13218134 ,6840
Department of Health,Guys and St Thomas NHS Foundation Trust,14/08/2020,(81215) Medical Surgical Supplies & Equipment,(id:42475) Surgical Oncology,CONNEVANS LTD,id:13258115  ,1604.34
Department of Health,Guys and St Thomas NHS Foundation Trust,21/08/2020,(81215) Medical Surgical Supplies & Equipment,(id:42475) Surgical Oncology,NHS SUPPLY CHAIN (MAIDSTONE),id:13150574  ,6918.42
Department of Health,Guys and St Thomas NHS Foundation Trust,21/08/2020,(81225) Medical Surgical Supplies & Equipment,(id:42475) Surgical Oncology,NHS SUPPLY CHAIN (MAIDSTONE),id:13150574  ,1707.6
Department of Health,Guys and St Thomas NHS Foundation Trust,27/08/2020,(81225) Medical Surgical Supplies & Equipment,(id:42475) Surgical Oncology,COCHLEAR EUROPE LTD,id:13291274 ,19203.6
Department of Health,Guys and St Thomas NHS Foundation Trust,14/08/2020,(81225) Medical Surgical Supplies & Equipment,(id:42475) Surgical Oncology,COCHLEAR EUROPE LTD,id:13238722 ,10788
Department of Health,Guys and St Thomas NHS Foundation Trust,14/08/2020,(81225) Medical Surgical Supplies & Equipment,(id:42475) Surgical Oncology,COCHLEAR EUROPE LTD,id:13238629 ,11100
Department of Health,Guys and St Thomas NHS Foundation Trust,14/08/2020,(81225) Medical Surgical Supplies & Equipment,(id:42475) Surgical Oncology,COCHLEAR EUROPE LTD,id:13245841 ,-7168.8
Department of Health,Guys and St Thomas NHS Foundation Trust,14/08/2020,(81225) Medical Surgical Supplies & Equipment,(id:42475) Surgical Oncology,COCHLEAR EUROPE LTD,id:13238626 ,1251.6
Department of Health,Guys and St Thomas NHS Foundation Trust,07/08/2020,(81225) Medical Surgical Supplies & Equipment,(id:42475) Surgical Oncology,COCHLEAR EUROPE LTD,id:13218274 ,11100
Department of Health,Guys and St Thomas NHS Foundation Trust,21/08/2020,(81400) Medical Surgical Supplies & Equipment,(id:42286) Surgical Oncology,LYNTON SERVICES,id:13170754,2680
Department of Health,Guys and St Thomas NHS Foundation Trust,27/08/2020,(83400) Office Equipment,(id:42286) Surgical Oncology,THERMO FISHER SCIENTIFIC,id:12820703  ,684
Department of Health,Guys and St Thomas NHS Foundation Trust,21/08/2020,(81200) Medical Surgical Supplies & Equipment,(id:42286) Surgical Oncology,NHS SUPPLY CHAIN (MAIDSTONE),id:13150574  ,5799.24
Department of Health,Guys and St Thomas NHS Foundation Trust,27/08/2020,(81200) Medical Surgical Supplies & Equipment,(id:42470) Surgical Oncology,KAPITEX HEALTHCARE LTD,id:13254999   ,911.4
Department of Health,Guys and St Thomas NHS Foundation Trust,21/08/2020,(81225) Medical Surgical Supplies & Equipment,(id:42470) Surgical Oncology,NHS SUPPLY CHAIN (MAIDSTONE),id:13162263  ,19.39
Department of Health,Guys and St Thomas NHS Foundation Trust,21/08/2020,(82700) Uniforms & Clothing,(id:2182419) Medicine,NHS SUPPLY CHAIN (MAIDSTONE),id:13162263  ,136.36
Department of Health,Guys and St Thomas NHS Foundation Trust,21/08/2020,(81255) Medical Surgical Supplies & Equipment,(id:2182419) Medicine,NHS SUPPLY CHAIN (MAIDSTONE),id:13162263    ,11.58
Department of Health,Guys and St Thomas NHS Foundation Trust,21/08/2020,(81200) Medical Surgical Supplies & Equipment,(id:2182419) Medicine,NHS SUPPLY CHAIN (MAIDSTONE),id:13150574    ,2018.08
Department of Health,Guys and St Thomas NHS Foundation Trust,14/08/2020,(50552) Qualified Nursing Staff,(id:2182419) Medicine,CARE PROVIDERS HEALTHCARE,id:13260631 ,652.52
Department of Health,Guys and St Thomas NHS Foundation Trust,21/08/2020,(50552) Qualified Nursing Staff,(id:2182419) Medicine,MSI GROUP LTD,id:13282175   ,352.36
Department of Health,Guys and St Thomas NHS Foundation Trust,21/08/2020,(81100) Dressings,(id:41860) Medicine,NHS SUPPLY CHAIN (MAIDSTONE),id:13150574    ,250.89
Department of Health,Guys and St Thomas NHS Foundation Trust,21/08/2020,(50552) Qualified Nursing Staff,(id:41860) Medicine,GLOBE LOCUMS LTD,id:13279916  ,277.24
Department of Health,Guys and St Thomas NHS Foundation Trust,21/08/2020,(50552) Qualified Nursing Staff,(id:41860) Medicine,PULSE HEALTHCARE LIMITED,id:13279678    ,654.47
Department of Health,Guys and St Thomas NHS Foundation Trust,21/08/2020,(81255) Medical Surgical Supplies & Equipment,(id:41860) Medicine,NHS SUPPLY CHAIN (MAIDSTONE),id:13162263 ,3.11
Department of Health,Guys and St Thomas NHS Foundation Trust,21/08/2020,(50522) Unqualified Nursing Staff,(id:41860) Medicine,MSI GROUP LTD,id:13279828   ,416.54
Department of Health,Guys and St Thomas NHS Foundation Trust,21/08/2020,(50522) Unqualified Nursing Staff,(id:41860) Medicine,MSI GROUP LTD,id:13279887   ,208.27
Department of Health,Guys and St Thomas NHS Foundation Trust,21/08/2020,(81225) Medical Surgical Supplies & Equipment,(id:41860) Medicine,NHS SUPPLY CHAIN (MAIDSTONE),id:13150574 ,6.12
Department of Health,Guys and St Thomas NHS Foundation Trust,21/08/2020,(82000) Provisions & Kitchens,(id:41859) Medicine,NHS SUPPLY CHAIN (MAIDSTONE),id:13150574  ,53.65
Department of Health,Guys and St Thomas NHS Foundation Trust,21/08/2020,(81100) Dressings,(id:41859) Medicine,NHS SUPPLY CHAIN (MAIDSTONE),id:13150574    ,159.51
Department of Health,Guys and St Thomas NHS Foundation Trust,27/08/2020,(50552) Qualified Nursing Staff,(id:41859) Medicine,CARE PROVIDERS HEALTHCARE,id:13294427   ,755.44
Department of Health,Guys and St Thomas NHS Foundation Trust,21/08/2020,(50522) Unqualified Nursing Staff,(id:41859) Medicine,MSI GROUP LTD,id:13279677   ,299.7
Department of Health,Guys and St Thomas NHS Foundation Trust,27/08/2020,(50552) Qualified Nursing Staff,(id:41858) Medicine,MSI GROUP LTD,id:13292753,335.18
Department of Health,Guys and St Thomas NHS Foundation Trust,21/08/2020,(81225) Medical Surgical Supplies & Equipment,(id:41858) Medicine,NHS SUPPLY CHAIN (MAIDSTONE),id:13150574 ,30.8
Department of Health,Guys and St Thomas NHS Foundation Trust,21/08/2020,(82000) Provisions & Kitchens,(id:860419) Medicine,NHS SUPPLY CHAIN (MAIDSTONE),id:13162263 ,10.14
Department of Health,Guys and St Thomas NHS Foundation Trust,27/08/2020,(81000) Surgical Appliances,(id:41872) Medicine,TALAR MADE ORTHOTICS LTD,id:13288855   ,46.5
Department of Health,Guys and St Thomas NHS Foundation Trust,07/08/2020,(50552) Qualified Nursing Staff,(id:41872) Medicine,CONTINENTAL NURSE LTD,id:13236054  ,2786.56
Department of Health,Guys and St Thomas NHS Foundation Trust,14/08/2020,(50552) Qualified Nursing Staff,(id:41872) Medicine,CONTINENTAL NURSE LTD,id:13257290  ,2599.07
Department of Health,Guys and St Thomas NHS Foundation Trust,07/08/2020,(50570) Qualified Nursing Staff,(id:41872) Medicine,SOUTH LONDON AND MAUDSLEY NHS FOUNDATION TRUST,id:13213591  ,11595
Department of Health,Guys and St Thomas NHS Foundation Trust,21/08/2020,(82000) Provisions & Kitchens,(id:41869) Medicine,NHS SUPPLY CHAIN (MAIDSTONE),id:13150574  ,60.48
Department of Health,Guys and St Thomas NHS Foundation Trust,14/08/2020,(83400) Office Equipment,(id:41869) Medicine,SQUADRON MEDICAL LTD,id:13219451,175.34
Department of Health,Guys and St Thomas NHS Foundation Trust,21/08/2020,(82800) Bedding & Linen,(id:41869) Medicine,NHS SUPPLY CHAIN (MAIDSTONE),id:13150574   ,256.04
Department of Health,Guys and St Thomas NHS Foundation Trust,21/08/2020,(82800) Bedding & Linen,(id:41869) Medicine,NHS SUPPLY CHAIN (MAIDSTONE),id:13162263   ,577.29
Department of Health,Guys and St Thomas NHS Foundation Trust,07/08/2020,(81200) Medical Surgical Supplies & Equipment,(id:41869) Medicine,SQUADRON MEDICAL LTD,id:13209276    ,713.83
Department of Health,Guys and St Thomas NHS Foundation Trust,14/08/2020,(81200) Medical Surgical Supplies & Equipment,(id:41869) Medicine,SQUADRON MEDICAL LTD,id:13232511    ,569.54
Department of Health,Guys and St Thomas NHS Foundation Trust,21/08/2020,(81100) Dressings,(id:41869) Medicine,SQUADRON MEDICAL LTD,id:13241793  ,38.77
Department of Health,Guys and St Thomas NHS Foundation Trust,14/08/2020,(81100) Dressings,(id:41869) Medicine,SQUADRON MEDICAL LTD,id:13228019  ,264.03
Department of Health,Guys and St Thomas NHS Foundation Trust,14/08/2020,(81100) Dressings,(id:41869) Medicine,SQUADRON MEDICAL LTD,id:13219414  ,60.58
Department of Health,Guys and St Thomas NHS Foundation Trust,14/08/2020,(81700) Lab Equipment Purchase,(id:41869) Medicine,SQUADRON MEDICAL LTD,id:13219451    ,62.71
Department of Health,Guys and St Thomas NHS Foundation Trust,21/08/2020,(81100) Dressings,(id:41868) Medicine,NHS SUPPLY CHAIN (MAIDSTONE),id:13162263    ,591.38
Department of Health,Guys and St Thomas NHS Foundation Trust,21/08/2020,(81200) Medical Surgical Supplies & Equipment,(id:41868) Medicine,NHS SUPPLY CHAIN (MAIDSTONE),id:13150574 ,5.4
Department of Health,Guys and St Thomas NHS Foundation Trust,07/08/2020,(83500) Furniture & Fittings,(id:41882) Medicine,TECHNIBLINDS LTD,id:13220440,583.8
Department of Health,Guys and St Thomas NHS Foundation Trust,21/08/2020,(82000) Provisions & Kitchens,(id:41880) Medicine,NHS SUPPLY CHAIN (MAIDSTONE),id:13150574  ,317.13
Department of Health,Guys and St Thomas NHS Foundation Trust,21/08/2020,(81200) Medical Surgical Supplies & Equipment,(id:41879) Medicine,NHS SUPPLY CHAIN (MAIDSTONE),id:13162263 ,536.58
Department of Health,Guys and St Thomas NHS Foundation Trust,21/08/2020,(81100) Dressings,(id:41878) Medicine,NHS SUPPLY CHAIN (MAIDSTONE),id:13150574    ,952.7
Department of Health,Guys and St Thomas NHS Foundation Trust,21/08/2020,(81700) Lab Equipment Purchase,(id:41878) Medicine,NHS SUPPLY CHAIN (MAIDSTONE),id:13162263 ,5.93
Department of Health,Guys and St Thomas NHS Foundation Trust,27/08/2020,(81000) Surgical Appliances,(id:41876) Medicine,TALAR MADE ORTHOTICS LTD,id:13288873   ,26.41
Department of Health,Guys and St Thomas NHS Foundation Trust,07/08/2020,(50552) Qualified Nursing Staff,(id:41881) Medicine,MEDICSPRO LTD,id:13235940,936.55
Department of Health,Guys and St Thomas NHS Foundation Trust,21/08/2020,(81200) Medical Surgical Supplies & Equipment,(id:41881) Medicine,NHS SUPPLY CHAIN (MAIDSTONE),id:13162263 ,773.58
Department of Health,Guys and St Thomas NHS Foundation Trust,21/08/2020,(81225) Medical Surgical Supplies & Equipment,(id:41881) Medicine,NHS SUPPLY CHAIN (MAIDSTONE),id:13150574 ,16.3
Department of Health,Guys and St Thomas NHS Foundation Trust,27/08/2020,(83880) Building & Engineering,(id:4631419) Integrated Therapies and Rehabilitation,LAZERBEAM FIRE AND SECURITY LTD,id:13285674,1580
Department of Health,Guys and St Thomas NHS Foundation Trust,21/08/2020,(81225) Medical Surgical Supplies & Equipment,(id:42239) Integrated Therapies and Rehabilitation,PERFORMANCE HEALTH INTERNATIONAL LTD (PATTERSON),id:13254957,502.28
Department of Health,Guys and St Thomas NHS Foundation Trust,21/08/2020,(83400) Office Equipment,(id:590490) Integrated Therapies and Rehabilitation,NHS SUPPLY CHAIN (MAIDSTONE),id:13162263,42.72
Department of Health,Guys and St Thomas NHS Foundation Trust,27/08/2020,(83610) IT Costs,(id:590500) Integrated Therapies and Rehabilitation,SMARTBOX ASSISTIVE TECHNOLOGY LTD,id:13286979   ,11058
Department of Health,Guys and St Thomas NHS Foundation Trust,27/08/2020,(81200) Medical Surgical Supplies & Equipment,(id:590499) Integrated Therapies and Rehabilitation,INVACARE LTD,id:13263334,1484.4
Department of Health,Guys and St Thomas NHS Foundation Trust,14/08/2020,(81225) Medical Surgical Supplies & Equipment,(id:590499) Integrated Therapies and Rehabilitation,INVACARE LTD,id:13165968,757.4
Department of Health,Guys and St Thomas NHS Foundation Trust,21/08/2020,(50200) Consultants,(id:590498) Integrated Therapies and Rehabilitation,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,id:12241811    ,1519.03
Department of Health,Guys and St Thomas NHS Foundation Trust,14/08/2020,(81225) Medical Surgical Supplies & Equipment,(id:590498) Integrated Therapies and Rehabilitation,JANE SAUNDERS & MANNING LTD,id:13227414,643.41
Department of Health,Guys and St Thomas NHS Foundation Trust,21/08/2020,(81000) Surgical Appliances,(id:590498) Integrated Therapies and Rehabilitation,THUASNE UK LTD,id:13265254 ,1140
Department of Health,Guys and St Thomas NHS Foundation Trust,14/08/2020,(81000) Surgical Appliances,(id:590498) Integrated Therapies and Rehabilitation,BEAGLE ORTHOPAEDIC LTD,id:13227254   ,782.77
Department of Health,Guys and St Thomas NHS Foundation Trust,07/08/2020,(86300) Healthcare from non-NHS bodies,(id:590579) Integrated Local Services,MONTE FIELDS,id:13226714 ,680
Department of Health,Guys and St Thomas NHS Foundation Trust,21/08/2020,(82800) Bedding & Linen,(id:1885424) Integrated Local Services,NHS SUPPLY CHAIN (MAIDSTONE),id:13162263    ,100.8
Department of Health,Guys and St Thomas NHS Foundation Trust,18/08/2020,(51462) Occupational Therapists,(id:1371419) Integrated Local Services,PRICEWATERHOUSECOOPERS LLP,id:13268194   ,1004.6
Department of Health,Guys and St Thomas NHS Foundation Trust,07/08/2020,(50562) Qualified Nursing Staff,(id:1371419) Integrated Local Services,MSI GROUP LTD,id:13235980 ,1065.09
Department of Health,Guys and St Thomas NHS Foundation Trust,14/08/2020,(50562) Qualified Nursing Staff,(id:1371419) Integrated Local Services,MSI GROUP LTD,id:13257508 ,1611.17
Department of Health,Guys and St Thomas NHS Foundation Trust,07/08/2020,(50562) Qualified Nursing Staff,(id:699422) Integrated Local Services,MSI GROUP LTD,id:13235954  ,1267.81
Department of Health,Guys and St Thomas NHS Foundation Trust,25/08/2020,(51832) Physiotherapists,(id:699422) Integrated Local Services,PRICEWATERHOUSECOOPERS LLP,id:13288926 ,2685.7
Department of Health,Guys and St Thomas NHS Foundation Trust,18/08/2020,(51472) Occupational Therapists,(id:699422) Integrated Local Services,PRICEWATERHOUSECOOPERS LLP,id:13268194    ,2208.67
Department of Health,Guys and St Thomas NHS Foundation Trust,17/08/2020,(51462) Occupational Therapists,(id:590492) Integrated Local Services,PRICEWATERHOUSECOOPERS LLP,id:13267854    ,1154.7
Department of Health,Guys and St Thomas NHS Foundation Trust,18/08/2020,(51462) Occupational Therapists,(id:590492) Integrated Local Services,PRICEWATERHOUSECOOPERS LLP,id:13268194    ,2028.26
Department of Health,Guys and St Thomas NHS Foundation Trust,17/08/2020,(53072) Speech Therapists,(id:1888419) Integrated Local Services,PRICEWATERHOUSECOOPERS LLP,id:13267854    ,1447.92
Department of Health,Guys and St Thomas NHS Foundation Trust,21/08/2020,(81100) Dressings,(id:684420) Integrated Local Services,NHS SUPPLY CHAIN (MAIDSTONE),id:13150574 ,83.88
Department of Health,Guys and St Thomas NHS Foundation Trust,17/08/2020,(51862) Physiotherapists,(id:684419) Integrated Local Services,PRICEWATERHOUSECOOPERS LLP,id:13267854 ,2520.4
Department of Health,Guys and St Thomas NHS Foundation Trust,18/08/2020,(51862) Physiotherapists,(id:684419) Integrated Local Services,PRICEWATERHOUSECOOPERS LLP,id:13268716 ,2006.09
Department of Health,Guys and St Thomas NHS Foundation Trust,17/08/2020,(51842) Physiotherapists,(id:684419) Integrated Local Services,PRICEWATERHOUSECOOPERS LLP,id:13267854 ,1668.12
Department of Health,Guys and St Thomas NHS Foundation Trust,18/08/2020,(51842) Physiotherapists,(id:684419) Integrated Local Services,PRICEWATERHOUSECOOPERS LLP,id:13268194 ,1605.41
Department of Health,Guys and St Thomas NHS Foundation Trust,07/08/2020,(50552) Qualified Nursing Staff,(id:4460419) Integrated Local Services,MSI GROUP LTD,id:13236052 ,1003.5
Department of Health,Guys and St Thomas NHS Foundation Trust,07/08/2020,(84500) Establishment,(id:590522) Integrated Local Services,CDP  PRINT MANAGEMENT,id:13234335    ,3084
Department of Health,Guys and St Thomas NHS Foundation Trust,21/08/2020,(81200) Medical Surgical Supplies & Equipment,(id:590521) Integrated Local Services,NHS SUPPLY CHAIN (MAIDSTONE),id:13162263   ,72.48
Department of Health,Guys and St Thomas NHS Foundation Trust,14/08/2020,(50552) Qualified Nursing Staff,(id:590521) Integrated Local Services,MSI GROUP LTD,id:13257364  ,594.19
Department of Health,Guys and St Thomas NHS Foundation Trust,07/08/2020,(50552) Qualified Nursing Staff,(id:590520) Integrated Local Services,YOUR WORLD RECRUITMENT LIMITED(YOUR WORLD HEALTHCARE),id:13212592  ,987.75
Department of Health,Guys and St Thomas NHS Foundation Trust,21/08/2020,(81700) Lab Equipment Purchase,(id:590535) Integrated Local Services,NHS SUPPLY CHAIN (MAIDSTONE),id:13150574   ,19.09
Department of Health,Guys and St Thomas NHS Foundation Trust,21/08/2020,(81200) Medical Surgical Supplies & Equipment,(id:590535) Integrated Local Services,NHS SUPPLY CHAIN (MAIDSTONE),id:13150574   ,25.99
Department of Health,Guys and St Thomas NHS Foundation Trust,21/08/2020,(82800) Bedding & Linen,(id:590535) Integrated Local Services,NHS SUPPLY CHAIN (MAIDSTONE),id:13162263,25.2
Department of Health,Guys and St Thomas NHS Foundation Trust,14/08/2020,(81200) Medical Surgical Supplies & Equipment,(id:590527) Integrated Local Services,ARJO UK LIMITED,id:11270591 ,2120.4
Department of Health,Guys and St Thomas NHS Foundation Trust,21/08/2020,(81200) Medical Surgical Supplies & Equipment,(id:590527) Integrated Local Services,NHS SUPPLY CHAIN (MAIDSTONE),id:13150574   ,113.28
Department of Health,Guys and St Thomas NHS Foundation Trust,21/08/2020,(81100) Dressings,(id:590526) Integrated Local Services,NHS SUPPLY CHAIN (MAIDSTONE),id:13150574 ,128.87
Department of Health,Guys and St Thomas NHS Foundation Trust,21/08/2020,(50522) Unqualified Nursing Staff,(id:590526) Integrated Local Services,MSI GROUP LTD,id:13279887,208.27
Department of Health,Guys and St Thomas NHS Foundation Trust,18/08/2020,(51872) Physiotherapists,(id:903421) Integrated Local Services,PRICEWATERHOUSECOOPERS LLP,id:13268716 ,1506.37
