Department family,Entity,Date of payment,Expense type,Expense area,Supplier,Transaction number,amount
Department of Health,Guys and St Thomas NHS Foundation Trust,05/03/2021,(81200) Medical Surgical Supplies & Equipment,(id:41949) Gastrointestinal Medicine & Surgery,CJ MEDICAL,id:13785777  ,558
Department of Health,Guys and St Thomas NHS Foundation Trust,12/03/2021,(81200) Medical Surgical Supplies & Equipment,(id:41949) Gastrointestinal Medicine & Surgery,CRYOLIFE EUROPA LTD,id:13863354   ,630
Department of Health,Guys and St Thomas NHS Foundation Trust,19/03/2021,(81200) Medical Surgical Supplies & Equipment,(id:41949) Gastrointestinal Medicine & Surgery,MEDTRONIC LTD,id:13810790    ,1100.84
Department of Health,Guys and St Thomas NHS Foundation Trust,19/03/2021,(81700) Lab Equipment Purchase,(id:2367419) Gastrointestinal Medicine & Surgery,NHS SUPPLY CHAIN (MAIDSTONE),id:13795595  ,18.89
Department of Health,Guys and St Thomas NHS Foundation Trust,12/03/2021,(50522) Unqualified Nursing Staff,(id:2367419) Gastrointestinal Medicine & Surgery,GLOBE LOCUMS LTD,id:13861351 ,246.4
Department of Health,Guys and St Thomas NHS Foundation Trust,19/03/2021,(82800) Bedding & Linen,(id:2367419) Gastrointestinal Medicine & Surgery,NHS SUPPLY CHAIN (MAIDSTONE),id:13815654    ,119.53
Department of Health,Guys and St Thomas NHS Foundation Trust,19/03/2021,(81225) Medical Surgical Supplies & Equipment,(id:2367419) Gastrointestinal Medicine & Surgery,NHS SUPPLY CHAIN (MAIDSTONE),id:13795595  ,22.51
Department of Health,Guys and St Thomas NHS Foundation Trust,12/03/2021,(81255) Medical Surgical Supplies & Equipment,(id:2367419) Gastrointestinal Medicine & Surgery,NHS SUPPLY CHAIN (MAIDSTONE),id:13735674  ,5.62
Department of Health,Guys and St Thomas NHS Foundation Trust,05/03/2021,(50200) Consultants,(id:41942) Gastrointestinal Medicine & Surgery,DARTFORD AND GRAVESHAM NHS TRUST,id:12357831 ,20506
Department of Health,Guys and St Thomas NHS Foundation Trust,05/03/2021,(89640) Non-Healthcare from NHS Trusts,(id:41942) Gastrointestinal Medicine & Surgery,DARTFORD AND GRAVESHAM NHS TRUST,id:13794776  ,5611.43
Department of Health,Guys and St Thomas NHS Foundation Trust,19/03/2021,(81700) Lab Equipment Purchase,(id:41942) Gastrointestinal Medicine & Surgery,NHS SUPPLY CHAIN (MAIDSTONE),id:13815654    ,31.02
Department of Health,Guys and St Thomas NHS Foundation Trust,19/03/2021,(82700) Uniforms & Clothing,(id:41917) Gastrointestinal Medicine & Surgery,NHS SUPPLY CHAIN (MAIDSTONE),id:13815654  ,94.75
Department of Health,Guys and St Thomas NHS Foundation Trust,12/03/2021,(81200) Medical Surgical Supplies & Equipment,(id:41917) Gastrointestinal Medicine & Surgery,GETINGE UK LTD,id:13865806   ,3144
Department of Health,Guys and St Thomas NHS Foundation Trust,12/03/2021,(83410) Office Equipment,(id:41917) Gastrointestinal Medicine & Surgery,RICOH UK LTD,id:13863444 ,271.97
Department of Health,Guys and St Thomas NHS Foundation Trust,12/03/2021,(89000) Other - Training courses and conferences,(id:41917) Gastrointestinal Medicine & Surgery,CAIRN TECHNOLOGY LIMITED,id:13847858,1570
Department of Health,Guys and St Thomas NHS Foundation Trust,12/03/2021,(81300) Medical Surgical Supplies & Equipment,(id:41917) Gastrointestinal Medicine & Surgery,SHAWBROOK BANK LIMITED,id:13847054,6508.82
Department of Health,Guys and St Thomas NHS Foundation Trust,19/03/2021,(81255) Medical Surgical Supplies & Equipment,(id:41917) Gastrointestinal Medicine & Surgery,NHS SUPPLY CHAIN (MAIDSTONE),id:13795595    ,82.8
Department of Health,Guys and St Thomas NHS Foundation Trust,05/03/2021,(81900) Lab Equipment Purchase,(id:111406) Pathology,VIAPATH SERVICES LLP,id:13649114  ,-1049.19
Department of Health,Guys and St Thomas NHS Foundation Trust,19/03/2021,(89600) Non-Healthcare from other NHS bodies,(id:42134) Pathology,NHS BLOOD AND TRANSPLANT,id:13879755,1279.3
Department of Health,Guys and St Thomas NHS Foundation Trust,19/03/2021,(89600) Non-Healthcare from other NHS bodies,(id:42134) Pathology,NHS BLOOD AND TRANSPLANT,id:13877276,4508.54
Department of Health,Guys and St Thomas NHS Foundation Trust,12/03/2021,(89600) Non-Healthcare from other NHS bodies,(id:42134) Pathology,NHS BLOOD AND TRANSPLANT,id:13622694,580.4
Department of Health,Guys and St Thomas NHS Foundation Trust,12/03/2021,(89600) Non-Healthcare from other NHS bodies,(id:42134) Pathology,NHS BLOOD AND TRANSPLANT,id:13794074,1977.8
Department of Health,Guys and St Thomas NHS Foundation Trust,12/03/2021,(89270) Establishment,(id:169405) Cancer Strategy,KINGS COLLEGE LONDON:03529700,id:13847915 ,59166
Department of Health,Guys and St Thomas NHS Foundation Trust,19/03/2021,(89000) Other - Training courses and conferences,(id:169405) Cancer Strategy,FRONT LINE COMMUNICATION TRAINING LTD,id:13887314 ,4166.67
Department of Health,Guys and St Thomas NHS Foundation Trust,19/03/2021,(89280) Other - Consultancy costs,(id:169405) Cancer Strategy,OVID CONSULTING LTD T/A OVID HEALTH,id:13817860   ,29820
Department of Health,Guys and St Thomas NHS Foundation Trust,05/03/2021,(81100) Dressings,(id:2625419) Transplant Renal and Urology,JOHNSON & JOHNSON MEDICAL LTD,id:13752375 ,556.6
Department of Health,Guys and St Thomas NHS Foundation Trust,26/03/2021,(81100) Dressings,(id:2625419) Transplant Renal and Urology,JOHNSON & JOHNSON MEDICAL LTD,id:13845901 ,556.6
Department of Health,Guys and St Thomas NHS Foundation Trust,26/03/2021,(81200) Medical Surgical Supplies & Equipment,(id:2625419) Transplant Renal and Urology,MERIT MEDICAL UK LTD,id:13904661  ,698.88
Department of Health,Guys and St Thomas NHS Foundation Trust,19/03/2021,(81200) Medical Surgical Supplies & Equipment,(id:42450) Transplant Renal and Urology,STRYKER UK LTD,id:13846994,613.87
Department of Health,Guys and St Thomas NHS Foundation Trust,12/03/2021,(81200) Medical Surgical Supplies & Equipment,(id:42450) Transplant Renal and Urology,JOHNSON & JOHNSON MEDICAL LTD,id:13792480,722.06
Department of Health,Guys and St Thomas NHS Foundation Trust,05/03/2021,(81200) Medical Surgical Supplies & Equipment,(id:42450) Transplant Renal and Urology,STRYKER UK LTD,id:13806415,613.87
Department of Health,Guys and St Thomas NHS Foundation Trust,12/03/2021,(81100) Dressings,(id:42450) Transplant Renal and Urology,JOHNSON & JOHNSON MEDICAL LTD,id:13792480   ,148.5
Department of Health,Guys and St Thomas NHS Foundation Trust,19/03/2021,(81200) Medical Surgical Supplies & Equipment,(id:42449) Transplant Renal and Urology,NHS SUPPLY CHAIN (MAIDSTONE),id:13795595 ,77.53
Department of Health,Guys and St Thomas NHS Foundation Trust,12/03/2021,(81200) Medical Surgical Supplies & Equipment,(id:42449) Transplant Renal and Urology,DIGITIMER LTD,id:13822195 ,520.2
Department of Health,Guys and St Thomas NHS Foundation Trust,05/03/2021,(81200) Medical Surgical Supplies & Equipment,(id:42449) Transplant Renal and Urology,PROMED LTD,id:13805236    ,2400
Department of Health,Guys and St Thomas NHS Foundation Trust,12/03/2021,(81225) Medical Surgical Supplies & Equipment,(id:42449) Transplant Renal and Urology,NHS SUPPLY CHAIN (MAIDSTONE),id:13735674 ,177.36
Department of Health,Guys and St Thomas NHS Foundation Trust,19/03/2021,(82000) Provisions & Kitchens,(id:42447) Transplant Renal and Urology,NHS SUPPLY CHAIN (MAIDSTONE),id:13815654  ,3.24
Department of Health,Guys and St Thomas NHS Foundation Trust,19/03/2021,(82000) Provisions & Kitchens,(id:42447) Transplant Renal and Urology,NHS SUPPLY CHAIN (MAIDSTONE),id:13795595  ,7.26
Department of Health,Guys and St Thomas NHS Foundation Trust,12/03/2021,(82800) Bedding & Linen,(id:42447) Transplant Renal and Urology,NHS SUPPLY CHAIN (MAIDSTONE),id:13735674   ,197.56
Department of Health,Guys and St Thomas NHS Foundation Trust,19/03/2021,(81100) Dressings,(id:42447) Transplant Renal and Urology,NHS SUPPLY CHAIN (MAIDSTONE),id:13815654    ,52.15
Department of Health,Guys and St Thomas NHS Foundation Trust,05/03/2021,(84656) Establishment,(id:42447) Transplant Renal and Urology,DICT8 LIMITED,id:13791415,1523.4
Department of Health,Guys and St Thomas NHS Foundation Trust,19/03/2021,(81225) Medical Surgical Supplies & Equipment,(id:42447) Transplant Renal and Urology,NHS SUPPLY CHAIN (MAIDSTONE),id:13815654 ,12.48
Department of Health,Guys and St Thomas NHS Foundation Trust,05/03/2021,(81100) Dressings,(id:42446) Transplant Renal and Urology,JOHNSON & JOHNSON MEDICAL LTD,id:13746867   ,556.6
Department of Health,Guys and St Thomas NHS Foundation Trust,19/03/2021,(81200) Medical Surgical Supplies & Equipment,(id:42446) Transplant Renal and Urology,NHS SUPPLY CHAIN (MAIDSTONE),id:13815654 ,74.65
Department of Health,Guys and St Thomas NHS Foundation Trust,05/03/2021,(81200) Medical Surgical Supplies & Equipment,(id:42446) Transplant Renal and Urology,LINDSAY SURGICAL SUPPLIES LIMITED,id:13599554 ,914.4
Department of Health,Guys and St Thomas NHS Foundation Trust,05/03/2021,(81200) Medical Surgical Supplies & Equipment,(id:42446) Transplant Renal and Urology,AQUILANT LTD,id:13809378  ,578.76
Department of Health,Guys and St Thomas NHS Foundation Trust,05/03/2021,(81400) Medical Surgical Supplies & Equipment,(id:42446) Transplant Renal and Urology,KARL STORZ ENDOSCOPY UK LTD,id:13802595  ,683.4
Department of Health,Guys and St Thomas NHS Foundation Trust,26/03/2021,(81400) Medical Surgical Supplies & Equipment,(id:42446) Transplant Renal and Urology,ENVIROGEN WATER TECHNOLOGIES LTD,id:13918474  ,7995
Department of Health,Guys and St Thomas NHS Foundation Trust,19/03/2021,(83400) Office Equipment,(id:42446) Transplant Renal and Urology,NHS SUPPLY CHAIN (MAIDSTONE),id:13815654  ,193.94
Department of Health,Guys and St Thomas NHS Foundation Trust,05/03/2021,(81200) Medical Surgical Supplies & Equipment,(id:42444) Transplant Renal and Urology,STRYKER UK LTD,id:13796974,504
Department of Health,Guys and St Thomas NHS Foundation Trust,19/03/2021,(82800) Bedding & Linen,(id:42443) Transplant Renal and Urology,NHS SUPPLY CHAIN (MAIDSTONE),id:13795595   ,113.37
Department of Health,Guys and St Thomas NHS Foundation Trust,19/03/2021,(81200) Medical Surgical Supplies & Equipment,(id:42443) Transplant Renal and Urology,MEDSTROM LTD,id:13845670  ,2784.6
Department of Health,Guys and St Thomas NHS Foundation Trust,19/03/2021,(81200) Medical Surgical Supplies & Equipment,(id:42442) Transplant Renal and Urology,NHS SUPPLY CHAIN (MAIDSTONE),id:13815654 ,881.63
Department of Health,Guys and St Thomas NHS Foundation Trust,19/03/2021,(83400) Office Equipment,(id:42442) Transplant Renal and Urology,NHS SUPPLY CHAIN (MAIDSTONE),id:13815654  ,59.86
Department of Health,Guys and St Thomas NHS Foundation Trust,19/03/2021,(81225) Medical Surgical Supplies & Equipment,(id:42442) Transplant Renal and Urology,NHS SUPPLY CHAIN (MAIDSTONE),id:13815654 ,55.15
Department of Health,Guys and St Thomas NHS Foundation Trust,26/03/2021,(83400) Office Equipment,(id:42436) Transplant Renal and Urology,NXSTAGE MEDICAL UK LIMITED,id:13887074    ,1121.12
Department of Health,Guys and St Thomas NHS Foundation Trust,19/03/2021,(83400) Office Equipment,(id:42433) Transplant Renal and Urology,KLS MARTIN UK LTD,id:13892694   ,306.1
Department of Health,Guys and St Thomas NHS Foundation Trust,26/03/2021,(81200) Medical Surgical Supplies & Equipment,(id:42433) Transplant Renal and Urology,MERCIAN SURGICAL SUPPLY CO LTD,id:13920434    ,1009.5
Department of Health,Guys and St Thomas NHS Foundation Trust,26/03/2021,(81200) Medical Surgical Supplies & Equipment,(id:42433) Transplant Renal and Urology,JOHNSON & JOHNSON MEDICAL LTD,id:13845914,312.05
Department of Health,Guys and St Thomas NHS Foundation Trust,26/03/2021,(81200) Medical Surgical Supplies & Equipment,(id:42430) Transplant Renal and Urology,MARSDEN WEIGHING MACHINE GROUP LTD,id:13905296,1017.6
Department of Health,Guys and St Thomas NHS Foundation Trust,19/03/2021,(81200) Medical Surgical Supplies & Equipment,(id:42430) Transplant Renal and Urology,LINC MEDICAL SYSTEMS  LTD,id:13869154    ,1423.2
Department of Health,Guys and St Thomas NHS Foundation Trust,19/03/2021,(81200) Medical Surgical Supplies & Equipment,(id:42430) Transplant Renal and Urology,GRANTLEIGH LTD,id:13869014,4215
Department of Health,Guys and St Thomas NHS Foundation Trust,19/03/2021,(81200) Medical Surgical Supplies & Equipment,(id:42428) Transplant Renal and Urology,NHS SUPPLY CHAIN (MAIDSTONE),id:13815654 ,168.84
Department of Health,Guys and St Thomas NHS Foundation Trust,12/03/2021,(84400) Transport,(id:42428) Transplant Renal and Urology,CITYSPRINT (UK) LTD,id:13785874   ,10084.95
Department of Health,Guys and St Thomas NHS Foundation Trust,19/03/2021,(83400) Office Equipment,(id:42428) Transplant Renal and Urology,NHS SUPPLY CHAIN (MAIDSTONE),id:13815654  ,10.05
Department of Health,Guys and St Thomas NHS Foundation Trust,19/03/2021,(81200) Medical Surgical Supplies & Equipment,(id:42420) Transplant Renal and Urology,NHS SUPPLY CHAIN (MAIDSTONE),id:13815654 ,911.58
Department of Health,Guys and St Thomas NHS Foundation Trust,12/03/2021,(81200) Medical Surgical Supplies & Equipment,(id:42420) Transplant Renal and Urology,FRESENIUS MEDICAL CARE UK LTD,id:13815256,2800.8
Department of Health,Guys and St Thomas NHS Foundation Trust,12/03/2021,(81200) Medical Surgical Supplies & Equipment,(id:42420) Transplant Renal and Urology,KIMAL PLC,id:13849054,2460
Department of Health,Guys and St Thomas NHS Foundation Trust,12/03/2021,(83765) Rent,(id:42438) Transplant Renal and Urology,ASSURA PROPERTIES LIMITED,id:13854574  ,6973.87
Department of Health,Guys and St Thomas NHS Foundation Trust,05/03/2021,(86300) Healthcare from non-NHS bodies,(id:42437) Transplant Renal and Urology,DIAVERUM UK LTD,id:13816955 ,12108.33
Department of Health,Guys and St Thomas NHS Foundation Trust,19/03/2021,(86300) Healthcare from non-NHS bodies,(id:42437) Transplant Renal and Urology,DIAVERUM UK LTD,id:13879020 ,43169.14
Department of Health,Guys and St Thomas NHS Foundation Trust,05/03/2021,(81225) Medical Surgical Supplies & Equipment,(id:42427) Transplant Renal and Urology,HOSPITAL METALCRAFT LTD,id:13819315 ,573.55
Department of Health,Guys and St Thomas NHS Foundation Trust,05/03/2021,(83760) Rent,(id:42425) Transplant Renal and Urology,STATES OF GUERNSEY H & S DEPARTMENT,id:11895451  ,954
Department of Health,Guys and St Thomas NHS Foundation Trust,05/03/2021,(83760) Rent,(id:42425) Transplant Renal and Urology,STATES OF GUERNSEY H & S DEPARTMENT,id:12562011  ,954
Department of Health,Guys and St Thomas NHS Foundation Trust,05/03/2021,(83760) Rent,(id:42425) Transplant Renal and Urology,STATES OF GUERNSEY H & S DEPARTMENT,id:12691842  ,1297
Department of Health,Guys and St Thomas NHS Foundation Trust,26/03/2021,(81200) Medical Surgical Supplies & Equipment,(id:42422) Transplant Renal and Urology,NXSTAGE MEDICAL UK LIMITED,id:13899574   ,893.4
Department of Health,Guys and St Thomas NHS Foundation Trust,26/03/2021,(81200) Medical Surgical Supplies & Equipment,(id:42422) Transplant Renal and Urology,NXSTAGE MEDICAL UK LIMITED,id:13758394   ,1309.44
Department of Health,Guys and St Thomas NHS Foundation Trust,26/03/2021,(81200) Medical Surgical Supplies & Equipment,(id:42422) Transplant Renal and Urology,NXSTAGE MEDICAL UK LIMITED,id:13899594   ,1309.44
Department of Health,Guys and St Thomas NHS Foundation Trust,26/03/2021,(81200) Medical Surgical Supplies & Equipment,(id:42422) Transplant Renal and Urology,NXSTAGE MEDICAL UK LIMITED,id:13375933   ,1742.02
Department of Health,Guys and St Thomas NHS Foundation Trust,26/03/2021,(81200) Medical Surgical Supplies & Equipment,(id:42422) Transplant Renal and Urology,NXSTAGE MEDICAL UK LIMITED,id:13899677   ,1636.8
Department of Health,Guys and St Thomas NHS Foundation Trust,05/03/2021,(81200) Medical Surgical Supplies & Equipment,(id:42422) Transplant Renal and Urology,FRESENIUS MEDICAL CARE UK LTD,id:13458796,522.98
Department of Health,Guys and St Thomas NHS Foundation Trust,19/03/2021,(81200) Medical Surgical Supplies & Equipment,(id:42422) Transplant Renal and Urology,NXSTAGE MEDICAL UK LIMITED,id:13844274   ,640
Department of Health,Guys and St Thomas NHS Foundation Trust,19/03/2021,(81200) Medical Surgical Supplies & Equipment,(id:42422) Transplant Renal and Urology,NXSTAGE MEDICAL UK LIMITED,id:13894185   ,1062.88
Department of Health,Guys and St Thomas NHS Foundation Trust,12/03/2021,(80150) Drug Costs,(id:42422) Transplant Renal and Urology,BAXTER HEALTHCARE LTD,id:13773654,82776.97
Department of Health,Guys and St Thomas NHS Foundation Trust,19/03/2021,(81200) Medical Surgical Supplies & Equipment,(id:42421) Transplant Renal and Urology,BAXTER HEALTHCARE LTD,id:13811014   ,1128.7
Department of Health,Guys and St Thomas NHS Foundation Trust,19/03/2021,(81200) Medical Surgical Supplies & Equipment,(id:42421) Transplant Renal and Urology,BAXTER HEALTHCARE LTD,id:13811019   ,3063.76
Department of Health,Guys and St Thomas NHS Foundation Trust,05/03/2021,(81200) Medical Surgical Supplies & Equipment,(id:42421) Transplant Renal and Urology,BAXTER HEALTHCARE LTD,id:13759774   ,1058.06
Department of Health,Guys and St Thomas NHS Foundation Trust,19/03/2021,(83400) Office Equipment,(id:42485) Surgery,NHS SUPPLY CHAIN (MAIDSTONE),id:13795595   ,37.37
Department of Health,Guys and St Thomas NHS Foundation Trust,19/03/2021,(81225) Medical Surgical Supplies & Equipment,(id:42485) Surgery,NHS SUPPLY CHAIN (MAIDSTONE),id:13795595  ,18.88
Department of Health,Guys and St Thomas NHS Foundation Trust,19/03/2021,(81200) Medical Surgical Supplies & Equipment,(id:42485) Surgery,NHS SUPPLY CHAIN (MAIDSTONE),id:13795595  ,540.27
Department of Health,Guys and St Thomas NHS Foundation Trust,05/03/2021,(81200) Medical Surgical Supplies & Equipment,(id:42484) Surgery,Q MEDICAL TECHNOLOGIES LTD,id:13810438    ,-5241.6
Department of Health,Guys and St Thomas NHS Foundation Trust,19/03/2021,(81100) Dressings,(id:42484) Surgery,NHS SUPPLY CHAIN (MAIDSTONE),id:13795595,155.43
Department of Health,Guys and St Thomas NHS Foundation Trust,05/03/2021,(81200) Medical Surgical Supplies & Equipment,(id:42467) Surgery,JOHNSON & JOHNSON MEDICAL LTD,id:13752369 ,691.92
Department of Health,Guys and St Thomas NHS Foundation Trust,05/03/2021,(81200) Medical Surgical Supplies & Equipment,(id:42467) Surgery,LEDA ORTHOPAEDICS LTD,id:13700234    ,1412.4
Department of Health,Guys and St Thomas NHS Foundation Trust,05/03/2021,(81200) Medical Surgical Supplies & Equipment,(id:42467) Surgery,JOHNSON & JOHNSON MEDICAL LTD,id:13762505 ,1054.1
Department of Health,Guys and St Thomas NHS Foundation Trust,05/03/2021,(81200) Medical Surgical Supplies & Equipment,(id:42467) Surgery,JOHNSON & JOHNSON MEDICAL LTD,id:13771594 ,5209.74
Department of Health,Guys and St Thomas NHS Foundation Trust,12/03/2021,(81200) Medical Surgical Supplies & Equipment,(id:42467) Surgery,JOHNSON & JOHNSON MEDICAL LTD,id:13782418 ,1381.97
Department of Health,Guys and St Thomas NHS Foundation Trust,12/03/2021,(81200) Medical Surgical Supplies & Equipment,(id:42467) Surgery,JOHNSON & JOHNSON MEDICAL LTD,id:13782403 ,1395.44
Department of Health,Guys and St Thomas NHS Foundation Trust,12/03/2021,(81200) Medical Surgical Supplies & Equipment,(id:42467) Surgery,JOHNSON & JOHNSON MEDICAL LTD,id:13792747 ,934.42
Department of Health,Guys and St Thomas NHS Foundation Trust,12/03/2021,(81200) Medical Surgical Supplies & Equipment,(id:42467) Surgery,ECHO ORTHOPAEDICS LTD,id:13774835    ,834
Department of Health,Guys and St Thomas NHS Foundation Trust,12/03/2021,(81200) Medical Surgical Supplies & Equipment,(id:42467) Surgery,JOHNSON & JOHNSON MEDICAL LTD,id:13862994 ,627.51
Department of Health,Guys and St Thomas NHS Foundation Trust,26/03/2021,(81200) Medical Surgical Supplies & Equipment,(id:42467) Surgery,JOHNSON & JOHNSON MEDICAL LTD,id:13924583 ,2446.11
Department of Health,Guys and St Thomas NHS Foundation Trust,12/03/2021,(81200) Medical Surgical Supplies & Equipment,(id:42467) Surgery,JOHNSON & JOHNSON MEDICAL LTD,id:13834775 ,548.18
Department of Health,Guys and St Thomas NHS Foundation Trust,19/03/2021,(81100) Dressings,(id:42466) Surgery,NHS SUPPLY CHAIN (MAIDSTONE),id:13795595,90.65
Department of Health,Guys and St Thomas NHS Foundation Trust,19/03/2021,(81100) Dressings,(id:42465) Surgery,NHS SUPPLY CHAIN (MAIDSTONE),id:13795595,335.11
Department of Health,Guys and St Thomas NHS Foundation Trust,19/03/2021,(81100) Dressings,(id:42464) Surgery,NHS SUPPLY CHAIN (MAIDSTONE),id:13815654,3.28
Department of Health,Guys and St Thomas NHS Foundation Trust,26/03/2021,(83400) Office Equipment,(id:42464) Surgery,DICTATE IT,id:13916315 ,970.2
Department of Health,Guys and St Thomas NHS Foundation Trust,19/03/2021,(82600) Uniforms & Clothing,(id:42463) Surgery,NHS SUPPLY CHAIN (MAIDSTONE),id:13815654,0.72
Department of Health,Guys and St Thomas NHS Foundation Trust,05/03/2021,(81000) Surgical Appliances,(id:42461) Surgery,BESPOKE PROSTHETICS AND ORTHOTICS LTD,id:13819175 ,513.64
Department of Health,Guys and St Thomas NHS Foundation Trust,12/03/2021,(83400) Office Equipment,(id:42459) Surgery,NHS SUPPLY CHAIN (MAIDSTONE),id:13735674   ,129.61
Department of Health,Guys and St Thomas NHS Foundation Trust,19/03/2021,(83400) Office Equipment,(id:42459) Surgery,NHS SUPPLY CHAIN (MAIDSTONE),id:13815654   ,45.03
Department of Health,Guys and St Thomas NHS Foundation Trust,19/03/2021,(81100) Dressings,(id:42458) Surgery,NHS SUPPLY CHAIN (MAIDSTONE),id:13795595,1448.21
Department of Health,Guys and St Thomas NHS Foundation Trust,26/03/2021,(81200) Medical Surgical Supplies & Equipment,(id:42270) Haematology Cellular Pathology and Supporting Services,TERUMO BCT EUROPE NV/SA  (PREVIOUSLY CARIDIAN),id:13908514  ,4169.38
