Department family,Entity,Date of payment,Expense type,Expense area,Supplier,Transaction number,amount
Department of Health,Guys and St Thomas NHS Foundation Trust,23/10/2020,(81200) Medical Surgical Supplies & Equipment,(id:42286) Surgical Oncology,NHS SUPPLY CHAIN (MAIDSTONE),id:13336014  ,3129.02
Department of Health,Guys and St Thomas NHS Foundation Trust,23/10/2020,(81200) Medical Surgical Supplies & Equipment,(id:42284) Surgical Oncology,NHS SUPPLY CHAIN (MAIDSTONE),id:13356014  ,576.95
Department of Health,Guys and St Thomas NHS Foundation Trust,23/10/2020,(82700) Uniforms & Clothing,(id:42470) Surgical Oncology,NHS SUPPLY CHAIN (MAIDSTONE),id:13356014,31.68
Department of Health,Guys and St Thomas NHS Foundation Trust,02/10/2020,(50522) Unqualified Nursing Staff,(id:42470) Surgical Oncology,MSI GROUP LTD,id:13354951    ,291.93
Department of Health,Guys and St Thomas NHS Foundation Trust,23/10/2020,(83400) Office Equipment,(id:42470) Surgical Oncology,NHS SUPPLY CHAIN (MAIDSTONE),id:13356014   ,84.77
Department of Health,Guys and St Thomas NHS Foundation Trust,23/10/2020,(81225) Medical Surgical Supplies & Equipment,(id:2182419) Medicine,NHS SUPPLY CHAIN (MAIDSTONE),id:13336014    ,48.48
Department of Health,Guys and St Thomas NHS Foundation Trust,23/10/2020,(82800) Bedding & Linen,(id:2182419) Medicine,NHS SUPPLY CHAIN (MAIDSTONE),id:13356014 ,683.91
Department of Health,Guys and St Thomas NHS Foundation Trust,29/10/2020,(50552) Qualified Nursing Staff,(id:2182419) Medicine,MSI GROUP LTD,id:13427365   ,729.15
Department of Health,Guys and St Thomas NHS Foundation Trust,16/10/2020,(50522) Unqualified Nursing Staff,(id:2182419) Medicine,MSI GROUP LTD,id:13391514 ,251.65
Department of Health,Guys and St Thomas NHS Foundation Trust,09/10/2020,(50522) Unqualified Nursing Staff,(id:2182419) Medicine,MSI GROUP LTD,id:13373282 ,272.81
Department of Health,Guys and St Thomas NHS Foundation Trust,02/10/2020,(82600) Uniforms & Clothing,(id:41860) Medicine,SQUADRON MEDICAL LTD,id:13331797  ,504
Department of Health,Guys and St Thomas NHS Foundation Trust,23/10/2020,(82800) Bedding & Linen,(id:41860) Medicine,NHS SUPPLY CHAIN (MAIDSTONE),id:13356014   ,137.41
Department of Health,Guys and St Thomas NHS Foundation Trust,09/10/2020,(50552) Qualified Nursing Staff,(id:41860) Medicine,CARE PROVIDERS HEALTHCARE,id:13375958   ,679.88
Department of Health,Guys and St Thomas NHS Foundation Trust,23/10/2020,(82700) Uniforms & Clothing,(id:41859) Medicine,NHS SUPPLY CHAIN (MAIDSTONE),id:13356014    ,10.56
Department of Health,Guys and St Thomas NHS Foundation Trust,23/10/2020,(82000) Provisions & Kitchens,(id:41859) Medicine,NHS SUPPLY CHAIN (MAIDSTONE),id:13356014  ,398.4
Department of Health,Guys and St Thomas NHS Foundation Trust,23/10/2020,(82800) Bedding & Linen,(id:41859) Medicine,NHS SUPPLY CHAIN (MAIDSTONE),id:13336014   ,175.65
Department of Health,Guys and St Thomas NHS Foundation Trust,23/10/2020,(50552) Qualified Nursing Staff,(id:41859) Medicine,MSI GROUP LTD,id:13414534,304.52
Department of Health,Guys and St Thomas NHS Foundation Trust,02/10/2020,(50552) Qualified Nursing Staff,(id:41859) Medicine,MSI GROUP LTD,id:13354984,268.11
Department of Health,Guys and St Thomas NHS Foundation Trust,23/10/2020,(81255) Medical Surgical Supplies & Equipment,(id:41859) Medicine,NHS SUPPLY CHAIN (MAIDSTONE),id:13336014 ,2.49
Department of Health,Guys and St Thomas NHS Foundation Trust,23/10/2020,(81255) Medical Surgical Supplies & Equipment,(id:41859) Medicine,NHS SUPPLY CHAIN (MAIDSTONE),id:13356014 ,0.62
Department of Health,Guys and St Thomas NHS Foundation Trust,23/10/2020,(50522) Unqualified Nursing Staff,(id:41859) Medicine,MSI GROUP LTD,id:13414501   ,277.83
Department of Health,Guys and St Thomas NHS Foundation Trust,02/10/2020,(50522) Unqualified Nursing Staff,(id:41859) Medicine,MSI GROUP LTD,id:13354830   ,208.27
Department of Health,Guys and St Thomas NHS Foundation Trust,09/10/2020,(50522) Unqualified Nursing Staff,(id:41858) Medicine,MSI GROUP LTD,id:13373282   ,272.8
Department of Health,Guys and St Thomas NHS Foundation Trust,23/10/2020,(81700) Lab Equipment Purchase,(id:41858) Medicine,NHS SUPPLY CHAIN (MAIDSTONE),id:13336014 ,6.36
Department of Health,Guys and St Thomas NHS Foundation Trust,09/10/2020,(50552) Qualified Nursing Staff,(id:41872) Medicine,MEDICSPRO LTD,id:13373190,673.18
Department of Health,Guys and St Thomas NHS Foundation Trust,09/10/2020,(50552) Qualified Nursing Staff,(id:41872) Medicine,MSI GROUP LTD,id:13373512,348.35
Department of Health,Guys and St Thomas NHS Foundation Trust,09/10/2020,(50522) Unqualified Nursing Staff,(id:41872) Medicine,BPP PROFESSIONAL EDUCATION:69598900,id:13352294 ,6
Department of Health,Guys and St Thomas NHS Foundation Trust,16/10/2020,(84500) Establishment,(id:41870) Medicine,OFFICE DEPOT UK LTD,id:13355273    ,68.75
Department of Health,Guys and St Thomas NHS Foundation Trust,09/10/2020,(83350) Premises Services,(id:41870) Medicine,CORPS SECURITY,id:13375748,5498.88
Department of Health,Guys and St Thomas NHS Foundation Trust,19/10/2020,(84500) Establishment,(id:41869) Medicine,UNIVERSITY OF MANCHESTER,id:13385252    ,10105.2
Department of Health,Guys and St Thomas NHS Foundation Trust,09/10/2020,(81200) Medical Surgical Supplies & Equipment,(id:41869) Medicine,SQUADRON MEDICAL LTD,id:13315091    ,569.49
Department of Health,Guys and St Thomas NHS Foundation Trust,23/10/2020,(81100) Dressings,(id:41868) Medicine,NHS SUPPLY CHAIN (MAIDSTONE),id:13336014    ,4.64
Department of Health,Guys and St Thomas NHS Foundation Trust,23/10/2020,(82800) Bedding & Linen,(id:41880) Medicine,NHS SUPPLY CHAIN (MAIDSTONE),id:13356014   ,340.74
Department of Health,Guys and St Thomas NHS Foundation Trust,29/10/2020,(50522) Unqualified Nursing Staff,(id:41880) Medicine,GLOBE LOCUMS LTD,id:13427387,248.32
Department of Health,Guys and St Thomas NHS Foundation Trust,29/10/2020,(50522) Unqualified Nursing Staff,(id:41880) Medicine,MSI GROUP LTD,id:13427323   ,791.36
Department of Health,Guys and St Thomas NHS Foundation Trust,23/10/2020,(50522) Unqualified Nursing Staff,(id:41880) Medicine,GLOBE LOCUMS LTD,id:13414366,232.88
Department of Health,Guys and St Thomas NHS Foundation Trust,16/10/2020,(83500) Furniture & Fittings,(id:41879) Medicine,HOSPITAL METALCRAFT LTD,id:13381075   ,637.06
Department of Health,Guys and St Thomas NHS Foundation Trust,23/10/2020,(81100) Dressings,(id:41879) Medicine,NHS SUPPLY CHAIN (MAIDSTONE),id:13336014    ,255.18
Department of Health,Guys and St Thomas NHS Foundation Trust,29/10/2020,(50522) Unqualified Nursing Staff,(id:41879) Medicine,MSI GROUP LTD,id:13427323   ,263.79
Department of Health,Guys and St Thomas NHS Foundation Trust,23/10/2020,(81200) Medical Surgical Supplies & Equipment,(id:41879) Medicine,NHS SUPPLY CHAIN (MAIDSTONE),id:13336014 ,333.74
Department of Health,Guys and St Thomas NHS Foundation Trust,23/10/2020,(81200) Medical Surgical Supplies & Equipment,(id:41879) Medicine,ARJO UK LIMITED,id:13381648    ,685.2
Department of Health,Guys and St Thomas NHS Foundation Trust,23/10/2020,(82000) Provisions & Kitchens,(id:41878) Medicine,NHS SUPPLY CHAIN (MAIDSTONE),id:13356014  ,1499.49
Department of Health,Guys and St Thomas NHS Foundation Trust,09/10/2020,(50552) Qualified Nursing Staff,(id:41878) Medicine,MSI GROUP LTD,id:13373239,316.74
Department of Health,Guys and St Thomas NHS Foundation Trust,09/10/2020,(50522) Unqualified Nursing Staff,(id:41878) Medicine,MSI GROUP LTD,id:13373325   ,255.87
Department of Health,Guys and St Thomas NHS Foundation Trust,23/10/2020,(50522) Unqualified Nursing Staff,(id:41878) Medicine,GLOBE LOCUMS LTD,id:13414386,217.48
Department of Health,Guys and St Thomas NHS Foundation Trust,23/10/2020,(82800) Bedding & Linen,(id:41881) Medicine,NHS SUPPLY CHAIN (MAIDSTONE),id:13356014   ,251.36
Department of Health,Guys and St Thomas NHS Foundation Trust,23/10/2020,(81100) Dressings,(id:41881) Medicine,NHS SUPPLY CHAIN (MAIDSTONE),id:13356014    ,409.08
Department of Health,Guys and St Thomas NHS Foundation Trust,23/10/2020,(81100) Dressings,(id:41881) Medicine,NHS SUPPLY CHAIN (MAIDSTONE),id:13336014    ,81.56
Department of Health,Guys and St Thomas NHS Foundation Trust,29/10/2020,(50522) Unqualified Nursing Staff,(id:41881) Medicine,MSI GROUP LTD,id:13427221   ,210.03
Department of Health,Guys and St Thomas NHS Foundation Trust,16/10/2020,(50522) Unqualified Nursing Staff,(id:41881) Medicine,MSI GROUP LTD,id:13391616   ,203.95
Department of Health,Guys and St Thomas NHS Foundation Trust,09/10/2020,(50522) Unqualified Nursing Staff,(id:41881) Medicine,MSI GROUP LTD,id:13373198   ,894.04
Department of Health,Guys and St Thomas NHS Foundation Trust,23/10/2020,(50522) Unqualified Nursing Staff,(id:41881) Medicine,MSI GROUP LTD,id:13414119   ,244.84
Department of Health,Guys and St Thomas NHS Foundation Trust,02/10/2020,(50522) Unqualified Nursing Staff,(id:41881) Medicine,MSI GROUP LTD,id:13354904   ,416.55
Department of Health,Guys and St Thomas NHS Foundation Trust,02/10/2020,(50522) Unqualified Nursing Staff,(id:41881) Medicine,MSI GROUP LTD,id:13354949   ,237.18
Department of Health,Guys and St Thomas NHS Foundation Trust,23/10/2020,(81225) Medical Surgical Supplies & Equipment,(id:41881) Medicine,NHS SUPPLY CHAIN (MAIDSTONE),id:13336014 ,20.55
Department of Health,Guys and St Thomas NHS Foundation Trust,23/10/2020,(81255) Medical Surgical Supplies & Equipment,(id:41881) Medicine,NHS SUPPLY CHAIN (MAIDSTONE),id:13356014 ,1.56
Department of Health,Guys and St Thomas NHS Foundation Trust,16/10/2020,(86300) Healthcare from non-NHS bodies,(id:42237) Integrated Therapies and Rehabilitation,PHYSIOTHERAPY SOLUTIONS LTD,id:13330295   ,46574
Department of Health,Guys and St Thomas NHS Foundation Trust,30/10/2020,(83400) Office Equipment,(id:42240) Integrated Therapies and Rehabilitation,GSTT PROCUREMENT CARD,id:13433842   ,12.24
Department of Health,Guys and St Thomas NHS Foundation Trust,21/10/2020,(51462) Occupational Therapists,(id:42240) Integrated Therapies and Rehabilitation,PRICEWATERHOUSECOOPERS LLP,id:13406958 ,1167.31
Department of Health,Guys and St Thomas NHS Foundation Trust,06/10/2020,(51462) Occupational Therapists,(id:42240) Integrated Therapies and Rehabilitation,PRICEWATERHOUSECOOPERS LLP,id:13362974 ,3602.94
Department of Health,Guys and St Thomas NHS Foundation Trust,13/10/2020,(51472) Occupational Therapists,(id:42240) Integrated Therapies and Rehabilitation,PRICEWATERHOUSECOOPERS LLP,id:13385020 ,1415.96
Department of Health,Guys and St Thomas NHS Foundation Trust,23/10/2020,(81100) Dressings,(id:42239) Integrated Therapies and Rehabilitation,PROMEDICS ORTHOPAEDICS LTD,id:13407314,10.2
Department of Health,Guys and St Thomas NHS Foundation Trust,23/10/2020,(81100) Dressings,(id:42239) Integrated Therapies and Rehabilitation,NHS SUPPLY CHAIN (MAIDSTONE),id:13356014   ,2197.18
Department of Health,Guys and St Thomas NHS Foundation Trust,16/10/2020,(81225) Medical Surgical Supplies & Equipment,(id:42239) Integrated Therapies and Rehabilitation,PROMEDICS ORTHOPAEDICS LTD,id:13390697  ,838.26
Department of Health,Guys and St Thomas NHS Foundation Trust,23/10/2020,(83400) Office Equipment,(id:590530) Integrated Therapies and Rehabilitation,NHS SUPPLY CHAIN (MAIDSTONE),id:13336014,46.82
Department of Health,Guys and St Thomas NHS Foundation Trust,16/10/2020,(81100) Dressings,(id:590530) Integrated Therapies and Rehabilitation,BAILEY INSTRUMENTS LIMITED,id:13361817    ,510
Department of Health,Guys and St Thomas NHS Foundation Trust,23/10/2020,(81200) Medical Surgical Supplies & Equipment,(id:590530) Integrated Therapies and Rehabilitation,NHS SUPPLY CHAIN (MAIDSTONE),id:13336014    ,36.94
Department of Health,Guys and St Thomas NHS Foundation Trust,23/10/2020,(81200) Medical Surgical Supplies & Equipment,(id:590490) Integrated Therapies and Rehabilitation,NHS SUPPLY CHAIN (MAIDSTONE),id:13336014    ,27.24
Department of Health,Guys and St Thomas NHS Foundation Trust,02/10/2020,(81100) Dressings,(id:590490) Integrated Therapies and Rehabilitation,BAILEY INSTRUMENTS LIMITED,id:13266594    ,657
Department of Health,Guys and St Thomas NHS Foundation Trust,23/10/2020,(83500) Furniture & Fittings,(id:590490) Integrated Therapies and Rehabilitation,NHS SUPPLY CHAIN (MAIDSTONE),id:13356014 ,39.6
Department of Health,Guys and St Thomas NHS Foundation Trust,29/10/2020,(81200) Medical Surgical Supplies & Equipment,(id:590499) Integrated Therapies and Rehabilitation,INVACARE LTD,id:13412943,669.6
Department of Health,Guys and St Thomas NHS Foundation Trust,02/10/2020,(81200) Medical Surgical Supplies & Equipment,(id:590499) Integrated Therapies and Rehabilitation,SUNRISE MEDICAL LIMITED,id:13332574    ,1653.6
Department of Health,Guys and St Thomas NHS Foundation Trust,16/10/2020,(81225) Medical Surgical Supplies & Equipment,(id:590499) Integrated Therapies and Rehabilitation,DIRECT HEALTHCARE GROUP LTD,id:13377081,980.4
Department of Health,Guys and St Thomas NHS Foundation Trust,29/10/2020,(81225) Medical Surgical Supplies & Equipment,(id:590499) Integrated Therapies and Rehabilitation,QBITUS PRODUCTS LTD,id:13413411   ,548.1
Department of Health,Guys and St Thomas NHS Foundation Trust,27/10/2020,(51862) Physiotherapists,(id:590499) Integrated Therapies and Rehabilitation,PRICEWATERHOUSECOOPERS LLP,id:13423614  ,753.89
Department of Health,Guys and St Thomas NHS Foundation Trust,23/10/2020,(81225) Medical Surgical Supplies & Equipment,(id:590498) Integrated Therapies and Rehabilitation,JANE SAUNDERS & MANNING LTD,id:13380214,554.45
Department of Health,Guys and St Thomas NHS Foundation Trust,02/10/2020,(81000) Surgical Appliances,(id:590498) Integrated Therapies and Rehabilitation,THUASNE UK LTD,id:13277116 ,1344
Department of Health,Guys and St Thomas NHS Foundation Trust,16/10/2020,(81400) Medical Surgical Supplies & Equipment,(id:590498) Integrated Therapies and Rehabilitation,WYNNLODGE LTD,id:13376505    ,2400
Department of Health,Guys and St Thomas NHS Foundation Trust,02/10/2020,(84520) Establishment,(id:590496) Integrated Therapies and Rehabilitation,PITNEY BOWES LTD,id:13220895,4040
Department of Health,Guys and St Thomas NHS Foundation Trust,23/10/2020,(81100) Dressings,(id:1042419) Integrated Therapies and Rehabilitation,NHS SUPPLY CHAIN (MAIDSTONE),id:13356014 ,46.66
Department of Health,Guys and St Thomas NHS Foundation Trust,09/10/2020,(83400) Office Equipment,(id:1042419) Integrated Therapies and Rehabilitation,CITY & KENT CLEANING LTD,id:12172331   ,3800
Department of Health,Guys and St Thomas NHS Foundation Trust,23/10/2020,(83400) Office Equipment,(id:42255) Integrated Local Services,NHS SUPPLY CHAIN (MAIDSTONE),id:13336014,28.68
Department of Health,Guys and St Thomas NHS Foundation Trust,02/10/2020,(89640) Non-Healthcare from NHS Trusts,(id:42255) Integrated Local Services,ST HELENS & KNOWSLEY HOSPITALS NHS TRUST,id:13344802    ,9985.51
Department of Health,Guys and St Thomas NHS Foundation Trust,16/10/2020,(89270) Establishment,(id:42255) Integrated Local Services,RICHARD KNIGHT,id:13373096  ,2560
Department of Health,Guys and St Thomas NHS Foundation Trust,23/10/2020,(83500) Furniture & Fittings,(id:590431) Integrated Local Services,NHS SUPPLY CHAIN (MAIDSTONE),id:13356014,21.6
