Department family,Entity,Date of payment,Expense type,Expense area,Supplier,Transaction number,amount
Department of Health,Guys and St Thomas NHS Foundation Trust,17/04/2020,(81000) Surgical Appliances,(id:42257) Oncology Services,MEDI UK LTD,id:12969415  ,241.88
Department of Health,Guys and St Thomas NHS Foundation Trust,24/04/2020,(50200) Consultants,(id:42261) Oncology Services,KINGS COLLEGE LONDON:03529700,id:12913633  ,24325.63
Department of Health,Guys and St Thomas NHS Foundation Trust,24/04/2020,(83610) IT Costs,(id:42261) Oncology Services,BUSINESS DICTATION LTD,id:12975632  ,1775.99
Department of Health,Guys and St Thomas NHS Foundation Trust,09/04/2020,(50202) Consultants,(id:42261) Oncology Services,MEDITEAM RECRUITMENT LTD,id:12963612  ,6214.73
Department of Health,Guys and St Thomas NHS Foundation Trust,03/04/2020,(82600) Uniforms & Clothing,(id:42260) Oncology Services,NHS SUPPLY CHAIN (MAIDSTONE),id:12891174,189
Department of Health,Guys and St Thomas NHS Foundation Trust,03/04/2020,(82800) Bedding & Linen,(id:42260) Oncology Services,NHS SUPPLY CHAIN (MAIDSTONE),id:12891174    ,112.63
Department of Health,Guys and St Thomas NHS Foundation Trust,03/04/2020,(81100) Dressings,(id:42260) Oncology Services,NHS SUPPLY CHAIN (MAIDSTONE),id:12912734,2074.82
Department of Health,Guys and St Thomas NHS Foundation Trust,03/04/2020,(83400) Office Equipment,(id:42259) Oncology Services,NHS SUPPLY CHAIN (MAIDSTONE),id:12891174   ,151.31
Department of Health,Guys and St Thomas NHS Foundation Trust,03/04/2020,(81225) Medical Surgical Supplies & Equipment,(id:42259) Oncology Services,NHS SUPPLY CHAIN (MAIDSTONE),id:12891174  ,30.24
Department of Health,Guys and St Thomas NHS Foundation Trust,03/04/2020,(81255) Medical Surgical Supplies & Equipment,(id:42259) Oncology Services,NHS SUPPLY CHAIN (MAIDSTONE),id:12891174  ,5.9
Department of Health,Guys and St Thomas NHS Foundation Trust,24/04/2020,(50200) Consultants,(id:42280) Surgical Oncology,KINGS COLLEGE LONDON:03529700,id:12941989  ,15255.32
Department of Health,Guys and St Thomas NHS Foundation Trust,03/04/2020,(82000) Provisions & Kitchens,(id:42280) Surgical Oncology,NHS SUPPLY CHAIN (MAIDSTONE),id:12891174   ,29.4
Department of Health,Guys and St Thomas NHS Foundation Trust,03/04/2020,(82600) Uniforms & Clothing,(id:243406) Surgical Oncology,NHS SUPPLY CHAIN (MAIDSTONE),id:12912734    ,333.6
Department of Health,Guys and St Thomas NHS Foundation Trust,03/04/2020,(82800) Bedding & Linen,(id:42474) Surgical Oncology,NHS SUPPLY CHAIN (MAIDSTONE),id:12912734    ,80.35
Department of Health,Guys and St Thomas NHS Foundation Trust,17/04/2020,(81200) Medical Surgical Supplies & Equipment,(id:42473) Surgical Oncology,LINDSAY SURGICAL SUPPLIES LIMITED,id:12975726  ,2065.68
Department of Health,Guys and St Thomas NHS Foundation Trust,17/04/2020,(81200) Medical Surgical Supplies & Equipment,(id:42473) Surgical Oncology,KARL STORZ ENDOSCOPY UK LTD,id:12949077   ,11926.8
Department of Health,Guys and St Thomas NHS Foundation Trust,03/04/2020,(83400) Office Equipment,(id:42475) Surgical Oncology,NHS SUPPLY CHAIN (MAIDSTONE),id:12912734   ,18.42
Department of Health,Guys and St Thomas NHS Foundation Trust,03/04/2020,(83400) Office Equipment,(id:42475) Surgical Oncology,NHS SUPPLY CHAIN (MAIDSTONE),id:12891174   ,15.98
Department of Health,Guys and St Thomas NHS Foundation Trust,28/04/2020,(54062) Technical Officers,(id:42475) Surgical Oncology,PRICEWATERHOUSECOOPERS LLP,id:12997374   ,948.66
Department of Health,Guys and St Thomas NHS Foundation Trust,03/04/2020,(81225) Medical Surgical Supplies & Equipment,(id:42475) Surgical Oncology,COCHLEAR EUROPE LTD,id:12928247 ,1659.6
Department of Health,Guys and St Thomas NHS Foundation Trust,24/04/2020,(50522) Unqualified Nursing Staff,(id:42284) Surgical Oncology,MSI GROUP LTD,id:12989087    ,254.59
Department of Health,Guys and St Thomas NHS Foundation Trust,03/04/2020,(83400) Office Equipment,(id:42284) Surgical Oncology,NHS SUPPLY CHAIN (MAIDSTONE),id:12891174   ,185.71
Department of Health,Guys and St Thomas NHS Foundation Trust,03/04/2020,(83400) Office Equipment,(id:42470) Surgical Oncology,NHS SUPPLY CHAIN (MAIDSTONE),id:12912734   ,181.61
Department of Health,Guys and St Thomas NHS Foundation Trust,03/04/2020,(83400) Office Equipment,(id:42470) Surgical Oncology,NHS SUPPLY CHAIN (MAIDSTONE),id:12891174   ,176.6
Department of Health,Guys and St Thomas NHS Foundation Trust,03/04/2020,(81200) Medical Surgical Supplies & Equipment,(id:4259419) Integrated Therapies and Medicine,ROBLETT ELECTRICAL SUPPLIES LTD,id:12843100 ,548.28
Department of Health,Guys and St Thomas NHS Foundation Trust,29/04/2020,(51862) Physiotherapists,(id:42230) Integrated Therapies and Medicine,PRICEWATERHOUSECOOPERS LLP,id:12999514    ,2803.31
Department of Health,Guys and St Thomas NHS Foundation Trust,20/04/2020,(51472) Occupational Therapists,(id:42240) Integrated Therapies and Medicine,PRICEWATERHOUSECOOPERS LLP,id:12983678  ,2274.86
Department of Health,Guys and St Thomas NHS Foundation Trust,09/04/2020,(81200) Medical Surgical Supplies & Equipment,(id:42240) Integrated Therapies and Medicine,PERFORMANCE HEALTH INTERNATIONAL LTD (PATTERSON),id:12951357 ,481.56
Department of Health,Guys and St Thomas NHS Foundation Trust,24/04/2020,(81225) Medical Surgical Supplies & Equipment,(id:42240) Integrated Therapies and Medicine,PERFORMANCE HEALTH INTERNATIONAL LTD (PATTERSON),id:12918054 ,1298.47
Department of Health,Guys and St Thomas NHS Foundation Trust,03/04/2020,(81100) Dressings,(id:42239) Integrated Therapies and Medicine,NHS SUPPLY CHAIN (MAIDSTONE),id:12891174    ,289.89
Department of Health,Guys and St Thomas NHS Foundation Trust,20/04/2020,(51872) Physiotherapists,(id:42239) Integrated Therapies and Medicine,PRICEWATERHOUSECOOPERS LLP,id:12983554    ,1741.91
Department of Health,Guys and St Thomas NHS Foundation Trust,28/04/2020,(51872) Physiotherapists,(id:42239) Integrated Therapies and Medicine,PRICEWATERHOUSECOOPERS LLP,id:12997374    ,1127.67
Department of Health,Guys and St Thomas NHS Foundation Trust,03/04/2020,(81200) Medical Surgical Supplies & Equipment,(id:42239) Integrated Therapies and Medicine,NHS SUPPLY CHAIN (MAIDSTONE),id:12912734 ,21.74
Department of Health,Guys and St Thomas NHS Foundation Trust,03/04/2020,(82000) Provisions & Kitchens,(id:42239) Integrated Therapies and Medicine,NHS SUPPLY CHAIN (MAIDSTONE),id:12912734  ,20.02
Department of Health,Guys and St Thomas NHS Foundation Trust,03/04/2020,(83400) Office Equipment,(id:590530) Integrated Therapies and Medicine,NHS SUPPLY CHAIN (MAIDSTONE),id:12912734 ,76.46
Department of Health,Guys and St Thomas NHS Foundation Trust,24/04/2020,(81100) Dressings,(id:590530) Integrated Therapies and Medicine,BAILEY INSTRUMENTS LIMITED,id:12980042,574.87
Department of Health,Guys and St Thomas NHS Foundation Trust,03/04/2020,(82800) Bedding & Linen,(id:590530) Integrated Therapies and Medicine,NHS SUPPLY CHAIN (MAIDSTONE),id:12912734  ,19.25
Department of Health,Guys and St Thomas NHS Foundation Trust,03/04/2020,(81200) Medical Surgical Supplies & Equipment,(id:590530) Integrated Therapies and Medicine,NHS SUPPLY CHAIN (MAIDSTONE),id:12912734,315.85
Department of Health,Guys and St Thomas NHS Foundation Trust,03/04/2020,(81200) Medical Surgical Supplies & Equipment,(id:590490) Integrated Therapies and Medicine,NHS SUPPLY CHAIN (MAIDSTONE),id:12891174,80.74
Department of Health,Guys and St Thomas NHS Foundation Trust,03/04/2020,(83400) Office Equipment,(id:42243) Integrated Therapies and Medicine,NHS SUPPLY CHAIN (MAIDSTONE),id:12912734  ,82.7
Department of Health,Guys and St Thomas NHS Foundation Trust,03/04/2020,(82800) Bedding & Linen,(id:42243) Integrated Therapies and Medicine,NHS SUPPLY CHAIN (MAIDSTONE),id:12891174   ,53.72
Department of Health,Guys and St Thomas NHS Foundation Trust,17/04/2020,(81000) Surgical Appliances,(id:42243) Integrated Therapies and Medicine,TALAR MADE ORTHOTICS LTD,id:12968777   ,6
Department of Health,Guys and St Thomas NHS Foundation Trust,03/04/2020,(81200) Medical Surgical Supplies & Equipment,(id:42243) Integrated Therapies and Medicine,NHS SUPPLY CHAIN (MAIDSTONE),id:12912734 ,44.32
Department of Health,Guys and St Thomas NHS Foundation Trust,24/04/2020,(81200) Medical Surgical Supplies & Equipment,(id:590499) Integrated Therapies and Medicine,HILL-ROM LTD,id:12984075 ,5637.01
Department of Health,Guys and St Thomas NHS Foundation Trust,24/04/2020,(81200) Medical Surgical Supplies & Equipment,(id:590499) Integrated Therapies and Medicine,INVACARE LTD,id:12941757 ,668.4
Department of Health,Guys and St Thomas NHS Foundation Trust,24/04/2020,(81200) Medical Surgical Supplies & Equipment,(id:590499) Integrated Therapies and Medicine,TENDERCARE LTD,id:12946094    ,1875.73
Department of Health,Guys and St Thomas NHS Foundation Trust,24/04/2020,(81200) Medical Surgical Supplies & Equipment,(id:590499) Integrated Therapies and Medicine,INVACARE LTD,id:12945316 ,2419.2
Department of Health,Guys and St Thomas NHS Foundation Trust,24/04/2020,(81200) Medical Surgical Supplies & Equipment,(id:590499) Integrated Therapies and Medicine,INVACARE LTD,id:12941756 ,6015.6
Department of Health,Guys and St Thomas NHS Foundation Trust,24/04/2020,(81225) Medical Surgical Supplies & Equipment,(id:590499) Integrated Therapies and Medicine,QBITUS PRODUCTS LTD,id:12941775    ,2840.94
Department of Health,Guys and St Thomas NHS Foundation Trust,24/04/2020,(89595) Non-Healthcare from Foundation Trusts,(id:590499) Integrated Therapies and Medicine,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,id:12918515    ,28296.25
Department of Health,Guys and St Thomas NHS Foundation Trust,24/04/2020,(89595) Non-Healthcare from Foundation Trusts,(id:590499) Integrated Therapies and Medicine,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,id:12918494    ,48317.42
Department of Health,Guys and St Thomas NHS Foundation Trust,20/04/2020,(51862) Physiotherapists,(id:590499) Integrated Therapies and Medicine,PRICEWATERHOUSECOOPERS LLP,id:12983554   ,1205.11
Department of Health,Guys and St Thomas NHS Foundation Trust,24/04/2020,(81225) Medical Surgical Supplies & Equipment,(id:590498) Integrated Therapies and Medicine,JANE SAUNDERS & MANNING LTD,id:12945220 ,717.64
Department of Health,Guys and St Thomas NHS Foundation Trust,24/04/2020,(81000) Surgical Appliances,(id:590498) Integrated Therapies and Medicine,MEDI UK LTD,id:12949358,1520.18
Department of Health,Guys and St Thomas NHS Foundation Trust,24/04/2020,(81400) Medical Surgical Supplies & Equipment,(id:590498) Integrated Therapies and Medicine,NPD ORTHOTICS LTD,id:12946577 ,793.09
Department of Health,Guys and St Thomas NHS Foundation Trust,03/04/2020,(89595) Non-Healthcare from Foundation Trusts,(id:590498) Integrated Therapies and Medicine,KENT COMMUNITY HEALTH NHS FOUNDATION TRUST,id:12921551 ,4483.5
Department of Health,Guys and St Thomas NHS Foundation Trust,24/04/2020,(83500) Furniture & Fittings,(id:590497) Integrated Therapies and Medicine,HOSPITAL METALCRAFT LTD,id:12988550  ,572.21
Department of Health,Guys and St Thomas NHS Foundation Trust,03/04/2020,(82000) Provisions & Kitchens,(id:1042419) Integrated Therapies and Medicine,NHS SUPPLY CHAIN (MAIDSTONE),id:12912734,68.83
Department of Health,Guys and St Thomas NHS Foundation Trust,03/04/2020,(82600) Uniforms & Clothing,(id:1042419) Integrated Therapies and Medicine,NHS SUPPLY CHAIN (MAIDSTONE),id:12891174  ,50.9
Department of Health,Guys and St Thomas NHS Foundation Trust,03/04/2020,(83400) Office Equipment,(id:1042419) Integrated Therapies and Medicine,NHS SUPPLY CHAIN (MAIDSTONE),id:12891174,40.8
Department of Health,Guys and St Thomas NHS Foundation Trust,03/04/2020,(82600) Uniforms & Clothing,(id:2182419) Integrated Therapies and Medicine,NHS SUPPLY CHAIN (MAIDSTONE),id:12891174  ,1054.46
Department of Health,Guys and St Thomas NHS Foundation Trust,03/04/2020,(81200) Medical Surgical Supplies & Equipment,(id:2182419) Integrated Therapies and Medicine,NHS SUPPLY CHAIN (MAIDSTONE),id:12891174    ,3536.2
Department of Health,Guys and St Thomas NHS Foundation Trust,24/04/2020,(50552) Qualified Nursing Staff,(id:2182419) Integrated Therapies and Medicine,GLOBE LOCUMS LTD,id:12989258,293.59
Department of Health,Guys and St Thomas NHS Foundation Trust,24/04/2020,(50552) Qualified Nursing Staff,(id:2182419) Integrated Therapies and Medicine,GLOBE LOCUMS LTD,id:12989172,920.07
Department of Health,Guys and St Thomas NHS Foundation Trust,17/04/2020,(50552) Qualified Nursing Staff,(id:2182419) Integrated Therapies and Medicine,GLOBE LOCUMS LTD,id:12978754,909.96
Department of Health,Guys and St Thomas NHS Foundation Trust,17/04/2020,(50552) Qualified Nursing Staff,(id:2182419) Integrated Therapies and Medicine,GLOBE LOCUMS LTD,id:12978766,330.26
Department of Health,Guys and St Thomas NHS Foundation Trust,09/04/2020,(50552) Qualified Nursing Staff,(id:2182419) Integrated Therapies and Medicine,GLOBE LOCUMS LTD,id:12963460,334.84
Department of Health,Guys and St Thomas NHS Foundation Trust,03/04/2020,(82000) Provisions & Kitchens,(id:41860) Integrated Therapies and Medicine,NHS SUPPLY CHAIN (MAIDSTONE),id:12912734  ,207.03
Department of Health,Guys and St Thomas NHS Foundation Trust,03/04/2020,(83400) Office Equipment,(id:41860) Integrated Therapies and Medicine,NHS SUPPLY CHAIN (MAIDSTONE),id:12891174  ,130.08
Department of Health,Guys and St Thomas NHS Foundation Trust,17/04/2020,(83500) Furniture & Fittings,(id:41860) Integrated Therapies and Medicine,BHC HEALTHCARE FURNITURE,id:12935055  ,1520.54
Department of Health,Guys and St Thomas NHS Foundation Trust,24/04/2020,(50552) Qualified Nursing Staff,(id:41860) Integrated Therapies and Medicine,CONTINENTAL NURSE LTD,id:12993279  ,2564.14
Department of Health,Guys and St Thomas NHS Foundation Trust,03/04/2020,(50522) Unqualified Nursing Staff,(id:41860) Integrated Therapies and Medicine,MSI GROUP LTD,id:12952554   ,417.87
Department of Health,Guys and St Thomas NHS Foundation Trust,03/04/2020,(50522) Unqualified Nursing Staff,(id:41860) Integrated Therapies and Medicine,MSI GROUP LTD,id:12952641   ,229.47
Department of Health,Guys and St Thomas NHS Foundation Trust,03/04/2020,(82800) Bedding & Linen,(id:41859) Integrated Therapies and Medicine,NHS SUPPLY CHAIN (MAIDSTONE),id:12912734   ,126.99
Department of Health,Guys and St Thomas NHS Foundation Trust,03/04/2020,(81100) Dressings,(id:41859) Integrated Therapies and Medicine,NHS SUPPLY CHAIN (MAIDSTONE),id:12891174    ,529.55
Department of Health,Guys and St Thomas NHS Foundation Trust,03/04/2020,(50552) Qualified Nursing Staff,(id:41859) Integrated Therapies and Medicine,MSI GROUP LTD,id:12952472,304.52
Department of Health,Guys and St Thomas NHS Foundation Trust,17/04/2020,(50552) Qualified Nursing Staff,(id:41859) Integrated Therapies and Medicine,CARE PROVIDERS HEALTHCARE,id:12978215   ,304.75
Department of Health,Guys and St Thomas NHS Foundation Trust,09/04/2020,(50552) Qualified Nursing Staff,(id:41859) Integrated Therapies and Medicine,GLOBE LOCUMS LTD,id:12963694  ,348.4
Department of Health,Guys and St Thomas NHS Foundation Trust,09/04/2020,(50552) Qualified Nursing Staff,(id:41859) Integrated Therapies and Medicine,GLOBE LOCUMS LTD,id:12963523  ,295.67
Department of Health,Guys and St Thomas NHS Foundation Trust,17/04/2020,(50522) Unqualified Nursing Staff,(id:41859) Integrated Therapies and Medicine,GLOBE LOCUMS LTD,id:12978764,711.53
Department of Health,Guys and St Thomas NHS Foundation Trust,03/04/2020,(82600) Uniforms & Clothing,(id:41858) Integrated Therapies and Medicine,NHS SUPPLY CHAIN (MAIDSTONE),id:12912734    ,49.22
Department of Health,Guys and St Thomas NHS Foundation Trust,03/04/2020,(83400) Office Equipment,(id:41858) Integrated Therapies and Medicine,NHS SUPPLY CHAIN (MAIDSTONE),id:12912734  ,158.64
Department of Health,Guys and St Thomas NHS Foundation Trust,03/04/2020,(82800) Bedding & Linen,(id:41858) Integrated Therapies and Medicine,NHS SUPPLY CHAIN (MAIDSTONE),id:12891174   ,29.18
Department of Health,Guys and St Thomas NHS Foundation Trust,24/04/2020,(50552) Qualified Nursing Staff,(id:41858) Integrated Therapies and Medicine,CONTINENTAL NURSE LTD,id:12992821  ,338.7
Department of Health,Guys and St Thomas NHS Foundation Trust,03/04/2020,(81200) Medical Surgical Supplies & Equipment,(id:41858) Integrated Therapies and Medicine,NHS SUPPLY CHAIN (MAIDSTONE),id:12912734 ,426.52
Department of Health,Guys and St Thomas NHS Foundation Trust,03/04/2020,(81200) Medical Surgical Supplies & Equipment,(id:41858) Integrated Therapies and Medicine,NHS SUPPLY CHAIN (MAIDSTONE),id:12891174 ,481.07
Department of Health,Guys and St Thomas NHS Foundation Trust,03/04/2020,(81275) Medical Surgical Supplies & Equipment,(id:41858) Integrated Therapies and Medicine,NHS SUPPLY CHAIN (MAIDSTONE),id:12891174 ,55.5
Department of Health,Guys and St Thomas NHS Foundation Trust,24/04/2020,(50203) Consultants,(id:41855) Integrated Therapies and Medicine,KINGS COLLEGE LONDON:03529700,id:12930363 ,6249.58
Department of Health,Guys and St Thomas NHS Foundation Trust,03/04/2020,(50552) Qualified Nursing Staff,(id:41872) Integrated Therapies and Medicine,CONTINENTAL NURSE LTD,id:12952609  ,1399.9
Department of Health,Guys and St Thomas NHS Foundation Trust,03/04/2020,(50552) Qualified Nursing Staff,(id:41872) Integrated Therapies and Medicine,CONTINENTAL NURSE LTD,id:12952561  ,1399.9
Department of Health,Guys and St Thomas NHS Foundation Trust,24/04/2020,(50552) Qualified Nursing Staff,(id:41872) Integrated Therapies and Medicine,GLOBE LOCUMS LTD,id:12989101  ,315.7
Department of Health,Guys and St Thomas NHS Foundation Trust,24/04/2020,(50552) Qualified Nursing Staff,(id:41872) Integrated Therapies and Medicine,FIRSTPOINT HEALTHCARE LTD,id:12992773   ,635.01
Department of Health,Guys and St Thomas NHS Foundation Trust,17/04/2020,(50552) Qualified Nursing Staff,(id:41872) Integrated Therapies and Medicine,CONTINENTAL NURSE LTD,id:12975264  ,206.78
Department of Health,Guys and St Thomas NHS Foundation Trust,17/04/2020,(50552) Qualified Nursing Staff,(id:41872) Integrated Therapies and Medicine,CARE PROVIDERS HEALTHCARE,id:12975320   ,689.66
Department of Health,Guys and St Thomas NHS Foundation Trust,09/04/2020,(50552) Qualified Nursing Staff,(id:41872) Integrated Therapies and Medicine,CONTINENTAL NURSE LTD,id:12963368  ,2453.71
Department of Health,Guys and St Thomas NHS Foundation Trust,09/04/2020,(50552) Qualified Nursing Staff,(id:41872) Integrated Therapies and Medicine,YOUR NURSE LIMITED,id:12963431,426.19
Department of Health,Guys and St Thomas NHS Foundation Trust,03/04/2020,(50552) Qualified Nursing Staff,(id:41870) Integrated Therapies and Medicine,MSI GROUP LTD,id:12952721,327.12
Department of Health,Guys and St Thomas NHS Foundation Trust,03/04/2020,(82600) Uniforms & Clothing,(id:41869) Integrated Therapies and Medicine,NHS SUPPLY CHAIN (MAIDSTONE),id:12912734    ,536.38
Department of Health,Guys and St Thomas NHS Foundation Trust,03/04/2020,(82600) Uniforms & Clothing,(id:41869) Integrated Therapies and Medicine,SQUADRON MEDICAL LTD,id:12845899  ,370.66
Department of Health,Guys and St Thomas NHS Foundation Trust,17/04/2020,(84500) Establishment,(id:41869) Integrated Therapies and Medicine,BELMONT MEDICAL TECHNOLOGIES LTD (FORMERLY HC LIFE LIMITED),id:12975574    ,1639.2
Department of Health,Guys and St Thomas NHS Foundation Trust,17/04/2020,(84500) Establishment,(id:41869) Integrated Therapies and Medicine,STATIC SYSTEMS GROUP PLC CIS5,id:12778194    ,4126.62
Department of Health,Guys and St Thomas NHS Foundation Trust,17/04/2020,(84500) Establishment,(id:41869) Integrated Therapies and Medicine,ROCHE DIAGNOSTICS LTD,id:12948134  ,2502.61
Department of Health,Guys and St Thomas NHS Foundation Trust,03/04/2020,(83400) Office Equipment,(id:41869) Integrated Therapies and Medicine,NHS SUPPLY CHAIN (MAIDSTONE),id:12891174  ,257.79
Department of Health,Guys and St Thomas NHS Foundation Trust,24/04/2020,(83400) Office Equipment,(id:41869) Integrated Therapies and Medicine,SQUADRON MEDICAL LTD,id:12952266,7.1
Department of Health,Guys and St Thomas NHS Foundation Trust,09/04/2020,(83400) Office Equipment,(id:41869) Integrated Therapies and Medicine,SQUADRON MEDICAL LTD,id:12928639,175.34
Department of Health,Guys and St Thomas NHS Foundation Trust,09/04/2020,(83400) Office Equipment,(id:41869) Integrated Therapies and Medicine,SQUADRON MEDICAL LTD,id:12919571,195.22
