Department family,Entity,Date of payment,Expense type,Expense area,Supplier,Transaction number,amount
Department of Health,Guys and St Thomas NHS Foundation Trust,15/01/2021,(83400) Office Equipment,(id:41905) TAP,NHS SUPPLY CHAIN (MAIDSTONE),id:13559981  ,239.1
Department of Health,Guys and St Thomas NHS Foundation Trust,15/01/2021,(84500) Establishment,(id:2549419) TAP,CDP  PRINT MANAGEMENT,id:13614400,22.2
Department of Health,Guys and St Thomas NHS Foundation Trust,28/01/2021,(81255) Medical Surgical Supplies & Equipment,(id:41913) TAP,NHS SUPPLY CHAIN (MAIDSTONE),id:13578141 ,27.85
Department of Health,Guys and St Thomas NHS Foundation Trust,28/01/2021,(81100) Dressings,(id:41913) TAP,NHS SUPPLY CHAIN (MAIDSTONE),id:13598214    ,417.13
Department of Health,Guys and St Thomas NHS Foundation Trust,28/01/2021,(82600) Uniforms & Clothing,(id:41913) TAP,NHS SUPPLY CHAIN (MAIDSTONE),id:13598214    ,5.04
Department of Health,Guys and St Thomas NHS Foundation Trust,15/01/2021,(82800) Bedding & Linen,(id:41913) TAP,NHS SUPPLY CHAIN (MAIDSTONE),id:13544798   ,183.31
Department of Health,Guys and St Thomas NHS Foundation Trust,28/01/2021,(83500) Furniture & Fittings,(id:41913) TAP,TECHNIBLINDS LTD,id:13626935,1000.8
Department of Health,Guys and St Thomas NHS Foundation Trust,15/01/2021,(84500) Establishment,(id:41911) TAP,CDP  PRINT MANAGEMENT,id:13614401  ,34.1
Department of Health,Guys and St Thomas NHS Foundation Trust,28/01/2021,(82000) Provisions & Kitchens,(id:41918) TAP,NHS SUPPLY CHAIN (MAIDSTONE),id:13598214  ,10.14
Department of Health,Guys and St Thomas NHS Foundation Trust,15/01/2021,(84500) Establishment,(id:41918) TAP,CDP  PRINT MANAGEMENT,id:13614399  ,12.4
Department of Health,Guys and St Thomas NHS Foundation Trust,15/01/2021,(84500) Establishment,(id:41918) TAP,CDP  PRINT MANAGEMENT,id:13614396  ,3.1
Department of Health,Guys and St Thomas NHS Foundation Trust,08/01/2021,(81200) Medical Surgical Supplies & Equipment,(id:41918) TAP,JOHNSON & JOHNSON MEDICAL LTD,id:13484790,11730
Department of Health,Guys and St Thomas NHS Foundation Trust,08/01/2021,(81100) Dressings,(id:41918) TAP,ELIS UK LIMITED,id:13570374  ,471.9
Department of Health,Guys and St Thomas NHS Foundation Trust,08/01/2021,(81100) Dressings,(id:41918) TAP,ELIS UK LIMITED,id:13565935  ,543.5
Department of Health,Guys and St Thomas NHS Foundation Trust,28/01/2021,(81255) Medical Surgical Supplies & Equipment,(id:41918) TAP,NHS SUPPLY CHAIN (MAIDSTONE),id:13598214 ,4.37
Department of Health,Guys and St Thomas NHS Foundation Trust,28/01/2021,(82800) Bedding & Linen,(id:41916) TAP,NHS SUPPLY CHAIN (MAIDSTONE),id:13589614   ,29.03
Department of Health,Guys and St Thomas NHS Foundation Trust,15/01/2021,(84500) Establishment,(id:41916) TAP,CDP  PRINT MANAGEMENT,id:13614394  ,17.5
Department of Health,Guys and St Thomas NHS Foundation Trust,15/01/2021,(81100) Dressings,(id:41916) TAP,NHS SUPPLY CHAIN (MAIDSTONE),id:13544798    ,180.07
Department of Health,Guys and St Thomas NHS Foundation Trust,28/01/2021,(81100) Dressings,(id:41916) TAP,NHS SUPPLY CHAIN (MAIDSTONE),id:13578141    ,365.41
Department of Health,Guys and St Thomas NHS Foundation Trust,15/01/2021,(83400) Office Equipment,(id:41916) TAP,NHS SUPPLY CHAIN (MAIDSTONE),id:13544798  ,329.39
Department of Health,Guys and St Thomas NHS Foundation Trust,28/01/2021,(83400) Office Equipment,(id:41916) TAP,NHS SUPPLY CHAIN (MAIDSTONE),id:13598214  ,16.71
Department of Health,Guys and St Thomas NHS Foundation Trust,15/01/2021,(81230) Medical Surgical Supplies & Equipment,(id:41916) TAP,NHS SUPPLY CHAIN (MAIDSTONE),id:13544798 ,6.6
Department of Health,Guys and St Thomas NHS Foundation Trust,15/01/2021,(82800) Bedding & Linen,(id:41922) TAP,NHS SUPPLY CHAIN (MAIDSTONE),id:13559981   ,31.97
Department of Health,Guys and St Thomas NHS Foundation Trust,15/01/2021,(84500) Establishment,(id:41921) TAP,CDP  PRINT MANAGEMENT,id:13614401  ,12.4
Department of Health,Guys and St Thomas NHS Foundation Trust,15/01/2021,(81100) Dressings,(id:41921) TAP,NHS SUPPLY CHAIN (MAIDSTONE),id:13559981    ,355.14
Department of Health,Guys and St Thomas NHS Foundation Trust,28/01/2021,(81275) Medical Surgical Supplies & Equipment,(id:41921) TAP,NHS SUPPLY CHAIN (MAIDSTONE),id:13589614 ,5.4
Department of Health,Guys and St Thomas NHS Foundation Trust,28/01/2021,(82700) Uniforms & Clothing,(id:41958) Gastrointestinal Medicine & Surgery,NHS SUPPLY CHAIN (MAIDSTONE),id:13598214  ,31.68
Department of Health,Guys and St Thomas NHS Foundation Trust,15/01/2021,(50522) Unqualified Nursing Staff,(id:41958) Gastrointestinal Medicine & Surgery,GLOBE LOCUMS LTD,id:13629318   ,239.71
Department of Health,Guys and St Thomas NHS Foundation Trust,28/01/2021,(81225) Medical Surgical Supplies & Equipment,(id:41958) Gastrointestinal Medicine & Surgery,NHS SUPPLY CHAIN (MAIDSTONE),id:13589614    ,14.55
Department of Health,Guys and St Thomas NHS Foundation Trust,28/01/2021,(81225) Medical Surgical Supplies & Equipment,(id:41958) Gastrointestinal Medicine & Surgery,NHS SUPPLY CHAIN (MAIDSTONE),id:13598214    ,14.55
Department of Health,Guys and St Thomas NHS Foundation Trust,15/01/2021,(81000) Surgical Appliances,(id:41956) Gastrointestinal Medicine & Surgery,TALAR MADE ORTHOTICS LTD,id:13624754 ,29.4
Department of Health,Guys and St Thomas NHS Foundation Trust,15/01/2021,(84500) Establishment,(id:41954) Gastrointestinal Medicine & Surgery,CDP  PRINT MANAGEMENT,id:13614397,7.2
Department of Health,Guys and St Thomas NHS Foundation Trust,28/01/2021,(81200) Medical Surgical Supplies & Equipment,(id:41954) Gastrointestinal Medicine & Surgery,NHS SUPPLY CHAIN (MAIDSTONE),id:13598214    ,322.32
Department of Health,Guys and St Thomas NHS Foundation Trust,15/01/2021,(81100) Dressings,(id:41954) Gastrointestinal Medicine & Surgery,NHS SUPPLY CHAIN (MAIDSTONE),id:13544798  ,615.73
Department of Health,Guys and St Thomas NHS Foundation Trust,28/01/2021,(50552) Qualified Nursing Staff,(id:41954) Gastrointestinal Medicine & Surgery,MSI GROUP LTD,id:13694440   ,357.81
Department of Health,Guys and St Thomas NHS Foundation Trust,08/01/2021,(50552) Qualified Nursing Staff,(id:41954) Gastrointestinal Medicine & Surgery,CONTINENTAL NURSE LTD,id:13611835,2332.38
Department of Health,Guys and St Thomas NHS Foundation Trust,15/01/2021,(81255) Medical Surgical Supplies & Equipment,(id:41954) Gastrointestinal Medicine & Surgery,NHS SUPPLY CHAIN (MAIDSTONE),id:13559981    ,5.29
Department of Health,Guys and St Thomas NHS Foundation Trust,28/01/2021,(81700) Lab Equipment Purchase,(id:41954) Gastrointestinal Medicine & Surgery,NHS SUPPLY CHAIN (MAIDSTONE),id:13589614    ,3.14
Department of Health,Guys and St Thomas NHS Foundation Trust,28/01/2021,(81700) Lab Equipment Purchase,(id:41954) Gastrointestinal Medicine & Surgery,NHS SUPPLY CHAIN (MAIDSTONE),id:13598214    ,11.86
Department of Health,Guys and St Thomas NHS Foundation Trust,08/01/2021,(81100) Dressings,(id:41949) Gastrointestinal Medicine & Surgery,JOHNSON & JOHNSON MEDICAL LTD,id:13558267 ,678.78
Department of Health,Guys and St Thomas NHS Foundation Trust,08/01/2021,(81200) Medical Surgical Supplies & Equipment,(id:41949) Gastrointestinal Medicine & Surgery,JOHNSON & JOHNSON MEDICAL LTD,id:13561743   ,199.98
Department of Health,Guys and St Thomas NHS Foundation Trust,08/01/2021,(81200) Medical Surgical Supplies & Equipment,(id:41949) Gastrointestinal Medicine & Surgery,LOCAMED LTD,id:13584338 ,264
Department of Health,Guys and St Thomas NHS Foundation Trust,08/01/2021,(81200) Medical Surgical Supplies & Equipment,(id:41949) Gastrointestinal Medicine & Surgery,JOHNSON & JOHNSON MEDICAL LTD,id:13561735   ,295.4
Department of Health,Guys and St Thomas NHS Foundation Trust,08/01/2021,(81200) Medical Surgical Supplies & Equipment,(id:41949) Gastrointestinal Medicine & Surgery,JOHNSON & JOHNSON MEDICAL LTD,id:13565088   ,353.83
Department of Health,Guys and St Thomas NHS Foundation Trust,22/01/2021,(81200) Medical Surgical Supplies & Equipment,(id:41949) Gastrointestinal Medicine & Surgery,JOHNSON & JOHNSON MEDICAL LTD,id:13602379   ,1131.89
Department of Health,Guys and St Thomas NHS Foundation Trust,28/01/2021,(81200) Medical Surgical Supplies & Equipment,(id:41949) Gastrointestinal Medicine & Surgery,H&R HEALTHCARE LTD,id:13685414    ,7812
Department of Health,Guys and St Thomas NHS Foundation Trust,15/01/2021,(82000) Provisions & Kitchens,(id:2367419) Gastrointestinal Medicine & Surgery,NHS SUPPLY CHAIN (MAIDSTONE),id:13544798   ,21.36
Department of Health,Guys and St Thomas NHS Foundation Trust,28/01/2021,(82800) Bedding & Linen,(id:2367419) Gastrointestinal Medicine & Surgery,NHS SUPPLY CHAIN (MAIDSTONE),id:13589614    ,144.63
Department of Health,Guys and St Thomas NHS Foundation Trust,28/01/2021,(82800) Bedding & Linen,(id:2367419) Gastrointestinal Medicine & Surgery,NHS SUPPLY CHAIN (MAIDSTONE),id:13578141    ,53.51
Department of Health,Guys and St Thomas NHS Foundation Trust,28/01/2021,(81255) Medical Surgical Supplies & Equipment,(id:2367419) Gastrointestinal Medicine & Surgery,NHS SUPPLY CHAIN (MAIDSTONE),id:13589614  ,1.87
Department of Health,Guys and St Thomas NHS Foundation Trust,15/01/2021,(81255) Medical Surgical Supplies & Equipment,(id:2367419) Gastrointestinal Medicine & Surgery,NHS SUPPLY CHAIN (MAIDSTONE),id:13559981  ,1.55
Department of Health,Guys and St Thomas NHS Foundation Trust,28/01/2021,(81200) Medical Surgical Supplies & Equipment,(id:1064419) Gastrointestinal Medicine & Surgery,CORPTELUK,id:13669554 ,7.21
Department of Health,Guys and St Thomas NHS Foundation Trust,15/01/2021,(81200) Medical Surgical Supplies & Equipment,(id:41957) Gastrointestinal Medicine & Surgery,NHS SUPPLY CHAIN (MAIDSTONE),id:13559981    ,8.11
Department of Health,Guys and St Thomas NHS Foundation Trust,08/01/2021,(81200) Medical Surgical Supplies & Equipment,(id:41942) Gastrointestinal Medicine & Surgery,FUNCTIONAL GUT DIAGNOSTICS LTD,id:13605735  ,36
Department of Health,Guys and St Thomas NHS Foundation Trust,05/01/2021,(83640) IT Costs,(id:41942) Gastrointestinal Medicine & Surgery,BIOCOMPUTING PLATFORMS LTD OY,id:12930014  ,3260
Department of Health,Guys and St Thomas NHS Foundation Trust,08/01/2021,(81700) Lab Equipment Purchase,(id:41942) Gastrointestinal Medicine & Surgery,FUNCTIONAL GUT DIAGNOSTICS LTD,id:13605735  ,4375
Department of Health,Guys and St Thomas NHS Foundation Trust,15/01/2021,(81700) Lab Equipment Purchase,(id:41942) Gastrointestinal Medicine & Surgery,NHS SUPPLY CHAIN (MAIDSTONE),id:13544798    ,40.38
Department of Health,Guys and St Thomas NHS Foundation Trust,15/01/2021,(82800) Bedding & Linen,(id:41917) Gastrointestinal Medicine & Surgery,NHS SUPPLY CHAIN (MAIDSTONE),id:13544798 ,67.39
Department of Health,Guys and St Thomas NHS Foundation Trust,28/01/2021,(82700) Uniforms & Clothing,(id:41917) Gastrointestinal Medicine & Surgery,NHS SUPPLY CHAIN (MAIDSTONE),id:13578141  ,626.83
Department of Health,Guys and St Thomas NHS Foundation Trust,08/01/2021,(81235) Medical Surgical Supplies & Equipment,(id:41917) Gastrointestinal Medicine & Surgery,BOSTON SCIENTIFIC LTD,id:13583412 ,2174.1
Department of Health,Guys and St Thomas NHS Foundation Trust,08/01/2021,(81235) Medical Surgical Supplies & Equipment,(id:41917) Gastrointestinal Medicine & Surgery,BOSTON SCIENTIFIC LTD,id:13583417 ,1536.66
Department of Health,Guys and St Thomas NHS Foundation Trust,22/01/2021,(81200) Medical Surgical Supplies & Equipment,(id:41917) Gastrointestinal Medicine & Surgery,SYNECTICS MEDICAL LTD (SYNMED),id:13614831  ,2541.6
Department of Health,Guys and St Thomas NHS Foundation Trust,22/01/2021,(81200) Medical Surgical Supplies & Equipment,(id:41917) Gastrointestinal Medicine & Surgery,BOSTON SCIENTIFIC LTD,id:13597750 ,3480
Department of Health,Guys and St Thomas NHS Foundation Trust,08/01/2021,(81200) Medical Surgical Supplies & Equipment,(id:41917) Gastrointestinal Medicine & Surgery,SYNECTICS MEDICAL LTD (SYNMED),id:13609945  ,2151.6
Department of Health,Guys and St Thomas NHS Foundation Trust,08/01/2021,(81200) Medical Surgical Supplies & Equipment,(id:41917) Gastrointestinal Medicine & Surgery,MEDTRONIC LTD,id:13585496    ,4140
Department of Health,Guys and St Thomas NHS Foundation Trust,28/01/2021,(81200) Medical Surgical Supplies & Equipment,(id:41917) Gastrointestinal Medicine & Surgery,NHS SUPPLY CHAIN (MAIDSTONE),id:13589614    ,8799.33
Department of Health,Guys and St Thomas NHS Foundation Trust,28/01/2021,(81200) Medical Surgical Supplies & Equipment,(id:41917) Gastrointestinal Medicine & Surgery,DIAGMED HEALTHCARE LTD,id:13680414,936
Department of Health,Guys and St Thomas NHS Foundation Trust,28/01/2021,(81200) Medical Surgical Supplies & Equipment,(id:41917) Gastrointestinal Medicine & Surgery,SYNECTICS MEDICAL LTD (SYNMED),id:13682414  ,2541.6
Department of Health,Guys and St Thomas NHS Foundation Trust,28/01/2021,(81200) Medical Surgical Supplies & Equipment,(id:41917) Gastrointestinal Medicine & Surgery,MEDTRONIC LTD,id:13615275    ,3870
Department of Health,Guys and St Thomas NHS Foundation Trust,15/01/2021,(81200) Medical Surgical Supplies & Equipment,(id:41917) Gastrointestinal Medicine & Surgery,NHS SUPPLY CHAIN (MAIDSTONE),id:13559981    ,1443.74
Department of Health,Guys and St Thomas NHS Foundation Trust,28/01/2021,(81400) Medical Surgical Supplies & Equipment,(id:41917) Gastrointestinal Medicine & Surgery,NHS SUPPLY CHAIN (MAIDSTONE),id:13578141    ,4153.24
Department of Health,Guys and St Thomas NHS Foundation Trust,08/01/2021,(83610) IT Costs,(id:41917) Gastrointestinal Medicine & Surgery,OFFICE DEPOT UK LTD,id:13576819  ,1048.8
Department of Health,Guys and St Thomas NHS Foundation Trust,08/01/2021,(50552) Qualified Nursing Staff,(id:41917) Gastrointestinal Medicine & Surgery,SIRONA MEDICAL LIMITED,id:13611751    ,486.21
Department of Health,Guys and St Thomas NHS Foundation Trust,08/01/2021,(50552) Qualified Nursing Staff,(id:41917) Gastrointestinal Medicine & Surgery,CONTINENTAL NURSE LTD,id:13611774,1946.36
Department of Health,Guys and St Thomas NHS Foundation Trust,28/01/2021,(81255) Medical Surgical Supplies & Equipment,(id:41917) Gastrointestinal Medicine & Surgery,NHS SUPPLY CHAIN (MAIDSTONE),id:13589614    ,110.4
Department of Health,Guys and St Thomas NHS Foundation Trust,15/01/2021,(86300) Healthcare from non-NHS bodies,(id:2534420) Gastrointestinal Medicine & Surgery,18 WEEK SUPPORT LIMITED,id:13627194    ,23800
Department of Health,Guys and St Thomas NHS Foundation Trust,15/01/2021,(81900) Lab Equipment Purchase,(id:111406) Pathology,VIAPATH SERVICES LLP,id:13523191  ,8415
Department of Health,Guys and St Thomas NHS Foundation Trust,22/01/2021,(83880) Building & Engineering,(id:3821419) Cancer Strategy,CER LONG LANE LTD,id:13661877   ,9628
Department of Health,Guys and St Thomas NHS Foundation Trust,15/01/2021,(81200) Medical Surgical Supplies & Equipment,(id:2625419) Transplant Renal and Urology,BARD LTD,id:13597024    ,666.36
Department of Health,Guys and St Thomas NHS Foundation Trust,15/01/2021,(84500) Establishment,(id:42419) Transplant Renal and Urology,CDP  PRINT MANAGEMENT,id:13614396  ,52.5
Department of Health,Guys and St Thomas NHS Foundation Trust,15/01/2021,(81100) Dressings,(id:42419) Transplant Renal and Urology,NHS SUPPLY CHAIN (MAIDSTONE),id:13544798    ,320.96
Department of Health,Guys and St Thomas NHS Foundation Trust,28/01/2021,(81200) Medical Surgical Supplies & Equipment,(id:42419) Transplant Renal and Urology,NHS SUPPLY CHAIN (MAIDSTONE),id:13589614 ,472.35
Department of Health,Guys and St Thomas NHS Foundation Trust,28/01/2021,(81225) Medical Surgical Supplies & Equipment,(id:42419) Transplant Renal and Urology,NHS SUPPLY CHAIN (MAIDSTONE),id:13598214 ,30.48
Department of Health,Guys and St Thomas NHS Foundation Trust,28/01/2021,(81700) Lab Equipment Purchase,(id:42419) Transplant Renal and Urology,NHS SUPPLY CHAIN (MAIDSTONE),id:13578141 ,35.43
Department of Health,Guys and St Thomas NHS Foundation Trust,15/01/2021,(84500) Establishment,(id:2882419) Transplant Renal and Urology,CDP  PRINT MANAGEMENT,id:13614395,100.8
Department of Health,Guys and St Thomas NHS Foundation Trust,28/01/2021,(81200) Medical Surgical Supplies & Equipment,(id:2882419) Transplant Renal and Urology,NHS SUPPLY CHAIN (MAIDSTONE),id:13578141    ,1311.36
Department of Health,Guys and St Thomas NHS Foundation Trust,08/01/2021,(81200) Medical Surgical Supplies & Equipment,(id:42450) Transplant Renal and Urology,STRYKER UK LTD,id:13556604,613.87
Department of Health,Guys and St Thomas NHS Foundation Trust,15/01/2021,(81200) Medical Surgical Supplies & Equipment,(id:42450) Transplant Renal and Urology,STRYKER UK LTD,id:13634594,613.87
Department of Health,Guys and St Thomas NHS Foundation Trust,08/01/2021,(81200) Medical Surgical Supplies & Equipment,(id:42450) Transplant Renal and Urology,MEDTRONIC LTD,id:13570994 ,931.18
Department of Health,Guys and St Thomas NHS Foundation Trust,28/01/2021,(83400) Office Equipment,(id:42447) Transplant Renal and Urology,NHS SUPPLY CHAIN (MAIDSTONE),id:13589614  ,162.79
Department of Health,Guys and St Thomas NHS Foundation Trust,15/01/2021,(81400) Medical Surgical Supplies & Equipment,(id:42447) Transplant Renal and Urology,NHS SUPPLY CHAIN ( CAPITAL FUND ONLY),id:13627262  ,405.41
Department of Health,Guys and St Thomas NHS Foundation Trust,28/01/2021,(81700) Lab Equipment Purchase,(id:42447) Transplant Renal and Urology,NHS SUPPLY CHAIN (MAIDSTONE),id:13578141 ,39.88
Department of Health,Guys and St Thomas NHS Foundation Trust,28/01/2021,(81225) Medical Surgical Supplies & Equipment,(id:42447) Transplant Renal and Urology,NHS SUPPLY CHAIN (MAIDSTONE),id:13578141 ,6.24
Department of Health,Guys and St Thomas NHS Foundation Trust,28/01/2021,(81230) Medical Surgical Supplies & Equipment,(id:42447) Transplant Renal and Urology,NHS SUPPLY CHAIN (MAIDSTONE),id:13598214 ,70.92
Department of Health,Guys and St Thomas NHS Foundation Trust,22/01/2021,(81200) Medical Surgical Supplies & Equipment,(id:42446) Transplant Renal and Urology,BOSTON SCIENTIFIC LTD,id:13665945   ,5216.94
Department of Health,Guys and St Thomas NHS Foundation Trust,28/01/2021,(81200) Medical Surgical Supplies & Equipment,(id:42446) Transplant Renal and Urology,BXTACCELYON LIMITED,id:13695355,1254
Department of Health,Guys and St Thomas NHS Foundation Trust,08/01/2021,(81265) Medical Surgical Supplies & Equipment,(id:42446) Transplant Renal and Urology,BOSTON SCIENTIFIC LTD,id:13558275   ,6480.6
Department of Health,Guys and St Thomas NHS Foundation Trust,08/01/2021,(81200) Medical Surgical Supplies & Equipment,(id:42444) Transplant Renal and Urology,BOSTON SCIENTIFIC LTD,id:13582543   ,571.8
Department of Health,Guys and St Thomas NHS Foundation Trust,15/01/2021,(82800) Bedding & Linen,(id:42443) Transplant Renal and Urology,NHS SUPPLY CHAIN (MAIDSTONE),id:13559981   ,223.79
Department of Health,Guys and St Thomas NHS Foundation Trust,28/01/2021,(81100) Dressings,(id:42443) Transplant Renal and Urology,NHS SUPPLY CHAIN (MAIDSTONE),id:13589614    ,443.3
Department of Health,Guys and St Thomas NHS Foundation Trust,28/01/2021,(81100) Dressings,(id:42443) Transplant Renal and Urology,NHS SUPPLY CHAIN (MAIDSTONE),id:13578141    ,655.13
Department of Health,Guys and St Thomas NHS Foundation Trust,15/01/2021,(81200) Medical Surgical Supplies & Equipment,(id:42443) Transplant Renal and Urology,NHS SUPPLY CHAIN (MAIDSTONE),id:13544798 ,1479.9
Department of Health,Guys and St Thomas NHS Foundation Trust,28/01/2021,(83400) Office Equipment,(id:42443) Transplant Renal and Urology,NHS SUPPLY CHAIN (MAIDSTONE),id:13589614  ,94.95
Department of Health,Guys and St Thomas NHS Foundation Trust,28/01/2021,(83400) Office Equipment,(id:42443) Transplant Renal and Urology,NHS SUPPLY CHAIN (MAIDSTONE),id:13598214  ,86.89
Department of Health,Guys and St Thomas NHS Foundation Trust,28/01/2021,(81255) Medical Surgical Supplies & Equipment,(id:42443) Transplant Renal and Urology,NHS SUPPLY CHAIN (MAIDSTONE),id:13589614 ,86.35
Department of Health,Guys and St Thomas NHS Foundation Trust,08/01/2021,(50552) Qualified Nursing Staff,(id:42442) Transplant Renal and Urology,GLOBE LOCUMS LTD,id:13611674  ,321.6
Department of Health,Guys and St Thomas NHS Foundation Trust,28/01/2021,(81225) Medical Surgical Supplies & Equipment,(id:42442) Transplant Renal and Urology,NHS SUPPLY CHAIN (MAIDSTONE),id:13578141 ,12.14
Department of Health,Guys and St Thomas NHS Foundation Trust,22/01/2021,(81200) Medical Surgical Supplies & Equipment,(id:42439) Transplant Renal and Urology,INTUITIVE SURGICAL LTD,id:13641634  ,172989.67
Department of Health,Guys and St Thomas NHS Foundation Trust,15/01/2021,(81200) Medical Surgical Supplies & Equipment,(id:2653419) Transplant Renal and Urology,NHS SUPPLY CHAIN (MAIDSTONE),id:13544798    ,70.38
