Department family,Entity,Date of payment,Expense type,Expense area,Supplier,Transaction number,amount
Department of Health,Guys and St Thomas NHS Foundation Trust,26/11/2020,(80205) Drug Costs,(id:42273) Haematology,HEALTHCARE AT HOME LTD,id:13505671 ,3967
Department of Health,Guys and St Thomas NHS Foundation Trust,26/11/2020,(80205) Drug Costs,(id:42273) Haematology,HEALTHCARE AT HOME LTD,id:13505657 ,21057
Department of Health,Guys and St Thomas NHS Foundation Trust,27/11/2020,(80205) Drug Costs,(id:42273) Haematology,HEALTHCARE AT HOME LTD,id:13509579 ,-3975
Department of Health,Guys and St Thomas NHS Foundation Trust,06/11/2020,(50200) Consultants,(id:202405) Haematology,KINGS COLLEGE LONDON:03529700,id:13348659  ,12836.05
Department of Health,Guys and St Thomas NHS Foundation Trust,27/11/2020,(50200) Consultants,(id:202405) Haematology,KINGS COLLEGE LONDON:03529700,id:13417474  ,11473.6
Department of Health,Guys and St Thomas NHS Foundation Trust,27/11/2020,(83610) IT Costs,(id:42128) Haematology,HUMAN TISSUE AUTHORITY:70522200,id:13504619    ,8065
Department of Health,Guys and St Thomas NHS Foundation Trust,06/11/2020,(54052) Technical Officers,(id:42128) Haematology,TOTAL ASSIST RECRUITMENT LTD,id:13427134  ,1041.64
Department of Health,Guys and St Thomas NHS Foundation Trust,20/11/2020,(54052) Technical Officers,(id:42128) Haematology,TOTAL ASSIST RECRUITMENT LTD,id:13470626  ,990.41
Department of Health,Guys and St Thomas NHS Foundation Trust,13/11/2020,(82700) Uniforms & Clothing,(id:42258) Oncology Services,NHS SUPPLY CHAIN (MAIDSTONE),id:13385919,44.09
Department of Health,Guys and St Thomas NHS Foundation Trust,13/11/2020,(83400) Office Equipment,(id:42258) Oncology Services,NHS SUPPLY CHAIN (MAIDSTONE),id:13400692   ,5.59
Department of Health,Guys and St Thomas NHS Foundation Trust,27/11/2020,(83880) Building & Engineering,(id:42258) Oncology Services,REDLAND CONSTRUCTION LIMITED,id:13508574  ,4530
Department of Health,Guys and St Thomas NHS Foundation Trust,06/11/2020,(83755) Rental under Operating Lease,(id:42258) Oncology Services,OXLEAS NHS FOUNDATION TRUST,id:13450655  ,5933.33
Department of Health,Guys and St Thomas NHS Foundation Trust,06/11/2020,(50200) Consultants,(id:42257) Oncology Services,KINGS COLLEGE LONDON:03529700,id:13348659  ,25962.62
Department of Health,Guys and St Thomas NHS Foundation Trust,13/11/2020,(50200) Consultants,(id:42257) Oncology Services,KINGS COLLEGE LONDON:03529700,id:13417660  ,24714.43
Department of Health,Guys and St Thomas NHS Foundation Trust,06/11/2020,(89120) Other - Legal fees,(id:42257) Oncology Services,BEACHCROFT LLP OFFICE ACCOUNT,id:13443596,812.5
Department of Health,Guys and St Thomas NHS Foundation Trust,06/11/2020,(89000) Other - Training courses and conferences,(id:42257) Oncology Services,ROYAL COLLEGE OF PHYSICIANS,id:13417667,3900
Department of Health,Guys and St Thomas NHS Foundation Trust,27/11/2020,(50200) Consultants,(id:42261) Oncology Services,KINGS COLLEGE LONDON:03529700,id:13417474  ,24954.35
Department of Health,Guys and St Thomas NHS Foundation Trust,06/11/2020,(50200) Consultants,(id:42261) Oncology Services,KINGS COLLEGE LONDON:03529700,id:13348659  ,27439.15
Department of Health,Guys and St Thomas NHS Foundation Trust,13/11/2020,(81700) Lab Equipment Purchase,(id:42261) Oncology Services,NHS SUPPLY CHAIN (MAIDSTONE),id:13400692  ,13.2
Department of Health,Guys and St Thomas NHS Foundation Trust,13/11/2020,(81700) Lab Equipment Purchase,(id:42261) Oncology Services,NHS SUPPLY CHAIN (MAIDSTONE),id:13385919  ,92.84
Department of Health,Guys and St Thomas NHS Foundation Trust,13/11/2020,(81200) Medical Surgical Supplies & Equipment,(id:42261) Oncology Services,NHS SUPPLY CHAIN (MAIDSTONE),id:13385919  ,254.26
Department of Health,Guys and St Thomas NHS Foundation Trust,13/11/2020,(89595) Non-Healthcare from Foundation Trusts,(id:42261) Oncology Services,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,id:13410794 ,57814
Department of Health,Guys and St Thomas NHS Foundation Trust,06/11/2020,(81000) Surgical Appliances,(id:42261) Oncology Services,MEDI UK LTD,id:13437754  ,332.65
Department of Health,Guys and St Thomas NHS Foundation Trust,13/11/2020,(81000) Surgical Appliances,(id:42261) Oncology Services,MEDI UK LTD,id:13469554  ,347.59
Department of Health,Guys and St Thomas NHS Foundation Trust,13/11/2020,(81000) Surgical Appliances,(id:42261) Oncology Services,TALAR MADE ORTHOTICS LTD,id:13469474    ,145.72
Department of Health,Guys and St Thomas NHS Foundation Trust,13/11/2020,(81255) Medical Surgical Supplies & Equipment,(id:42260) Oncology Services,NHS SUPPLY CHAIN (MAIDSTONE),id:13385919  ,1.56
Department of Health,Guys and St Thomas NHS Foundation Trust,13/11/2020,(82000) Provisions & Kitchens,(id:42260) Oncology Services,NHS SUPPLY CHAIN (MAIDSTONE),id:13385919   ,15.6
Department of Health,Guys and St Thomas NHS Foundation Trust,13/11/2020,(82000) Provisions & Kitchens,(id:42259) Oncology Services,NHS SUPPLY CHAIN (MAIDSTONE),id:13361014   ,140.55
Department of Health,Guys and St Thomas NHS Foundation Trust,06/11/2020,(83500) Furniture & Fittings,(id:42259) Oncology Services,HOSPITAL METALCRAFT LTD,id:13430477    ,784.73
Department of Health,Guys and St Thomas NHS Foundation Trust,13/11/2020,(81100) Dressings,(id:42259) Oncology Services,NHS SUPPLY CHAIN (MAIDSTONE),id:13361014,109.02
Department of Health,Guys and St Thomas NHS Foundation Trust,13/11/2020,(81100) Dressings,(id:42259) Oncology Services,NHS SUPPLY CHAIN (MAIDSTONE),id:13400692,327.02
Department of Health,Guys and St Thomas NHS Foundation Trust,13/11/2020,(81255) Medical Surgical Supplies & Equipment,(id:42259) Oncology Services,NHS SUPPLY CHAIN (MAIDSTONE),id:13385919  ,6
Department of Health,Guys and St Thomas NHS Foundation Trust,20/11/2020,(81200) Medical Surgical Supplies & Equipment,(id:42280) Surgical Oncology,Q MEDICAL TECHNOLOGIES LTD,id:13462774    ,-1429.2
Department of Health,Guys and St Thomas NHS Foundation Trust,27/11/2020,(81200) Medical Surgical Supplies & Equipment,(id:42280) Surgical Oncology,TRIANGLE SURGICAL LTD,id:13498756    ,619.2
Department of Health,Guys and St Thomas NHS Foundation Trust,13/11/2020,(81700) Lab Equipment Purchase,(id:42280) Surgical Oncology,NHS SUPPLY CHAIN (MAIDSTONE),id:13361014  ,31.18
Department of Health,Guys and St Thomas NHS Foundation Trust,20/11/2020,(82600) Uniforms & Clothing,(id:42280) Surgical Oncology,DICT8 LIMITED,id:13412614,1158
Department of Health,Guys and St Thomas NHS Foundation Trust,13/11/2020,(81200) Medical Surgical Supplies & Equipment,(id:243406) Surgical Oncology,NHS SUPPLY CHAIN (MAIDSTONE),id:13385919 ,1390.56
Department of Health,Guys and St Thomas NHS Foundation Trust,13/11/2020,(81700) Lab Equipment Purchase,(id:243406) Surgical Oncology,NHS SUPPLY CHAIN (MAIDSTONE),id:13400692 ,24.6
Department of Health,Guys and St Thomas NHS Foundation Trust,13/11/2020,(81100) Dressings,(id:243406) Surgical Oncology,NHS SUPPLY CHAIN (MAIDSTONE),id:13361014    ,71.65
Department of Health,Guys and St Thomas NHS Foundation Trust,27/11/2020,(81200) Medical Surgical Supplies & Equipment,(id:42474) Surgical Oncology,DELTA SURGICAL LTD,id:13488237  ,3247.2
Department of Health,Guys and St Thomas NHS Foundation Trust,13/11/2020,(81700) Lab Equipment Purchase,(id:42474) Surgical Oncology,NHS SUPPLY CHAIN (MAIDSTONE),id:13385919  ,26.14
Department of Health,Guys and St Thomas NHS Foundation Trust,13/11/2020,(81100) Dressings,(id:42473) Surgical Oncology,NHS SUPPLY CHAIN (MAIDSTONE),id:13361014,13.92
Department of Health,Guys and St Thomas NHS Foundation Trust,20/11/2020,(81100) Dressings,(id:42473) Surgical Oncology,JOHNSON & JOHNSON MEDICAL LTD,id:13444832    ,556.6
Department of Health,Guys and St Thomas NHS Foundation Trust,27/11/2020,(81200) Medical Surgical Supplies & Equipment,(id:42473) Surgical Oncology,MERCIAN SURGICAL SUPPLY CO LTD,id:13507741,1002
Department of Health,Guys and St Thomas NHS Foundation Trust,06/11/2020,(81200) Medical Surgical Supplies & Equipment,(id:42473) Surgical Oncology,JOHNSON & JOHNSON MEDICAL LTD,id:13431500 ,6533.78
Department of Health,Guys and St Thomas NHS Foundation Trust,06/11/2020,(81200) Medical Surgical Supplies & Equipment,(id:42473) Surgical Oncology,MEDTRONIC LTD,id:13440434  ,519.6
Department of Health,Guys and St Thomas NHS Foundation Trust,06/11/2020,(81200) Medical Surgical Supplies & Equipment,(id:42473) Surgical Oncology,JOHNSON & JOHNSON MEDICAL LTD,id:13413562 ,217.74
Department of Health,Guys and St Thomas NHS Foundation Trust,06/11/2020,(81200) Medical Surgical Supplies & Equipment,(id:42473) Surgical Oncology,JOHNSON & JOHNSON MEDICAL LTD,id:13392966 ,590.8
Department of Health,Guys and St Thomas NHS Foundation Trust,13/11/2020,(81200) Medical Surgical Supplies & Equipment,(id:42473) Surgical Oncology,CCMED LTD,id:13464054 ,2242.2
Department of Health,Guys and St Thomas NHS Foundation Trust,13/11/2020,(81400) Medical Surgical Supplies & Equipment,(id:42473) Surgical Oncology,NHS SUPPLY CHAIN ( CAPITAL FUND ONLY),id:13466874   ,16320.45
Department of Health,Guys and St Thomas NHS Foundation Trust,13/11/2020,(83400) Office Equipment,(id:42473) Surgical Oncology,NHS SUPPLY CHAIN (MAIDSTONE),id:13385919   ,228
Department of Health,Guys and St Thomas NHS Foundation Trust,06/11/2020,(81215) Medical Surgical Supplies & Equipment,(id:42475) Surgical Oncology,COCHLEAR EUROPE LTD,id:13433680 ,1068
Department of Health,Guys and St Thomas NHS Foundation Trust,13/11/2020,(81215) Medical Surgical Supplies & Equipment,(id:42475) Surgical Oncology,COCHLEAR EUROPE LTD,id:13458385 ,19203.6
Department of Health,Guys and St Thomas NHS Foundation Trust,27/11/2020,(81225) Medical Surgical Supplies & Equipment,(id:42475) Surgical Oncology,MINERVA HEARING LTD,id:13021898 ,512.4
Department of Health,Guys and St Thomas NHS Foundation Trust,27/11/2020,(81225) Medical Surgical Supplies & Equipment,(id:42475) Surgical Oncology,MINERVA HEARING LTD,id:13021897 ,731.36
Department of Health,Guys and St Thomas NHS Foundation Trust,27/11/2020,(81225) Medical Surgical Supplies & Equipment,(id:42475) Surgical Oncology,NATUS NICOLET UK LTD ( T/A OTOMETRICS UK),id:13497794    ,814.8
Department of Health,Guys and St Thomas NHS Foundation Trust,06/11/2020,(81225) Medical Surgical Supplies & Equipment,(id:42475) Surgical Oncology,COCHLEAR EUROPE LTD,id:13409735 ,5139.6
Department of Health,Guys and St Thomas NHS Foundation Trust,20/11/2020,(81200) Medical Surgical Supplies & Equipment,(id:42472) Surgical Oncology,PHONAK UK LTD,id:13462756  ,696
Department of Health,Guys and St Thomas NHS Foundation Trust,06/11/2020,(81100) Dressings,(id:42286) Surgical Oncology,MEDTRONIC LTD,id:13392945,1872
Department of Health,Guys and St Thomas NHS Foundation Trust,20/11/2020,(81100) Dressings,(id:42286) Surgical Oncology,MEDTRONIC LTD,id:13441419,1872
Department of Health,Guys and St Thomas NHS Foundation Trust,13/11/2020,(81400) Medical Surgical Supplies & Equipment,(id:42286) Surgical Oncology,NHS SUPPLY CHAIN ( CAPITAL FUND ONLY),id:13466814   ,5503.62
Department of Health,Guys and St Thomas NHS Foundation Trust,13/11/2020,(81200) Medical Surgical Supplies & Equipment,(id:42286) Surgical Oncology,NHS SUPPLY CHAIN (MAIDSTONE),id:13361014  ,11174.84
Department of Health,Guys and St Thomas NHS Foundation Trust,06/11/2020,(81200) Medical Surgical Supplies & Equipment,(id:42284) Surgical Oncology,HOSPITAL METALCRAFT LTD,id:13433847  ,537.6
Department of Health,Guys and St Thomas NHS Foundation Trust,13/11/2020,(81100) Dressings,(id:42470) Surgical Oncology,NHS SUPPLY CHAIN (MAIDSTONE),id:13361014,453.05
Department of Health,Guys and St Thomas NHS Foundation Trust,13/11/2020,(81200) Medical Surgical Supplies & Equipment,(id:42470) Surgical Oncology,NHS SUPPLY CHAIN (MAIDSTONE),id:13385919  ,3825.69
Department of Health,Guys and St Thomas NHS Foundation Trust,13/11/2020,(81200) Medical Surgical Supplies & Equipment,(id:42470) Surgical Oncology,NHS SUPPLY CHAIN (MAIDSTONE),id:13400692  ,2047.01
Department of Health,Guys and St Thomas NHS Foundation Trust,18/11/2020,(81200) Medical Surgical Supplies & Equipment,(id:42470) Surgical Oncology,KAPITEX HEALTHCARE LTD,id:13377063   ,683.22
Department of Health,Guys and St Thomas NHS Foundation Trust,27/11/2020,(81200) Medical Surgical Supplies & Equipment,(id:42470) Surgical Oncology,STERIS IMS LTD,id:13482918 ,525
Department of Health,Guys and St Thomas NHS Foundation Trust,27/11/2020,(50552) Qualified Nursing Staff,(id:42470) Surgical Oncology,MSI GROUP LTD,id:13510708 ,303.11
Department of Health,Guys and St Thomas NHS Foundation Trust,06/11/2020,(50522) Unqualified Nursing Staff,(id:42470) Surgical Oncology,GLOBE LOCUMS LTD,id:13448354 ,232.04
Department of Health,Guys and St Thomas NHS Foundation Trust,13/11/2020,(50552) Qualified Nursing Staff,(id:2182419) Medicine,GLOBE LOCUMS LTD,id:13470522,531.4
Department of Health,Guys and St Thomas NHS Foundation Trust,20/11/2020,(50552) Qualified Nursing Staff,(id:2182419) Medicine,MSI GROUP LTD,id:13489823   ,665.64
Department of Health,Guys and St Thomas NHS Foundation Trust,20/11/2020,(50552) Qualified Nursing Staff,(id:2182419) Medicine,GLOBE LOCUMS LTD,id:13487603,417.99
Department of Health,Guys and St Thomas NHS Foundation Trust,13/11/2020,(81100) Dressings,(id:2182419) Medicine,NHS SUPPLY CHAIN (MAIDSTONE),id:13385919  ,246.16
Department of Health,Guys and St Thomas NHS Foundation Trust,13/11/2020,(81100) Dressings,(id:2182419) Medicine,NHS SUPPLY CHAIN (MAIDSTONE),id:13361014  ,334.24
Department of Health,Guys and St Thomas NHS Foundation Trust,13/11/2020,(83400) Office Equipment,(id:2182419) Medicine,NHS SUPPLY CHAIN (MAIDSTONE),id:13385919,329.15
Department of Health,Guys and St Thomas NHS Foundation Trust,13/11/2020,(83400) Office Equipment,(id:41860) Medicine,NHS SUPPLY CHAIN (MAIDSTONE),id:13400692  ,78.9
Department of Health,Guys and St Thomas NHS Foundation Trust,13/11/2020,(82800) Bedding & Linen,(id:41860) Medicine,NHS SUPPLY CHAIN (MAIDSTONE),id:13400692   ,156.39
Department of Health,Guys and St Thomas NHS Foundation Trust,13/11/2020,(50552) Qualified Nursing Staff,(id:41860) Medicine,CONTINENTAL NURSE LTD,id:13470295  ,1661.89
Department of Health,Guys and St Thomas NHS Foundation Trust,13/11/2020,(50552) Qualified Nursing Staff,(id:41860) Medicine,MSI GROUP LTD,id:13470437,352.42
Department of Health,Guys and St Thomas NHS Foundation Trust,27/11/2020,(50552) Qualified Nursing Staff,(id:41860) Medicine,GLOBE LOCUMS LTD,id:13510655  ,333.52
Department of Health,Guys and St Thomas NHS Foundation Trust,06/11/2020,(50552) Qualified Nursing Staff,(id:41860) Medicine,FIRSTPOINT HEALTHCARE LTD,id:13452475   ,609.26
Department of Health,Guys and St Thomas NHS Foundation Trust,20/11/2020,(50552) Qualified Nursing Staff,(id:41860) Medicine,CONTINENTAL NURSE LTD,id:13487764  ,2079.96
Department of Health,Guys and St Thomas NHS Foundation Trust,06/11/2020,(50522) Unqualified Nursing Staff,(id:41860) Medicine,MSI GROUP LTD,id:13448316   ,416.54
Department of Health,Guys and St Thomas NHS Foundation Trust,13/11/2020,(81200) Medical Surgical Supplies & Equipment,(id:41860) Medicine,NHS SUPPLY CHAIN (MAIDSTONE),id:13400692 ,865.98
Department of Health,Guys and St Thomas NHS Foundation Trust,13/11/2020,(83400) Office Equipment,(id:41859) Medicine,NHS SUPPLY CHAIN (MAIDSTONE),id:13400692  ,62.79
Department of Health,Guys and St Thomas NHS Foundation Trust,13/11/2020,(50552) Qualified Nursing Staff,(id:41859) Medicine,GLOBE LOCUMS LTD,id:13470309  ,286.87
Department of Health,Guys and St Thomas NHS Foundation Trust,27/11/2020,(50552) Qualified Nursing Staff,(id:41859) Medicine,MSI GROUP LTD,id:13510801,300.99
Department of Health,Guys and St Thomas NHS Foundation Trust,06/11/2020,(50552) Qualified Nursing Staff,(id:41859) Medicine,MSI GROUP LTD,id:13448319,291.27
Department of Health,Guys and St Thomas NHS Foundation Trust,06/11/2020,(50522) Unqualified Nursing Staff,(id:41859) Medicine,MSI GROUP LTD,id:13448238   ,249.44
Department of Health,Guys and St Thomas NHS Foundation Trust,13/11/2020,(81200) Medical Surgical Supplies & Equipment,(id:41859) Medicine,NHS SUPPLY CHAIN (MAIDSTONE),id:13385919 ,836.79
Department of Health,Guys and St Thomas NHS Foundation Trust,13/11/2020,(83400) Office Equipment,(id:41858) Medicine,NHS SUPPLY CHAIN (MAIDSTONE),id:13361014  ,49.81
Department of Health,Guys and St Thomas NHS Foundation Trust,13/11/2020,(81255) Medical Surgical Supplies & Equipment,(id:41858) Medicine,NHS SUPPLY CHAIN (MAIDSTONE),id:13400692 ,4.05
Department of Health,Guys and St Thomas NHS Foundation Trust,13/11/2020,(50522) Unqualified Nursing Staff,(id:41858) Medicine,CARE PROVIDERS HEALTHCARE,id:13470507 ,504.12
Department of Health,Guys and St Thomas NHS Foundation Trust,13/11/2020,(81000) Surgical Appliances,(id:41872) Medicine,TALAR MADE ORTHOTICS LTD,id:13468994   ,342
Department of Health,Guys and St Thomas NHS Foundation Trust,27/11/2020,(50552) Qualified Nursing Staff,(id:41872) Medicine,FIRSTPOINT HEALTHCARE LTD,id:13510714   ,347.34
Department of Health,Guys and St Thomas NHS Foundation Trust,06/11/2020,(50552) Qualified Nursing Staff,(id:41872) Medicine,MEDICSPRO LTD,id:13448272,703.95
Department of Health,Guys and St Thomas NHS Foundation Trust,13/11/2020,(81200) Medical Surgical Supplies & Equipment,(id:41869) Medicine,NHS SUPPLY CHAIN (MAIDSTONE),id:13361014 ,2251.33
Department of Health,Guys and St Thomas NHS Foundation Trust,13/11/2020,(81100) Dressings,(id:41869) Medicine,NHS SUPPLY CHAIN (MAIDSTONE),id:13361014    ,76.26
Department of Health,Guys and St Thomas NHS Foundation Trust,13/11/2020,(82000) Provisions & Kitchens,(id:41868) Medicine,NHS SUPPLY CHAIN (MAIDSTONE),id:13400692  ,233.81
Department of Health,Guys and St Thomas NHS Foundation Trust,13/11/2020,(84500) Establishment,(id:41880) Medicine,NHS SUPPLY CHAIN (MAIDSTONE),id:13385919,28.8
Department of Health,Guys and St Thomas NHS Foundation Trust,20/11/2020,(50552) Qualified Nursing Staff,(id:41880) Medicine,CARE PROVIDERS HEALTHCARE,id:13487749   ,656.43
Department of Health,Guys and St Thomas NHS Foundation Trust,13/11/2020,(81200) Medical Surgical Supplies & Equipment,(id:41880) Medicine,NHS SUPPLY CHAIN (MAIDSTONE),id:13400692 ,390.17
Department of Health,Guys and St Thomas NHS Foundation Trust,13/11/2020,(50522) Unqualified Nursing Staff,(id:41880) Medicine,GLOBE LOCUMS LTD,id:13470490,200.5
Department of Health,Guys and St Thomas NHS Foundation Trust,20/11/2020,(50522) Unqualified Nursing Staff,(id:41880) Medicine,MSI GROUP LTD,id:13487621   ,200.14
Department of Health,Guys and St Thomas NHS Foundation Trust,13/11/2020,(81100) Dressings,(id:41879) Medicine,NHS SUPPLY CHAIN (MAIDSTONE),id:13400692    ,97.12
Department of Health,Guys and St Thomas NHS Foundation Trust,13/11/2020,(50522) Unqualified Nursing Staff,(id:41879) Medicine,CARE PROVIDERS HEALTHCARE,id:13470554 ,591.68
Department of Health,Guys and St Thomas NHS Foundation Trust,13/11/2020,(50522) Unqualified Nursing Staff,(id:41879) Medicine,GLOBE LOCUMS LTD,id:13470624,236.3
Department of Health,Guys and St Thomas NHS Foundation Trust,13/11/2020,(81200) Medical Surgical Supplies & Equipment,(id:41879) Medicine,NHS SUPPLY CHAIN (MAIDSTONE),id:13361014 ,762.32
Department of Health,Guys and St Thomas NHS Foundation Trust,13/11/2020,(82000) Provisions & Kitchens,(id:41878) Medicine,NHS SUPPLY CHAIN (MAIDSTONE),id:13400692  ,181.76
Department of Health,Guys and St Thomas NHS Foundation Trust,13/11/2020,(83400) Office Equipment,(id:41878) Medicine,NHS SUPPLY CHAIN (MAIDSTONE),id:13385919  ,71.78
Department of Health,Guys and St Thomas NHS Foundation Trust,13/11/2020,(82800) Bedding & Linen,(id:41878) Medicine,NHS SUPPLY CHAIN (MAIDSTONE),id:13385919   ,176.95
Department of Health,Guys and St Thomas NHS Foundation Trust,13/11/2020,(81100) Dressings,(id:41878) Medicine,NHS SUPPLY CHAIN (MAIDSTONE),id:13400692    ,147.04
Department of Health,Guys and St Thomas NHS Foundation Trust,13/11/2020,(50522) Unqualified Nursing Staff,(id:41878) Medicine,GLOBE LOCUMS LTD,id:13470582,221.76
Department of Health,Guys and St Thomas NHS Foundation Trust,13/11/2020,(81700) Lab Equipment Purchase,(id:41878) Medicine,NHS SUPPLY CHAIN (MAIDSTONE),id:13385919 ,26.51
Department of Health,Guys and St Thomas NHS Foundation Trust,13/11/2020,(81000) Surgical Appliances,(id:41876) Medicine,TALAR MADE ORTHOTICS LTD,id:13468994   ,114
Department of Health,Guys and St Thomas NHS Foundation Trust,20/11/2020,(83500) Furniture & Fittings,(id:41881) Medicine,1ST CALL MOBILITY LTD,id:13476504,2046
Department of Health,Guys and St Thomas NHS Foundation Trust,20/11/2020,(83500) Furniture & Fittings,(id:41881) Medicine,1ST CALL MOBILITY LTD,id:13476320,594
Department of Health,Guys and St Thomas NHS Foundation Trust,20/11/2020,(83500) Furniture & Fittings,(id:41881) Medicine,1ST CALL MOBILITY LTD,id:13476323,720
Department of Health,Guys and St Thomas NHS Foundation Trust,06/11/2020,(50552) Qualified Nursing Staff,(id:41881) Medicine,GLOBE LOCUMS LTD,id:13448239  ,325.12
Department of Health,Guys and St Thomas NHS Foundation Trust,06/11/2020,(50522) Unqualified Nursing Staff,(id:41881) Medicine,MSI GROUP LTD,id:13448352   ,624.82
Department of Health,Guys and St Thomas NHS Foundation Trust,13/11/2020,(81700) Lab Equipment Purchase,(id:41881) Medicine,NHS SUPPLY CHAIN (MAIDSTONE),id:13400692 ,6.28
Department of Health,Guys and St Thomas NHS Foundation Trust,13/11/2020,(81200) Medical Surgical Supplies & Equipment,(id:42232) Integrated Therapies and Rehabilitation,DJO UK LTD,id:13433575   ,600
Department of Health,Guys and St Thomas NHS Foundation Trust,13/11/2020,(81200) Medical Surgical Supplies & Equipment,(id:42231) Integrated Therapies and Rehabilitation,NHS SUPPLY CHAIN (MAIDSTONE),id:13385919,224.76
Department of Health,Guys and St Thomas NHS Foundation Trust,13/11/2020,(82600) Uniforms & Clothing,(id:42230) Integrated Therapies and Rehabilitation,NHS SUPPLY CHAIN (MAIDSTONE),id:13400692   ,27
Department of Health,Guys and St Thomas NHS Foundation Trust,11/11/2020,(51862) Physiotherapists,(id:42230) Integrated Therapies and Rehabilitation,PRICEWATERHOUSECOOPERS LLP,id:13466154   ,2425.27
Department of Health,Guys and St Thomas NHS Foundation Trust,11/11/2020,(51472) Occupational Therapists,(id:42240) Integrated Therapies and Rehabilitation,PRICEWATERHOUSECOOPERS LLP,id:13466154 ,1415.96
