Department,CCG,Date,Expense Area,Expense Type,Supplier,Transaction Number,Amount
Department of Health,NHS Central London CCG,30-Jun-20,National Insurance < 1 yr-NI-EES,BALANCE SHEET,HMRC,32730105,"56,757.74"
Department of Health,NHS Central London CCG,30-Jun-20,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,ROYAL BROMPTON & HAREFIELD NHS FOUNDATION TRUST,32740354,"56,542.00"
Department of Health,NHS Central London CCG,30-Jun-20,Computer Software/License,THIRD PARTY HOSTED SERVICE 2,DOCOBO LTD,32833168,"56,389.67"
Department of Health,NHS Central London CCG,30-Jun-20,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,MILLBANK MEDICAL CENTRE,32768555,"55,474.47"
Department of Health,NHS Central London CCG,30-Jun-20,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,FITZROVIA MEDICAL CENTRE,32593384,"54,299.40"
Department of Health,NHS Central London CCG,30-Jun-20,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,HILLINGDON HOSPITALS NHS FOUNDATION TRUST,32581356,"54,257.00"
Department of Health,NHS Central London CCG,30-Jun-20,Clinical&Medical-Voluntary Sector,HOSPICES,HOSPITAL OF ST JOHN & ST ELIZABETH,32713529,"51,750.00"
Department of Health,NHS Central London CCG,30-Jun-20,Clinical&Medical-Voluntary Sector,MENTAL HEALTH SERVICES - OLDER PEOPLE,HOSPITAL OF ST JOHN & ST ELIZABETH,32809743,"49,697.25"
Department of Health,NHS Central London CCG,30-Jun-20,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,MAIDA VALE MEDICAL CENTRE (THE),32768561,"48,833.29"
Department of Health,NHS Central London CCG,30-Jun-20,Clinical&Medical-Voluntary Sector,MENTAL HEALTH SERVICES - OLDER PEOPLE,HOSPITAL OF ST JOHN & ST ELIZABETH,32713524,"47,678.76"
Department of Health,NHS Central London CCG,30-Jun-20,C&M-GMS QOF Achievement,PRC DELEGATED CO-COMMISSIONING,ST JOHNS WOOD MEDICAL PRACTICE,32768569,"46,948.30"
Department of Health,NHS Central London CCG,30-Jun-20,C&M-GMS QOF Achievement,PRC DELEGATED CO-COMMISSIONING,VICTORIA MEDICAL CENTRE,32768574,"46,336.08"
Department of Health,NHS Central London CCG,30-Jun-20,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,WELLINGTON HEALTH CENTRE (THE),32768574,"45,382.21"
Department of Health,NHS Central London CCG,30-Jun-20,C&M-GMS Prem Actual Rent,PRC DELEGATED CO-COMMISSIONING,FITZROVIA MEDICAL CENTRE,32784997,"45,318.00"
Department of Health,NHS Central London CCG,,Hcare Srv Rec Fdtn Trust-Contract Baseline,MENTAL HEALTH CONTRACTS,EAST LONDON NHS FOUNDATION TRUST,,"44,091.00"
Department of Health,NHS Central London CCG,30-Jun-20,Computer Software/License,COMMISSIONING RESERVE,ECONSULT HEALTH LTD,32704698,"43,830.00"
Department of Health,NHS Central London CCG,30-Jun-20,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,CRAWFORD STREET SURGERY,32768523,"40,360.35"
Department of Health,NHS Central London CCG,30-Jun-20,Computer Software/License,THIRD PARTY HOSTED SERVICE 2,DOCOBO LTD,32781100,"40,277.78"
Department of Health,NHS Central London CCG,30-Jun-20,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,LITTLE VENICE MEDICAL CENTRE,32663844,"37,807.12"
Department of Health,NHS Central London CCG,30-Jun-20,C&M-GMS Prem Actual Rent,PRC DELEGATED CO-COMMISSIONING,IMPERIAL COLLEGE HEALTH CENTRE,32774343,"36,959.58"
Department of Health,NHS Central London CCG,30-Jun-20,Hcare Srv Rec NHS Trust-Contract Baseline,ACUTE COMMISSIONING,WHITTINGTON HOSPITAL NHS TRUST (THE),32663856,"36,438.00"
Department of Health,NHS Central London CCG,30-Jun-20,Hcare Srv Rec NHS Trust-Contract Baseline,MENTAL HEALTH CONTRACTS,WEST LONDON NHS TRUST,32593406,"33,925.00"
Department of Health,NHS Central London CCG,30-Jun-20,C&M-GMS QOF Achievement,PRC DELEGATED CO-COMMISSIONING,PIMLICO HEALTH AT THE MARVEN SURGERY,32768582,"33,870.11"
Department of Health,NHS Central London CCG,30-Jun-20,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,WESTBOURNE GREEN SURGERY (THE),32704707,"32,551.54"
Department of Health,NHS Central London CCG,30-Jun-20,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,MEDICAL CENTRE WOODFIELD ROAD,32774344,"32,501.22"
Department of Health,NHS Central London CCG,30-Jun-20,C&M-PMS QOF Achievement,PRC DELEGATED CO-COMMISSIONING,KINGS COLLEGE HEALTH CENTRE,32663842,"31,017.57"
Department of Health,NHS Central London CCG,30-Jun-20,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,VICTORIA MEDICAL CENTRE,32768574,"30,537.40"
Department of Health,NHS Central London CCG,30-Jun-20,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,DR G AHMED,32768527,"30,233.05"
Department of Health,NHS Central London CCG,30-Jun-20,Cont Care-Learning Disab(<65),LEARNING DIFFICULTIES,HOME FROM HOME CARE LTD,32730105,"30,206.80"
Department of Health,NHS Central London CCG,30-Jun-20,C&M-GMS QOF Achievement,PRC DELEGATED CO-COMMISSIONING,IMPERIAL COLLEGE HEALTH CENTRE,32774343,"29,999.45"
Department of Health,NHS Central London CCG,30-Jun-20,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,DR MAHER SHAKARCHIS PRACTICE,32768531,"29,490.47"
Department of Health,NHS Central London CCG,30-Jun-20,Clinical&Medical-Independent Sector,COMMISSIONING SCHEMES,SWPCH,32723071,"29,258.08"
Department of Health,NHS Central London CCG,30-Jun-20,Clinical&Medical-Voluntary Sector,COMMUNITY SERVICES,GROUNDSWELL,32784997,"29,000.00"
Department of Health,NHS Central London CCG,30-Jun-20,External Consultancy Fees,PROGRAMME PROJECTS,PA CONSULTING SERVICES LTD,32740241,"28,980.00"
Department of Health,NHS Central London CCG,30-Jun-20,External Consultancy Fees,PROGRAMME PROJECTS,PA CONSULTING SERVICES LTD,32918213,"28,980.00"
Department of Health,NHS Central London CCG,30-Jun-20,Hcare Srv Rec NHS Trust-Contract Baseline,ACUTE COMMISSIONING,ROYAL NATIONAL ORTHOPAEDIC HOSPITAL NHS TRUST,32704705,"28,556.00"
Department of Health,NHS Central London CCG,30-Jun-20,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,LANARK MEDICAL CENTRE,32663842,"28,037.25"
Department of Health,NHS Central London CCG,30-Jun-20,Basic Sal-Rechgs to-from Other NHS,PRIMARY CARE IT,NHS BRENT CCG,32809819,"27,396.00"
Department of Health,NHS Central London CCG,30-Jun-20,C&M-PMS QOF Achievement,PRC DELEGATED CO-COMMISSIONING,PADDINGTON GREEN HEALTH CENTRE,32663852,"27,394.12"
Department of Health,NHS Central London CCG,30-Jun-20,C&M-GMS PCN DES Clin Pharmacist,PRC DELEGATED CO-COMMISSIONING,VICTORIA MEDICAL CENTRE,32768574,"26,675.12"
Department of Health,NHS Central London CCG,30-Jun-20,C&M-PMS QOF Achievement,PRC DELEGATED CO-COMMISSIONING,NEWTON MEDICAL CENTRE,32663850,"26,435.08"
Department of Health,NHS Central London CCG,30-Jun-20,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,ST JOHNS WOOD MEDICAL PRACTICE,32768569,"26,216.50"
Department of Health,NHS Central London CCG,30-Jun-20,Recharge : Received,COMMISSIONING RESERVE,HILLINGDON HOSPITALS NHS FOUNDATION TRUST,32704690,"25,442.06"
Department of Health,NHS Central London CCG,30-Jun-20,Cont Care-Learning Disab(<65),LEARNING DIFFICULTIES,PRECIOUS HOMES LTD,32768582,"25,398.34"
Department of Health,NHS Central London CCG,30-Jun-20,Clinical&Medical-Commercial Sector,INTERMEDIATE CARE,HOMELESS HEALTH CIC,32663861,"25,343.27"
Department of Health,NHS Central London CCG,30-Jun-20,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,DR ABOUZEKRY,32768527,"25,279.89"
Department of Health,NHS Central London CCG,30-Jun-20,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,SOHO SQUARE SURGERY,32663854,"24,888.31"
Department of Health,NHS Central London CCG,30-Jun-20,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,PIMLICO HEALTH AT THE MARVEN SURGERY,32768582,"24,276.82"
Department of Health,NHS Central London CCG,30-Jun-20,C&M-GMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,VICTORIA MEDICAL CENTRE,32768574,"23,252.00"
Department of Health,NHS Central London CCG,30-Jun-20,C&M-PMS PCN DES Clin Pharmacist,PRC DELEGATED CO-COMMISSIONING,LISSON GROVE HEALTH CENTRE,32663844,"22,142.92"
Department of Health,NHS Central London CCG,30-Jun-20,C&M-GMS QOF Achievement,PRC DELEGATED CO-COMMISSIONING,FITZROVIA MEDICAL CENTRE,32784997,"21,696.36"
Department of Health,NHS Central London CCG,30-Jun-20,C&M-GMS Prem Actual Rent,PRC DELEGATED CO-COMMISSIONING,COVENT GARDEN MEDICAL CENTRE,32768523,"21,300.00"
Department of Health,NHS Central London CCG,30-Jun-20,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,MAYFAIR MEDICAL CENTRE,32774344,"21,229.87"
Department of Health,NHS Central London CCG,30-Jun-20,C&M-PMS QOF Achievement,PRC DELEGATED CO-COMMISSIONING,MARYLEBONE HEALTH CENTRE,32663846,"21,052.28"
Department of Health,NHS Central London CCG,30-Jun-20,C&M-PMS QOF Achievement,PRC DELEGATED CO-COMMISSIONING,MILLBANK MEDICAL CENTRE,32663848,"20,844.54"
Department of Health,NHS Central London CCG,30-Jun-20,C&M-GMS QOF Achievement,PRC DELEGATED CO-COMMISSIONING,DR VICTORIA MUIRS PRACTICE,32768542,"20,746.43"
Department of Health,NHS Central London CCG,30-Jun-20,C&M-PMS QOF Achievement,PRC DELEGATED CO-COMMISSIONING,LISSON GROVE HEALTH CENTRE,32663844,"20,497.37"
Department of Health,NHS Central London CCG,30-Jun-20,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,PADDINGTON GREEN HEALTH CENTRE,32663852,"19,085.00"
Department of Health,NHS Central London CCG,30-Jun-20,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,NEWTON MEDICAL CENTRE,32663850,"18,015.67"
Department of Health,NHS Central London CCG,30-Jun-20,C&M-GMS PCN DES Clin Pharmacist,PRC DELEGATED CO-COMMISSIONING,ST JOHNS WOOD MEDICAL PRACTICE,32768569,"17,597.24"
Department of Health,NHS Central London CCG,30-Jun-20,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,DR VICTORIA MUIRS PRACTICE,32768542,"16,340.01"
Department of Health,NHS Central London CCG,30-Jun-20,C&M-PMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,MARYLEBONE HEALTH CENTRE,32663846,"16,314.58"
Department of Health,NHS Central London CCG,30-Jun-20,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,LISSON GROVE HEALTH CENTRE,32663844,"15,401.14"
Department of Health,NHS Central London CCG,30-Jun-20,C&M-GMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,PIMLICO HEALTH AT THE MARVEN SURGERY,32768582,"15,350.00"
Department of Health,NHS Central London CCG,,C&M-GMS PCN DES Clin Pharmacist,PRC DELEGATED CO-COMMISSIONING,COVENT GARDEN MEDICAL CENTRE,,"15,102.62"
Department of Health,NHS Central London CCG,30-Jun-20,C&M-PMS Prem Actual Rent,PRC DELEGATED CO-COMMISSIONING,LISSON GROVE HEALTH CENTRE,32663844,"15,066.00"
Department of Health,NHS Central London CCG,30-Jun-20,C&M-GMS QOF Achievement,PRC DELEGATED CO-COMMISSIONING,CRAWFORD STREET SURGERY,32768586,"14,775.03"
Department of Health,NHS Central London CCG,30-Jun-20,C&M-GMS QOF Achievement,PRC DELEGATED CO-COMMISSIONING,COVENT GARDEN MEDICAL CENTRE,32768523,"14,555.73"
Department of Health,NHS Central London CCG,30-Jun-20,C&M-GMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,IMPERIAL COLLEGE HEALTH CENTRE,32774343,"14,408.33"
Department of Health,NHS Central London CCG,30-Jun-20,C&M-GMS QOF Achievement,PRC DELEGATED CO-COMMISSIONING,MAIDA VALE MEDICAL CENTRE (THE),32768561,"13,757.58"
Department of Health,NHS Central London CCG,30-Jun-20,C&M-PMS QOF Achievement,PRC DELEGATED CO-COMMISSIONING,DR MAHER SHAKARCHIS PRACTICE,32663838,"13,173.08"
Department of Health,NHS Central London CCG,30-Jun-20,C&M-PMS QOF Achievement,PRC DELEGATED CO-COMMISSIONING,WELLINGTON HEALTH CENTRE (THE),32663858,"12,954.73"
Department of Health,NHS Central London CCG,30-Jun-20,C&M-PMS QOF Achievement,PRC DELEGATED CO-COMMISSIONING,LANARK MEDICAL CENTRE,32663840,"12,120.84"
Department of Health,NHS Central London CCG,30-Jun-20,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,MARYLEBONE HEALTH CENTRE,32663846,"12,067.89"
Department of Health,NHS Central London CCG,30-Jun-20,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,MILLBANK MEDICAL CENTRE,32663848,"11,899.25"
Department of Health,NHS Central London CCG,30-Jun-20,C&M-PMS Prem Actual Rent,PRC DELEGATED CO-COMMISSIONING,KINGS COLLEGE HEALTH CENTRE,32663842,"11,782.91"
Department of Health,NHS Central London CCG,30-Jun-20,C&M-GMS PCO Other,PRC DELEGATED CO-COMMISSIONING,ST JOHNS WOOD MEDICAL PRACTICE,32768569,"11,603.00"
Department of Health,NHS Central London CCG,30-Jun-20,C&M-GMS QOF Achievement,PRC DELEGATED CO-COMMISSIONING,LITTLE VENICE MEDICAL CENTRE,32768552,"11,299.46"
Department of Health,NHS Central London CCG,30-Jun-20,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,IMPERIAL COLLEGE HEALTH CENTRE,32774343,"10,161.78"
Department of Health,NHS Central London CCG,30-Jun-20,C&M-GMS PCN DES PCN support,LOCAL ENHANCED SERVICES,VICTORIA MEDICAL CENTRE,32768574,"9,931.90"
Department of Health,NHS Central London CCG,30-Jun-20,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,KINGS COLLEGE HEALTH CENTRE,32663842,"9,638.18"
Department of Health,NHS Central London CCG,30-Jun-20,C&M-GMS DES Extended Hours Access,PRC DELEGATED CO-COMMISSIONING,VICTORIA MEDICAL CENTRE,32768574,"9,568.91"
Department of Health,NHS Central London CCG,30-Jun-20,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,FITZROVIA MEDICAL CENTRE,32784997,"9,105.20"
Department of Health,NHS Central London CCG,30-Jun-20,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,MAIDA VALE MEDICAL CENTRE (THE),32768561,"8,997.19"
Department of Health,NHS Central London CCG,30-Jun-20,C&M-GMS QOF Achievement,PRC DELEGATED CO-COMMISSIONING,MAYFAIR MEDICAL CENTRE,32774344,"8,675.70"
Department of Health,NHS Central London CCG,30-Jun-20,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,WELLINGTON HEALTH CENTRE (THE),32663858,"8,648.51"
Department of Health,NHS Central London CCG,30-Jun-20,C&M-PMS PCN DES PCN support,LOCAL ENHANCED SERVICES,LISSON GROVE HEALTH CENTRE,32663844,"8,386.15"
Department of Health,NHS Central London CCG,30-Jun-20,C&M-PMS DES Extended Hours Access,PRC DELEGATED CO-COMMISSIONING,LISSON GROVE HEALTH CENTRE,32663844,"8,106.59"
Department of Health,NHS Central London CCG,30-Jun-20,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,LITTLE VENICE MEDICAL CENTRE,32768552,"8,017.49"
Department of Health,NHS Central London CCG,30-Jun-20,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,CRAWFORD STREET SURGERY,32768586,"7,484.59"
Department of Health,NHS Central London CCG,30-Jun-20,C&M-GMS QOF Achievement,PRC DELEGATED CO-COMMISSIONING,MEDICAL CENTRE WOODFIELD ROAD,32768555,"7,245.90"
Department of Health,NHS Central London CCG,30-Jun-20,C&M-PMS Growth,PRC DELEGATED CO-COMMISSIONING,MARYLEBONE HEALTH CENTRE,32663846,"7,196.33"
Department of Health,NHS Central London CCG,30-Jun-20,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,DR MAHER SHAKARCHIS PRACTICE,32663838,"7,155.18"
Department of Health,NHS Central London CCG,30-Jun-20,C&M-PMS QOF Achievement,PRC DELEGATED CO-COMMISSIONING,SOHO SQUARE GENERAL PRACTICE,32663854,"6,841.51"
Department of Health,NHS Central London CCG,30-Jun-20,C&M-GMS PCN DES PCN support,LOCAL ENHANCED SERVICES,ST JOHNS WOOD MEDICAL PRACTICE,32768569,"6,689.65"
Department of Health,NHS Central London CCG,30-Jun-20,C&M-PMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,WELLINGTON HEALTH CENTRE (THE),32663858,"6,676.58"
Department of Health,NHS Central London CCG,30-Jun-20,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,COVENT GARDEN MEDICAL CENTRE,32768523,"6,572.43"
Department of Health,NHS Central London CCG,30-Jun-20,C&M-GMS DES Extended Hours Access,PRC DELEGATED CO-COMMISSIONING,ST JOHNS WOOD MEDICAL PRACTICE,32768569,"6,466.64"
Department of Health,NHS Central London CCG,30-Jun-20,C&M-GMS QOF Achievement,PRC DELEGATED CO-COMMISSIONING,SOHO SQUARE SURGERY,32768565,"6,172.34"
Department of Health,NHS Central London CCG,30-Jun-20,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,LANARK MEDICAL CENTRE,32663840,"6,133.15"
Department of Health,NHS Central London CCG,30-Jun-20,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,WESTBOURNE GREEN SURGERY (THE),32663856,"5,974.11"
