Department,CCG,Date,Expense Area,Expense Type,Supplier,Transaction Number,Amount
Department of Health,NHS Central London CCG,30-Sep-20,C&M-GMS DES Minor Surgery,PRC DELEGATED CO-COMMISSIONING,IMPERIAL COLLEGE HEALTH CENTRE,33909345,484.22
Department of Health,NHS Central London CCG,30-Sep-20,C&M-GMS Other Addtl Staff Paymts,PRC DELEGATED CO-COMMISSIONING,LITTLE VENICE MEDICAL CENTRE,33909349,515.08
Department of Health,NHS Central London CCG,30-Sep-20,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,LANARK MEDICAL CENTRE,33819852,538.12
Department of Health,NHS Central London CCG,30-Sep-20,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,DR G AHMED,33909335,547.97
Department of Health,NHS Central London CCG,30-Sep-20,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,DR MAHER SHAKARCHIS PRACTICE,33819850,561.34
Department of Health,NHS Central London CCG,30-Sep-20,C&M-APMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,SOHO SQUARE GENERAL PRACTICE,33819866,601.15
Department of Health,NHS Central London CCG,30-Sep-20,C&M-PMS DES Minor Surgery,PRC DELEGATED CO-COMMISSIONING,LISSON GROVE HEALTH CENTRE,33819856,605.28
Department of Health,NHS Central London CCG,30-Sep-20,C&M-GMS PCO Doctors Ret Scheme,PRC DELEGATED CO-COMMISSIONING,FITZROVIA MEDICAL CENTRE,33909343,615.36
Department of Health,NHS Central London CCG,30-Sep-20,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,MEDICAL CENTRE WOODFIELD ROAD,33909350,620.09
Department of Health,NHS Central London CCG,30-Sep-20,C&M-PMS Prem Water Rates,PRC DELEGATED CO-COMMISSIONING,CAVENDISH HEALTH CENTRE,33819844,630.9
Department of Health,NHS Central London CCG,30-Sep-20,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,WESTBOURNE GREEN SURGERY (THE),33819867,632.07
Department of Health,NHS Central London CCG,30-Sep-20,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,COVENT GARDEN MEDICAL CENTRE,33909332,674.73
Department of Health,NHS Central London CCG,30-Sep-20,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,CRAWFORD STREET SURGERY,33909364,723.74
Department of Health,NHS Central London CCG,30-Sep-20,C&M-PMS DES Minor Surgery,PRC DELEGATED CO-COMMISSIONING,KINGS COLLEGE HEALTH CENTRE,33819854,726.33
Department of Health,NHS Central London CCG,30-Sep-20,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,LITTLE VENICE MEDICAL CENTRE,33909349,726.95
Department of Health,NHS Central London CCG,30-Sep-20,C&M-PMS DES Minor Surgery,PRC DELEGATED CO-COMMISSIONING,DR MAHER SHAKARCHIS PRACTICE,33819850,770.35
Department of Health,NHS Central London CCG,30-Sep-20,C&M-GMS DES Learn Dsblty Hlth Chk,PRC DELEGATED CO-COMMISSIONING,PIMLICO HEALTH AT THE MARVEN SURGERY,33909362,840
Department of Health,NHS Central London CCG,30-Sep-20,ME-PMS GP Prior Year AVCs,PRC DELEGATED CO-COMMISSIONING,MARYLEBONE HEALTH CENTRE,33819858,861
Department of Health,NHS Central London CCG,30-Sep-20,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,WELLINGTON HEALTH CENTRE (THE),33819869,878.72
Department of Health,NHS Central London CCG,30-Sep-20,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,MAIDA VALE MEDICAL CENTRE (THE),33909354,935.37
Department of Health,NHS Central London CCG,30-Sep-20,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,CAVENDISH HEALTH CENTRE,33819844,940.28
Department of Health,NHS Central London CCG,30-Sep-20,C&M-PMS DES Learn Dsblty Hlth Chk,PRC DELEGATED CO-COMMISSIONING,PADDINGTON GREEN HEALTH CENTRE,33819864,980
Department of Health,NHS Central London CCG,30-Sep-20,C&M-GMS Other Addtl Staff Paymts,PRC DELEGATED CO-COMMISSIONING,VICTORIA MEDICAL CENTRE,33909360,996.6
Department of Health,NHS Central London CCG,30-Sep-20,ME-PMS GP Prior Year AVCs,PRC DELEGATED CO-COMMISSIONING,WELLINGTON HEALTH CENTRE (THE),33819869,"1,011.40"
Department of Health,NHS Central London CCG,30-Sep-20,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,FITZROVIA MEDICAL CENTRE,33909343,"1,053.60"
Department of Health,NHS Central London CCG,30-Sep-20,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,MILLBANK MEDICAL CENTRE,33819860,"1,062.26"
Department of Health,NHS Central London CCG,30-Sep-20,C&M-PMS DES Minor Surgery,PRC DELEGATED CO-COMMISSIONING,MARYLEBONE HEALTH CENTRE,33819858,"1,070.40"
Department of Health,NHS Central London CCG,30-Sep-20,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,BELGRAVIA SURGERY,33909330,"1,096.88"
Department of Health,NHS Central London CCG,30-Sep-20,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,SOHO SQUARE SURGERY,33909357,"1,109.25"
Department of Health,NHS Central London CCG,30-Sep-20,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,CONNAUGHT SQUARE PRACTICE,33819846,"1,153.08"
Department of Health,NHS Central London CCG,30-Sep-20,ME-PMS GP Prior Year AVCs,PRC DELEGATED CO-COMMISSIONING,CAVENDISH HEALTH CENTRE,33819844,"1,158.76"
Department of Health,NHS Central London CCG,30-Sep-20,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,AT MEDICS STREATHAM PLACE,33842260,"1,179.43"
Department of Health,NHS Central London CCG,30-Sep-20,ME-PMS GP Prior Year EEs,PRC DELEGATED CO-COMMISSIONING,MARYLEBONE HEALTH CENTRE,33819858,"1,195.79"
Department of Health,NHS Central London CCG,30-Sep-20,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,DR VICTORIA MUIRS PRACTICE,33909341,"1,222.06"
Department of Health,NHS Central London CCG,30-Sep-20,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,LISSON GROVE HEALTH CENTRE,33819856,"1,269.14"
Department of Health,NHS Central London CCG,30-Sep-20,C&M-PMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,DOCTOR HICKEY SURGERY,33819848,"1,305.60"
Department of Health,NHS Central London CCG,30-Sep-20,C&M-GMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,MAIDA VALE MEDICAL CENTRE (THE),33909354,"1,330.67"
Department of Health,NHS Central London CCG,30-Sep-20,ME - PMS GP Prior Year ERs,PRC DELEGATED CO-COMMISSIONING,MARYLEBONE HEALTH CENTRE,33819858,"1,367.99"
Department of Health,NHS Central London CCG,30-Sep-20,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,MARYLEBONE HEALTH CENTRE,33819858,"1,373.99"
Department of Health,NHS Central London CCG,30-Sep-20,C&M-PMS PCO Seniority,PRC DELEGATED CO-COMMISSIONING,PADDINGTON GREEN HEALTH CENTRE,33819864,"1,434.21"
Department of Health,NHS Central London CCG,30-Sep-20,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,PADDINGTON GREEN HEALTH CENTRE,33819864,"1,493.14"
Department of Health,NHS Central London CCG,30-Sep-20,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,MAYFAIR MEDICAL CENTRE,33925222,"1,509.81"
Department of Health,NHS Central London CCG,30-Sep-20,ME-PMS GP Prior Year EEs,PRC DELEGATED CO-COMMISSIONING,WELLINGTON HEALTH CENTRE (THE),33819869,"1,517.05"
Department of Health,NHS Central London CCG,30-Sep-20,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,IMPERIAL COLLEGE HEALTH CENTRE,33909345,"1,576.52"
Department of Health,NHS Central London CCG,30-Sep-20,C&M-GMS Other Addtl Staff Paymts,PRC DELEGATED CO-COMMISSIONING,MAYFAIR MEDICAL CENTRE,33925222,"1,594.00"
Department of Health,NHS Central London CCG,30-Sep-20,ME-PMS GP Pension EEs Adjs - PMS,PRC DELEGATED CO-COMMISSIONING,KINGS COLLEGE HEALTH CENTRE,33819854,"1,600.00"
Department of Health,NHS Central London CCG,30-Sep-20,ME - PMS GP Prior Year ERs,PRC DELEGATED CO-COMMISSIONING,WELLINGTON HEALTH CENTRE (THE),33819869,"1,606.93"
Department of Health,NHS Central London CCG,30-Sep-20,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,MEDICAL CENTRE WOODFIELD ROAD,33909350,"1,616.12"
Department of Health,NHS Central London CCG,30-Sep-20,ME-GMS GP Prior Year EEs,PRC DELEGATED CO-COMMISSIONING,IMPERIAL COLLEGE HEALTH CENTRE,33909345,"1,622.18"
Department of Health,NHS Central London CCG,30-Sep-20,C&M-PMS DES Minor Surgery,PRC DELEGATED CO-COMMISSIONING,CAVENDISH HEALTH CENTRE,33819844,"1,626.48"
Department of Health,NHS Central London CCG,30-Sep-20,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,SOHO SQUARE GENERAL PRACTICE,33819866,"1,660.77"
Department of Health,NHS Central London CCG,30-Sep-20,C&M-GMS DES Learn Dsblty Hlth Chk,PRC DELEGATED CO-COMMISSIONING,ST JOHNS WOOD MEDICAL PRACTICE,33909358,"1,680.00"
Department of Health,NHS Central London CCG,30-Sep-20,C&M-GMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,DR VICTORIA MUIRS PRACTICE,33909341,"1,698.54"
Department of Health,NHS Central London CCG,30-Sep-20,C&M-PMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,DR MAHER SHAKARCHIS PRACTICE,33819850,"1,698.55"
Department of Health,NHS Central London CCG,30-Sep-20,ME-PMS GP Pension ERs Adjs - PMS,PRC DELEGATED CO-COMMISSIONING,KINGS COLLEGE HEALTH CENTRE,33819854,"1,704.28"
Department of Health,NHS Central London CCG,30-Sep-20,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,NEWTON MEDICAL CENTRE,33819862,"1,865.30"
Department of Health,NHS Central London CCG,30-Sep-20,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,DR G AHMED,33909335,"1,891.87"
Department of Health,NHS Central London CCG,30-Sep-20,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,DR ABOUZEKRY,33909333,"1,928.51"
Department of Health,NHS Central London CCG,30-Sep-20,ME-PMS GP Pension EEs-PMS,PRC DELEGATED CO-COMMISSIONING,PADDINGTON GREEN HEALTH CENTRE,33819864,"1,963.85"
Department of Health,NHS Central London CCG,30-Sep-20,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,PIMLICO HEALTH AT THE MARVEN SURGERY,33909362,"1,966.67"
Department of Health,NHS Central London CCG,30-Sep-20,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,WESTBOURNE GREEN SURGERY (THE),33819867,"1,991.36"
Department of Health,NHS Central London CCG,30-Sep-20,ME - PMS GP Prior Year ERs,PRC DELEGATED CO-COMMISSIONING,CAVENDISH HEALTH CENTRE,33819844,"2,024.68"
Department of Health,NHS Central London CCG,30-Sep-20,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,LANARK MEDICAL CENTRE,33819852,"2,044.38"
Department of Health,NHS Central London CCG,30-Sep-20,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,COVENT GARDEN MEDICAL CENTRE,33909332,"2,190.82"
Department of Health,NHS Central London CCG,30-Sep-20,C&M-GMS DES Minor Surgery,PRC DELEGATED CO-COMMISSIONING,ST JOHNS WOOD MEDICAL PRACTICE,33909358,"2,212.01"
Department of Health,NHS Central London CCG,30-Sep-20,C&M-PMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,WELLINGTON HEALTH CENTRE (THE),33819869,"2,304.00"
Department of Health,NHS Central London CCG,30-Sep-20,C&M-GMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,MAYFAIR MEDICAL CENTRE,33925222,"2,368.00"
Department of Health,NHS Central London CCG,30-Sep-20,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,VICTORIA MEDICAL CENTRE,33909360,"2,374.37"
Department of Health,NHS Central London CCG,30-Sep-20,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,DR MAHER SHAKARCHIS PRACTICE,33819850,"2,385.07"
Department of Health,NHS Central London CCG,30-Sep-20,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,KINGS COLLEGE HEALTH CENTRE,33819854,"2,436.91"
Department of Health,NHS Central London CCG,30-Sep-20,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,CRAWFORD STREET SURGERY,33909364,"2,494.87"
Department of Health,NHS Central London CCG,30-Sep-20,C&M-PMS DES Learn Dsblty Hlth Chk,PRC DELEGATED CO-COMMISSIONING,CONNAUGHT SQUARE PRACTICE,33819846,"2,520.00"
Department of Health,NHS Central London CCG,30-Sep-20,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,ST JOHNS WOOD MEDICAL PRACTICE,33909358,"2,558.25"
Department of Health,NHS Central London CCG,30-Sep-20,ME-GMS GP Prior Year EEs,PRC DELEGATED CO-COMMISSIONING,PIMLICO HEALTH AT THE MARVEN SURGERY,33909362,"2,574.10"
Department of Health,NHS Central London CCG,30-Sep-20,ME-PMS GP Prior Year EEs,PRC DELEGATED CO-COMMISSIONING,CAVENDISH HEALTH CENTRE,33819844,"2,594.91"
Department of Health,NHS Central London CCG,30-Sep-20,C&M-PMS Growth,PRC DELEGATED CO-COMMISSIONING,CONNAUGHT SQUARE PRACTICE,33819846,"2,672.25"
Department of Health,NHS Central London CCG,30-Sep-20,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,LITTLE VENICE MEDICAL CENTRE,33909349,"2,672.49"
Department of Health,NHS Central London CCG,30-Sep-20,C&M-PMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,PADDINGTON GREEN HEALTH CENTRE,33819864,"2,688.00"
Department of Health,NHS Central London CCG,30-Sep-20,ME - GMS GP Prior Year ERs,PRC DELEGATED CO-COMMISSIONING,PIMLICO HEALTH AT THE MARVEN SURGERY,33909362,"2,726.68"
Department of Health,NHS Central London CCG,30-Sep-20,C&M-GMS PCN DES Clinical Director,PRC DELEGATED CO-COMMISSIONING,COVENT GARDEN MEDICAL CENTRE,33909332,"2,765.32"
Department of Health,NHS Central London CCG,30-Sep-20,Clinical&Medical-Voluntary Sector,COMMISSIONING - NON ACUTE,HOSPITAL OF ST JOHN & ST ELIZABETH,33827636,"2,858.18"
Department of Health,NHS Central London CCG,30-Sep-20,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,WELLINGTON HEALTH CENTRE (THE),33819869,"2,882.85"
Department of Health,NHS Central London CCG,30-Sep-20,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,MAIDA VALE MEDICAL CENTRE (THE),33909354,"2,999.07"
Department of Health,NHS Central London CCG,30-Sep-20,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,FITZROVIA MEDICAL CENTRE,33909343,"3,035.07"
Department of Health,NHS Central London CCG,30-Sep-20,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,AT MEDICS STREATHAM PLACE,33842260,"3,138.44"
Department of Health,NHS Central London CCG,30-Sep-20,ME - PMS GP Prior Year ERs,PRC DELEGATED CO-COMMISSIONING,KINGS COLLEGE HEALTH CENTRE,33819854,"3,156.46"
Department of Health,NHS Central London CCG,30-Sep-20,ME-PMS GP Prior Year EEs,PRC DELEGATED CO-COMMISSIONING,KINGS COLLEGE HEALTH CENTRE,33819854,"3,178.41"
Department of Health,NHS Central London CCG,30-Sep-20,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,KINGS COLLEGE HEALTH CENTRE,33819854,"3,212.73"
Department of Health,NHS Central London CCG,30-Sep-20,C&M-GMS PCN DES Clinical Director,PRC DELEGATED CO-COMMISSIONING,ST JOHNS WOOD MEDICAL PRACTICE,33909358,"3,219.94"
Department of Health,NHS Central London CCG,30-Sep-20,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,CAVENDISH HEALTH CENTRE,33819844,"3,298.00"
Department of Health,NHS Central London CCG,30-Sep-20,C&M-PMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,DR MAHER SHAKARCHIS PRACTICE,33819850,"3,333.33"
Department of Health,NHS Central London CCG,30-Sep-20,C&M-GMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,DR VICTORIA MUIRS PRACTICE,33909341,"3,333.33"
Department of Health,NHS Central London CCG,30-Sep-20,C&M-GMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,LITTLE VENICE MEDICAL CENTRE,33909349,"3,369.33"
Department of Health,NHS Central London CCG,30-Sep-20,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,IMPERIAL COLLEGE HEALTH CENTRE,33909345,"3,387.25"
Department of Health,NHS Central London CCG,30-Sep-20,C&M-PMS Growth,PRC DELEGATED CO-COMMISSIONING,LANARK MEDICAL CENTRE,33819852,"3,455.75"
Department of Health,NHS Central London CCG,30-Sep-20,Income tax <1Yr-Student Loans,BALANCE SHEET,HMRC,33876974,"3,511.00"
Department of Health,NHS Central London CCG,30-Sep-20,C&M-PMS Growth,PRC DELEGATED CO-COMMISSIONING,LISSON GROVE HEALTH CENTRE,33819856,"3,927.17"
Department of Health,NHS Central London CCG,30-Sep-20,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,MILLBANK MEDICAL CENTRE,33819860,"3,966.42"
Department of Health,NHS Central London CCG,30-Sep-20,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,MARYLEBONE HEALTH CENTRE,33819858,"4,022.62"
Department of Health,NHS Central London CCG,30-Sep-20,C&M-PMS PCN DES Clinical Director,PRC DELEGATED CO-COMMISSIONING,LISSON GROVE HEALTH CENTRE,33819856,"4,036.52"
Department of Health,NHS Central London CCG,30-Sep-20,C&M-GMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,CRAWFORD STREET SURGERY,33909364,"4,189.50"
Department of Health,NHS Central London CCG,30-Sep-20,C&M-PMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,NEWTON MEDICAL CENTRE,33819862,"4,211.75"
Department of Health,NHS Central London CCG,30-Sep-20,C&M-PMS Growth,PRC DELEGATED CO-COMMISSIONING,CAVENDISH HEALTH CENTRE,33819844,"4,246.08"
Department of Health,NHS Central London CCG,30-Sep-20,C&M-PMS Growth,PRC DELEGATED CO-COMMISSIONING,MILLBANK MEDICAL CENTRE,33819860,"4,426.42"
