Department,CCG,Date,Expense Area,Expense Type,Supplier,Transaction number,Amount
Department of Health,NHS Central London CCG,31/10/2020,ME-PMS GP Prior Year EEs,PRC DELEGATED CO-COMMISSIONING,PADDINGTON GREEN HEALTH CENTRE,34167004,310.65
Department of Health,NHS Central London CCG,31/10/2020,C&M-APMS Contract Value,PRC DELEGATED CO-COMMISSIONING,SOHO SQUARE GENERAL PRACTICE,34167006,"32,443.10"
Department of Health,NHS Central London CCG,31/10/2020,C&M-APMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,SOHO SQUARE GENERAL PRACTICE,34167006,601.15
Department of Health,NHS Central London CCG,31/10/2020,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,SOHO SQUARE GENERAL PRACTICE,34167006,"1,660.77"
Department of Health,NHS Central London CCG,31/10/2020,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,WESTBOURNE GREEN SURGERY (THE),34167008,"31,675.60"
Department of Health,NHS Central London CCG,31/10/2020,C&M-PMS Growth,PRC DELEGATED CO-COMMISSIONING,WESTBOURNE GREEN SURGERY (THE),34167008,"5,528.08"
Department of Health,NHS Central London CCG,31/10/2020,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,WESTBOURNE GREEN SURGERY (THE),34167008,632.07
Department of Health,NHS Central London CCG,31/10/2020,C&M-PMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,WESTBOURNE GREEN SURGERY (THE),34167008,"4,865.70"
Department of Health,NHS Central London CCG,31/10/2020,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,WESTBOURNE GREEN SURGERY (THE),34167008,"1,991.36"
Department of Health,NHS Central London CCG,31/10/2020,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,WELLINGTON HEALTH CENTRE (THE),34167010,"44,262.72"
Department of Health,NHS Central London CCG,31/10/2020,C&M-PMS Growth,PRC DELEGATED CO-COMMISSIONING,WELLINGTON HEALTH CENTRE (THE),34167010,"4,830.83"
Department of Health,NHS Central London CCG,31/10/2020,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,WELLINGTON HEALTH CENTRE (THE),34167010,878.72
Department of Health,NHS Central London CCG,31/10/2020,C&M-PMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,WELLINGTON HEALTH CENTRE (THE),34167010,"6,676.58"
Department of Health,NHS Central London CCG,31/10/2020,C&M-PMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,WELLINGTON HEALTH CENTRE (THE),34167010,"2,304.00"
Department of Health,NHS Central London CCG,31/10/2020,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,WELLINGTON HEALTH CENTRE (THE),34167010,"2,882.85"
Department of Health,NHS Central London CCG,31/10/2020,ME - PMS GP Prior Year ERs,PRC DELEGATED CO-COMMISSIONING,WELLINGTON HEALTH CENTRE (THE),34167010,"3,192.39"
Department of Health,NHS Central London CCG,31/10/2020,ME-PMS GP Prior Year EEs,PRC DELEGATED CO-COMMISSIONING,WELLINGTON HEALTH CENTRE (THE),34167010,"3,531.23"
Department of Health,NHS Central London CCG,31/10/2020,C&M-APMS Contract Value,PRC DELEGATED CO-COMMISSIONING,AT MEDICS STREATHAM PLACE,34167012,"71,069.87"
Department of Health,NHS Central London CCG,31/10/2020,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,AT MEDICS STREATHAM PLACE,34167012,"1,179.43"
Department of Health,NHS Central London CCG,31/10/2020,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,AT MEDICS STREATHAM PLACE,34167012,"3,138.44"
Department of Health,NHS Central London CCG,31/10/2020,C&M-APMS Contract Value,PRC DELEGATED CO-COMMISSIONING,HOMELESS HEALTH CIC,34167014,"34,662.09"
Department of Health,NHS Central London CCG,31/10/2020,C&M-APMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,HOMELESS HEALTH CIC,34167014,65.03
Department of Health,NHS Central London CCG,31/10/2020,Clinical&Medical-Commercial Sector,URGENT CARE,NORTHERN DOCTORS URGENT CARE,34205889,"441,667.00"
Department of Health,NHS Central London CCG,31/10/2020,Hcare Srv Rec NHS Trust-Contract Baseline,ACUTE COMMISSIONING,BARTS HEALTH NHS TRUST,34206563,"114,666.67"
Department of Health,NHS Central London CCG,31/10/2020,Hcare Srv Rec Fdtn Trust-Contract Baseline,MENTAL HEALTH CONTRACTS,CAMDEN & ISLINGTON NHS FOUNDATION TRUST,34206565,"132,833.00"
Department of Health,NHS Central London CCG,31/10/2020,Hcare Srv Rec Fdtn Trust-Contract Baseline,MENTAL HEALTH CONTRACTS,CENTRAL & NORTH WEST LONDON NHS FOUNDATION,34206567,"6,182,333.00"
Department of Health,NHS Central London CCG,31/10/2020,Hcare Srv Rec NHS Trust-Contract Baseline,COMMUNITY SERVICES,"TRUST
CENTRAL LONDON COMMUNITY HEALTHCARE NHS",34206569,"2,339,000.00"
Department of Health,NHS Central London CCG,31/10/2020,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,"TRUST
CHELSEA AND WESTMINSTER HOSPITAL NHS",34206571,"5,784,833.33"
Department of Health,NHS Central London CCG,31/10/2020,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,"FOUNDATION TRUST
GUYS & ST THOMAS HOSPITAL NHS FOUNDATION TRUST",34206573,"1,627,833.33"
Department of Health,NHS Central London CCG,31/10/2020,Hcare Srv Rec NHS Trust-Contract Baseline,ACUTE COMMISSIONING,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,34206574,"14,329,500.00"
Department of Health,NHS Central London CCG,31/10/2020,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,KING`S COLLEGE HOSPITAL NHS FOUNDATION TRUST,34206576,"113,333.33"
Department of Health,NHS Central London CCG,31/10/2020,Hcare Srv Rec NHS Trust-Contract Baseline,AMBULANCE SERVICES,LONDON AMBULANCE SERVICE NHS TRUST,34206578,"7,996,500.00"
Department of Health,NHS Central London CCG,31/10/2020,Hcare Srv Rec NHS Trust-Contract Baseline,COMMUNITY SERVICES,LONDON NORTH WEST HEALTHCARE NHS TRUST,34206580,"11,088,500.00"
Department of Health,NHS Central London CCG,31/10/2020,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,MOORFIELDS EYE HOSPITAL NHS FOUNDATION TRUST,34206582,"107,000.00"
Department of Health,NHS Central London CCG,31/10/2020,Hcare Srv Rec Fdtn Trust-Contract Baseline,MENTAL HEALTH CONTRACTS,EAST LONDON NHS FOUNDATION TRUST,34206584,"44,167.00"
Department of Health,NHS Central London CCG,31/10/2020,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,ROYAL BROMPTON & HAREFIELD NHS FOUNDATION,34206587,"3,987,833.33"
Department of Health,NHS Central London CCG,31/10/2020,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,"TRUST
ROYAL FREE LONDON NHS FOUNDATION TRUST",34206589,"397,833.33"
Department of Health,NHS Central London CCG,31/10/2020,Hcare Srv Rec Fdtn Trust-Contract Baseline,MENTAL HEALTH CONTRACTS,SOUTH LONDON AND MAUDSLEY NHS FOUNDATION,34206591,"58,333.33"
Department of Health,NHS Central London CCG,31/10/2020,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,"TRUST
ST GEORGES UNIVERSITY HOSPITALS NHS FOUNDATION",34206593,"56,833.33"
Department of Health,NHS Central London CCG,31/10/2020,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,"TRUST
HILLINGDON HOSPITALS NHS FOUNDATION TRUST",34206594,"2,798,833.33"
Department of Health,NHS Central London CCG,31/10/2020,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,ROYAL MARSDEN NHS FOUNDATION TRUST (THE),34206595,"88,666.67"
Department of Health,NHS Central London CCG,31/10/2020,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,UNIVERSITY COLLEGE LONDON HOSPITALS NHS,34206596,"1,815,833.33"
Department of Health,NHS Central London CCG,31/10/2020,Clinical&Medical-Independent Sector,COMMISSIONING SCHEMES,"FOUNDATION TRUST
CENTRAL LONDON HEALTHCARE",34212828,"234,541.46"
Department of Health,NHS Central London CCG,31/10/2020,Programme Support Costs,NON RECURRENT PROGRAMMES,CENTRAL LONDON HEALTHCARE,34212832,"40,105.00"
Department of Health,NHS Central London CCG,31/10/2020,Clinical&Medical-Independent Sector,COMMISSIONING SCHEMES,SWPCH,34212835,"114,115.38"
Department of Health,NHS Central London CCG,31/10/2020,Clinical&Medical-Independent Sector,COMMISSIONING SCHEMES,SWPCH,34212837,"29,258.08"
Department of Health,NHS Central London CCG,31/10/2020,Recharge : Provided,RECHARGES NHS PROPERTY SERVICES LTD,NHS BRENT CCG,34220945,"53,000.00"
Department of Health,NHS Central London CCG,31/10/2020,Hcare Srv Rec NHS Trust-Non Contract,COMMUNITY SERVICES,CENTRAL LONDON COMMUNITY HEALTHCARE NHS,34220953,"-61,240.00"
Department of Health,NHS Central London CCG,31/10/2020,Clinical&Medical-Commercial Sector,WHEELCHAIR SERVICE,"TRUST
AJ MOBILITY LTD",34221015,"61,920.70"
Department of Health,NHS Central London CCG,31/10/2020,Clinical&Medical-Voluntary Sector,HOSPICES,ROYAL TRINITY HOSPICE,34221017,"39,752.60"
Department of Health,NHS Central London CCG,31/10/2020,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,KING`S COLLEGE HOSPITAL NHS FOUNDATION TRUST,34221032,"-99,076.00"
Department of Health,NHS Central London CCG,31/10/2020,Apprenticeship Levy Payable,BALANCE SHEET,HMRC,34229377,"2,117.00"
Department of Health,NHS Central London CCG,31/10/2020,Income tax <1Yr,BALANCE SHEET,HMRC,34229377,"114,576.25"
Department of Health,NHS Central London CCG,31/10/2020,Income tax <1Yr-Student Loans,BALANCE SHEET,HMRC,34229377,"3,322.00"
Department of Health,NHS Central London CCG,31/10/2020,National Insurance < 1 yr-NI- ERS,BALANCE SHEET,HMRC,34229377,"77,271.68"
Department of Health,NHS Central London CCG,31/10/2020,National Insurance < 1 yr-NI-EES,BALANCE SHEET,HMRC,34229377,"53,298.51"
Department of Health,NHS Central London CCG,31/10/2020,Post Graduate Loan Payable,BALANCE SHEET,HMRC,34229377,125
Department of Health,NHS Central London CCG,31/10/2020,Statutory Mat Pay < 1 yr,BALANCE SHEET,HMRC,34229377,"-1,669.20"
Department of Health,NHS Central London CCG,31/10/2020,Programme Support Costs,PRIMARY CARE IT,NHS BRENT CCG,34232763,"26,195.04"
Department of Health,NHS Central London CCG,31/10/2020,Clinical&Medical-Commercial Sector,COMMUNITY SERVICES,HEALTHSHARE LTD,34232901,"233,333.33"
Department of Health,NHS Central London CCG,31/10/2020,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,KING`S COLLEGE HOSPITAL NHS FOUNDATION TRUST,34232926,"45,401.00"
Department of Health,NHS Central London CCG,31/10/2020,Hcare Srv Rec NHS Trust-Non Contract,COMMUNITY SERVICES,CENTRAL LONDON COMMUNITY HEALTHCARE NHS,34232933,"61,240.00"
Department of Health,NHS Central London CCG,31/10/2020,C&M-GMS DES Extended Hours Access,PRC DELEGATED CO-COMMISSIONING,"TRUST
COVENT GARDEN MEDICAL CENTRE",34262425,"11,114.90"
Department of Health,NHS Central London CCG,31/10/2020,C&M-GMS DES Learn Dsblty Hlth Chk,PRC DELEGATED CO-COMMISSIONING,COVENT GARDEN MEDICAL CENTRE,34262425,280
Department of Health,NHS Central London CCG,31/10/2020,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,COVENT GARDEN MEDICAL CENTRE,34262425,"38,314.43"
Department of Health,NHS Central London CCG,31/10/2020,C&M-GMS PCN DES Clinical Director,PRC DELEGATED CO-COMMISSIONING,COVENT GARDEN MEDICAL CENTRE,34262425,"5,522.98"
Department of Health,NHS Central London CCG,31/10/2020,C&M-GMS PCN DES PCN support,LOCAL ENHANCED SERVICES,COVENT GARDEN MEDICAL CENTRE,34262425,"11,490.28"
Department of Health,NHS Central London CCG,31/10/2020,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,COVENT GARDEN MEDICAL CENTRE,34262425,674.73
Department of Health,NHS Central London CCG,31/10/2020,C&M-GMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,COVENT GARDEN MEDICAL CENTRE,34262425,"4,610.67"
Department of Health,NHS Central London CCG,31/10/2020,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,COVENT GARDEN MEDICAL CENTRE,34262425,"2,190.82"
Department of Health,NHS Central London CCG,31/10/2020,C&M-GMS DES Learn Dsblty Hlth Chk,PRC DELEGATED CO-COMMISSIONING,DR ABOUZEKRY,34262427,"1,120.00"
Department of Health,NHS Central London CCG,31/10/2020,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,DR ABOUZEKRY,34262427,"24,616.10"
Department of Health,NHS Central London CCG,31/10/2020,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,DR ABOUZEKRY,34262427,460.42
Department of Health,NHS Central London CCG,31/10/2020,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,DR ABOUZEKRY,34262427,"1,928.51"
Department of Health,NHS Central London CCG,31/10/2020,C&M-GMS DES Learn Dsblty Hlth Chk,PRC DELEGATED CO-COMMISSIONING,DR G AHMED,34262429,420
Department of Health,NHS Central London CCG,31/10/2020,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,DR G AHMED,34262429,"30,621.36"
Department of Health,NHS Central London CCG,31/10/2020,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,DR G AHMED,34262429,547.97
Department of Health,NHS Central London CCG,31/10/2020,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,DR G AHMED,34262429,"1,891.87"
Department of Health,NHS Central London CCG,31/10/2020,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,DR VICTORIA MUIRS PRACTICE,34262436,33.49
Department of Health,NHS Central London CCG,31/10/2020,C&M-GMS DES Learn Dsblty Hlth Chk,PRC DELEGATED CO-COMMISSIONING,DR VICTORIA MUIRS PRACTICE,34262436,980
Department of Health,NHS Central London CCG,31/10/2020,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,DR VICTORIA MUIRS PRACTICE,34262436,"63,861.97"
Department of Health,NHS Central London CCG,31/10/2020,C&M-GMS Other Addtl Staff Paymts,PRC DELEGATED CO-COMMISSIONING,DR VICTORIA MUIRS PRACTICE,34262436,"2,256.25"
Department of Health,NHS Central London CCG,31/10/2020,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,DR VICTORIA MUIRS PRACTICE,34262436,"1,222.06"
Department of Health,NHS Central London CCG,31/10/2020,C&M-GMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,DR VICTORIA MUIRS PRACTICE,34262436,"3,333.33"
Department of Health,NHS Central London CCG,31/10/2020,C&M-GMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,DR VICTORIA MUIRS PRACTICE,34262436,"1,698.54"
Department of Health,NHS Central London CCG,31/10/2020,C&M-GMS Prof Fees Prescribing,PRC DELEGATED CO-COMMISSIONING,DR VICTORIA MUIRS PRACTICE,34262436,6.91
Department of Health,NHS Central London CCG,31/10/2020,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,DR VICTORIA MUIRS PRACTICE,34262436,"5,446.68"
Department of Health,NHS Central London CCG,31/10/2020,C&M-GMS DES Learn Dsblty Hlth Chk,PRC DELEGATED CO-COMMISSIONING,FITZROVIA MEDICAL CENTRE,34262438,280
Department of Health,NHS Central London CCG,31/10/2020,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,FITZROVIA MEDICAL CENTRE,34262438,"52,820.36"
Department of Health,NHS Central London CCG,31/10/2020,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,FITZROVIA MEDICAL CENTRE,34262438,"1,053.60"
Department of Health,NHS Central London CCG,31/10/2020,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,FITZROVIA MEDICAL CENTRE,34262438,"3,035.07"
Department of Health,NHS Central London CCG,31/10/2020,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,IMPERIAL COLLEGE HEALTH CENTRE,34262440,"77,020.34"
Department of Health,NHS Central London CCG,31/10/2020,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,IMPERIAL COLLEGE HEALTH CENTRE,34262440,"1,576.52"
Department of Health,NHS Central London CCG,31/10/2020,C&M-GMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,IMPERIAL COLLEGE HEALTH CENTRE,34262440,"14,408.33"
Department of Health,NHS Central London CCG,31/10/2020,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,IMPERIAL COLLEGE HEALTH CENTRE,34262440,"3,387.25"
Department of Health,NHS Central London CCG,31/10/2020,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,LITTLE VENICE MEDICAL CENTRE,34262444,"37,605.22"
Department of Health,NHS Central London CCG,31/10/2020,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,LITTLE VENICE MEDICAL CENTRE,34262444,726.95
Department of Health,NHS Central London CCG,31/10/2020,C&M-GMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,LITTLE VENICE MEDICAL CENTRE,34262444,"3,369.33"
Department of Health,NHS Central London CCG,31/10/2020,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,LITTLE VENICE MEDICAL CENTRE,34262444,"2,672.49"
Department of Health,NHS Central London CCG,31/10/2020,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,MAIDA VALE MEDICAL CENTRE (THE),34262449,"48,273.46"
Department of Health,NHS Central London CCG,31/10/2020,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,MAIDA VALE MEDICAL CENTRE (THE),34262449,935.37
Department of Health,NHS Central London CCG,31/10/2020,C&M-GMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,MAIDA VALE MEDICAL CENTRE (THE),34262449,"4,500.00"
Department of Health,NHS Central London CCG,31/10/2020,C&M-GMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,MAIDA VALE MEDICAL CENTRE (THE),34262449,"1,330.67"
Department of Health,NHS Central London CCG,31/10/2020,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,MAIDA VALE MEDICAL CENTRE (THE),34262449,"2,999.07"
Department of Health,NHS Central London CCG,31/10/2020,ME-GMS GP Pension EEs Adjustments,PRC DELEGATED CO-COMMISSIONING,MAIDA VALE MEDICAL CENTRE (THE),34262449,652.5
Department of Health,NHS Central London CCG,31/10/2020,ME-GMS GP Pension ERs Adjustments,PRC DELEGATED CO-COMMISSIONING,MAIDA VALE MEDICAL CENTRE (THE),34262449,647.1
Department of Health,NHS Central London CCG,31/10/2020,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,SOHO SQUARE SURGERY,34262452,"24,040.05"
Department of Health,NHS Central London CCG,31/10/2020,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,SOHO SQUARE SURGERY,34262452,445.21
Department of Health,NHS Central London CCG,31/10/2020,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,SOHO SQUARE SURGERY,34262452,"1,109.25"
Department of Health,NHS Central London CCG,31/10/2020,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,ST JOHNS WOOD MEDICAL PRACTICE,34262454,111.14
Department of Health,NHS Central London CCG,31/10/2020,C&M-GMS DES Extended Hours Access,PRC DELEGATED CO-COMMISSIONING,ST JOHNS WOOD MEDICAL PRACTICE,34262454,"12,942.20"
Department of Health,NHS Central London CCG,31/10/2020,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,ST JOHNS WOOD MEDICAL PRACTICE,34262454,"132,413.43"
Department of Health,NHS Central London CCG,31/10/2020,C&M-GMS PCN DES Clinical Director,PRC DELEGATED CO-COMMISSIONING,ST JOHNS WOOD MEDICAL PRACTICE,34262454,"6,430.96"
Department of Health,NHS Central London CCG,31/10/2020,C&M-GMS PCN DES PCN support,LOCAL ENHANCED SERVICES,ST JOHNS WOOD MEDICAL PRACTICE,34262454,"13,379.28"
Department of Health,NHS Central London CCG,31/10/2020,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,ST JOHNS WOOD MEDICAL PRACTICE,34262454,"2,558.25"
Department of Health,NHS Central London CCG,31/10/2020,C&M-GMS Prem Water Rates,PRC DELEGATED CO-COMMISSIONING,ST JOHNS WOOD MEDICAL PRACTICE,34262454,751.35
Department of Health,NHS Central London CCG,31/10/2020,C&M-GMS Prof Fees Prescribing,PRC DELEGATED CO-COMMISSIONING,ST JOHNS WOOD MEDICAL PRACTICE,34262454,39.15
Department of Health,NHS Central London CCG,31/10/2020,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,ST JOHNS WOOD MEDICAL PRACTICE,34262454,"8,738.84"
Department of Health,NHS Central London CCG,31/10/2020,C&M-GMS DES Extended Hours Access,PRC DELEGATED CO-COMMISSIONING,VICTORIA MEDICAL CENTRE,34262455,"-9,568.91"
Department of Health,NHS Central London CCG,31/10/2020,C&M-GMS GP Statutory Levy,PRC DELEGATED CO-COMMISSIONING,VICTORIA MEDICAL CENTRE,34262455,"-6,248.12"
Department of Health,NHS Central London CCG,31/10/2020,C&M-GMS PCN DES Clinical Director,PRC DELEGATED CO-COMMISSIONING,VICTORIA MEDICAL CENTRE,34262455,"-4,764.66"
Department of Health,NHS Central London CCG,31/10/2020,C&M-GMS PCN DES PCN support,LOCAL ENHANCED SERVICES,VICTORIA MEDICAL CENTRE,34262455,"-9,931.90"
Department of Health,NHS Central London CCG,31/10/2020,ME-GMS GP Pension EEs,PRC DELEGATED CO-COMMISSIONING,VICTORIA MEDICAL CENTRE,34262455,"-6,396.55"
Department of Health,NHS Central London CCG,31/10/2020,ME-GMS GP Pension ERs Adjustments,PRC DELEGATED CO-COMMISSIONING,VICTORIA MEDICAL CENTRE,34262455,"-6,773.30"
Department of Health,NHS Central London CCG,31/10/2020,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,VICTORIA MEDICAL CENTRE,34262456,59.82
