Department,CCG,Date,Expense Area,Expense Type,Supplier,Transaction Number,Amount
Department of Health,NHS Central London CCG,30-Apr-20,ME - PMS GP Prior Year ERs,PRC DELEGATED CO-COMMISSIONING,AT MEDICS STREATHAM PLACE,31813041,"4,254.24"
Department of Health,NHS Central London CCG,30-Apr-20,ME-PMS GP Prior Year EEs,PRC DELEGATED CO-COMMISSIONING,AT MEDICS STREATHAM PLACE,31813041,"3,718.74"
Department of Health,NHS Central London CCG,30-Apr-20,Programme Support Costs,NON RECURRENT PROGRAMMES,ROYAL TRINITY HOSPICE,31813041,"39,331.90"
Department of Health,NHS Central London CCG,30-Apr-20,Computer Software/License,THIRD PARTY HOSTED SERVICE 7,INSIGHT DIRECT (UK) LTD,31835503,"169,314.96"
Department of Health,NHS Central London CCG,30-Apr-20,Hcare Srv Rec NHS Trust-Contract Baseline,ACUTE COMMISSIONING,BARTS HEALTH NHS TRUST,31851237,"114,682.00"
Department of Health,NHS Central London CCG,30-Apr-20,Hcare Srv Rec Fdtn Trust-Contract Baseline,MENTAL HEALTH CONTRACTS,CAMDEN & ISLINGTON NHS FOUNDATION TRUST,31853095,"132,844.00"
Department of Health,NHS Central London CCG,30-Apr-20,Hcare Srv Rec Fdtn Trust-Contract Baseline,MENTAL HEALTH CONTRACTS,CENTRAL & NORTH WEST LONDON NHS FOUNDATION TRUST,31853096,"4,411,905.00"
Department of Health,NHS Central London CCG,30-Apr-20,Hcare Srv Rec NHS Trust-Contract Baseline,COMMUNITY SERVICES,CENTRAL LONDON COMMUNITY HEALTHCARE NHS TRUST,31853097,"1,548,670.00"
Department of Health,NHS Central London CCG,30-Apr-20,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST,31853098,"2,039,497.00"
Department of Health,NHS Central London CCG,30-Apr-20,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,GUYS & ST THOMAS HOSPITAL NHS FOUNDATION TRUST,31853099,"1,627,828.00"
Department of Health,NHS Central London CCG,30-Apr-20,Hcare Srv Rec NHS Trust-Contract Baseline,ACUTE COMMISSIONING,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,31853101,"5,512,982.00"
Department of Health,NHS Central London CCG,30-Apr-20,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,KING`S COLLEGE HOSPITAL NHS FOUNDATION TRUST,31853103,"113,311.00"
Department of Health,NHS Central London CCG,30-Apr-20,Hcare Srv Rec NHS Trust-Contract Baseline,AMBULANCE SERVICES,LONDON AMBULANCE SERVICE NHS TRUST,31853104,"1,122,152.00"
Department of Health,NHS Central London CCG,30-Apr-20,Hcare Srv Rec NHS Trust-Contract Baseline,COMMUNITY SERVICES,LONDON NORTH WEST HEALTHCARE NHS TRUST,31853106,"96,589.00"
Department of Health,NHS Central London CCG,30-Apr-20,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,MOORFIELDS EYE HOSPITAL NHS FOUNDATION TRUST,31853107,"107,029.00"
Department of Health,NHS Central London CCG,30-Apr-20,Hcare Srv Rec Fdtn Trust-Contract Baseline,MENTAL HEALTH CONTRACTS,EAST LONDON NHS FOUNDATION TRUST,31853108,"44,091.00"
Department of Health,NHS Central London CCG,30-Apr-20,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,ROYAL BROMPTON & HAREFIELD NHS FOUNDATION TRUST,31853109,"56,542.00"
Department of Health,NHS Central London CCG,30-Apr-20,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,ROYAL FREE LONDON NHS FOUNDATION TRUST,31853110,"397,848.00"
Department of Health,NHS Central London CCG,30-Apr-20,Hcare Srv Rec NHS Trust-Contract Baseline,ACUTE COMMISSIONING,ROYAL NATIONAL ORTHOPAEDIC HOSPITAL NHS TRUST,31853111,"28,556.00"
Department of Health,NHS Central London CCG,30-Apr-20,Hcare Srv Rec Fdtn Trust-Contract Baseline,MENTAL HEALTH CONTRACTS,SOUTH LONDON AND MAUDSLEY NHS FOUNDATION TRUST,31853112,"58,255.00"
Department of Health,NHS Central London CCG,30-Apr-20,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,ST GEORGES UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,31853113,"56,770.00"
Department of Health,NHS Central London CCG,30-Apr-20,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,HILLINGDON HOSPITALS NHS FOUNDATION TRUST,31853114,"54,257.00"
Department of Health,NHS Central London CCG,30-Apr-20,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,ROYAL MARSDEN NHS FOUNDATION TRUST (THE),31853115,"88,639.00"
Department of Health,NHS Central London CCG,30-Apr-20,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION,31853116,"1,815,750.00"
Department of Health,NHS Central London CCG,,Hcare Srv Rec NHS Trust-Contract Baseline,MENTAL HEALTH CONTRACTS,WEST LONDON NHS TRUST,,"33,925.00"
Department of Health,NHS Central London CCG,30-Apr-20,Hcare Srv Rec NHS Trust-Contract Baseline,ACUTE COMMISSIONING,WHITTINGTON HOSPITAL NHS TRUST (THE),31853118,"36,438.00"
Department of Health,NHS Central London CCG,30-Apr-20,Apprenticeship Levy Payable,BALANCE SHEET,HMRC,31853119,"2,315.00"
Department of Health,NHS Central London CCG,30-Apr-20,Income tax <1Yr,BALANCE SHEET,HMRC,31868906,"118,115.35"
Department of Health,NHS Central London CCG,30-Apr-20,Income tax <1Yr-Student Loans,BALANCE SHEET,HMRC,31868906,"3,007.00"
Department of Health,NHS Central London CCG,30-Apr-20,National Insurance < 1 yr-NI- ERS,BALANCE SHEET,HMRC,31868906,"80,156.42"
Department of Health,NHS Central London CCG,30-Apr-20,National Insurance < 1 yr-NI-EES,BALANCE SHEET,HMRC,31868906,"57,519.22"
Department of Health,NHS Central London CCG,30-Apr-20,Post Graduate Loan Payable,BALANCE SHEET,HMRC,31868906,117
Department of Health,NHS Central London CCG,30-Apr-20,Statutory Adoption Pay < 1 yr,BALANCE SHEET,HMRC,31868906,-273.58
Department of Health,NHS Central London CCG,30-Apr-20,Statutory Mat Pay < 1 yr,BALANCE SHEET,HMRC,31868906,"-8,531.46"
Department of Health,NHS Central London CCG,30-Apr-20,Computer Software/License,THIRD PARTY HOSTED SERVICE 2,MJOG LTD,31868906,"30,991.80"
Department of Health,NHS Central London CCG,30-Apr-20,Computer Software/License,THIRD PARTY HOSTED SERVICE 2,MJOG LTD,31876486,"29,673.00"
Department of Health,NHS Central London CCG,30-Apr-20,Computer Software/License,THIRD PARTY HOSTED SERVICE 2,MJOG LTD,31876488,"36,926.40"
Department of Health,NHS Central London CCG,30-Apr-20,Computer Software/License,THIRD PARTY HOSTED SERVICE 2,MJOG LTD,31876489,"49,455.00"
Department of Health,NHS Central London CCG,,Computer Software/License,THIRD PARTY HOSTED SERVICE 2,MJOG LTD,,"27,694.80"
Department of Health,NHS Central London CCG,30-Apr-20,Hcare Srv Rec NHS Trust-Contract Baseline,COMMUNITY SERVICES,CENTRAL LONDON COMMUNITY HEALTHCARE NHS TRUST,31876493,"103,104.00"
Department of Health,NHS Central London CCG,30-Apr-20,Cont Care- Children,CHC CHILDREN,CITY OF WESTMINSTER,31876547,"78,000.00"
Department of Health,NHS Central London CCG,30-Apr-20,Clinical&Medical-Voluntary Sector,MENTAL HEALTH SERVICES - OLDER PEOPLE,HOSPITAL OF ST JOHN & ST ELIZABETH,31888829,"98,380.93"
Department of Health,NHS Central London CCG,30-Apr-20,Cont Care-Learning Disab(<65),LEARNING DIFFICULTIES,WESTMINSTER SOCIETY FOR PEOPLE WITH LEARNING DISABILITIES,31888840,"48,371.82"
Department of Health,NHS Central London CCG,30-Apr-20,Hcare Srv Rec NHS Trust-Contract Baseline,LONG TERM CONDITIONS,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,31888845,"299,278.33"
Department of Health,NHS Central London CCG,30-Apr-20,Hcare Srv Rec NHS Trust-Contract Baseline,LONG TERM CONDITIONS,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,31888848,"299,278.33"
Department of Health,NHS Central London CCG,30-Apr-20,Cont Care-Learning Disab(<65),LEARNING DIFFICULTIES,WESTMINSTER SOCIETY FOR PEOPLE WITH LEARNING DISABILITIES,31888852,"59,682.76"
Department of Health,NHS Central London CCG,30-Apr-20,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,BELGRAVIA SURGERY,31888853,"60,907.44"
Department of Health,NHS Central London CCG,30-Apr-20,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,BELGRAVIA SURGERY,31899218,"1,096.88"
Department of Health,NHS Central London CCG,30-Apr-20,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,BELGRAVIA SURGERY,31899218,"3,577.68"
Department of Health,NHS Central London CCG,30-Apr-20,ME - GMS GP Prior Year ERs,PRC DELEGATED CO-COMMISSIONING,BELGRAVIA SURGERY,31899218,"3,240.49"
Department of Health,NHS Central London CCG,30-Apr-20,ME-GMS GP Prior Year EEs,PRC DELEGATED CO-COMMISSIONING,BELGRAVIA SURGERY,31899218,"3,842.99"
Department of Health,NHS Central London CCG,30-Apr-20,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,DR ABOUZEKRY,31899218,"25,279.89"
Department of Health,NHS Central London CCG,30-Apr-20,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,DR ABOUZEKRY,31899221,460.42
Department of Health,NHS Central London CCG,30-Apr-20,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,DR ABOUZEKRY,31899221,"2,129.70"
Department of Health,NHS Central London CCG,30-Apr-20,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,DR G AHMED,31899221,"30,233.05"
Department of Health,NHS Central London CCG,30-Apr-20,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,DR G AHMED,31899224,547.97
Department of Health,NHS Central London CCG,30-Apr-20,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,DR G AHMED,31899224,"2,129.18"
Department of Health,NHS Central London CCG,30-Apr-20,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,DR VICTORIA MUIRS PRACTICE,31899224,845.88
Department of Health,NHS Central London CCG,30-Apr-20,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,DR VICTORIA MUIRS PRACTICE,31899231,"64,145.56"
Department of Health,NHS Central London CCG,30-Apr-20,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,DR VICTORIA MUIRS PRACTICE,31899231,"1,222.06"
Department of Health,NHS Central London CCG,30-Apr-20,C&M-GMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,DR VICTORIA MUIRS PRACTICE,31899231,"3,333.33"
Department of Health,NHS Central London CCG,30-Apr-20,C&M-GMS Prof Fees Prescribing,PRC DELEGATED CO-COMMISSIONING,DR VICTORIA MUIRS PRACTICE,31899231,111.73
Department of Health,NHS Central London CCG,30-Apr-20,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,DR VICTORIA MUIRS PRACTICE,31899231,"5,663.16"
Department of Health,NHS Central London CCG,30-Apr-20,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,FITZROVIA MEDICAL CENTRE,31899231,"1,604.78"
Department of Health,NHS Central London CCG,30-Apr-20,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,FITZROVIA MEDICAL CENTRE,31899232,"54,299.40"
Department of Health,NHS Central London CCG,30-Apr-20,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,FITZROVIA MEDICAL CENTRE,31899232,"1,053.60"
Department of Health,NHS Central London CCG,30-Apr-20,C&M-GMS Prof Fees Prescribing,PRC DELEGATED CO-COMMISSIONING,FITZROVIA MEDICAL CENTRE,31899232,246.21
Department of Health,NHS Central London CCG,30-Apr-20,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,FITZROVIA MEDICAL CENTRE,31899232,"2,311.05"
Department of Health,NHS Central London CCG,30-Apr-20,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,IMPERIAL COLLEGE HEALTH CENTRE,31899232,"84,013.07"
Department of Health,NHS Central London CCG,30-Apr-20,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,IMPERIAL COLLEGE HEALTH CENTRE,31899234,"1,576.52"
Department of Health,NHS Central London CCG,30-Apr-20,C&M-GMS Prem Actual Rent,PRC DELEGATED CO-COMMISSIONING,IMPERIAL COLLEGE HEALTH CENTRE,31899234,"36,959.58"
Department of Health,NHS Central London CCG,30-Apr-20,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,IMPERIAL COLLEGE HEALTH CENTRE,31899234,"2,097.10"
Department of Health,NHS Central London CCG,30-Apr-20,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,LITTLE VENICE MEDICAL CENTRE,31899234,"37,807.12"
Department of Health,NHS Central London CCG,30-Apr-20,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,LITTLE VENICE MEDICAL CENTRE,31899239,726.95
Department of Health,NHS Central London CCG,30-Apr-20,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,LITTLE VENICE MEDICAL CENTRE,31899239,"2,685.38"
Department of Health,NHS Central London CCG,30-Apr-20,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,MAIDA VALE MEDICAL CENTRE (THE),31899239,590.47
Department of Health,NHS Central London CCG,30-Apr-20,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,MAIDA VALE MEDICAL CENTRE (THE),31899243,"48,833.29"
Department of Health,NHS Central London CCG,30-Apr-20,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,MAIDA VALE MEDICAL CENTRE (THE),31899243,935.37
Department of Health,NHS Central London CCG,30-Apr-20,C&M-GMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,MAIDA VALE MEDICAL CENTRE (THE),31899243,"4,500.00"
Department of Health,NHS Central London CCG,30-Apr-20,C&M-GMS Prof Fees Prescribing,PRC DELEGATED CO-COMMISSIONING,MAIDA VALE MEDICAL CENTRE (THE),31899243,64.14
Department of Health,NHS Central London CCG,30-Apr-20,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,MAIDA VALE MEDICAL CENTRE (THE),31899243,"2,923.76"
Department of Health,NHS Central London CCG,30-Apr-20,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,SOHO SQUARE SURGERY,31899243,281.33
Department of Health,NHS Central London CCG,30-Apr-20,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,SOHO SQUARE SURGERY,31899247,"24,888.31"
Department of Health,NHS Central London CCG,30-Apr-20,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,SOHO SQUARE SURGERY,31899247,445.21
Department of Health,NHS Central London CCG,30-Apr-20,C&M-GMS Prof Fees Prescribing,PRC DELEGATED CO-COMMISSIONING,SOHO SQUARE SURGERY,31899247,45.52
Department of Health,NHS Central London CCG,30-Apr-20,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,SOHO SQUARE SURGERY,31899247,991.06
Department of Health,NHS Central London CCG,30-Apr-20,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,PIMLICO HEALTH AT THE MARVEN SURGERY,31899247,"1,774.79"
Department of Health,NHS Central London CCG,30-Apr-20,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,PIMLICO HEALTH AT THE MARVEN SURGERY,31899253,"101,361.71"
Department of Health,NHS Central London CCG,30-Apr-20,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,PIMLICO HEALTH AT THE MARVEN SURGERY,31899253,"1,966.67"
Department of Health,NHS Central London CCG,30-Apr-20,C&M-GMS PCO Seniority,PRC DELEGATED CO-COMMISSIONING,PIMLICO HEALTH AT THE MARVEN SURGERY,31899253,"1,463.33"
Department of Health,NHS Central London CCG,30-Apr-20,C&M-GMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,PIMLICO HEALTH AT THE MARVEN SURGERY,31899253,"15,350.00"
Department of Health,NHS Central London CCG,30-Apr-20,C&M-GMS Prof Fees Prescribing,PRC DELEGATED CO-COMMISSIONING,PIMLICO HEALTH AT THE MARVEN SURGERY,31899253,211.04
Department of Health,NHS Central London CCG,30-Apr-20,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,PIMLICO HEALTH AT THE MARVEN SURGERY,31899253,"8,160.00"
Department of Health,NHS Central London CCG,30-Apr-20,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,CRAWFORD STREET SURGERY,31899253,579.77
Department of Health,NHS Central London CCG,,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,CRAWFORD STREET SURGERY,,"40,360.35"
Department of Health,NHS Central London CCG,30-Apr-20,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,CRAWFORD STREET SURGERY,31899256,723.74
Department of Health,NHS Central London CCG,30-Apr-20,C&M-GMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,CRAWFORD STREET SURGERY,31899256,"4,189.50"
Department of Health,NHS Central London CCG,30-Apr-20,C&M-GMS Prof Fees Prescribing,PRC DELEGATED CO-COMMISSIONING,CRAWFORD STREET SURGERY,31899256,53.79
Department of Health,NHS Central London CCG,30-Apr-20,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,CRAWFORD STREET SURGERY,31899256,"2,068.42"
Department of Health,NHS Central London CCG,30-Apr-20,C&M-GMS Cost of Drugs -Prescribing,PRESCRIBING,MEDICAL CENTRE WOODFIELD ROAD,31899256,214.78
Department of Health,NHS Central London CCG,30-Apr-20,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,MEDICAL CENTRE WOODFIELD ROAD,31902153,"32,501.22"
Department of Health,NHS Central London CCG,30-Apr-20,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,MEDICAL CENTRE WOODFIELD ROAD,31902153,620.09
Department of Health,NHS Central London CCG,30-Apr-20,C&M-GMS PCO Locum Sickness,PRC DELEGATED CO-COMMISSIONING,MEDICAL CENTRE WOODFIELD ROAD,31902153,"4,035.00"
Department of Health,NHS Central London CCG,30-Apr-20,C&M-GMS Prof Fees Prescribing,PRC DELEGATED CO-COMMISSIONING,MEDICAL CENTRE WOODFIELD ROAD,31902153,37.24
Department of Health,NHS Central London CCG,30-Apr-20,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,MEDICAL CENTRE WOODFIELD ROAD,31902153,"1,589.52"
Department of Health,NHS Central London CCG,30-Apr-20,Clinical&Medical-Voluntary Sector,HOSPICES,HOSPITAL OF ST JOHN & ST ELIZABETH,31902153,"35,250.00"
Department of Health,NHS Central London CCG,30-Apr-20,Clinical&Medical-Voluntary Sector,HOSPICES,HOSPITAL OF ST JOHN & ST ELIZABETH,31909122,"61,500.00"
Department of Health,NHS Central London CCG,30-Apr-20,Clinical&Medical-Independent Sector,COMMISSIONING SCHEMES,CENTRAL LONDON HEALTHCARE,31909124,"234,541.50"
Department of Health,NHS Central London CCG,30-Apr-20,Clinical&Medical-Independent Sector,COMMISSIONING SCHEMES,SWPCH,31910034,"114,115.38"
Department of Health,NHS Central London CCG,30-Apr-20,Clinical&Medical-Independent Sector,COMMISSIONING SCHEMES,SWPCH,31910038,"29,258.08"
Department of Health,NHS Central London CCG,30-Apr-20,C&M-APMS Contract Value,PRC DELEGATED CO-COMMISSIONING,CENTRAL LONDON HEALTHCARE,31910040,"34,649.14"
Department of Health,NHS Central London CCG,30-Apr-20,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,COVENT GARDEN MEDICAL CENTRE,31910042,296.16
Department of Health,NHS Central London CCG,30-Apr-20,C&M-GMS DES Extended Hours Access,PRC DELEGATED CO-COMMISSIONING,COVENT GARDEN MEDICAL CENTRE,31913996,"5,553.62"
Department of Health,NHS Central London CCG,30-Apr-20,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,COVENT GARDEN MEDICAL CENTRE,31913996,"38,401.38"
Department of Health,NHS Central London CCG,30-Apr-20,C&M-GMS PCN DES Invest & impact,PRC DELEGATED CO-COMMISSIONING,COVENT GARDEN MEDICAL CENTRE,31913996,"2,566.16"
Department of Health,NHS Central London CCG,30-Apr-20,C&M-GMS PCN DES Clin Pharmacist,PRC DELEGATED CO-COMMISSIONING,COVENT GARDEN MEDICAL CENTRE,31913996,"7,551.31"
Department of Health,NHS Central London CCG,30-Apr-20,C&M-GMS PCN DES Clinical Director,PRC DELEGATED CO-COMMISSIONING,COVENT GARDEN MEDICAL CENTRE,31913996,"2,765.32"
Department of Health,NHS Central London CCG,30-Apr-20,C&M-GMS PCN DES PCN support,LOCAL ENHANCED SERVICES,COVENT GARDEN MEDICAL CENTRE,31913996,"5,745.15"
Department of Health,NHS Central London CCG,30-Apr-20,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,COVENT GARDEN MEDICAL CENTRE,31913996,674.73
Department of Health,NHS Central London CCG,30-Apr-20,C&M-GMS Prof Fees Prescribing,PRC DELEGATED CO-COMMISSIONING,COVENT GARDEN MEDICAL CENTRE,31913996,47.59
Department of Health,NHS Central London CCG,30-Apr-20,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,COVENT GARDEN MEDICAL CENTRE,31913996,"1,760.32"
Department of Health,NHS Central London CCG,30-Apr-20,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,ST JOHNS WOOD MEDICAL PRACTICE,31913996,"1,638.06"
Department of Health,NHS Central London CCG,30-Apr-20,C&M-GMS DES Extended Hours Access,PRC DELEGATED CO-COMMISSIONING,ST JOHNS WOOD MEDICAL PRACTICE,31914002,"6,466.64"
Department of Health,NHS Central London CCG,30-Apr-20,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,ST JOHNS WOOD MEDICAL PRACTICE,31914002,"133,881.66"
Department of Health,NHS Central London CCG,30-Apr-20,C&M-GMS PCN DES Invest & impact,PRC DELEGATED CO-COMMISSIONING,ST JOHNS WOOD MEDICAL PRACTICE,31914002,"2,988.03"
Department of Health,NHS Central London CCG,30-Apr-20,C&M-GMS PCN DES Clin Pharmacist,PRC DELEGATED CO-COMMISSIONING,ST JOHNS WOOD MEDICAL PRACTICE,31914002,"8,798.62"
Department of Health,NHS Central London CCG,30-Apr-20,C&M-GMS PCN DES Clinical Director,PRC DELEGATED CO-COMMISSIONING,ST JOHNS WOOD MEDICAL PRACTICE,31914002,"3,219.94"
Department of Health,NHS Central London CCG,30-Apr-20,C&M-GMS PCN DES PCN support,LOCAL ENHANCED SERVICES,ST JOHNS WOOD MEDICAL PRACTICE,31914002,"6,689.65"
Department of Health,NHS Central London CCG,30-Apr-20,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,ST JOHNS WOOD MEDICAL PRACTICE,31914002,"2,558.25"
Department of Health,NHS Central London CCG,30-Apr-20,C&M-GMS Prem Clinical Waste,PRC DELEGATED CO-COMMISSIONING,ST JOHNS WOOD MEDICAL PRACTICE,31914002,531.84
Department of Health,NHS Central London CCG,30-Apr-20,C&M-GMS Prem Water Rates,PRC DELEGATED CO-COMMISSIONING,ST JOHNS WOOD MEDICAL PRACTICE,31914002,679.17
Department of Health,NHS Central London CCG,30-Apr-20,C&M-GMS Prof Fees Prescribing,PRC DELEGATED CO-COMMISSIONING,ST JOHNS WOOD MEDICAL PRACTICE,31914002,229.68
Department of Health,NHS Central London CCG,30-Apr-20,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,ST JOHNS WOOD MEDICAL PRACTICE,31914002,"7,947.66"
Department of Health,NHS Central London CCG,30-Apr-20,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,VICTORIA MEDICAL CENTRE,31914002,"1,180.25"
