Date,Expense Type,Expense area,Supplier,Transaction,amount
6/30/2020,Cont Care- Prior Year Payments,FUNDED NURSING CARE,CARLTON COURT CARE HOME,32614132,"33,903.93"
6/30/2020,Computer Software/License,PRIMARY CARE IT,IPLATO HEALTHCARE LTD,32614137,"33,000.00"
6/30/2020,Clinical&Medical-Independent Sector,OUT OF HOURS,LONDON CENTRAL & WEST UNSCHEDULED CARE COLLABORATIVE,32614143,"357,659.77"
6/30/2020,Clinical&Medical-Independent Sector,OUT OF HOURS,LONDON CENTRAL & WEST UNSCHEDULED CARE COLLABORATIVE,32614145,"229,924.12"
6/30/2020,Clinical&Medical-Independent Sector,OUT OF HOURS,LONDON CENTRAL & WEST UNSCHEDULED CARE COLLABORATIVE,32614146,"255,471.23"
6/30/2020,Clinical&Medical-Independent Sector,OUT OF HOURS,LONDON CENTRAL & WEST UNSCHEDULED CARE COLLABORATIVE,32614147,"217,150.61"
6/30/2020,Clinical&Medical-Independent Sector,OUT OF HOURS,LONDON CENTRAL & WEST UNSCHEDULED CARE COLLABORATIVE,32614149,"217,150.61"
6/30/2020,Clinical&Medical-Independent Sector,COMMUNITY SERVICES,MILDMAY MISSION HOSPITAL UK,32626109,"-30,890.00"
6/30/2020,Clinical&Medical-Independent Sector,PRIMARY CARE IT,IPLATO HEALTHCARE LTD,32627488,"69,180.00"
6/30/2020,Hcare Srv Rec Fdtn Trust-Contract Baseline,COMMUNITY SERVICES,CENTRAL & NORTH WEST LONDON NHS FOUNDATION TRUST,32652128,"306,449.28"
6/30/2020,Hcare Srv Rec NHS Trust-Contract Variation,MENTAL HEALTH CONTRACTS,BARNET ENFIELD AND HARINGEY MENTAL HEALTH NHS TRUST,32652139,"321,904.00"
6/30/2020,Hcare Srv Rec NHS Trust-Contract Baseline,ACUTE COMMISSIONING,WHITTINGTON HOSPITAL NHS TRUST (THE),32652223,"77,476.26"
6/30/2020,Hcare Srv Rec NHS Trust-Contract Baseline,MENTAL HEALTH CONTRACTS,BARNET ENFIELD AND HARINGEY MENTAL HEALTH NHS TRUST,32652257,"246,587.00"
6/30/2020,Hcare Srv Rec NHS Trust-Non Contract,LONG TERM CONDITIONS,WHITTINGTON HOSPITAL NHS TRUST (THE),32652272,"41,885.00"
6/30/2020,Hcare Srv Rec NHS Trust-Non Contract,NCAS/OATS,BRIGHTON AND SUSSEX UNIVERSITY HOSPITALS NHS TRUST,32652368,"118,626.45"
6/30/2020,Clinical&Medical-Clinical Other,COMMUNITY SERVICES,NATIONAL UNPLANNED PREGNANCY ADVISORY SERVICE,32652391,"73,457.87"
6/30/2020,Clinical&Medical-Independent Sector,COMMUNITY SERVICES,CATARACT CENTRE,32652592,"50,000.00"
6/30/2020,Clinical&Medical-Independent Sector,GP FORWARD VIEW,PROBRAND LTD,32653382,"61,317.31"
6/30/2020,C&M-PMS Funding Differential Review,PRC DELEGATED CO-COMMISSIONING,MILLWAY MEDICAL PRACTICE,32661590,-866.74
6/30/2020,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,MILLWAY MEDICAL PRACTICE,32661590,"-23,192.56"
6/30/2020,ME - PMS TPS Added Years Adj EEs,PRC DELEGATED CO-COMMISSIONING,MILLWAY MEDICAL PRACTICE,32661590,-763.32
6/30/2020,ME-PMS GP Pension EEs-PMS,PRC DELEGATED CO-COMMISSIONING,MILLWAY MEDICAL PRACTICE,32661590,"-12,175.66"
6/30/2020,ME-PMS GP Pension ERs Adjs - PMS,PRC DELEGATED CO-COMMISSIONING,MILLWAY MEDICAL PRACTICE,32661590,"-13,401.06"
6/30/2020,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,ARCHWAY PRIMARY CARE TEAM,32665912,"-53,096.70"
6/30/2020,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,ARCHWAY PRIMARY CARE TEAM,32665912,"-7,135.04"
6/30/2020,ME - PMS TPS Added Years Adj EEs,PRC DELEGATED CO-COMMISSIONING,ARCHWAY PRIMARY CARE TEAM,32665912,-249.9
6/30/2020,ME-PMS GP Pension EEs-PMS,PRC DELEGATED CO-COMMISSIONING,ARCHWAY PRIMARY CARE TEAM,32665912,-969
6/30/2020,ME-PMS GP Pension ERs Adjs - PMS,PRC DELEGATED CO-COMMISSIONING,ARCHWAY PRIMARY CARE TEAM,32665912,"-1,166.37"
6/30/2020,C&M-PMS PCN DES Clin Pharmacist,PRC DELEGATED CO-COMMISSIONING,HAMPSTEAD GROUP PRACTICE,32665913,"-8,350.51"
6/30/2020,C&M-PMS PCN DES Soc Prescribing,PRC DELEGATED CO-COMMISSIONING,HAMPSTEAD GROUP PRACTICE,32665913,"-5,685.50"
6/30/2020,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,HAMPSTEAD GROUP PRACTICE,32665913,"-21,668.16"
6/30/2020,ME - PMS GP Prior Year ERs,PRC DELEGATED CO-COMMISSIONING,HAMPSTEAD GROUP PRACTICE,32665913,"-10,029.11"
6/30/2020,ME - PMS TPS Added Years Adj EEs,PRC DELEGATED CO-COMMISSIONING,HAMPSTEAD GROUP PRACTICE,32665913,-539.5
6/30/2020,ME-PMS GP Pension EEs Adjs - PMS,PRC DELEGATED CO-COMMISSIONING,HAMPSTEAD GROUP PRACTICE,32665913,"-1,404.00"
6/30/2020,ME-PMS GP Pension EEs-PMS,PRC DELEGATED CO-COMMISSIONING,HAMPSTEAD GROUP PRACTICE,32665913,"-8,416.50"
6/30/2020,ME-PMS GP Pension ERs Adjs - PMS,PRC DELEGATED CO-COMMISSIONING,HAMPSTEAD GROUP PRACTICE,32665913,"-11,365.95"
6/30/2020,ME-PMS GP Prior Year AVCs,PRC DELEGATED CO-COMMISSIONING,HAMPSTEAD GROUP PRACTICE,32665913,"-2,694.66"
6/30/2020,ME-PMS GP Prior Year EEs,PRC DELEGATED CO-COMMISSIONING,HAMPSTEAD GROUP PRACTICE,32665913,"-7,327.80"
6/30/2020,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,MEDICAL CENTRE HOLLOWAY ROAD,32665917,"-31,326.30"
6/30/2020,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,MEDICAL CENTRE HOLLOWAY ROAD,32665917,"-6,509.86"
6/30/2020,ME-PMS GP Pension EEs-PMS,PRC DELEGATED CO-COMMISSIONING,MEDICAL CENTRE HOLLOWAY ROAD,32665917,"-1,458.00"
6/30/2020,ME-PMS GP Pension ERs Adjs - PMS,PRC DELEGATED CO-COMMISSIONING,MEDICAL CENTRE HOLLOWAY ROAD,32665917,"-1,553.04"
6/30/2020,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,MEDICAL CENTRE HOLLOWAY ROAD,32665918,"44,959.87"
6/30/2020,C&M-PMS DES Learn Dsblty Hlth Chk,PRC DELEGATED CO-COMMISSIONING,MEDICAL CENTRE HOLLOWAY ROAD,32665918,"1,960.00"
6/30/2020,C&M-PMS Funding Differential Review,PRC DELEGATED CO-COMMISSIONING,MEDICAL CENTRE HOLLOWAY ROAD,32665918,"3,084.70"
6/30/2020,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,MEDICAL CENTRE HOLLOWAY ROAD,32665918,"13,052.61"
6/30/2020,C&M-PMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,MEDICAL CENTRE HOLLOWAY ROAD,32665918,"2,791.67"
6/30/2020,C&M-PMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,MEDICAL CENTRE HOLLOWAY ROAD,32665918,"1,101.96"
6/30/2020,C&M-PMS Prem Water Rates,PRC DELEGATED CO-COMMISSIONING,MEDICAL CENTRE HOLLOWAY ROAD,32665918,87.68
6/30/2020,C&M-PMS QOF Achievement,PRC DELEGATED CO-COMMISSIONING,MEDICAL CENTRE HOLLOWAY ROAD,32665918,"16,667.58"
6/30/2020,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,MEDICAL CENTRE HOLLOWAY ROAD,32665918,"10,265.33"
6/30/2020,C&M-APMS OOH Opt Outs,PRC DELEGATED CO-COMMISSIONING,AT MEDICS MITCHISON ROAD SURGERY,32665924,"-2,314.16"
6/30/2020,C&M-APMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,AT MEDICS MITCHISON ROAD SURGERY,32665924,"-31,962.69"
6/30/2020,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,AT MEDICS MITCHISON ROAD SURGERY,32665924,"-5,220.88"
6/30/2020,C&M-APMS OOH Opt Outs,PRC DELEGATED CO-COMMISSIONING,AT MEDICS LTD(HANLEY),32665925,"-3,556.61"
6/30/2020,C&M-APMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,AT MEDICS LTD(HANLEY),32665925,"-49,123.02"
6/30/2020,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,AT MEDICS LTD(HANLEY),32665925,"-7,285.78"
6/30/2020,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,BOUNDS GREEN GROUP PRACTICE,32665930,"-88,230.12"
6/30/2020,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,BOUNDS GREEN GROUP PRACTICE,32665930,"-17,618.02"
6/30/2020,ME - PMS GP Prior Year ERs,PRC DELEGATED CO-COMMISSIONING,BOUNDS GREEN GROUP PRACTICE,32665930,-970.65
6/30/2020,ME - PMS TPS Added Years Adj EEs,PRC DELEGATED CO-COMMISSIONING,BOUNDS GREEN GROUP PRACTICE,32665930,"-1,291.30"
6/30/2020,ME-PMS GP Pension EEs Adjs - PMS,PRC DELEGATED CO-COMMISSIONING,BOUNDS GREEN GROUP PRACTICE,32665930,-209.25
6/30/2020,ME-PMS GP Pension EEs-PMS,PRC DELEGATED CO-COMMISSIONING,BOUNDS GREEN GROUP PRACTICE,32665930,"-9,909.70"
6/30/2020,ME-PMS GP Pension ERs Adjs - PMS,PRC DELEGATED CO-COMMISSIONING,BOUNDS GREEN GROUP PRACTICE,32665930,"-11,156.22"
6/30/2020,ME-PMS GP Prior Year EEs,PRC DELEGATED CO-COMMISSIONING,BOUNDS GREEN GROUP PRACTICE,32665930,-627.75
6/30/2020,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,BRIDGE HOUSE SURGERY,32665931,"-47,677.53"
6/30/2020,C&M-PMS Prem Actual Rent,PRC DELEGATED CO-COMMISSIONING,BRIDGE HOUSE SURGERY,32665931,"-1,371.25"
6/30/2020,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,BRIDGE HOUSE SURGERY,32665931,"-9,385.62"
6/30/2020,ME - PMS GP Prior Year ERs,PRC DELEGATED CO-COMMISSIONING,BRIDGE HOUSE SURGERY,32665931,"-1,416.42"
6/30/2020,ME-PMS GP Pension EEs-PMS,PRC DELEGATED CO-COMMISSIONING,BRIDGE HOUSE SURGERY,32665931,"-12,913.11"
6/30/2020,ME-PMS GP Pension ERs Adjs - PMS,PRC DELEGATED CO-COMMISSIONING,BRIDGE HOUSE SURGERY,32665931,"-11,988.25"
6/30/2020,ME-PMS GP Prior Year EEs,PRC DELEGATED CO-COMMISSIONING,BRIDGE HOUSE SURGERY,32665931,"-3,625.60"
6/30/2020,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,CROUCH HALL SURGERY,32665932,"-40,598.16"
6/30/2020,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,CROUCH HALL SURGERY,32665932,"-7,312.04"
6/30/2020,ME - PMS TPS Added Years Adj EEs,PRC DELEGATED CO-COMMISSIONING,CROUCH HALL SURGERY,32665932,-282.92
6/30/2020,ME-PMS GP Pension EEs-PMS,PRC DELEGATED CO-COMMISSIONING,CROUCH HALL SURGERY,32665932,"-1,275.96"
6/30/2020,ME-PMS GP Pension ERs Adjs - PMS,PRC DELEGATED CO-COMMISSIONING,CROUCH HALL SURGERY,32665932,"-1,512.17"
6/30/2020,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,DR CAPLAN,32665933,"-52,497.87"
6/30/2020,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,DR CAPLAN,32665933,"-9,202.12"
6/30/2020,ME-PMS GP Pension EEs Adjs - PMS,PRC DELEGATED CO-COMMISSIONING,DR CAPLAN,32665933,-61.49
6/30/2020,ME-PMS GP Pension EEs-PMS,PRC DELEGATED CO-COMMISSIONING,DR CAPLAN,32665933,"-4,116.83"
6/30/2020,ME-PMS GP Pension ERs Adjs - PMS,PRC DELEGATED CO-COMMISSIONING,DR CAPLAN,32665933,"-4,545.29"
6/30/2020,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,DR IKUWUKE,32665934,"-24,498.12"
6/30/2020,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,DR IKUWUKE,32665934,"-4,586.18"
6/30/2020,ME-PMS GP Pension EEs-PMS,PRC DELEGATED CO-COMMISSIONING,DR IKUWUKE,32665934,"-1,674.69"
6/30/2020,ME-PMS GP Pension ERs Adjs - PMS,PRC DELEGATED CO-COMMISSIONING,DR IKUWUKE,32665934,"-1,783.86"
6/30/2020,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,DR JEYARAJAH,32665935,"-29,050.11"
6/30/2020,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,DR JEYARAJAH,32665935,"-7,103.36"
6/30/2020,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,DR M STEINBERG,32665936,"-57,341.10"
6/30/2020,C&M-PMS Prem Actual Rent,PRC DELEGATED CO-COMMISSIONING,DR M STEINBERG,32665936,"-5,604.17"
6/30/2020,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,DR M STEINBERG,32665936,"-11,197.72"
6/30/2020,ME - PMS TPS Added Years Adj EEs,PRC DELEGATED CO-COMMISSIONING,DR M STEINBERG,32665936,-153
6/30/2020,ME-PMS GP Pension EEs-PMS,PRC DELEGATED CO-COMMISSIONING,DR M STEINBERG,32665936,"-14,893.49"
6/30/2020,ME-PMS GP Pension ERs Adjs - PMS,PRC DELEGATED CO-COMMISSIONING,DR M STEINBERG,32665936,"-15,015.85"
6/30/2020,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,DR ROHAN,32665937,"-84,574.86"
6/30/2020,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,DR ROHAN,32665937,"-21,796.16"
6/30/2020,ME - PMS GP Prior Year ERs,PRC DELEGATED CO-COMMISSIONING,DR ROHAN,32665937,"-3,767.56"
6/30/2020,ME-PMS GP Pension EEs-PMS,PRC DELEGATED CO-COMMISSIONING,DR ROHAN,32665937,"-3,479.27"
6/30/2020,ME-PMS GP Pension ERs Adjs - PMS,PRC DELEGATED CO-COMMISSIONING,DR ROHAN,32665937,"-3,912.82"
6/30/2020,ME-PMS GP Prior Year EEs,PRC DELEGATED CO-COMMISSIONING,DR ROHAN,32665937,"-2,436.60"
6/30/2020,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,DR SIVANANTHAN,32665938,"-27,582.60"
6/30/2020,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,DR SIVANANTHAN,32665938,"-7,027.26"
6/30/2020,ME-PMS GP Pension EEs-PMS,PRC DELEGATED CO-COMMISSIONING,DR SIVANANTHAN,32665938,"-1,133.21"
6/30/2020,ME-PMS GP Pension ERs Adjs - PMS,PRC DELEGATED CO-COMMISSIONING,DR SIVANANTHAN,32665938,"-1,123.83"
6/30/2020,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,HAVERGAL VILLAS,32665945,"-30,988.44"
6/30/2020,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,HAVERGAL VILLAS,32665945,"-6,887.80"
6/30/2020,ME-PMS GP Pension EEs-PMS,PRC DELEGATED CO-COMMISSIONING,HAVERGAL VILLAS,32665945,"-2,932.40"
6/30/2020,ME-PMS GP Pension ERs Adjs - PMS,PRC DELEGATED CO-COMMISSIONING,HAVERGAL VILLAS,32665945,"-2,908.13"
6/30/2020,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,JS MEDICAL PRACTICE,32665946,"-68,494.32"
6/30/2020,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,JS MEDICAL PRACTICE,32665946,"-12,810.94"
6/30/2020,C&M-PMS DES Minor Surgery,PRC DELEGATED CO-COMMISSIONING,NIGHTINGALE HOUSE SURGERY,32665948,"-2,024.92"
6/30/2020,C&M-PMS Funding Differential Review,PRC DELEGATED CO-COMMISSIONING,NIGHTINGALE HOUSE SURGERY,32665948,-320.86
6/30/2020,C&M-PMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,NIGHTINGALE HOUSE SURGERY,32665948,-392.01
6/30/2020,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,NIGHTINGALE HOUSE SURGERY,32665948,"-8,352.20"
6/30/2020,ME-PMS GP Pension EEs-PMS,PRC DELEGATED CO-COMMISSIONING,NIGHTINGALE HOUSE SURGERY,32665948,"-13,490.55"
6/30/2020,ME-PMS GP Pension ERs Adjs - PMS,PRC DELEGATED CO-COMMISSIONING,NIGHTINGALE HOUSE SURGERY,32665948,"-13,378.89"
6/30/2020,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,RUTLAND HOUSE,32665950,"-32,148.48"
6/30/2020,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,RUTLAND HOUSE,32665950,"-6,306.84"
6/30/2020,ME - PMS TPS Added Years Adj EEs,PRC DELEGATED CO-COMMISSIONING,RUTLAND HOUSE,32665950,-187.4
6/30/2020,ME-PMS GP Pension EEs-PMS,PRC DELEGATED CO-COMMISSIONING,RUTLAND HOUSE,32665950,"-1,880.37"
6/30/2020,ME-PMS GP Pension ERs Adjs - PMS,PRC DELEGATED CO-COMMISSIONING,RUTLAND HOUSE,32665950,"-2,667.76"
6/30/2020,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,SOMERSET GARDENS HEALTH CENTRE,32665951,"-73,733.76"
6/30/2020,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,SOMERSET GARDENS HEALTH CENTRE,32665951,"-19,392.76"
6/30/2020,ME - PMS GP Prior Year ERs,PRC DELEGATED CO-COMMISSIONING,SOMERSET GARDENS HEALTH CENTRE,32665951,"-13,818.72"
6/30/2020,ME - PMS TPS Added Years Adj EEs,PRC DELEGATED CO-COMMISSIONING,SOMERSET GARDENS HEALTH CENTRE,32665951,-198.75
6/30/2020,ME-PMS GP Pension EEs Adjs - PMS,PRC DELEGATED CO-COMMISSIONING,SOMERSET GARDENS HEALTH CENTRE,32665951,"-2,162.18"
6/30/2020,ME-PMS GP Pension EEs-PMS,PRC DELEGATED CO-COMMISSIONING,SOMERSET GARDENS HEALTH CENTRE,32665951,"-7,776.91"
6/30/2020,ME-PMS GP Pension ERs Adjs - PMS,PRC DELEGATED CO-COMMISSIONING,SOMERSET GARDENS HEALTH CENTRE,32665951,"-10,386.36"
6/30/2020,ME-PMS GP Prior Year EEs,PRC DELEGATED CO-COMMISSIONING,SOMERSET GARDENS HEALTH CENTRE,32665951,"-12,973.08"
6/30/2020,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,STUART CRESCENT HEALTH CENTRE,32665952,"-30,115.74"
6/30/2020,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,STUART CRESCENT HEALTH CENTRE,32665952,"-5,571.58"
6/30/2020,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,TYNEMOUTH ROAD HEALTH CENTRE,32665953,"-51,705.72"
6/30/2020,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,TYNEMOUTH ROAD HEALTH CENTRE,32665953,"-8,288.96"
6/30/2020,ME-PMS GP Pension EEs-PMS,PRC DELEGATED CO-COMMISSIONING,TYNEMOUTH ROAD HEALTH CENTRE,32665953,-520.2
6/30/2020,ME-PMS GP Pension ERs Adjs - PMS,PRC DELEGATED CO-COMMISSIONING,TYNEMOUTH ROAD HEALTH CENTRE,32665953,-563.7
6/30/2020,C&M-PMS Funding Differential Review,PRC DELEGATED CO-COMMISSIONING,GREEN LANES SURGERY,32665957,-765.26
6/30/2020,C&M-PMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,GREEN LANES SURGERY,32665957,"-1,406.93"
6/30/2020,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,GREEN LANES SURGERY,32665957,"-24,495.48"
6/30/2020,ME-PMS GP Pension EEs-PMS,PRC DELEGATED CO-COMMISSIONING,GREEN LANES SURGERY,32665957,"-7,806.09"
6/30/2020,ME-PMS GP Pension ERs Adjs - PMS,PRC DELEGATED CO-COMMISSIONING,GREEN LANES SURGERY,32665957,"-7,910.16"
6/30/2020,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,CHESHIRE ROAD SURGERY,32665958,"-33,674.43"
