Date,Expense Type,Expense area,Supplier,Transaction,amount
31/08/2020,C&M-PMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,ARCHWAY PRIMARY CARE TEAM,33485948,"1,237.10"
31/08/2020,C&M-PMS Prem Water Rates,PRC DELEGATED CO-COMMISSIONING,ARCHWAY PRIMARY CARE TEAM,33485948,46.18
31/08/2020,C&M-PMS Prem Clinical Waste,PRC DELEGATED CO-COMMISSIONING,ARCHWAY PRIMARY CARE TEAM,33485948,8.16
31/08/2020,C&M-APMS Contract Value,PRC DELEGATED CO-COMMISSIONING,AT MEDICS LTD(HANLEY),33508353,"84,157.55"
31/08/2020,C&M-APMS Prem Healthcentre Rent,PRC DELEGATED CO-COMMISSIONING,AT MEDICS LTD(HANLEY),33508353,"23,580.92"
31/08/2020,C&M-APMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,AT MEDICS LTD(HANLEY),33508353,"17,738.87"
31/08/2020,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,AT MEDICS LTD(HANLEY),33508353,"4,187.77"
31/08/2020,C&M-APMS Prem Healthcentre Rates,PRC DELEGATED CO-COMMISSIONING,AT MEDICS LTD(HANLEY),33508353,"2,057.29"
31/08/2020,C&M-PMS Prem Clinical Waste,PRC DELEGATED CO-COMMISSIONING,AT MEDICS LTD(HANLEY),33508353,461.11
31/08/2020,C&M-APMS Prem Water Rates,PRC DELEGATED CO-COMMISSIONING,AT MEDICS LTD(HANLEY),33508353,30.06
31/08/2020,C&M-APMS OOH Opt Outs,PRC DELEGATED CO-COMMISSIONING,AT MEDICS LTD(HANLEY),33508353,8.68
31/08/2020,Clinical&Medical-Independent Sector,COMMUNITY SERVICES,BARNDOC HEALTHCARE LTD,33516102,"57,372.48"
31/08/2020,Clinical&Medical-Independent Sector,COMMUNITY SERVICES,BARNDOC HEALTHCARE LTD,33516108,"57,372.48"
31/08/2020,Clinical&Medical-Independent Sector,GP FORWARD VIEW,BARNET FEDERATED GPS LTD,33412400,"150,280.00"
31/08/2020,Clinical&Medical-Independent Sector,GP FORWARD VIEW,BARNET FEDERATED GPS LTD,33458372,"133,798.70"
31/08/2020,Clinical&Medical-Independent Sector,GP FORWARD VIEW,BARNET FEDERATED GPS LTD,33458371,"112,707.64"
31/08/2020,Clinical&Medical-Independent Sector,GP FORWARD VIEW,BARNET FEDERATED GPS LTD,33504857,"94,632.00"
31/08/2020,Clinical&Medical-Independent Sector,COMMISSIONING SCHEMES,BARNET FEDERATED GPS LTD,33458362,"49,758.75"
31/08/2020,Clinical&Medical-Independent Sector,GP FORWARD VIEW,BARNET FEDERATED GPS LTD,33458374,"47,872.00"
31/08/2020,C&M-APMS DES Extended Hours Access,PRC DELEGATED CO-COMMISSIONING,BARNET FEDERATED GPS LTD,33280987,"43,551.90"
31/08/2020,Clinical&Medical-Independent Sector,COMMISSIONING SCHEMES,BARNET FEDERATED GPS LTD,33458366,"33,172.50"
31/08/2020,Hcare Srv Rec NHS Trust-Contract Variation,ACUTE COMMISSIONING,BEDFORDSHIRE HOSPITAL FOUNDATION TRUST,33532581,"40,800.00"
31/08/2020,Hcare Srv Rec NHS Trust-Contract Variation,ACUTE COMMISSIONING,BEDFORDSHIRE HOSPITAL FOUNDATION TRUST,33548811,"34,000.00"
31/08/2020,C&M-PMS Prem Actual Rent,,BRIDGE HOUSE SURGERY,33509215,"24,543.75"
31/08/2020,C&M-PMS PCN DES Participation,,BRIDGE HOUSE SURGERY,33509215,"17,216.89"
31/08/2020,C&M-PMS QOF Aspiration,,BRIDGE HOUSE SURGERY,33509215,"4,635.81"
31/08/2020,Clinical&Medical-Independent Sector,COMMUNITY SERVICES,CATARACT CENTRE,33425179,"50,000.00"
31/08/2020,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,CHESHIRE ROAD SURGERY,33486035,"50,983.88"
31/08/2020,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,CHESHIRE ROAD SURGERY,33486035,"12,160.21"
31/08/2020,C&M-PMS LES Primary Care Offer,LOCAL ENHANCED SERVICES,CHESHIRE ROAD SURGERY,33486035,"10,775.92"
31/08/2020,C&M-PMS Funding Differential Review,PRC DELEGATED CO-COMMISSIONING,CHESHIRE ROAD SURGERY,33486035,"3,962.93"
31/08/2020,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,CHESHIRE ROAD SURGERY,33486035,"3,174.66"
31/08/2020,ME-PMS GP Pension EEs Adjs - PMS,PRC DELEGATED CO-COMMISSIONING,CHESHIRE ROAD SURGERY,33486035,"3,079.18"
31/08/2020,C&M-PMS Prem Actual Rent,PRC DELEGATED CO-COMMISSIONING,CHESHIRE ROAD SURGERY,33486035,"2,408.33"
31/08/2020,C&M-PMS QOF Achievement,PRC DELEGATED CO-COMMISSIONING,CHESHIRE ROAD SURGERY,33486035,"2,276.28"
31/08/2020,ME-PMS GP Pension ERs Adjs - PMS,PRC DELEGATED CO-COMMISSIONING,CHESHIRE ROAD SURGERY,33486035,"1,941.30"
31/08/2020,C&M-PMS DES Minor Surgery,PRC DELEGATED CO-COMMISSIONING,CHESHIRE ROAD SURGERY,33486035,"1,144.52"
31/08/2020,C&M-PMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,CHESHIRE ROAD SURGERY,33486035,"1,021.91"
31/08/2020,ME-PMS GP Prior Year EEs,PRC DELEGATED CO-COMMISSIONING,CHESHIRE ROAD SURGERY,33486035,958.65
31/08/2020,ME - PMS GP Prior Year ERs,PRC DELEGATED CO-COMMISSIONING,CHESHIRE ROAD SURGERY,33486035,937.18
31/08/2020,C&M-PMS Prem Water Rates,PRC DELEGATED CO-COMMISSIONING,CHESHIRE ROAD SURGERY,33486035,17.02
31/08/2020,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,CLAASSEN & PARTNER,33508357,"54,731.36"
31/08/2020,C&M-PMS Prem Actual Rent,PRC DELEGATED CO-COMMISSIONING,CLAASSEN & PARTNER,33508357,"46,575.00"
31/08/2020,C&M-PMS Additional Staff Payments,PRC DELEGATED CO-COMMISSIONING,CLAASSEN & PARTNER,33508357,"9,837.01"
31/08/2020,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,CLAASSEN & PARTNER,33508357,"4,694.01"
31/08/2020,C&M-PMS Funding Differential Review,PRC DELEGATED CO-COMMISSIONING,CLAASSEN & PARTNER,33508357,"4,217.07"
31/08/2020,C&M-PMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,CLAASSEN & PARTNER,33508357,"1,871.25"
31/08/2020,C&M-PMS QOF Achievement,PRC DELEGATED CO-COMMISSIONING,CLAASSEN & PARTNER,33508357,"1,661.37"
31/08/2020,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,CLAASSEN & PARTNER,33508357,"1,048.19"
31/08/2020,Clinical&Medical-Voluntary Sector,,COMMUNITY BARNET,33537056,"45,166.66"
31/08/2020,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,CORNWALL HOUSE SURGERY,33668307,"40,969.93"
31/08/2020,C&M-GMS PCO Doctors Ret Scheme,PRC DELEGATED CO-COMMISSIONING,CORNWALL HOUSE SURGERY,33668307,"5,999.98"
31/08/2020,C&M-GMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,CORNWALL HOUSE SURGERY,33668307,"4,112.15"
31/08/2020,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,CORNWALL HOUSE SURGERY,33668307,"3,415.41"
31/08/2020,C&M-GMS QOF Achievement,PRC DELEGATED CO-COMMISSIONING,CORNWALL HOUSE SURGERY,33668307,"2,250.95"
31/08/2020,C&M-GMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,CORNWALL HOUSE SURGERY,33668307,"2,068.77"
31/08/2020,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,CORNWALL HOUSE SURGERY,33668307,798.8
31/08/2020,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,CORNWALL HOUSE SURGERY,33668307,72.4
31/08/2020,C&M-GMS Prof Fees Prescribing,PRC DELEGATED CO-COMMISSIONING,CORNWALL HOUSE SURGERY,33668307,27.64
31/08/2020,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,CROUCH HALL SURGERY,33508307,"58,385.73"
31/08/2020,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,CROUCH HALL SURGERY,33508307,"14,660.45"
31/08/2020,C&M-PMS LES Primary Care Offer,LOCAL ENHANCED SERVICES,CROUCH HALL SURGERY,33508307,"12,752.81"
31/08/2020,C&M-PMS Funding Differential Review,PRC DELEGATED CO-COMMISSIONING,CROUCH HALL SURGERY,33508307,"4,684.08"
31/08/2020,C&M-PMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,CROUCH HALL SURGERY,33508307,"4,658.33"
31/08/2020,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,CROUCH HALL SURGERY,33508307,"4,365.53"
31/08/2020,C&M-PMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,CROUCH HALL SURGERY,33508307,"2,373.00"
31/08/2020,C&M-PMS Prem Water Rates,PRC DELEGATED CO-COMMISSIONING,CROUCH HALL SURGERY,33508307,612.63
31/08/2020,C&M-PMS DES Minor Surgery,PRC DELEGATED CO-COMMISSIONING,CROUCH HALL SURGERY,33508307,484.29
31/08/2020,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,DR CAPLAN,33508311,"75,871.43"
31/08/2020,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,DR CAPLAN,33508311,"18,957.56"
31/08/2020,C&M-PMS LES Primary Care Offer,LOCAL ENHANCED SERVICES,DR CAPLAN,33508311,"16,427.30"
31/08/2020,C&M-PMS Prem Actual Rent,PRC DELEGATED CO-COMMISSIONING,DR CAPLAN,33508311,"8,133.33"
31/08/2020,C&M-PMS Additional Staff Payments,PRC DELEGATED CO-COMMISSIONING,DR CAPLAN,33508311,"7,648.33"
31/08/2020,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,DR CAPLAN,33508311,"5,095.64"
31/08/2020,C&M-PMS Funding Differential Review,PRC DELEGATED CO-COMMISSIONING,DR CAPLAN,33508311,"5,069.11"
31/08/2020,C&M-PMS QOF Achievement,PRC DELEGATED CO-COMMISSIONING,DR CAPLAN,33508311,"2,756.84"
31/08/2020,C&M-PMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,DR CAPLAN,33508311,"1,850.46"
31/08/2020,C&M-PMS DES Minor Surgery,PRC DELEGATED CO-COMMISSIONING,DR CAPLAN,33508311,704.32
31/08/2020,C&M-PMS Prem Water Rates,PRC DELEGATED CO-COMMISSIONING,DR CAPLAN,33508311,69.19
31/08/2020,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,DR DS MONKMAN,33486045,"80,720.84"
31/08/2020,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,DR DS MONKMAN,33486045,"7,451.17"
31/08/2020,C&M-PMS Funding Differential Review,PRC DELEGATED CO-COMMISSIONING,DR DS MONKMAN,33486045,"6,701.87"
31/08/2020,C&M-PMS QOF Achievement,PRC DELEGATED CO-COMMISSIONING,DR DS MONKMAN,33486045,"4,204.60"
31/08/2020,C&M-PMS Additional Staff Payments,PRC DELEGATED CO-COMMISSIONING,DR DS MONKMAN,33486045,"3,019.64"
31/08/2020,C&M-PMS PCO Locum Adop/Pat/Mat,PRC DELEGATED CO-COMMISSIONING,DR DS MONKMAN,33486045,"2,981.68"
31/08/2020,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,DR DS MONKMAN,33486045,"1,561.66"
31/08/2020,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,DR JEYARAJAH,33508315,"41,706.84"
31/08/2020,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,DR JEYARAJAH,33508315,"10,490.32"
31/08/2020,C&M-PMS LES Primary Care Offer,LOCAL ENHANCED SERVICES,DR JEYARAJAH,33508315,"9,203.77"
31/08/2020,C&M-PMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,DR JEYARAJAH,33508315,"6,616.67"
31/08/2020,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,DR JEYARAJAH,33508315,"3,576.82"
31/08/2020,C&M-PMS Funding Differential Review,PRC DELEGATED CO-COMMISSIONING,DR JEYARAJAH,33508315,"3,403.02"
31/08/2020,C&M-PMS Additional Staff Payments,PRC DELEGATED CO-COMMISSIONING,DR JEYARAJAH,33508315,"3,388.02"
31/08/2020,C&M-PMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,DR JEYARAJAH,33508315,"2,560.00"
31/08/2020,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,DR QM RAHMAN,33682238,"60,443.36"
31/08/2020,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,DR QM RAHMAN,33682238,"15,439.89"
31/08/2020,C&M-GMS LES Primary Care Offer,LOCAL ENHANCED SERVICES,DR QM RAHMAN,33682238,"13,682.72"
31/08/2020,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,DR QM RAHMAN,33682238,"4,455.54"
31/08/2020,C&M-GMS Other Addtl Staff Paymts,PRC DELEGATED CO-COMMISSIONING,DR QM RAHMAN,33682238,"2,050.00"
31/08/2020,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,DR ROHAN,33508318,"121,384.85"
31/08/2020,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,DR ROHAN,33508318,"30,540.92"
31/08/2020,C&M-PMS LES Primary Care Offer,LOCAL ENHANCED SERVICES,DR ROHAN,33508318,"27,089.48"
31/08/2020,C&M-PMS Prem Cost Rent,PRC DELEGATED CO-COMMISSIONING,DR ROHAN,33508318,"19,537.52"
31/08/2020,C&M-PMS PCO Other,PRC DELEGATED CO-COMMISSIONING,DR ROHAN,33508318,"15,681.00"
31/08/2020,C&M-PMS Additional Staff Payments,PRC DELEGATED CO-COMMISSIONING,DR ROHAN,33508318,"11,667.72"
31/08/2020,C&M-PMS Funding Differential Review,PRC DELEGATED CO-COMMISSIONING,DR ROHAN,33508318,"10,526.83"
31/08/2020,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,DR ROHAN,33508318,"9,702.86"
31/08/2020,C&M-PMS QOF Achievement,PRC DELEGATED CO-COMMISSIONING,DR ROHAN,33508318,"6,849.87"
31/08/2020,C&M-PMS PCN DES PCN support,LOCAL ENHANCED SERVICES,DR ROHAN,33508318,"6,308.38"
31/08/2020,C&M-PMS DES Extended Hours Access,PRC DELEGATED CO-COMMISSIONING,DR ROHAN,33508318,"6,098.10"
31/08/2020,C&M-PMS PCN DES Clinical Director,PRC DELEGATED CO-COMMISSIONING,DR ROHAN,33508318,"3,036.43"
31/08/2020,C&M-PMS PCN DES Soc Prescribing,PRC DELEGATED CO-COMMISSIONING,DR ROHAN,33508318,"2,949.08"
31/08/2020,C&M-PMS PCN DES Invest & impact,PRC DELEGATED CO-COMMISSIONING,DR ROHAN,33508318,"2,225.04"
31/08/2020,C&M-APMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,DR ROHAN,33490624,"-5,573.72"
31/08/2020,C&M-APMS Contract Value,PRC DELEGATED CO-COMMISSIONING,DR ROHAN,33490624,"-29,373.91"
31/08/2020,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,DR WOOLLACOTT,33682239,"39,061.21"
31/08/2020,C&M-GMS PCO Locum Adop/Pat/Mat,PRC DELEGATED CO-COMMISSIONING,DR WOOLLACOTT,33682239,"28,372.79"
31/08/2020,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,DR WOOLLACOTT,33682239,"9,630.82"
31/08/2020,C&M-GMS LES Primary Care Offer,LOCAL ENHANCED SERVICES,DR WOOLLACOTT,33682239,"8,394.28"
31/08/2020,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,DR WOOLLACOTT,33682239,"2,830.18"
31/08/2020,C&M-GMS Other Addtl Staff Paymts,PRC DELEGATED CO-COMMISSIONING,DR WOOLLACOTT,33682239,"1,442.92"
31/08/2020,C&M-GMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,DR WOOLLACOTT,33682239,"1,233.33"
31/08/2020,C&M-GMS QOF Achievement,PRC DELEGATED CO-COMMISSIONING,DR WOOLLACOTT,33682239,482.17
31/08/2020,C&M-GMS Prem Water Rates,PRC DELEGATED CO-COMMISSIONING,DR WOOLLACOTT,33682239,78.6
31/08/2020,Clinical&Medical-Commercial Sector,,ENFIELD HEALTHCARE COOPERATIVE LTD,33519829,"80,202.65"
31/08/2020,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,ENFIELD ISLAND SURGERY,33485997,"1,664.31"
31/08/2020,C&M-PMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,ENFIELD ISLAND SURGERY,33485997,"1,528.19"
31/08/2020,Clinical&Medical-Independent Sector,GP FORWARD VIEW,ENFIELD ONE LTD,33021731,"166,542.85"
31/08/2020,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,EVERGREEN PCC,33485999,"137,561.44"
31/08/2020,C&M-PMS PCN DES Clin Pharmacist,PRC DELEGATED CO-COMMISSIONING,EVERGREEN PCC,33485999,"37,082.44"
31/08/2020,C&M-PMS PCN DES PCN support,LOCAL ENHANCED SERVICES,EVERGREEN PCC,33485999,"13,002.25"
31/08/2020,C&M-PMS DES Extended Hours Access,PRC DELEGATED CO-COMMISSIONING,EVERGREEN PCC,33485999,"12,568.84"
31/08/2020,C&M-PMS Funding Differential Review,PRC DELEGATED CO-COMMISSIONING,EVERGREEN PCC,33485999,"12,170.76"
31/08/2020,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,EVERGREEN PCC,33485999,"11,059.11"
31/08/2020,C&M-PMS LES Primary Care Offer,LOCAL ENHANCED SERVICES,EVERGREEN PCC,33485999,"9,596.55"
31/08/2020,C&M-PMS PCN DES Clinical Director,PRC DELEGATED CO-COMMISSIONING,EVERGREEN PCC,33485999,"6,258.42"
31/08/2020,C&M-PMS PCN DES Invest & impact,PRC DELEGATED CO-COMMISSIONING,EVERGREEN PCC,33485999,"4,345.29"
31/08/2020,C&M-PMS Additional Staff Payments,PRC DELEGATED CO-COMMISSIONING,EVERGREEN PCC,33485999,"3,256.29"
31/08/2020,ME-PMS GP Prior Year EEs,PRC DELEGATED CO-COMMISSIONING,EVERGREEN PCC,33485999,"3,033.26"
31/08/2020,C&M-PMS PCN DES Soc Prescribing,PRC DELEGATED CO-COMMISSIONING,EVERGREEN PCC,33485999,"2,735.75"
31/08/2020,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,EVERGREEN PCC,33485999,"2,500.39"
31/08/2020,C&M-PMS DES Minor Surgery,PRC DELEGATED CO-COMMISSIONING,EVERGREEN PCC,33485999,"1,276.58"
31/08/2020,C&M-PMS Funding Differential Review,PRC DELEGATED CO-COMMISSIONING,EVERGREEN PCC,33485998,-936.21
31/08/2020,ME - PMS GP Prior Year ERs,PRC DELEGATED CO-COMMISSIONING,EVERGREEN PCC,33485998,"-9,902.20"
31/08/2020,ME-PMS GP Pension EEs-PMS,PRC DELEGATED CO-COMMISSIONING,EVERGREEN PCC,33485998,"-11,369.39"
31/08/2020,ME-PMS GP Pension ERs Adjs - PMS,PRC DELEGATED CO-COMMISSIONING,EVERGREEN PCC,33485998,"-13,183.59"
31/08/2020,ME-PMS GP Prior Year EEs,PRC DELEGATED CO-COMMISSIONING,EVERGREEN PCC,33485998,"-14,091.61"
31/08/2020,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,FOREST GROUP PRACTICE,33490626,"97,823.75"
31/08/2020,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,FOREST GROUP PRACTICE,33490626,"54,503.39"
31/08/2020,C&M-PMS Prem Healthcentre Rent,PRC DELEGATED CO-COMMISSIONING,FOREST GROUP PRACTICE,33490626,"52,362.49"
31/08/2020,C&M-PMS Funding Differential Review,PRC DELEGATED CO-COMMISSIONING,FOREST GROUP PRACTICE,33490626,"8,000.18"
31/08/2020,C&M-PMS Additional Staff Payments,PRC DELEGATED CO-COMMISSIONING,FOREST GROUP PRACTICE,33490626,"7,324.01"
31/08/2020,C&M-PMS LES Primary Care Offer,LOCAL ENHANCED SERVICES,FOREST GROUP PRACTICE,33490626,"7,161.35"
31/08/2020,C&M-PMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,FOREST GROUP PRACTICE,33490626,"5,794.22"
31/08/2020,C&M-PMS DES Minor Surgery,PRC DELEGATED CO-COMMISSIONING,FOREST GROUP PRACTICE,33490626,"2,112.96"
31/08/2020,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,FOREST GROUP PRACTICE,33490626,"1,865.90"
31/08/2020,C&M-PMS Prem Water Rates,PRC DELEGATED CO-COMMISSIONING,FOREST GROUP PRACTICE,33490626,145.66
31/08/2020,C&M-PMS Prem Clinical Waste,PRC DELEGATED CO-COMMISSIONING,FOREST GROUP PRACTICE,33490626,102
31/08/2020,C&M-PMS Funding Differential Review,PRC DELEGATED CO-COMMISSIONING,FOREST GROUP PRACTICE,33490625,-615.4
31/08/2020,C&M-PMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,FOREST GROUP PRACTICE,33490625,"-2,875.16"
31/08/2020,ME-PMS GP Pension EEs-PMS,PRC DELEGATED CO-COMMISSIONING,FOREST GROUP PRACTICE,33490625,"-7,475.90"
31/08/2020,ME-PMS GP Pension ERs Adjs - PMS,PRC DELEGATED CO-COMMISSIONING,FOREST GROUP PRACTICE,33490625,"-9,957.57"
31/08/2020,C&M-PMS Prem Healthcentre Rent,PRC DELEGATED CO-COMMISSIONING,FOREST GROUP PRACTICE,33490625,"-25,879.67"
31/08/2020,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,FOREST GROUP PRACTICE,33490625,"-54,503.39"
31/08/2020,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,FORTUNE GREEN PRACTICE,33669787,"21,878.68"
31/08/2020,C&M-GMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,FORTUNE GREEN PRACTICE,33669787,"2,816.67"
31/08/2020,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,FORTUNE GREEN PRACTICE,33669787,"1,901.86"
31/08/2020,C&M-GMS LES Primary Care Offer,LOCAL ENHANCED SERVICES,FORTUNE GREEN PRACTICE,33669787,"1,677.60"
31/08/2020,C&M-GMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,FORTUNE GREEN PRACTICE,33669787,966.81
31/08/2020,C&M-GMS Other Addtl Staff Paymts,PRC DELEGATED CO-COMMISSIONING,FORTUNE GREEN PRACTICE,33669787,853.25
31/08/2020,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,FORTUNE GREEN PRACTICE,33669787,426.3
31/08/2020,C&M-GMS Prem Water Rates,PRC DELEGATED CO-COMMISSIONING,FORTUNE GREEN PRACTICE,33669787,72.45
31/08/2020,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,GANESH & PARTNER,33486048,"45,531.28"
31/08/2020,C&M-PMS Prem Actual Rent,PRC DELEGATED CO-COMMISSIONING,GANESH & PARTNER,33486048,"7,766.02"
31/08/2020,C&M-PMS QOF Achievement,PRC DELEGATED CO-COMMISSIONING,GANESH & PARTNER,33486048,"6,036.38"
31/08/2020,C&M-PMS Funding Differential Review,PRC DELEGATED CO-COMMISSIONING,GANESH & PARTNER,33486048,"3,964.91"
31/08/2020,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,GANESH & PARTNER,33486048,"3,507.61"
31/08/2020,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,GANESH & PARTNER,33486048,872.36
31/08/2020,ME - GMS TPS Added Years Adj EEs,PRC DELEGATED CO-COMMISSIONING,GOODINGE GROUP PRACTICE,33669785,-902.23
31/08/2020,ME-GMS GP Pension EEs,PRC DELEGATED CO-COMMISSIONING,GOODINGE GROUP PRACTICE,33669785,"-8,146.42"
31/08/2020,ME-GMS GP Pension ERs Adjustments,PRC DELEGATED CO-COMMISSIONING,GOODINGE GROUP PRACTICE,33669785,"-8,880.81"
31/08/2020,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,GOODINGE GROUP PRACTICE,33669785,"-23,518.12"
31/08/2020,C&M-GMS Prem Cost Rent,PRC DELEGATED CO-COMMISSIONING,GOWER STREET PRACTICE,33669784,"8,600.00"
31/08/2020,C&M-GMS LES Primary Care Offer,LOCAL ENHANCED SERVICES,GOWER STREET PRACTICE,33669784,"4,759.90"
31/08/2020,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,GOWER STREET PRACTICE,33669784,"2,167.11"
31/08/2020,C&M-GMS Other Addtl Staff Paymts,PRC DELEGATED CO-COMMISSIONING,GOWER STREET PRACTICE,33669784,"1,430.52"
