Date,Expense Type,Expense area,Supplier,Transaction,amount
12/31/2020,C&M-APMS Prem Healthcentre Rates,PRC DELEGATED CO-COMMISSIONING,AT MEDICS MITCHISON ROAD SURGERY,34888671,330.03
12/31/2020,ME - PMS GP Prior Year ERs,PRC DELEGATED CO-COMMISSIONING,CLAASSEN & PARTNER,34889521,419.82
12/31/2020,C&M-PMS Additional Staff Payments,PRC DELEGATED CO-COMMISSIONING,ARCHWAY PRIMARY CARE TEAM,34888643,428.9
12/31/2020,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,DALEHAM GARDENS HEALTH CENTRE,34888649,450.92
12/31/2020,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,DR FJ MCKENZIE EAST FINCHLEY,34889531,582.37
12/31/2020,C&M-PMS PCO Other,PRC DELEGATED CO-COMMISSIONING,DR FJ MCKENZIE EAST FINCHLEY,34889531,606
12/31/2020,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,CAMDEN HEALTH IMPROVEMENT PRACTICE Y02674,34888677,699.33
12/31/2020,C&M-APMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,AT MEDICS SOMERS TOWN MEDICAL PRACTICE,34888675,796.37
12/31/2020,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,MUSEUM PRACTICE,34888659,843.06
12/31/2020,C&M-APMS LES Primary Care Offer,LOCAL ENHANCED SERVICES,CAMDEN HEALTH IMPROVEMENT PRACTICE Y02674,34888677,909.24
12/31/2020,C&M-PMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,DR FJ MCKENZIE EAST FINCHLEY,34889531,911.86
12/31/2020,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,REGENTS PARK PRACTICE (THE),34888665,938.69
12/31/2020,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,CLAASSEN & PARTNER,34889521,"1,048.19"
12/31/2020,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,GRAYS INN MEDICAL PRACTICE,34888651,"1,059.12"
12/31/2020,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,CHOLMLEY GARDENS MEDICAL CENTRE,34888647,"1,080.41"
12/31/2020,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,PARK END SURGERY,34888661,"1,100.19"
12/31/2020,C&M-PMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,MEDICAL CENTRE HOLLOWAY ROAD,34888657,"1,101.96"
12/31/2020,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,PARLIAMENT HILL SURGERY,34888663,"1,164.12"
12/31/2020,C&M-PMS Additional Staff Payments,PRC DELEGATED CO-COMMISSIONING,DR FJ MCKENZIE EAST FINCHLEY,34889531,"1,214.63"
12/31/2020,C&M-PMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,ARCHWAY PRIMARY CARE TEAM,34888643,"1,237.10"
12/31/2020,C&M-PMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,REGENTS PARK PRACTICE (THE),34888665,"1,278.69"
12/31/2020,C&M-APMS List Size Adjustment,PRC DELEGATED CO-COMMISSIONING,AT MEDICS SOMERS TOWN MEDICAL PRACTICE,34888675,"1,370.78"
12/31/2020,C&M-PMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,CHOLMLEY GARDENS MEDICAL CENTRE,34888647,"1,445.02"
12/31/2020,C&M-APMS Prem Healthcentre Rates,PRC DELEGATED CO-COMMISSIONING,AT MEDICS LTD(HANLEY),34888673,"1,474.56"
12/31/2020,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,DALEHAM GARDENS HEALTH CENTRE,34888649,"1,699.01"
12/31/2020,C&M-PMS LES Primary Care Offer,LOCAL ENHANCED SERVICES,DALEHAM GARDENS HEALTH CENTRE,34888649,"1,699.86"
12/31/2020,C&M-APMS List Size Adjustment,PRC DELEGATED CO-COMMISSIONING,AT MEDICS MITCHISON ROAD SURGERY,34888671,"1,714.12"
12/31/2020,C&M-PMS Additional Staff Payments,PRC DELEGATED CO-COMMISSIONING,WEST HAMPSTEAD MEDICAL CENTRE,34888667,"1,724.40"
12/31/2020,C&M-PMS PCN DES Clinical Director,PRC DELEGATED CO-COMMISSIONING,JAMES WIGG PRACTICE,34888655,"1,755.78"
12/31/2020,ME-PMS GP Pension EEs Adjs - PMS,PRC DELEGATED CO-COMMISSIONING,GRAYS INN MEDICAL PRACTICE,34888651,"1,767.00"
12/31/2020,C&M-PMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,MUSEUM PRACTICE,34888659,"1,850.46"
12/31/2020,C&M-PMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,CLAASSEN & PARTNER,34889521,"1,871.25"
12/31/2020,C&M-PMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,BRONDESBURY MEDICAL CENTRE,34888645,"1,902.44"
12/31/2020,C&M-PMS PCO Other,PRC DELEGATED CO-COMMISSIONING,CHOLMLEY GARDENS MEDICAL CENTRE,34888647,"2,050.40"
12/31/2020,C&M-PMS LES LTC Case Management,LOCAL ENHANCED SERVICES,ARCHWAY PRIMARY CARE TEAM,34888643,"2,084.13"
12/31/2020,C&M-PMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,DR FJ MCKENZIE EAST FINCHLEY,34889531,"2,175.69"
12/31/2020,C&M-PMS Prem Actual Rent,PRC DELEGATED CO-COMMISSIONING,MUSEUM PRACTICE,34888659,"2,363.33"
12/31/2020,C&M-PMS Additional Staff Payments,PRC DELEGATED CO-COMMISSIONING,REGENTS PARK PRACTICE (THE),34888665,"2,379.07"
12/31/2020,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,WEST HAMPSTEAD MEDICAL CENTRE,34888667,"2,412.47"
12/31/2020,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,DR FJ MCKENZIE EAST FINCHLEY,34889531,"2,495.44"
12/31/2020,C&M-APMS PCN DES Soc Prescribing,PRC DELEGATED CO-COMMISSIONING,AT MEDICS SOMERS TOWN MEDICAL PRACTICE,34888675,"2,511.06"
12/31/2020,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,BRONDESBURY MEDICAL CENTRE,34888645,"2,559.14"
12/31/2020,C&M-PMS Funding Differential Review,PRC DELEGATED CO-COMMISSIONING,DR FJ MCKENZIE EAST FINCHLEY,34889531,"2,599.74"
12/31/2020,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,AT MEDICS SOMERS TOWN MEDICAL PRACTICE,34888675,"2,704.81"
12/31/2020,ME-PMS GP Pension ERs Adjs - PMS,PRC DELEGATED CO-COMMISSIONING,GRAYS INN MEDICAL PRACTICE,34888651,"2,732.20"
12/31/2020,C&M-PMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,MEDICAL CENTRE HOLLOWAY ROAD,34888657,"2,791.67"
12/31/2020,C&M-PMS PCN DES Clinical Director,PRC DELEGATED CO-COMMISSIONING,WEST HAMPSTEAD MEDICAL CENTRE,34888667,"2,839.63"
12/31/2020,C&M-PMS PCO Locum Adop/Pat/Mat,PRC DELEGATED CO-COMMISSIONING,GRAYS INN MEDICAL PRACTICE,34888651,"2,923.14"
12/31/2020,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,AT MEDICS MITCHISON ROAD SURGERY,34888671,"2,951.56"
12/31/2020,C&M-APMS LES Primary Care Offer,LOCAL ENHANCED SERVICES,AT MEDICS SOMERS TOWN MEDICAL PRACTICE,34888675,"2,952.41"
12/31/2020,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,MUSEUM PRACTICE,34888659,"3,055.96"
12/31/2020,C&M-PMS Funding Differential Review,PRC DELEGATED CO-COMMISSIONING,MEDICAL CENTRE HOLLOWAY ROAD,34888657,"3,084.70"
12/31/2020,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,GRAYS INN MEDICAL PRACTICE,34888651,"3,178.72"
12/31/2020,C&M-PMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,ARCHWAY PRIMARY CARE TEAM,34888643,"3,187.50"
12/31/2020,C&M-PMS LES Primary Care Offer,LOCAL ENHANCED SERVICES,MUSEUM PRACTICE,34888659,"3,334.34"
12/31/2020,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,MEDICAL CENTRE HOLLOWAY ROAD,34888657,"3,421.77"
12/31/2020,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,JAMES WIGG PRACTICE,34888655,"3,465.68"
12/31/2020,C&M-PMS Funding Differential Review,PRC DELEGATED CO-COMMISSIONING,DALEHAM GARDENS HEALTH CENTRE,34888649,"3,487.53"
12/31/2020,C&M-PMS DES Extended Hours Access,PRC DELEGATED CO-COMMISSIONING,JAMES WIGG PRACTICE,34888655,"3,526.16"
12/31/2020,C&M-PMS Additional Staff Payments,PRC DELEGATED CO-COMMISSIONING,MUSEUM PRACTICE,34888659,"3,537.36"
12/31/2020,C&M-PMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,CHOLMLEY GARDENS MEDICAL CENTRE,34888647,"3,541.67"
12/31/2020,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,CHOLMLEY GARDENS MEDICAL CENTRE,34888647,"3,638.44"
12/31/2020,C&M-PMS PCN DES PCN support,LOCAL ENHANCED SERVICES,JAMES WIGG PRACTICE,34888655,"3,647.75"
12/31/2020,C&M-PMS PCO Locum Adop/Pat/Mat,PRC DELEGATED CO-COMMISSIONING,DALEHAM GARDENS HEALTH CENTRE,34888649,"3,654.00"
12/31/2020,C&M-PMS LES Primary Care Offer,LOCAL ENHANCED SERVICES,REGENTS PARK PRACTICE (THE),34888665,"3,808.37"
12/31/2020,C&M-PMS Funding Differential Review,PRC DELEGATED CO-COMMISSIONING,ARCHWAY PRIMARY CARE TEAM,34888643,"3,882.08"
12/31/2020,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,ARCHWAY PRIMARY CARE TEAM,34888643,"4,019.21"
12/31/2020,C&M-PMS Funding Differential Review,PRC DELEGATED CO-COMMISSIONING,PARLIAMENT HILL SURGERY,34888663,"4,128.04"
12/31/2020,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,REGENTS PARK PRACTICE (THE),34888665,"4,147.82"
12/31/2020,C&M-PMS LES Primary Care Offer,LOCAL ENHANCED SERVICES,GRAYS INN MEDICAL PRACTICE,34888651,"4,153.96"
12/31/2020,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,AT MEDICS LTD(HANLEY),34888673,"4,187.77"
12/31/2020,C&M-PMS Funding Differential Review,PRC DELEGATED CO-COMMISSIONING,CLAASSEN & PARTNER,34889521,"4,217.07"
12/31/2020,C&M-PMS LES Primary Care Offer,LOCAL ENHANCED SERVICES,PARK END SURGERY,34888661,"4,348.34"
12/31/2020,C&M-APMS PCN DES Clinical Director,PRC DELEGATED CO-COMMISSIONING,AT MEDICS SOMERS TOWN MEDICAL PRACTICE,34888675,"4,379.77"
12/31/2020,C&M-PMS LES Primary Care Offer,LOCAL ENHANCED SERVICES,CHOLMLEY GARDENS MEDICAL CENTRE,34888647,"4,391.60"
12/31/2020,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,PARLIAMENT HILL SURGERY,34888663,"4,458.41"
12/31/2020,C&M-PMS Funding Differential Review,PRC DELEGATED CO-COMMISSIONING,GRAYS INN MEDICAL PRACTICE,34888651,"4,506.05"
12/31/2020,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,PARK END SURGERY,34888661,"4,589.23"
12/31/2020,C&M-PMS LES Primary Care Offer,LOCAL ENHANCED SERVICES,PARLIAMENT HILL SURGERY,34888663,"4,619.49"
12/31/2020,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,CLAASSEN & PARTNER,34889521,"4,694.01"
12/31/2020,C&M-PMS Additional Staff Payments,PRC DELEGATED CO-COMMISSIONING,PARK END SURGERY,34888661,"5,359.01"
12/31/2020,C&M-PMS DES Extended Hours Access,PRC DELEGATED CO-COMMISSIONING,WEST HAMPSTEAD MEDICAL CENTRE,34888667,"5,702.85"
12/31/2020,C&M-PMS PCN DES PCN support,LOCAL ENHANCED SERVICES,WEST HAMPSTEAD MEDICAL CENTRE,34888667,"5,899.50"
12/31/2020,C&M-PMS Prem Actual Rent,PRC DELEGATED CO-COMMISSIONING,GRAYS INN MEDICAL PRACTICE,34888651,"5,928.33"
12/31/2020,C&M-APMS Prem Actual Rent,PRC DELEGATED CO-COMMISSIONING,AT MEDICS MITCHISON ROAD SURGERY,34888671,"6,104.17"
12/31/2020,C&M-PMS Prem Healthcentre Rates,PRC DELEGATED CO-COMMISSIONING,JAMES WIGG PRACTICE,34888655,"6,391.55"
12/31/2020,C&M-PMS Funding Differential Review,PRC DELEGATED CO-COMMISSIONING,PARK END SURGERY,34888661,"6,565.51"
12/31/2020,C&M-PMS Funding Differential Review,PRC DELEGATED CO-COMMISSIONING,REGENTS PARK PRACTICE (THE),34888665,"6,620.14"
12/31/2020,C&M-PMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,PARK END SURGERY,34888661,"6,662.50"
12/31/2020,C&M-PMS Prem Healthcentre Rent,PRC DELEGATED CO-COMMISSIONING,DALEHAM GARDENS HEALTH CENTRE,34888649,"6,833.33"
12/31/2020,C&M-PMS PCO Locum Adop/Pat/Mat,PRC DELEGATED CO-COMMISSIONING,BRONDESBURY MEDICAL CENTRE,34888645,"7,092.30"
12/31/2020,C&M-PMS PCO Locum Adop/Pat/Mat,PRC DELEGATED CO-COMMISSIONING,MUSEUM PRACTICE,34888659,"7,454.06"
12/31/2020,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,WEST HAMPSTEAD MEDICAL CENTRE,34888667,"7,519.75"
12/31/2020,C&M-PMS PCN DES Soc Prescribing,PRC DELEGATED CO-COMMISSIONING,WEST HAMPSTEAD MEDICAL CENTRE,34888667,"7,718.02"
12/31/2020,C&M-PMS Funding Differential Review,PRC DELEGATED CO-COMMISSIONING,WEST HAMPSTEAD MEDICAL CENTRE,34888667,"7,871.10"
12/31/2020,C&M-PMS C&M-APMS PCN DES Physician Assoc,PRC DELEGATED CO-COMMISSIONING,JAMES WIGG PRACTICE,34888655,"8,214.70"
12/31/2020,C&M-APMS DES Extended Hours Access,PRC DELEGATED CO-COMMISSIONING,AT MEDICS SOMERS TOWN MEDICAL PRACTICE,34888675,"8,795.94"
12/31/2020,C&M-PMS PCN DES Soc Prescribing,PRC DELEGATED CO-COMMISSIONING,JAMES WIGG PRACTICE,34888655,"8,894.52"
12/31/2020,C&M-PMS LES Primary Care Offer,LOCAL ENHANCED SERVICES,WEST HAMPSTEAD MEDICAL CENTRE,34888667,"8,999.12"
12/31/2020,C&M-APMS PCN DES PCN support,LOCAL ENHANCED SERVICES,AT MEDICS SOMERS TOWN MEDICAL PRACTICE,34888675,"9,099.25"
12/31/2020,C&M-PMS Prem Actual Rent,PRC DELEGATED CO-COMMISSIONING,REGENTS PARK PRACTICE (THE),34888665,"9,527.08"
12/31/2020,C&M-PMS LES Primary Care Offer,LOCAL ENHANCED SERVICES,BRONDESBURY MEDICAL CENTRE,34888645,"9,831.95"
12/31/2020,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,BRONDESBURY MEDICAL CENTRE,34888645,"10,765.46"
12/31/2020,C&M-PMS PCN DES Clin Pharmacist,PRC DELEGATED CO-COMMISSIONING,JAMES WIGG PRACTICE,34888655,"11,210.38"
12/31/2020,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,MEDICAL CENTRE HOLLOWAY ROAD,34888657,"11,312.27"
12/31/2020,C&M-APMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,AT MEDICS MITCHISON ROAD SURGERY,34888671,"11,542.08"
12/31/2020,C&M-PMS C&M-APMS PCN DES Physician Assoc,PRC DELEGATED CO-COMMISSIONING,WEST HAMPSTEAD MEDICAL CENTRE,34888667,"11,548.38"
12/31/2020,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,JAMES WIGG PRACTICE,34888655,"12,784.90"
12/31/2020,C&M-PMS Prem Healthcentre Rent,PRC DELEGATED CO-COMMISSIONING,WEST HAMPSTEAD MEDICAL CENTRE,34888667,"13,327.58"
12/31/2020,C&M-PMS LES Primary Care Offer,LOCAL ENHANCED SERVICES,JAMES WIGG PRACTICE,34888655,"13,730.09"
12/31/2020,C&M-PMS Funding Differential Review,PRC DELEGATED CO-COMMISSIONING,BRONDESBURY MEDICAL CENTRE,34888645,"14,031.82"
12/31/2020,C&M-PMS PCN DES Clin Pharmacist,PRC DELEGATED CO-COMMISSIONING,WEST HAMPSTEAD MEDICAL CENTRE,34888667,"16,969.67"
12/31/2020,C&M-APMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,AT MEDICS LTD(HANLEY),34888673,"17,738.87"
12/31/2020,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,ARCHWAY PRIMARY CARE TEAM,34888643,"19,173.81"
12/31/2020,C&M-APMS Prem Healthcentre Rent,PRC DELEGATED CO-COMMISSIONING,AT MEDICS LTD(HANLEY),34888673,"21,516.76"
12/31/2020,C&M-PMS Funding Differential Review,PRC DELEGATED CO-COMMISSIONING,JAMES WIGG PRACTICE,34888655,"23,044.00"
12/31/2020,C&M-APMS Prem Healthcentre Rent,PRC DELEGATED CO-COMMISSIONING,AT MEDICS SOMERS TOWN MEDICAL PRACTICE,34888675,"23,750.00"
12/31/2020,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,DALEHAM GARDENS HEALTH CENTRE,34888649,"25,309.74"
12/31/2020,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,DR FJ MCKENZIE EAST FINCHLEY,34889531,"30,054.61"
12/31/2020,C&M-PMS Prem Actual Rent,PRC DELEGATED CO-COMMISSIONING,BRONDESBURY MEDICAL CENTRE,34888645,"42,325.00"
12/31/2020,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,MUSEUM PRACTICE,34888659,"42,877.61"
12/31/2020,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,MEDICAL CENTRE HOLLOWAY ROAD,34888657,"44,169.21"
12/31/2020,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,REGENTS PARK PRACTICE (THE),34888665,"48,533.38"
12/31/2020,C&M-APMS Contract Value,PRC DELEGATED CO-COMMISSIONING,AT MEDICS SOMERS TOWN MEDICAL PRACTICE,34888675,"49,473.42"
12/31/2020,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,GRAYS INN MEDICAL PRACTICE,34888651,"51,815.62"
12/31/2020,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,CLAASSEN & PARTNER,34889521,"54,896.88"
12/31/2020,C&M-APMS Contract Value,PRC DELEGATED CO-COMMISSIONING,AT MEDICS MITCHISON ROAD SURGERY,34888671,"55,156.75"
12/31/2020,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,CHOLMLEY GARDENS MEDICAL CENTRE,34888647,"55,166.50"
12/31/2020,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,PARK END SURGERY,34888661,"56,614.44"
12/31/2020,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,PARLIAMENT HILL SURGERY,34888663,"58,901.67"
12/31/2020,C&M-PMS Prem Healthcentre Rent,PRC DELEGATED CO-COMMISSIONING,JAMES WIGG PRACTICE,34888655,"71,603.94"
12/31/2020,C&M-APMS Contract Value,PRC DELEGATED CO-COMMISSIONING,AT MEDICS LTD(HANLEY),34888673,"84,157.55"
12/31/2020,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,ARCHWAY PRIMARY CARE TEAM,34888643,"104,436.69"
12/31/2020,C&M-APMS Contract Value,PRC DELEGATED CO-COMMISSIONING,CAMDEN HEALTH IMPROVEMENT PRACTICE Y02674,34888677,"108,666.66"
12/31/2020,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,WEST HAMPSTEAD MEDICAL CENTRE,34888667,"126,482.67"
12/31/2020,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,BRONDESBURY MEDICAL CENTRE,34888645,"133,931.58"
12/31/2020,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,JAMES WIGG PRACTICE,34888655,"178,482.56"
