Department,CCG,Date,Expense Area,Expense Type,Supplier,Transaction Number,Amount
Department of Health,NHS Tower Hamlets CCG,31/12/2020,C&M-APMS Contract KPIs,PRC DELEGATED CO-COMMISSIONING,ST ANDREWS HEALTH CENTRE,34887721,"-48,112.00"
Department of Health,NHS Tower Hamlets CCG,31/12/2020,ME-GMS GP Pension ERs Adjustments,PRC DELEGATED CO-COMMISSIONING,ST STEPHENS HEALTH CENTRE LONDON,35025420,"-16,276.01"
Department of Health,NHS Tower Hamlets CCG,31/12/2020,ME-GMS GP Pension ERs Adjustments,PRC DELEGATED CO-COMMISSIONING,SPITALFIELDS GMS PRACTICE,35025411,"-15,652.13"
Department of Health,NHS Tower Hamlets CCG,31/12/2020,ME-GMS GP Pension ERs Adjustments,PRC DELEGATED CO-COMMISSIONING,CHRISP STREET HEALTH CENTRE,35025383,"-15,351.09"
Department of Health,NHS Tower Hamlets CCG,31/12/2020,ME-GMS GP Pension EEs,PRC DELEGATED CO-COMMISSIONING,CHRISP STREET HEALTH CENTRE,35025383,"-14,153.34"
Department of Health,NHS Tower Hamlets CCG,31/12/2020,ME-PMS GP Pension ERs Adjs - PMS,PRC DELEGATED CO-COMMISSIONING,ST ANDREWS HEALTH CENTRE,34887721,"-11,044.88"
Department of Health,NHS Tower Hamlets CCG,31/12/2020,ME-PMS GP Pension ERs Adjs - PMS,PRC DELEGATED CO-COMMISSIONING,BARKANTINE PRACTICE,34887707,"-10,747.23"
Department of Health,NHS Tower Hamlets CCG,31/12/2020,ME-PMS GP Pension EEs-PMS,PRC DELEGATED CO-COMMISSIONING,BARKANTINE PRACTICE,34887707,"-10,326.41"
Department of Health,NHS Tower Hamlets CCG,31/12/2020,ME-GMS GP Pension EEs Adjustments,PRC DELEGATED CO-COMMISSIONING,SPITALFIELDS GMS PRACTICE,35025411,"-9,952.48"
Department of Health,NHS Tower Hamlets CCG,31/12/2020,ME - GMS GP Prior Year ERs,PRC DELEGATED CO-COMMISSIONING,SPITALFIELDS GMS PRACTICE,35025411,"-9,408.84"
Department of Health,NHS Tower Hamlets CCG,31/12/2020,ME-PMS GP Pension EEs-PMS,PRC DELEGATED CO-COMMISSIONING,ST ANDREWS HEALTH CENTRE,34887721,"-8,649.52"
Department of Health,NHS Tower Hamlets CCG,31/12/2020,ME-GMS GP Prior Year EEs,PRC DELEGATED CO-COMMISSIONING,SPITALFIELDS GMS PRACTICE,35025411,"-8,178.72"
Department of Health,NHS Tower Hamlets CCG,31/12/2020,ME-GMS GP Pension EEs Adjustments,PRC DELEGATED CO-COMMISSIONING,ST STEPHENS HEALTH CENTRE LONDON,35025420,"-6,440.65"
Department of Health,NHS Tower Hamlets CCG,31/12/2020,ME-GMS GP Pension EEs,PRC DELEGATED CO-COMMISSIONING,ST STEPHENS HEALTH CENTRE LONDON,35025420,"-6,193.90"
Department of Health,NHS Tower Hamlets CCG,31/12/2020,ME-PMS GP Pension ERs Adjs - PMS,PRC DELEGATED CO-COMMISSIONING,ST PAULS WAY MEDICAL CENTRE,34887724,"-5,606.11"
Department of Health,NHS Tower Hamlets CCG,31/12/2020,C&M-APMS OOH Opt Outs,PRC DELEGATED CO-COMMISSIONING,ST PAULS WAY MEDICAL CENTRE,34887724,"-5,395.27"
Department of Health,NHS Tower Hamlets CCG,31/12/2020,ME-PMS GP Pension EEs-PMS,PRC DELEGATED CO-COMMISSIONING,ST PAULS WAY MEDICAL CENTRE,34887724,"-4,767.54"
Department of Health,NHS Tower Hamlets CCG,31/12/2020,C&M-PMS GP Statutory Levy,PRC DELEGATED CO-COMMISSIONING,BARKANTINE PRACTICE,34887707,"-3,754.97"
Department of Health,NHS Tower Hamlets CCG,31/12/2020,ME-GMS GP Pension EEs,PRC DELEGATED CO-COMMISSIONING,SPITALFIELDS GMS PRACTICE,35025411,"-3,725.82"
Department of Health,NHS Tower Hamlets CCG,31/12/2020,C&M-GMS GP Statutory Levy,PRC DELEGATED CO-COMMISSIONING,CHRISP STREET HEALTH CENTRE,35025383,"-2,381.25"
Department of Health,NHS Tower Hamlets CCG,31/12/2020,C&M-PMS GP Statutory Levy,PRC DELEGATED CO-COMMISSIONING,ST PAULS WAY MEDICAL CENTRE,34887724,"-2,296.98"
Department of Health,NHS Tower Hamlets CCG,31/12/2020,C&M-PMS GP Statutory Levy,PRC DELEGATED CO-COMMISSIONING,ST ANDREWS HEALTH CENTRE,34887721,"-2,270.53"
Department of Health,NHS Tower Hamlets CCG,31/12/2020,C&M-GMS GP Statutory Levy,PRC DELEGATED CO-COMMISSIONING,SPITALFIELDS GMS PRACTICE,35025411,"-2,206.70"
Department of Health,NHS Tower Hamlets CCG,31/12/2020,C&M-GMS GP Statutory Levy,PRC DELEGATED CO-COMMISSIONING,ST STEPHENS HEALTH CENTRE LONDON,35025420,"-2,113.56"
Department of Health,NHS Tower Hamlets CCG,31/12/2020,ME - GMS TPS Added Years Adj EEs,PRC DELEGATED CO-COMMISSIONING,CHRISP STREET HEALTH CENTRE,35025383,"-1,631.95"
Department of Health,NHS Tower Hamlets CCG,31/12/2020,Statutory Mat Pay < 1 yr,BALANCE SHEET,HMRC,34911380,-695.5
Department of Health,NHS Tower Hamlets CCG,31/12/2020,ME-PMS GP Pension EEs Adjs - PMS,PRC DELEGATED CO-COMMISSIONING,ST ANDREWS HEALTH CENTRE,34887721,-672
Department of Health,NHS Tower Hamlets CCG,31/12/2020,ME-GMS GP Pension EEs Adjustments,PRC DELEGATED CO-COMMISSIONING,CHRISP STREET HEALTH CENTRE,35025383,-403.74
Department of Health,NHS Tower Hamlets CCG,31/12/2020,C&M-PMS Voluntary Levy,PRC DELEGATED CO-COMMISSIONING,BARKANTINE PRACTICE,34887707,-168.02
Department of Health,NHS Tower Hamlets CCG,31/12/2020,ME - GMS TPS Added Years Adj EEs,PRC DELEGATED CO-COMMISSIONING,ST STEPHENS HEALTH CENTRE LONDON,35025420,-122.37
Department of Health,NHS Tower Hamlets CCG,31/12/2020,C&M-GMS Voluntary Levy,PRC DELEGATED CO-COMMISSIONING,CHRISP STREET HEALTH CENTRE,35025383,-106.55
Department of Health,NHS Tower Hamlets CCG,31/12/2020,C&M-PMS Voluntary Levy,PRC DELEGATED CO-COMMISSIONING,ST PAULS WAY MEDICAL CENTRE,34887724,-102.78
Department of Health,NHS Tower Hamlets CCG,31/12/2020,C&M-PMS Voluntary Levy,PRC DELEGATED CO-COMMISSIONING,ST ANDREWS HEALTH CENTRE,34887721,-101.6
Department of Health,NHS Tower Hamlets CCG,31/12/2020,C&M-GMS Voluntary Levy,PRC DELEGATED CO-COMMISSIONING,SPITALFIELDS GMS PRACTICE,35025411,-98.74
Department of Health,NHS Tower Hamlets CCG,31/12/2020,C&M-GMS Voluntary Levy,PRC DELEGATED CO-COMMISSIONING,ST STEPHENS HEALTH CENTRE LONDON,35025420,-94.58
Department of Health,NHS Tower Hamlets CCG,31/12/2020,C&M-APMS Contract KPIs,PRC DELEGATED CO-COMMISSIONING,ST PAULS WAY MEDICAL CENTRE,34887724,-13.86
Department of Health,NHS Tower Hamlets CCG,31/12/2020,ME - PMS GP Prior Year ERs,PRC DELEGATED CO-COMMISSIONING,ST PAULS WAY MEDICAL CENTRE,34887726,0.34
Department of Health,NHS Tower Hamlets CCG,31/12/2020,C&M-GMS Prof Fees Prescribing,PRC DELEGATED CO-COMMISSIONING,BRAYFORD SQUARE SURGERY,35025429,2.67
Department of Health,NHS Tower Hamlets CCG,31/12/2020,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,BRAYFORD SQUARE SURGERY,35025429,15.1
Department of Health,NHS Tower Hamlets CCG,31/12/2020,C&M-APMS OOH Opt Outs,PRC DELEGATED CO-COMMISSIONING,ST PAULS WAY MEDICAL CENTRE,34887726,28.89
Department of Health,NHS Tower Hamlets CCG,31/12/2020,C&M-GMS Prem Water Rates,PRC DELEGATED CO-COMMISSIONING,DR N SELVAN,35025390,50.53
Department of Health,NHS Tower Hamlets CCG,31/12/2020,C&M-APMS Prem Water Rates,PRC DELEGATED CO-COMMISSIONING,BARKANTINE PRACTICE,34887712,66.96
Department of Health,NHS Tower Hamlets CCG,31/12/2020,C&M- PCN DES CARE HOME PREMIUM,PRC DELEGATED CO-COMMISSIONING,CITY WELLBEING PRACTICE,35025386,75
Department of Health,NHS Tower Hamlets CCG,31/12/2020,C&M-GMS Prof Fees Prescribing,PRC DELEGATED CO-COMMISSIONING,RUSTON STREET CLINIC,35025410,109.43
Department of Health,NHS Tower Hamlets CCG,31/12/2020,C&M-APMS OOH Opt Outs,PRC DELEGATED CO-COMMISSIONING,ISLAND MEDICAL CENTRE,34887716,112.11
Department of Health,NHS Tower Hamlets CCG,31/12/2020,C&M-GMS Prem Water Rates,PRC DELEGATED CO-COMMISSIONING,LIMEHOUSE PRACTICE,35025407,139.92
Department of Health,NHS Tower Hamlets CCG,31/12/2020,C&M-GMS Prem Other,PRC DELEGATED CO-COMMISSIONING,BRAYFORD SQUARE SURGERY,35025429,141.67
Department of Health,NHS Tower Hamlets CCG,31/12/2020,C&M-APMS Prem Other,PRC DELEGATED CO-COMMISSIONING,POLLARD ROW SURGERY,34887719,169.16
Department of Health,NHS Tower Hamlets CCG,31/12/2020,Post Graduate Loan Payable,BALANCE SHEET,HMRC,34911380,308
Department of Health,NHS Tower Hamlets CCG,31/12/2020,C&M-GMS Other Addtl Staff Paymts,PRC DELEGATED CO-COMMISSIONING,STROUTS PLACE MEDICAL CENTRE,35025416,345.92
Department of Health,NHS Tower Hamlets CCG,31/12/2020,C&M-GMS Prem Other,PRC DELEGATED CO-COMMISSIONING,ALBION HEALTH CENTRE,35025380,392.5
Department of Health,NHS Tower Hamlets CCG,31/12/2020,C&M-APMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,POLLARD ROW SURGERY,34887719,432.35
Department of Health,NHS Tower Hamlets CCG,31/12/2020,C&M-GMS Prem Water Rates,PRC DELEGATED CO-COMMISSIONING,CITY WELLBEING PRACTICE,35025386,439.97
Department of Health,NHS Tower Hamlets CCG,31/12/2020,C&M- PCN DES CARE HOME PREMIUM,PRC DELEGATED CO-COMMISSIONING,ST PAULS WAY MEDICAL CENTRE,34887726,457.5
Department of Health,NHS Tower Hamlets CCG,31/12/2020,C&M- PCN DES CARE HOME PREMIUM,PRC DELEGATED CO-COMMISSIONING,MISSION PRACTICE,35042303,487.5
Department of Health,NHS Tower Hamlets CCG,31/12/2020,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,BRAYFORD SQUARE SURGERY,35025429,491.06
Department of Health,NHS Tower Hamlets CCG,31/12/2020,C&M-GMS Other Addtl Staff Paymts,PRC DELEGATED CO-COMMISSIONING,ISLAND HEALTH,35025402,539.33
Department of Health,NHS Tower Hamlets CCG,31/12/2020,C&M-APMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,ISLAND MEDICAL CENTRE,34887716,540.58
Department of Health,NHS Tower Hamlets CCG,31/12/2020,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,RUSTON STREET CLINIC,35025410,546.3
Department of Health,NHS Tower Hamlets CCG,31/12/2020,C&M-GMS Prof Fees Prescribing,PRC DELEGATED CO-COMMISSIONING,CITY WELLBEING PRACTICE,35025386,552.49
Department of Health,NHS Tower Hamlets CCG,31/12/2020,C&M- PCN DES CARE HOME PREMIUM,PRC DELEGATED CO-COMMISSIONING,DR N SELVAN,35025390,562.5
Department of Health,NHS Tower Hamlets CCG,31/12/2020,C&M-GMS Other Addtl Staff Paymts,PRC DELEGATED CO-COMMISSIONING,DR N SELVAN,35025390,563.33
Department of Health,NHS Tower Hamlets CCG,31/12/2020,C&M-GMS Prem Water Rates,PRC DELEGATED CO-COMMISSIONING,JUBILEE STREET PRACTICE,35025405,563.72
Department of Health,NHS Tower Hamlets CCG,31/12/2020,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,GROVE ROAD SURGERY,35025400,567.94
Department of Health,NHS Tower Hamlets CCG,31/12/2020,C&M-APMS Other Baseline Adjustment,PRC DELEGATED CO-COMMISSIONING,ISLAND MEDICAL CENTRE,34887716,582.2
Department of Health,NHS Tower Hamlets CCG,31/12/2020,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,STROUDLY WALK,35025414,612.41
Department of Health,NHS Tower Hamlets CCG,31/12/2020,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,RUSTON STREET CLINIC,35025410,612.6
Department of Health,NHS Tower Hamlets CCG,31/12/2020,C&M-APMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,POLLARD ROW SURGERY,34887719,654.43
Department of Health,NHS Tower Hamlets CCG,31/12/2020,Cont Care- Palliative Care,CHC ADULT FULLY FUNDED,LONDON BOROUGH OF TOWER HAMLETS,35086897,685.71
Department of Health,NHS Tower Hamlets CCG,31/12/2020,C&M-GMS Prof Fees Prescribing,PRC DELEGATED CO-COMMISSIONING,GROVE ROAD SURGERY,35025400,725.97
Department of Health,NHS Tower Hamlets CCG,31/12/2020,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,TREDEGAR MEDICAL SURGERY,35025423,781.14
Department of Health,NHS Tower Hamlets CCG,31/12/2020,C&M-GMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,GROVE ROAD SURGERY,35025400,797.48
Department of Health,NHS Tower Hamlets CCG,31/12/2020,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,DR S RANA-MASSON,35025392,807.33
Department of Health,NHS Tower Hamlets CCG,31/12/2020,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,STROUTS PLACE MEDICAL CENTRE,35025416,809.24
Department of Health,NHS Tower Hamlets CCG,31/12/2020,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,CITY WELLBEING PRACTICE,35025386,836.05
Department of Health,NHS Tower Hamlets CCG,31/12/2020,C&M-APMS Prem Other,PRC DELEGATED CO-COMMISSIONING,ST PAULS WAY MEDICAL CENTRE,34887726,865.42
Department of Health,NHS Tower Hamlets CCG,31/12/2020,C&M-GMS Other Addtl Staff Paymts,PRC DELEGATED CO-COMMISSIONING,RUSTON STREET CLINIC,35025410,897.83
Department of Health,NHS Tower Hamlets CCG,31/12/2020,C&M-GMS Prof Fees Prescribing,PRC DELEGATED CO-COMMISSIONING,HARLEY GROVE MEDICAL CENTRE,35025398,907.46
Department of Health,NHS Tower Hamlets CCG,31/12/2020,C&M-GMS Prof Fees Prescribing,PRC DELEGATED CO-COMMISSIONING,ST STEPHENS HEALTH CENTRE LONDON,35025421,910.14
Department of Health,NHS Tower Hamlets CCG,31/12/2020,C&M-GMS Prem Other,PRC DELEGATED CO-COMMISSIONING,ISLAND HEALTH,35025402,951.58
Department of Health,NHS Tower Hamlets CCG,31/12/2020,C&M-GMS Other Addtl Staff Paymts,PRC DELEGATED CO-COMMISSIONING,ALBION HEALTH CENTRE,35025380,969.42
Department of Health,NHS Tower Hamlets CCG,31/12/2020,C&M- PCN DES CARE HOME PREMIUM,PRC DELEGATED CO-COMMISSIONING,JUBILEE STREET PRACTICE,35025405,"1,005.00"
Department of Health,NHS Tower Hamlets CCG,31/12/2020,C&M-GMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,HARLEY GROVE MEDICAL CENTRE,35025398,"1,017.55"
Department of Health,NHS Tower Hamlets CCG,31/12/2020,C&M-GMS Other Addtl Staff Paymts,PRC DELEGATED CO-COMMISSIONING,GROVE ROAD SURGERY,35025400,"1,029.58"
Department of Health,NHS Tower Hamlets CCG,31/12/2020,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,HARLEY GROVE MEDICAL CENTRE,35025398,"1,044.89"
Department of Health,NHS Tower Hamlets CCG,31/12/2020,Cont Care- Adult Joint Funded,CHC ADULT FULLY FUNDED,LONDON BOROUGH OF TOWER HAMLETS,35086897,"1,049.13"
Department of Health,NHS Tower Hamlets CCG,31/12/2020,C&M-APMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,ISLAND MEDICAL CENTRE,34887716,"1,116.19"
Department of Health,NHS Tower Hamlets CCG,31/12/2020,C&M-GMS Other Baseline Adjustment,PRC DELEGATED CO-COMMISSIONING,HARLEY GROVE MEDICAL CENTRE,35025398,"1,173.33"
Department of Health,NHS Tower Hamlets CCG,31/12/2020,C&M-GMS Prem Other,PRC DELEGATED CO-COMMISSIONING,ST STEPHENS HEALTH CENTRE LONDON,35025421,"1,208.33"
Department of Health,NHS Tower Hamlets CCG,31/12/2020,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,DOCKLANDS MEDICAL CENTRE LONDON,35025388,"1,219.88"
Department of Health,NHS Tower Hamlets CCG,31/12/2020,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,ALBION HEALTH CENTRE,35025380,"1,239.87"
Department of Health,NHS Tower Hamlets CCG,31/12/2020,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,BETHNAL GREEN HEALTH CENTRE,35025375,"1,263.00"
Department of Health,NHS Tower Hamlets CCG,31/12/2020,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,ABERFELDY STREET PRACTICE,35025377,"1,275.76"
Department of Health,NHS Tower Hamlets CCG,31/12/2020,C&M-GMS Prof Fees Prescribing,PRC DELEGATED CO-COMMISSIONING,DOCKLANDS MEDICAL CENTRE LONDON,35025388,"1,284.90"
Department of Health,NHS Tower Hamlets CCG,31/12/2020,C&M-GMS Prem Water Rates,PRC DELEGATED CO-COMMISSIONING,BLITHEHALE MEDICAL CENTRE,35025382,"1,332.50"
Department of Health,NHS Tower Hamlets CCG,31/12/2020,C&M-GMS Prof Fees Prescribing,PRC DELEGATED CO-COMMISSIONING,BETHNAL GREEN HEALTH CENTRE,35025375,"1,374.54"
Department of Health,NHS Tower Hamlets CCG,31/12/2020,C&M-GMS Prem Healthcentre Rates,PRC DELEGATED CO-COMMISSIONING,LIMEHOUSE PRACTICE,35025407,"1,380.93"
Department of Health,NHS Tower Hamlets CCG,31/12/2020,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,HARFORD HEALTH CENTRE,35025396,"1,392.48"
Department of Health,NHS Tower Hamlets CCG,31/12/2020,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,WAPPING HEALTH CENTRE,35025425,"1,485.90"
Department of Health,NHS Tower Hamlets CCG,31/12/2020,C&M-GMS Prof Fees Prescribing,PRC DELEGATED CO-COMMISSIONING,GLOBETOWN SURGERY,35025394,"1,516.61"
Department of Health,NHS Tower Hamlets CCG,31/12/2020,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,LIMEHOUSE PRACTICE,35025407,"1,574.13"
Department of Health,NHS Tower Hamlets CCG,31/12/2020,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,GROVE ROAD SURGERY,35025400,"1,612.66"
Department of Health,NHS Tower Hamlets CCG,31/12/2020,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,DR N SELVAN,35025390,"1,615.36"
Department of Health,NHS Tower Hamlets CCG,31/12/2020,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,ISLAND HEALTH,35025402,"1,623.68"
Department of Health,NHS Tower Hamlets CCG,31/12/2020,C&M-GMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,CITY WELLBEING PRACTICE,35025386,"1,694.52"
Department of Health,NHS Tower Hamlets CCG,31/12/2020,C&M-GMS Prof Fees Prescribing,PRC DELEGATED CO-COMMISSIONING,SPITALFIELDS GMS PRACTICE,35025412,"1,706.22"
Department of Health,NHS Tower Hamlets CCG,31/12/2020,C&M-APMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,AT MEDICS LTD WHITECHAPEL HEALTH CENTRE,34887730,"1,721.69"
Department of Health,NHS Tower Hamlets CCG,31/12/2020,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,MISSION PRACTICE,35042303,"1,792.79"
Department of Health,NHS Tower Hamlets CCG,31/12/2020,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,JUBILEE STREET PRACTICE,35025405,"1,891.01"
Department of Health,NHS Tower Hamlets CCG,31/12/2020,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,RUSTON STREET CLINIC,35025410,"1,899.78"
Department of Health,NHS Tower Hamlets CCG,31/12/2020,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,SPITALFIELDS GMS PRACTICE,35025412,"1,904.18"
Department of Health,NHS Tower Hamlets CCG,31/12/2020,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,BRAYFORD SQUARE SURGERY,35025429,"1,947.11"
Department of Health,NHS Tower Hamlets CCG,31/12/2020,C&M-GMS Other Baseline Adjustment,PRC DELEGATED CO-COMMISSIONING,RUSTON STREET CLINIC,35025410,"1,958.00"
Department of Health,NHS Tower Hamlets CCG,31/12/2020,C&M-GMS PCN DES Clinical Director,PRC DELEGATED CO-COMMISSIONING,CITY WELLBEING PRACTICE,35025386,"1,980.99"
Department of Health,NHS Tower Hamlets CCG,31/12/2020,C&M-GMS Prof Fees Prescribing,PRC DELEGATED CO-COMMISSIONING,CHRISP STREET HEALTH CENTRE,35025384,"1,996.44"
Department of Health,NHS Tower Hamlets CCG,31/12/2020,C&M-GMS PCN DES Clinical Director,PRC DELEGATED CO-COMMISSIONING,TREDEGAR MEDICAL SURGERY,35025423,"2,014.14"
Department of Health,NHS Tower Hamlets CCG,31/12/2020,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,GLOBETOWN SURGERY,35025394,"2,017.66"
Department of Health,NHS Tower Hamlets CCG,31/12/2020,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,BLITHEHALE MEDICAL CENTRE,35025382,"2,024.10"
Department of Health,NHS Tower Hamlets CCG,31/12/2020,C&M-GMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,ALBION HEALTH CENTRE,35025380,"2,050.09"
Department of Health,NHS Tower Hamlets CCG,31/12/2020,C&M-APMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,ST ANDREWS HEALTH CENTRE,34887723,"2,067.45"
Department of Health,NHS Tower Hamlets CCG,31/12/2020,C&M-APMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,ST PAULS WAY MEDICAL CENTRE,34887726,"2,078.22"
Department of Health,NHS Tower Hamlets CCG,31/12/2020,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,ST STEPHENS HEALTH CENTRE LONDON,35025421,"2,079.90"
Department of Health,NHS Tower Hamlets CCG,31/12/2020,C&M-APMS Contract KPIs,PRC DELEGATED CO-COMMISSIONING,POLLARD ROW SURGERY,34887719,"2,097.00"
Department of Health,NHS Tower Hamlets CCG,31/12/2020,C&M-GMS Other Addtl Staff Paymts,PRC DELEGATED CO-COMMISSIONING,GLOBETOWN SURGERY,35025394,"2,102.92"
Department of Health,NHS Tower Hamlets CCG,31/12/2020,C&M-GMS Other Addtl Staff Paymts,PRC DELEGATED CO-COMMISSIONING,ABERFELDY STREET PRACTICE,35025377,"2,112.08"
Department of Health,NHS Tower Hamlets CCG,31/12/2020,C&M-GMS Prem Healthcentre Rates,PRC DELEGATED CO-COMMISSIONING,RUSTON STREET CLINIC,35025410,"2,130.60"
Department of Health,NHS Tower Hamlets CCG,31/12/2020,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,STROUTS PLACE MEDICAL CENTRE,35025416,"2,154.98"
Department of Health,NHS Tower Hamlets CCG,31/12/2020,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,STROUDLY WALK,35025414,"2,217.19"
Department of Health,NHS Tower Hamlets CCG,31/12/2020,C&M-GMS PCN DES Clinical Director,PRC DELEGATED CO-COMMISSIONING,JUBILEE STREET PRACTICE,35025405,"2,229.11"
Department of Health,NHS Tower Hamlets CCG,31/12/2020,C&M-GMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,ISLAND HEALTH,35025402,"2,261.33"
Department of Health,NHS Tower Hamlets CCG,31/12/2020,ME - GMS TPS Added Years Adj EEs,PRC DELEGATED CO-COMMISSIONING,JUBILEE STREET PRACTICE,35025405,"2,286.04"
Department of Health,NHS Tower Hamlets CCG,31/12/2020,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,TREDEGAR MEDICAL SURGERY,35025423,"2,310.56"
Department of Health,NHS Tower Hamlets CCG,31/12/2020,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,CITY WELLBEING PRACTICE,35025386,"2,312.09"
Department of Health,NHS Tower Hamlets CCG,31/12/2020,C&M-GMS Prof Fees Prescribing,PRC DELEGATED CO-COMMISSIONING,MISSION PRACTICE,35042303,"2,314.04"
Department of Health,NHS Tower Hamlets CCG,31/12/2020,C&M-GMS PCN DES Soc Prescribing,PRC DELEGATED CO-COMMISSIONING,ALBION HEALTH CENTRE,35025380,"2,316.71"
Department of Health,NHS Tower Hamlets CCG,31/12/2020,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,POLLARD ROW SURGERY,34887719,"2,321.52"
