Department,CCG,Date,Expense Area,Expense Type,Supplier,Transaction Number,Amount
Department of Health,NHS Tower Hamlets CCG,30/11/2020,C&M-GMS Prem Other,PRC DELEGATED CO-COMMISSIONING,ALBION HEALTH CENTRE,34659815,392.5
Department of Health,NHS Tower Hamlets CCG,30/11/2020,C&M-GMS DES Learn Dsblty Hlth Chk,PRC DELEGATED CO-COMMISSIONING,LIMEHOUSE PRACTICE,34659889,420
Department of Health,NHS Tower Hamlets CCG,30/11/2020,C&M-APMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,POLLARD ROW SURGERY,34513733,432.35
Department of Health,NHS Tower Hamlets CCG,30/11/2020,C&M-GMS Prem Water Rates,PRC DELEGATED CO-COMMISSIONING,CITY WELLBEING PRACTICE,34679294,439.97
Department of Health,NHS Tower Hamlets CCG,30/11/2020,C&M- PCN DES CARE HOME PREMIUM,PRC DELEGATED CO-COMMISSIONING,ST PAULS WAY MEDICAL CENTRE,34513737,457.5
Department of Health,NHS Tower Hamlets CCG,30/11/2020,ME-GMS GP Pension ERs Adjustments,PRC DELEGATED CO-COMMISSIONING,RUSTON STREET CLINIC,34659897,487.06
Department of Health,NHS Tower Hamlets CCG,30/11/2020,C&M- PCN DES CARE HOME PREMIUM,PRC DELEGATED CO-COMMISSIONING,MISSION PRACTICE,34659893,487.5
Department of Health,NHS Tower Hamlets CCG,30/11/2020,C&M-GMS Other Addtl Staff Paymts,PRC DELEGATED CO-COMMISSIONING,ISLAND HEALTH,34659881,539.33
Department of Health,NHS Tower Hamlets CCG,30/11/2020,C&M-APMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,ISLAND MEDICAL CENTRE,34513732,540.58
Department of Health,NHS Tower Hamlets CCG,30/11/2020,C&M- PCN DES CARE HOME PREMIUM,PRC DELEGATED CO-COMMISSIONING,DR N SELVAN,34659846,562.5
Department of Health,NHS Tower Hamlets CCG,30/11/2020,C&M-GMS Other Addtl Staff Paymts,PRC DELEGATED CO-COMMISSIONING,DR N SELVAN,34659846,563.33
Department of Health,NHS Tower Hamlets CCG,30/11/2020,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,GROVE ROAD SURGERY,34659876,567.94
Department of Health,NHS Tower Hamlets CCG,30/11/2020,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,STROUDLY WALK,34659907,612.41
Department of Health,NHS Tower Hamlets CCG,30/11/2020,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,RUSTON STREET CLINIC,34659897,612.6
Department of Health,NHS Tower Hamlets CCG,30/11/2020,C&M-APMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,POLLARD ROW SURGERY,34513733,654.43
Department of Health,NHS Tower Hamlets CCG,30/11/2020,Hcare Srv Rec Fdtn Trust-Over/ Under Performance,ACUTE COMMISSIONING,HOMERTON UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,34485769,762.37
Department of Health,NHS Tower Hamlets CCG,30/11/2020,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,TREDEGAR MEDICAL SURGERY,34659918,781.14
Department of Health,NHS Tower Hamlets CCG,30/11/2020,C&M-GMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,GROVE ROAD SURGERY,34659876,797.48
Department of Health,NHS Tower Hamlets CCG,30/11/2020,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,DR S RANA-MASSON,34659853,807.33
Department of Health,NHS Tower Hamlets CCG,30/11/2020,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,STROUTS PLACE MEDICAL CENTRE,34659910,809.24
Department of Health,NHS Tower Hamlets CCG,30/11/2020,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,CITY WELLBEING PRACTICE,34679294,836.05
Department of Health,NHS Tower Hamlets CCG,30/11/2020,C&M-GMS DES Learn Dsblty Hlth Chk,PRC DELEGATED CO-COMMISSIONING,STROUTS PLACE MEDICAL CENTRE,34659910,840
Department of Health,NHS Tower Hamlets CCG,30/11/2020,C&M-GMS PCO Other,PRC DELEGATED CO-COMMISSIONING,CITY WELLBEING PRACTICE,34679294,849.4
Department of Health,NHS Tower Hamlets CCG,30/11/2020,C&M-APMS Prem Other,PRC DELEGATED CO-COMMISSIONING,ST PAULS WAY MEDICAL CENTRE,34513737,865.42
Department of Health,NHS Tower Hamlets CCG,30/11/2020,C&M-GMS Other Addtl Staff Paymts,PRC DELEGATED CO-COMMISSIONING,RUSTON STREET CLINIC,34659897,897.83
Department of Health,NHS Tower Hamlets CCG,30/11/2020,C&M-GMS Prem Other,PRC DELEGATED CO-COMMISSIONING,ISLAND HEALTH,34659881,951.58
Department of Health,NHS Tower Hamlets CCG,30/11/2020,C&M-GMS Other Addtl Staff Paymts,PRC DELEGATED CO-COMMISSIONING,ALBION HEALTH CENTRE,34659815,969.42
Department of Health,NHS Tower Hamlets CCG,30/11/2020,C&M- PCN DES CARE HOME PREMIUM,PRC DELEGATED CO-COMMISSIONING,JUBILEE STREET PRACTICE,34659886,"1,005.00"
Department of Health,NHS Tower Hamlets CCG,30/11/2020,C&M-GMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,HARLEY GROVE MEDICAL CENTRE,34659869,"1,017.55"
Department of Health,NHS Tower Hamlets CCG,30/11/2020,C&M-GMS Other Addtl Staff Paymts,PRC DELEGATED CO-COMMISSIONING,GROVE ROAD SURGERY,34659876,"1,029.58"
Department of Health,NHS Tower Hamlets CCG,30/11/2020,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,HARLEY GROVE MEDICAL CENTRE,34659869,"1,044.89"
Department of Health,NHS Tower Hamlets CCG,30/11/2020,C&M-APMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,ISLAND MEDICAL CENTRE,34513732,"1,116.19"
Department of Health,NHS Tower Hamlets CCG,30/11/2020,C&M-GMS DES Learn Dsblty Hlth Chk,PRC DELEGATED CO-COMMISSIONING,JUBILEE STREET PRACTICE,34659886,"1,120.00"
Department of Health,NHS Tower Hamlets CCG,30/11/2020,C&M-GMS DES Learn Dsblty Hlth Chk,PRC DELEGATED CO-COMMISSIONING,RUSTON STREET CLINIC,34659897,"1,120.00"
Department of Health,NHS Tower Hamlets CCG,30/11/2020,C&M-GMS Other Baseline Adjustment,PRC DELEGATED CO-COMMISSIONING,HARLEY GROVE MEDICAL CENTRE,34659869,"1,173.33"
Department of Health,NHS Tower Hamlets CCG,30/11/2020,C&M-GMS Prem Other,PRC DELEGATED CO-COMMISSIONING,ST STEPHENS HEALTH CENTRE LONDON,34659916,"1,208.33"
Department of Health,NHS Tower Hamlets CCG,30/11/2020,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,DOCKLANDS MEDICAL CENTRE LONDON,34659838,"1,219.88"
Department of Health,NHS Tower Hamlets CCG,30/11/2020,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,ALBION HEALTH CENTRE,34659815,"1,239.87"
Department of Health,NHS Tower Hamlets CCG,30/11/2020,C&M-GMS DES Learn Dsblty Hlth Chk,PRC DELEGATED CO-COMMISSIONING,CHRISP STREET HEALTH CENTRE,34659831,"1,260.00"
Department of Health,NHS Tower Hamlets CCG,30/11/2020,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,BETHNAL GREEN HEALTH CENTRE,34659805,"1,263.00"
Department of Health,NHS Tower Hamlets CCG,30/11/2020,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,ABERFELDY STREET PRACTICE,34659809,"1,275.76"
Department of Health,NHS Tower Hamlets CCG,30/11/2020,C&M-GMS DES Minor Surgery,PRC DELEGATED CO-COMMISSIONING,ALBION HEALTH CENTRE,34659815,"1,276.58"
Department of Health,NHS Tower Hamlets CCG,30/11/2020,C&M-GMS Prem Water Rates,PRC DELEGATED CO-COMMISSIONING,BLITHEHALE MEDICAL CENTRE,34659824,"1,332.50"
Department of Health,NHS Tower Hamlets CCG,30/11/2020,C&M-GMS Prem Healthcentre Rates,PRC DELEGATED CO-COMMISSIONING,LIMEHOUSE PRACTICE,34659889,"1,380.93"
Department of Health,NHS Tower Hamlets CCG,30/11/2020,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,HARFORD HEALTH CENTRE,34659864,"1,392.48"
Department of Health,NHS Tower Hamlets CCG,30/11/2020,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,WAPPING HEALTH CENTRE,34659919,"1,485.90"
Department of Health,NHS Tower Hamlets CCG,30/11/2020,Hcare Srv Rec Fdtn Trust-Over/ Under Performance,ACUTE COMMISSIONING,HOMERTON UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,34566785,"1,514.49"
Department of Health,NHS Tower Hamlets CCG,30/11/2020,C&M-GMS DES Minor Surgery,PRC DELEGATED CO-COMMISSIONING,CHRISP STREET HEALTH CENTRE,34659831,"1,540.70"
Department of Health,NHS Tower Hamlets CCG,30/11/2020,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,LIMEHOUSE PRACTICE,34659889,"1,574.13"
Department of Health,NHS Tower Hamlets CCG,30/11/2020,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,GROVE ROAD SURGERY,34659876,"1,612.66"
Department of Health,NHS Tower Hamlets CCG,30/11/2020,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,DR N SELVAN,34659846,"1,615.36"
Department of Health,NHS Tower Hamlets CCG,30/11/2020,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,ISLAND HEALTH,34659881,"1,623.68"
Department of Health,NHS Tower Hamlets CCG,30/11/2020,C&M-GMS DES Learn Dsblty Hlth Chk,PRC DELEGATED CO-COMMISSIONING,DR N SELVAN,34659846,"1,680.00"
Department of Health,NHS Tower Hamlets CCG,30/11/2020,C&M-GMS PCO Locum Sickness,PRC DELEGATED CO-COMMISSIONING,CITY WELLBEING PRACTICE,34679294,"1,680.00"
Department of Health,NHS Tower Hamlets CCG,30/11/2020,C&M-GMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,CITY WELLBEING PRACTICE,34679294,"1,694.52"
Department of Health,NHS Tower Hamlets CCG,30/11/2020,C&M-APMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,AT MEDICS LTD WHITECHAPEL HEALTH CENTRE,34513739,"1,721.69"
Department of Health,NHS Tower Hamlets CCG,30/11/2020,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,MISSION PRACTICE,34659893,"1,792.79"
Department of Health,NHS Tower Hamlets CCG,30/11/2020,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,JUBILEE STREET PRACTICE,34659886,"1,891.01"
Department of Health,NHS Tower Hamlets CCG,30/11/2020,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,RUSTON STREET CLINIC,34659897,"1,899.78"
Department of Health,NHS Tower Hamlets CCG,30/11/2020,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,SPITALFIELDS GMS PRACTICE,34659903,"1,904.18"
Department of Health,NHS Tower Hamlets CCG,30/11/2020,C&M-GMS DES Learn Dsblty Hlth Chk,PRC DELEGATED CO-COMMISSIONING,ST STEPHENS HEALTH CENTRE LONDON,34659916,"1,960.00"
Department of Health,NHS Tower Hamlets CCG,30/11/2020,C&M-GMS PCN DES Clinical Director,PRC DELEGATED CO-COMMISSIONING,CITY WELLBEING PRACTICE,34679294,"1,980.99"
Department of Health,NHS Tower Hamlets CCG,30/11/2020,C&M-GMS PCN DES Clinical Director,PRC DELEGATED CO-COMMISSIONING,TREDEGAR MEDICAL SURGERY,34659918,"2,014.14"
Department of Health,NHS Tower Hamlets CCG,30/11/2020,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,GLOBETOWN SURGERY,34659856,"2,017.66"
Department of Health,NHS Tower Hamlets CCG,30/11/2020,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,BLITHEHALE MEDICAL CENTRE,34659824,"2,024.10"
Department of Health,NHS Tower Hamlets CCG,30/11/2020,C&M-GMS Other Baseline Adjustment,PRC DELEGATED CO-COMMISSIONING,BLITHEHALE MEDICAL CENTRE,34659824,"2,025.87"
Department of Health,NHS Tower Hamlets CCG,30/11/2020,C&M-GMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,ALBION HEALTH CENTRE,34659815,"2,050.09"
Department of Health,NHS Tower Hamlets CCG,30/11/2020,C&M-APMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,ST ANDREWS HEALTH CENTRE,34513735,"2,067.45"
Department of Health,NHS Tower Hamlets CCG,30/11/2020,C&M-APMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,ST PAULS WAY MEDICAL CENTRE,34513737,"2,078.22"
Department of Health,NHS Tower Hamlets CCG,30/11/2020,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,ST STEPHENS HEALTH CENTRE LONDON,34659916,"2,079.90"
Department of Health,NHS Tower Hamlets CCG,30/11/2020,C&M-APMS Contract KPIs,PRC DELEGATED CO-COMMISSIONING,POLLARD ROW SURGERY,34513733,"2,097.00"
Department of Health,NHS Tower Hamlets CCG,30/11/2020,C&M-GMS DES Learn Dsblty Hlth Chk,PRC DELEGATED CO-COMMISSIONING,BLITHEHALE MEDICAL CENTRE,34659824,"2,100.00"
Department of Health,NHS Tower Hamlets CCG,30/11/2020,C&M-GMS DES Learn Dsblty Hlth Chk,PRC DELEGATED CO-COMMISSIONING,CITY WELLBEING PRACTICE,34679294,"2,100.00"
Department of Health,NHS Tower Hamlets CCG,30/11/2020,C&M-GMS Other Addtl Staff Paymts,PRC DELEGATED CO-COMMISSIONING,GLOBETOWN SURGERY,34659856,"2,102.92"
Department of Health,NHS Tower Hamlets CCG,30/11/2020,C&M-GMS Other Addtl Staff Paymts,PRC DELEGATED CO-COMMISSIONING,ABERFELDY STREET PRACTICE,34659809,"2,112.08"
Department of Health,NHS Tower Hamlets CCG,30/11/2020,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,STROUTS PLACE MEDICAL CENTRE,34659910,"2,154.98"
Department of Health,NHS Tower Hamlets CCG,30/11/2020,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,STROUDLY WALK,34659907,"2,217.19"
Department of Health,NHS Tower Hamlets CCG,30/11/2020,C&M-GMS PCN DES Clinical Director,PRC DELEGATED CO-COMMISSIONING,JUBILEE STREET PRACTICE,34659886,"2,229.11"
Department of Health,NHS Tower Hamlets CCG,30/11/2020,C&M-GMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,ISLAND HEALTH,34659881,"2,261.33"
Department of Health,NHS Tower Hamlets CCG,30/11/2020,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,TREDEGAR MEDICAL SURGERY,34659918,"2,310.56"
Department of Health,NHS Tower Hamlets CCG,30/11/2020,C&M-GMS PCN DES Soc Prescribing,PRC DELEGATED CO-COMMISSIONING,ALBION HEALTH CENTRE,34659815,"2,316.71"
Department of Health,NHS Tower Hamlets CCG,30/11/2020,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,POLLARD ROW SURGERY,34513733,"2,321.52"
Department of Health,NHS Tower Hamlets CCG,30/11/2020,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,CHRISP STREET HEALTH CENTRE,34659831,"2,329.85"
Department of Health,NHS Tower Hamlets CCG,30/11/2020,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,XX PLACE,34659921,"2,354.38"
Department of Health,NHS Tower Hamlets CCG,30/11/2020,C&M-GMS PCN DES Clinical Director,PRC DELEGATED CO-COMMISSIONING,ALBION HEALTH CENTRE,34659815,"2,373.15"
Department of Health,NHS Tower Hamlets CCG,30/11/2020,C&M-GMS DES Learn Dsblty Hlth Chk,PRC DELEGATED CO-COMMISSIONING,SPITALFIELDS GMS PRACTICE,34659903,"2,380.00"
Department of Health,NHS Tower Hamlets CCG,30/11/2020,C&M-APMS Prem Healthcentre Rates,PRC DELEGATED CO-COMMISSIONING,AT MEDICS LTD WHITECHAPEL HEALTH CENTRE,34513739,"2,457.00"
Department of Health,NHS Tower Hamlets CCG,30/11/2020,C&M-GMS PCN DES Clinical Director,PRC DELEGATED CO-COMMISSIONING,MISSION PRACTICE,34659893,"2,731.21"
Department of Health,NHS Tower Hamlets CCG,30/11/2020,C&M-GMS Other Baseline Adjustment,PRC DELEGATED CO-COMMISSIONING,DOCKLANDS MEDICAL CENTRE LONDON,34659838,"2,758.51"
Department of Health,NHS Tower Hamlets CCG,30/11/2020,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,DR S RANA-MASSON,34659853,"2,760.98"
Department of Health,NHS Tower Hamlets CCG,30/11/2020,C&M-GMS PCN DES Clinical Director,PRC DELEGATED CO-COMMISSIONING,DR N SELVAN,34659846,"2,809.84"
Department of Health,NHS Tower Hamlets CCG,30/11/2020,C&M-APMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,BARKANTINE PRACTICE,34513730,"2,956.57"
Department of Health,NHS Tower Hamlets CCG,30/11/2020,C&M-GMS Prem Other,PRC DELEGATED CO-COMMISSIONING,SPITALFIELDS GMS PRACTICE,34659903,"3,041.67"
Department of Health,NHS Tower Hamlets CCG,30/11/2020,C&M-GMS Prem Other,PRC DELEGATED CO-COMMISSIONING,MISSION PRACTICE,34659893,"3,083.33"
Department of Health,NHS Tower Hamlets CCG,30/11/2020,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,ISLAND MEDICAL CENTRE,34513732,"3,092.87"
Department of Health,NHS Tower Hamlets CCG,30/11/2020,C&M-GMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,DR N SELVAN,34659846,"3,212.09"
Department of Health,NHS Tower Hamlets CCG,30/11/2020,C&M-APMS PCN DES Clinical Director,PRC DELEGATED CO-COMMISSIONING,ST PAULS WAY MEDICAL CENTRE,34513737,"3,260.91"
Department of Health,NHS Tower Hamlets CCG,30/11/2020,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,CITY WELLBEING PRACTICE,34679294,"3,274.39"
Department of Health,NHS Tower Hamlets CCG,30/11/2020,C&M-GMS Prem Healthcentre Rates,PRC DELEGATED CO-COMMISSIONING,BLITHEHALE MEDICAL CENTRE,34659824,"3,286.83"
Department of Health,NHS Tower Hamlets CCG,30/11/2020,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,DOCKLANDS MEDICAL CENTRE LONDON,34659838,"3,306.94"
Department of Health,NHS Tower Hamlets CCG,30/11/2020,C&M-GMS PCN DES Clin Pharmacist,PRC DELEGATED CO-COMMISSIONING,ALBION HEALTH CENTRE,34659815,"3,340.20"
Department of Health,NHS Tower Hamlets CCG,30/11/2020,C&M-APMS Contract KPIs,PRC DELEGATED CO-COMMISSIONING,ISLAND MEDICAL CENTRE,34513732,"3,391.08"
Department of Health,NHS Tower Hamlets CCG,30/11/2020,C&M-GMS PCO Locum Adop/Pat/Mat,PRC DELEGATED CO-COMMISSIONING,JUBILEE STREET PRACTICE,34659886,"3,419.25"
Department of Health,NHS Tower Hamlets CCG,30/11/2020,C&M-APMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,BARKANTINE PRACTICE,34513730,"3,493.73"
Department of Health,NHS Tower Hamlets CCG,30/11/2020,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,HARLEY GROVE MEDICAL CENTRE,34659869,"3,507.99"
Department of Health,NHS Tower Hamlets CCG,30/11/2020,C&M-GMS DES Minor Surgery,PRC DELEGATED CO-COMMISSIONING,JUBILEE STREET PRACTICE,34659886,"3,521.60"
Department of Health,NHS Tower Hamlets CCG,30/11/2020,ME-GMS GP Prior Year EEs,PRC DELEGATED CO-COMMISSIONING,LIMEHOUSE PRACTICE,34659889,"3,579.01"
Department of Health,NHS Tower Hamlets CCG,30/11/2020,C&M-GMS Prem Cost Rent,PRC DELEGATED CO-COMMISSIONING,GROVE ROAD SURGERY,34659876,"3,625.00"
Department of Health,NHS Tower Hamlets CCG,30/11/2020,Apprenticeship Levy Payable,BALANCE SHEET,HMRC,34589831,"3,728.00"
Department of Health,NHS Tower Hamlets CCG,30/11/2020,C&M-GMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,GLOBETOWN SURGERY,34659856,"3,790.50"
Department of Health,NHS Tower Hamlets CCG,30/11/2020,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,ABERFELDY STREET PRACTICE,34659809,"3,863.91"
Department of Health,NHS Tower Hamlets CCG,30/11/2020,C&M-GMS DES Extended Hours Access,PRC DELEGATED CO-COMMISSIONING,CITY WELLBEING PRACTICE,34679294,"3,978.44"
Department of Health,NHS Tower Hamlets CCG,30/11/2020,C&M-GMS DES Extended Hours Access,PRC DELEGATED CO-COMMISSIONING,TREDEGAR MEDICAL SURGERY,34659918,"4,045.02"
Department of Health,NHS Tower Hamlets CCG,30/11/2020,C&M-GMS PCN DES PCN support,LOCAL ENHANCED SERVICES,CITY WELLBEING PRACTICE,34679294,"4,115.63"
Department of Health,NHS Tower Hamlets CCG,30/11/2020,Income tax <1Yr-Student Loans,BALANCE SHEET,HMRC,34589831,"4,124.00"
Department of Health,NHS Tower Hamlets CCG,30/11/2020,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,BETHNAL GREEN HEALTH CENTRE,34659805,"4,145.98"
