Department,CCG,Date,Expense Area,Expense Type,Supplier,Transaction Number,Amount
Department of Health,NHS Tower Hamlets CCG,31/01/2021,C&M- PCN DES CARE HOME PREMIUM,PRC DELEGATED CO-COMMISSIONING,DR N SELVAN,35351406,562.5
Department of Health,NHS Tower Hamlets CCG,31/01/2021,C&M-GMS Other Addtl Staff Paymts,PRC DELEGATED CO-COMMISSIONING,DR N SELVAN,35351406,563.33
Department of Health,NHS Tower Hamlets CCG,31/01/2021,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,GROVE ROAD SURGERY,35351416,567.94
Department of Health,NHS Tower Hamlets CCG,31/01/2021,C&M-GMS DES Minor Surgery,PRC DELEGATED CO-COMMISSIONING,HARLEY GROVE MEDICAL CENTRE,35351414,572.26
Department of Health,NHS Tower Hamlets CCG,31/01/2021,C&M-APMS Prem Water Rates,PRC DELEGATED CO-COMMISSIONING,ISLAND MEDICAL CENTRE,35234284,603.73
Department of Health,NHS Tower Hamlets CCG,31/01/2021,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,STROUDLY WALK,35351430,612.41
Department of Health,NHS Tower Hamlets CCG,31/01/2021,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,RUSTON STREET CLINIC,35351426,612.6
Department of Health,NHS Tower Hamlets CCG,31/01/2021,C&M-APMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,POLLARD ROW SURGERY,35234285,654.43
Department of Health,NHS Tower Hamlets CCG,31/01/2021,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,TREDEGAR MEDICAL SURGERY,35351438,781.14
Department of Health,NHS Tower Hamlets CCG,31/01/2021,C&M-GMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,GROVE ROAD SURGERY,35351416,797.48
Department of Health,NHS Tower Hamlets CCG,31/01/2021,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,DR S RANA-MASSON,35351408,807.33
Department of Health,NHS Tower Hamlets CCG,31/01/2021,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,STROUTS PLACE MEDICAL CENTRE,35351432,809.24
Department of Health,NHS Tower Hamlets CCG,31/01/2021,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,CITY WELLBEING PRACTICE,35351402,836.05
Department of Health,NHS Tower Hamlets CCG,31/01/2021,C&M-APMS Prem Other,PRC DELEGATED CO-COMMISSIONING,ST PAULS WAY MEDICAL CENTRE,35234289,865.42
Department of Health,NHS Tower Hamlets CCG,31/01/2021,C&M-GMS Other Addtl Staff Paymts,PRC DELEGATED CO-COMMISSIONING,RUSTON STREET CLINIC,35351426,897.83
Department of Health,NHS Tower Hamlets CCG,31/01/2021,C&M-GMS Prem Other,PRC DELEGATED CO-COMMISSIONING,ISLAND HEALTH,35351418,951.58
Department of Health,NHS Tower Hamlets CCG,31/01/2021,C&M-GMS DES Minor Surgery,PRC DELEGATED CO-COMMISSIONING,MISSION PRACTICE,35351424,968.44
Department of Health,NHS Tower Hamlets CCG,31/01/2021,C&M-GMS Other Addtl Staff Paymts,PRC DELEGATED CO-COMMISSIONING,ALBION HEALTH CENTRE,35367294,969.42
Department of Health,NHS Tower Hamlets CCG,31/01/2021,C&M- PCN DES CARE HOME PREMIUM,PRC DELEGATED CO-COMMISSIONING,JUBILEE STREET PRACTICE,35351420,"1,005.00"
Department of Health,NHS Tower Hamlets CCG,31/01/2021,C&M-GMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,HARLEY GROVE MEDICAL CENTRE,35351414,"1,017.55"
Department of Health,NHS Tower Hamlets CCG,31/01/2021,C&M-GMS Other Addtl Staff Paymts,PRC DELEGATED CO-COMMISSIONING,GROVE ROAD SURGERY,35351416,"1,029.58"
Department of Health,NHS Tower Hamlets CCG,31/01/2021,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,HARLEY GROVE MEDICAL CENTRE,35351414,"1,044.89"
Department of Health,NHS Tower Hamlets CCG,31/01/2021,C&M-APMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,ISLAND MEDICAL CENTRE,35234284,"1,116.19"
Department of Health,NHS Tower Hamlets CCG,31/01/2021,C&M-GMS Other Baseline Adjustment,PRC DELEGATED CO-COMMISSIONING,HARLEY GROVE MEDICAL CENTRE,35351414,"1,173.33"
Department of Health,NHS Tower Hamlets CCG,31/01/2021,C&M-GMS Prem Other,PRC DELEGATED CO-COMMISSIONING,ST STEPHENS HEALTH CENTRE LONDON,35351436,"1,208.33"
Department of Health,NHS Tower Hamlets CCG,31/01/2021,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,DOCKLANDS MEDICAL CENTRE LONDON,35351404,"1,219.88"
Department of Health,NHS Tower Hamlets CCG,31/01/2021,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,ALBION HEALTH CENTRE,35367294,"1,239.87"
Department of Health,NHS Tower Hamlets CCG,31/01/2021,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,BETHNAL GREEN HEALTH CENTRE,35351393,"1,263.00"
Department of Health,NHS Tower Hamlets CCG,31/01/2021,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,ABERFELDY STREET PRACTICE,35351395,"1,275.76"
Department of Health,NHS Tower Hamlets CCG,31/01/2021,C&M-GMS Prem Water Rates,PRC DELEGATED CO-COMMISSIONING,BLITHEHALE MEDICAL CENTRE,35351398,"1,332.50"
Department of Health,NHS Tower Hamlets CCG,31/01/2021,ME-GMS GP Prior Year EEs,PRC DELEGATED CO-COMMISSIONING,LIMEHOUSE PRACTICE,35351422,"1,357.05"
Department of Health,NHS Tower Hamlets CCG,31/01/2021,C&M-GMS Prem Healthcentre Rates,PRC DELEGATED CO-COMMISSIONING,LIMEHOUSE PRACTICE,35351422,"1,380.93"
Department of Health,NHS Tower Hamlets CCG,31/01/2021,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,HARFORD HEALTH CENTRE,35351412,"1,392.48"
Department of Health,NHS Tower Hamlets CCG,31/01/2021,ME - GMS GP Prior Year ERs,PRC DELEGATED CO-COMMISSIONING,LIMEHOUSE PRACTICE,35351422,"1,435.18"
Department of Health,NHS Tower Hamlets CCG,31/01/2021,C&M-GMS QOF Achievement,PRC DELEGATED CO-COMMISSIONING,LIMEHOUSE PRACTICE,35351422,"1,440.75"
Department of Health,NHS Tower Hamlets CCG,31/01/2021,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,WAPPING HEALTH CENTRE,35351440,"1,485.90"
Department of Health,NHS Tower Hamlets CCG,31/01/2021,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,LIMEHOUSE PRACTICE,35351422,"1,574.13"
Department of Health,NHS Tower Hamlets CCG,31/01/2021,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,GROVE ROAD SURGERY,35351416,"1,612.66"
Department of Health,NHS Tower Hamlets CCG,31/01/2021,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,DR N SELVAN,35351406,"1,615.36"
Department of Health,NHS Tower Hamlets CCG,31/01/2021,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,ISLAND HEALTH,35351418,"1,623.68"
Department of Health,NHS Tower Hamlets CCG,31/01/2021,C&M-GMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,CITY WELLBEING PRACTICE,35351402,"1,694.52"
Department of Health,NHS Tower Hamlets CCG,31/01/2021,C&M-APMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,AT MEDICS LTD WHITECHAPEL HEALTH CENTRE,35236291,"1,721.69"
Department of Health,NHS Tower Hamlets CCG,31/01/2021,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,MISSION PRACTICE,35351424,"1,792.79"
Department of Health,NHS Tower Hamlets CCG,31/01/2021,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,JUBILEE STREET PRACTICE,35351420,"1,891.01"
Department of Health,NHS Tower Hamlets CCG,31/01/2021,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,RUSTON STREET CLINIC,35351426,"1,899.78"
Department of Health,NHS Tower Hamlets CCG,31/01/2021,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,SPITALFIELDS GMS PRACTICE,35351428,"1,904.18"
Department of Health,NHS Tower Hamlets CCG,31/01/2021,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,BRAYFORD SQUARE SURGERY,35351444,"1,947.11"
Department of Health,NHS Tower Hamlets CCG,31/01/2021,C&M-GMS PCN DES Clinical Director,PRC DELEGATED CO-COMMISSIONING,CITY WELLBEING PRACTICE,35351402,"1,980.99"
Department of Health,NHS Tower Hamlets CCG,31/01/2021,C&M-GMS PCN DES Clinical Director,PRC DELEGATED CO-COMMISSIONING,TREDEGAR MEDICAL SURGERY,35351438,"2,014.14"
Department of Health,NHS Tower Hamlets CCG,31/01/2021,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,GLOBETOWN SURGERY,35351410,"2,017.66"
Department of Health,NHS Tower Hamlets CCG,31/01/2021,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,BLITHEHALE MEDICAL CENTRE,35351398,"2,024.10"
Department of Health,NHS Tower Hamlets CCG,31/01/2021,C&M-GMS Other Baseline Adjustment,PRC DELEGATED CO-COMMISSIONING,BLITHEHALE MEDICAL CENTRE,35351398,"2,025.87"
Department of Health,NHS Tower Hamlets CCG,31/01/2021,C&M-GMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,ALBION HEALTH CENTRE,35367294,"2,050.09"
Department of Health,NHS Tower Hamlets CCG,31/01/2021,C&M-APMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,ST ANDREWS HEALTH CENTRE,35234287,"2,067.45"
Department of Health,NHS Tower Hamlets CCG,31/01/2021,C&M-APMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,ST PAULS WAY MEDICAL CENTRE,35234289,"2,078.22"
Department of Health,NHS Tower Hamlets CCG,31/01/2021,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,ST STEPHENS HEALTH CENTRE LONDON,35351436,"2,079.90"
Department of Health,NHS Tower Hamlets CCG,31/01/2021,C&M-APMS Contract KPIs,PRC DELEGATED CO-COMMISSIONING,POLLARD ROW SURGERY,35234285,"2,097.00"
Department of Health,NHS Tower Hamlets CCG,31/01/2021,C&M-GMS Other Addtl Staff Paymts,PRC DELEGATED CO-COMMISSIONING,GLOBETOWN SURGERY,35351410,"2,102.92"
Department of Health,NHS Tower Hamlets CCG,31/01/2021,C&M-GMS Other Addtl Staff Paymts,PRC DELEGATED CO-COMMISSIONING,ABERFELDY STREET PRACTICE,35351395,"2,112.08"
Department of Health,NHS Tower Hamlets CCG,31/01/2021,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,STROUTS PLACE MEDICAL CENTRE,35351432,"2,154.98"
Department of Health,NHS Tower Hamlets CCG,31/01/2021,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,STROUDLY WALK,35351430,"2,217.19"
Department of Health,NHS Tower Hamlets CCG,31/01/2021,C&M-GMS PCN DES Clinical Director,PRC DELEGATED CO-COMMISSIONING,JUBILEE STREET PRACTICE,35351420,"2,229.11"
Department of Health,NHS Tower Hamlets CCG,31/01/2021,C&M-GMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,ISLAND HEALTH,35351418,"2,261.33"
Department of Health,NHS Tower Hamlets CCG,31/01/2021,C&M-GMS PCN DES Soc Prescribing,PRC DELEGATED CO-COMMISSIONING,ALBION HEALTH CENTRE,35367294,"2,271.71"
Department of Health,NHS Tower Hamlets CCG,31/01/2021,C&M- PCN DES CARE COORDINATOR,PRC DELEGATED CO-COMMISSIONING,ALBION HEALTH CENTRE,35367294,"2,309.71"
Department of Health,NHS Tower Hamlets CCG,31/01/2021,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,TREDEGAR MEDICAL SURGERY,35351438,"2,310.56"
Department of Health,NHS Tower Hamlets CCG,31/01/2021,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,POLLARD ROW SURGERY,35234285,"2,321.52"
Department of Health,NHS Tower Hamlets CCG,31/01/2021,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,XX PLACE,35351442,"2,354.38"
Department of Health,NHS Tower Hamlets CCG,31/01/2021,C&M-GMS PCN DES Clinical Director,PRC DELEGATED CO-COMMISSIONING,ALBION HEALTH CENTRE,35367294,"2,373.15"
Department of Health,NHS Tower Hamlets CCG,31/01/2021,C&M-APMS Prem Healthcentre Rates,PRC DELEGATED CO-COMMISSIONING,AT MEDICS LTD WHITECHAPEL HEALTH CENTRE,35236291,"2,457.00"
Department of Health,NHS Tower Hamlets CCG,31/01/2021,C&M-GMS PCN DES Clinical Director,PRC DELEGATED CO-COMMISSIONING,MISSION PRACTICE,35351424,"2,731.21"
Department of Health,NHS Tower Hamlets CCG,31/01/2021,C&M-GMS Other Baseline Adjustment,PRC DELEGATED CO-COMMISSIONING,DOCKLANDS MEDICAL CENTRE LONDON,35351404,"2,758.51"
Department of Health,NHS Tower Hamlets CCG,31/01/2021,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,DR S RANA-MASSON,35351408,"2,760.98"
Department of Health,NHS Tower Hamlets CCG,31/01/2021,C&M-GMS PCN DES Clinical Director,PRC DELEGATED CO-COMMISSIONING,DR N SELVAN,35351406,"2,809.84"
Department of Health,NHS Tower Hamlets CCG,31/01/2021,C&M-APMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,BARKANTINE PRACTICE,35234282,"2,956.57"
Department of Health,NHS Tower Hamlets CCG,31/01/2021,C&M-GMS Prem Other,PRC DELEGATED CO-COMMISSIONING,SPITALFIELDS GMS PRACTICE,35351428,"3,041.67"
Department of Health,NHS Tower Hamlets CCG,31/01/2021,C&M-GMS Prem Other,PRC DELEGATED CO-COMMISSIONING,MISSION PRACTICE,35351424,"3,083.33"
Department of Health,NHS Tower Hamlets CCG,31/01/2021,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,ISLAND MEDICAL CENTRE,35234284,"3,092.87"
Department of Health,NHS Tower Hamlets CCG,31/01/2021,C&M-GMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,DR N SELVAN,35351406,"3,212.09"
Department of Health,NHS Tower Hamlets CCG,31/01/2021,C&M-APMS PCN DES Clinical Director,PRC DELEGATED CO-COMMISSIONING,ST PAULS WAY MEDICAL CENTRE,35234289,"3,260.91"
Department of Health,NHS Tower Hamlets CCG,31/01/2021,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,CITY WELLBEING PRACTICE,35351402,"3,274.39"
Department of Health,NHS Tower Hamlets CCG,31/01/2021,C&M-GMS Prem Healthcentre Rates,PRC DELEGATED CO-COMMISSIONING,BLITHEHALE MEDICAL CENTRE,35351398,"3,286.83"
Department of Health,NHS Tower Hamlets CCG,31/01/2021,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,DOCKLANDS MEDICAL CENTRE LONDON,35351404,"3,306.94"
Department of Health,NHS Tower Hamlets CCG,31/01/2021,C&M-GMS PCO Locum Adop/Pat/Mat,PRC DELEGATED CO-COMMISSIONING,DOCKLANDS MEDICAL CENTRE LONDON,35351404,"3,360.00"
Department of Health,NHS Tower Hamlets CCG,31/01/2021,C&M-APMS Contract KPIs,PRC DELEGATED CO-COMMISSIONING,ISLAND MEDICAL CENTRE,35234284,"3,391.08"
Department of Health,NHS Tower Hamlets CCG,31/01/2021,C&M-APMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,BARKANTINE PRACTICE,35234282,"3,493.73"
Department of Health,NHS Tower Hamlets CCG,31/01/2021,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,HARLEY GROVE MEDICAL CENTRE,35351414,"3,507.99"
Department of Health,NHS Tower Hamlets CCG,31/01/2021,C&M-GMS Prem Cost Rent,PRC DELEGATED CO-COMMISSIONING,GROVE ROAD SURGERY,35351416,"3,625.00"
Department of Health,NHS Tower Hamlets CCG,31/01/2021,C&M-GMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,GLOBETOWN SURGERY,35351410,"3,790.50"
Department of Health,NHS Tower Hamlets CCG,31/01/2021,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,ABERFELDY STREET PRACTICE,35351395,"3,863.91"
Department of Health,NHS Tower Hamlets CCG,31/01/2021,Apprenticeship Levy Payable,BALANCE SHEET,HMRC,35258383,"3,927.00"
Department of Health,NHS Tower Hamlets CCG,31/01/2021,C&M-GMS DES Extended Hours Access,PRC DELEGATED CO-COMMISSIONING,CITY WELLBEING PRACTICE,35351402,"3,978.44"
Department of Health,NHS Tower Hamlets CCG,31/01/2021,C&M-GMS DES Extended Hours Access,PRC DELEGATED CO-COMMISSIONING,TREDEGAR MEDICAL SURGERY,35351438,"4,045.02"
Department of Health,NHS Tower Hamlets CCG,31/01/2021,C&M-GMS PCN DES PCN support,LOCAL ENHANCED SERVICES,CITY WELLBEING PRACTICE,35351402,"4,115.63"
Department of Health,NHS Tower Hamlets CCG,31/01/2021,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,BETHNAL GREEN HEALTH CENTRE,35351393,"4,145.98"
Department of Health,NHS Tower Hamlets CCG,31/01/2021,C&M-GMS PCN DES PCN support,LOCAL ENHANCED SERVICES,TREDEGAR MEDICAL SURGERY,35351438,"4,184.50"
Department of Health,NHS Tower Hamlets CCG,31/01/2021,Income tax <1Yr-Student Loans,BALANCE SHEET,HMRC,35258383,"4,261.00"
Department of Health,NHS Tower Hamlets CCG,31/01/2021,C&M-GMS DES Extended Hours Access,PRC DELEGATED CO-COMMISSIONING,JUBILEE STREET PRACTICE,35351420,"4,476.75"
Department of Health,NHS Tower Hamlets CCG,31/01/2021,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,WAPPING HEALTH CENTRE,35351440,"4,594.45"
Department of Health,NHS Tower Hamlets CCG,31/01/2021,C&M-GMS Other Baseline Adjustment,PRC DELEGATED CO-COMMISSIONING,STROUDLY WALK,35351430,"4,603.81"
Department of Health,NHS Tower Hamlets CCG,31/01/2021,C&M-GMS PCN DES PCN support,LOCAL ENHANCED SERVICES,JUBILEE STREET PRACTICE,35351420,"4,631.13"
Department of Health,NHS Tower Hamlets CCG,31/01/2021,C&M-GMS DES Extended Hours Access,PRC DELEGATED CO-COMMISSIONING,ALBION HEALTH CENTRE,35367294,"4,766.03"
Department of Health,NHS Tower Hamlets CCG,31/01/2021,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,GLOBETOWN SURGERY,35351410,"4,863.24"
Department of Health,NHS Tower Hamlets CCG,31/01/2021,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,ALBION HEALTH CENTRE,35367294,"4,876.25"
Department of Health,NHS Tower Hamlets CCG,31/01/2021,C&M-GMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,MISSION PRACTICE,35351424,"4,914.69"
Department of Health,NHS Tower Hamlets CCG,31/01/2021,C&M-GMS DES Minor Surgery,PRC DELEGATED CO-COMMISSIONING,WAPPING HEALTH CENTRE,35351440,"4,930.24"
Department of Health,NHS Tower Hamlets CCG,31/01/2021,C&M-GMS PCN DES PCN support,LOCAL ENHANCED SERVICES,ALBION HEALTH CENTRE,35367294,"4,930.38"
Department of Health,NHS Tower Hamlets CCG,31/01/2021,C&M-APMS Prem Service Charges,PRC DELEGATED CO-COMMISSIONING,BARKANTINE PRACTICE,35234282,"5,000.00"
Department of Health,NHS Tower Hamlets CCG,31/01/2021,C&M-PCN DES OCCUPATIONAL THERAPISTS,PRC DELEGATED CO-COMMISSIONING,MISSION PRACTICE,35351424,"5,097.54"
Department of Health,NHS Tower Hamlets CCG,31/01/2021,C&M-GMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,SPITALFIELDS GMS PRACTICE,35351428,"5,231.33"
Department of Health,NHS Tower Hamlets CCG,31/01/2021,C&M-APMS Contract KPIs,PRC DELEGATED CO-COMMISSIONING,AT MEDICS LTD WHITECHAPEL HEALTH CENTRE,35236291,"5,312.05"
Department of Health,NHS Tower Hamlets CCG,31/01/2021,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,ST ANDREWS HEALTH CENTRE,35234287,"5,436.44"
Department of Health,NHS Tower Hamlets CCG,31/01/2021,C&M-GMS DES Extended Hours Access,PRC DELEGATED CO-COMMISSIONING,MISSION PRACTICE,35351424,"5,485.11"
Department of Health,NHS Tower Hamlets CCG,31/01/2021,C&M-GMS PCN DES Soc Prescribing,PRC DELEGATED CO-COMMISSIONING,MISSION PRACTICE,35351424,"5,530.24"
Department of Health,NHS Tower Hamlets CCG,31/01/2021,C&M-GMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,DOCKLANDS MEDICAL CENTRE LONDON,35351404,"5,535.00"
Department of Health,NHS Tower Hamlets CCG,31/01/2021,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,HARFORD HEALTH CENTRE,35351412,"5,617.99"
Department of Health,NHS Tower Hamlets CCG,31/01/2021,C&M-GMS DES Extended Hours Access,PRC DELEGATED CO-COMMISSIONING,DR N SELVAN,35351406,"5,643.04"
Department of Health,NHS Tower Hamlets CCG,31/01/2021,C&M-GMS Prem Actual Rent,PRC DELEGATED CO-COMMISSIONING,BRAYFORD SQUARE SURGERY,35351444,"5,650.00"
Department of Health,NHS Tower Hamlets CCG,31/01/2021,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,ISLAND HEALTH,35351418,"5,655.01"
Department of Health,NHS Tower Hamlets CCG,31/01/2021,C&M-GMS PCN DES PCN support,LOCAL ENHANCED SERVICES,MISSION PRACTICE,35351424,"5,674.25"
Department of Health,NHS Tower Hamlets CCG,31/01/2021,C&M-GMS PCN DES PCN support,LOCAL ENHANCED SERVICES,DR N SELVAN,35351406,"5,837.63"
Department of Health,NHS Tower Hamlets CCG,31/01/2021,C&M-GMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,JUBILEE STREET PRACTICE,35351420,"5,925.49"
Department of Health,NHS Tower Hamlets CCG,31/01/2021,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,LIMEHOUSE PRACTICE,35351422,"6,280.00"
Department of Health,NHS Tower Hamlets CCG,31/01/2021,C&M-APMS Contract KPIs,PRC DELEGATED CO-COMMISSIONING,ST PAULS WAY MEDICAL CENTRE,35234289,"6,334.84"
Department of Health,NHS Tower Hamlets CCG,31/01/2021,C&M-GMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,STROUTS PLACE MEDICAL CENTRE,35351432,"6,391.67"
Department of Health,NHS Tower Hamlets CCG,31/01/2021,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,AT MEDICS LTD WHITECHAPEL HEALTH CENTRE,35236291,"6,410.06"
Department of Health,NHS Tower Hamlets CCG,31/01/2021,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,SPITALFIELDS GMS PRACTICE,35351428,"6,499.60"
